File Name,Precursor Mz,Area,Retention Time,Start Time,End Time,Molecule,Analyte Concentration,Calculated Concentration
CA_aminoacids.mzML,466.3163,1843573,5.72,5.66,5.87,GCA,,#N/A
CA_DCA_LCA_aminoacids.mzML,466.3163,490501024,5.73,5.66,5.87,GCA,,#N/A
CDCA_aminoacids.mzML,466.3163,0,5.66,5.66,5.87,GCA,,#N/A
DCA_aminoacids.mzML,466.3163,0,5.66,5.66,5.87,GCA,,#N/A
DCA_aminoacids_2.mzML,466.3163,2401934,5.74,5.66,5.87,GCA,,#N/A
GCA_std.mzML,466.3163,353117152,5.74,5.66,5.87,GCA,,#N/A
GCDCA_std.mzML,466.3163,356184,5.84,5.66,5.87,GCA,,#N/A
GDCA_std.mzML,466.3163,36694,5.71,5.66,5.87,GCA,,#N/A
GLCA_std.mzML,466.3163,0,5.66,5.66,5.87,GCA,,#N/A
GUDCA_std.mzML,466.3163,246,5.74,5.66,5.87,GCA,,#N/A
P2_A1_TLCA_Dny_BSH1_0h.mzML,466.3163,64986,5.74,5.66,5.87,GCA,,#N/A
P2_A2_TDCA_Dny_BSH1_0h.mzML,466.3163,65832,5.75,5.66,5.87,GCA,,#N/A
P2_A3_TCDCA_Dny_BSH1_0h.mzML,466.3163,62489,5.75,5.66,5.87,GCA,,#N/A
P2_A4_TUDCA_Dny_BSH1_0h.mzML,466.3163,60586,5.75,5.66,5.87,GCA,,#N/A
P2_A5_TCA_Dny_BSH1_0h.mzML,466.3163,277814,5.75,5.66,5.87,GCA,,#N/A
P2_A6_GLCA_Dny_BSH1_0h.mzML,466.3163,77640,5.75,5.66,5.87,GCA,,#N/A
P2_A7_GDCA_Dny_BSH1_0h.mzML,466.3163,130919,5.74,5.66,5.87,GCA,,#N/A
P2_A8_GCDCA_Dny_BSH1_0h.mzML,466.3163,662034,5.85,5.66,5.87,GCA,,#N/A
P2_A9_GUDCA_Dny_BSH1_0h.mzML,466.3163,76609,5.75,5.66,5.87,GCA,,#N/A
P2_A10_GCA_Dny_BSH1_0h.mzML,466.3163,793599040,5.75,5.66,5.87,GCA,,#N/A
P2_A11_BHI_50MeOH.mzML,466.3163,63736,5.75,5.66,5.87,GCA,,#N/A
P2_A12_BHI_50DMSO_25MeOH.mzML,466.3163,83754,5.77,5.66,5.87,GCA,,#N/A
P2_B1_TLCA_Dny_BSH2_0h.mzML,466.3163,67469,5.75,5.66,5.87,GCA,,#N/A
P2_B2_TDCA_Dny_BSH2_0h.mzML,466.3163,79296,5.76,5.66,5.87,GCA,,#N/A
P2_B3_TCDCA_Dny_BSH2_0h.mzML,466.3163,70418,5.76,5.66,5.87,GCA,,#N/A
P2_B4_TUDCA_Dny_BSH2_0h.mzML,466.3163,74292,5.75,5.66,5.87,GCA,,#N/A
P2_B5_TCA_Dny_BSH2_0h.mzML,466.3163,86194,5.76,5.66,5.87,GCA,,#N/A
P2_B6_GLCA_Dny_BSH2_0h.mzML,466.3163,80656,5.76,5.66,5.87,GCA,,#N/A
P2_B7_GDCA_Dny_BSH2_0h.mzML,466.3163,153301,5.75,5.66,5.87,GCA,,#N/A
P2_B8_GCDCA_Dny_BSH2_0h.mzML,466.3163,472219,5.76,5.66,5.87,GCA,,#N/A
P2_B9_GUDCA_Dny_BSH2_0h.mzML,466.3163,79173,5.75,5.66,5.87,GCA,,#N/A
P2_B10_GCA_Dny_BSH2_0h.mzML,466.3163,549369280,5.76,5.66,5.87,GCA,,#N/A
P2_B11_BHI_50MeOH.mzML,466.3163,89454,5.75,5.66,5.87,GCA,,#N/A
P2_B12_BHI_50DMSO_25MeOH.mzML,466.3163,59870,5.75,5.66,5.87,GCA,,#N/A
P2_C1_TLCA_Lgasseri_BSH_0h.mzML,466.3163,71500,5.76,5.66,5.87,GCA,,#N/A
P2_C2_TDCA_Lgasseri_BSH_0h.mzML,466.3163,97280,5.76,5.66,5.87,GCA,,#N/A
P2_C3_TCDCA_Lgasseri_BSH_0h.mzML,466.3163,75551,5.76,5.66,5.87,GCA,,#N/A
P2_C4_TUDCA_Lgasseri_BSH_0h.mzML,466.3163,75370,5.75,5.66,5.87,GCA,,#N/A
P2_C5_TCA_Lgasseri_BSH_0h.mzML,466.3163,78566,5.75,5.66,5.87,GCA,,#N/A
P2_C6_GLCA_Lgasseri_BSH_0h.mzML,466.3163,58641,5.76,5.66,5.87,GCA,,#N/A
P2_C7_GDCA_Lgasseri_BSH_0h.mzML,466.3163,107414,5.74,5.66,5.87,GCA,,#N/A
P2_C8_GCDCA_Lgasseri_BSH_0h.mzML,466.3163,428809,5.85,5.66,5.87,GCA,,#N/A
P2_C9_GUDCA_Lgasseri_BSH_0h.mzML,466.3163,73695,5.74,5.66,5.87,GCA,,#N/A
P2_C10_GCA_Lgasseri_BSH_0h.mzML,466.3163,524831616,5.75,5.66,5.87,GCA,,#N/A
P2_C11_BHI_50MeOH.mzML,466.3163,91324,5.76,5.66,5.87,GCA,,#N/A
P2_C12_BHI_50DMSO_25MeOH.mzML,466.3163,75060,5.75,5.66,5.87,GCA,,#N/A
P2_D1_TLCA_LCAG-95_BSH1208_0h.mzML,466.3163,79073,5.74,5.66,5.87,GCA,,#N/A
P2_D2_TDCA_LCAG-95_BSH1208_0h.mzML,466.3163,71764,5.74,5.66,5.87,GCA,,#N/A
P2_D3_TCDCA_LCAG-95_BSH1208_0h.mzML,466.3163,60915,5.74,5.66,5.87,GCA,,#N/A
P2_D4_TUDCA_LCAG-95_BSH1208_0h.mzML,466.3163,74085,5.75,5.66,5.87,GCA,,#N/A
P2_D5_TCA_LCAG-95_BSH1208_0h.mzML,466.3163,119571,5.74,5.66,5.87,GCA,,#N/A
P2_D6_GLCA_LCAG-95_BSH1208_0h.mzML,466.3163,74083,5.75,5.66,5.87,GCA,,#N/A
P2_D7_GDCA_LCAG-95_BSH1208_0h.mzML,466.3163,123109,5.73,5.66,5.87,GCA,,#N/A
P2_D8_GCDCA_LCAG-95_BSH1208_0h.mzML,466.3163,380715,5.75,5.66,5.87,GCA,,#N/A
P2_D9_GUDCA_LCAG-95_BSH1208_0h.mzML,466.3163,84357,5.74,5.66,5.87,GCA,,#N/A
P2_D10_GCA_LCAG-95_BSH1208_0h.mzML,466.3163,477785152,5.75,5.66,5.87,GCA,,#N/A
P2_D11_BHI_50MeOH.mzML,466.3163,75121,5.73,5.66,5.87,GCA,,#N/A
P2_D12_BHI_50DMSO_25MeOH.mzML,466.3163,80447,5.73,5.66,5.87,GCA,,#N/A
P2_E1_TLCA_Ep_BSH101_0h.mzML,466.3163,63566,5.74,5.66,5.87,GCA,,#N/A
P2_E2_TDCA_Ep_BSH101_0h.mzML,466.3163,83423,5.74,5.66,5.87,GCA,,#N/A
P2_E3_TCDCA_Ep_BSH101_0h.mzML,466.3163,71926,5.74,5.66,5.87,GCA,,#N/A
P2_E4_TUDCA_Ep_BSH101_0h.mzML,466.3163,74451,5.74,5.66,5.87,GCA,,#N/A
P2_E5_TCA_Ep_BSH101_0h.mzML,466.3163,97787,5.74,5.66,5.87,GCA,,#N/A
P2_E6_GLCA_Ep_BSH101_0h.mzML,466.3163,78473,5.73,5.66,5.87,GCA,,#N/A
P2_E7_GDCA_Ep_BSH101_0h.mzML,466.3163,158579,5.73,5.66,5.87,GCA,,#N/A
P2_E8_GCDCA_Ep_BSH101_0h.mzML,466.3163,511146,5.75,5.66,5.87,GCA,,#N/A
P2_E9_GUDCA_Ep_BSH101_0h.mzML,466.3163,80421,5.75,5.66,5.87,GCA,,#N/A
P2_E10_GCA_Ep_BSH101_0h.mzML,466.3163,543070208,5.75,5.66,5.87,GCA,,#N/A
P2_E11_BHI_50MeOH.mzML,466.3163,99495,5.75,5.66,5.87,GCA,,#N/A
P2_E12_BHI_50DMSO_25MeOH.mzML,466.3163,95006,5.75,5.66,5.87,GCA,,#N/A
P2_F1_TLCA_AZ-52_0h.mzML,466.3163,88537,5.75,5.66,5.87,GCA,,#N/A
P2_F2_TDCA_AZ-52_0h.mzML,466.3163,86516,5.75,5.66,5.87,GCA,,#N/A
P2_F3_TCDCA_AZ-52_0h.mzML,466.3163,77790,5.74,5.66,5.87,GCA,,#N/A
P2_F4_TUDCA_AZ-52_0h.mzML,466.3163,73179,5.74,5.66,5.87,GCA,,#N/A
P2_F5_TCA_AZ-52_0h.mzML,466.3163,87792,5.75,5.66,5.87,GCA,,#N/A
