Molecule	name_new	BA_suppl	BSH_strain	cult_plt	plate_location	0h	48h	baseline_chng	condition
TCDCA	TLCA-Ep-BSH101	TLCA	Ep-BSH101	P1	E1	2709	3825	1.41143911439114	NA
TCDCA	TDCA-Ep-BSH101	TDCA	Ep-BSH101	P1	E2	0	16049440	16049440	NA
TCDCA	TCDCA-Ep-BSH101	TCDCA	Ep-BSH101	P1	E3	80445800	75267840	0.93563416690947	NA
TCDCA	TUDCA-Ep-BSH101	TUDCA	Ep-BSH101	P1	E4	742451	654137	0.881049549331135	NA
TCDCA	TCA-Ep-BSH101	TCA	Ep-BSH101	P1	E5	151454	108974	0.719514047076689	NA
TCDCA	GLCA-Ep-BSH101	GLCA	Ep-BSH101	P1	E6	0	27029	27029	NA
TCDCA	GDCA-Ep-BSH101	GDCA	Ep-BSH101	P1	E7	0	1541	1541	NA
TCDCA	GCDCA-Ep-BSH101	GCDCA	Ep-BSH101	P1	E8	0	5444	5444	NA
TCDCA	GUDCA-Ep-BSH101	GUDCA	Ep-BSH101	P1	E9	0	10604	10604	NA
TCDCA	GCA-Ep-BSH101	GCA	Ep-BSH101	P1	E10	0	12530	12530	NA
TCDCA	TLCA-AZ-52	TLCA	AZ-52	P1	F1	0	1062	1062	NA
TCDCA	TDCA-AZ-52	TDCA	AZ-52	P1	F2	0	0	NA	NA
TCDCA	TCDCA-AZ-52	TCDCA	AZ-52	P1	F3	2316275	37972	0.0163935558629455	NA
TCDCA	TUDCA-AZ-52	TUDCA	AZ-52	P1	F4	100039	2474	0.0247301079568173	NA
TCDCA	TCA-AZ-52	TCA	AZ-52	P1	F5	0	456	456	NA
TCDCA	GLCA-AZ-52	GLCA	AZ-52	P1	F6	0	1839	1839	NA
TCDCA	GDCA-AZ-52	GDCA	AZ-52	P1	F7	0	0	NA	NA
TCDCA	GCDCA-AZ-52	GCDCA	AZ-52	P1	F8	0	22278	22278	NA
TCDCA	GUDCA-AZ-52	GUDCA	AZ-52	P1	F9	0	6492	6492	NA
TCDCA	GCA-AZ-52	GCA	AZ-52	P1	F10	0	13341	13341	NA
TCDCA	TLCA-EcAZ-1-cat	TLCA	EcAZ-1-cat	P1	G1	0	0	NA	NA
TCDCA	TDCA-EcAZ-1-cat	TDCA	EcAZ-1-cat	P1	G2	2977	38989	13.0923438549362	NA
TCDCA	TCDCA-EcAZ-1-cat	TCDCA	EcAZ-1-cat	P1	G3	87911256	62084800	0.706221274938658	NA
TCDCA	TUDCA-EcAZ-1-cat	TUDCA	EcAZ-1-cat	P1	G4	785738	433691	0.551953002205567	NA
TCDCA	TCA-EcAZ-1-cat	TCA	EcAZ-1-cat	P1	G5	149835	92516	0.617448410261886	NA
TCDCA	GLCA-EcAZ-1-cat	GLCA	EcAZ-1-cat	P1	G6	0	2824	2824	NA
TCDCA	GDCA-EcAZ-1-cat	GDCA	EcAZ-1-cat	P1	G7	0	0	NA	NA
TCDCA	GCDCA-EcAZ-1-cat	GCDCA	EcAZ-1-cat	P1	G8	0	0	NA	NA
TCDCA	GUDCA-EcAZ-1-cat	GUDCA	EcAZ-1-cat	P1	G9	0	1273	1273	NA
TCDCA	GCA-EcAZ-1-cat	GCA	EcAZ-1-cat	P1	G10	0	7281	7281	NA
TCDCA	TLCA-ctrl	TLCA	ctrl	P1	H1	146980	16428	0.111769548445037	NA
TCDCA	TDCA-ctrl	TDCA	ctrl	P1	H2	2034	821111	403.494348894349	NA
TCDCA	TCDCA-ctrl	TCDCA	ctrl	P1	H3	93123016	67738152	0.727405041011504	NA
TCDCA	TUDCA-ctrl	TUDCA	ctrl	P1	H4	633392	956432	1.51001353030425	NA
TCDCA	TCA-ctrl	TCA	ctrl	P1	H5	160144	153889	0.960935402291673	NA
TCDCA	GLCA-ctrl	GLCA	ctrl	P1	H6	725	0	0	NA
TCDCA	GDCA-ctrl	GDCA	ctrl	P1	H7	0	0	NA	NA
TCDCA	GCDCA-ctrl	GCDCA	ctrl	P1	H8	1062	0	0	NA
TCDCA	GUDCA-ctrl	GUDCA	ctrl	P1	H9	0	571	571	NA
TCDCA	GCA-ctrl	GCA	ctrl	P1	H10	0	0	NA	NA
TDCA	TLCA-Dny-BSH1	TLCA	Dny-BSH1	P1	A1	837911	1436	0.0017137837863642	FT
TDCA	TDCA-Dny-BSH1	TDCA	Dny-BSH1	P1	A2	404076800	123060	0.000304546065736647	FT
TDCA	TCDCA-Dny-BSH1	TCDCA	Dny-BSH1	P1	A3	2998726	95217	0.0317524736329783	FT
TDCA	TUDCA-Dny-BSH1	TUDCA	Dny-BSH1	P1	A4	203194	154142	0.758591500775117	FT
TDCA	TCA-Dny-BSH1	TCA	Dny-BSH1	P1	A5	918870	55613	0.0605231855178801	FT
TDCA	GLCA-Dny-BSH1	GLCA	Dny-BSH1	P1	A6	83466	15625	0.187199731630465	FT
TDCA	GDCA-Dny-BSH1	GDCA	Dny-BSH1	P1	A7	78086	22249	0.284925787903236	FT
TDCA	GCDCA-Dny-BSH1	GCDCA	Dny-BSH1	P1	A8	9311	6125	0.657753436426117	FT
TDCA	GUDCA-Dny-BSH1	GUDCA	Dny-BSH1	P1	A9	1445	2466	1.70539419087137	FT
TDCA	GCA-Dny-BSH1	GCA	Dny-BSH1	P1	A10	4133	3123	0.75544267053701	FT
TDCA	TLCA-Dny-BSH2	TLCA	Dny-BSH2	P1	B1	361357	160522	0.44421875259438	FT
TDCA	TDCA-Dny-BSH2	TDCA	Dny-BSH2	P1	B2	412223200	463724896	1.12493642976684	FT
TDCA	TCDCA-Dny-BSH2	TCDCA	Dny-BSH2	P1	B3	2635806	2989946	1.1343569540562	FT
TDCA	TUDCA-Dny-BSH2	TUDCA	Dny-BSH2	P1	B4	131002	239913	1.83135500713724	FT
TDCA	TCA-Dny-BSH2	TCA	Dny-BSH2	P1	B5	1206867	1158418	0.959854764564145	FT
TDCA	GLCA-Dny-BSH2	GLCA	Dny-BSH2	P1	B6	77732	151376	1.94738399392793	FT
TDCA	GDCA-Dny-BSH2	GDCA	Dny-BSH2	P1	B7	11584	56088	4.84143288735434	FT
TDCA	GCDCA-Dny-BSH2	GCDCA	Dny-BSH2	P1	B8	6341	59227	9.33885209713024	FT
TDCA	GUDCA-Dny-BSH2	GUDCA	Dny-BSH2	P1	B9	1752	60675	34.6120935539076	FT
TDCA	GCA-Dny-BSH2	GCA	Dny-BSH2	P1	B10	3478	70345	20.2198907732107	FT
TDCA	TLCA-Lgasseri-BSH	TLCA	Lgasseri-BSH	P1	C1	854	18880	22.0818713450292	FA
TDCA	TDCA-Lgasseri-BSH	TDCA	Lgasseri-BSH	P1	C2	47307	116108	2.454299484231	FA
TDCA	TCDCA-Lgasseri-BSH	TCDCA	Lgasseri-BSH	P1	C3	20635	69211	3.3538961038961	FA
TDCA	TUDCA-Lgasseri-BSH	TUDCA	Lgasseri-BSH	P1	C4	25004	20663	0.826354729054189	FA
TDCA	TCA-Lgasseri-BSH	TCA	Lgasseri-BSH	P1	C5	36132	38432	1.06362604821078	FA
TDCA	GLCA-Lgasseri-BSH	GLCA	Lgasseri-BSH	P1	C6	7740	36341	4.69461309908281	FA
TDCA	GDCA-Lgasseri-BSH	GDCA	Lgasseri-BSH	P1	C7	0	33269	33269	FA
TDCA	GCDCA-Lgasseri-BSH	GCDCA	Lgasseri-BSH	P1	C8	0	72323	72323	FA
TDCA	GUDCA-Lgasseri-BSH	GUDCA	Lgasseri-BSH	P1	C9	0	127792	127792	FA
TDCA	GCA-Lgasseri-BSH	GCA	Lgasseri-BSH	P1	C10	0	39093	39093	FA
TDCA	TLCA-LCAG-95-BSH1208	TLCA	LCAG-95-BSH1208	P1	D1	165055	30253	0.183289307871268	NA
TDCA	TDCA-LCAG-95-BSH1208	TDCA	LCAG-95-BSH1208	P1	D2	396954656	32323622	0.0814290031115569	NA
TDCA	TCDCA-LCAG-95-BSH1208	TCDCA	LCAG-95-BSH1208	P1	D3	1505913	102825	0.068280791598989	NA
TDCA	TUDCA-LCAG-95-BSH1208	TUDCA	LCAG-95-BSH1208	P1	D4	172328	47207	0.27393532139106	NA
TDCA	TCA-LCAG-95-BSH1208	TCA	LCAG-95-BSH1208	P1	D5	1050534	73000	0.0694884035277264	NA
TDCA	GLCA-LCAG-95-BSH1208	GLCA	LCAG-95-BSH1208	P1	D6	66794	25232	0.377752825810315	NA
TDCA	GDCA-LCAG-95-BSH1208	GDCA	LCAG-95-BSH1208	P1	D7	15356	11138	0.725271862994074	NA
TDCA	GCDCA-LCAG-95-BSH1208	GCDCA	LCAG-95-BSH1208	P1	D8	4816	6754	1.402117500519	NA
TDCA	GUDCA-LCAG-95-BSH1208	GUDCA	LCAG-95-BSH1208	P1	D9	3259	35248	10.8122699386503	NA
TDCA	GCA-LCAG-95-BSH1208	GCA	LCAG-95-BSH1208	P1	D10	3243	24911	7.67909987669544	NA
TDCA	TLCA-Ep-BSH101	TLCA	Ep-BSH101	P1	E1	176863	281676	1.59261353356251	NA
TDCA	TDCA-Ep-BSH101	TDCA	Ep-BSH101	P1	E2	375828224	506293088	1.34713960879335	NA
TDCA	TCDCA-Ep-BSH101	TCDCA	Ep-BSH101	P1	E3	2417377	3041612	1.25822771614534	NA
TDCA	TUDCA-Ep-BSH101	TUDCA	Ep-BSH101	P1	E4	169446	439370	2.5929641716879	NA
TDCA	TCA-Ep-BSH101	TCA	Ep-BSH101	P1	E5	1195953	1366928	1.14296034797325	NA
TDCA	GLCA-Ep-BSH101	GLCA	Ep-BSH101	P1	E6	64569	239797	3.7137525166486	NA
TDCA	GDCA-Ep-BSH101	GDCA	Ep-BSH101	P1	E7	7559	49904	6.6010582010582	NA
TDCA	GCDCA-Ep-BSH101	GCDCA	Ep-BSH101	P1	E8	6752	85878	12.717014660151	NA
TDCA	GUDCA-Ep-BSH101	GUDCA	Ep-BSH101	P1	E9	1008	120053	118.982160555005	NA
TDCA	GCA-Ep-BSH101	GCA	Ep-BSH101	P1	E10	941	83372	88.5053078556263	NA
TDCA	TLCA-AZ-52	TLCA	AZ-52	P1	F1	169580	14251	0.0840365371120585	NA
TDCA	TDCA-AZ-52	TDCA	AZ-52	P1	F2	298688480	302736	0.00101355097118727	NA
TDCA	TCDCA-AZ-52	TCDCA	AZ-52	P1	F3	371807	118683	0.319205073586367	NA
TDCA	TUDCA-AZ-52	TUDCA	AZ-52	P1	F4	110246	34971	0.317205910364908	NA
TDCA	TCA-AZ-52	TCA	AZ-52	P1	F5	803354	70674	0.0879735608790634	NA
TDCA	GLCA-AZ-52	GLCA	AZ-52	P1	F6	68575	40253	0.586983784414372	NA
TDCA	GDCA-AZ-52	GDCA	AZ-52	P1	F7	2766	19027	6.87640043368269	NA
TDCA	GCDCA-AZ-52	GCDCA	AZ-52	P1	F8	2862	57290	20.010478519036	NA
TDCA	GUDCA-AZ-52	GUDCA	AZ-52	P1	F9	1604	80070	49.8878504672897	NA
TDCA	GCA-AZ-52	GCA	AZ-52	P1	F10	493	101062	204.578947368421	NA
TDCA	TLCA-EcAZ-1-cat	TLCA	EcAZ-1-cat	P1	G1	207808	238102	1.14577328219663	NA
TDCA	TDCA-EcAZ-1-cat	TDCA	EcAZ-1-cat	P1	G2	429921440	479362368	1.11499990994866	NA
TDCA	TCDCA-EcAZ-1-cat	TCDCA	EcAZ-1-cat	P1	G3	2649443	3441033	1.29877551667444	NA
TDCA	TUDCA-EcAZ-1-cat	TUDCA	EcAZ-1-cat	P1	G4	160601	371978	2.31614799317568	NA
TDCA	TCA-EcAZ-1-cat	TCA	EcAZ-1-cat	P1	G5	1189020	1198008	1.0075583189868	NA
TDCA	GLCA-EcAZ-1-cat	GLCA	EcAZ-1-cat	P1	G6	77730	161282	2.07487360255239	NA
TDCA	GDCA-EcAZ-1-cat	GDCA	EcAZ-1-cat	P1	G7	5436	19383	3.56501747287107	NA
TDCA	GCDCA-EcAZ-1-cat	GCDCA	EcAZ-1-cat	P1	G8	8443	78896	9.34343912837518	NA
TDCA	GUDCA-EcAZ-1-cat	GUDCA	EcAZ-1-cat	P1	G9	2705	108435	40.0720620842572	NA
TDCA	GCA-EcAZ-1-cat	GCA	EcAZ-1-cat	P1	G10	2511	166437	66.2567675159236	NA
TDCA	TLCA-ctrl	TLCA	ctrl	P1	H1	976143	276616	0.283376223180187	NA
TDCA	TDCA-ctrl	TDCA	ctrl	P1	H2	408170624	607887872	1.48929843248764	NA
TDCA	TCDCA-ctrl	TCDCA	ctrl	P1	H3	2990331	3886582	1.29971588439009	NA
TDCA	TUDCA-ctrl	TUDCA	ctrl	P1	H4	162793	389332	2.39156234259248	NA
TDCA	TCA-ctrl	TCA	ctrl	P1	H5	1269382	1162205	0.915566854133071	NA
TDCA	GLCA-ctrl	GLCA	ctrl	P1	H6	93567	81729	0.873471699726402	NA
TDCA	GDCA-ctrl	GDCA	ctrl	P1	H7	7481	11778	1.57417802726544	NA
TDCA	GCDCA-ctrl	GCDCA	ctrl	P1	H8	8794	14628	1.66321773735077	NA
TDCA	GUDCA-ctrl	GUDCA	ctrl	P1	H9	4872	98604	20.234762979684	NA
TDCA	GCA-ctrl	GCA	ctrl	P1	H10	7493	3335	0.445022684814518	NA
TLCA	TLCA-Dny-BSH1	TLCA	Dny-BSH1	P1	A1	148144768	3748744	0.0253045991789288	FT
TLCA	TDCA-Dny-BSH1	TDCA	Dny-BSH1	P1	A2	372501	0	0	FT
TLCA	TCDCA-Dny-BSH1	TCDCA	Dny-BSH1	P1	A3	298412	0	0	FT
TLCA	TUDCA-Dny-BSH1	TUDCA	Dny-BSH1	P1	A4	153861	0	0	FT
TLCA	TCA-Dny-BSH1	TCA	Dny-BSH1	P1	A5	74185	0	0	FT
TLCA	GLCA-Dny-BSH1	GLCA	Dny-BSH1	P1	A6	54547	0	0	FT
TLCA	GDCA-Dny-BSH1	GDCA	Dny-BSH1	P1	A7	26444	0	0	FT
TLCA	GCDCA-Dny-BSH1	GCDCA	Dny-BSH1	P1	A8	3549	0	0	FT
TLCA	GUDCA-Dny-BSH1	GUDCA	Dny-BSH1	P1	A9	0	0	NA	FT
TLCA	GCA-Dny-BSH1	GCA	Dny-BSH1	P1	A10	0	0	NA	FT
TLCA	TLCA-Dny-BSH2	TLCA	Dny-BSH2	P1	B1	140755424	90855480	0.645484747745957	FT
TLCA	TDCA-Dny-BSH2	TDCA	Dny-BSH2	P1	B2	664970	197550	0.29708062456859	FT
TLCA	TCDCA-Dny-BSH2	TCDCA	Dny-BSH2	P1	B3	300432	121415	0.404133367506233	FT
TLCA	TUDCA-Dny-BSH2	TUDCA	Dny-BSH2	P1	B4	235212	90273	0.383792562485917	FT
TLCA	TCA-Dny-BSH2	TCA	Dny-BSH2	P1	B5	63122	0	0	FT
TLCA	GLCA-Dny-BSH2	GLCA	Dny-BSH2	P1	B6	45477	1794	0.0394476450151722	FT
TLCA	GDCA-Dny-BSH2	GDCA	Dny-BSH2	P1	B7	38023	4723	0.124211024616032	FT
TLCA	GCDCA-Dny-BSH2	GCDCA	Dny-BSH2	P1	B8	6995	2104	0.300743281875357	FT
TLCA	GUDCA-Dny-BSH2	GUDCA	Dny-BSH2	P1	B9	0	0	NA	FT
TLCA	GCA-Dny-BSH2	GCA	Dny-BSH2	P1	B10	0	0	NA	FT
TLCA	TLCA-Lgasseri-BSH	TLCA	Lgasseri-BSH	P1	C1	651875	278135	0.426668568868926	FA
TLCA	TDCA-Lgasseri-BSH	TDCA	Lgasseri-BSH	P1	C2	0	8172	8172	FA
TLCA	TCDCA-Lgasseri-BSH	TCDCA	Lgasseri-BSH	P1	C3	0	0	NA	FA
TLCA	TUDCA-Lgasseri-BSH	TUDCA	Lgasseri-BSH	P1	C4	0	0	NA	FA
TLCA	TCA-Lgasseri-BSH	TCA	Lgasseri-BSH	P1	C5	0	0	NA	FA
TLCA	GLCA-Lgasseri-BSH	GLCA	Lgasseri-BSH	P1	C6	936	0	0	FA
TLCA	GDCA-Lgasseri-BSH	GDCA	Lgasseri-BSH	P1	C7	0	0	NA	FA
TLCA	GCDCA-Lgasseri-BSH	GCDCA	Lgasseri-BSH	P1	C8	0	0	NA	FA
TLCA	GUDCA-Lgasseri-BSH	GUDCA	Lgasseri-BSH	P1	C9	0	0	NA	FA
TLCA	GCA-Lgasseri-BSH	GCA	Lgasseri-BSH	P1	C10	0	0	NA	FA
TLCA	TLCA-LCAG-95-BSH1208	TLCA	LCAG-95-BSH1208	P1	D1	80799376	1088064	0.0134662424439238	NA
TLCA	TDCA-LCAG-95-BSH1208	TDCA	LCAG-95-BSH1208	P1	D2	210652	0	0	NA
TLCA	TCDCA-LCAG-95-BSH1208	TCDCA	LCAG-95-BSH1208	P1	D3	119366	0	0	NA
TLCA	TUDCA-LCAG-95-BSH1208	TUDCA	LCAG-95-BSH1208	P1	D4	88365	0	0	NA
TLCA	TCA-LCAG-95-BSH1208	TCA	LCAG-95-BSH1208	P1	D5	15198	0	0	NA
TLCA	GLCA-LCAG-95-BSH1208	GLCA	LCAG-95-BSH1208	P1	D6	12723	0	0	NA
TLCA	GDCA-LCAG-95-BSH1208	GDCA	LCAG-95-BSH1208	P1	D7	3632	0	0	NA
TLCA	GCDCA-LCAG-95-BSH1208	GCDCA	LCAG-95-BSH1208	P1	D8	0	0	NA	NA
TLCA	GUDCA-LCAG-95-BSH1208	GUDCA	LCAG-95-BSH1208	P1	D9	0	0	NA	NA
TLCA	GCA-LCAG-95-BSH1208	GCA	LCAG-95-BSH1208	P1	D10	0	0	NA	NA
TLCA	TLCA-Ep-BSH101	TLCA	Ep-BSH101	P1	E1	89261672	116174032	1.30149960330679	NA
TLCA	TDCA-Ep-BSH101	TDCA	Ep-BSH101	P1	E2	277271	325406	1.17359848812718	NA
TLCA	TCDCA-Ep-BSH101	TCDCA	Ep-BSH101	P1	E3	233634	248323	1.06286729299976	NA
TLCA	TUDCA-Ep-BSH101	TUDCA	Ep-BSH101	P1	E4	149554	239361	1.6004881147404	NA
TLCA	TCA-Ep-BSH101	TCA	Ep-BSH101	P1	E5	42890	0	0	NA
TLCA	GLCA-Ep-BSH101	GLCA	Ep-BSH101	P1	E6	14389	57219	3.97630298818624	NA
TLCA	GDCA-Ep-BSH101	GDCA	Ep-BSH101	P1	E7	2615	0	0	NA
TLCA	GCDCA-Ep-BSH101	GCDCA	Ep-BSH101	P1	E8	0	15573	15573	NA
TLCA	GUDCA-Ep-BSH101	GUDCA	Ep-BSH101	P1	E9	0	0	NA	NA
TLCA	GCA-Ep-BSH101	GCA	Ep-BSH101	P1	E10	0	0	NA	NA
TLCA	TLCA-AZ-52	TLCA	AZ-52	P1	F1	11797325	487752	0.0413442842895076	NA
TLCA	TDCA-AZ-52	TDCA	AZ-52	P1	F2	17617	0	0	NA
TLCA	TCDCA-AZ-52	TCDCA	AZ-52	P1	F3	0	0	NA	NA
TLCA	TUDCA-AZ-52	TUDCA	AZ-52	P1	F4	0	0	NA	NA
TLCA	TCA-AZ-52	TCA	AZ-52	P1	F5	0	0	NA	NA
TLCA	GLCA-AZ-52	GLCA	AZ-52	P1	F6	0	0	NA	NA
TLCA	GDCA-AZ-52	GDCA	AZ-52	P1	F7	0	0	NA	NA
TLCA	GCDCA-AZ-52	GCDCA	AZ-52	P1	F8	0	0	NA	NA
TLCA	GUDCA-AZ-52	GUDCA	AZ-52	P1	F9	0	0	NA	NA
TLCA	GCA-AZ-52	GCA	AZ-52	P1	F10	0	0	NA	NA
TLCA	TLCA-EcAZ-1-cat	TLCA	EcAZ-1-cat	P1	G1	123123072	91204912	0.740762147806366	NA
TLCA	TDCA-EcAZ-1-cat	TDCA	EcAZ-1-cat	P1	G2	503355	303469	0.602891392970383	NA
TLCA	TCDCA-EcAZ-1-cat	TCDCA	EcAZ-1-cat	P1	G3	364157	196392	0.53930436788427	NA
TLCA	TUDCA-EcAZ-1-cat	TUDCA	EcAZ-1-cat	P1	G4	191170	173502	0.907574893681573	NA
TLCA	TCA-EcAZ-1-cat	TCA	EcAZ-1-cat	P1	G5	63543	73124	1.15076167694826	NA
TLCA	GLCA-EcAZ-1-cat	GLCA	EcAZ-1-cat	P1	G6	37118	0	0	NA
TLCA	GDCA-EcAZ-1-cat	GDCA	EcAZ-1-cat	P1	G7	6478	0	0	NA
TLCA	GCDCA-EcAZ-1-cat	GCDCA	EcAZ-1-cat	P1	G8	0	0	NA	NA
TLCA	GUDCA-EcAZ-1-cat	GUDCA	EcAZ-1-cat	P1	G9	2037	0	0	NA
TLCA	GCA-EcAZ-1-cat	GCA	EcAZ-1-cat	P1	G10	0	0	NA	NA
TLCA	TLCA-ctrl	TLCA	ctrl	P1	H1	107481592	134702544	1.25326151427622	NA
TLCA	TDCA-ctrl	TDCA	ctrl	P1	H2	392807	1116234	2.84167837722246	NA
TLCA	TCDCA-ctrl	TCDCA	ctrl	P1	H3	323984	332125	1.02512461996697	NA
TLCA	TUDCA-ctrl	TUDCA	ctrl	P1	H4	160061	217532	1.35904836875711	NA
TLCA	TCA-ctrl	TCA	ctrl	P1	H5	38624	65971	1.70798705501618	NA
TLCA	GLCA-ctrl	GLCA	ctrl	P1	H6	21012	42045	2.00090420216057	NA
TLCA	GDCA-ctrl	GDCA	ctrl	P1	H7	1997	9424	4.71671671671672	NA
TLCA	GCDCA-ctrl	GCDCA	ctrl	P1	H8	0	10323	10323	NA
TLCA	GUDCA-ctrl	GUDCA	ctrl	P1	H9	0	0	NA	NA
TLCA	GCA-ctrl	GCA	ctrl	P1	H10	0	1260	1260	NA
TUDCA	TLCA-Dny-BSH1	TLCA	Dny-BSH1	P1	A1	3454	0	0	FT
TUDCA	TDCA-Dny-BSH1	TDCA	Dny-BSH1	P1	A2	0	0	NA	FT
TUDCA	TCDCA-Dny-BSH1	TCDCA	Dny-BSH1	P1	A3	24238	0	0	FT
TUDCA	TUDCA-Dny-BSH1	TUDCA	Dny-BSH1	P1	A4	221476128	180551600	0.81521923294948	FT
TUDCA	TCA-Dny-BSH1	TCA	Dny-BSH1	P1	A5	25790	74407	2.88499864293746	FT
TUDCA	GLCA-Dny-BSH1	GLCA	Dny-BSH1	P1	A6	131704	79018	0.599962036369158	FT
TUDCA	GDCA-Dny-BSH1	GDCA	Dny-BSH1	P1	A7	0	1635	1635	FT
TUDCA	GCDCA-Dny-BSH1	GCDCA	Dny-BSH1	P1	A8	9078	0	0	FT
TUDCA	GUDCA-Dny-BSH1	GUDCA	Dny-BSH1	P1	A9	0	14718	14718	FT
TUDCA	GCA-Dny-BSH1	GCA	Dny-BSH1	P1	A10	0	0	NA	FT
TUDCA	TLCA-Dny-BSH2	TLCA	Dny-BSH2	P1	B1	1727	0	0	FT
TUDCA	TDCA-Dny-BSH2	TDCA	Dny-BSH2	P1	B2	0	0	NA	FT
TUDCA	TCDCA-Dny-BSH2	TCDCA	Dny-BSH2	P1	B3	4241	0	0	FT
TUDCA	TUDCA-Dny-BSH2	TUDCA	Dny-BSH2	P1	B4	139930320	157153472	1.12308376681277	FT
TUDCA	TCA-Dny-BSH2	TCA	Dny-BSH2	P1	B5	16789	30227	1.80029779630733	FT
TUDCA	GLCA-Dny-BSH2	GLCA	Dny-BSH2	P1	B6	66105	97746	1.47862523825371	FT
TUDCA	GDCA-Dny-BSH2	GDCA	Dny-BSH2	P1	B7	0	0	NA	FT
TUDCA	GCDCA-Dny-BSH2	GCDCA	Dny-BSH2	P1	B8	4287	0	0	FT
TUDCA	GUDCA-Dny-BSH2	GUDCA	Dny-BSH2	P1	B9	2073	10639	5.12970106075217	FT
TUDCA	GCA-Dny-BSH2	GCA	Dny-BSH2	P1	B10	7102	0	0	FT
TUDCA	TLCA-Lgasseri-BSH	TLCA	Lgasseri-BSH	P1	C1	4645	0	0	FA
TUDCA	TDCA-Lgasseri-BSH	TDCA	Lgasseri-BSH	P1	C2	7403	4326	0.584278768233387	FA
TUDCA	TCDCA-Lgasseri-BSH	TCDCA	Lgasseri-BSH	P1	C3	0	4113	4113	FA
TUDCA	TUDCA-Lgasseri-BSH	TUDCA	Lgasseri-BSH	P1	C4	109341848	22569	0.000206407703970691	FA
TUDCA	TCA-Lgasseri-BSH	TCA	Lgasseri-BSH	P1	C5	34424	20603	0.598489469862019	FA
TUDCA	GLCA-Lgasseri-BSH	GLCA	Lgasseri-BSH	P1	C6	63155	0	0	FA
TUDCA	GDCA-Lgasseri-BSH	GDCA	Lgasseri-BSH	P1	C7	0	0	NA	FA
TUDCA	GCDCA-Lgasseri-BSH	GCDCA	Lgasseri-BSH	P1	C8	15375	0	0	FA
TUDCA	GUDCA-Lgasseri-BSH	GUDCA	Lgasseri-BSH	P1	C9	19857	0	0	FA
TUDCA	GCA-Lgasseri-BSH	GCA	Lgasseri-BSH	P1	C10	0	0	NA	FA
TUDCA	TLCA-LCAG-95-BSH1208	TLCA	LCAG-95-BSH1208	P1	D1	2559	0	0	NA
TUDCA	TDCA-LCAG-95-BSH1208	TDCA	LCAG-95-BSH1208	P1	D2	0	9128	9128	NA
TUDCA	TCDCA-LCAG-95-BSH1208	TCDCA	LCAG-95-BSH1208	P1	D3	14976	228788	15.2759564665821	NA
TUDCA	TUDCA-LCAG-95-BSH1208	TUDCA	LCAG-95-BSH1208	P1	D4	136936368	9267194	0.0676751842310059	NA
TUDCA	TCA-LCAG-95-BSH1208	TCA	LCAG-95-BSH1208	P1	D5	13827	123468	8.92884003471218	NA
TUDCA	GLCA-LCAG-95-BSH1208	GLCA	LCAG-95-BSH1208	P1	D6	88282	0	0	NA
TUDCA	GDCA-LCAG-95-BSH1208	GDCA	LCAG-95-BSH1208	P1	D7	0	0	NA	NA
TUDCA	GCDCA-LCAG-95-BSH1208	GCDCA	LCAG-95-BSH1208	P1	D8	0	0	NA	NA
TUDCA	GUDCA-LCAG-95-BSH1208	GUDCA	LCAG-95-BSH1208	P1	D9	0	0	NA	NA
TUDCA	GCA-LCAG-95-BSH1208	GCA	LCAG-95-BSH1208	P1	D10	0	0	NA	NA
TUDCA	TLCA-Ep-BSH101	TLCA	Ep-BSH101	P1	E1	0	0	NA	NA
TUDCA	TDCA-Ep-BSH101	TDCA	Ep-BSH101	P1	E2	0	0	NA	NA
TUDCA	TCDCA-Ep-BSH101	TCDCA	Ep-BSH101	P1	E3	33270	25787	0.77505936100508	NA
TUDCA	TUDCA-Ep-BSH101	TUDCA	Ep-BSH101	P1	E4	153526400	192767216	1.25559652766171	NA
TUDCA	TCA-Ep-BSH101	TCA	Ep-BSH101	P1	E5	7917	9112	1.15079565546855	NA
TUDCA	GLCA-Ep-BSH101	GLCA	Ep-BSH101	P1	E6	75393	98188	1.30233175053718	NA
TUDCA	GDCA-Ep-BSH101	GDCA	Ep-BSH101	P1	E7	0	0	NA	NA
TUDCA	GCDCA-Ep-BSH101	GCDCA	Ep-BSH101	P1	E8	0	0	NA	NA
TUDCA	GUDCA-Ep-BSH101	GUDCA	Ep-BSH101	P1	E9	12271	0	0	NA
TUDCA	GCA-Ep-BSH101	GCA	Ep-BSH101	P1	E10	0	0	NA	NA
TUDCA	TLCA-AZ-52	TLCA	AZ-52	P1	F1	0	6919	6919	NA
TUDCA	TDCA-AZ-52	TDCA	AZ-52	P1	F2	6227	0	0	NA
TUDCA	TCDCA-AZ-52	TCDCA	AZ-52	P1	F3	2029	0	0	NA
TUDCA	TUDCA-AZ-52	TUDCA	AZ-52	P1	F4	93297016	110873	0.00118838740578383	NA
TUDCA	TCA-AZ-52	TCA	AZ-52	P1	F5	0	0	NA	NA
TUDCA	GLCA-AZ-52	GLCA	AZ-52	P1	F6	100885	0	0	NA
TUDCA	GDCA-AZ-52	GDCA	AZ-52	P1	F7	0	0	NA	NA
TUDCA	GCDCA-AZ-52	GCDCA	AZ-52	P1	F8	0	0	NA	NA
