Molecule	name_new	BA_suppl	BSH_strain	cult_plt	plate_location	0h	48h	baseline_chng	condition
TCDCA	GDCA-Dny-BSH2	GDCA	Dny-BSH2	P2	B7	0	0	NA	FT
TCDCA	GCDCA-Dny-BSH2	GCDCA	Dny-BSH2	P2	B8	0	0	NA	FT
TCDCA	GUDCA-Dny-BSH2	GUDCA	Dny-BSH2	P2	B9	0	0	NA	FT
TCDCA	GCA-Dny-BSH2	GCA	Dny-BSH2	P2	B10	1078	0	0	FT
TCDCA	TLCA-Lgasseri-BSH	TLCA	Lgasseri-BSH	P2	C1	1184	0	0	FA
TCDCA	TDCA-Lgasseri-BSH	TDCA	Lgasseri-BSH	P2	C2	2444667	0	0	FA
TCDCA	TCDCA-Lgasseri-BSH	TCDCA	Lgasseri-BSH	P2	C3	419935	0	0	FA
TCDCA	TUDCA-Lgasseri-BSH	TUDCA	Lgasseri-BSH	P2	C4	0	0	NA	FA
TCDCA	TCA-Lgasseri-BSH	TCA	Lgasseri-BSH	P2	C5	0	0	NA	FA
TCDCA	GLCA-Lgasseri-BSH	GLCA	Lgasseri-BSH	P2	C6	9248	0	0	FA
TCDCA	GDCA-Lgasseri-BSH	GDCA	Lgasseri-BSH	P2	C7	0	0	NA	FA
TCDCA	GCDCA-Lgasseri-BSH	GCDCA	Lgasseri-BSH	P2	C8	0	0	NA	FA
TCDCA	GUDCA-Lgasseri-BSH	GUDCA	Lgasseri-BSH	P2	C9	0	0	NA	FA
TCDCA	GCA-Lgasseri-BSH	GCA	Lgasseri-BSH	P2	C10	0	0	NA	FA
TCDCA	TLCA-LCAG-95-BSH1208	TLCA	LCAG-95-BSH1208	P2	D1	13821	0	0	NA
TCDCA	TDCA-LCAG-95-BSH1208	TDCA	LCAG-95-BSH1208	P2	D2	460756160	0	0	NA
TCDCA	TCDCA-LCAG-95-BSH1208	TCDCA	LCAG-95-BSH1208	P2	D3	104710784	2374	2.26719721373496e-05	NA
TCDCA	TUDCA-LCAG-95-BSH1208	TUDCA	LCAG-95-BSH1208	P2	D4	829303	0	0	NA
TCDCA	TCA-LCAG-95-BSH1208	TCA	LCAG-95-BSH1208	P2	D5	579148	0	0	NA
TCDCA	GLCA-LCAG-95-BSH1208	GLCA	LCAG-95-BSH1208	P2	D6	41651	64173	1.54069432440219	NA
TCDCA	GDCA-LCAG-95-BSH1208	GDCA	LCAG-95-BSH1208	P2	D7	0	0	NA	NA
TCDCA	GCDCA-LCAG-95-BSH1208	GCDCA	LCAG-95-BSH1208	P2	D8	0	0	NA	NA
TCDCA	GUDCA-LCAG-95-BSH1208	GUDCA	LCAG-95-BSH1208	P2	D9	0	0	NA	NA
TCDCA	GCA-LCAG-95-BSH1208	GCA	LCAG-95-BSH1208	P2	D10	0	1143	1143	NA
TCDCA	TLCA-Ep-BSH101	TLCA	Ep-BSH101	P2	E1	119901	0	0	NA
TCDCA	TDCA-Ep-BSH101	TDCA	Ep-BSH101	P2	E2	144036784	0	0	NA
TCDCA	TCDCA-Ep-BSH101	TCDCA	Ep-BSH101	P2	E3	93236944	125399240	1.34495226114498	NA
TCDCA	TUDCA-Ep-BSH101	TUDCA	Ep-BSH101	P2	E4	544242	686748	1.26184075863171	NA
TCDCA	TCA-Ep-BSH101	TCA	Ep-BSH101	P2	E5	442697	124981	0.282316613131299	NA
TCDCA	GLCA-Ep-BSH101	GLCA	Ep-BSH101	P2	E6	18479	0	0	NA
TCDCA	GDCA-Ep-BSH101	GDCA	Ep-BSH101	P2	E7	0	0	NA	NA
TCDCA	GCDCA-Ep-BSH101	GCDCA	Ep-BSH101	P2	E8	0	0	NA	NA
TCDCA	GUDCA-Ep-BSH101	GUDCA	Ep-BSH101	P2	E9	0	0	NA	NA
TCDCA	GCA-Ep-BSH101	GCA	Ep-BSH101	P2	E10	0	0	NA	NA
TCDCA	TLCA-AZ-52	TLCA	AZ-52	P2	F1	55344	0	0	NA
TCDCA	TDCA-AZ-52	TDCA	AZ-52	P2	F2	50344864	0	0	NA
TCDCA	TCDCA-AZ-52	TCDCA	AZ-52	P2	F3	3412219	261548	0.0766503918270217	NA
TCDCA	TUDCA-AZ-52	TUDCA	AZ-52	P2	F4	2895	0	0	NA
TCDCA	TCA-AZ-52	TCA	AZ-52	P2	F5	73877	0	0	NA
TCDCA	GLCA-AZ-52	GLCA	AZ-52	P2	F6	45189	0	0	NA
TCDCA	GDCA-AZ-52	GDCA	AZ-52	P2	F7	0	0	NA	NA
TCDCA	GCDCA-AZ-52	GCDCA	AZ-52	P2	F8	0	0	NA	NA
TCDCA	GUDCA-AZ-52	GUDCA	AZ-52	P2	F9	0	0	NA	NA
TCDCA	GCA-AZ-52	GCA	AZ-52	P2	F10	0	0	NA	NA
TCDCA	TLCA-EcAZ-1-cat	TLCA	EcAZ-1-cat	P2	G1	41269	0	0	NA
TCDCA	TDCA-EcAZ-1-cat	TDCA	EcAZ-1-cat	P2	G2	83329864	0	0	NA
TCDCA	TCDCA-EcAZ-1-cat	TCDCA	EcAZ-1-cat	P2	G3	69038840	151885360	2.19999869348908	NA
TCDCA	TUDCA-EcAZ-1-cat	TUDCA	EcAZ-1-cat	P2	G4	501083	748611	1.49398304475896	NA
TCDCA	TCA-EcAZ-1-cat	TCA	EcAZ-1-cat	P2	G5	44152	124568	2.82128054718819	NA
TCDCA	GLCA-EcAZ-1-cat	GLCA	EcAZ-1-cat	P2	G6	14278	0	0	NA
TCDCA	GDCA-EcAZ-1-cat	GDCA	EcAZ-1-cat	P2	G7	1392	0	0	NA
TCDCA	GCDCA-EcAZ-1-cat	GCDCA	EcAZ-1-cat	P2	G8	0	0	NA	NA
TCDCA	GUDCA-EcAZ-1-cat	GUDCA	EcAZ-1-cat	P2	G9	0	0	NA	NA
TCDCA	GCA-EcAZ-1-cat	GCA	EcAZ-1-cat	P2	G10	0	0	NA	NA
TCDCA	TLCA-ctrl	TLCA	ctrl	P2	H1	30023	0	0	NA
TCDCA	TDCA-ctrl	TDCA	ctrl	P2	H2	170717120	0	0	NA
TCDCA	TCDCA-ctrl	TCDCA	ctrl	P2	H3	229686560	85584560	0.372614573649348	NA
TCDCA	TUDCA-ctrl	TUDCA	ctrl	P2	H4	1049484	1147338	1.09323906487468	NA
TCDCA	TCA-ctrl	TCA	ctrl	P2	H5	447994	173618	0.387544503844909	NA
TCDCA	GLCA-ctrl	GLCA	ctrl	P2	H6	35006	0	0	NA
TCDCA	GDCA-ctrl	GDCA	ctrl	P2	H7	0	0	NA	NA
TCDCA	GCDCA-ctrl	GCDCA	ctrl	P2	H8	0	0	NA	NA
TCDCA	GUDCA-ctrl	GUDCA	ctrl	P2	H9	0	0	NA	NA
TCDCA	GCA-ctrl	GCA	ctrl	P2	H10	0	0	NA	NA
TCDCA	TLCA-Dny-BSH1	TLCA	Dny-BSH1	P3	A1	0	0	NA	FT
TCDCA	TDCA-Dny-BSH1	TDCA	Dny-BSH1	P3	A2	1379791	38487	0.0278933346475411	FT
TCDCA	TCDCA-Dny-BSH1	TCDCA	Dny-BSH1	P3	A3	130084032	0	0	FT
TCDCA	TUDCA-Dny-BSH1	TUDCA	Dny-BSH1	P3	A4	356028	0	0	FT
TCDCA	TCA-Dny-BSH1	TCA	Dny-BSH1	P3	A5	112188	0	0	FT
TCDCA	GLCA-Dny-BSH1	GLCA	Dny-BSH1	P3	A6	0	0	NA	FT
TCDCA	GDCA-Dny-BSH1	GDCA	Dny-BSH1	P3	A7	0	0	NA	FT
TCDCA	GCDCA-Dny-BSH1	GCDCA	Dny-BSH1	P3	A8	0	0	NA	FT
TCDCA	GUDCA-Dny-BSH1	GUDCA	Dny-BSH1	P3	A9	1495	0	0	FT
TCDCA	GCA-Dny-BSH1	GCA	Dny-BSH1	P3	A10	0	0	NA	FT
TCDCA	TLCA-Dny-BSH2	TLCA	Dny-BSH2	P3	B1	0	39695	39695	FT
TCDCA	TDCA-Dny-BSH2	TDCA	Dny-BSH2	P3	B2	24797384	305632000	12.3251705774621	FT
TCDCA	TCDCA-Dny-BSH2	TCDCA	Dny-BSH2	P3	B3	103495224	24562158	0.237326485352344	FT
TCDCA	TUDCA-Dny-BSH2	TUDCA	Dny-BSH2	P3	B4	565666	139414	0.246459489416918	FT
TCDCA	TCA-Dny-BSH2	TCA	Dny-BSH2	P3	B5	122785	77854	0.634062515270471	FT
TCDCA	GLCA-Dny-BSH2	GLCA	Dny-BSH2	P3	B6	0	3325	3325	FT
TCDCA	GDCA-Dny-BSH2	GDCA	Dny-BSH2	P3	B7	0	0	NA	FT
TCDCA	GCDCA-Dny-BSH2	GCDCA	Dny-BSH2	P3	B8	0	0	NA	FT
TCDCA	GUDCA-Dny-BSH2	GUDCA	Dny-BSH2	P3	B9	0	0	NA	FT
TCDCA	GCA-Dny-BSH2	GCA	Dny-BSH2	P3	B10	0	0	NA	FT
TCDCA	TLCA-Lgasseri-BSH	TLCA	Lgasseri-BSH	P3	C1	0	0	NA	FA
TCDCA	TDCA-Lgasseri-BSH	TDCA	Lgasseri-BSH	P3	C2	2711221	34749	0.0128167298730978	FA
TCDCA	TCDCA-Lgasseri-BSH	TCDCA	Lgasseri-BSH	P3	C3	8798884	0	0	FA
TCDCA	TUDCA-Lgasseri-BSH	TUDCA	Lgasseri-BSH	P3	C4	141239	0	0	FA
TCDCA	TCA-Lgasseri-BSH	TCA	Lgasseri-BSH	P3	C5	43887	0	0	FA
TCDCA	GLCA-Lgasseri-BSH	GLCA	Lgasseri-BSH	P3	C6	0	0	NA	FA
TCDCA	GDCA-Lgasseri-BSH	GDCA	Lgasseri-BSH	P3	C7	0	0	NA	FA
TCDCA	GCDCA-Lgasseri-BSH	GCDCA	Lgasseri-BSH	P3	C8	0	0	NA	FA
TCDCA	GUDCA-Lgasseri-BSH	GUDCA	Lgasseri-BSH	P3	C9	0	0	NA	FA
TCDCA	GCA-Lgasseri-BSH	GCA	Lgasseri-BSH	P3	C10	0	0	NA	FA
TCDCA	TLCA-LCAG-95-BSH1208	TLCA	LCAG-95-BSH1208	P3	D1	13517	0	0	NA
TCDCA	TDCA-LCAG-95-BSH1208	TDCA	LCAG-95-BSH1208	P3	D2	75636648	8562191	0.113201617379956	NA
TCDCA	TCDCA-LCAG-95-BSH1208	TCDCA	LCAG-95-BSH1208	P3	D3	79991016	1131	1.41390876428037e-05	NA
TCDCA	TUDCA-LCAG-95-BSH1208	TUDCA	LCAG-95-BSH1208	P3	D4	717865	0	0	NA
TCDCA	TCA-LCAG-95-BSH1208	TCA	LCAG-95-BSH1208	P3	D5	118371	3528	0.0298043456222755	NA
TCDCA	GLCA-LCAG-95-BSH1208	GLCA	LCAG-95-BSH1208	P3	D6	4555	0	0	NA
TCDCA	GDCA-LCAG-95-BSH1208	GDCA	LCAG-95-BSH1208	P3	D7	0	0	NA	NA
TCDCA	GCDCA-LCAG-95-BSH1208	GCDCA	LCAG-95-BSH1208	P3	D8	0	0	NA	NA
TCDCA	GUDCA-LCAG-95-BSH1208	GUDCA	LCAG-95-BSH1208	P3	D9	0	0	NA	NA
TCDCA	GCA-LCAG-95-BSH1208	GCA	LCAG-95-BSH1208	P3	D10	0	0	NA	NA
TCDCA	TLCA-Ep-BSH101	TLCA	Ep-BSH101	P3	E1	37214	5557	0.149321510143759	NA
TCDCA	TDCA-Ep-BSH101	TDCA	Ep-BSH101	P3	E2	129755168	112326952	0.865683832603231	NA
TCDCA	TCDCA-Ep-BSH101	TCDCA	Ep-BSH101	P3	E3	93804880	50364344	0.536905366363612	NA
TCDCA	TUDCA-Ep-BSH101	TUDCA	Ep-BSH101	P3	E4	579211	483921	0.835481654385614	NA
TCDCA	TCA-Ep-BSH101	TCA	Ep-BSH101	P3	E5	282579	21538	0.0762191237879539	NA
TCDCA	GLCA-Ep-BSH101	GLCA	Ep-BSH101	P3	E6	1115	0	0	NA
TCDCA	GDCA-Ep-BSH101	GDCA	Ep-BSH101	P3	E7	0	0	NA	NA
TCDCA	GCDCA-Ep-BSH101	GCDCA	Ep-BSH101	P3	E8	0	0	NA	NA
TCDCA	GUDCA-Ep-BSH101	GUDCA	Ep-BSH101	P3	E9	0	0	NA	NA
TCDCA	GCA-Ep-BSH101	GCA	Ep-BSH101	P3	E10	0	0	NA	NA
TCDCA	TLCA-AZ-52	TLCA	AZ-52	P3	F1	10691	0	0	NA
TCDCA	TDCA-AZ-52	TDCA	AZ-52	P3	F2	16264733	0	0	NA
TCDCA	TCDCA-AZ-52	TCDCA	AZ-52	P3	F3	18315468	0	0	NA
TCDCA	TUDCA-AZ-52	TUDCA	AZ-52	P3	F4	488134	944	0.00193389123910394	NA
TCDCA	TCA-AZ-52	TCA	AZ-52	P3	F5	67261	0	0	NA
TCDCA	GLCA-AZ-52	GLCA	AZ-52	P3	F6	1828	0	0	NA
TCDCA	GDCA-AZ-52	GDCA	AZ-52	P3	F7	0	0	NA	NA
TCDCA	GCDCA-AZ-52	GCDCA	AZ-52	P3	F8	0	0	NA	NA
TCDCA	GUDCA-AZ-52	GUDCA	AZ-52	P3	F9	0	0	NA	NA
TCDCA	GCA-AZ-52	GCA	AZ-52	P3	F10	0	0	NA	NA
TCDCA	TLCA-EcAZ-1-cat	TLCA	EcAZ-1-cat	P3	G1	7259	0	0	NA
TCDCA	TDCA-EcAZ-1-cat	TDCA	EcAZ-1-cat	P3	G2	187436544	18133364	0.0967440154213257	NA
TCDCA	TCDCA-EcAZ-1-cat	TCDCA	EcAZ-1-cat	P3	G3	121804016	79908640	0.656042731332908	NA
TCDCA	TUDCA-EcAZ-1-cat	TUDCA	EcAZ-1-cat	P3	G4	956719	503714	0.526500961618865	NA
TCDCA	TCA-EcAZ-1-cat	TCA	EcAZ-1-cat	P3	G5	235617	62767	0.266393059952975	NA
TCDCA	GLCA-EcAZ-1-cat	GLCA	EcAZ-1-cat	P3	G6	1566	0	0	NA
TCDCA	GDCA-EcAZ-1-cat	GDCA	EcAZ-1-cat	P3	G7	0	0	NA	NA
TCDCA	GCDCA-EcAZ-1-cat	GCDCA	EcAZ-1-cat	P3	G8	0	0	NA	NA
TCDCA	GUDCA-EcAZ-1-cat	GUDCA	EcAZ-1-cat	P3	G9	0	0	NA	NA
TCDCA	GCA-EcAZ-1-cat	GCA	EcAZ-1-cat	P3	G10	0	0	NA	NA
TCDCA	TLCA-ctrl	TLCA	ctrl	P3	H1	26361	0	0	NA
TCDCA	TDCA-ctrl	TDCA	ctrl	P3	H2	312075456	6857562	0.0219740509744731	NA
TCDCA	TCDCA-ctrl	TCDCA	ctrl	P3	H3	152552896	69276800	0.454116580952245	NA
TCDCA	TUDCA-ctrl	TUDCA	ctrl	P3	H4	872320	1095801	1.25619009515992	NA
TCDCA	TCA-ctrl	TCA	ctrl	P3	H5	328718	143582	0.436792518838278	NA
TCDCA	GLCA-ctrl	GLCA	ctrl	P3	H6	13078	0	0	NA
TCDCA	GDCA-ctrl	GDCA	ctrl	P3	H7	0	0	NA	NA
TCDCA	GCDCA-ctrl	GCDCA	ctrl	P3	H8	769	0	0	NA
TCDCA	GUDCA-ctrl	GUDCA	ctrl	P3	H9	0	0	NA	NA
TCDCA	GCA-ctrl	GCA	ctrl	P3	H10	0	0	NA	NA
TDCA	TLCA-Dny-BSH1	TLCA	Dny-BSH1	P2	A1	263436	0	0	FT
TDCA	TDCA-Dny-BSH1	TDCA	Dny-BSH1	P2	A2	303327744	195680	0.000645110786024536	FT
TDCA	TCDCA-Dny-BSH1	TCDCA	Dny-BSH1	P2	A3	1750347	0	0	FT
TDCA	TUDCA-Dny-BSH1	TUDCA	Dny-BSH1	P2	A4	5705	1797	0.314931650893796	FT
TDCA	TCA-Dny-BSH1	TCA	Dny-BSH1	P2	A5	540815	0	0	FT
TDCA	GLCA-Dny-BSH1	GLCA	Dny-BSH1	P2	A6	59694	0	0	FT
TDCA	GDCA-Dny-BSH1	GDCA	Dny-BSH1	P2	A7	28979	34922	1.20503795721187	FT
TDCA	GCDCA-Dny-BSH1	GCDCA	Dny-BSH1	P2	A8	0	0	NA	FT
TDCA	GUDCA-Dny-BSH1	GUDCA	Dny-BSH1	P2	A9	0	0	NA	FT
TDCA	GCA-Dny-BSH1	GCA	Dny-BSH1	P2	A10	0	0	NA	FT
TDCA	TLCA-Dny-BSH2	TLCA	Dny-BSH2	P2	B1	354089	257179	0.726309695275212	FT
TDCA	TDCA-Dny-BSH2	TDCA	Dny-BSH2	P2	B2	489755456	697130240	1.42342516052863	FT
TDCA	TCDCA-Dny-BSH2	TCDCA	Dny-BSH2	P2	B3	1667443	1278260	0.766598458478965	FT
TDCA	TUDCA-Dny-BSH2	TUDCA	Dny-BSH2	P2	B4	14502	26355	1.81721023236572	FT
TDCA	TCA-Dny-BSH2	TCA	Dny-BSH2	P2	B5	1452816	1502304	1.03406278973883	FT
TDCA	GLCA-Dny-BSH2	GLCA	Dny-BSH2	P2	B6	71642	75250	1.05034685873009	FT
TDCA	GDCA-Dny-BSH2	GDCA	Dny-BSH2	P2	B7	0	3901	3901	FT
TDCA	GCDCA-Dny-BSH2	GCDCA	Dny-BSH2	P2	B8	0	0	NA	FT
TDCA	GUDCA-Dny-BSH2	GUDCA	Dny-BSH2	P2	B9	0	0	NA	FT
TDCA	GCA-Dny-BSH2	GCA	Dny-BSH2	P2	B10	1078	1277	1.18350324374421	FT
TDCA	TLCA-Lgasseri-BSH	TLCA	Lgasseri-BSH	P2	C1	5399	0	0	FA
TDCA	TDCA-Lgasseri-BSH	TDCA	Lgasseri-BSH	P2	C2	5347777	114500	0.0214107616284745	FA
TDCA	TCDCA-Lgasseri-BSH	TCDCA	Lgasseri-BSH	P2	C3	1613	0	0	FA
TDCA	TUDCA-Lgasseri-BSH	TUDCA	Lgasseri-BSH	P2	C4	0	0	NA	FA
TDCA	TCA-Lgasseri-BSH	TCA	Lgasseri-BSH	P2	C5	0	0	NA	FA
TDCA	GLCA-Lgasseri-BSH	GLCA	Lgasseri-BSH	P2	C6	11285	0	0	FA
TDCA	GDCA-Lgasseri-BSH	GDCA	Lgasseri-BSH	P2	C7	0	0	NA	FA
TDCA	GCDCA-Lgasseri-BSH	GCDCA	Lgasseri-BSH	P2	C8	0	0	NA	FA
TDCA	GUDCA-Lgasseri-BSH	GUDCA	Lgasseri-BSH	P2	C9	999	0	0	FA
TDCA	GCA-Lgasseri-BSH	GCA	Lgasseri-BSH	P2	C10	0	0	NA	FA
TDCA	TLCA-LCAG-95-BSH1208	TLCA	LCAG-95-BSH1208	P2	D1	27912	250850	8.98685200444237	NA
TDCA	TDCA-LCAG-95-BSH1208	TDCA	LCAG-95-BSH1208	P2	D2	605979840	95518800	0.157627025747875	NA
TDCA	TCDCA-LCAG-95-BSH1208	TCDCA	LCAG-95-BSH1208	P2	D3	1300836	0	0	NA
TDCA	TUDCA-LCAG-95-BSH1208	TUDCA	LCAG-95-BSH1208	P2	D4	21569	0	0	NA
TDCA	TCA-LCAG-95-BSH1208	TCA	LCAG-95-BSH1208	P2	D5	1435923	118336	0.0824110468242052	NA
TDCA	GLCA-LCAG-95-BSH1208	GLCA	LCAG-95-BSH1208	P2	D6	68776	105173	1.52918853686552	NA
TDCA	GDCA-LCAG-95-BSH1208	GDCA	LCAG-95-BSH1208	P2	D7	0	19895	19895	NA
TDCA	GCDCA-LCAG-95-BSH1208	GCDCA	LCAG-95-BSH1208	P2	D8	0	0	NA	NA
TDCA	GUDCA-LCAG-95-BSH1208	GUDCA	LCAG-95-BSH1208	P2	D9	0	0	NA	NA
TDCA	GCA-LCAG-95-BSH1208	GCA	LCAG-95-BSH1208	P2	D10	0	0	NA	NA
TDCA	TLCA-Ep-BSH101	TLCA	Ep-BSH101	P2	E1	234846	286261	1.21892551320647	NA
TDCA	TDCA-Ep-BSH101	TDCA	Ep-BSH101	P2	E2	251442768	820256384	3.26219913685408	NA
TDCA	TCDCA-Ep-BSH101	TCDCA	Ep-BSH101	P2	E3	1151419	1649601	1.43266662034705	NA
TDCA	TUDCA-Ep-BSH101	TUDCA	Ep-BSH101	P2	E4	1704	350495	205.568914956012	NA
TDCA	TCA-Ep-BSH101	TCA	Ep-BSH101	P2	E5	995679	1626924	1.63398280572071	NA
TDCA	GLCA-Ep-BSH101	GLCA	Ep-BSH101	P2	E6	59996	91867	1.53119322632798	NA
TDCA	GDCA-Ep-BSH101	GDCA	Ep-BSH101	P2	E7	0	3204	3204	NA
TDCA	GCDCA-Ep-BSH101	GCDCA	Ep-BSH101	P2	E8	0	0	NA	NA
TDCA	GUDCA-Ep-BSH101	GUDCA	Ep-BSH101	P2	E9	0	1584	1584	NA
TDCA	GCA-Ep-BSH101	GCA	Ep-BSH101	P2	E10	0	7318	7318	NA
TDCA	TLCA-AZ-52	TLCA	AZ-52	P2	F1	194822	0	0	NA
TDCA	TDCA-AZ-52	TDCA	AZ-52	P2	F2	139396384	318498	0.00228483687005226	NA
TDCA	TCDCA-AZ-52	TCDCA	AZ-52	P2	F3	65192	9306	0.142745386774654	NA
TDCA	TUDCA-AZ-52	TUDCA	AZ-52	P2	F4	1216	0	0	NA
TDCA	TCA-AZ-52	TCA	AZ-52	P2	F5	343230	0	0	NA
TDCA	GLCA-AZ-52	GLCA	AZ-52	P2	F6	107380	0	0	NA
TDCA	GDCA-AZ-52	GDCA	AZ-52	P2	F7	0	0	NA	NA
TDCA	GCDCA-AZ-52	GCDCA	AZ-52	P2	F8	1149	0	0	NA
TDCA	GUDCA-AZ-52	GUDCA	AZ-52	P2	F9	0	0	NA	NA
TDCA	GCA-AZ-52	GCA	AZ-52	P2	F10	0	0	NA	NA
TDCA	TLCA-EcAZ-1-cat	TLCA	EcAZ-1-cat	P2	G1	277836	271779	0.978195848645069	NA
TDCA	TDCA-EcAZ-1-cat	TDCA	EcAZ-1-cat	P2	G2	313631424	745261760	2.37623433302323	NA
TDCA	TCDCA-EcAZ-1-cat	TCDCA	EcAZ-1-cat	P2	G3	1254507	1114270	0.888212749540059	NA
TDCA	TUDCA-EcAZ-1-cat	TUDCA	EcAZ-1-cat	P2	G4	7967	36359	4.56312751004016	NA
TDCA	TCA-EcAZ-1-cat	TCA	EcAZ-1-cat	P2	G5	676720	1738400	2.56885777151884	NA
TDCA	GLCA-EcAZ-1-cat	GLCA	EcAZ-1-cat	P2	G6	123449	70842	0.573851761846902	NA
TDCA	GDCA-EcAZ-1-cat	GDCA	EcAZ-1-cat	P2	G7	1392	2121	1.52261306532663	NA
TDCA	GCDCA-EcAZ-1-cat	GCDCA	EcAZ-1-cat	P2	G8	1550	0	0	NA
TDCA	GUDCA-EcAZ-1-cat	GUDCA	EcAZ-1-cat	P2	G9	0	0	NA	NA
TDCA	GCA-EcAZ-1-cat	GCA	EcAZ-1-cat	P2	G10	0	1269	1269	NA
TDCA	TLCA-ctrl	TLCA	ctrl	P2	H1	550208	267573	0.486311565241572	NA
TDCA	TDCA-ctrl	TDCA	ctrl	P2	H2	483166624	762652864	1.57844690535072	NA
TDCA	TCDCA-ctrl	TCDCA	ctrl	P2	H3	4228486	625381	0.147897108351048	NA
TDCA	TUDCA-ctrl	TUDCA	ctrl	P2	H4	18702	54687	2.92396941667112	NA
TDCA	TCA-ctrl	TCA	ctrl	P2	H5	1472385	1393840	0.946653934498155	NA
TDCA	GLCA-ctrl	GLCA	ctrl	P2	H6	72754	71167	0.978173321421208	NA
TDCA	GDCA-ctrl	GDCA	ctrl	P2	H7	0	20716	20716	NA
TDCA	GCDCA-ctrl	GCDCA	ctrl	P2	H8	0	0	NA	NA
TDCA	GUDCA-ctrl	GUDCA	ctrl	P2	H9	0	630	630	NA
TDCA	GCA-ctrl	GCA	ctrl	P2	H10	0	1116	1116	NA
TDCA	TLCA-Dny-BSH1	TLCA	Dny-BSH1	P3	A1	269127	0	0	FT
TDCA	TDCA-Dny-BSH1	TDCA	Dny-BSH1	P3	A2	417205152	53732	0.000128790355568787	FT
TDCA	TCDCA-Dny-BSH1	TCDCA	Dny-BSH1	P3	A3	8370661	0	0	FT
TDCA	TUDCA-Dny-BSH1	TUDCA	Dny-BSH1	P3	A4	20400	735	0.036027645703642	FT
TDCA	TCA-Dny-BSH1	TCA	Dny-BSH1	P3	A5	1027418	0	0	FT
TDCA	GLCA-Dny-BSH1	GLCA	Dny-BSH1	P3	A6	52633	0	0	FT
TDCA	GDCA-Dny-BSH1	GDCA	Dny-BSH1	P3	A7	35540	3894	0.109563602599814	FT
TDCA	GCDCA-Dny-BSH1	GCDCA	Dny-BSH1	P3	A8	0	0	NA	FT
TDCA	GUDCA-Dny-BSH1	GUDCA	Dny-BSH1	P3	A9	0	0	NA	FT
TDCA	GCA-Dny-BSH1	GCA	Dny-BSH1	P3	A10	0	0	NA	FT
TDCA	TLCA-Dny-BSH2	TLCA	Dny-BSH2	P3	B1	512994	86159	0.167952904024406	FT
TDCA	TDCA-Dny-BSH2	TDCA	Dny-BSH2	P3	B2	517854560	113784288	0.219722479184653	FT
TDCA	TCDCA-Dny-BSH2	TCDCA	Dny-BSH2	P3	B3	3085813	165897	0.0537611793841106	FT
TDCA	TUDCA-Dny-BSH2	TUDCA	Dny-BSH2	P3	B4	10789	0	0	FT
TDCA	TCA-Dny-BSH2	TCA	Dny-BSH2	P3	B5	1123536	495005	0.440577390864742	FT
TDCA	GLCA-Dny-BSH2	GLCA	Dny-BSH2	P3	B6	95848	9488	0.0989890348360442	FT
TDCA	GDCA-Dny-BSH2	GDCA	Dny-BSH2	P3	B7	2912	0	0	FT
TDCA	GCDCA-Dny-BSH2	GCDCA	Dny-BSH2	P3	B8	0	0	NA	FT
TDCA	GUDCA-Dny-BSH2	GUDCA	Dny-BSH2	P3	B9	0	0	NA	FT
TDCA	GCA-Dny-BSH2	GCA	Dny-BSH2	P3	B10	0	0	NA	FT
TDCA	TLCA-Lgasseri-BSH	TLCA	Lgasseri-BSH	P3	C1	15705	0	0	FA
TDCA	TDCA-Lgasseri-BSH	TDCA	Lgasseri-BSH	P3	C2	57142356	154858	0.00271003871961389	FA
TDCA	TCDCA-Lgasseri-BSH	TCDCA	Lgasseri-BSH	P3	C3	1762291	0	0	FA
TDCA	TUDCA-Lgasseri-BSH	TUDCA	Lgasseri-BSH	P3	C4	0	0	NA	FA
TDCA	TCA-Lgasseri-BSH	TCA	Lgasseri-BSH	P3	C5	608264	0	0	FA
TDCA	GLCA-Lgasseri-BSH	GLCA	Lgasseri-BSH	P3	C6	50166	0	0	FA
TDCA	GDCA-Lgasseri-BSH	GDCA	Lgasseri-BSH	P3	C7	0	0	NA	FA
TDCA	GCDCA-Lgasseri-BSH	GCDCA	Lgasseri-BSH	P3	C8	0	0	NA	FA
TDCA	GUDCA-Lgasseri-BSH	GUDCA	Lgasseri-BSH	P3	C9	0	0	NA	FA
TDCA	GCA-Lgasseri-BSH	GCA	Lgasseri-BSH	P3	C10	0	0	NA	FA
TDCA	TLCA-LCAG-95-BSH1208	TLCA	LCAG-95-BSH1208	P3	D1	231455	54940	0.237366929351583	NA
TDCA	TDCA-LCAG-95-BSH1208	TDCA	LCAG-95-BSH1208	P3	D2	543442368	51291976	0.0943834690224531	NA
TDCA	TCDCA-LCAG-95-BSH1208	TCDCA	LCAG-95-BSH1208	P3	D3	1699229	0	0	NA
TDCA	TUDCA-LCAG-95-BSH1208	TUDCA	LCAG-95-BSH1208	P3	D4	16235	0	0	NA
TDCA	TCA-LCAG-95-BSH1208	TCA	LCAG-95-BSH1208	P3	D5	1195312	88589	0.0741136422008294	NA
TDCA	GLCA-LCAG-95-BSH1208	GLCA	LCAG-95-BSH1208	P3	D6	88429	0	0	NA
TDCA	GDCA-LCAG-95-BSH1208	GDCA	LCAG-95-BSH1208	P3	D7	4524	2256	0.498563535911602	NA
