CycID	BH.Q	ADJ.P	PER	LAG	AMP
PF13561.9	1	1	20	10	79.9599883699654
PF08240.15	1	0.995356156885831	20	6	35.6265145099124
PF00107.29	1	1	20	4	29.3896559231518
PF12698.10	1	0.210776801586019	20	6	65.8266915809993
PF01264.24	1	0.132795407746432	24	6	8.24062242794802
PF03703.17	1	1	20	10	4.79170910271064
PF07905.14	0.63996102035597	0.0359403160302583	20	6	2.21536554545745
PF17853.4	1	1	20	4	43.6069216423838
PF13556.9	1	1	20	4	28.1196921441407
PF13649.9	1	1	20	4	46.3195600317107
PF00092.31	0.63996102035597	0.0359403160302583	24	6	23.6265588797861
PF00144.27	1	0.397664466748238	20	6	49.6632912232466
PF07732.18	1	0.839458824074502	20	6	1.41845620306021
PF00394.25	1	1	20	4	0.649477578519844
PF07731.17	1	0.703461686116754	20	6	1.42623437765327
PF00795.25	1	0.585634848170037	24	6	28.0282985926724
PF00672.28	1	0.703461686116754	24	6	246.109222298759
PF01966.25	1	1	20	16	75.506276308662
PF00587.28	1	1	20	4	81.2932382058926
PF04073.18	1	0.132795407746432	20	6	31.4514025203964
PF03129.23	1	1	20	4	58.053113182025
PF01648.23	1	1	20	10	10.9180822549109
PF01134.25	1	0.324227026547799	20	6	18.973442706188
PF03738.17	0.911043934782438	0.092507438552344	20	8	0.670337228564847
PF00005.30	1	1	20	4	1737.61167717589
PF12848.10	0.687238686941717	0.0475563526692728	24	6	64.6592582852603
PF16326.8	0.484570439042424	0.0145769136180113	24	6	12.1792071991571
PF01513.24	1	0.585634848170037	20	8	7.87858375598051
PF20143.2	1	0.26241230001616	20	8	11.3216634502731
PF12419.11	1	1	20	8	0.969620173702053
PF00176.26	1	0.16798087375976	20	6	110.382550523735
PF00271.34	0.63996102035597	0.0359403160302583	20	6	239.841074236931
PF10646.12	1	1	24	0	9.25956329963784
PF00977.24	1	1	20	10	15.192189193793
PF01205.22	1	0.839458824074502	20	6	8.26395695172718
PF09186.14	1	0.26241230001616	20	6	8.4207578804553
PF03806.16	0.829536621392822	0.0809096293966304	24	6	1.30531911807037
PF01471.21	1	0.210776801586019	20	6	26.8979884029457
PF07486.15	1	1	20	4	32.8242503360701
PF02463.22	1	0.132795407746432	24	6	40.0901260661525
PF13673.10	0.63996102035597	0.0359403160302583	24	4	137.295388169086
PF07670.17	1	0.16798087375976	24	6	96.3058222772642
PF00015.24	1	1	20	16	104.68821961484
PF03807.20	1	1	20	10	11.6418060454553
PF14748.9	1	1	20	10	9.80969237540097
PF11023.11	1	1	0	0	0
PF08455.13	0.829536621392822	0.0809096293966304	24	4	5.52179685428575
PF02746.19	1	0.397664466748238	20	6	4.20640146458348
PF13378.9	1	0.585634848170037	20	8	6.89729632038888
PF09339.13	0.755912590121465	0.0623201036824986	24	4	3.91030049996161
PF01614.21	0.829536621392822	0.0809096293966304	24	4	2.62902301245158
PF10750.12	1	1	0	0	0
PF01546.31	1	1	20	6	16.3638651302191
PF07687.17	1	0.703461686116754	24	6	17.5829172209847
PF04211.16	1	1	0	0	0
PF13190.9	1	1	24	18	3.01439620819825
