CycID	JTK_pvalue	JTK_BH.Q	JTK_period	JTK_adjphase	JTK_amplitude	LS_pvalue	LS_BH.Q	LS_period	LS_adjphase	LS_amplitude	meta2d_pvalue	meta2d_BH.Q	meta2d_period	meta2d_phase	meta2d_Base	meta2d_AMP	meta2d_rAMP
PF13561.9	1	1	20	11	79.9599883699654	0.999969026879296	1	20	9.52552788538143	428.461287646756	0.999999999520328	1	20	10.2627639426907	328.370562815815	57.3634169770217	0.174691106550855
PF08240.15	0.995356156885831	1	20	7	35.6265145099124	0.999999996558956	1	20	8.40676727023543	195.133360673198	0.999989200614798	1	20	7.70338363511772	128.323625460367	27.5489455739852	0.214683348254479
PF00107.29	1	1	20	5	29.3896559231518	0.999999999996022	1	20	8.83703807287672	192.839969164018	1	1	20	6.91851903643836	118.297020575919	19.6345101678602	0.165976370937081
PF12698.10	0.210776801586019	1	20	7	65.8266915809993	0.358844963975106	1	20	7.3792489457496	203.833522584924	0.270915258560551	1	20	7.1896244728748	122.139458272423	75.6953171352505	0.619744988277395
PF01264.24	0.132795407746432	1	24	7	8.24062242794802	0.599298093746549	1	21.5696202531646	8.42627478722189	40.3666474044119	0.281006592825125	1	22.7848101265823	7.77328205689871	26.284267470508	9.6900694319221	0.36866423775343
PF03703.17	1	1	20	11	4.79170910271064	0.999872562239708	1	20	9.0564994239568	31.7702325360112	0.999999991879464	1	20	10.0282497119784	22.4035088955458	3.78996211345377	0.169168237490123
PF07905.14	0.0359403160302583	0.63996102035597	20	7	2.21536554545745	0.424343227386222	1	20	5.3139895771162	6.78808266473235	0.0790477379540425	1	20	6.1569947885581	3.64939296596513	2.98215754284067	0.817165367131682
PF17853.4	1	1	20	5	43.6069216423838	0.998052658868287	1	20	9.04773317409202	268.249872575031	0.999998102699294	1	20	7.02386658704601	154.769509086746	58.5977818285355	0.378613217644132
PF13556.9	1	1	20	5	28.1196921441407	0.999994137555715	1	20	9.13659696893644	226.691660135923	0.999999999982816	1	20	7.06829848446822	138.179958604288	43.218621629846	0.312770549842275
PF13649.9	1	1	20	5	46.3195600317107	0.999838228385359	1	21.3	9.47022371851687	227.852649733984	0.999999986914267	1	20.65	7.17186314054867	176.094284425838	45.625025685488	0.25909430186363
PF00092.31	0.0359403160302583	0.63996102035597	24	7	23.6265588797861	0.515580868665183	1	22.6595744680851	5.05004909170377	82.7974516335165	0.0924349451566858	1	23.3297872340425	6.00196900874538	50.6774831546816	33.4817925490228	0.66068380797103
PF00144.27	0.397664466748238	1	20	7	49.6632912232466	0.601082594066216	1	20.5301204819277	5.6164766729921	189.014060821958	0.581120499301868	1	20.2650602409638	6.31836728042358	123.96105108937	62.484142386088	0.504062702251855
PF07732.18	0.839458824074502	1	20	7	1.41845620306021	0.698285138967587	1	20	8.64522560918066	4.56704289590317	0.899276233691713	1	20	7.82261280459033	1.58631763941145	1.6190860030145	1.02065687400111
PF00394.25	1	1	20	5	0.649477578519844	0.747926796820279	1	20	8.80517817083028	3.60655169776703	0.965162262859917	1	20	6.90258908541514	1.0426287468086	1.42534755095898	1.36707102630908
PF07731.17	0.703461686116754	1	20	7	1.42623437765327	0.648254214773584	1	20.3341288782816	8.62020918881903	4.10223874562223	0.814096963642743	1	20.1670644391408	7.80392921379335	1.40758655810673	1.48130172939963	1.05236990284424
PF00795.25	0.585634848170037	1	24	7	28.0282985926724	0.783700963036442	1	21.1940298507463	5.47823283582284	167.467729508997	0.816396497257239	1	22.5970149253732	6.21583621890651	116.074433274728	57.7421913519593	0.49745830949089
PF00672.28	0.703461686116754	1	24	7	246.109222298759	0.731366236530803	1	21.6793893129771	6.27717047822966	1189.28624688521	0.856408086674656	1	22.8396946564886	6.63735466161758	893.579148794872	265.094887512783	0.296666375743329
PF01966.25	1	1	20	17	75.506276308662	0.999999999999989	1	20	9.97936693392535	1024.09548233768	1	1	20	13.4896834669627	866.690265219187	91.4327575404634	0.105496463049968
PF00587.28	1	1	20	5	81.2932382058926	0.992680511011155	1	21.0891089108911	7.83731369889212	513.619491466613	0.999973146943388	1	20.5445544554455	6.38554018139106	422.00685471781	93.8517974326538	0.222394011811517
PF04073.18	0.132795407746432	1	20	7	31.4514025203964	0.322175595234275	1	20	8.39761864004614	129.201250183217	0.177619906323934	1	20	7.69880932002307	75.5442010068211	35.1913826819099	0.465838306751465
PF03129.23	1	1	20	5	58.053113182025	0.977240871878162	1	21.5696202531646	6.16403674005755	414.940917219624	0.999739023587502	1	20.7848101265823	5.56798046980591	333.22046914772	72.5527710464584	0.21773203558601
PF01648.23	1	1	20	11	10.9180822549109	0.999807563406863	1	20	11.6968307126244	51.2872801141031	0.999999981482891	1	20	11.3484153563122	40.2233742655332	6.20404058037925	0.154239685100099
PF01134.25	0.324227026547799	1	20	7	18.973442706188	0.51468025642931	1	20	6.26022902190443	71.085814543976	0.465663263042668	1	20	6.63011451095222	48.3400534970107	23.3864610926174	0.483790550502051
PF03738.17	0.092507438552344	0.911043934782438	20	9	0.670337228564847	0.850658474296552	1	20	9.53978296745708	2.40943810882797	0.278744488155407	1	20	9.26989148372854	1.20550576944403	0.745853983870091	0.618706274806196
PF00005.30	1	1	20	5	1737.61167717589	0.999999755537214	1	20	9.584336672371	9814.34660984777	0.99999999999997	1	20	7.2921683361855	7735.39121732118	1600.73384339209	0.206936378318876
PF12848.10	0.0475563526692728	0.687238686941717	24	7	64.6592582852603	0.407786529988	1	21.1940298507463	5.91810664393354	249.306944247124	0.0958559255700406	1	22.5970149253732	6.45033232646975	158.777248465962	97.7909218536683	0.615900091470804
PF16326.8	0.0145769136180113	0.484570439042424	24	7	12.1792071991571	0.313990560283048	1	23.1521739130435	5.86182131881507	41.2492576008312	0.0292320501185502	1	23.5760869565217	6.42275456860306	25.3129047559345	14.5851852746179	0.576195636780821
