CycID	PhaseShift	PhaseShiftHeight	PeakIndex	PeakSPD	Period	p	N	Nindependent	Nyquist	BH.Q
PF08455.13	8.24544465369185	0.356867372293361	48	1.61963024890871	20	0.828794884193305	12	8	0.3	1
PF00176.26	8.33409273247141	0.380669242409977	1	1.79082764321436	24	0.767778636660391	12	8	0.3	1
PF00271.34	6.39210192332849	2.46202474826117	14	3.79463155633735	22.741935483871	0.166385157975888	12	8	0.3	1
PF01565.26	12.9886484349438	0.578249415257593	1	1.85418316469214	24	0.743936367182167	12	8	0.3	1
PF04030.17	20.9999263197062	0	NA	NA	NA	1	12	8	NA	1
PF08447.15	13.5270841716731	0.819268960688683	48	0.713919630509418	20	0.995403130141161	12	8	0.3	1
PF00015.24	20.9999263197062	8.15974292536237	1	2.75995157609219	24	0.407315832567867	12	8	0.3	1
PF08448.13	14.5783523281403	0.55482301125028	48	1.83992862862336	20	0.749345608375093	12	8	0.3	1
PF00512.28	20.9999424673214	5.16399534968779	1	2.60279955259376	24	0.459693127422846	12	8	0.3	1
PF02518.29	14.0543878770035	9.44285054830989	1	1.54536378434204	24	0.853187373889755	12	8	0.3	1
PF01025.22	8.7711795686933	0.771459205191364	1	0.907835247118894	24	0.983949588156613	12	8	0.3	1
PF00012.23	1.00007368029384	6.80961762562469	1	1.42410503626086	24	0.889541722175615	12	8	0.3	1
PF06100.14	8.73555342952387	0.0793156327635377	48	0.923462783837993	20	0.982552892324226	12	8	0.3	1
PF00359.25	1.00007368029384	2.42495264040731	1	2.60461051350523	24	0.459067227605949	12	8	0.3	1
PF02302.20	8.86385026594404	7.59300983367657	48	1.52367481029109	20	0.860023388841437	12	8	0.3	1
PF02378.21	8.412942428989	2.94391787427372	1	2.53895425005036	24	0.482071584581183	12	8	0.3	1
PF04167.16	12.3694921971601	0.123842347258817	1	1.33882288228506	24	0.912153295686229	12	8	0.3	1
PF00521.23	13.0169045048184	0.593511334436317	1	0.720102535751737	24	0.995181030091741	12	8	0.3	1
PF03989.16	12.8540543595863	2.52433630117321	1	1.63848972344406	24	0.822375708885615	12	8	0.3	1
PF01544.21	8.73059581787368	0.180479476855717	48	1.46365237260753	20	0.878199235440452	12	8	0.3	1
PF00471.23	20.9999263197062	2.10023496234544	1	2.54357594170273	24	0.480431671655226	12	8	0.3	1
PF00122.23	8.83587392170564	1.04458106601021	48	1.1877443659481	20	0.945507457780617	12	8	0.3	1
PF00702.29	8.68471527025173	1.07575529175134	43	1.29242064417081	20.3610108303249	0.923335336386281	12	8	0.3	1
PF10543.12	1.00007368029384	0.101704619180807	1	2.7252927452507	24	0.418521049797448	12	8	0.3	1
PF10552.12	20.9999263197062	0	NA	NA	NA	1	12	8	NA	1
PF00692.22	11.082721233011	0.428638675680204	1	0.24745450929764	24	0.999994667259652	12	8	0.3	1
PF06605.14	5.72141522339207	0	1	1.7155605355216	24	0.795312283714019	12	8	0.3	1
PF18013.4	12.7226267946434	0.118496579049338	48	2.91148538962731	20	0.360738501061619	12	8	0.3	1
PF01551.25	20.9999323174478	1.33519315513134	1	1.58748557227764	24	0.839532228072009	12	8	0.3	1
PF01521.23	9.00000206330576	0.151510015930483	48	1.23055432316666	20	0.936958705710895	12	8	0.3	1
PF08282.15	7.2063504122815	1.16659631016073	48	2.32887760637983	20	0.559502610680685	12	8	0.3	1
PF01219.22	9.00000206330744	0.121614751042186	48	1.23055432316666	20	0.936958705710895	12	8	0.3	1
PF00654.23	13.3350168783866	0.145345803344842	6	3.02289526982522	23.5	0.329057063912605	12	8	0.3	1
PF17767.4	8.9407723669272	0.173646832939977	1	0.631315751086807	24	0.997694462497072	12	8	0.3	1
PF04095.19	8.9407723669272	0.173646832939977	1	0.631315751086807	24	0.997694462497072	12	8	0.3	1
PF17956.4	8.9407723669272	0.173646832939977	1	0.631315751086807	24	0.997694462497072	12	8	0.3	1
PF00583.28	12.3817476174995	1.55938645302023	1	1.38434252027758	24	0.900407485082693	12	8	0.3	1
PF00005.30	13.2806557489012	33.4213349658904	1	2.19273454822787	24	0.612006105696419	12	8	0.3	1
PF02687.24	5.03922307898058	8.80001744690939	20	3.49931470237015	22.2047244094488	0.217665201422403	12	8	0.3	1
PF12704.10	12.1752777459638	0.89201852682866	1	0.978100238344656	24	0.977020596406928	12	8	0.3	1
PF08245.15	13.7582562762779	0.684127707644728	1	1.00787538631446	24	0.973562238979507	12	8	0.3	1
PF08353.13	1.00007368029384	0.237857146852394	1	2.6205262196993	24	0.453588073269152	12	8	0.3	1
PF13328.9	1.00007368029384	0.806279676508325	1	1.06411028125092	24	0.966135370954059	12	8	0.3	1
PF04607.20	20.999922721602	1.70264656093536	1	2.28158709159633	24	0.577585672725453	12	8	0.3	1
PF02824.24	1.000067983234	0.833555637238392	1	1.63972727400307	24	0.82195151434842	12	8	0.3	1
PF19296.2	12.5233442471789	0.247318347109906	1	1.40470497599298	24	0.894912094539575	12	8	0.3	1
PF13291.9	1.00007368029384	0.669730933534908	1	1.72921220771226	24	0.790392059426183	12	8	0.3	1
PF13460.9	8.99999389850911	0.174795783479046	48	0.810136717902775	20	0.990971556873369	12	8	0.3	1
PF13520.9	9.17201705235653	0.398938946694895	48	2.27710720498566	20	0.579308313231566	12	8	0.3	1
PF00580.24	1.000073502379	0.53080297013984	1	1.76734353598609	24	0.776471606049318	12	8	0.3	1
PF13361.9	12.3099062829455	0.397958973182999	1	1.00529609002087	24	0.973874579055952	12	8	0.3	1
PF00890.27	12.8763642182996	0.818366542222207	1	3.13082653855836	24	0.300448305967271	12	8	0.3	1
PF00056.26	5.14951269817224	1.27147244578834	1	3.93365687926575	24	0.146259753435882	12	8	0.3	1
PF02866.21	5.14951269817224	1.27147244578834	1	3.93365687926575	24	0.146259753435882	12	8	0.3	1
PF00478.28	1.00007368029384	1.35934801846284	1	2.66955822930231	24	0.436956662985469	12	8	0.3	1
PF00588.22	3.57408984597134	0.526814449717121	1	1.87895453367096	24	0.734482114635314	12	8	0.3	1
PF01288.23	12.9999984105767	0.0710747814826524	48	0.168957228819744	20	0.999999658935116	12	8	0.3	1
PF01227.25	7.93016084963765	0.150724820696018	48	0.910288679657232	20	0.983735603043555	12	8	0.3	1
PF00528.25	20.9999263197062	10.3980523890303	1	2.76778945644912	24	0.404809847830275	12	8	0.3	1
PF01594.19	7.15791577880912	0.308337656588284	48	0.674885534912034	20	0.996633858735973	12	8	0.3	1
PF02776.21	13.6198199039557	0.337336496021743	1	0.0721707684749132	24	0.999999999447578	12	8	0.3	1
PF00205.25	13.1176713204444	0.336147861193649	48	0.12028448932994	20	0.999999972784537	12	8	0.3	1
PF02775.24	1.00007368029384	9.45979032756117	1	3.01547387948257	24	0.331099421834185	12	8	0.3	1
PF07517.17	13.838822706965	0.649527561441019	1	0.44710962998676	24	0.999714573258984	12	8	0.3	1
PF01043.23	14.9097194906883	0.519384240098057	1	0.522398092420495	24	0.999248496418442	12	8	0.3	1
PF07516.16	15.9613821875158	0.552485545941257	1	0.578046279265179	24	0.998620349693568	12	8	0.3	1
PF02810.18	1.00007368029384	1.64618265616876	1	1.31901735490253	24	0.917025407011335	12	8	0.3	1
PF00665.29	8.99275908196686	1.88011078727762	1	0.549136103601388	24	0.998983663347373	12	8	0.3	1
PF13333.9	9.0410036599903	0.827750085318517	1	0.475105918620425	24	0.999581595935526	12	8	0.3	1
PF00872.21	8.47950031511415	1.04060383426593	1	1.0216947739827	24	0.971846988753456	12	8	0.3	1
PF05524.16	12.5421288900803	1.8624872884745	48	0.467577010974667	20	0.999621424103773	12	8	0.3	1
PF00391.26	20.9999263197062	9.23695746588065	1	2.20116063428615	24	0.608721982154863	12	8	0.3	1
PF02896.21	20.9999263197062	9.17215315549375	1	2.20884607973438	24	0.605729630262491	12	8	0.3	1
PF00977.24	12.476203383003	0.616682998585649	48	2.09747135364562	20	0.649311286738693	12	8	0.3	1
PF00180.23	9.32889106538441	0.516004592758742	48	0.340220878282778	20	0.999952158595424	12	8	0.3	1
PF00330.23	12.5116888788019	0.594300622574941	1	1.76702409755463	24	0.776589248771082	12	8	0.3	1
PF01195.22	7.92552920120827	0.102877775696015	1	0.258522445203512	24	0.999992746353899	12	8	0.3	1
