Feature	Intercept_mean	C(condition, Treatment('FA'))[T.FT]_mean	C(condition, Treatment('FA'))[T.NA]_mean	Intercept_std	C(condition, Treatment('FA'))[T.FT]_std	C(condition, Treatment('FA'))[T.NA]_std	Intercept_hdi	C(condition, Treatment('FA'))[T.FT]_hdi	C(condition, Treatment('FA'))[T.NA]_hdi
tr_A0A2V2F3I9_A0A2V2F3I9_9FIRM	-7.266755282500009	0.3703748875350008	-3.6576685797999953	1.2666963318509041	1.8270075839364364	3.2259860726911107	(-9.67899, -5.12511)	(-2.99155, 3.97455)	(-10.0093, 1.69127)
tr_E7GDJ9_E7GDJ9_9FIRM	-5.931104314999994	-0.891096296924002	-4.646635706449998	0.6541992358513046	1.3508564682275113	2.9348366730364273	(-7.25362, -4.85418)	(-3.59601, 1.4256)	(-10.1214, 0.194276)
tr_R0A5H6_R0A5H6_9FIRM	-6.481349022600002	-3.931236415780001	-4.257050988854998	1.0163059637662373	3.2495445499423483	3.050212420242202	(-8.43698, -4.86986)	(-9.91777, 1.48715)	(-9.97159, 0.655835)
tr_A0A414AWR8_A0A414AWR8_9FIRM	-5.786649079999995	-0.17500990103250041	-0.43219122316949954	0.6148729071037793	0.9951490303910021	1.0125940039859322	(-6.98274, -4.67044)	(-1.94269, 1.79917)	(-2.29677, 1.50972)
tr_A0A3E3IBU0_A0A3E3IBU0_9FIRM	-5.594842905000001	-1.206804352435001	-4.9317856572349825	0.7131027839441598	1.5693825780408814	3.179963617463972	(-7.11094, -4.42363)	(-4.509, 1.32371)	(-11.1809, -0.330438)
tr_E7GNR6_E7GNR6_CLOSY	-6.532609634999994	-3.9817934777650015	-4.365656913630006	0.9379017784289654	3.1244858318574864	3.383547812384705	(-8.40565, -5.03618)	(-9.91392, 1.30094)	(-10.8928, 0.976251)
tr_A0A6I4WSU1_A0A6I4WSU1_AERCA	-4.789104566499996	1.2946402692550036	-0.7596962258149993	0.8968722566381967	1.1667755786754892	1.22508783375731	(-6.41846, -3.02708)	(-0.969726, 3.59953)	(-3.12136, 1.46323)
tr_A0A7I8D403_A0A7I8D403_9FIRM	-6.720716230000006	0.07970287156900004	0.5391419575059995	1.2996101784849885	1.7356461675945836	1.5878081972614906	(-9.09582, -4.21175)	(-3.1459, 3.48443)	(-2.40487, 3.62019)
tr_A8RLF4_A8RLF4_ENTBW	-5.764129914999988	-0.2153506720615001	-0.008262276322000054	0.6031366781506026	0.9946663997577251	0.8676365066730585	(-6.87913, -4.67894)	(-2.1729, 1.5352)	(-1.8198, 1.50164)
tr_A0A2V2F486_A0A2V2F486_9FIRM	-4.933267930000013	-0.5025714183655005	-0.8128006819449999	0.41601775913657224	0.7328243504023294	0.7861123483656437	(-5.7493, -4.19426)	(-1.87909, 0.881723)	(-2.27124, 0.675298)
tr_A8RLG2_A8RLG2_ENTBW	-6.371029514999989	-0.5446555854949997	-4.354196066784208	0.8251389761088822	1.4302276209209246	2.9817501683138423	(-8.05553, -4.96188)	(-3.18893, 2.01197)	(-9.85803, 0.63059)
tr_A0A412Z9I5_A0A412Z9I5_9FIRM	-6.371029514999989	-0.5446555854949997	-4.354196066784208	0.8251389761088822	1.4302276209209246	2.9817501683138423	(-8.05553, -4.96188)	(-3.18893, 2.01197)	(-9.85803, 0.63059)
tr_A0A5K1J4Z3_A0A5K1J4Z3_9ACTN	-7.266755282500009	0.3703748875350008	-3.6576685797999953	1.2666963318509041	1.8270075839364364	3.2259860726911107	(-9.67899, -5.12511)	(-2.99155, 3.97455)	(-10.0093, 1.69127)
tr_A0A4U8Q543_A0A4U8Q543_9FIRM	-5.498876654999998	-0.3997673815265	-0.26227227479499987	0.5490546366690308	0.9357261368085541	0.7998449161594974	(-6.53892, -4.5353)	(-2.27202, 1.16002)	(-1.81746, 1.22387)
tr_A0A096B1U0_A0A096B1U0_FLAPL	-7.2823465549999975	0.4140950360339999	-3.702305410194997	1.242866740345755	1.9187866132361688	3.2044685649795737	(-9.66212, -5.15595)	(-3.31069, 3.67198)	(-9.79818, 2.08866)
tr_A0A1E3ADP5_A0A1E3ADP5_9FIRM	-5.5447724649999905	-1.2401474091299993	-4.987300690449988	0.5678779238535991	1.2462262812233602	2.89160597597351	(-6.59974, -4.49711)	(-3.69177, 0.981614)	(-10.5949, -0.438271)
tr_A0A096DGB7_A0A096DGB7_FLAPL	-9.466705280499978	-2.3844128318900037	3.265240084012001	2.4795637428493253	3.9866705358215464	2.5420130318388323	(-14.8149, -5.7916)	(-9.76559, 4.86106)	(-1.34157, 8.12833)
tr_A0A4P6M3P6_A0A4P6M3P6_9FIRM	-5.026096679999998	-0.41532485849600076	-0.7417014636725987	0.4289329635115229	0.7451693264426187	0.7421948629723311	(-5.87658, -4.29937)	(-1.78322, 1.00384)	(-2.09619, 0.693821)
tr_A0A1V4SJB4_A0A1V4SJB4_RUMHU	-5.466220560000001	-1.303594814365001	0.019286362303000033	0.5953088130777892	1.2344359301631496	0.8323207367860267	(-6.6112, -4.46706)	(-3.79749, 0.813029)	(-1.5581, 1.52097)
tr_A0A7X3MIN2_A0A7X3MIN2_9FIRM	-5.534078525000001	-0.39184015873050015	0.11110150502849987	0.5289495729671917	0.933647406377911	0.7344090049110491	(-6.50007, -4.59431)	(-2.06956, 1.30892)	(-1.33583, 1.43859)
tr_S0FQ07_S0FQ07_RUMCE	-4.730984244999998	-2.0073479734499973	-0.10474707680920009	0.39965678940802435	1.2036526967421952	0.5832567601970137	(-5.52494, -3.98592)	(-4.21278, 0.0884058)	(-1.12622, 1.01762)
tr_A0A6I1MM49_A0A6I1MM49_9CLOT	-6.917435623150002	-3.4666252510789985	0.12335883504500003	1.7654459601968024	3.660922669486611	2.092756856969326	(-10.4166, -3.70575)	(-10.5272, 2.80669)	(-3.80189, 3.91291)
tr_A0A414AWQ7_A0A414AWQ7_9FIRM	-6.371029514999989	-0.5446555854949997	-4.354196066784208	0.8251389761088822	1.4302276209209246	2.9817501683138423	(-8.05553, -4.96188)	(-3.18893, 2.01197)	(-9.85803, 0.63059)
tr_C6PU30_C6PU30_9CLOT	-4.592554284999998	-2.1892686013924956	-0.8360792948000025	0.3850435958140179	1.2279370586454572	0.6457055848693494	(-5.30174, -3.85939)	(-4.47727, -0.0407654)	(-2.07237, 0.34265)
tr_A0A4R2LR43_A0A4R2LR43_FLAPL	-7.2823465549999975	0.4140950360339999	-3.702305410194997	1.242866740345755	1.9187866132361688	3.2044685649795737	(-9.66212, -5.15595)	(-3.31069, 3.67198)	(-9.79818, 2.08866)
tr_A0A413WHK1_A0A413WHK1_9FIRM	-6.995480765000016	0.11422750511050019	1.2146546689860007	1.0071721101886544	1.5008215698861724	1.2082685911409983	(-8.8505, -5.2972)	(-2.59093, 2.96888)	(-0.779998, 3.68292)
tr_A0A1Y3XV55_A0A1Y3XV55_9ACTN	-7.2823465549999975	0.4140950360339999	-3.702305410194997	1.242866740345755	1.9187866132361688	3.2044685649795737	(-9.66212, -5.15595)	(-3.31069, 3.67198)	(-9.79818, 2.08866)
tr_A0A6P1TS46_A0A6P1TS46_9FIRM	-5.0537632550000104	-1.7534985366754983	0.22796372373600005	0.46759360114864135	1.292551302417495	0.6272664414425932	(-5.94732, -4.20539)	(-4.22505, 0.5866)	(-0.906768, 1.41173)
tr_A0A315XUC1_A0A315XUC1_RUMFL	-7.080617692999996	-3.464209680615003	0.10234525172500024	1.595342614767367	3.515009911219283	1.943907108832427	(-10.1888, -4.13591)	(-10.3047, 2.45538)	(-3.89444, 3.6386)
tr_A0A6N2ZKU8_A0A6N2ZKU8_9ACTN	-7.266755282500009	0.3703748875350008	-3.6576685797999953	1.2666963318509041	1.8270075839364364	3.2259860726911107	(-9.67899, -5.12511)	(-2.99155, 3.97455)	(-10.0093, 1.69127)
tr_W7UXF9_W7UXF9_RUMFL	-5.869460150000004	-4.533544607750008	-0.4099866327160004	0.6735547392486206	3.0232695773896285	1.0169531985445812	(-7.08157, -4.6963)	(-10.5548, 0.169478)	(-2.23096, 1.5633)
tr_A0A4P8ICW8_A0A4P8ICW8_9FIRM	-5.794656659999981	-0.9963449355785003	-0.4435440287450006	0.609210519035533	1.2860279838807294	0.9701234632836084	(-6.94145, -4.68068)	(-3.49789, 1.30119)	(-2.31531, 1.28614)
tr_A0A1H9GIX4_A0A1H9GIX4_9SPIR	-6.381832435000001	-0.5853082353949998	-4.260416441375005	0.8700612666357014	1.5753712866802116	2.993227095836983	(-8.37459, -5.06498)	(-3.81646, 2.22868)	(-9.76159, 1.03848)
tr_A0A174TVW7_A0A174TVW7_9CLOT	-8.635592697049997	-2.462745876114497	3.2768726655800022	2.827641007014893	3.840861264330661	2.556393917641785	(-13.9164, -3.009)	(-10.2618, 3.87396)	(-1.34526, 8.54435)
