Feature	Intercept_mean	C(condition, Treatment('FA'))[T.FT]_mean	C(condition, Treatment('FA'))[T.NA]_mean	Intercept_std	C(condition, Treatment('FA'))[T.FT]_std	C(condition, Treatment('FA'))[T.NA]_std	Intercept_hdi	C(condition, Treatment('FA'))[T.FT]_hdi	C(condition, Treatment('FA'))[T.NA]_hdi
tr_A0A5Q0DNJ3_A0A5Q0DNJ3_ALCFA	-7.0133257539999985	0.07417467225250012	-3.8180315972699983	1.3484737992785183	1.9048881114421734	3.230176933829212	(-9.64255, -4.7755)	(-3.77863, 3.60742)	(-10.3312, 1.61009)
tr_A0A3E2VNX1_A0A3E2VNX1_9FIRM	-6.28109379	-0.6472231736779994	-4.4262125402300025	0.8323447509726577	1.4618257917940742	2.9296946232302203	(-7.95921, -4.95234)	(-3.59857, 2.00304)	(-10.0149, 0.457162)
tr_A0A4R3Z8B6_A0A4R3Z8B6_9FIRM	-5.422931090000007	-0.6131375836000007	-4.982967437399992	0.5626901477528395	1.0022861745628735	2.8054495864094138	(-6.61957, -4.47762)	(-2.57662, 1.16431)	(-10.323, -0.488841)
tr_A0A4R3MPD0_A0A4R3MPD0_9FIRM	-5.243619375000007	1.3963558593655012	-5.3057446602499905	0.6164096962545758	0.7995881403114918	2.9362997449888804	(-6.52661, -4.19865)	(0.0573333, 2.93834)	(-10.8639, -0.504815)
tr_A0A921IL61_A0A921IL61_9FIRM	-5.088626410000007	-0.8304911185889985	-1.1597141837449978	0.6006207230882166	1.0754123782407239	1.0120815751974592	(-6.21366, -4.03216)	(-2.84813, 1.23744)	(-3.27089, 0.561997)
tr_A0A386YRU3_A0A386YRU3_CLONO	-6.145806243500002	1.118270427179999	-4.323034192750002	0.8979380645256133	1.2267422061646338	2.9575735430058105	(-7.78171, -4.50138)	(-1.15264, 3.34044)	(-9.93494, 0.784167)
tr_A0A414AWR8_A0A414AWR8_9FIRM	-5.693139009999996	-1.183378527410003	-1.5164031451535014	0.6667165695574243	1.316894137659697	1.3458196291602553	(-6.93391, -4.62574)	(-3.6681, 1.35784)	(-4.15094, 0.821221)
tr_A0A426DFX4_A0A426DFX4_9FIRM	-4.937477615000002	-1.0025925133200024	-0.8811788721095007	0.4621705014217826	0.9598846638545201	0.7904204201679577	(-5.73521, -4.0026)	(-2.90396, 0.737497)	(-2.41329, 0.546836)
tr_E7GDJ9_E7GDJ9_9FIRM	-7.0133257539999985	0.07417467225250012	-3.8180315972699983	1.3484737992785183	1.9048881114421734	3.230176933829212	(-9.64255, -4.7755)	(-3.77863, 3.60742)	(-10.3312, 1.61009)
tr_C6PU30_C6PU30_9CLOT	-4.966935124999988	-1.0253815018764483	-1.3208731659099995	0.4433363578435501	0.9029284837229824	0.8955515432469752	(-5.78441, -4.16028)	(-2.82041, 0.589301)	(-2.9386, 0.358791)
tr_A0A0F5JLM1_A0A0F5JLM1_9BACT	-9.468185590999997	-2.282630629485002	3.2283102784335003	2.369451000265797	3.9174306626384316	2.4230144892994017	(-14.083, -5.51234)	(-10.7556, 4.10054)	(-0.702311, 8.21355)
tr_A0A1E3ADP5_A0A1E3ADP5_9FIRM	-7.094199479999995	0.18503518518850015	-3.964356302235005	1.2687100674349245	1.851553592281754	3.318643238361472	(-9.47898, -4.94832)	(-3.08063, 3.5852)	(-10.2222, 2.13959)
tr_A0A2V2F3I9_A0A2V2F3I9_9FIRM	-7.0133257539999985	0.07417467225250012	-3.8180315972699983	1.3484737992785183	1.9048881114421734	3.230176933829212	(-9.64255, -4.7755)	(-3.77863, 3.60742)	(-10.3312, 1.61009)
tr_S0FQ07_S0FQ07_RUMCE	-5.150679835000001	-0.4247826576229994	-0.3644304287057499	0.49608683664104886	0.8185346138466482	0.7219614960899212	(-6.10982, -4.30878)	(-2.06878, 0.993987)	(-1.79062, 0.969783)
tr_R5B6T8_R5B6T8_9BACE	-7.729854803999995	2.1508645216119975	0.7498504560325493	2.5845758114786452	2.332302333668494	2.576816612331333	(-12.5224, -2.82285)	(-2.45826, 6.74941)	(-4.40736, 5.0608)
tr_R7QYW0_R7QYW0_9FIRM	-7.054524294000005	0.1666947825955	-4.0017751060599975	1.2537887330346549	1.8186995188982378	3.243866865841808	(-9.35678, -4.89266)	(-3.65109, 3.2127)	(-10.0761, 1.65937)
tr_A0A411SX43_A0A411SX43_ALCFA	-7.0133257539999985	0.07417467225250012	-3.8180315972699983	1.3484737992785183	1.9048881114421734	3.230176933829212	(-9.64255, -4.7755)	(-3.77863, 3.60742)	(-10.3312, 1.61009)
tr_A8RLF4_A8RLF4_ENTBW	-5.693139009999996	-1.183378527410003	-1.5164031451535014	0.6667165695574243	1.316894137659697	1.3458196291602553	(-6.93391, -4.62574)	(-3.6681, 1.35784)	(-4.15094, 0.821221)
tr_A8RLG2_A8RLG2_ENTBW	-5.777631635000008	-1.1501581642050012	-4.638402635485002	0.6747975701615828	1.3927570619775282	2.821217356088505	(-7.08095, -4.65103)	(-3.8845, 1.3107)	(-10.3237, 0.106431)
tr_A0A2V2F486_A0A2V2F486_9FIRM	-5.253539593000005	-0.5273076547884995	0.004294995235999943	0.8091455959182456	1.23267849186573	1.045619511969202	(-6.80231, -3.81767)	(-2.72273, 1.93681)	(-1.86996, 2.12582)
tr_A0A413WHK1_A0A413WHK1_9FIRM	-5.7637430399999925	-4.663538103165002	-0.541045560497999	0.6572340152552655	3.067082983947153	1.0124290641406004	(-7.04758, -4.60592)	(-10.5064, 0.286831)	(-2.62447, 1.20718)
tr_A0A926DVY3_A0A926DVY3_9FIRM	-7.054524294000005	0.1666947825955	-4.0017751060599975	1.2537887330346549	1.8186995188982378	3.243866865841808	(-9.35678, -4.89266)	(-3.65109, 3.2127)	(-10.0761, 1.65937)
tr_A0A4P6M3P6_A0A4P6M3P6_9FIRM	-5.770136779999999	-1.115422748424998	-1.4089608691100006	0.6553492926473884	1.3131816748901064	1.298809842683434	(-7.04168, -4.61051)	(-3.41277, 1.42443)	(-3.88097, 1.01489)
tr_R6RWB1_R6RWB1_9CLOT	-6.303817909000006	-0.47032231166300137	-4.107220534124989	1.1601651249916538	1.871093623200915	3.2842304767326995	(-8.53304, -4.43146)	(-4.14263, 2.64282)	(-10.6125, 1.41291)
tr_R2QCK8_R2QCK8_9ENTE	-7.054524294000005	0.1666947825955	-4.0017751060599975	1.2537887330346549	1.8186995188982378	3.243866865841808	(-9.35678, -4.89266)	(-3.65109, 3.2127)	(-10.0761, 1.65937)
