CycID	JTK_pvalue	JTK_BH.Q	JTK_period	JTK_adjphase	JTK_amplitude	LS_pvalue	LS_BH.Q	LS_period	LS_adjphase	LS_amplitude	meta2d_pvalue	meta2d_BH.Q	meta2d_period	meta2d_phase	meta2d_Base	meta2d_AMP	meta2d_rAMP
PF00308.21	1	1	24	7	43.537271624437	0.9999999998414	1	20	5.65470297957134	298.862432084429	1	1	22	6.31841997209757	266.833830413282	47.9542825843989	0.179715902253195
PF08299.14	1	1	20	5	52.6720305771953	0.999999997191224	1	20	5.65114893770218	301.788788357291	1	1	20	5.32557446885109	260.411932011464	45.5965499719449	0.175093935288409
PF01527.23	0.839458824074502	1	24	23	785.676951178091	0.996051453536168	1	20	0.999923946558901	3126.30014931477	0.985775707081302	1	22	0.0916248372740624	2823.8527712397	1160.43140471147	0.410939060467387
PF01025.22	0.18937883767289	1	20	9	97.3341323138047	0.83317429375915	1	20	8.85227913553765	224.074248072938	0.4491395328064	1	20	8.92613956776882	113.215262656684	87.0668949156002	0.769038492447993
PF00012.23	1	1	24	11	96.5695731066468	0.966056076725972	1	24	12.9104633264483	761.979619712066	0.999417273794813	1	24	11.9552316632241	680.580555555556	56.4448900608116	0.0829363836507727
PF06100.14	1	1	24	19	69.1147381135167	0.934783280442616	1	24	20.9999263197062	317.926289012343	0.99782559039471	1	24	19.9999631598531	139.644555555556	38.8724071843801	0.278366793676502
PF08220.15	1	1	24	23	220.243256242955	0.999935047600139	1	20	2.36798822412406	1109.23089731872	0.999999997890547	1	22	0.8440601899349	1018.73730834771	235.52686694011	0.231194896869057
PF00455.25	1	1	20	7	134.662476069338	0.999999999010329	1	20	7.70098219672151	626.162398554132	1	1	20	7.35049109836075	491.25879096178	78.6825901185115	0.16016525620736
PF00294.27	0.26241230001616	1	24	5	483.680130214691	0.556198902540099	1	24	3.48864765473871	1942.12171154239	0.426836095247064	1	24	4.24432382736935	1382.7915	561.988516393734	0.406415946578883
PF00359.25	0.293319663281979	1	20	1	188.399409459	0.935777804402585	1	20	16.5624689595102	333.98005032605	0.629351471312348	1	20	18.7812344797551	273.443797510239	265.193777136732	0.969829191780448
