Feature	Intercept_mean	C(condition, Treatment('FA'))[T.FT]_mean	C(condition, Treatment('FA'))[T.NA]_mean	Intercept_std	C(condition, Treatment('FA'))[T.FT]_std	C(condition, Treatment('FA'))[T.NA]_std	Intercept_hdi	C(condition, Treatment('FA'))[T.FT]_hdi	C(condition, Treatment('FA'))[T.NA]_hdi
tr_A0A7I8D403_A0A7I8D403_9FIRM	-7.36915864	-1.626014002175	0.2298432537590001	0.5707122491044416	1.0829604277990308	0.7209650306611066	(-8.45975, -6.32661)	(-3.56682, 0.39057)	(-1.03052, 1.72264)
tr_D3L852_D3L852_OENOE	-0.1755760588000001	-0.040365978880074	-0.40259471000000013	0.035994269438135294	0.0517011040603007	0.04636303295178069	(-0.238399, -0.106322)	(-0.143095, 0.0480542)	(-0.483616, -0.315918)
tr_A0A926F2K8_A0A926F2K8_9FIRM	-12.430233134999993	-2.5564953852500003	2.978213352525001	2.0666885028849213	3.5173482095866246	2.102822230503064	(-16.4389, -9.05901)	(-9.44286, 3.42459)	(-0.660585, 6.93545)
tr_P97038_P97038_LACJH	-10.56084014900002	-2.213983184554998	2.585975560220003	3.4497025095200966	4.387478561256336	3.1248642977639975	(-16.7915, -3.46339)	(-9.9063, 6.44906)	(-3.42321, 8.41067)
tr_A0A7W3U0M2_A0A7W3U0M2_9LACO	-12.638082520499994	-2.3620553544799994	2.2797025171955014	2.572966516785804	3.9116889316766015	2.518802693644403	(-17.4832, -8.45069)	(-9.29606, 5.40824)	(-2.25856, 7.03294)
tr_E7FQ75_E7FQ75_9LACO	-12.577900380000003	-2.617709128814996	2.5371978182880017	2.155624997031895	3.7632027237819194	2.2272914877553145	(-16.7249, -9.00204)	(-9.99744, 4.07472)	(-1.12515, 6.87872)
tr_A0A926DJX1_A0A926DJX1_9FIRM	-9.816274514999977	1.1491233651849992	1.5073618078129993	1.0350334129070249	1.216478465103387	1.0717205043209252	(-11.7066, -8.01995)	(-0.969826, 3.50021)	(-0.375653, 3.48958)
tr_R6X4D0_R6X4D0_9CLOT	-7.522520665000016	0.9220563352850019	1.4927621364000017	0.45568027266265065	0.5597954818918539	0.5144801797137681	(-8.33595, -6.63369)	(-0.0875892, 2.00099)	(0.597466, 2.5359)
tr_A0A140DWG5_A0A140DWG5_9FIRM	-9.798685980000007	1.1990542514034004	0.20427904170649996	1.100705706022568	1.3034592575901083	1.2382047897575625	(-11.9178, -7.86667)	(-1.28957, 3.60596)	(-2.26746, 2.41002)
tr_A0A7Z6WP05_A0A7Z6WP05_RHOER	-12.515732625000012	-2.8039710159549993	3.080415896140005	2.1273553557489295	3.7462335362989805	2.166102884754711	(-16.6827, -9.0281)	(-10.4035, 3.1875)	(-0.829537, 6.97309)
tr_A0A921LSX2_A0A921LSX2_9ACTN	-12.701297860499986	-2.291259240925002	2.2496026374350007	2.3229949317043688	3.7364653398361694	2.3745049441786676	(-16.9947, -8.42982)	(-9.44039, 4.36641)	(-2.07134, 6.60365)
tr_A0A414D7P3_A0A414D7P3_9FIRM	-11.631732089999991	1.427357524920501	3.2336566366999917	1.7601280622577247	1.9954116735373828	1.776445122775888	(-14.9755, -8.76728)	(-2.3674, 5.24072)	(0.41086, 6.76388)
tr_F2LZQ3_F2LZQ3_LACAL	-12.533019672500032	-2.625002344665499	2.167723681225001	2.5245671785981156	4.016301407345827	2.556375782628072	(-17.453, -8.53748)	(-10.6096, 4.42173)	(-1.94574, 7.59781)
tr_A0A850HF69_A0A850HF69_9FIRM	-8.106037024999996	-1.0187135620555012	1.2734071870200014	0.46780536971992936	0.9034936517952552	0.48771450636872826	(-9.01713, -7.26564)	(-2.83457, 0.525963)	(0.37979, 2.19198)
tr_A0A0U5JCS7_A0A0U5JCS7_9BACT	-12.450824885000033	-2.5806698140524937	3.016518365305001	2.139892331858822	3.788543174288102	2.16012762394013	(-16.6029, -9.01911)	(-10.7658, 3.31119)	(-0.48159, 7.35831)
tr_A0A0R0AIR5_A0A0R0AIR5_9GAMM	-12.437880009999997	-2.7571622012335024	3.5345278160499993	2.0506475042195076	3.752583272315928	2.0756688072796314	(-16.6278, -9.20415)	(-10.2313, 3.6309)	(0.162622, 7.68723)
tr_A0A552Z589_A0A552Z589_9LACT	-9.840515230000008	-0.05053088776050002	-1.3988276227319965	1.3203199493103353	1.9559332218567567	1.7546212196299802	(-12.5875, -7.62634)	(-3.5748, 3.55444)	(-4.87484, 1.84293)
tr_A0A4U4F1S6_A0A4U4F1S6_ENTFC	-12.471710749999993	-2.5055879872049966	3.429909492220005	2.128140320536579	3.630984478260452	2.15123824814846	(-16.5086, -9.02469)	(-9.61263, 3.9375)	(-0.204773, 7.4586)
tr_D1YKI9_D1YKI9_LACGS	-11.211208312699988	-2.003383431890501	2.5046868999500034	3.0112886544358277	3.8889156079642215	2.8783493272888303	(-17.2651, -5.88461)	(-8.7931, 5.67845)	(-2.98691, 7.85803)
tr_F0TEJ3_F0TEJ3_LACAM	-10.201745045000033	-3.6059007879799996	0.2761270556249998	1.1851641225928575	3.1719388873459926	1.3399907773824107	(-12.6305, -8.24811)	(-9.74102, 1.83952)	(-2.28088, 2.77432)
tr_A0A318EUE0_A0A318EUE0_9FIRM	-12.720366375000008	-2.6072800469559976	2.3188418304549985	2.331003081451031	3.9109999949925074	2.3351567655595473	(-17.206, -8.78444)	(-9.65845, 4.85764)	(-1.31538, 7.35609)
tr_A0A806LHU2_A0A806LHU2_9BACI	-12.482018590000003	-2.730081335273495	3.0390693504899944	2.142023040511986	3.7438352076733588	2.1833085820082174	(-16.6622, -8.91725)	(-9.99014, 4.20799)	(-0.591936, 7.38078)
tr_A0A166JQB6_A0A166JQB6_LACLC	-8.342770418999995	-0.47699779761000083	-5.673049107244991	1.116133592078873	1.6361789962193496	3.095914996780571	(-10.4649, -6.48256)	(-3.76576, 2.64166)	(-11.3431, 0.157997)
tr_A0A498CFC5_A0A498CFC5_9GAMM	-12.752578515000005	-2.3940793664650024	3.083233449299401	2.1735364758827607	3.800581941048771	2.2416369270240026	(-16.9576, -9.26468)	(-10.327, 3.88728)	(-0.749994, 7.32252)
tr_A0A6P1Y699_A0A6P1Y699_LACJH	-12.008385882000002	-2.4651924132094027	2.346630419760002	2.5671878655493385	4.025297811854916	2.5175236395193927	(-16.9531, -7.08095)	(-9.90295, 5.0269)	(-2.18592, 7.25931)
tr_A0A0W0TXE7_A0A0W0TXE7_LEGER	-12.41807524999999	-2.4717147146500036	3.635020268215002	2.0404428780240904	3.6098706502295457	2.054185787014803	(-16.5389, -9.23438)	(-9.40321, 3.59414)	(0.370728, 7.66374)
tr_A0A837DWL8_A0A837DWL8_9LACO	-12.62268892499999	-2.675970047445004	2.9342749464050013	2.111176647463092	3.6886273804625573	2.169027561268428	(-16.7529, -9.20307)	(-10.1698, 3.54732)	(-0.544413, 7.38897)
tr_A0A415J9M0_A0A415J9M0_BACLI	-12.565443615	-2.595251688475002	2.5570920892000037	2.2354872435272983	3.6747557218005658	2.3155901735055036	(-16.8374, -8.94691)	(-10.4023, 3.49137)	(-1.31016, 6.95463)
tr_A0A943QYT1_A0A943QYT1_STRVE	-12.524376344999993	-2.5239063361164957	3.0743933625049964	2.1567190459336363	3.5753080862488567	2.1966671231022628	(-16.7426, -8.9839)	(-9.30231, 3.74173)	(-0.474343, 7.57943)
tr_A0A2V2F486_A0A2V2F486_9FIRM	-5.76658262500001	-1.2032746011359992	-0.17480090615250052	0.35040759460713644	0.5555924078634482	0.44201703702030565	(-6.38489, -5.09624)	(-2.23246, -0.181229)	(-0.985306, 0.726318)
tr_Q74LX7_Q74LX7_LACJO	-10.441127942149988	-2.106544322950001	2.5920034850214977	3.3657173622088	4.232581048818985	3.1778967457975527	(-16.3895, -4.0228)	(-9.84191, 6.22241)	(-3.38429, 8.73915)
tr_A0A552XLX1_A0A552XLX1_9LACT	-8.342770418999995	-0.47699779761000083	-5.673049107244991	1.116133592078873	1.6361789962193496	3.095914996780571	(-10.4649, -6.48256)	(-3.76576, 2.64166)	(-11.3431, 0.157997)
tr_A0A1M7BWT8_A0A1M7BWT8_9BACT	-10.035658784999976	-0.11113603903050003	1.4830878768050026	1.1615812586527356	1.6122055764192635	1.2132880388704947	(-12.2669, -8.09254)	(-3.24761, 2.72742)	(-0.604879, 3.86662)
tr_R5RRI5_R5RRI5_9BACE	-12.294878750000017	-2.8876467480474983	2.615771638685	2.057388894656729	3.786340410401288	2.110872323704701	(-16.3813, -8.99202)	(-10.6209, 3.38666)	(-1.04881, 6.59394)
tr_A0A5C8H7B1_A0A5C8H7B1_9LACO	-10.259001715000021	1.2900106286329516	0.8431258573649993	3.00997874415989	2.9540846317137697	2.8697558117360127	(-15.5715, -3.92419)	(-4.04238, 7.58465)	(-5.47656, 5.89258)
tr_A0A411SX43_A0A411SX43_ALCFA	-12.492949544999975	-2.5269652131399982	2.8429252784200045	2.167140272980026	3.758028093862451	2.2108564943434184	(-16.7526, -8.7877)	(-9.22407, 4.81921)	(-0.911833, 7.40168)
tr_A0A3E4LQA4_A0A3E4LQA4_9FIRM	-8.335221780000003	1.271320798535496	0.9303888499030002	0.5328565237670753	0.6160772878429713	0.558284314300795	(-9.23759, -7.36529)	(0.100762, 2.33405)	(-0.108287, 1.87799)
tr_A0A2X0PK62_A0A2X0PK62_LACHE	-7.867127119449986	-0.8634914120199993	-1.9163068498935014	1.7676334878501057	2.667803755013763	2.551736208715265	(-10.521, -3.94828)	(-5.38618, 4.77798)	(-6.93954, 2.98275)
tr_F7QWZ2_F7QWZ2_9LACO	-11.791511750000003	1.6136974924110004	1.7857006158115019	1.8563341380291545	2.166637398023171	1.9339039225700208	(-15.3484, -8.86831)	(-2.0134, 6.15569)	(-1.63227, 5.4716)
tr_A0A926IEI1_A0A926IEI1_9FIRM	-12.194682754999997	-2.642362596296006	3.2247320686379974	2.1271839819974807	3.911259041259653	2.2044956751597935	(-15.9944, -8.55825)	(-9.49618, 4.79221)	(-0.461595, 7.42344)
tr_A0A2N8PS02_A0A2N8PS02_ENTAV	-12.435708134999993	-2.6538447253949977	3.2214339228999993	2.0700435068024956	3.6784999333447006	2.098724986412349	(-16.409, -8.9432)	(-9.14162, 4.17511)	(-0.464784, 7.20421)
tr_T5I2X8_T5I2X8_RHOER	-12.361347010000014	-2.723113234579996	3.141251906294994	2.026384425150978	3.667247454121625	2.063656298031663	(-16.0694, -9.09398)	(-8.85948, 4.54233)	(-0.313667, 6.96137)
tr_A8RLF4_A8RLF4_ENTBW	-8.328213975	-1.6429282206600018	1.8838493344999971	0.5375987074709622	1.251836266728739	0.564650713594332	(-9.31508, -7.3183)	(-4.19211, 0.437369)	(0.8432, 2.936)
tr_A0A248TG32_A0A248TG32_9BACI	-11.829326450000003	1.6296491628289984	2.4340483422049926	1.71344679943697	2.0272655180893353	1.7639266221070662	(-15.1703, -8.85291)	(-2.57264, 5.30327)	(-0.988697, 5.67718)
tr_A0A4P8JJH3_A0A4P8JJH3_ALCFA	-12.660800295000021	-2.436651332120005	2.2038534351899974	2.272989777395616	3.723967049502902	2.3172322845286133	(-16.8317, -8.65071)	(-10.2107, 3.82229)	(-1.99084, 6.58237)
tr_A0A415PAJ0_A0A415PAJ0_9FIRM	-8.721082695000002	-1.2812298565339977	0.2618922105750001	0.6024086690625288	1.2525693145559293	0.6684864159762818	(-9.8926, -7.68934)	(-3.645, 0.994091)	(-1.05319, 1.4691)
tr_A0A0T9T737_A0A0T9T737_YERFR	-12.47696211500001	-2.6452051500600007	2.479769467060003	2.052606854810994	3.6922619545178312	2.1144064474914686	(-16.3173, -8.81001)	(-10.0513, 3.34153)	(-1.60153, 6.19718)
tr_A0A8H9F7E2_A0A8H9F7E2_LACHE	-6.686145621200004	0.18512558787499997	-1.9417237964955014	2.0710463080197044	3.0628205375874584	3.2120714805870403	(-9.99693, -2.84274)	(-5.02495, 6.30824)	(-7.72547, 4.4462)
tr_A0A401LCP1_A0A401LCP1_9FIRM	-10.123477239999996	-3.7626918238750013	1.231173537743	1.1389596052192899	3.1237139239891656	1.1806482743909383	(-12.1523, -8.08492)	(-9.89089, 1.47282)	(-0.872977, 3.42735)
tr_M3V3C7_M3V3C7_9ACTN	-12.571141580000035	-2.712200087680001	2.8989061606535023	2.1643207042305668	3.75228878651636	2.2023488200317	(-16.4466, -8.7955)	(-10.135, 3.58543)	(-1.0127, 6.86137)
tr_R5V3T1_R5V3T1_9FIRM	-9.852625020000001	0.702987541337501	1.8391005261649986	1.008081346896222	1.2571399088135564	1.0403711600992782	(-11.669, -8.08236)	(-1.70813, 3.02556)	(0.0839609, 3.80877)
tr_A0A7T4GAT4_A0A7T4GAT4_ENTCA	-10.044607640000025	-3.8505915780499995	0.8505970696687509	1.1727440780239855	3.2352885172733052	1.262238916162468	(-12.2953, -8.1216)	(-10.2824, 1.29356)	(-1.3453, 3.24976)
tr_V8BM28_V8BM28_9FIRM	-9.210682534999986	-4.500878143915	0.9013829639599988	0.7683897244118526	3.1103001086273294	0.8053757378825541	(-10.6305, -7.85156)	(-9.98193, 0.602888)	(-0.521105, 2.45014)
tr_A0A823J3B1_A0A823J3B1_LISMN	-11.519021795000008	2.349255095385001	3.218666641515003	1.8461421748493891	2.0446813498363636	1.8685510848317037	(-15.1172, -8.58668)	(-1.44777, 6.13885)	(0.104455, 6.87517)
tr_A0A1H0CSY4_A0A1H0CSY4_LIMMU	-12.509567305000004	-2.5931697262050046	3.292977890865	2.0613528823966276	3.492656132534743	2.0787359036615056	(-16.3142, -9.02269)	(-8.97444, 3.59672)	(-0.165765, 7.2621)
tr_G5H9U7_G5H9U7_9BACT	-10.050768330000011	-3.669986574059508	2.693164647349999	1.101276364581212	3.1150954348345863	1.1192330222720948	(-12.2345, -8.32896)	(-9.35398, 1.7863)	(0.833943, 4.82981)
tr_A0A517TYY3_A0A517TYY3_9BACT	-11.881956864999982	4.944890654149998	-3.5904968646649946	2.1901590607422587	2.2176402458145694	3.5817822552005705	(-16.1489, -8.1999)	(1.06713, 9.17268)	(-10.1012, 2.94187)
tr_A0A412IFM1_A0A412IFM1_9BACE	-10.089766299999994	-4.091081582349996	2.236754995714995	1.1190337128444394	3.2427002963702516	1.1414043069346198	(-12.2658, -8.33128)	(-10.3638, 1.47034)	(0.416562, 4.56387)
tr_A0A261F7B4_A0A261F7B4_9BIFI	-12.231491345499997	-2.612953647563497	2.4153487692050017	2.4774450531713783	3.714938144667861	2.3964648401037683	(-17.1465, -8.16705)	(-10.0553, 4.02547)	(-1.71482, 7.18643)
tr_A0A0B3VRN3_A0A0B3VRN3_9FIRM	-12.390874140000031	-2.739416470345004	3.055481546525	2.1487318218144527	3.586299241531809	2.1850378581636476	(-16.4434, -8.83872)	(-9.61926, 3.54416)	(-0.8957, 7.17547)
tr_R6I5X3_R6I5X3_9ACTN	-12.405036990000006	-2.5912385362699975	3.6162516163999947	2.030939126154315	3.646170587088615	2.0522984115079757	(-16.2671, -8.97023)	(-9.29345, 3.88025)	(0.0384084, 7.44634)
tr_B7AU47_B7AU47_9FIRM	-10.042644960000002	-3.9090229707750033	1.0240578652405004	1.0918618156679434	3.2184565371368388	1.1382143739233603	(-12.26, -8.24096)	(-10.1153, 1.31635)	(-0.944156, 3.28151)
tr_A0A1L8SG36_A0A1L8SG36_ENTCA	-10.040422625000007	-4.06364600762	0.6292802765618891	1.0995626638194664	3.3750852604095187	1.215433671287886	(-12.0453, -8.1114)	(-11.0711, 0.928815)	(-1.50084, 2.98202)
tr_A0A174V5X0_A0A174V5X0_9FIRM	-9.868777709999982	0.718330043769999	2.080304438102503	1.0374262192321222	1.2868972373881897	1.0691093647983765	(-11.9447, -8.15626)	(-1.72232, 3.19795)	(0.175332, 4.10467)
tr_A0A3R6GNY0_A0A3R6GNY0_9FIRM	-8.673636659999993	0.5956463259205	0.5846599600075003	0.6208231921146672	0.7793299588704714	0.6708753519346325	(-9.87869, -7.61278)	(-0.845319, 2.02946)	(-0.657724, 1.83767)
tr_A0A413TSA5_A0A413TSA5_9FIRM	-7.707300620000001	0.28183898683600034	0.47202662664399925	0.4125157547638827	0.5500382112389819	0.45852492161590847	(-8.48511, -6.98473)	(-0.766634, 1.2724)	(-0.356458, 1.31628)
tr_A0A6I1MM49_A0A6I1MM49_9CLOT	-8.427978255000012	-4.850605430750003	-0.04663565334149997	0.5454946150871749	2.792460401683194	0.6367096129102983	(-9.46683, -7.50141)	(-10.2799, -0.307616)	(-1.17789, 1.16459)
tr_A0A379MP36_A0A379MP36_9BACT	-12.417682659999993	-2.691724497644995	4.40502867955	2.1549395567615415	3.8673161229294464	2.1710322092541476	(-16.6467, -8.90558)	(-10.4269, 3.94926)	(0.506346, 8.39033)
tr_A0A173ZCD7_A0A173ZCD7_9FIRM	-8.583215915000007	0.903795028770501	1.079416496414998	0.6238228269275359	0.7485061732816637	0.6794659682789156	(-9.77836, -7.4756)	(-0.537007, 2.25015)	(-0.189906, 2.35222)
tr_F3PFV2_F3PFV2_9BACE	-12.525963149999967	-3.029529433094998	2.847488634355002	2.2111659033965263	3.9043833982976914	2.263346147652725	(-16.685, -8.82108)	(-10.6394, 3.69437)	(-1.01057, 6.98841)
tr_A0A6L5HW96_A0A6L5HW96_9PSED	-12.343170569999971	-2.6030361841604988	1.9724749141850002	2.509979360134415	4.1309616178054185	2.4674196603312635	(-17.1583, -8.41773)	(-10.3375, 4.60347)	(-2.22758, 6.64815)
tr_A0A2B4DD98_A0A2B4DD98_BACCE	-12.507811975000015	-2.6500526849249972	3.274656204819001	2.0407723647080904	3.5771480818523282	2.0697539325105385	(-16.1888, -9.04118)	(-9.02855, 4.12196)	(-0.282588, 7.11491)
tr_A0A3T0TZM1_A0A3T0TZM1_LACJH	-12.008385882000002	-2.4651924132094027	2.346630419760002	2.5671878655493385	4.025297811854916	2.5175236395193927	(-16.9531, -7.08095)	(-9.90295, 5.0269)	(-2.18592, 7.25931)
tr_A0A267LTT5_A0A267LTT5_LACJH	-10.644971382499984	-2.2562905903225023	2.6182580811674985	3.04275713743475	4.029025172976652	2.9068084166592065	(-16.2504, -4.94694)	(-9.83995, 5.02974)	(-2.64699, 8.35302)
tr_A0A173UXL2_A0A173UXL2_ANAHA	-11.811552599999997	1.6978277870199983	2.7480604739870036	1.9052996900142074	2.146292807099467	1.9344458017720387	(-15.2429, -8.64329)	(-2.078, 5.71286)	(-0.294344, 6.3995)
tr_A0A2L1VFL6_A0A2L1VFL6_ACINO	-12.186403259000015	-2.455065170854999	2.5037746320269987	2.5760766102117616	4.093403323748497	2.6020065306127846	(-17.7057, -8.06076)	(-10.4729, 4.92657)	(-2.12864, 7.66363)
tr_A0A4Q7HU24_A0A4Q7HU24_VIBVL	-12.417535835000013	-2.713019831609998	2.011256417854998	2.3178083782472623	3.842987548825601	2.3226790227537215	(-16.9737, -8.68466)	(-10.6575, 3.63836)	(-1.8901, 6.57514)
tr_A0A0G8G768_A0A0G8G768_9LACO	-12.469892115000018	-2.7218523266950028	2.4415679781557493	2.0913304729547595	3.81621035582865	2.172772444044852	(-16.3309, -8.90522)	(-10.3642, 3.72481)	(-1.21888, 6.56247)
tr_A0A174ZPF2_A0A174ZPF2_9FIRM	-8.715445620000006	-0.4300858105534993	0.25199832554799967	0.6132618766797061	0.9668738337173826	0.6865610520823159	(-9.85391, -7.5773)	(-2.30926, 1.34094)	(-1.07081, 1.51886)
tr_A0A6B0K025_A0A6B0K025_FRATU	-12.525882220000028	-2.470502615701	2.1333887540535006	2.4136724453439147	3.6803487365409016	2.4739793077058234	(-17.3787, -8.70301)	(-8.94902, 4.67855)	(-2.10144, 7.15054)
tr_A0A174GR10_A0A174GR10_9FIRM	-9.109167730000006	0.47045667922199985	1.7014582124499993	0.8543884751835348	1.0505057926379975	0.8847071061209213	(-10.7211, -7.58535)	(-1.34006, 2.66486)	(0.209963, 3.4784)
tr_A0A179CKJ1_A0A179CKJ1_9LACO	-9.244728379999993	-4.552652037354988	0.34238568976700035	0.825857007385707	2.9961006685838965	0.9367465969911236	(-10.6976, -7.71572)	(-10.0676, 0.746707)	(-1.46209, 2.05079)
tr_A0A174NYZ7_A0A174NYZ7_9FIRM	-8.340636754999998	0.3159201218625	0.92752441174	0.5759454116581009	0.7321484745779926	0.6237018572659825	(-9.40838, -7.28231)	(-0.954814, 1.80761)	(-0.25474, 2.0495)
tr_A0A174D8V8_A0A174D8V8_9FIRM	-9.03284798500002	-0.12968933518850004	1.3620452467449993	0.7250249017186171	1.06082338645261	0.7571725387021304	(-10.3542, -7.71674)	(-2.34246, 1.71269)	(0.0288573, 2.81614)
tr_C0EDC4_C0EDC4_9FIRM	-7.908271025000007	-0.7304424768312996	1.671514379199999	0.5027394744938968	0.8543802964599907	0.540778055981842	(-8.78407, -6.93584)	(-2.38933, 0.76914)	(0.660411, 2.61139)
tr_A0A1I3SYD8_A0A1I3SYD8_9PLAN	-11.825523805000001	2.6834643317600033	2.1645676497949977	1.871994203077157	2.0193486377476404	1.9225373892769815	(-15.3605, -8.60793)	(-0.668547, 6.63131)	(-1.04407, 5.9471)
tr_A0A2N5NEG8_A0A2N5NEG8_RUMGN	-9.06807064	0.7561203129110017	1.1325004799334508	0.718113441587672	0.8778592125908529	0.7636715469734434	(-10.3777, -7.87926)	(-0.88075, 2.42221)	(-0.207475, 2.46026)
tr_C0FNH6_C0FNH6_9FIRM	-7.921196444999992	0.4825313959574994	0.7228324276130006	0.44974622958709964	0.5983738131538723	0.4884130833978616	(-8.73908, -7.04969)	(-0.543892, 1.66359)	(-0.172085, 1.68963)
tr_A0A494XZH6_A0A494XZH6_9BURK	-12.525963149999967	-3.029529433094998	2.847488634355002	2.2111659033965263	3.9043833982976914	2.263346147652725	(-16.685, -8.82108)	(-10.6394, 3.69437)	(-1.01057, 6.98841)
tr_A0A7U9RN19_A0A7U9RN19_LACJH	-10.644971382499984	-2.2562905903225023	2.6182580811674985	3.04275713743475	4.029025172976652	2.9068084166592065	(-16.2504, -4.94694)	(-9.83995, 5.02974)	(-2.64699, 8.35302)
tr_A0A1Q6GT50_A0A1Q6GT50_9BACE	-10.001383329999975	-3.9879867332510006	2.612905182000001	1.1251973229136356	3.2366851612102923	1.138142848676334	(-12.0004, -7.90623)	(-10.4668, 1.31771)	(0.570827, 4.6943)
tr_R7LRG3_R7LRG3_9CLOT	-7.4585453699999915	0.5054360445516995	1.0587096479249987	0.3574759866182105	0.47670934565950784	0.3924810343252555	(-8.1788, -6.82592)	(-0.421057, 1.39028)	(0.252547, 1.76892)
tr_W6RZA8_W6RZA8_9CLOT	-11.238138807649996	-2.5124012583144997	2.27710059173	2.9985871253097187	4.22823146143841	2.7721423607685804	(-17.418, -5.76391)	(-10.9621, 5.03617)	(-2.87893, 7.81527)
tr_A0A174S4C2_A0A174S4C2_BACT4	-12.499649439999992	-2.370928174999498	2.5033208687250013	2.211653497105456	3.535627768068761	2.2715792407206568	(-16.854, -9.01337)	(-9.45726, 3.7179)	(-1.28286, 6.7554)
tr_R2SWA0_R2SWA0_9ENTE	-12.701297860499986	-2.291259240925002	2.2496026374350007	2.3229949317043688	3.7364653398361694	2.3745049441786676	(-16.9947, -8.42982)	(-9.44039, 4.36641)	(-2.07134, 6.60365)
tr_A0A8B4N3Y0_A0A8B4N3Y0_ACINO	-11.286882718850002	-2.4186936561737475	2.4926740963300005	2.979540147549767	3.923373602448223	2.876718031285283	(-16.2698, -4.8428)	(-9.83082, 5.01368)	(-3.10667, 8.1589)
tr_A0A6L5X934_A0A6L5X934_9FIRM	-12.599880919999961	-2.625435242099996	2.619211009179503	2.3087508063933293	3.627907251752204	2.3770830134151057	(-16.9004, -8.59806)	(-9.48789, 3.95093)	(-1.74837, 6.9847)
tr_A0A0H1RKD7_A0A0H1RKD7_LACLL	-10.130108474999997	-3.8320353467599926	0.16311543602100004	1.160875059232915	3.1871068052601306	1.2839420981978227	(-12.2, -8.07555)	(-10.2471, 1.37763)	(-2.06584, 2.61404)
tr_A0A4Q1RLI5_A0A4Q1RLI5_9FIRM	-7.4691461449999945	0.4156633612350004	0.12119603628599987	0.3527536822222965	0.4618738448487306	0.395165176482874	(-8.12829, -6.81606)	(-0.419653, 1.33112)	(-0.629046, 0.879167)
tr_A0A1V8YGK3_A0A1V8YGK3_9ENTE	-12.469892115000018	-2.7218523266950028	2.4415679781557493	2.0913304729547595	3.81621035582865	2.172772444044852	(-16.3309, -8.90522)	(-10.3642, 3.72481)	(-1.21888, 6.56247)
tr_A0A3F3M0H8_A0A3F3M0H8_ENTFC	-12.623299054999995	-2.5634731155199995	3.1816664459449995	2.149059219884521	3.8216915958259503	2.179446529923392	(-16.7258, -9.04527)	(-9.71679, 4.30886)	(-0.595902, 7.33681)
tr_F5VG40_F5VG40_9LACO	-11.864355709999998	1.7125728303045027	2.204507090832005	1.76942696474822	2.0233840642584284	1.815713901126654	(-14.9893, -8.7479)	(-1.97852, 5.55662)	(-0.88204, 5.57822)
