name	ratio	min	max	phase
Parabacteroides johnsonii CL02T12C29-K5XYR5	-2.475509918995	-9.56028	4.05192	light
Bacteroides fragilis str. 3783N1-8-A0A829SW29	-2.55649538525	-9.44286	3.42459	light
Subtercola boreus-A0A3E0VMC3	-2.606334068615	-10.0367	3.77654	light
Listeria ivanovii (strain ATCC BAA-678 / PAM 55)-G2ZBL9	2.10268347378	-1.16386	5.45403	light
Anaerocolumna cellulosilytica-A0A6S6RA07	-2.87603553086	-10.6293	3.52808	light
Roseburia inulinivorans-A0A173VTD0	-2.57432004423	-10.3353	3.71438	light
Listeria cossartiae subsp. cayugensis-A0A7X0ZD69	-2.68937934469	-9.05292	3.53068	light
Coprococcus catus GD/7-D4JBB7	3.0115237953	-0.413884	6.58913	light
Lactobacillus amylovorus-A0A4U0CIP0	-2.6250023446655	-10.6096	4.42173	light
Lactobacillus bombicola-A0A1I1SYU2	-2.65281248539999	-9.68167	3.69365	light
Chitinophaga caeni-A0A291R1E3	1.725119657995	-1.94614	6.49907	light
Lactobacillus johnsonii-A0A921EIH3	-2.093040651995	-10.2269	5.79091	light
Rhodococcus rhodochrous J45-A0A562E177	-3.80642566645351	-9.92779	1.25092	light
Pseudobutyrivibrio xylanivorans-A0A6M0LIE9	-1.648448789095	-3.96617	0.611163	light
Frisingicoccus caecimuris-A0A4R2LEC7	-0.9365322384795	-3.59639	1.59601	light
Lactococcus lactis subsp. lactis IO-1-H5SYX1	-0.550848129636	-3.18472	2.29999	light
Enterococcus faecium (Streptococcus faecium)-A0A133CQ73	-2.50677410092	-9.39398	4.19277	light
Roseburia faecis-A0A173RY76	0.7500569893285	-0.551809	2.14982	light
Lactobacillus porci-A0A6A8MGB7	1.9307807539875	-1.93814	6.61145	light
Enterococcus faecium 1,231,501-C9B4Q8	-2.449307815845	-10.3254	4.48212	light
Coprobacillus cateniformis-E7GDJ9	-0.918940335934998	-2.22067	0.490023	light
Roseburia intestinalis L1-82-C7GBJ1	0.531602980474599	-0.755935	1.99366	light
Acinetobacter colistiniresistens-S3UD76	-2.52309781481501	-9.96218	4.26906	light
Ligilactobacillus salivarius-C7AQY5	1.58261246225	-2.46262	5.55199	light
Mucilaginibacter agri-A0A965ZJH4	-2.56815612646	-9.73807	3.91502	light
Alistipes onderdonkii-A0A1Y3QT37	-2.58788728124	-9.70925	3.2745	light
Coprobacter fastidiosus NSB1-A0A495VKW6	-2.58788728124	-9.70925	3.2745	light
Kaustia mangrovi-A0A7S8C423	-2.71762974718501	-9.97086	3.97778	light
Paenibacillus endophyticus-A0A7W5GDL0	-2.606334068615	-10.0367	3.77654	light
Clostridium baratii-A0A174TVW7	1.4125533160205	-2.51782	5.05869	light
Lactobacillus johnsonii N6.2-A0A7D9N467	-2.10654432295	-9.84191	6.22241	light
Blautia obeum-A0A414EJM8	0.2486078450085	-0.989099	1.39513	light
Kurthia sibirica-A0A2U3ALG5	-2.7732810316674	-10.3495	4.3932	light
Bacillus licheniformis CG-B52-T5H9U6	-2.595251688475	-10.4023	3.49137	light
Streptococcus hyointestinalis-A0A380KCK5	-4.235848882125	-9.66786	0.61557	light
Blautia luti DSM 14534-A0A844GMP2	1.0153434032	-1.40165	3.40347	light
Natronoflexus pectinivorans-A0A4R2GC04	-2.574683781131	-9.22499	3.94808	light
[Clostridium] citroniae WAL-19142-A0A0J9C348	0.363945083475499	-0.768235	1.54748	light
Enterococcus casseliflavus ATCC 12755-F0EMQ9	-2.594148612625	-9.68964	3.89614	light
Trichococcus collinsii-A0A143Z5L8	-2.70029293281499	-9.93236	4.10534	light
Anaerotruncus sp. CAG:528-R5XC26	1.30678323278	-2.16774	5.71481	light
Bacteroides intestinalis CAG:315-R7DP25	-3.93965388310651	-10.3388	1.5227	light
Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)-A0A2J0T0Z6	-2.6844100013535	-9.83493	4.49291	light
Rhodococcus gordoniae-A0A379M0X4	1.624437553265	-2.23662	6.05228	light
[Ruminococcus] gnavus CC55_001C-A0A829NL13	0.577764104047499	-0.92192	1.93432	light
Weissella koreensis-A0A7H1MMK5	-4.00880550723001	-9.83865	1.57613	light
Blautia wexlerae-A0A564WVE5	0.4795199734445	-1.49649	2.26132	light
Roseburia sp. CAG:182-R7QYW0	0.651652885804999	-0.316063	1.63615	light
Mediterraneibacter butyricigenes-A0A391PBX0	-0.875856620280001	-3.58056	1.91716	light
Limosilactobacillus coleohominis DSM 14060-A0A0R2BYW1	-2.637265322814	-11.3255	3.67828	light
Actinophytocola algeriensis-A0A7W7QBI2	-2.6235469538715	-9.69411	3.94073	light
Clostridium sp. CAG:245-R6BF43	0.954176011582	0.0252753	1.87533	light
Alistipes sp. CAG:29-R6XP32	-2.58788728124	-9.70925	3.2745	light
Liquorilactobacillus nagelii DSM 13675-A0A0R1Q8Y3	-2.61546213672	-10.8339	5.93043	light
Limosilactobacillus mucosae (Lactobacillus mucosae)-A0A508YME0	-2.786752742765	-10.6499	4.08633	light
Dysgonomonas macrotermitis-A0A1M4ZCU4	-2.5792840243125	-9.67602	3.80844	light
Clostridium sp. CAG:265-R6KMG9	-2.5124012583145	-10.9621	5.03617	light
Levilactobacillus brevis (Lactobacillus brevis)-A0A2A3TX05	1.723722750525	-3.19681	6.69994	light
Faecalibacillus intestinalis-A0A7I8DX34	2.81325313636	-0.418346	6.22929	light
Lactobacillus johnsonii-A0A4Z0GFP0	-2.4651924132094	-9.90295	5.0269	light
Coprobacter fastidiosus-A0A316RG35	-2.49346099474	-9.8991	4.26684	light
Providencia burhodogranariea DSM 19968-K8X631	-2.58066981405249	-10.7658	3.31119	light
Stecheria intestinalis-A0A7X2NRG6	-2.6780568425175	-10.276	3.54159	light
Ruminococcus bromii-A0A413QBW3	0.7278567532335	-0.95421	2.49043	light
Blautia sp. CAG:37-R7JVZ2	-0.07710744904	-2.11968	1.79871	light
Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / NCTC 9343 / Onslow)-A0A380YQX0	-2.6030361841605	-10.3375	4.60347	light
Ruminococcus sp. CAG:353-R7KX66	0.00557777242349995	-1.44928	1.67451	light
Roseburia intestinalis CAG:13-R6BUS3	1.041835586409	-0.874656	3.50026	light
Candidatus Amulumruptor caecigallinarius-A0A921E8E0	-2.713643456985	-9.79272	3.87133	light
Bacteroides reticulotermitis-A0A840D2U7	-2.7083299827595	-9.82866	4.13247	light
Paucilactobacillus vaccinostercus DSM 20634-A0A0R2A395	-2.6877815743277	-9.44342	4.0162	light
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8BFG3	-2.49346099474	-9.8991	4.26684	light
Moorena bouillonii PNG-A0A0H4TMU8	-2.71762974718501	-9.97086	3.97778	light
Parabacteroides merdae-A0A3R6EW93	-2.475509918995	-9.56028	4.05192	light
Clostridium sp. CAG:964-R6UAF5	0.27947201758465	-0.605828	1.32065	light
Staphylococcus edaphicus-A0A2C6VE52	-1.276640340565	-4.2971	1.71525	light
Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)-Q65D34	-2.595251688475	-10.4023	3.49137	light
Streptococcus infantarius-A0A380KNN4	-2.6367869070305	-8.80359	4.34698	light
Clostridium innocuum-A0A3E2VTU2	-0.00747492072049998	-1.22079	1.22839	light
Listeria monocytogenes FSL F2-208-A0A0E1Y3I4	1.39138845946901	-2.42657	5.82639	light
Lactobacillus gasseri (strain ATCC 33323 / DSM 20243 / BCRC 14619 / CIP 102991 / JCM 1131 / KCTC 3163 / NCIMB 11718 / NCTC 13722 / AM63)-A0A1V0FWZ3	-2.6250023446655	-10.6096	4.42173	light
Roseburia inulinivorans-A0A412BKW2	-2.862516539805	-10.8778	3.41071	light
Bacteroides nordii-A0A413VVQ6	-2.6030361841605	-10.3375	4.60347	light
Clostridium sp. CAG:221-R6FTQ3	-2.2327839358955	-10.8397	5.58345	light
Lactobacillus paragasseri-A0A2Z6PSU9	-2.00553634857	-9.80019	5.53746	light
Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)-A0A4S2D4H9	-2.6844100013535	-9.83493	4.49291	light
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A2N5WFR0	-0.550848129636	-3.18472	2.29999	light
Limosilactobacillus mucosae (Lactobacillus mucosae)-A0A938YVH5	-2.593169726205	-8.97444	3.59672	light
Ruminiclostridium cellobioparum subsp. termitidis CT1112-S0FQ07	0.457212214213	-0.320952	1.23196	light
Parabacteroides merdae ATCC 43184-A7AAN1	-2.55279195151	-10.1626	3.60196	light
Lactiplantibacillus plantarum (Lactobacillus plantarum)-Q2MJN5	-2.75515629663	-9.63882	3.41856	light
Flammeovirga aprica JL-4-A0A7X9RUG2	-2.606334068615	-10.0367	3.77654	light
Bacteroides xylanisolvens-A0A3E4NB65	-2.9183755014995	-10.6975	3.27029	light
Ruminococcus sp. CAG:382-R6WC25	-2.6254352421	-9.48789	3.95093	light
Mycolicibacter kumamotonensis-A0A1X0EAP7	-2.72311323458	-8.85948	4.54233	light
Dysgonomonas alginatilytica-A0A2V3PJC3	-2.69706101016001	-9.53227	4.24981	light
Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / LMG 7858 / VKM B-1802 / 2st14)-E1QI79	-2.69765334742	-10.1774	2.87788	light
Lactobacillus bombicola-A0A396SZ37	-2.65281248539999	-9.68167	3.69365	light
Listeria monocytogenes serotype 4b str. LL195-A0A0E1R9M7	1.28843823504	-2.86144	6.17129	light
Acinetobacter baumannii-A0A090B4Y9	-2.455065170855	-10.4729	4.92657	light
Tropicimonas sediminicola-A0A239MDN0	-2.469112567205	-9.75568	4.08143	light
Roseburia intestinalis-A0A3R6DN67	0.708432348804999	-0.815744	2.43953	light
Lactobacillus amylovorus DSM 16698-A0A0R2KBY6	-3.60590078798	-9.74102	1.83952	light
Vibrio cholerae serotype O1 (strain M66-2)-C3LWE1	-2.367757638224	-9.32776	4.0946	light
Waltera intestinalis-A0A6L5YJV9	0.0325126881734999	-1.04883	1.0049	light
Prevotella ruminicola (Bacteroides ruminicola)-A0A928BVX3	-2.50967139793	-10.2145	3.60002	light
Anaerostipes butyraticus-A0A916VDJ9	-0.893249223546498	-3.36844	1.91131	light
Bacillus cereus-A0A329FB11	-2.650052684925	-9.02855	4.12196	light
Legionella nautarum-A0A0W0WVF4	2.292104403285	-3.52606	7.23348	light
Coprobacillus sp. CAG:235-R5QNZ1	1.50954400032	-2.13933	5.32749	light
Acinetobacter baumannii-A0A8I0FA78	-2.455065170855	-10.4729	4.92657	light
Bacillus thuringiensis serovar pingluonsis-A0A243BAG4	-2.6030361841605	-10.3375	4.60347	light
Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)-A0A6P2JFE6	-2.91274844088999	-11.1521	3.943	light
Lactobacillus johnsonii ATCC 33200-C2E3X0	-2.2562905903225	-9.83995	5.02974	light
Lactococcus cremoris subsp. cremoris GE214-A0A084A9C1	-0.476997797610001	-3.76576	2.64166	light
Morganella morganii (Proteus morganii)-A0A8I0Q0T5	-5.48735667149999	-10.532	-1.28963	light
Rhodococcus erythropolis (Arthrobacter picolinophilus)-A0A8I0ZXJ1	-2.72311323458	-8.85948	4.54233	light
Robinsoniella peoriensis-A0A4U8Q543	-1.7334225583955	-4.35402	0.731085	light
Enterococcus raffinosus-A0A1L8WSY6	0.5395239519945	-1.79859	2.78353	light
Lysinibacillus mangiferihumi-A0A4V5TPP4	-2.73008133527349	-9.99014	4.20799	light
Enterococcus faecium (Streptococcus faecium)-A0A2S7MA35	-2.505587987205	-9.61263	3.9375	light
Acutalibacter muris-A0A1Z2XM94	0.545121856264	-0.717904	2.16082	light
Mordavella massiliensis-A0A938XF07	-0.306575372705001	-3.13647	2.33307	light
Clostridium sp. CAG:149-R5M9U6	-1.01259961194	-2.64723	0.636524	light
Lactobacillus johnsonii ATCC 33200-C2E6V6	-2.4651924132094	-9.90295	5.0269	light
Lysinibacillus sphaericus (Bacillus sphaericus)-A0A2S5D0U8	-2.73008133527349	-9.99014	4.20799	light
Duncaniella dubosii-A0A4P7W0Z6	-4.00770023148	-10.1017	1.09123	light
Butyricimonas virosa-A0A412WUG3	-2.9183755014995	-10.6975	3.27029	light
Thermotomaculum hydrothermale-A0A7R6PTT4	-2.303291149315	-9.3967	4.23709	light
[Collinsella] massiliensis-A0A1Y3XV55	-0.33661779824	-1.96937	1.1658	light
Okeania hirsuta-A0A3N6QD50	1.421575582341	-2.65116	5.66266	light
Stenotrophomonas rhizophila-A0A7V7YET2	-2.68907785889	-9.84312	3.90699	light
Mycolicibacter terrae-A0A1X2DR10	-2.90553335266	-10.7469	3.14888	light
Coprococcus eutactus-A0A174D5Q4	0.370521224302685	-0.729724	1.4976	light
Ruminococcus bromii-A0A412DXH9	0.889786692405001	-0.481781	2.15412	light
Faecalitalea cylindroides T2-87-D4JFU4	-3.90117652233	-10.289	1.28379	light
Listeria aquatica FSL S10-1188-W7AUZ3	-2.6030361841605	-10.3375	4.60347	light
Echinicola soli-A0A514CLE2	-2.517495263087	-9.44039	4.05199	light
Listeria monocytogenes-A0A464JFN5	-2.5556078485945	-9.6131	3.42428	light
[Clostridium] citroniae WAL-17108-G5HTY0	0.2588124600265	-1.19638	1.533	light
Dysgonomonas mossii DSM 22836-F8X1R6	-2.84894315809001	-10.8387	3.95721	light
Planococcus rifietoensis-A0A0U2XG82	-2.654539854865	-10.2163	3.15063	light
Enterococcus casseliflavus (Enterococcus flavescens)-A0A941GQQ8	-2.4855212699895	-9.19511	3.80372	light
Lactobacillus paragasseri-A0A8E3UTK9	-2.00553634857	-9.80019	5.53746	light
Listeria monocytogenes-A0A3T2I1S1	-2.68716113189	-9.43234	3.95838	light
Anaerorhabdus furcosa-A0A1T4M4E3	-2.879362097275	-10.4672	4.75255	light
Boudabousia tangfeifanii-A0A1D9MHY5	-2.844439689975	-9.71426	4.12006	light
Lactobacillus paragasseri-A0A2Z6PMH3	-2.4651924132094	-9.90295	5.0269	light
Lactobacillus helveticus (Lactobacillus suntoryeus)-A0A3S8S9W6	0.185125587875	-5.02495	6.30824	light
Deinococcus marmoris-A0A1U7P4L8	-3.262868300049	-11.1819	3.42058	light
Enterococcus plantarum-A0A2W3YY20	-2.291259240925	-9.44039	4.36641	light
Qiania dongpingensis-A0A7G9G1L9	-2.49574686863	-9.39926	4.28996	light
Enterococcus casseliflavus (Enterococcus flavescens)-A0A1V8ZND8	-2.73008133527349	-9.99014	4.20799	light
Absicoccus porci-A0A3N0HX27	-2.86856111715	-10.2568	3.34001	light
Furfurilactobacillus rossiae DSM 15814-A0A0R1RAM9	-2.82050321105	-9.36556	4.26625	light
Bacillus atrophaeus (strain 1942)-A0A0H3E5D0	-2.784683838666	-10.0259	4.61253	light
Blautia luti-A0A564W7Z7	-0.229076083425	-2.92721	2.74707	light
Francisella hispaniensis FSC454-A0A153JI00	-2.792017977155	-10.5782	3.74788	light
Clostridium neonatale-A0A2A7MFV8	-2.2327839358955	-10.8397	5.58345	light
Listeria monocytogenes-A0A5L2H2U9	-2.546588115963	-9.5174	4.22445	light
Limosilactobacillus mucosae LM1-A0A0D4CMX6	-2.593169726205	-8.97444	3.59672	light
Aquella oligotrophica-A0A2I7N8C7	3.81668245355001	-0.420432	8.55928	light
Enterococcus durans-A0A377KM70	2.952045376165	-0.264768	6.3769	light
Muribaculum gordoncarteri-A0A4P7VQQ5	-3.20974574585	-5.52185	-0.866226	light
Tuwongella immobilis-A0A6C2YKI8	1.789256141365	-2.50685	6.07828	light
Collinsella tanakaei YIT 12063-G1WLB3	-3.90934808092299	-10.2476	1.62037	light
Enterococcus faecium (strain ATCC BAA-472 / TX0016 / DO)-Q3Y203	-3.93963023574005	-10.3057	1.7922	light
Enterococcus casseliflavus (Enterococcus flavescens)-A0A6A9QVZ8	-2.84085227245999	-9.46034	4.51661	light
Streptococcus lutetiensis-A0A2X3WD56	1.51544964778	-2.66849	6.12257	light
Acinetobacter nosocomialis-A0A5Q0RRC9	-2.455065170855	-10.4729	4.92657	light
Lactococcus lactis subsp. lactis bv. diacetylactis-A0A5D4GF29	-3.83087690466	-10.4128	1.49943	light
Rhodococcus coprophilus-A0A2X4WRG1	-2.516276765035	-10.4135	4.01882	light
Vibrio thalassae-A0A240ENI4	-3.69088735126499	-10.2323	1.82888	light
Dubosiella newyorkensis-A0A1U7NKD7	1.42732571576	-1.29641	3.86775	light
Ligilactobacillus salivarius str. Ren-A0A0F7Q0L6	-2.7083299827595	-9.82866	4.13247	light
Lactobacillus johnsonii-A0A4Y9IC69	-2.10654432295	-9.84191	6.22241	light
Bianquea renquensis-A0A926DVY3	0.3244505272825	-0.490343	1.14127	light
Mediterraneibacter butyricigenes-A0A391P959	-2.78102684539	-9.44655	4.07201	light
Roseburia intestinalis-A0A173W138	0.794101373831	-0.615525	2.26843	light
Lactobacillus johnsonii-A0A6B9HX44	-2.00553634857	-9.80019	5.53746	light
Vibrio tarriae-A0A366ABI8	-2.78835160401	-9.84607	3.86649	light
Bacteroides clarus-A0A412XVL7	-2.6030361841605	-10.3375	4.60347	light
Ruminococcus sp. CAG:563-R6DY54	0.270051855037001	-0.639694	1.07543	light
Lactobacillus johnsonii-A0A4Z0GA50	-2.10654432295	-9.84191	6.22241	light
Roseibium aquae-A0A916TGJ4	1.7382106629	-3.10907	6.02494	light
Coprococcus eutactus ATCC 27759-A8SVL9	0.0194997385175	-0.963033	0.967165	light
Mycolicibacter hiberniae-A0A7I7X5J4	-3.84053600224	-11.0746	1.93755	light
Metalysinibacillus jejuensis-A0A921NCW1	-2.73242726007	-9.22711	4.11923	light
Coprobacter secundus subsp. similis-A0A7G1HSM7	-2.650118762805	-9.48464	3.88073	light
Kitasatospora setae (strain ATCC 33774 / DSM 43861 / JCM 3304 / KCC A-0304 / NBRC 14216 / KM-6054) (Streptomyces setae)-E4N7A8	0.383193682863499	-2.96131	3.47868	light
Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)-A8RN92	1.1230633944735	-1.05665	3.2691	light
Lactococcus lactis subsp. cremoris (Streptococcus cremoris)-A0A6I2HU76	-3.66959863463	-10.9656	2.18458	light
Rhodopseudomonas palustris (strain BisB18)-Q211I4	-2.9183755014995	-10.6975	3.27029	light
Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) (Anacystis nidulans)-A0A0H3K4Q3	-2.465776272525	-9.8681	4.34583	light
Enterocloster bolteae-A0A412YWB1	1.1909459093983	-2.82928	5.24599	light
Kineothrix alysoides-A0A4R1R168	0.452683792737	-2.55762	3.76265	light
Ligilactobacillus ruminis DSM 20403 = NBRC 102161-A0A1I2RXD4	-2.34822200326	-9.25645	3.54558	light
Listeria innocua-A0A660JJD9	-2.730150266085	-9.49818	3.78399	light
Prevotella sp. CAG:873-R7IZ25	-4.3876135153755	-9.75789	0.83935	light
Listeria monocytogenes serotype 1/2b-A0A4B9HRG2	-2.76277796342805	-10.0054	3.90681	light
Paracoccus haematequi-A0A3S4DTY8	-2.72311323458	-8.85948	4.54233	light
Lactiplantibacillus plantarum ZJ316-A0A806IB67	-2.75515629663	-9.63882	3.41856	light
Lactococcus lactis subsp. lactis bv. diacetylactis-A0A5D4GBL5	-1.2912226986	-4.19195	1.06109	light
Pseudoalteromonas neustonica-A0A558IYV0	-2.517495263087	-9.44039	4.05199	light
Aliidiomarina halalkaliphila-A0A552X1H7	-2.61115557352	-9.22855	3.93374	light
Parabacteroides merdae-A0A3R6B5V0	-2.475509918995	-9.56028	4.05192	light
Lactiplantibacillus plantarum (Lactobacillus plantarum)-B9V401	-2.71301983161	-10.6575	3.63836	light
Wujia chipingensis-A0A7G9FK20	0.878907535868341	-0.830478	2.50883	light
Lactobacillus gasseri-A0A8A4V1Q4	-2.6250023446655	-10.6096	4.42173	light
Stenotrophomonas maltophilia (strain R551-3)-B4STM5	-2.725183249975	-9.33975	4.49619	light
Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis-A0A540X229	-2.594148612625	-9.68964	3.89614	light
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8BWL4	-3.561787061219	-10.2094	1.95906	light
Bacteroides clarus-A0A1Y4K2A7	-3.029529433095	-10.6394	3.69437	light
Alistipes sp. CAG:157-R5W6Y6	-3.90381332093499	-10.5381	1.30197	light
Peptacetobacter hominis-A0A544QWM9	-2.78605438141	-9.50755	3.80866	light
Enterococcus thailandicus-A0A179ETF2	-2.6030361841605	-10.3375	4.60347	light
Roseburia inulinivorans-A0A173SJ73	0.903351064141151	-0.465111	2.27201	light
Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)-Q9KL70	-2.367757638224	-9.32776	4.0946	light
Clostridium sp. CAG:632-R5K9B3	0.198410879642	-0.98056	1.42943	light
Lyngbya majuscula-Q6E7I9	-2.819285759075	-9.79281	3.72355	light
Ruminiclostridium hungatei (Clostridium hungatei)-A0A1V4SJB4	0.3385848291455	-0.467335	1.14883	light
Dethiosulfovibrio peptidovorans DSM 11002-D2Z6H8	-2.852883197592	-10.5901	3.22693	light
Kaistia soli DSM 19436-A0A1M5PCS7	-3.561787061219	-10.2094	1.95906	light
Enterococcus columbae DSM 7374 = ATCC 51263-S1NFJ1	-2.506569486965	-9.42186	3.82113	light
Ectothiorhodospira marina-A0A1H7NAG3	-2.7598142020685	-9.58943	3.79635	light
Lactococcus cremoris subsp. cremoris KW2-T2F5W1	-0.476997797610001	-3.76576	2.64166	light
Roseburia faecis-A0A0M6WH75	0.74674459924	-0.63602	2.15289	light
Proteiniclasticum ruminis-A0A1I5B965	-2.52151583001	-10.4494	4.13364	light
Clostridium paraputrificum-A0A174DZS1	-2.214304521925	-9.52743	4.72254	light
Bullifex porci-A0A7X2PDY7	-4.5790485103	-10.4662	0.580537	light
Mariniphaga anaerophila-A0A831PPV1	-1.15756366777	-4.01386	1.25704	light
Subdoligranulum variabile-A0A943D9G3	0.432219230839001	-1.39768	2.32702	light
Bacteroides uniformis dnLKV2-R9HS41	-0.1510439193465	-3.23248	2.50706	light
Ligilactobacillus aviarius-A0A179C596	-2.47502660116499	-10.4814	3.94805	light
Clostridium perfringens B str. ATCC 3626-B1R9T6	-2.793130502915	-9.68481	3.43768	light
Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)-A0A2J0SXB2	-2.725183249975	-9.33975	4.49619	light
Shimia aestuarii-A0A1I4IQG9	-2.7129829859	-10.3401	4.39781	light
Lactococcus cremoris subsp. tructae-A0A2A5SW08	-0.476997797610001	-3.76576	2.64166	light
Staphylococcus equorum-A0A1E5TNV5	-0.2224154423655	-3.5451	3.02373	light
Natranaerovirga pectinivora-A0A4R3MJ10	-2.77383841818499	-9.46396	3.4464	light
Enterococcus cecorum-A0A1Y4QZK8	-2.795876685125	-9.72202	4.02657	light
Roseburia sp. CAG:309-R6ZXB8	2.465536898215	-0.756463	6.26805	light
Azorhizobium oxalatiphilum-A0A917BYZ0	-2.776758186465	-10.2239	3.88661	light
Hyunsoonleella flava-A0A4Q9FCU2	-2.675970047445	-10.1698	3.54732	light
Lachnospira eligens-A0A413YQ76	-2.44304328035	-8.87582	4.14718	light
Listeria monocytogenes-A0A1D2IZY6	2.258276579064	-1.29665	5.9989	light
Enterococcus casseliflavus (Enterococcus flavescens)-A0A494SMF7	-4.06364600762	-11.0711	0.928815	light
Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)-A6L8X0	-2.77579744643999	-9.6577	4.24244	light
Dubosiella newyorkensis-A0A1U7NP31	0.706632386549999	-1.3633	3.0829	light
Amedibacillus dolichus DSM 3991-A8RCC5	0.543867776332501	-1.03332	2.09277	dark
Christensenella minuta-A0A136Q5V1	0.7977006673685	-0.194344	1.95091	dark
Clostridium sp. CAG:448-R6SY59	-2.65576964281	-10.0891	4.06091	dark
Enterococcus faecalis T2-C7CXJ5	-4.39172756373001	-10.3571	0.628584	dark
Clostridium sp. CAG:149-R5M9U6	0.6890668508375	-0.986192	2.45883	dark
Clostridium sp. CAG:221-R6G3A9	-0.380733176100999	-3.21529	2.34252	dark
Levilactobacillus acidifarinae DSM 19394-A0A0R1LEE3	2.3180430466025	-2.50015	7.5892	dark
[Clostridium] clostridioforme 90A6-R0B824	1.142565419745	-0.935333	3.14509	dark
Intestinimonas butyriciproducens-A0A2U1CCX5	1.1849372652995	-2.39466	5.63711	dark
[Clostridium] methylpentosum DSM 5476-C0EDC4	0.263086091743	-1.02063	1.62561	dark
Enterococcus hirae-A0A838ZNL6	-2.88468460923	-10.4085	3.34383	dark
Lactiplantibacillus plantarum (Lactobacillus plantarum)-B9V0U3	-2.36192124279	-9.63078	4.60706	dark
Lachnospira eligens-A0A414D7P3	1.553059549365	-0.244449	3.50727	dark
Enterococcus faecium TX0133a01-A0A828QET5	-2.477010578225	-9.55708	4.3177	dark
Aquella oligotrophica-A0A2I7N8C7	-0.247888359160499	-3.40339	3.18683	dark
Enterococcus hirae-A0A7Z9DKE4	-2.488629058875	-8.93995	3.77684	dark
Ligilactobacillus salivarius-A0A1V9R776	-2.571418095735	-9.94325	4.86487	dark
Aeromicrobium chenweiae-A0A2S0WQ29	-2.257980544725	-10.2131	4.86156	dark
Gimesia maris-A0A3D3R083	-2.50973689433099	-9.36008	4.72938	dark
Mediterraneibacter butyricigenes-A0A391PBX0	2.7524509790765	-0.373389	5.85346	dark
Faecalibaculum rodentium-A0A1Q9YLM7	-5.31452168050002	-10.4233	-0.888304	dark
Morganella morganii (Proteus morganii)-A0A7U0APP2	-2.7501794345665	-10.2602	4.18572	dark
Butyrivibrio proteoclasticus-A0A1I5TMJ1	-0.1050258267975	-1.21474	0.996733	dark
Lactobacillus bombicola-A0A1I1SYU2	-2.51511703322199	-10.3928	3.28483	dark
Listeria monocytogenes serotype 1/2a (strain 10403S)-A0A0H3GEE9	-0.975088557017001	-3.89852	1.50841	dark
Sharpea azabuensis-A0A1H6T0E8	1.058051760795	-0.527637	2.73758	dark
Bacteroides uniformis-A0A139K753	-5.15432927240501	-10.733	-0.567023	dark
Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)-A8RLG2	-3.96506857475	-9.71665	1.20559	dark
Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41)-Q4A0U7	-3.50887481598	-10.9445	2.25022	dark
Vibrio splendidus (strain 12B01)-A3UPW3	-3.63364908265	-10.0205	2.12879	dark
Sphingopyxis indica-A0A239EHW9	-2.575342073445	-10.2552	4.60869	dark
Lactobacillus johnsonii-A0A7U9RN19	-4.66413487384751	-10.0349	0.224046	dark
Streptococcus equinus (Streptococcus bovis)-A0A6I6IA83	-2.571418095735	-9.94325	4.86487	dark
Ruminococcus gnavus-A0A2N5PBH7	-3.852278559615	-9.79774	1.48493	dark
Mycolicibacillus trivialis-A0A1X2EIY6	-2.5577259272	-10.1842	3.55314	dark
Listeria ivanovii (strain ATCC BAA-678 / PAM 55)-G2ZBL9	-0.2590762802885	-3.1606	2.62745	dark
Enterococcus faecium (Streptococcus faecium)-A0A8B2RPQ9	-2.64962428940499	-10.2515	4.15997	dark
Clostridium neonatale-A0A650M832	-0.766266945	-3.95393	2.2813	dark
Enterococcus gallinarum-A0A0X8PQC8	-2.60565511563199	-10.5428	4.06796	dark
