name	ratio	min	max	phase
Bacteroides fragilis str. 3988T(B)14-A0A015TQQ9	-2.721852326695	-10.3642	3.72481	light
Rhodococcus ruber-A0A385HSQ6	0.682874866559999	-1.64236	2.92293	light
Alistipes timonensis JC136-A0A1H4DHP4	-2.8555971264	-9.49285	3.18808	light
Roseburia inulinivorans DSM 16841-C0FZJ2	-2.5338924606495	-9.16901	4.34035	light
Lactobacillus johnsonii-A0A7H9E0X0	-2.0033834318905	-8.7931	5.67845	light
Blautia obeum-A0A367G0I4	-0.106124612407	-3.12381	2.53953	light
Bacteroides uniformis-A0A173Y2R7	-0.269555242985	-3.05207	2.59695	light
Bacteroides fragilis HMW 615-K1G1Y1	-2.721852326695	-10.3642	3.72481	light
Lachnospira eligens-A0A174ZYD3	-2.462732197235	-10.8787	4.25066	light
Butyricimonas faecalis-A0A3S9VZT0	-2.721852326695	-10.3642	3.72481	light
Chitinophaga lutea-A0A3N4PH84	-2.677364845355	-9.42374	4.4445	light
Kaistia soli DSM 19436-A0A1M4UMD1	-2.56687833609	-10.2502	4.66497	light
Enterococcus casseliflavus (Enterococcus flavescens)-A0A377KXR4	-2.80502216255	-9.49058	4.06486	light
Limosilactobacillus pontis-A0A2J6NMJ5	-2.35562809703	-10.2951	6.19327	light
Anaerostipes hadrus-A0A174B5B8	0.054302729134	-2.12799	2.36129	light
Lactobacillus amylovorus-A0A3R6BUP9	-3.60590078798	-9.74102	1.83952	light
Lactococcus lactis subsp. lactis (strain KF147)-D2BLF2	-3.7752335910365	-9.60172	1.58423	light
Lactobacillus acidophilus-A5HKP3	-2.2562905903225	-9.83995	5.02974	light
Enhydrobacter aerosaccus-A0A1T4RBG9	3.81668245355001	-0.420432	8.55928	light
Lactobacillus johnsonii-A0A6B9HYK1	-2.4651924132094	-9.90295	5.0269	light
Enterococcus faecium SD3B-2-S4DXT0	-2.5076052659155	-9.95858	4.06105	light
Enterococcus hirae (strain ATCC 9790 / DSM 20160 / JCM 8729 / LMG 6399 / NBRC 3181 / NCIMB 6459 / NCDO 1258 / NCTC 12367 / WDCM 00089 / R)-I6T8Q1	-3.830320657095	-10.5344	1.19495	light
Dysgonomonas hofstadii-A0A840CXX1	-0.206155373895	-3.14074	2.64243	light
Anaerobutyricum hallii DSM 3353-C0ERS1	1.03295371949	-0.189257	2.326	light
Mycoplasma sp. CAG:956-R5MTH4	-4.17361787576	-10.3702	1.68828	light
Clostridium sp. CAG:221-R6G3A9	-0.1658692132775	-3.14617	2.58093	light
Vibrio maritimus-A0A090RUG7	2.513455990525	0.399937	4.83816	light
Simiaoa sunii-A0A7G9FZ05	0.179929659845	-0.782771	1.29537	light
Enterocloster aldenensis-A0A413VM04	-0.767695928080001	-2.18704	0.509395	light
Bacteroides xylanisolvens-A0A415FIM7	-2.607280046956	-9.65845	4.85764	light
Eisenbergiella tayi-A0A1E3UP10	-1.2111698745395	-2.83516	0.355419	light
Dolosicoccus paucivorans-A0A2N6SNI1	-2.3550506293	-9.95643	4.57803	light
Ligilactobacillus salivarius-C7AQW5	-2.7083299827595	-9.82866	4.13247	light
Streptococcus equinus (Streptococcus bovis)-A0A1G9IWK0	-2.486350528035	-9.94544	4.12998	light
Listeria monocytogenes-A0A5Z3FH04	2.26741515971	-1.08572	5.98894	light
Prevotella ruminicola (Bacteroides ruminicola)-A0A1H6KF00	-3.765764713285	-9.92516	1.93158	light
Prevotella sp. CAG:485-R7F4F7	-2.6670898681355	-5.33361	-0.56089	light
Polynucleobacter sphagniphilus-A0A1R0HGA2	-2.465776272525	-9.8681	4.34583	light
Enterococcus faecalis T2-C7CXJ5	1.516914641892	-2.59191	5.52074	light
Halolactibacillus alkaliphilus-A0A511X3D5	-2.516276765035	-10.4135	4.01882	light
Ruminococcus bromii-A0A412UR07	0.902914717625	-0.587174	2.08715	light
Enterococcus gallinarum-A0A366U9N1	1.391811198475	-2.62612	5.15325	light
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A1V0NI01	-3.83087690466	-10.4128	1.49943	light
Listeria monocytogenes serotype 1/2a (strain EGD / Mackaness)-A0A3Q0NGD6	2.16963976608	-0.929308	6.02031	light
Lactobacillus johnsonii-A0A4Z0GFA1	-2.4651924132094	-9.90295	5.0269	light
Rhodococcus erythropolis (Arthrobacter picolinophilus)-A0A401N1Q9	-2.72311323458	-8.85948	4.54233	light
Bacteroides intestinalis DSM 17393-B3CF59	-3.87384509837001	-9.84091	1.89092	light
Faecalitalea cylindroides ATCC 27803-U2QTL3	-3.90117652233	-10.289	1.28379	light
Ligilactobacillus animalis-A0A062X2Y1	-2.516276765035	-10.4135	4.01882	light
Prevotella sp. CAG:1031-R5AP11	-5.62017920466299	-10.9243	-0.914877	light
Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)-A0A6B8J2I5	-2.71301983161	-10.6575	3.63836	light
Vescimonas coprocola-A0A810PZM8	-2.24881848422	-9.39685	3.92148	light
Roseibaca calidilacus-A0A0P7YQE1	-2.516276765035	-10.4135	4.01882	light
Parabacteroides distasonis-A0A6I2NQ77	-2.56815612646	-9.73807	3.91502	light
Ligilactobacillus ruminis-A0A837IVR1	-2.34822200326	-9.25645	3.54558	light
Prevotella ruminicola (Bacteroides ruminicola)-A0A1H4A676	-2.49513266178	-9.18061	4.0941	light
Enterococcus alcedinis-A0A917JHP3	-2.433838105134	-9.12029	4.29798	light
Enterococcus cecorum-A0A366SM03	-2.795876685125	-9.72202	4.02657	light
Bullifex porci-A0A7X2TPQ1	-2.783007129455	-9.60461	3.81874	light
Lactobacillus paragasseri-A0A558K2U7	-2.4651924132094	-9.90295	5.0269	light
Virgisporangium aurantiacum-A0A8J3ZI13	-2.5239063361165	-9.30231	3.74173	light
Staphylococcus lugdunensis-A0A133Q044	3.4053246823055	-0.631885	8.39253	light
Luteimonas chenhongjianii-A0A290XIF4	-2.43665133212001	-10.2107	3.82229	light
Alistipes finegoldii CAG:68-R5UBG4	-2.58788728124	-9.70925	3.2745	light
Yersinia enterocolitica W22703-F4MU77	-2.90553335266	-10.7469	3.14888	light
Ruminococcus gnavus-A0A6N3GQG8	1.406910890665	-2.38581	5.22498	light
Ligilactobacillus salivarius-C7AQX4	-2.71762974718501	-9.97086	3.97778	light
Lactococcus garvieae-A0A098CP10	-2.58788728124	-9.70925	3.2745	light
Lactobacillus amylovorus DSM 16698-A0A0R2KYQ1	-2.4651924132094	-9.90295	5.0269	light
Criblamydia sequanensis CRIB-18-A0A090D114	-2.477974950715	-9.6404	4.3462	light
Proteus vulgaris-A0A6G6SNN6	-2.481784054175	-9.70318	4.30353	light
Anaerostipes hadrus DSM 3319-L1Q414	1.4082075229705	-2.26823	5.46038	light
[Ruminococcus] lactaris-A0A414P478	1.88171449275	0.434158	3.34497	light
Enterococcus faecium (strain ATCC BAA-472 / TX0016 / DO)-I3U2V6	-2.8247294994855	-10.2597	4.1133	light
Subdoligranulum variabile-A0A2V2FCR4	-2.6996945872505	-9.37294	4.12919	light
Enterococcus ratti-A0A1L8WSH7	-2.5584515387755	-10.3384	3.71536	light
Bacteroides fragilis str. 2-F-2 #4-A0A015Y9D3	-2.6030361841605	-10.3375	4.60347	light
Clostridium collagenovorans DSM 3089-A0A1M5SGJ7	-2.5281968599855	-9.67876	4.0588	light
Lactobacillus amylovorus-F0TF04	-2.6250023446655	-10.6096	4.42173	light
Tannerella sp. CAG:51-R7DJM9	-2.58788728124	-9.70925	3.2745	light
Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)-A0A0K0HAQ6	0.074656031435	-1.50698	1.80409	light
Listeria kieliensis-A0A3D8TVM5	-2.54933859786	-9.58351	4.444	light
Clostridium tertium-A0A6N3AZ83	-2.80591095945999	-10.1117	4.19937	light
Enterococcus faecalis TX4248-A0A125W9K2	1.516914641892	-2.59191	5.52074	light
Coprococcus sp. CAG:782-R5K0M8	0.877903025672501	-0.208192	2.00283	light
Oscillibacter hominis-A0A7G9B183	-0.202530916335	-2.8878	2.66006	light
Loigolactobacillus coryniformis-A0A1P8FCL4	-2.58066981405249	-10.7658	3.31119	light
Thiomicrospira aerophila AL3-W0DWL2	-2.595585346265	-10.0602	3.67091	light
Lactococcus lactis subsp. cremoris (Streptococcus cremoris)-A0A854XHE3	-0.408233822684	-4.37577	3.26174	light
Lactobacillus johnsonii (strain CNCM I-12250 / La1 / NCC 533)-Q74IV4	-2.4651924132094	-9.90295	5.0269	light
Clostridium sp. CAG:269-R7IT85	0.596217208235651	-0.363545	1.44491	light
Enterococcus faecium (Streptococcus faecium)-Q75N78	-2.721852326695	-10.3642	3.72481	light
Listeria monocytogenes-A0A0B8RFX6	1.43452381454	-3.12557	5.36941	light
Lactobacillus johnsonii-A0A137PLT1	-2.4651924132094	-9.90295	5.0269	light
Salmonella enterica (Salmonella choleraesuis)-A0A5T5PQK0	0.3699055766737	-1.21051	1.79753	light
Acinetobacter nosocomialis-A0A2T7FJJ8	-2.455065170855	-10.4729	4.92657	light
Dysgonomonas mossii DSM 22836-F8WX71	-3.87355344475	-9.5976	1.69389	light
Roseburia inulinivorans-A0A0M6X0D7	-2.531187930115	-9.70251	3.958	light
Sphingopyxis indica-A0A239EHW9	-2.6878713371204	-9.52746	3.87609	light
Lactococcus lactis subsp. lactis A12-S6FT47	-1.382249667354	-4.04542	1.13694	light
Monoglobus pectinilyticus-A0A2K9P2K8	-2.603292253335	-9.77538	4.38882	light
Aeromicrobium chenweiae-A0A2S0WQ29	1.47283481204855	-2.17998	5.42934	light
Anaerostipes hadrus DSM 3319-L1QBV1	0.6841969242615	-0.812648	2.42377	light
Yersinia frederiksenii-A0A209B0V9	-2.71301983161	-10.6575	3.63836	light
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8EV60	-2.49346099474	-9.8991	4.26684	light
Blautia hydrogenotrophica CAG:147-R5BYX0	-2.819371985895	-10.6507	3.18806	light
Enterocloster bolteae-A0A414AWR8	-1.6523466685875	-3.78964	0.513523	light
Lactiplantibacillus plantarum (Lactobacillus plantarum)-A0A0R2G1E1	-2.481784054175	-9.70318	4.30353	light
Gimesia algae-A0A517VGW4	-2.67108372125	-10.0781	4.02683	light
Paracoccus denitrificans (strain Pd 1222)-A1B0H8	-2.71301983161	-10.6575	3.63836	light
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A837SSV6	0.1770465568545	-3.51924	4.16341	light
Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)-Q5NFV9	-2.470502615701	-8.94902	4.67855	light
Yersinia intermedia-A0A0H5LXP1	-2.64520515006	-10.0513	3.34153	light
Roseburia intestinalis-A0A6N3DS46	0.52122567417555	-0.968363	1.96469	light
Lactobacillus gasseri DSM 14869-A0A249NMX6	-2.0033834318905	-8.7931	5.67845	light
Lysinibacillus sphaericus (Bacillus sphaericus)-A0A2S0K147	-2.73008133527349	-9.99014	4.20799	light
Rhodococcus pyridinivorans KG-16-A0A0V9UQP6	-3.88378264555	-9.32558	1.92442	light
Roseburia intestinalis XB6B4-D4L243	-2.761722371593	-10.2443	4.11315	light
Lactobacillus johnsonii (strain FI9785)-D0R4A5	-2.488028367215	-9.15463	3.81229	light
Lactobacillus paragasseri-A0A6B2G2K8	1.2377394671645	-4.35252	6.39285	light
Enterococcus faecalis EnGen0311-E2YTX6	1.516914641892	-2.59191	5.52074	light
Prescottella agglutinans-A0A3S3E8P7	-2.7083299827595	-9.82866	4.13247	light
[Clostridium] symbiosum ATCC 14940-U2D1P9	0.287420806892	-1.18871	1.83331	light
Caldithrix abyssi-A0A7V4TYY9	-2.49574686863	-9.39926	4.28996	light
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8DCI6	-2.49346099474	-9.8991	4.26684	light
Enterocloster asparagiformis-A0A943IDB3	0.22396610059	-2.13756	2.80441	light
NA	-2.73008133527349	-9.99014	4.20799	light
Anaerobutyricum soehngenii-A0A6N7Y5N2	0.2343429548	-1.03079	1.51875	light
Streptococcus chenjunshii-A0A372KJY6	-2.911788618225	-10.3889	3.24936	light
Natranaerovirga pectinivora-A0A4R3MNL5	-2.55856261413	-9.64499	3.5973	light
Bacteroides fragilis CAG:47-R6Z2M8	-2.721852326695	-10.3642	3.72481	light
Nonomuraea turkmeniaca-A0A5S4FDR5	-2.516276765035	-10.4135	4.01882	light
Lactococcus lactis subsp. lactis (strain KF147)-D2BQN6	0.00597801159999996	-4.88917	4.87627	light
Mediterraneibacter catenae-A0A5M9HZ00	-0.22514096614	-3.05272	2.7675	light
Salmonella enterica subsp. enterica serovar Stanley-A0A6D2BZG2	0.2222820605275	-0.825711	1.31185	light
Anaerobutyricum hallii-A0A415G6B1	0.868498676420499	-0.380542	2.24454	light
Entomomonas asaccharolytica-A0A974NI65	-2.517495263087	-9.44039	4.05199	light
Faecalicoccus pleomorphus-A0A7X9NIY8	-2.70610809674	-10.1371	3.37277	light
Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223-U6RPC2	-3.029529433095	-10.6394	3.69437	light
Enterococcus raffinosus ATCC 49464-R2PCI7	-2.9183755014995	-10.6975	3.27029	light
Mordavella massiliensis-A0A939BKC2	-1.058478028618	-3.69849	1.67326	light
Bacteroides uniformis-A0A1Y3V4S4	1.430549191463	-1.83281	5.83419	light
Leucobacter soli-A0A916JTG3	-2.49574686863	-9.39926	4.28996	light
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8DMM6	-0.408233822684	-4.37577	3.26174	light
Butyricimonas faecihominis-A0A7W6HXC2	-2.675970047445	-10.1698	3.54732	light
Enterocloster bolteae 90B8-R0B1Z5	1.289543227569	-2.73523	5.19144	light
Paucilactobacillus nenjiangensis-A0A5P1X3R2	-2.506569486965	-9.42186	3.82113	light
Enterococcus faecium (Streptococcus faecium)-A0A2G0E7P6	-2.516276765035	-10.4135	4.01882	light
Enterococcus cecorum DSM 20682 = ATCC 43198-S1RL15	-2.56347311552	-9.71679	4.30886	light
Rhodococcus rhodochrous-A0A385L813	-3.80642566645351	-9.92779	1.25092	light
Bacteroides cellulosilyticus-A0A6L3K245	-3.8877503772	-10.4519	1.25058	light
Bacteroides intestinalis-A0A414LLU8	-4.063083139312	-9.81526	1.42273	light
Lactobacillus helveticus CIRM-BIA 953-U4QLD9	-2.4937919014335	-9.32437	3.9999	light
Blautia obeum-A0A173ZET1	-0.0700954648275001	-1.80783	1.63843	light
Enterococcus durans-A0A377L5M0	2.51277529117	-0.629387	6.41608	light
Dysgonomonas gadei ATCC BAA-286-F5J1R6	-2.974089777745	-9.87912	2.81673	light
Pusillibacter faecalis-A0A810Q9E6	-4.46429240091	-10.0124	0.416402	light
Listeria aquatica-A0A841ZKD8	-2.6030361841605	-10.3375	4.60347	light
Enterococcus hirae-A0A366UK59	-2.60323410716	-9.95837	3.72138	light
Ruminococcus sp. CAG:57-R6U6R1	-2.7391924848189	-9.3734	4.22404	light
Lactobacillus johnsonii-A0A267MB76	-2.4651924132094	-9.90295	5.0269	light
Enterococcus casseliflavus (Enterococcus flavescens)-A0A415EY36	-2.367757638224	-9.32776	4.0946	light
Oscillibacter sp. CAG:155-R6TI72	-0.961928994174998	-3.61062	1.45383	light
Roseburia inulinivorans-A0A174BY25	-2.862516539805	-10.8778	3.41071	light
Yersinia hibernica-A0A481QJ15	-2.881398024895	-9.40857	3.87859	light
Bacteroides fragilis (strain 638R)-E1WWE5	-2.721852326695	-10.3642	3.72481	light
Bacteroides uniformis-A0A412XI38	-0.14866413837	-2.69266	2.73782	light
Lactococcus lactis-A0A3S3PBD4	-3.561787061219	-10.2094	1.95906	light
Ligilactobacillus salivarius-C7AQW7	-2.7083299827595	-9.82866	4.13247	light
Pegethrix bostrychoides GSE-TBD4-15B-A0A951PDW1	-3.267079807595	-10.8878	3.57922	light
Rhodococcus erythropolis (Arthrobacter picolinophilus)-A0A1F2PZT1	-2.72311323458	-8.85948	4.54233	light
Butyricimonas virosa-A0A415QCS3	-2.9183755014995	-10.6975	3.27029	light
[Ruminococcus] lactaris ATCC 29176-B5CMZ6	1.00013136001	0.124661	2.10184	light
Bacteroides thetaiotaomicron-A0A0P0ER20	-2.63371880710501	-10.0271	4.08064	light
Marvinbryantia formatexigens DSM 14469-C6LHK8	0.2858643710195	-0.637532	1.21164	light
Blautia obeum-A0A174EB34	0.7919763477599	-1.735	3.09958	light
Roseburia inulinivorans-A0A3R6CSJ4	0.51362779651455	-0.623423	1.61581	light
Streptococcus equinus (Streptococcus bovis)-A0A239RB68	-2.486350528035	-9.94544	4.12998	light
Lactococcus lactis subsp. cremoris (strain MG1363)-A2RL39	-0.476997797610001	-3.76576	2.64166	light
Ruminococcus callidus ATCC 27760-U2JZ29	0.1643414108115	-0.754827	1.11115	light
Lachnospira pectinoschiza-A0A174YG41	0.734739730399849	-0.636788	2.11519	light
Candidatus Burkholderia verschuerenii-A0A0L0MGY3	-2.53378479591	-9.84941	5.62672	light
Lactobacillus johnsonii-A0A346MTG1	-2.0033834318905	-8.7931	5.67845	light
Ligilactobacillus murinus-A0A4S2EC83	-2.516276765035	-10.4135	4.01882	light
Ligilactobacillus salivarius-C7AQX5	1.775390735855	-1.88925	6.50776	light
Yersinia enterocolitica (type O:2) str. YE3094/96-A0A7U7FY47	-2.557353085995	-9.18864	4.77534	light
Pseudomonas veronii 1YdBTEX2-A0A1D3JY86	-2.7083299827595	-9.82866	4.13247	light
Subtercola boreus-A0A3E0W342	-2.606334068615	-10.0367	3.77654	light
Enterocloster bolteae-A0A414ARR2	0.60148307635	-1.7374	3.11119	light
Streptococcus lutetiensis-A0A6N3AIT8	1.51544964778	-2.66849	6.12257	light
Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)-A0A246HQN6	-2.6844100013535	-9.83493	4.49291	light
Lactococcus lactis-A0A6B3RWE6	0.1617472815205	-3.68336	3.48518	light
Bacteroides cellulosilyticus-A0A108T443	-3.8601779601011	-9.93693	1.23	light
Alistipes communis-A0A3D3YKZ5	-2.6030361841605	-10.3375	4.60347	light
Gemmata massiliana-A0A6P2D239	-2.82066894332	-9.81197	3.99586	light
Blautia luti DSM 14534-A0A844GIR0	1.4082075229705	-2.26823	5.46038	light
Stenotrophomonas pavanii-A0A246KUS4	-2.6844100013535	-9.83493	4.49291	light
Roseburia inulinivorans DSM 16841-C0FVR9	-2.531187930115	-9.70251	3.958	light
Salmonella bongori-A0A7T8LFA8	0.074656031435	-1.50698	1.80409	light
Paraclostridium bifermentans ATCC 638 = DSM 14991-T4VSU6	-2.885775974395	-10.1807	4.30199	light
Intestinimonas butyriciproducens-A0A2U1CCX5	-3.87579244301	-9.68178	1.25162	light
Taibaiella soli-A0A2W2BFI7	-2.75515629663	-9.63882	3.41856	light
Enterocloster bolteae 90B8-R0A7S3	-2.291259240925	-9.44039	4.36641	light
Turicibacter sanguinis-A0A844JM52	-2.214304521925	-9.52743	4.72254	light
Lysinibacillus sphaericus (strain C3-41)-B1HQM9	-2.73008133527349	-9.99014	4.20799	light
Clostridium botulinum-A0A6B4QMN3	0.276359368385	-3.89815	4.86215	light
Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)-A0A6B8HFB9	-2.8876467480475	-10.6209	3.38666	light
Clostridium bolteae CAG:59-R5EWY1	0.200027857215	-1.05667	1.30942	light
Enterocloster citroniae-A0A3E2V1M5	1.35700155367	-2.38434	5.20713	light
Clostridium sp. CAG:58-R6RWB1	0.501436475048849	-0.198292	1.27389	light
Lactobacillus johnsonii-A0A267MDW7	-2.10654432295	-9.84191	6.22241	light
Qingrenia yutianensis-A0A926F916	0.225437338212	-1.10539	1.37373	light
Ruminococcus obeum CAG:39-R7D9J8	0.0299860932275	-1.39926	1.46269	light
Yersinia enterocolitica-A0A0H5G2A2	-2.564110420589	-9.77573	4.10911	light
Enterocloster aldenensis-A0A413WHK1	-1.0621865919735	-3.52736	1.56013	light
Blautia massiliensis-A0A6L8TEI6	1.4472066275095	-2.45014	5.63288	light
Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)-A8RH30	-2.6989795046285	-10.1108	3.52902	light
Enterococcus faecalis TX2141-A0A828QT36	1.516914641892	-2.59191	5.52074	light
Enterococcus faecium (Streptococcus faecium)-A0A1Y3J2A3	-4.43291062450999	-10.5142	0.666855	light
Sharpea porci-A0A844FU63	3.05805745666	-0.266746	6.00903	light
Bacillus wiedmannii-A0A0G8CJ06	-2.516276765035	-10.4135	4.01882	light
Bacteroides cellulosilyticus-A0A0P0FKS2	-3.78436642595999	-9.95432	1.02074	light
Telmatocola sphagniphila-A0A8E6EY90	-2.7588511338955	-9.8877	3.86063	light
Lactobacillus gasseri 224-1-D1YJ92	-2.6250023446655	-10.6096	4.42173	light
Lactobacillus johnsonii DPC 6026-F4ACA3	-2.4651924132094	-9.90295	5.0269	light
Christensenella hongkongensis-A0A0M2NIU1	0.4517624421	-0.856591	1.82171	light
Christensenella minuta-A0A136Q5V1	0.00980248135795001	-1.13729	1.23995	light
Aeromonas hydrophila subsp. hydrophila-A0A2R4TUH3	-2.481784054175	-9.70318	4.30353	light
Faecalitalea cylindroides-A0A1Y4LZA5	-3.90117652233	-10.289	1.28379	light
Lactiplantibacillus plantarum WJL-A0A837P1C7	-2.3709281749995	-9.45726	3.7179	light
Sanguibacteroides justesenii-A0A943WDJ6	-2.721852326695	-10.3642	3.72481	light
Ligilactobacillus salivarius-C7AQW4	-2.7083299827595	-9.82866	4.13247	light
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A5C5BN99	-3.83087690466	-10.4128	1.49943	light
Enterococcus durans-A0A367CF70	2.952045376165	-0.264768	6.3769	light
Bacteroides fragilis str. 3986 N(B)19-A0A015TQY4	-2.721852326695	-10.3642	3.72481	light
Parabacteroides distasonis-A0A3R6C8A6	-2.6897960118275	-9.99918	3.24748	light
Bacteroides fragilis-A0A412Y6K5	-2.792017977155	-10.5782	3.74788	light
Bacteroides uniformis-A0A4Q5EEB5	1.5471651846565	-2.19873	5.80595	light
Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)-Q8A8A8	-2.71840183774	-9.17698	4.46418	light
Clostridium perfringens-A0A2X2YEH4	-2.793130502915	-9.68481	3.43768	light
Listeria floridensis FSL S10-1187-W7BLC5	-2.342148022865	-10.0092	4.27362	light
Halothiobacillus neapolitanus (strain ATCC 23641 / c2) (Thiobacillus neapolitanus)-D0KWD7	-3.84053600224	-11.0746	1.93755	light
Blastochloris sulfoviridis-A0A5M6HWF3	-2.6844100013535	-9.83493	4.49291	light
Bacteroides uniformis-A0A412B9C4	1.4724697989315	-2.24699	5.26827	light
Zhenhengia yiwuensis-A0A926EME8	-2.57369242202	-9.26597	3.97501	light
Enterocloster bolteae-A0A414AWQ7	-1.31378460508	-3.86542	1.00509	light
[Clostridium] clostridioforme 90A7-N9XMW9	-0.12037209356107	-1.2475	0.941567	light
Bacteroides uniformis-A0A139K753	1.521374388431	-2.12374	5.37369	light
Blautia obeum-A0A174AW35	1.1638306012445	-1.03643	3.47164	light
Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)-A8RJ50	0.553192955713	-1.85952	2.88251	light
Blautia producta-A0A7G5MZB0	2.14957025549	-1.12746	5.32486	light
Flavonifractor plautii DSM 6740-A0A4R2LXF5	-0.248251237485	-3.09074	2.51275	light
Enterococcus faecalis EnGen0302-A0A0M2AE59	1.516914641892	-2.59191	5.52074	light
Clostridium carboxidivorans P7-C6PU30	0.267004567197049	-0.536075	1.05435	light
Lactiplantibacillus plantarum (Lactobacillus plantarum)-B5LVL5	-2.481784054175	-9.70318	4.30353	light
Clostridium sp. CAG:265-R6KW59	-0.3147332981235	-3.44851	2.56816	light
Xanthomonas citri pv. citri-A0A8I0HBV3	-2.46565772499001	-9.33209	4.5261	light
Roseomonas lacus-A0A917KZ24	-2.481784054175	-9.70318	4.30353	light
Bacteroides cellulosilyticus CAG:158-R6K8J5	-3.9901290259435	-10.121	1.31361	light
Lachnospira eligens-A0A174Z2R4	0.673229325856999	-1.70398	3.15032	light
Lactobacillus johnsonii-A0A4Y9IBX0	-2.4651924132094	-9.90295	5.0269	light
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A1V0P467	-3.83087690466	-10.4128	1.49943	light
Ligilactobacillus salivarius SMXD51-H7G1D2	2.5112136457249	-0.725085	6.32949	light
Vagococcus lutrae-A0A429ZEV8	-3.561787061219	-10.2094	1.95906	light
Micromonospora auratinigra-A0A1A8Z7M3	-2.7737867828315	-10.2117	3.20107	light
Butyricicoccus pullicaecorum 1.2-R8W4N1	-0.197180974918	-3.23157	2.87015	light
Clostridium sp. CAG:7-R5ILU6	0.4359661479745	-1.30341	2.16249	light
Maridesulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIMB 8403 / VKM B-1763) (Desulfovibrio salexigens)-C6BYK3	-2.49574686863	-9.39926	4.28996	light
[Clostridium] fimetarium-A0A1I0R1L4	-4.227847695945	-11.8445	2.28576	light
Lacrimispora saccharolytica (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) (Clostridium saccharolyticum)-D9R433	-2.7083299827595	-9.82866	4.13247	light
Lactobacillus acidophilus-B9V409	-2.6250023446655	-10.6096	4.42173	light
Lactobacillus johnsonii-A0A256MHW8	-2.4651924132094	-9.90295	5.0269	light
Paraburkholderia azotifigens-A0A5C6VDI9	-2.66053870308001	-9.03679	3.55296	light
Peptacetobacter hiranonis (strain DSM 13275 / JCM 10541 / KCTC 15199 / TO-931) (Clostridium hiranonis)-B6FXH3	2.45658557115	-0.853223	5.94995	light
Salmonella bongori-A0A3S4EL61	0.885593251626999	-0.638783	2.35775	light
Bacteroides fragilis CL07T12C05-A0A0E2AYI0	-3.029529433095	-10.6394	3.69437	light
Lysinibacillus pakistanensis-A0A5Q2NBM6	-2.650052684925	-9.02855	4.12196	light
Lysobacter gilvus-A0A7C9MNP3	-2.89322504311499	-9.80344	3.96799	light
Subdoligranulum variabile DSM 15176-D1PI43	-2.663439178155	-9.72756	3.90464	light
Blautia obeum ATCC 29174-A5ZM11	-0.950350341937001	-3.49952	1.74244	light
Alistipes onderdonkii-A0A5B3GWH8	-2.58788728124	-9.70925	3.2745	light
Anaerostipes hadrus-A0A174S307	0.791873290565002	-0.962912	2.46788	light
Lactococcus lactis subsp. lactis IO-1-H5T170	-3.9618032663615	-10.2877	1.43285	light
Roseburia sp. CAG:471-R7EGC2	0.404326476444	-0.315942	1.14731	light
Prevotella ruminicola (strain ATCC 19189 / JCM 8958 / 23)-D5ERX0	-3.960080171315	-9.81801	1.10919	light
Listeria monocytogenes serotype 1/2a (strain 10403S)-A0A0H3GEE9	2.16515740132245	-1.25706	5.7138	light
Enterococcus cecorum-A0A0H2Q3Y9	-2.56347311552	-9.71679	4.30886	light
Roseburia hominis (strain DSM 16839 / JCM 17582 / NCIMB 14029 / A2-183)-G2SYJ2	-0.0715691000889999	-1.0607	1.17078	light
Listeria monocytogenes-A0A5Y9DN57	-2.57046535192249	-9.58324	4.31988	light
Sporofaciens musculi-A0A7X3MIN2	-0.6745555260035	-2.39418	0.890915	light
Bacteroides fragilis-A0A5C6LD85	-2.721852326695	-10.3642	3.72481	light
Streptococcus pantholopis-A0A172Q6Y8	-2.783529311765	-9.971	3.97636	light
Lactobacillus gasseri SV-16A-US-A0A087QBK2	-2.00553634857	-9.80019	5.53746	light
Bacteroides xylanisolvens XB1A-D6D2E2	-2.607280046956	-9.65845	4.85764	light
