FeatureID	cFT13a	cFT13b	cFT17a	cFT17b	cFT21a	cFT21b	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c
PF01243.23	2	0	0	0	1	0	13	4	0	1	4	5	7	12	4
PF14480.9	2	1	6	11	13	1	10	13	6	9	8	7	22	23	10
PF11490.11	1	1	2	5	2	0	6	5	2	2	3	2	8	3	6
PF02811.22	6	12	15	34	30	7	67	53	35	57	44	30	62	89	36
PF00929.27	4	2	9	19	15	4	22	33	14	15	21	17	36	44	11
PF07733.15	7	8	17	35	32	8	41	49	32	45	43	29	48	72	29
PF17657.4	4	7	12	24	22	5	31	37	28	38	34	22	42	67	27
PF14579.9	4	7	11	24	22	5	31	37	27	36	32	22	41	67	27
PF02852.25	3	10	9	20	15	3	19	14	15	14	24	13	11	26	14
PF04073.18	2	2	4	2	0	0	12	4	3	12	3	5	8	15	11
PF02163.25	13	9	7	24	16	0	30	43	25	35	18	14	38	37	29
PF17820.4	5	3	4	16	9	2	24	32	28	19	8	7	20	38	21
PF02739.19	3	1	4	7	7	3	16	17	16	35	17	9	12	29	20
PF01367.23	3	1	4	7	6	3	16	17	16	35	18	9	12	30	20
PF00476.23	3	3	4	7	6	3	22	27	16	38	43	29	17	82	29
PF01527.23	2	3	1	12	2	0	14	12	8	18	23	13	27	19	6
PF00889.22	15	14	27	47	19	3	98	60	50	49	46	33	131	33	50
PF00318.23	18	16	16	44	30	11	83	59	47	57	65	59	131	41	70
PF00465.22	8	11	9	35	27	14	84	26	40	53	42	31	93	33	26
PF13180.9	8	8	7	17	12	0	25	32	16	23	12	14	29	25	19
PF05362.16	1	6	12	11	6	2	13	17	9	25	14	12	14	22	6
PF00342.22	8	13	16	42	36	12	115	31	49	90	38	28	83	34	30
PF10458.12	5	4	4	11	5	5	17	28	26	15	26	16	34	53	14
PF01938.23	2	2	3	7	3	0	10	12	10	12	3	12	23	25	15
PF05958.14	2	6	6	6	4	1	6	17	5	24	10	7	25	43	17
PF01418.20	5	5	9	13	6	2	7	9	5	9	7	4	13	15	5
PF01380.25	19	21	25	59	25	10	105	63	43	70	43	28	94	58	45
PF02673.21	0	1	0	2	3	0	15	1	5	1	2	2	16	12	1
PF13177.9	1	7	10	18	16	3	40	25	17	26	12	13	35	30	14
PF03951.22	2	4	8	12	5	1	135	19	14	58	16	12	17	25	20
PF00120.27	3	7	12	19	7	4	646	67	43	488	139	109	37	150	104
PF01330.24	0	0	1	1	0	0	7	3	5	3	0	1	3	2	8
PF14520.9	7	7	7	23	8	6	19	31	23	16	13	10	21	50	17
PF07499.16	0	0	1	1	0	0	7	3	5	3	0	1	3	2	8
PF01624.23	2	16	3	7	6	2	16	41	10	15	65	49	12	62	16
PF05188.20	1	1	1	7	3	1	14	22	9	11	11	5	9	21	7
PF05192.21	1	1	1	7	3	1	15	26	9	12	12	5	9	24	7
PF05190.21	1	1	1	7	3	1	14	22	9	12	12	5	9	21	7
PF00488.24	9	2	4	12	10	5	41	42	21	31	24	13	28	58	21
PF03446.18	0	0	2	0	0	0	5	1	1	4	1	0	1	4	1
PF14833.9	0	0	2	0	0	0	2	1	1	4	1	0	1	4	1
PF01925.22	0	0	0	0	1	0	8	1	4	1	9	5	6	5	4
PF00226.34	3	4	4	4	11	9	16	25	27	94	54	66	66	28	72
PF01556.21	3	2	2	3	8	8	12	20	23	84	51	63	65	17	66
PF00684.22	3	2	2	3	8	8	10	20	22	61	49	61	65	17	66
PF13537.9	0	3	1	12	8	11	251	52	24	182	58	35	31	67	32
PF00733.24	1	1	2	10	7	11	232	21	1	145	30	17	16	41	14
PF05257.19	0	1	7	2	3	0	9	21	45	26	68	34	34	74	30
PF13545.9	3	0	2	4	2	0	15	5	10	11	12	5	7	19	3
PF01869.23	6	2	9	17	13	0	62	46	25	23	20	17	72	55	25
PF09989.12	3	0	3	6	3	0	26	20	12	8	6	8	27	25	10
PF06050.16	7	10	6	44	36	10	49	28	13	46	16	17	78	45	20
PF00440.26	9	9	9	19	18	10	93	42	19	52	65	42	81	91	31
PF14278.9	0	0	1	2	0	0	13	3	1	2	3	6	6	7	0
PF17191.7	2	2	1	3	1	1	10	6	9	10	2	2	14	25	3
PF19833.2	2	2	1	3	1	1	10	6	9	18	2	3	14	25	3
PF09182.13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PF03764.21	94	161	155	440	262	84	570	407	360	534	364	250	676	291	300
PF06800.15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PF06962.15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF13167.9	5	4	1	10	0	2	4	13	10	16	6	7	6	27	6
PF16360.8	5	4	1	10	0	2	4	13	10	16	6	7	6	27	6
PF01467.29	5	6	7	11	1	4	35	14	13	24	13	12	17	23	10
PF13649.9	0	0	3	7	12	6	68	21	4	29	9	10	33	45	14
PF05636.14	0	0	1	2	1	0	23	4	3	10	1	6	7	7	5
PF01709.23	2	5	2	14	8	3	11	14	13	13	17	10	12	5	14
PF00162.22	49	44	62	177	131	24	194	107	102	235	74	86	173	82	77
PF02733.20	2	5	3	4	6	3	0	2	1	3	2	0	4	6	3
PF06874.14	6	7	3	17	8	6	3	11	7	8	4	1	11	7	6
PF01408.25	8	9	22	26	16	9	87	43	29	110	30	36	27	62	39
PF02894.20	3	6	16	15	12	6	75	26	20	94	23	30	23	45	37
PF02664.18	0	2	0	2	1	0	16	2	4	9	1	4	10	3	2
PF00248.24	7	9	6	22	10	1	51	38	27	49	63	35	61	80	19
PF13597.9	14	15	19	36	22	7	64	46	30	63	33	36	78	63	31
PF13353.9	9	18	21	25	18	8	115	27	26	112	37	28	68	42	25
PF02361.19	0	1	0	1	1	1	14	11	4	8	6	6	20	8	5
PF12705.10	1	1	6	14	6	0	25	16	13	26	18	17	17	68	16
PF00163.22	22	22	37	61	40	9	75	52	43	58	55	44	102	26	47
PF09371.13	0	4	5	9	4	2	7	14	8	10	8	7	11	26	10
PF16921.8	0	4	5	9	4	2	7	14	8	10	8	7	11	26	10
PF12836.10	3	4	7	10	7	4	9	19	11	14	8	10	17	33	15
PF17674.4	0	6	8	12	6	2	10	25	10	17	9	11	15	41	17
PF08706.14	1	0	0	0	0	1	5	5	0	4	13	5	1	19	4
PF19263.2	1	0	0	0	0	1	5	7	0	4	21	7	3	28	6
PF03288.19	1	0	0	0	0	1	3	4	0	2	9	3	1	13	2
PF17900.4	0	0	0	1	0	0	29	0	0	0	0	0	1	1	0
PF01433.23	0	0	0	1	1	0	30	2	0	0	8	5	3	13	1
PF11838.11	0	0	0	1	0	0	29	0	0	0	0	0	1	0	0
PF09250.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08708.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02229.19	0	0	0	0	0	0	0	0	0	3	0	3	0	2	0
PF03180.17	0	2	1	3	3	2	13	2	3	5	1	1	6	6	25
PF09383.13	1	0	1	2	1	0	5	6	4	6	6	1	5	13	32
PF01497.21	1	2	5	6	9	1	2	10	2	10	8	4	3	10	8
PF00300.25	2	6	2	6	3	1	16	7	4	25	13	11	5	31	5
PF03717.18	4	9	20	29	17	3	41	30	30	31	13	17	38	46	24
PF00905.25	10	18	25	46	32	5	79	53	45	67	32	43	69	74	37
PF00496.25	42	27	31	82	68	12	460	110	92	305	49	97	137	68	117
PF16658.8	3	2	5	8	11	0	15	11	15	6	9	8	26	29	17
PF00154.24	1	2	5	6	7	2	12	11	25	20	10	9	10	16	10
PF05675.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03595.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02568.17	0	0	1	4	2	2	13	2	4	8	5	2	31	11	7
PF02525.20	1	0	1	1	2	1	2	2	0	2	4	2	1	7	0
PF00999.24	0	2	2	3	1	0	39	20	7	29	7	5	20	28	1
PF00118.27	32	37	42	82	138	28	108	96	109	248	250	364	554	61	421
PF00072.27	124	171	201	431	235	76	1065	574	359	790	554	459	911	1037	502
PF00486.31	16	25	31	53	36	12	161	127	58	153	231	127	198	375	100
PF06156.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07155.15	1	3	1	4	3	1	19	8	8	7	2	4	24	7	7
PF06418.17	0	1	2	2	2	1	79	30	11	58	22	14	11	34	16
PF00117.31	2	8	7	7	8	4	131	60	34	109	51	35	45	80	39
PF05014.18	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
PF01712.22	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PF02645.19	21	11	31	46	20	5	61	19	19	72	11	28	57	40	19
PF00216.24	8	5	14	17	17	1	124	33	31	39	27	21	170	26	25
PF04545.19	17	18	34	53	26	8	68	57	39	71	81	45	85	112	38
PF01832.23	3	2	1	8	4	2	20	28	13	20	35	22	25	55	32
PF00912.25	6	9	3	17	14	1	26	15	14	27	12	18	19	16	6
PF05697.16	20	7	14	41	15	8	22	45	32	48	18	19	30	29	37
PF00254.31	19	13	22	31	15	8	35	49	42	53	20	27	38	33	48
PF05698.17	18	10	22	28	15	8	18	33	23	57	15	26	37	21	41
PF03979.17	4	7	12	18	4	2	13	24	11	21	15	10	20	15	13
PF00140.23	4	7	11	20	4	2	24	33	23	36	22	11	25	24	12
PF04542.17	25	39	38	74	41	12	118	96	61	118	103	60	156	149	66
PF04539.19	7	14	17	31	12	4	51	48	34	52	28	23	57	49	28
PF01327.24	1	0	0	0	1	0	4	6	6	6	6	1	6	8	2
PF04851.18	10	39	16	36	26	15	76	87	34	107	274	120	96	313	83
PF12344.11	1	6	5	5	3	3	24	11	8	23	19	4	20	22	12
PF02151.22	2	9	7	8	3	4	30	19	11	31	27	10	29	42	16
PF07977.16	0	0	2	3	1	1	8	6	16	2	2	2	9	4	11
PF02734.20	8	12	13	23	16	4	21	16	9	86	14	14	34	9	18
PF01987.20	1	1	1	6	2	1	13	2	4	6	2	2	11	6	5
PF00265.21	1	1	0	0	0	0	4	3	1	0	1	1	3	3	0
PF03462.21	9	5	16	27	15	2	25	25	13	37	25	20	31	43	30
PF00472.23	8	5	16	27	15	2	26	25	13	37	27	20	31	43	30
PF11967.11	0	0	1	1	0	0	13	1	2	10	1	3	1	12	2
PF02565.18	0	0	1	1	0	0	13	1	2	10	1	3	1	12	2
PF00464.22	6	3	4	11	5	1	13	14	25	16	9	5	20	14	7
PF08032.15	0	0	1	3	3	0	1	4	3	7	5	5	7	11	7
PF00557.27	9	11	17	35	11	7	62	48	56	52	30	37	55	43	19
PF02603.19	2	6	1	9	2	2	7	3	5	16	4	4	12	6	10
PF07475.15	2	6	1	9	2	2	7	3	5	16	4	4	12	6	10
PF00393.22	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
PF02705.19	0	0	0	0	0	0	0	3	1	0	3	1	2	5	1
PF02588.18	1	4	2	13	3	1	26	6	6	19	6	4	28	22	9
PF00364.25	11	14	6	32	17	5	37	33	39	31	38	25	41	30	30
PF02817.20	2	1	1	0	0	0	3	1	0	9	6	7	3	2	0
PF00198.26	2	1	1	0	0	0	3	1	0	10	6	7	3	2	0
PF12706.10	4	3	3	8	9	1	23	14	13	20	3	13	15	18	2
PF17768.4	2	0	1	1	4	1	12	12	14	3	13	4	6	31	5
PF10141.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03449.18	0	4	6	6	5	4	8	7	2	13	13	7	11	13	6
PF01272.22	0	4	6	6	5	4	8	7	2	13	13	7	11	13	6
PF13518.9	1	0	1	1	2	1	6	0	5	6	6	2	3	12	0
PF00676.23	2	1	1	3	2	1	5	0	1	9	9	4	2	3	1
PF02901.18	101	266	104	457	433	98	821	244	162	539	371	295	923	81	234
PF01228.24	111	261	109	487	464	104	1080	256	186	585	405	343	1014	90	253
PF06071.16	1	3	6	11	9	0	15	12	5	20	5	5	16	16	9
PF00694.22	1	6	6	13	6	0	28	16	16	32	10	16	18	10	19
PF00579.28	3	5	6	24	15	2	28	22	14	24	24	13	35	45	22
PF00343.23	24	18	19	70	44	15	144	80	53	148	57	52	151	61	54
PF00854.24	2	0	0	4	0	0	24	8	16	0	6	0	8	16	8
PF01654.20	1	0	0	1	0	0	9	5	5	0	0	0	1	6	1
PF00149.31	4	3	10	14	15	2	66	41	29	48	31	43	48	74	32
PF14437.9	0	0	1	5	1	1	1	1	0	0	2	2	1	6	0
PF02746.19	0	0	0	0	1	0	1	1	2	2	1	1	2	6	0
PF13378.9	0	0	0	0	1	0	4	4	7	2	3	1	2	7	1
PF00378.23	13	21	11	51	43	9	46	30	17	95	31	40	71	15	23
PF13302.10	2	5	2	9	8	5	73	32	9	43	66	40	63	60	17
PF00710.23	1	2	1	5	0	0	7	7	6	12	6	3	4	13	5
PF17763.4	1	2	1	5	0	0	7	7	6	12	6	3	4	13	5
PF00772.24	2	2	7	19	14	1	27	11	10	25	12	8	17	30	10
PF03796.18	2	2	7	18	14	1	27	11	10	25	12	8	17	31	10
PF16555.8	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1
PF04760.18	17	15	39	45	27	3	57	109	76	98	47	56	93	85	63
PF11987.11	11	8	21	24	15	2	30	55	40	62	28	31	51	49	35
PF08545.13	1	0	1	8	1	0	24	23	28	10	9	7	17	17	5
PF08541.13	1	0	1	6	0	0	23	23	27	6	8	7	16	17	5
PF00289.25	0	1	1	3	1	0	4	3	4	4	5	2	6	7	3
PF02786.20	8	13	27	33	17	6	237	131	92	162	102	52	93	172	67
PF02785.22	0	1	1	3	1	0	4	3	4	4	5	2	6	7	3
PF03255.17	2	1	1	6	2	1	15	8	17	7	7	8	15	19	10
PF00581.23	0	0	0	0	2	1	4	1	0	3	6	1	2	5	0
PF02583.20	0	0	0	1	1	0	2	1	0	5	1	2	3	2	0
PF09334.14	11	20	29	39	36	15	104	97	60	185	95	74	98	119	68
PF19303.2	3	4	9	7	7	1	23	27	15	56	24	14	16	37	12
PF13561.9	2	9	2	13	9	5	76	47	47	69	33	37	50	60	32
PF01960.21	0	4	1	0	3	1	11	6	3	4	8	10	4	5	3
PF00202.24	2	6	5	5	8	2	20	17	14	30	9	10	39	24	12
PF14622.9	1	0	2	1	4	0	3	7	5	3	3	4	10	3	2
PF00035.29	1	0	2	1	4	0	3	7	5	3	3	4	10	3	2
PF00884.26	6	2	0	26	3	2	24	17	19	13	23	19	38	36	19
PF00324.24	0	1	1	3	1	0	4	1	0	0	0	1	0	0	0
PF13793.9	8	4	7	20	5	2	52	22	13	23	10	13	38	17	12
PF14572.9	5	4	4	11	4	1	28	12	8	15	9	7	19	8	8
PF13603.9	4	9	15	27	14	8	51	51	36	66	54	43	47	50	29
PF00232.21	2	1	4	8	9	1	8	10	7	167	42	18	10	17	7
PF03315.18	0	0	1	2	0	0	1	0	0	0	5	1	2	5	0
PF01842.28	0	1	3	4	1	4	17	13	14	42	18	14	30	13	7
PF00403.29	2	5	4	7	3	6	16	27	23	158	28	21	35	69	26
PF03054.19	0	1	2	3	1	1	20	11	15	9	9	6	26	19	21
PF20259.1	0	0	2	3	1	1	10	5	10	3	6	2	11	14	12
PF20258.1	0	0	2	3	1	1	3	4	10	2	1	1	11	13	11
PF01541.27	1	3	2	6	0	1	7	13	4	10	11	5	10	29	5
PF08459.14	1	3	2	6	0	1	7	13	4	9	11	5	10	29	5
PF00763.26	2	2	2	2	2	0	9	11	6	19	3	9	7	12	4
PF02882.22	2	2	2	2	2	0	9	11	6	19	3	9	7	12	4
PF13742.9	1	3	2	7	5	2	11	2	8	22	3	8	8	14	10
PF02601.18	1	3	2	10	6	2	16	2	12	25	3	11	14	25	17
PF01728.22	0	0	0	1	2	0	3	2	3	5	0	1	1	3	1
PF03793.22	5	24	23	48	19	3	33	32	53	126	15	32	44	56	48
PF01245.23	12	8	12	23	4	3	51	24	33	23	15	10	78	18	17
PF01883.22	1	2	0	1	1	0	3	6	1	2	3	1	2	3	2
PF07730.16	0	1	0	10	1	0	5	1	2	3	5	2	9	10	1
PF00390.22	0	3	0	5	4	3	32	16	11	15	9	13	14	10	2
PF03949.18	0	5	0	5	4	3	31	16	11	16	9	13	14	10	2
PF03390.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00204.28	6	9	7	23	13	4	37	34	17	23	25	16	31	70	33
PF00986.24	6	8	7	22	12	4	37	34	17	23	26	16	32	68	33
PF04464.17	3	0	0	3	0	1	17	6	9	16	5	6	6	6	2
PF12674.10	0	0	0	0	0	0	13	1	3	1	2	1	2	1	3
PF01048.23	3	4	8	17	15	3	36	32	14	23	20	14	31	41	22
PF00877.22	20	25	45	67	15	6	75	66	37	91	82	71	85	129	60
PF08206.14	3	1	3	8	3	0	6	2	7	13	3	10	7	21	11
PF17876.4	4	1	3	9	4	0	18	12	16	30	6	15	7	27	11
PF00773.22	4	1	3	9	4	0	18	12	16	30	6	15	7	27	11
PF00510.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01266.27	3	6	5	10	9	2	14	5	6	19	7	7	11	23	3
PF16901.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03600.19	0	0	0	1	1	0	5	2	1	1	4	3	3	8	4
PF03211.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF07715.18	24	41	15	139	22	7	457	332	662	81	143	54	108	240	68
PF00593.27	20	33	11	125	18	4	216	149	277	60	107	38	98	124	49
PF01142.21	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
PF02787.22	4	6	13	15	8	3	116	63	44	79	48	25	43	82	32
PF02142.25	9	11	13	24	10	5	134	74	52	99	58	31	74	91	38
PF10091.12	0	0	0	0	1	0	4	4	1	3	0	1	4	17	1
PF06165.14	2	2	1	3	5	1	60	37	21	31	18	32	72	82	41
PF17167.7	2	2	1	3	4	1	62	40	23	37	24	42	92	106	49
PF01546.31	2	19	14	19	17	8	33	39	39	75	29	34	42	51	28
PF07687.17	2	15	9	14	11	6	19	21	31	32	23	14	25	37	13
PF04956.16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF03840.17	1	1	4	4	0	1	28	5	8	12	1	6	15	1	5
PF00873.22	3	6	13	12	6	1	46	62	61	32	36	20	44	119	36
PF05134.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00293.31	9	5	2	8	10	4	81	51	22	27	23	17	85	52	28
PF13857.9	0	0	0	2	2	0	72	11	8	44	7	7	8	37	8
PF12796.10	0	0	0	4	6	1	76	25	14	48	15	15	19	63	20
PF16957.8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
PF00775.24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF00361.23	2	5	3	12	4	0	137	33	62	12	15	7	39	45	16
PF07859.16	0	0	1	3	1	0	4	6	4	5	3	5	3	11	2
PF00730.28	3	1	4	3	3	1	20	10	14	25	5	2	20	24	8
PF00633.26	3	1	4	2	3	1	16	8	13	17	5	1	17	20	6
PF00437.23	2	2	0	2	1	0	13	16	10	15	14	18	16	31	10
PF14890.9	0	0	0	0	0	0	0	0	0	2	2	4	0	15	0
PF14528.9	0	0	0	0	0	0	1	0	0	0	8	4	2	21	3
PF00903.28	0	0	0	4	1	0	2	0	0	0	3	0	4	3	0
PF05954.14	0	0	0	0	0	0	2	3	3	3	15	10	0	11	1
PF04717.15	0	0	0	0	1	0	0	1	2	0	1	2	0	1	1
PF10106.12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF20071.2	7070	5577	11423	5950	9085	3220	804	9928	8809	2982	9745	7077	3147	5736	9203
PF05232.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00115.23	0	0	0	0	0	0	2	0	0	0	0	0	1	3	0
PF13411.9	5	7	6	20	7	5	42	50	14	47	46	20	47	69	30
PF07739.16	1	0	0	2	2	0	14	23	2	1	4	2	9	10	2
PF01791.12	2	3	2	7	6	0	16	5	4	10	4	4	6	13	6
PF01156.22	1	2	0	1	1	1	13	3	4	8	2	1	18	5	2
PF00239.24	70	222	70	195	259	79	311	473	121	851	1030	570	466	962	369
PF07508.16	70	230	76	203	262	85	323	509	129	914	1091	592	486	1026	381
PF13408.9	72	229	79	202	258	82	309	476	115	856	1016	534	460	897	351
PF14287.9	51	191	55	152	209	64	229	350	86	714	739	386	323	550	264
PF20188.1	0	0	0	0	0	0	0	6	0	2	5	5	2	9	1
PF02195.21	2	3	1	5	2	2	27	49	18	37	123	66	55	213	37
PF03432.17	3	3	1	3	1	0	37	109	12	43	261	120	78	302	53
PF13443.9	3	1	3	7	6	3	48	16	6	16	34	10	44	21	13
PF13154.9	0	1	0	0	0	0	4	18	2	8	36	22	15	58	4
PF13155.9	0	8	2	9	6	2	16	31	14	35	38	27	30	74	19
PF19044.3	0	0	0	0	1	0	11	64	3	21	135	56	38	211	33
PF02534.17	0	3	1	0	3	1	10	62	7	23	167	79	37	240	31
PF06970.14	0	0	0	0	2	0	2	12	1	10	59	35	9	56	13
PF19481.2	0	0	1	0	0	0	2	21	2	10	87	39	18	62	14
PF00389.33	10	10	6	34	16	1	58	40	23	52	20	23	65	36	28
PF02826.22	10	10	6	35	16	1	58	40	23	61	20	23	65	39	28
PF13610.9	2	4	3	0	3	4	57	16	3	21	18	6	24	12	2
PF02913.22	3	2	0	2	1	1	13	8	0	13	19	9	13	4	4
PF00561.23	5	2	0	7	1	1	12	9	3	14	15	12	8	37	6
PF00535.29	22	12	32	53	56	9	231	130	89	131	115	84	181	196	82
PF13018.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF05860.16	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PF05594.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13332.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF03543.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01281.22	0	3	2	10	6	1	4	5	4	10	10	0	8	9	8
PF03948.17	0	3	2	10	6	1	4	5	4	10	10	0	8	9	9
PF00668.23	1	9	1	8	1	0	15	17	20	32	70	44	12	8	16
PF00501.31	12	21	9	40	14	10	86	74	56	63	41	57	59	92	42
PF13193.9	6	13	2	15	6	5	39	27	17	20	13	14	22	39	12
PF00550.28	5	12	4	16	4	1	74	34	20	31	30	22	47	46	14
PF00975.23	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
PF01807.23	0	7	2	9	6	2	12	25	14	30	45	20	21	58	21
PF08275.14	0	6	2	9	6	2	12	12	12	27	2	5	16	16	16
PF10410.12	0	6	2	9	6	2	9	12	12	27	2	5	15	15	16
PF02661.21	1	5	1	5	5	2	38	12	6	22	21	12	47	44	10
PF00756.23	0	0	3	2	3	0	37	27	48	25	10	9	17	59	12
PF16296.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13579.9	0	0	1	0	0	0	6	4	7	1	0	0	0	6	0
PF13692.9	1	1	1	6	1	1	6	6	4	0	0	2	12	2	6
PF01979.23	15	16	26	36	15	7	73	50	36	159	38	58	92	144	69
PF19516.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF02502.21	1	4	2	3	5	0	17	10	9	12	3	4	11	8	9
PF13247.9	0	0	0	0	0	0	2	0	0	0	1	1	3	2	1
PF14711.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00899.24	2	0	3	3	1	0	5	5	9	5	6	2	7	12	2
PF09508.13	11	8	22	27	34	7	21	16	8	22	14	9	17	29	10
PF17385.5	11	8	22	27	34	7	21	16	8	22	14	9	17	29	10
PF17386.5	11	8	22	27	34	7	21	15	8	22	14	9	17	29	10
PF11296.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF12262.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03403.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04748.16	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
PF03059.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00672.28	49	78	73	202	138	37	290	238	119	233	169	165	293	366	199
PF13426.10	0	0	2	0	4	1	7	7	1	0	4	1	6	15	0
PF00989.28	1	6	1	1	2	1	0	3	1	0	3	5	4	11	4
PF05763.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09406.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14690.9	0	2	0	6	7	1	13	2	1	8	6	4	7	3	1
PF01610.20	10	9	6	16	11	3	25	14	10	14	19	9	18	34	8
PF02357.22	4	14	19	38	19	8	67	69	69	32	34	25	69	32	30
PF00467.32	4	16	19	25	21	8	41	54	66	24	48	25	35	28	26
PF05222.18	3	8	3	13	2	1	6	4	5	17	7	0	11	0	6
PF01262.24	3	8	3	13	2	1	6	4	5	17	7	0	11	0	6
PF01312.22	5	7	5	7	2	2	21	8	12	11	4	6	31	8	4
PF08207.15	8	16	22	23	19	7	166	34	29	55	30	20	137	18	35
PF01132.23	8	16	22	23	19	7	166	34	29	55	30	20	137	18	35
PF09285.14	8	16	22	25	19	7	166	34	29	55	30	20	137	18	35
PF02915.20	86	153	94	173	104	32	424	94	58	250	113	76	392	63	80
PF03952.19	7	12	4	23	9	5	203	37	57	158	44	38	132	38	17
PF00113.25	7	12	4	23	9	6	203	37	57	158	46	39	133	40	18
PF01391.21	0	0	0	0	2	0	1	6	0	2	2	5	9	19	6
PF12846.10	0	0	0	0	0	1	3	14	3	12	15	16	6	45	5
PF02447.19	0	0	0	1	0	1	12	2	1	5	1	3	9	1	0
PF11741.11	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0
PF01520.21	4	7	8	11	13	5	23	26	34	22	13	22	33	29	23
PF01346.21	0	3	1	1	0	0	10	10	12	0	2	0	2	9	3
PF04392.15	1	0	1	0	0	0	24	14	5	27	1	8	18	12	2
PF01743.23	2	1	2	5	4	2	4	3	4	3	2	1	7	11	1
PF02367.20	0	0	0	2	0	0	3	3	1	0	5	3	5	3	2
PF06207.14	3	4	1	7	2	1	0	1	3	1	0	0	7	0	1
PF02812.21	14	43	22	88	83	19	338	88	116	237	131	102	241	100	132
PF00208.24	14	43	22	88	83	19	339	88	116	236	130	102	240	100	132
PF02597.23	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
PF02391.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03485.19	0	4	1	11	5	1	16	12	13	11	16	9	16	17	11
PF00750.22	0	4	1	11	5	1	16	12	13	11	16	9	16	17	11
PF05746.18	0	4	1	11	5	1	16	12	13	11	16	9	16	17	11
PF06689.16	4	9	12	15	12	4	33	27	19	23	19	15	46	18	31
PF18008.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PF04394.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00861.25	13	9	19	49	19	16	46	40	50	50	61	37	53	31	45
PF01384.23	0	0	0	3	0	0	0	4	3	0	3	1	1	20	2
PF06834.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00625.24	0	2	2	2	0	0	12	4	7	16	0	3	12	7	11
PF01293.23	92	148	113	424	305	90	814	272	189	368	277	211	647	114	232
PF03734.17	2	4	3	7	6	5	21	18	16	19	1	5	15	17	17
PF02670.19	1	3	1	4	2	0	8	12	9	6	1	3	13	12	6
PF08436.15	1	3	1	4	2	0	8	12	9	6	1	3	13	12	6
PF13288.9	1	3	1	4	2	0	8	12	9	6	1	3	13	12	6
PF08503.13	0	0	0	0	0	0	0	0	0	4	0	1	3	0	0
PF14602.9	1	0	2	8	2	0	7	8	12	6	10	8	17	10	4
PF14493.9	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0
PF12323.11	0	0	0	1	0	0	0	3	1	6	3	3	2	6	2
PF01385.22	0	0	0	2	0	0	0	3	2	12	4	4	3	7	3
