FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c
PF14058.9	0	0	0	0	1	0	0	0	0	0	0	0	0	5	4	11	19	26	4	15	7	0	3	0	0	0	1	1	7	1
PF07505.14	0	0	1	0	0	0	1	1	0	1	0	0	0	5	7	3	8	6	4	5	4	1	0	1	5	3	2	1	12	1
PF20323.1	0	0	0	0	0	0	0	0	0	0	1	0	3	2	1	4	6	5	3	2	3	1	0	0	1	3	0	3	7	1
PF13783.9	0	1	0	0	0	1	0	0	0	1	3	2	8	1	4	3	3	5	19	1	1	13	0	1	7	4	2	10	3	6
PF12957.10	0	0	1	0	0	0	0	0	0	0	0	0	3	3	8	7	20	14	0	10	24	2	4	0	1	15	3	3	11	0
PF09681.13	0	0	0	0	1	0	0	0	0	0	1	1	0	33	42	43	60	101	7	38	42	2	5	0	1	25	10	2	27	2
PF13683.9	0	0	0	1	0	1	1	1	2	1	1	3	20	6	25	12	17	23	7	4	0	8	7	3	19	6	3	6	1	1
PF18676.4	0	0	1	3	1	0	0	2	1	1	0	0	2	14	25	15	22	21	13	54	43	0	6	2	2	6	1	3	11	1
PF09587.13	1	4	0	0	1	3	2	1	1	3	0	0	6	9	13	6	8	13	19	12	18	9	8	7	8	6	6	21	20	16
PF19776.2	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	5	2	1	7	3	0	0	1	0	2	1	2	1	1	0
PF19537.2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	4	1	6	6	0	7	2	2	0	1	1	5	1	0	1	1
PF07441.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	3	1	0	0	0	0	0	0	0	2	0
PF02036.20	2	15	0	4	0	16	0	0	1	0	0	0	8	17	12	0	5	16	12	13	12	11	10	8	5	4	7	5	11	10
PF03309.17	3	1	0	3	2	3	3	3	2	1	0	0	3	6	6	1	4	10	6	6	8	6	2	6	5	3	1	8	5	2
PF10087.12	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
PF12672.10	0	1	0	0	0	1	0	0	0	0	1	0	1	2	4	3	1	3	0	1	1	0	0	2	2	0	0	2	2	0
PF05119.15	0	0	0	0	0	0	0	0	0	0	0	0	1	13	11	4	23	14	1	21	12	1	4	1	0	11	6	3	19	0
PF12686.10	0	0	0	1	0	0	1	1	1	3	0	1	3	5	0	2	4	11	7	4	4	6	3	0	1	0	0	1	6	0
PF18832.4	0	0	1	0	1	0	0	0	0	0	0	1	0	7	1	1	2	4	1	3	2	1	3	0	0	0	1	0	1	0
PF04277.16	2	24	0	7	3	29	2	13	7	6	6	6	24	17	10	16	3	11	59	9	5	38	22	17	12	11	12	22	7	20
PF09827.12	0	0	0	0	0	0	0	0	0	0	0	0	6	4	3	2	3	7	2	5	10	4	0	1	4	4	1	0	3	0
PF08747.14	0	1	0	0	1	1	0	0	0	0	1	0	4	0	1	1	1	1	2	1	2	1	0	0	0	1	0	1	2	0
PF15978.8	1	0	0	0	0	0	0	0	0	1	0	0	1	5	5	0	15	0	27	19	19	0	0	0	5	28	11	1	0	0
PF06527.14	1	0	0	0	0	0	0	0	0	1	0	0	3	7	5	3	14	13	27	24	21	1	0	0	6	31	15	1	2	0
PF08722.14	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	27	2	12	2	4	0	0	0	2	9	5	0	0	0
PF08721.14	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	7	0	12	2	4	0	0	0	2	9	5	0	0	0
PF18657.4	5	44	19	49	13	37	23	36	8	23	22	28	1	38	67	38	103	156	27	96	139	4	31	2	51	134	32	36	133	16
PF14205.9	0	1	0	3	1	5	0	0	1	1	0	0	19	4	7	2	8	8	4	7	4	3	3	0	5	1	2	5	3	4
PF08843.14	2	1	4	3	2	6	1	1	3	3	2	1	11	7	18	8	33	48	6	12	12	19	1	1	9	10	4	21	17	7
PF13338.9	1	0	0	0	0	1	0	0	2	2	0	1	3	4	3	8	4	14	8	3	6	4	4	0	4	3	1	4	4	2
PF18864.4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0
PF14430.9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	1	0
PF04365.16	3	14	0	3	2	18	0	4	3	0	4	0	4	3	4	2	3	9	13	1	1	6	0	3	5	4	3	14	3	2
PF13788.9	0	0	0	0	1	0	0	0	0	1	0	0	0	1	5	3	1	1	1	1	0	3	1	0	0	1	1	2	0	0
PF04191.16	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	2	9	1	3	0	5	5	3	2	3	5	4	1	2	3
PF02592.18	4	7	0	5	0	7	3	3	2	2	0	4	7	7	2	0	7	0	4	5	10	27	8	5	9	13	11	47	3	7
PF06508.16	1	0	0	3	1	5	1	1	0	1	1	2	3	4	4	0	1	4	1	3	3	14	12	9	4	6	6	39	2	7
PF06397.15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0
PF01880.21	1	1	0	1	0	0	2	1	0	2	4	2	14	1	3	1	2	0	1	3	1	0	0	0	32	1	11	1	1	0
PF12676.10	0	0	0	0	1	0	0	0	0	0	1	0	1	4	1	0	4	8	3	0	2	2	1	0	1	0	1	1	0	0
PF03690.16	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	4	0	0	0	1	0
PF06182.14	0	1	0	0	0	2	1	1	0	0	0	0	5	6	4	3	4	13	25	12	14	15	2	1	7	7	3	21	12	0
PF08845.13	0	0	1	0	0	0	0	1	0	0	0	0	0	5	10	5	1	13	1	5	9	1	3	0	4	3	2	2	4	1
PF14282.9	1	2	0	2	4	6	2	3	2	2	0	0	1	12	2	5	14	11	16	17	8	13	105	86	564	283	357	30	56	207
PF02659.18	0	0	0	0	0	1	0	0	2	0	0	0	3	2	3	2	3	13	5	6	5	2	0	0	3	2	1	2	3	0
PF09605.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	2	0
PF20016.2	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	3	1	1	0	1	1	0	0	0	0	0	0	0	0
PF14393.9	1	1	0	1	1	2	0	1	0	1	0	2	8	13	7	5	0	17	18	5	13	8	1	2	5	1	1	1	1	4
PF09134.13	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	4	3	1	0	0	1	1	0	4	0	8	13	10	5
PF09455.13	0	0	0	0	0	0	0	0	0	0	0	0	5	7	3	0	0	0	0	0	2	0	0	0	2	1	0	0	3	0
PF14907.9	5	6	0	6	3	9	4	11	6	11	3	0	6	3	8	8	1	1	4	3	2	4	2	3	19	1	7	27	5	5
PF14337.9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0
PF16935.8	3	2	0	1	1	1	0	1	1	2	1	0	12	2	1	4	0	0	27	0	0	43	2	2	6	5	5	19	3	9
PF20042.2	1	0	0	3	0	2	3	0	2	0	0	0	3	7	6	6	6	2	4	0	2	17	3	4	12	5	2	2	7	1
PF07081.14	0	4	0	1	0	1	1	2	0	0	0	0	11	4	5	23	7	38	7	1	3	4	2	0	0	1	0	1	3	0
PF20599.1	1	0	0	0	0	1	0	0	0	1	0	0	3	0	3	5	11	11	18	7	13	4	1	0	3	0	1	2	5	1
PF01699.27	0	2	0	0	2	4	0	4	0	0	0	2	10	14	24	14	22	32	16	20	24	12	4	6	8	6	0	8	18	2
PF04854.17	2	4	0	3	0	5	2	1	1	4	1	0	13	16	8	12	10	9	72	5	17	44	7	5	5	11	3	57	5	14
PF07007.15	0	2	0	0	0	1	0	6	2	1	0	0	0	0	2	1	0	2	0	0	1	0	0	0	0	1	2	2	0	0
PF01637.21	0	0	0	2	1	0	0	0	0	0	1	0	3	13	6	12	9	26	10	13	7	3	2	4	2	0	1	8	3	2
PF03008.17	0	1	0	2	1	0	0	1	0	0	0	0	3	18	6	6	5	26	13	13	7	5	8	9	2	0	2	8	3	3
PF10127.12	1	5	0	0	0	4	1	4	4	0	0	0	0	2	2	0	1	6	1	6	4	1	0	1	0	5	0	3	1	1
PF03161.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	8	0	0	4	0	0	0	0	0	0	0	1	0
PF15738.8	1	0	0	0	1	3	1	2	0	1	0	2	2	5	0	4	7	5	7	3	4	5	1	1	3	0	1	2	2	2
PF18813.4	0	0	0	3	0	2	0	0	2	0	1	0	2	0	0	1	1	2	1	0	0	1	4	3	1	0	2	4	1	1
PF06267.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
PF06505.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF02830.21	0	2	0	0	1	3	2	0	0	1	0	1	0	0	1	1	1	2	0	0	0	0	2	0	0	0	0	2	0	1
PF14317.9	0	1	0	1	0	3	2	0	0	0	0	1	4	0	2	0	0	3	9	5	2	5	1	1	2	1	2	4	2	1
PF14834.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF01996.19	0	7	0	0	0	9	0	0	0	0	1	1	2	4	2	1	2	13	20	9	5	10	2	3	4	1	2	11	1	10
PF06889.14	0	9	1	2	0	11	1	2	0	0	1	0	5	2	5	4	6	5	6	3	5	6	0	3	1	2	5	0	8	2
PF11563.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03895.18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PF10626.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	4	0	7	2	0	4	0	0	1	0	0	2	1
PF12992.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF13226.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
PF06463.16	0	1	0	0	1	0	0	1	0	0	0	0	3	1	5	3	0	2	0	1	7	0	0	0	1	0	0	1	0	0
PF06934.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF20001.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF07944.15	0	2	0	1	0	1	1	0	0	1	1	1	12	11	14	5	9	38	13	21	14	22	31	24	17	2	4	9	36	8
PF13568.9	3	3	0	1	2	1	1	0	1	3	5	3	4	4	9	2	8	19	1	3	5	10	9	12	3	6	5	8	8	2
PF04738.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1	0
PF14028.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0
PF12675.10	1	3	0	0	0	11	0	0	0	1	1	0	6	11	3	10	9	17	20	11	8	12	5	2	8	7	5	13	8	2
PF19570.2	0	0	1	1	0	3	0	0	0	0	1	0	0	2	2	2	7	5	0	3	4	0	1	0	3	1	0	2	1	0
PF04353.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02696.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0
PF05960.14	2	2	0	1	0	2	0	0	1	2	1	0	6	7	7	2	4	14	10	9	9	4	4	1	10	0	2	3	11	2
PF06956.14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF06224.15	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
PF01717.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
PF02348.22	0	0	0	0	3	6	2	0	1	0	2	0	1	17	12	3	4	25	6	9	5	7	9	3	2	4	3	11	13	6
PF01564.20	0	1	0	0	0	4	1	0	0	0	0	0	2	13	10	2	2	18	4	17	9	5	6	3	2	0	0	3	13	2
PF04356.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF17874.4	1	1	0	2	0	1	2	3	0	0	0	1	2	5	3	5	6	9	0	4	3	0	2	1	6	6	3	9	10	3
PF09312.14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01972.19	0	0	2	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PF08481.13	0	1	0	0	0	1	6	5	1	0	0	1	5	0	5	5	15	0	0	0	0	10	10	5	15	0	10	18	6	15
PF03453.20	0	3	0	2	0	0	1	2	2	0	0	0	2	0	6	9	3	1	1	1	0	0	0	1	2	2	0	0	5	0
PF03454.18	0	3	0	2	0	0	1	2	2	0	0	0	2	0	6	9	3	1	1	1	0	0	0	1	2	2	0	0	5	0
PF17948.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04958.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08713.14	0	0	0	0	0	0	0	0	0	1	0	1	2	6	11	8	8	38	6	14	8	3	10	3	4	3	2	2	12	1
PF14801.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF08704.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF17932.4	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0
PF09661.13	0	3	0	1	0	3	1	0	0	0	0	1	0	1	0	0	2	1	0	0	1	0	1	0	0	0	2	1	0	1
PF18946.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF19783.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
PF15507.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02973.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF03412.18	0	0	0	0	2	0	0	1	1	0	1	1	2	0	3	3	1	1	2	6	3	13	9	28	0	1	1	0	8	1
PF13417.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0	0	0	0	0	1	0	0	0
PF18096.4	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	3	7	1	2	3	0	3	1	1	0	0	0	1	2
PF01963.20	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	7	2	0	5	1	2	0	2	0	1	1	1	5	5
PF10935.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF19328.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0
PF17203.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0
PF13780.9	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	2	1	1	0	0	0	0	0	0	0	1
PF01135.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0
PF19078.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF00059.24	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	1	2	0	7	1	0	1	0	0	0	0	0	1	0
PF06594.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF07072.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF13977.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
PF16881.8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PF09326.14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09976.12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0
PF00141.26	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0	2	1	0	0	0	0	0	0	0	0	0
PF04830.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF02171.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0
PF09239.14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF06966.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PF16924.8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	4	2	3	0	0	0	0	5	2	1	1	1
PF18989.3	2	9	0	6	0	10	2	1	2	2	0	0	29	31	12	3	1	27	60	17	21	41	11	9	8	5	6	9	11	10
PF13231.9	1	9	1	0	4	10	0	0	0	1	1	0	22	16	11	9	7	21	62	27	20	29	9	8	8	1	7	15	27	5
PF03646.18	12	83	0	24	9	100	10	11	9	37	11	8	12	6	12	8	1	5	19	6	4	7	10	15	59	3	20	8	7	37
PF07581.15	2	5	0	3	0	1	0	0	1	4	2	0	2	7	20	11	16	4	5	11	15	3	2	0	2	8	0	1	1	0
PF19510.2	0	1	0	0	1	4	0	0	0	0	0	0	5	9	7	0	1	7	16	9	19	11	4	2	2	2	4	12	10	4
PF02485.24	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
PF18922.3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	3	5	6	3	3	1	1	0	1	1	0	4	0
PF04724.16	0	1	0	0	0	1	0	0	0	1	0	0	1	5	2	1	0	4	4	7	5	2	2	1	0	2	0	2	1	1
PF05523.14	0	1	1	0	3	0	0	1	1	0	0	0	0	0	4	2	1	6	4	4	7	2	2	4	2	3	0	6	4	1
PF08759.14	0	0	0	0	0	3	0	0	1	0	0	0	3	4	8	0	11	2	7	7	13	8	3	2	4	12	4	3	4	0
PF14264.9	0	1	0	0	0	3	0	1	0	0	0	0	7	5	5	3	0	5	23	4	3	22	2	2	2	0	5	5	12	3
PF09359.13	0	8	0	0	0	15	1	0	0	2	0	0	2	14	5	1	3	16	8	7	5	2	3	1	0	1	3	2	3	5
PF16316.8	0	3	0	0	0	3	0	0	0	0	0	0	3	8	1	2	9	16	12	12	11	8	4	2	0	1	2	7	8	4
PF04794.15	0	3	0	0	0	4	0	0	0	0	0	0	2	5	1	2	0	6	6	6	1	4	1	0	5	1	2	6	1	2
PF19554.2	0	0	0	1	0	4	0	0	0	0	1	0	7	3	6	0	3	13	12	4	5	16	1	5	3	2	0	8	12	4
PF13526.9	0	16	0	2	1	23	0	0	0	3	0	0	10	9	6	2	5	5	14	8	13	8	3	3	5	2	2	3	19	6
PF07745.16	0	1	0	0	0	0	0	2	0	3	0	0	37	11	26	13	16	29	37	17	22	29	6	17	7	13	8	1	8	9
PF11738.11	0	5	0	2	0	0	1	3	0	6	0	0	2	8	12	3	17	16	13	7	19	4	5	5	3	2	2	3	15	0
PF06161.14	2	2	0	2	0	8	1	0	1	1	0	0	6	6	4	2	0	13	21	2	3	13	3	2	0	3	4	15	2	3
PF20462.1	0	2	0	0	0	4	0	0	2	1	0	0	3	6	3	1	1	4	3	5	4	1	1	2	3	0	1	3	3	2
PF03588.17	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	1	1	2	0	2	0	0	0	1	1	0	3	0
PF02617.20	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	2	2	0	0	1	0	0	0	1	0	1	1	0	3	0
PF12965.10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	2	0	0	2	0	0	0	0	1	0	0	0	0
PF10006.12	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	1	2	4	0	4	3	0	0	0	1	1	1	1	2	0
PF18050.4	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	2	6	7	5	12	23	1	3	0	0	12	2	2	16	0
PF13474.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	4	3	0	1	0	0	5	1	0	2	0
PF07592.14	10	0	1	15	17	6	1	19	3	8	14	6	13	16	17	15	9	23	24	43	26	218	14	6	65	32	24	69	31	25
PF14358.9	0	0	0	0	1	0	0	0	0	0	0	0	3	2	5	3	8	8	3	4	6	1	1	0	0	3	0	2	4	1
PF12669.10	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	3	0	2	2	0	0	0	0	0	0	0	0	0
PF04434.20	0	0	2	2	1	1	3	1	1	3	0	0	6	8	5	4	1	8	9	20	14	7	6	4	9	1	8	9	25	12
PF17124.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF13566.9	1	0	0	1	0	1	0	0	0	0	0	1	2	4	4	0	2	7	19	4	3	9	3	0	1	3	1	4	5	3
PF06452.14	2	0	3	8	3	0	1	0	0	4	1	0	28	0	4	1	1	0	1	4	1	30	12	15	22	0	9	16	23	5
PF18988.3	0	1	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	1	12	2	1	4	1	1	2	1	0	1	2	0
PF15979.8	0	0	1	0	1	0	1	0	0	0	0	0	5	4	7	2	0	7	2	13	4	8	21	3	3	0	5	4	9	6
PF17829.4	0	0	1	0	1	0	1	0	0	0	0	0	5	4	6	1	0	7	2	13	4	8	21	3	3	0	5	4	9	6
PF13366.9	2	0	0	1	1	2	2	1	0	0	1	2	2	11	8	5	5	58	17	5	16	19	2	0	8	0	2	5	8	3
PF08849.14	0	0	0	1	0	1	0	0	0	1	0	0	2	1	0	2	1	5	3	3	1	2	0	1	2	2	0	5	1	1
PF13592.9	2	0	0	1	1	0	0	1	0	1	0	0	1	3	6	3	3	11	14	12	15	2	1	0	0	4	0	4	10	1
PF20442.1	1	4	0	2	0	3	1	1	2	4	1	0	5	2	2	2	2	4	11	6	2	3	0	0	3	3	0	2	4	0
PF13337.9	3	7	0	4	1	4	1	2	3	4	1	0	5	2	2	5	3	4	13	6	2	3	0	0	3	3	0	2	4	1
PF13182.9	1	0	0	1	0	0	1	2	1	1	0	1	2	1	3	2	13	19	5	8	2	2	1	0	2	0	0	0	0	3
PF05017.17	0	0	9	0	0	0	0	0	2	0	0	0	5	150	224	19	168	127	8	197	191	7	19	16	7	131	66	0	85	9
PF20251.1	0	1	0	0	2	1	1	2	0	1	1	0	5	9	11	9	9	24	7	8	9	5	0	2	15	1	0	3	11	3
PF10923.11	0	0	0	3	0	1	0	1	0	0	0	0	10	1	9	9	1	4	24	14	4	13	2	2	3	5	2	8	5	2
PF05686.15	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	6	9	8	3	8	0	0	0	1	7	2	0	1	1
PF19092.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	2	0	0	0	0	0	0	0	1	0
PF09860.12	0	1	0	0	0	0	0	0	1	0	1	0	2	0	3	2	0	1	2	0	0	5	1	1	4	0	0	3	7	0
PF02445.19	0	0	1	1	0	2	2	3	1	2	4	0	0	0	3	1	3	6	0	0	0	1	4	2	4	0	0	0	1	3
PF02829.17	0	2	0	0	0	0	1	1	1	0	0	1	1	0	1	2	0	0	1	2	0	3	1	0	2	2	1	1	0	0
PF09234.13	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	1	1
PF09515.13	0	0	0	3	0	0	0	0	0	0	0	0	1	4	1	0	0	2	3	2	3	0	0	1	1	2	0	5	3	1
PF07348.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	2	0	1	0	0	0	0	0	1	0	0
PF03706.16	1	0	5	0	3	1	0	0	0	1	0	1	10	4	5	9	11	8	13	9	10	11	9	4	13	4	0	7	12	3
PF16927.8	1	8	1	1	3	5	1	1	0	0	1	0	14	30	17	4	7	34	25	26	26	8	6	3	9	3	9	14	25	17
PF16472.8	0	6	0	0	0	4	0	0	0	0	0	0	7	12	14	10	22	46	9	17	13	14	5	3	2	9	4	7	9	4
PF08367.14	3	17	1	2	2	12	4	7	4	3	1	3	16	15	16	19	8	13	33	14	16	26	19	15	21	1	10	23	19	19
PF18907.3	1	0	0	1	1	5	0	1	0	1	1	0	2	2	2	3	0	0	4	8	3	4	1	0	0	3	0	0	0	0
PF09986.12	0	21	1	1	1	23	0	0	2	5	0	0	15	6	3	1	0	9	9	2	8	14	9	5	11	1	5	7	6	8
PF12725.10	0	3	0	1	0	1	2	0	0	0	0	0	3	2	2	4	4	2	11	5	1	14	1	2	1	0	0	3	5	0
PF19275.2	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	1	2	4	3	5	4	0	0	3	3	4	4	3	2	0
PF10021.12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
PF14478.9	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	2	3	2	3	2	2	0	0	1	2	1	0	2	1	1
PF16990.8	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	2	2	4	5	0	4	3	4	1
PF02677.17	0	1	0	2	1	1	1	0	1	0	0	1	3	2	1	0	3	7	7	4	8	6	0	1	1	1	2	2	2	2
PF13023.9	0	2	0	1	0	2	2	2	0	2	1	0	0	1	2	5	1	0	1	1	0	0	0	0	1	0	0	2	1	1
PF02732.18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	3	14	0	0	0	0	1	0	0	0	0	0	1	0
PF08719.14	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	4	1	2	3	0	0	1	1	0	0	0	0	1
PF18127.4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	4	0	0	0	0	1	0	0	0	0
PF10047.12	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PF14020.9	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	4	4	0	0	0	0	0	0	0	0	0	0	0	1
