FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b	cFT13a	cFT13b	cFT17a	cFT17b	cFT21a	cFT21b	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c	Name
PF09852.12	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Predicted membrane protein (DUF2079)
PF11985.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	1.0	1.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteriophage Mu, Gp27
PF13165.9	0.0	12.0	0.0	3.0	6.0	8.0	2.0	4.0	1.0	6.0	1.0	2.0	2.0	3.0	5.0	2.0	0.0	6.0	4.0	1.0	5.0	5.0	4.0	0.0	17.0	5.0	8.0	4.0	2.0	1.0	35.0	2.0	0.0	30.0	3.0	1.0	9.0	6.0	4.0	32.0	1.0	6.0	Six-cysteine peptide SCIFF
PF02914.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	2.0	2.0	3.0	1.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	Bacteriophage Mu transposase
PF13303.9	0.0	1.0	0.0	0.0	0.0	4.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	3.0	0.0	1.0	1.0	2.0	5.0	1.0	1.0	5.0	16.0	3.0	9.0	3.0	1.0	2.0	0.0	3.0	4.0	7.0	3.0	1.0	Phosphotransferase system, EIIC
PF18824.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Large polyvalent protein-associated domain 11
PF14078.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Domain of unknown function (DUF4259)
PF01070.21	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	2.0	6.0	0.0	0.0	2.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	3.0	0.0	0.0	6.0	8.0	12.0	7.0	0.0	0.0	0.0	2.0	4.0	2.0	4.0	4.0	2.0	FMN-dependent dehydrogenase
PF02682.19	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0	0.0	0.0	1.0	5.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	Carboxyltransferase domain, subdomain C and D
PF03328.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	2.0	1.0	2.0	3.0	3.0	4.0	14.0	10.0	2.0	2.0	0.0	1.0	2.0	0.0	3.0	0.0	2.0	HpcH/HpaI aldolase/citrate lyase family
PF14804.9	6.0	6.0	0.0	6.0	1.0	10.0	6.0	4.0	3.0	5.0	1.0	2.0	4.0	3.0	5.0	4.0	2.0	9.0	1.0	2.0	2.0	8.0	9.0	0.0	18.0	5.0	14.0	8.0	3.0	13.0	30.0	8.0	6.0	11.0	11.0	6.0	10.0	8.0	3.0	13.0	6.0	3.0	Jag N-terminus
PF01424.25	6.0	6.0	0.0	6.0	1.0	10.0	6.0	4.0	3.0	5.0	1.0	2.0	4.0	3.0	5.0	4.0	2.0	9.0	1.0	2.0	2.0	8.0	9.0	0.0	18.0	5.0	14.0	10.0	4.0	13.0	30.0	9.0	6.0	11.0	11.0	6.0	10.0	8.0	3.0	13.0	6.0	3.0	R3H domain
PF03737.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	6.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Aldolase/RraA
PF20038.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Helix-turn-helix domain
PF01066.24	0.0	5.0	0.0	0.0	4.0	7.0	0.0	2.0	3.0	1.0	3.0	3.0	2.0	1.0	1.0	1.0	1.0	3.0	0.0	0.0	1.0	7.0	0.0	0.0	4.0	4.0	3.0	4.0	8.0	29.0	19.0	9.0	8.0	16.0	4.0	4.0	4.0	3.0	3.0	7.0	7.0	2.0	CDP-alcohol phosphatidyltransferase
PF01144.26	8.0	14.0	5.0	24.0	6.0	28.0	16.0	33.0	13.0	25.0	6.0	14.0	13.0	7.0	6.0	8.0	6.0	10.0	2.0	8.0	5.0	22.0	17.0	3.0	43.0	16.0	18.0	42.0	11.0	9.0	29.0	12.0	16.0	37.0	5.0	9.0	55.0	36.0	25.0	46.0	8.0	9.0	Coenzyme A transferase
PF09039.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	6.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Mu DNA binding, I gamma subdomain
PF03746.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	LamB/YcsF family
PF01566.21	0.0	2.0	4.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Natural resistance-associated macrophage protein
PF07286.15	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	D-glutamate cyclase
PF08497.13	1.0	4.0	0.0	1.0	2.0	7.0	0.0	1.0	0.0	1.0	1.0	2.0	0.0	3.0	1.0	2.0	2.0	3.0	1.0	1.0	0.0	3.0	4.0	0.0	9.0	11.0	13.0	7.0	14.0	18.0	8.0	8.0	13.0	5.0	2.0	1.0	4.0	3.0	3.0	12.0	10.0	4.0	Radical SAM N-terminal
PF11842.11	1.0	4.0	0.0	1.0	2.0	7.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	3.0	1.0	2.0	2.0	3.0	1.0	1.0	0.0	3.0	4.0	0.0	9.0	11.0	13.0	7.0	14.0	17.0	8.0	8.0	13.0	5.0	2.0	1.0	4.0	3.0	3.0	12.0	10.0	4.0	Domain of unknown function (DUF3362)
PF00215.27	1.0	4.0	1.0	4.0	2.0	10.0	0.0	1.0	3.0	8.0	2.0	8.0	1.0	3.0	2.0	1.0	0.0	4.0	1.0	1.0	1.0	1.0	4.0	0.0	9.0	7.0	10.0	6.0	7.0	13.0	13.0	13.0	10.0	4.0	10.0	10.0	9.0	5.0	9.0	8.0	15.0	6.0	Orotidine 5'-phosphate decarboxylase / HUMPS family
PF00302.21	0.0	7.0	0.0	0.0	1.0	12.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	2.0	1.0	2.0	2.0	0.0	4.0	9.0	10.0	16.0	5.0	1.0	6.0	1.0	5.0	0.0	1.0	1.0	2.0	3.0	6.0	2.0	Chloramphenicol acetyltransferase
PF02754.19	8.0	6.0	0.0	10.0	4.0	5.0	2.0	8.0	4.0	7.0	4.0	8.0	10.0	4.0	2.0	20.0	6.0	7.0	2.0	4.0	0.0	16.0	8.0	4.0	8.0	2.0	5.0	6.0	23.0	16.0	17.0	14.0	16.0	38.0	16.0	6.0	16.0	7.0	4.0	21.0	29.0	2.0	Cysteine-rich domain
PF15714.8	0.0	3.0	0.0	1.0	0.0	3.0	0.0	1.0	3.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	3.0	0.0	2.0	0.0	1.0	3.0	4.0	5.0	2.0	3.0	8.0	6.0	2.0	2.0	10.0	3.0	0.0	1.0	0.0	0.0	13.0	5.0	0.0	Stage V sporulation protein T C-terminal, transcription factor
PF12710.10	2.0	2.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	3.0	3.0	2.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	9.0	10.0	9.0	16.0	26.0	8.0	11.0	10.0	3.0	5.0	3.0	6.0	3.0	4.0	2.0	12.0	1.0	haloacid dehalogenase-like hydrolase
PF07873.14	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	4.0	3.0	8.0	2.0	0.0	7.0	6.0	1.0	1.0	6.0	2.0	2.0	0.0	1.0	3.0	5.0	4.0	1.0	YabP family
PF04232.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	5.0	0.0	0.0	Stage V sporulation protein S (SpoVS)
PF02411.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MerT mercuric transport protein
PF05170.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	AsmA family
PF13493.9	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	8.0	2.0	1.0	6.0	3.0	1.0	5.0	4.0	6.0	0.0	0.0	1.0	16.0	2.0	0.0	1.0	0.0	1.0	Domain of unknown function (DUF4118)
PF13840.9	0.0	1.0	1.0	3.0	3.0	4.0	0.0	1.0	1.0	1.0	1.0	4.0	2.0	1.0	1.0	5.0	0.0	3.0	0.0	0.0	1.0	2.0	0.0	1.0	6.0	4.0	4.0	3.0	11.0	5.0	6.0	8.0	11.0	15.0	8.0	19.0	9.0	6.0	6.0	11.0	9.0	1.0	ACT domain
PF06677.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Sjogren's syndrome/scleroderma autoantigen 1 (Autoantigen p27)
PF13860.9	1.0	3.0	0.0	2.0	1.0	2.0	3.0	0.0	2.0	0.0	0.0	3.0	1.0	1.0	1.0	1.0	0.0	2.0	1.0	8.0	1.0	5.0	1.0	1.0	2.0	0.0	2.0	1.0	1.0	16.0	12.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	1.0	0.0	FlgD Ig-like domain
PF18934.3	1.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	1.0	2.0	6.0	1.0	3.0	1.0	6.0	6.0	6.0	3.0	4.0	8.0	3.0	1.0	8.0	10.0	9.0	Family of unknown function (DUF5682)
PF20458.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Family of unknown function (DUF6711)
PF07993.15	0.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	1.0	1.0	2.0	4.0	0.0	0.0	1.0	0.0	2.0	1.0	5.0	0.0	5.0	1.0	0.0	0.0	5.0	0.0	2.0	3.0	12.0	0.0	4.0	2.0	0.0	3.0	1.0	3.0	1.0	0.0	0.0	3.0	0.0	Male sterility protein
PF07394.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Protein of unknown function (DUF1501)
PF01348.24	1.0	5.0	3.0	2.0	3.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	5.0	33.0	38.0	35.0	131.0	107.0	63.0	114.0	111.0	5.0	9.0	0.0	14.0	77.0	31.0	5.0	53.0	7.0	Type II intron maturase
PF08495.13	4.0	17.0	1.0	8.0	4.0	18.0	2.0	5.0	0.0	9.0	1.0	2.0	2.0	3.0	6.0	5.0	2.0	9.0	6.0	5.0	9.0	29.0	13.0	3.0	10.0	14.0	4.0	18.0	5.0	11.0	24.0	13.0	6.0	9.0	2.0	4.0	7.0	6.0	11.0	8.0	8.0	4.0	FIST N domain
PF10442.12	3.0	3.0	1.0	6.0	3.0	1.0	1.0	5.0	0.0	3.0	0.0	0.0	2.0	2.0	3.0	0.0	1.0	2.0	3.0	3.0	4.0	3.0	6.0	0.0	3.0	6.0	2.0	12.0	2.0	7.0	14.0	8.0	4.0	2.0	1.0	0.0	2.0	2.0	5.0	2.0	2.0	3.0	FIST C domain
PF04630.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phage tail tube protein
PF08797.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	2.0	3.0	2.0	3.0	1.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0	6.0	1.0	0.0	HIRAN domain
PF01292.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Prokaryotic cytochrome b561
PF14814.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bifunctional transglycosylase second domain
PF11794.11	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	5.0	9.0	5.0	13.0	14.0	10.0	8.0	5.0	15.0	3.0	7.0	8.0	10.0	10.0	7.0	4.0	5.0	4-hydroxyphenylacetate 3-hydroxylase N terminal
PF03241.16	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	5.0	9.0	4.0	13.0	11.0	10.0	8.0	5.0	15.0	3.0	6.0	8.0	8.0	10.0	7.0	4.0	5.0	4-hydroxyphenylacetate 3-hydroxylase C terminal
PF00857.23	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	3.0	2.0	3.0	0.0	9.0	8.0	8.0	3.0	2.0	10.0	12.0	6.0	7.0	8.0	3.0	2.0	5.0	4.0	1.0	4.0	7.0	2.0	Isochorismatase family
PF13343.9	0.0	3.0	0.0	6.0	1.0	3.0	1.0	0.0	1.0	1.0	1.0	0.0	3.0	1.0	0.0	1.0	1.0	7.0	0.0	1.0	0.0	2.0	1.0	1.0	6.0	1.0	2.0	1.0	2.0	5.0	7.0	3.0	1.0	5.0	0.0	3.0	7.0	1.0	2.0	2.0	3.0	1.0	Bacterial extracellular solute-binding protein
PF13380.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	CoA binding domain
PF10593.12	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	1.0	4.0	4.0	3.0	3.0	2.0	0.0	1.0	8.0	2.0	0.0	1.0	2.0	4.0	7.0	3.0	1.0	Z1 domain
PF10592.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	12.0	11.0	13.0	3.0	25.0	3.0	5.0	6.0	11.0	0.0	0.0	1.0	2.0	1.0	2.0	7.0	1.0	AIPR protein
PF09924.12	0.0	1.0	1.0	1.0	0.0	3.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	2.0	2.0	1.0	0.0	0.0	1.0	3.0	5.0	5.0	11.0	5.0	1.0	8.0	3.0	2.0	1.0	2.0	3.0	6.0	0.0	4.0	5.0	1.0	Phosphatidylglycerol lysyltransferase, C-terminal
PF00487.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Fatty acid desaturase
PF08818.14	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	3.0	10.0	2.0	7.0	19.0	1.0	11.0	11.0	4.0	7.0	0.0	3.0	2.0	4.0	1.0	12.0	0.0	Domain of unknown function (DU1801)
PF12681.10	0.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	2.0	2.0	3.0	5.0	2.0	5.0	5.0	8.0	12.0	3.0	3.0	3.0	0.0	0.0	2.0	2.0	1.0	8.0	3.0	1.0	Glyoxalase-like domain
PF20148.2	1.0	1.0	0.0	6.0	0.0	2.0	1.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	2.0	1.0	0.0	6.0	25.0	42.0	15.0	16.0	18.0	34.0	43.0	44.0	7.0	8.0	3.0	13.0	8.0	6.0	3.0	31.0	5.0	Domain of unknown function (DUF6531)
PF05580.15	0.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	5.0	2.0	0.0	0.0	3.0	3.0	0.0	1.0	3.0	8.0	2.0	1.0	23.0	2.0	9.0	15.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	8.0	0.0	SpoIVB peptidase S55
PF11888.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	11.0	11.0	16.0	28.0	0.0	1.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	Protein of unknown function (DUF3408)
PF15572.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Immunity protein 45
PF11760.11	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	2.0	4.0	5.0	6.0	1.0	14.0	19.0	0.0	3.0	1.0	1.0	7.0	3.0	1.0	0.0	2.0	Cobalamin synthesis G N-terminal
PF01890.19	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	2.0	4.0	5.0	6.0	1.0	14.0	19.0	0.0	3.0	1.0	1.0	7.0	3.0	1.0	0.0	2.0	Cobalamin synthesis G C-terminus
PF13296.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Putative type VI secretion system Rhs element Vgr
PF18991.3	3.0	1.0	1.0	0.0	2.0	1.0	0.0	3.0	0.0	2.0	1.0	1.0	3.0	1.0	4.0	2.0	0.0	5.0	0.0	0.0	2.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	Family of unknown function (DUF5724)
PF13569.9	3.0	4.0	2.0	6.0	2.0	1.0	0.0	5.0	2.0	3.0	2.0	1.0	3.0	2.0	5.0	2.0	0.0	8.0	0.0	0.0	2.0	7.0	2.0	0.0	2.0	0.0	9.0	3.0	0.0	4.0	11.0	7.0	1.0	11.0	7.0	5.0	19.0	1.0	4.0	7.0	21.0	10.0	Domain of unknown function (DUF4132)
PF03448.20	2.0	17.0	0.0	0.0	4.0	14.0	2.0	0.0	2.0	3.0	8.0	2.0	1.0	3.0	1.0	0.0	2.0	1.0	4.0	3.0	6.0	6.0	7.0	1.0	8.0	11.0	12.0	17.0	9.0	31.0	15.0	10.0	3.0	14.0	7.0	5.0	13.0	1.0	8.0	12.0	12.0	10.0	MgtE intracellular N domain
PF01769.19	2.0	9.0	0.0	0.0	4.0	6.0	2.0	0.0	2.0	2.0	8.0	2.0	1.0	3.0	0.0	0.0	2.0	1.0	1.0	3.0	3.0	5.0	4.0	0.0	8.0	7.0	12.0	17.0	9.0	26.0	15.0	9.0	3.0	14.0	7.0	3.0	13.0	1.0	5.0	12.0	11.0	5.0	Divalent cation transporter
PF07606.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Protein of unknown function (DUF1569)
PF13442.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Cytochrome C oxidase, cbb3-type, subunit III
PF06695.14	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	4.0	2.0	1.0	0.0	0.0	1.0	0.0	3.0	1.0	Putative small multi-drug export protein
PF13595.9	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	4.0	14.0	22.0	37.0	1.0	14.0	14.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	6.0	1.0	Domain of unknown function (DUF4138)
