FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b
PF00162.22	34	190	12	50	33	166	27	61	66	57	30	86
PF02733.20	8	7	1	4	5	12	11	5	7	1	2	12
PF06874.14	1	14	0	5	0	10	6	3	8	4	0	3
PF01408.25	15	31	9	24	32	52	10	26	15	18	10	14
PF02894.20	14	20	7	20	20	43	7	21	12	14	6	9
PF02664.18	0	1	1	3	1	1	0	0	1	1	1	8
PF00248.24	2	16	4	9	6	22	7	6	12	8	11	15
PF13597.9	17	54	5	25	6	86	11	15	17	18	13	23
PF13353.9	17	42	5	31	19	49	22	22	24	25	16	20
PF02361.19	1	5	0	0	2	9	1	0	1	2	0	1
PF12705.10	2	10	3	6	3	4	4	5	9	7	2	11
PF00163.22	14	43	10	50	27	81	14	23	14	30	20	43
PF09371.13	6	6	1	2	7	11	2	0	2	5	4	5
PF16921.8	6	6	1	2	7	11	2	0	2	5	4	5
PF12836.10	7	16	1	6	8	18	3	0	5	10	5	6
PF17674.4	6	9	1	3	7	14	2	0	3	7	5	6
PF08706.14	0	0	1	1	2	0	0	1	0	0	1	1
PF19263.2	0	0	2	0	2	0	0	1	0	0	1	1
PF03288.19	0	0	1	1	2	0	0	1	0	0	1	1
PF17900.4	0	0	1	0	1	0	0	2	0	0	2	0
PF01433.23	0	0	1	0	2	0	0	2	0	0	2	0
PF11838.11	0	0	1	0	1	0	0	2	0	0	1	0
PF09250.14	0	0	0	0	0	0	0	0	0	0	2	0
PF08708.14	0	0	0	0	0	0	0	0	0	0	2	0
PF02229.19	0	0	0	0	1	0	0	0	0	0	0	0
PF03180.17	0	4	1	0	0	4	1	0	0	0	1	0
PF09383.13	0	4	0	0	1	4	0	0	0	0	3	0
PF01497.21	5	12	4	5	6	8	1	2	6	0	3	5
PF00300.25	4	1	1	10	3	5	3	2	3	4	6	9
PF03717.18	4	27	1	10	5	47	6	8	9	6	5	18
PF00905.25	12	67	4	26	11	100	10	16	16	13	12	27
PF00496.25	13	115	4	34	23	148	20	51	33	52	50	74
PF16658.8	3	12	2	4	2	11	3	4	4	10	5	8
PF00154.24	6	15	2	9	5	13	6	3	2	6	11	7
PF05675.15	0	0	0	0	2	0	0	0	0	0	0	0
PF03595.20	0	0	0	0	1	0	0	0	0	0	1	0
PF02568.17	1	5	1	2	6	9	1	0	4	3	4	3
PF02525.20	1	0	1	1	4	1	1	2	0	0	1	0
PF00999.24	1	2	3	0	7	2	0	0	1	1	8	3
PF00118.27	20	69	14	77	51	83	28	42	42	64	38	72
PF00072.27	125	581	59	211	131	632	145	204	218	175	100	274
PF00486.31	27	51	31	64	73	69	36	39	51	35	31	51
PF06156.16	0	0	0	0	0	0	0	0	0	0	1	0
PF07155.15	0	11	1	2	0	9	3	3	2	0	0	2
PF06418.17	0	3	2	0	1	3	2	3	2	4	2	6
PF00117.31	8	16	3	6	8	17	3	13	9	12	8	15
PF05014.18	0	0	0	0	0	0	0	0	0	0	1	1
PF01712.22	0	0	0	0	1	0	0	0	0	0	0	0
PF02645.19	10	85	2	19	9	62	9	13	13	10	13	17
PF00216.24	5	30	2	4	12	38	3	8	12	14	9	18
PF04545.19	17	59	18	24	29	72	18	22	30	24	19	33
PF01832.23	2	7	2	7	9	13	2	1	3	9	2	11
PF00912.25	7	35	3	12	5	48	4	9	5	5	7	8
PF05697.16	21	38	5	10	14	36	2	10	18	28	14	32
PF00254.31	17	36	7	12	8	42	5	8	20	33	14	38
PF05698.17	14	34	5	13	2	42	3	10	23	31	14	37
PF03979.17	6	11	6	4	9	11	6	6	11	5	5	5
PF00140.23	6	15	7	6	15	12	6	9	11	8	7	10
PF04542.17	23	80	14	41	43	90	25	32	38	30	22	43
PF04539.19	10	30	8	13	21	39	14	13	17	15	8	17
PF01327.24	0	1	0	0	0	3	0	0	1	0	1	4
PF04851.18	22	35	18	72	105	50	24	29	61	34	32	61
PF12344.11	4	3	1	3	6	17	2	2	6	3	5	6
PF02151.22	4	8	1	5	4	19	3	2	9	4	7	7
PF07977.16	1	2	0	4	1	1	0	0	1	1	2	0
PF02734.20	14	32	0	14	6	38	8	9	16	17	8	16
PF01987.20	1	1	0	1	4	2	0	2	1	5	3	5
PF00265.21	0	0	0	0	0	0	1	0	0	0	2	0
PF03462.21	9	19	2	18	15	30	5	10	15	9	4	15
PF00472.23	8	19	2	18	15	30	5	10	15	9	4	15
PF11967.11	1	1	0	0	2	0	0	0	1	2	1	0
PF02565.18	1	1	0	0	2	0	0	0	1	2	1	0
PF00464.22	4	9	0	8	6	9	2	2	4	7	3	7
PF08032.15	2	9	2	1	1	3	1	2	3	2	2	2
PF00557.27	12	21	7	17	31	42	12	8	18	17	10	35
PF02603.19	3	15	0	4	4	11	3	6	3	1	3	4
PF07475.15	3	15	0	4	4	11	3	6	3	1	3	4
PF00393.22	0	0	0	0	1	0	0	0	0	0	0	1
PF02705.19	0	0	0	2	4	0	0	0	0	0	3	0
PF02588.18	3	10	1	2	3	5	5	4	6	4	2	1
PF00364.25	12	23	6	9	9	21	13	17	11	20	16	26
PF02817.20	0	0	1	2	2	1	1	1	0	0	5	7
PF00198.26	0	0	1	3	3	1	1	1	0	0	5	7
PF12706.10	0	13	3	5	3	12	5	6	7	6	4	4
PF17768.4	4	4	1	0	5	2	2	2	3	6	3	2
PF10141.12	0	0	0	0	0	0	0	0	0	0	2	0
PF03449.18	4	3	1	4	8	10	2	0	3	1	3	9
PF01272.22	4	3	1	4	8	10	2	0	4	1	3	9
PF13518.9	2	0	2	2	3	3	0	3	0	2	10	2
PF00676.23	0	1	1	3	5	1	8	10	1	1	5	3
PF02901.18	231	539	23	431	298	533	224	307	152	177	85	186
PF01228.24	226	586	21	438	280	565	241	329	150	177	87	198
PF06071.16	5	13	1	1	2	14	2	2	1	5	6	5
PF00694.22	5	8	1	7	7	12	7	7	6	6	5	8
PF00579.28	8	25	3	4	6	17	4	9	6	8	6	10
PF00343.23	15	79	4	40	30	57	15	28	17	37	13	41
PF00854.24	8	2	3	2	5	4	2	0	0	0	2	8
PF01654.20	0	0	1	0	0	0	0	0	1	0	0	0
PF00149.31	7	8	5	11	3	18	5	6	9	17	6	19
PF14437.9	1	1	0	1	0	0	0	1	0	0	3	1
PF02746.19	0	1	2	1	0	0	2	0	1	0	0	0
PF13378.9	0	2	2	1	1	0	2	0	2	0	0	0
PF00378.23	26	51	6	27	9	58	25	27	20	12	6	21
PF13302.10	5	20	1	12	1	19	1	5	3	2	5	6
PF00710.23	3	2	3	1	3	1	2	1	1	1	2	0
PF17763.4	3	2	3	1	3	1	2	1	1	1	2	0
PF00772.24	4	13	2	2	8	28	3	3	4	4	4	5
PF03796.18	4	13	3	2	8	28	3	3	4	4	4	4
PF16555.8	0	0	0	0	0	0	0	0	0	0	0	0
PF04760.18	14	47	15	24	35	48	15	17	18	27	13	67
PF11987.11	9	26	10	12	27	25	9	10	11	15	9	38
PF08545.13	4	3	0	3	5	4	1	1	1	0	1	3
PF08541.13	4	3	0	3	3	3	1	0	1	0	1	3
PF00289.25	1	0	0	0	1	2	1	1	2	2	4	1
PF02786.20	12	46	2	4	7	52	7	13	12	24	15	21
PF02785.22	1	0	0	0	1	2	1	1	2	2	4	1
PF03255.17	2	3	0	1	1	2	0	1	2	1	1	0
PF00581.23	1	1	2	3	1	5	3	1	0	0	0	1
PF02583.20	0	0	0	0	0	1	1	0	1	1	0	1
PF09334.14	18	52	8	25	26	75	25	33	29	28	34	52
PF19303.2	4	11	3	7	8	16	4	5	4	3	11	7
PF13561.9	13	15	5	18	18	23	5	12	17	18	9	20
PF01960.21	0	5	1	0	1	2	0	0	1	6	1	1
PF00202.24	2	5	5	5	8	5	3	14	4	4	2	6
PF14622.9	1	4	1	0	0	0	0	2	0	1	0	0
PF00035.29	1	4	1	0	0	0	0	2	0	1	0	0
PF00884.26	3	7	8	6	6	12	6	7	11	12	7	7
PF00324.24	0	0	1	0	0	0	0	0	0	0	2	0
PF13793.9	3	18	5	4	6	16	4	2	12	10	7	8
PF14572.9	2	4	4	2	5	3	3	0	9	5	7	6
PF13603.9	7	30	2	14	18	38	10	16	14	10	8	21
PF00232.21	4	19	1	7	11	17	2	5	8	12	19	41
PF03315.18	3	1	0	1	5	2	0	0	0	1	1	1
PF01842.28	1	3	3	4	8	11	3	1	3	8	3	10
PF00403.29	12	28	6	12	1	11	10	7	10	4	23	10
PF03054.19	1	7	2	1	1	7	0	2	4	0	2	0
PF20259.1	1	6	1	0	0	5	0	1	2	0	0	0
PF20258.1	1	6	1	0	0	5	0	1	2	0	0	0
PF01541.27	1	5	1	2	3	3	1	0	4	1	5	4
PF08459.14	1	5	1	1	3	2	1	0	3	1	4	4
PF00763.26	1	7	1	4	3	1	5	3	4	1	4	5
PF02882.22	1	7	1	4	3	1	5	3	4	1	4	5
PF13742.9	2	9	1	2	4	5	2	0	1	2	2	2
PF02601.18	2	10	1	3	4	7	2	0	1	2	2	4
PF01728.22	1	6	0	2	2	4	1	1	3	3	2	1
PF03793.22	10	51	14	6	15	40	6	12	16	15	0	21
PF01245.23	9	11	0	10	15	26	8	7	16	9	13	12
PF01883.22	2	1	0	0	2	1	0	0	0	0	0	1
PF07730.16	2	6	2	1	1	2	0	3	0	1	3	1
PF00390.22	2	5	2	6	5	4	3	1	7	5	0	6
PF03949.18	2	5	2	7	5	5	4	1	5	4	0	5
PF03390.18	0	0	2	0	0	0	0	1	0	0	0	0
PF00204.28	8	16	4	6	19	16	4	5	13	14	4	13
PF00986.24	8	16	4	6	15	16	4	5	13	14	4	12
PF04464.17	4	3	1	4	0	9	0	1	14	4	3	1
PF12674.10	0	0	1	0	0	1	0	0	0	1	0	0
PF01048.23	12	32	3	15	8	28	12	14	5	12	6	22
PF00877.22	14	54	9	32	28	62	15	12	26	23	11	47
PF08206.14	1	15	3	7	1	10	1	0	8	4	3	3
PF17876.4	1	16	4	9	2	10	2	0	9	5	4	3
PF00773.22	1	16	4	9	2	10	2	0	9	6	4	3
PF00510.21	0	0	0	0	0	0	0	0	0	0	0	0
PF01266.27	10	12	1	33	9	18	8	5	11	3	6	21
PF16901.8	0	0	0	0	0	0	0	0	0	0	0	1
PF03600.19	2	1	1	2	0	2	2	1	1	0	0	0
PF03211.16	0	0	0	0	0	0	0	0	0	0	0	0
PF07715.18	60	84	16	39	125	22	5	17	30	14	26	51
PF00593.27	53	81	11	34	108	17	4	17	25	8	22	42
PF01142.21	0	0	0	0	0	0	0	0	0	0	0	0
PF02787.22	5	23	1	2	3	25	3	6	5	11	6	10
PF02142.25	6	30	2	3	12	32	5	9	11	14	10	15
PF10091.12	1	0	1	0	0	0	0	0	0	0	2	0
PF06165.14	0	9	3	4	1	6	1	3	0	0	6	2
PF17167.7	0	9	2	5	1	6	1	3	0	0	5	3
PF01546.31	20	23	10	26	21	36	18	11	18	15	11	31
PF07687.17	18	19	8	21	16	32	14	9	14	9	5	11
PF04956.16	0	0	0	0	0	0	0	0	0	0	0	0
PF03840.17	0	2	0	2	3	6	0	1	4	3	3	5
PF00873.22	9	15	9	9	31	15	3	5	12	3	4	14
PF05134.16	0	0	0	0	0	0	0	0	0	1	0	0
PF00293.31	4	11	1	3	3	18	8	2	7	6	4	11
PF13857.9	0	1	0	0	2	2	0	0	1	1	1	2
PF12796.10	0	1	0	3	2	8	0	5	5	1	1	4
PF16957.8	0	0	0	0	0	0	0	0	0	0	0	0
PF00775.24	0	0	1	0	0	0	0	0	0	0	0	0
PF00361.23	7	14	2	1	13	3	2	1	1	1	6	6
PF07859.16	0	0	0	1	1	3	1	1	2	2	0	2
PF00730.28	0	7	0	2	1	13	0	2	4	2	0	1
PF00633.26	0	7	0	1	1	13	0	2	3	0	0	0
PF00437.23	3	1	0	4	0	5	2	0	3	5	2	9
PF14890.9	0	0	0	0	0	0	0	0	0	0	2	0
PF14528.9	0	0	0	0	0	0	0	0	0	0	1	0
PF00903.28	0	1	0	1	1	2	0	2	0	1	0	3
PF05954.14	0	0	1	0	0	4	0	0	0	0	0	1
PF04717.15	0	0	0	0	0	0	0	0	0	0	0	0
PF10106.12	0	0	0	0	0	0	0	0	0	0	0	1
PF20071.2	8638	5814	5975	4304	6678	7129	5816	4373	7686	2926	10787	8986
PF05232.15	0	0	0	0	0	0	0	0	0	0	0	0
PF00115.23	0	1	0	0	0	0	0	0	0	0	0	1
PF13411.9	6	19	1	21	7	18	12	14	13	13	9	15
PF07739.16	0	7	1	0	1	3	0	2	0	4	2	0
PF01791.12	2	7	6	1	4	12	2	5	4	1	4	6
PF01156.22	0	0	0	2	0	0	0	1	2	1	0	3
PF00239.24	144	340	96	380	262	374	244	326	252	145	165	296
PF07508.16	152	354	106	384	264	396	254	339	276	149	169	304
PF13408.9	143	339	105	376	257	380	248	329	261	148	166	309
PF14287.9	113	274	90	322	240	298	198	291	231	113	138	273
PF20188.1	0	0	1	0	0	0	0	0	0	0	0	0
PF02195.21	2	12	11	5	7	6	4	3	3	5	16	7
PF03432.17	2	3	10	6	12	2	2	1	6	5	11	8
PF13443.9	2	8	0	12	4	9	4	8	11	4	3	6
PF13154.9	0	0	2	3	5	0	0	0	3	2	2	3
PF13155.9	4	9	5	9	14	12	5	6	10	7	7	17
PF19044.3	0	0	5	3	7	1	1	0	1	0	7	2
PF02534.17	1	1	4	2	6	2	3	0	2	2	15	0
PF06970.14	0	0	3	0	0	0	0	0	0	0	5	0
PF19481.2	0	0	4	0	1	1	0	0	1	0	4	0
PF00389.33	12	37	2	17	4	27	12	10	5	14	6	10
PF02826.22	12	37	2	17	4	27	12	10	6	15	6	10
PF13610.9	3	0	7	2	4	2	2	3	1	0	15	1
PF02913.22	3	3	0	3	0	3	5	6	2	1	3	1
PF00561.23	4	6	0	1	1	6	0	4	4	3	1	4
PF00535.29	17	98	6	38	28	103	20	14	28	29	18	37
PF13018.9	0	0	0	0	0	0	0	0	0	0	0	0
PF05860.16	0	0	0	0	0	0	0	0	0	0	0	0
PF05594.17	0	0	0	0	0	0	0	0	0	0	0	0
PF13332.9	0	0	0	0	0	0	0	0	0	0	0	0
PF03543.17	0	0	0	0	0	0	0	0	0	0	0	0
PF01281.22	3	10	0	1	4	9	0	2	3	0	1	5
PF03948.17	3	10	0	1	4	9	0	2	3	0	1	5
PF00668.23	1	6	2	7	9	9	6	3	0	4	0	4
PF00501.31	13	26	7	18	18	47	19	12	16	12	5	29
PF13193.9	2	2	4	6	13	16	11	5	5	5	1	9
PF00550.28	7	13	3	5	18	14	7	9	4	8	2	20
PF00975.23	0	0	0	0	0	0	0	0	0	1	0	0
PF01807.23	4	10	5	6	9	17	5	6	8	5	9	13
PF08275.14	4	9	4	6	9	14	5	6	8	5	5	13
PF10410.12	4	9	2	6	9	14	5	6	8	5	4	13
PF02661.21	3	9	1	13	8	5	8	6	4	7	4	14
PF00756.23	3	2	0	1	0	4	1	2	1	2	3	0
PF16296.8	0	0	0	0	0	0	0	0	0	0	0	0
PF13579.9	1	0	0	1	0	0	0	0	0	0	0	0
PF13692.9	1	6	0	4	1	4	0	1	4	4	1	4
PF01979.23	12	48	7	30	15	50	6	16	23	20	12	36
PF19516.2	0	0	0	0	0	0	0	0	0	0	0	0
PF02502.21	0	3	2	2	1	4	1	1	2	3	0	1
PF13247.9	1	0	0	1	0	0	0	2	1	0	1	1
PF14711.9	0	0	0	0	0	0	0	0	0	0	0	0
PF00899.24	1	3	1	0	0	3	0	1	1	3	0	2
PF09508.13	6	81	3	8	9	63	10	16	6	13	4	21
PF17385.5	6	81	3	8	8	63	10	16	6	13	4	21
PF17386.5	6	81	3	8	8	63	10	16	6	13	4	21
PF11296.11	0	0	0	0	0	0	0	0	0	0	0	0
PF12262.11	0	0	0	0	0	0	0	0	0	0	0	0
PF03403.16	0	0	0	0	0	0	0	0	0	0	0	0
PF04748.16	0	0	0	0	0	0	0	0	0	0	0	0
PF03059.19	0	0	0	0	0	0	0	0	0	0	0	0
PF00672.28	37	252	11	123	30	338	90	97	89	61	28	101
PF13426.10	2	0	0	0	1	2	3	7	3	2	3	3
PF00989.28	1	1	0	0	1	4	2	2	5	2	3	2
PF05763.15	0	0	0	0	0	0	0	0	0	0	0	0
PF09406.13	0	0	0	0	0	0	0	0	0	0	0	0
PF14690.9	3	9	0	8	1	6	2	5	4	3	2	3
PF01610.20	4	18	1	13	2	23	9	10	6	6	3	10
PF02357.22	11	40	5	27	50	38	13	14	34	22	24	26
PF00467.32	3	37	4	20	60	40	5	4	14	11	9	28
PF05222.18	6	6	1	2	1	3	0	3	5	6	2	4
PF01262.24	6	6	1	2	2	3	0	3	5	6	2	4
PF01312.22	3	6	0	2	1	8	4	2	7	9	0	3
PF08207.15	3	28	2	13	13	20	8	8	10	11	9	12
PF01132.23	3	28	2	13	13	20	8	8	10	11	9	12
PF09285.14	3	28	2	13	13	21	8	8	10	11	9	12
PF02915.20	71	153	17	74	47	158	29	47	77	54	44	93
PF03952.19	11	21	6	11	39	11	2	6	19	12	27	28
PF00113.25	12	21	6	11	39	11	2	6	19	12	27	29
PF01391.21	0	0	0	10	10	4	0	8	4	0	0	0
PF12846.10	0	0	0	1	0	0	0	0	2	0	2	0
PF02447.19	0	0	0	0	0	0	2	6	1	1	0	2
PF11741.11	0	0	0	0	0	0	0	0	0	0	0	0
PF01520.21	4	24	1	12	9	29	3	5	6	12	4	15
PF01346.21	0	1	1	1	4	0	0	0	0	0	0	1
PF04392.15	0	1	0	0	0	0	1	1	1	0	1	2
PF01743.23	1	1	0	2	3	3	1	3	4	4	0	3
PF02367.20	0	2	0	0	0	1	2	0	0	0	0	0
PF06207.14	0	9	0	0	1	5	0	4	3	4	1	2
PF02812.21	61	135	12	131	38	85	85	65	39	30	29	54
PF00208.24	61	135	12	131	38	85	85	65	39	30	29	54
PF02597.23	0	0	0	1	0	0	1	0	0	0	0	1
PF02391.20	0	0	0	0	0	0	0	0	0	0	0	0
PF03485.19	7	7	6	0	2	2	6	3	3	3	1	6
PF00750.22	7	7	6	0	2	2	6	3	3	3	1	6
PF05746.18	7	7	6	0	2	2	6	3	3	4	1	6
PF06689.16	4	24	1	11	11	31	8	5	11	16	7	9
PF18008.4	0	0	0	0	0	0	0	0	0	0	0	0
PF04394.17	0	0	0	0	0	0	0	0	0	0	0	0
PF00861.25	11	53	0	40	40	67	14	8	27	25	4	38
PF01384.23	0	0	0	0	0	0	0	0	0	0	0	0
PF06834.14	0	0	0	0	0	0	0	0	0	0	0	0
PF00625.24	1	1	1	3	2	7	1	2	4	4	1	5
PF01293.23	148	345	17	225	163	354	109	146	162	167	66	225
PF03734.17	4	5	0	9	3	22	7	4	8	9	4	23
PF02670.19	0	9	0	0	2	7	1	2	4	0	0	2
PF08436.15	0	9	0	0	2	7	1	2	4	0	0	2
PF13288.9	0	9	0	0	2	7	1	2	4	0	0	2
PF08503.13	0	0	0	0	0	0	0	0	1	0	1	0
PF14602.9	1	5	0	1	4	5	1	3	1	1	1	3
PF14493.9	0	0	1	0	1	0	0	0	0	0	0	0
PF12323.11	0	0	0	1	1	0	0	0	0	1	0	0
PF01385.22	0	0	0	1	0	2	0	0	1	0	1	0
PF07282.14	1	4	0	5	6	8	3	2	7	8	1	5
PF13565.9	0	31	1	6	0	32	3	8	0	0	0	1
PF13439.9	3	29	6	5	8	29	2	2	7	7	4	3
PF00534.23	17	100	6	32	20	104	18	22	26	34	28	47
PF13156.9	0	0	0	0	0	0	0	0	0	0	0	0
PF02384.19	6	33	6	17	7	25	7	13	13	14	10	18
PF18135.4	0	0	0	0	0	1	0	1	0	0	0	2
PF13403.9	0	0	0	0	0	0	0	0	0	0	1	0
PF19514.2	0	0	0	1	0	0	1	0	0	0	0	0
PF01784.21	2	5	0	2	1	8	0	0	1	0	0	2
PF16575.8	0	0	0	0	0	0	0	0	0	0	0	0
PF01012.24	94	222	8	191	79	260	90	126	107	99	40	154
PF00766.22	70	150	6	135	39	156	49	79	71	68	34	110
PF00459.28	0	1	0	0	1	0	0	0	1	0	0	0
PF03167.22	0	8	0	2	1	8	0	1	4	2	1	8
PF00251.23	1	10	2	2	2	17	2	3	11	6	11	5
PF00834.22	0	8	0	0	0	6	2	3	1	0	0	1
PF06390.15	0	0	0	0	0	0	0	0	0	0	0	0
PF18269.4	10	20	0	15	8	20	8	5	14	11	3	11
PF04860.15	0	0	0	0	1	0	0	0	0	0	0	0
PF04650.20	1	1	0	0	4	0	0	1	3	1	4	10
PF17965.4	0	5	31	0	25	0	0	7	27	0	54	49
PF17966.4	0	9	33	0	28	0	0	12	36	4	56	70
PF00746.24	6	10	4	21	9	45	5	8	52	39	25	56
PF07554.16	97	348	2	187	42	159	45	107	297	105	114	220
PF07564.14	0	0	0	0	35	24	0	0	0	0	0	3
PF01468.20	0	0	0	0	2	3	0	0	0	0	0	1
PF20585.1	0	0	0	0	1	0	0	0	0	0	0	0
PF18957.3	0	1	0	0	1	0	0	1	1	3	7	10
PF08428.13	0	3	0	0	9	0	0	7	3	10	22	31
PF01719.20	0	0	0	0	0	0	0	0	0	0	0	0
PF00910.25	0	0	0	0	0	0	0	0	0	0	0	0
PF13102.9	1	4	4	6	8	5	1	3	10	6	6	7
PF00027.32	1	19	0	5	2	24	4	6	5	1	1	6
PF00578.24	3	7	0	2	13	3	2	1	4	4	2	2
PF00253.24	6	19	0	13	10	27	5	6	12	9	1	18
PF18076.4	0	0	1	0	12	0	0	0	0	0	0	0
PF12557.11	0	0	0	0	0	0	0	0	0	0	0	0
PF02572.18	1	7	0	1	0	5	1	0	0	0	0	4
PF04313.17	7	19	2	10	6	16	9	10	7	8	2	15
PF18766.4	7	20	1	10	6	14	8	8	7	8	2	13
PF11867.11	0	3	0	1	0	4	5	3	4	5	0	2
PF13491.9	1	13	4	4	1	5	2	2	3	3	0	4
PF17854.4	1	13	4	4	2	5	2	3	4	5	3	7
PF01580.21	1	23	6	10	2	9	2	3	5	11	5	11
PF09397.13	1	13	4	4	2	5	2	3	4	5	3	7
PF13631.9	0	0	0	0	0	0	0	0	0	0	0	0
PF05223.14	0	5	0	0	0	12	1	0	0	1	0	0
PF00892.23	9	6	4	25	5	16	12	0	3	8	1	7
PF00353.22	0	0	0	0	0	0	0	0	0	0	0	0
PF01850.24	5	7	1	6	2	9	4	2	0	1	2	3
PF00148.22	0	0	0	0	0	0	0	0	0	0	0	0
PF08369.13	0	0	0	0	0	0	0	0	0	0	0	0
PF13435.9	0	0	0	0	0	0	0	0	0	0	0	0
PF13447.9	0	0	0	0	0	0	0	0	0	0	0	0
PF01957.21	0	13	3	9	4	9	5	4	1	9	1	4
PF13187.9	11	13	1	23	7	16	9	8	16	5	5	18
PF02662.19	3	4	0	2	4	4	4	1	2	3	1	4
PF01584.22	46	233	4	72	28	244	48	81	51	51	33	108
PF17293.5	0	0	1	1	4	0	0	0	0	0	2	0
PF09820.12	8	18	1	40	13	15	26	19	19	15	4	38
PF08011.14	7	15	1	37	13	15	22	15	17	14	3	38
PF13676.9	2	3	1	1	4	2	1	1	0	0	2	1
PF13310.9	0	7	0	4	6	5	0	5	5	6	1	5
PF13472.9	4	18	2	7	11	14	2	5	15	10	2	13
PF02706.18	3	2	0	0	4	1	1	0	2	2	1	1
PF13807.9	6	4	0	1	0	2	0	1	2	0	2	2
PF13614.9	15	13	3	10	4	14	7	9	6	5	6	10
PF13715.9	57	83	16	38	120	21	6	18	31	15	23	52
PF06305.14	0	0	0	0	0	0	0	0	0	0	0	0
PF07219.16	0	0	0	0	0	0	0	0	0	0	0	0
PF14559.9	1	12	0	3	3	24	7	2	20	6	9	7
PF13432.9	18	22	7	17	11	14	5	11	13	7	4	12
PF01713.24	1	7	2	8	10	12	3	2	4	7	0	2
PF02743.21	9	72	2	19	6	91	18	29	13	13	4	16
PF13675.9	0	0	0	0	0	0	0	0	0	0	0	0
PF01636.26	6	53	2	5	11	44	6	9	7	8	2	11
PF13524.9	0	0	0	1	0	5	0	1	1	4	1	2
PF05050.15	0	0	0	0	1	0	0	0	1	0	0	0
PF05067.15	0	4	0	4	1	8	2	1	3	2	1	0
PF13679.9	0	2	0	0	0	9	0	0	0	2	1	1
PF08298.14	0	0	0	0	0	1	0	0	0	1	0	1
PF06798.15	0	0	0	0	0	1	0	0	0	1	0	1
PF02254.21	11	17	0	7	8	24	5	6	10	6	0	6
PF13549.9	0	0	0	0	0	0	0	0	0	0	0	0
PF01555.21	0	4	6	1	2	4	0	1	2	0	1	4
PF18755.4	0	0	0	0	0	0	0	0	0	0	0	0
PF02515.20	1	0	0	1	0	0	0	1	0	0	0	1
PF00482.26	4	2	0	1	2	6	6	2	5	4	2	6
PF16586.8	1	0	0	0	0	0	0	0	0	0	0	0
PF12904.10	1	0	0	0	0	0	0	0	0	0	0	1
PF16886.8	20	25	8	76	30	61	44	24	30	44	12	41
PF00731.23	2	3	0	1	0	1	1	2	1	2	2	1
PF01909.26	2	7	0	5	0	3	2	0	1	0	0	4
PF20129.2	0	0	0	0	0	0	0	0	0	0	0	0
PF02699.18	4	28	0	1	2	7	2	3	4	6	3	7
PF02618.19	3	4	16	2	3	10	0	1	17	3	49	15
PF07883.14	0	13	2	6	0	7	3	2	4	3	4	2
PF02129.21	0	2	0	0	3	2	2	1	14	2	2	3
PF08530.13	0	2	0	0	3	2	2	1	14	2	2	3
PF16640.8	0	0	1	0	0	0	1	2	1	0	0	0
PF13185.9	0	0	0	0	0	1	0	0	1	0	0	1
PF00990.24	13	74	6	21	13	79	17	28	25	14	7	35
PF01121.23	1	1	0	1	1	4	1	0	1	1	1	12
PF13414.9	0	13	3	0	13	17	0	0	0	2	0	2
PF13181.9	9	22	1	16	12	26	7	9	14	6	5	12
PF00515.31	0	1	0	1	0	1	0	0	0	2	1	2
PF00685.30	0	0	0	0	0	0	0	0	0	0	0	0
PF00308.21	1	10	0	8	2	9	2	3	4	0	0	2
PF08299.14	1	10	0	8	2	9	2	3	4	0	0	2
PF03838.17	0	0	0	0	0	1	0	0	0	0	1	2
PF07261.14	2	4	0	6	0	7	2	4	2	10	2	9
PF05025.16	4	11	0	2	1	9	1	2	0	1	2	4
PF01820.24	2	8	3	5	5	5	2	2	3	0	0	3
PF07478.16	2	9	3	6	4	6	3	2	3	0	0	3
PF00311.20	0	0	0	0	0	0	0	0	0	0	0	0
PF02092.20	0	0	0	0	0	0	0	0	0	1	0	0
PF01165.23	22	53	4	60	29	57	24	30	40	37	13	50
PF07702.16	0	6	0	2	2	7	1	1	3	2	6	6
PF00908.20	0	1	0	0	3	2	0	2	0	0	0	3
PF13450.9	3	16	2	6	0	14	7	2	3	2	0	2
PF03275.16	3	14	1	2	0	12	3	1	2	2	0	2
PF01451.24	1	4	1	4	1	2	1	2	0	1	1	4
PF00312.25	0	18	0	7	9	18	9	6	9	4	2	13
PF01649.21	1	6	0	9	3	10	2	4	1	7	2	9
PF03602.18	0	2	0	0	0	5	0	0	1	0	0	3
PF14490.9	0	27	1	3	1	27	3	6	2	3	0	2
PF13604.9	0	27	1	4	5	28	3	6	2	3	0	2
PF18335.4	0	27	1	3	1	27	3	6	2	3	0	2
PF13538.9	0	27	1	3	5	28	3	6	4	4	1	2
PF17774.4	1	1	0	2	0	2	0	2	0	1	0	0
PF02325.20	0	0	0	0	0	0	0	0	0	0	0	0
PF04472.15	1	12	0	5	1	6	0	2	2	1	3	3
PF02491.23	1	0	1	0	4	0	0	0	1	0	0	1
PF14450.9	4	6	2	1	4	9	5	6	4	4	1	15
PF01795.22	7	25	0	5	4	16	3	12	18	14	11	15
PF02381.21	8	18	6	14	4	22	16	8	20	12	22	20
PF04085.17	0	7	0	4	1	6	1	1	4	4	2	3
PF06723.16	5	29	1	14	5	39	5	11	8	11	5	5
