FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b	cFT13a	cFT13b	cFT17a	cFT17b	cFT21a	cFT21b	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c
PF08455.13	0.040123898022397	0	0	0.28992483051021	0.015948428117273	0.161346432026126	0.0624661376167256	0.112571042710033	0	0.0204682957491946	0	0	0.145185112248917	0.221508828250401	0.136008706298463	0.32064417358535	0.03626749822052	0.660288588358039	0.0441933691424338	0.0273551311103917	0.0586234214082669	0.0129399414332284	0.253627944286443	0.147111257840872	0.03432804914525	0.124426738314726	0.0951480322979559	0.0528351742525233	0.106590288559345	0.0528826131367022	0.0326890434211247	0.218141217453441	0.218422915749794	0.0105914245886366	0.0391161204211775	0.00967364140207859	0.0354290202672803	0.0457091076548272	0.0618905579112104	0.00533156700292096	0.0869049023656421	0.0527486848587912
PF00176.26	0.151441505837503	0.046877314524675	0.0580147551978538	0.426335948221125	0.0344931119745673	0.254457194075415	0.100041431621889	0.214422373529908	0.0984809218133248	0.0458277677378801	0	0	0.450275699094132	0.470304975922954	0.136008706298463	0.364747100041218	0.0798901806595939	0.666745408374181	0.095573254306353	0.0273551311103917	0.093876695092968	0.084446654511299	0.424949561243589	0.147111257840872	0.315822653751467	1.75795617732895	1.89429693751364	0.709067320510379	3.0020343701483	1.79359867431798	0.212111343902109	2.66007770979411	2.42719236141674	0.238408624445736	0.434050126056651	0.0874224218224071	0.234755288078591	1.86706181202371	0.733163012800792	0.288903608308992	1.19081470119757	0.339441521908425
PF00271.34	1.23326185370503	0.831018333884072	2.88464118041583	1.40982733547713	0.959148710702932	1.23866066753636	1.22863881186857	1.54538292724101	1.47310713288944	1.16329457059794	1.15853520029854	1.32455408365495	1.47730405671524	2.31712909883054	2.77983947762209	2.0137196019549	2.06456970477579	2.55499123998504	1.3344323022782	1.47827775979281	1.35721608649052	1.05403613459307	1.02695738836627	1.73040607461208	1.27937326001426	4.02497799601612	4.35673237797338	4.30616787278614	6.87015364848225	7.332661140069	1.52285178258025	7.29985261935599	6.94514073592162	1.0870220024237	1.59708734984428	1.8590359556986	1.86659217629879	3.64338874281385	1.89066491887481	1.11203529765201	4.75429915639195	1.98110328825035
PF01565.26	1.16754824874911	0.766764280261164	1.35535434831209	0.23273866825062	0.360967855881314	0.633218852888191	0.643273735538771	0.565809464858477	0.541126749332164	0.409798067101438	0.246832054256648	0.115938249713153	1.05883221740843	0.980279752350378	0.471935791048837	1.03462285815227	0.32640748398468	0.281088210397842	0.731654010001852	0.424830042084817	0.191271727480311	0.395369909939776	0.300906682223681	0.159260482007263	0.3886478153832	0.507536943530829	0.46677820615407	0.287623785945534	0.468419080250549	0.267679048174338	0.197644360037695	0.260220624358001	0.272861215820593	0.232408918651975	0.273160314400119	0.277077435240089	0.439070935481016	0.756733068912756	0.483139604874199	0.350938724984526	0.27548522211079	0.503313679057866
PF04030.17	0	0	0	0	0.073172024019781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0176976796180773	0	0.0267607520878925	0	0	0	0	0	0	0	0	0	0
PF08447.15	0.827257564927329	0.683344538006632	0.740554437737536	0.166499395776581	0.0918580007064641	0.57784226547039	0.238104343946203	0.336840920600979	0.468482117937881	0.385715408187318	0.0172634789804163	0.057803970654706	0.697469476171721	1.21559275395551	0.488722622772412	0.440911499735029	0.325322848523879	0.633221126400126	0.581663270976107	1.04664940110068	0.819143482920919	0.459417647383833	0.510172828702691	0.359656652360515	0.599052067275614	0.853393245935054	0.700894740670692	0.330365644639116	0.432796188232775	0.51909394193127	0.476378758317795	0.732794426332008	0.902307648150629	0.548417940976625	0.416402194868753	0.550853475225703	0.475998982210815	0.159929883981758	0.651221893768141	0.423383608598554	0.627580968674414	1.02908408957264
PF00015.24	3.10421729807005	10.745718485432	1.24010731052985	6.17878868566045	0.781225715294949	10.0557315655423	4.57746119769258	7.16149907152102	5.68071448506838	4.65626227704879	0.796196842600555	0.924515837418727	8.61731981094919	12.9207062600321	5.2426064481023	6.27707118883589	2.37348744195506	5.49398610208862	5.88942396740137	6.9157332470055	5.26925765413113	7.31535443947179	9.74863268431415	6.89587322548696	7.69706647033109	7.31269745680271	5.80075652869717	4.99337031041706	1.80362974463301	4.21397665151309	4.52361547794361	4.52631861015587	4.58398231951168	5.26510784059626	4.73441494883583	4.95802248268612	5.50639437118329	3.00230253873464	4.91442062037693	3.45457309458917	6.19402985074627	10.3549689292923
PF08448.13	0.627734095782702	0.513371543168378	0.147775542141739	0.0954877823976405	0.10840692334864	0.43896594872341	0.172068712751378	0.210567778965731	0.421873131055381	0.34248055315471	0.0328557753151721	0.0554048885643754	0.345017723513194	0.643430405870213	0.280206774588491	0.258199375846435	0.223367115208623	0.223016201106321	0.300759399888868	0.760213661379087	0.660795004427047	0.322492955411901	0.347115875446656	0.350478705843513	0.334390170950004	0.369824431370732	0.474641740016003	0.313356979622929	0.334739547084962	0.279484807701581	0.21452346850261	0.566486534768434	0.573907885421251	0.237837724244696	0.188408720154234	0.233790425953762	0.233018408708735	0.108026204376309	0.317331228849266	0.116042116845652	0.555601439443101	0.829643521240921
PF00512.28	5.21782225399095	6.07077175510762	7.14386317907445	4.95338262704053	2.22239491345814	5.23271478395144	3.60550721866335	5.91719655618705	4.58243291734779	3.50966449281056	1.59583340093781	2.13429644310003	6.28736707365104	7.30075670717725	4.37292885321725	5.71074015191662	3.80913805375725	4.66107600543318	4.15495462122615	5.22690191000324	4.98848967799059	4.53980882921708	4.62446826612217	5.75411026741499	6.65608448565446	17.174966414972	17.532065177857	14.3435298038469	21.2019594196691	23.6200500637853	6.2235754199604	19.5938814702336	23.2939381182909	4.57220311438318	5.73040486430372	3.35173692121838	6.05104987167006	13.1475110299033	8.28001230588141	5.02628140394312	17.1537446168368	8.20241254906947
PF02518.29	8.73523945675482	10.2827679721061	11.4453386988598	8.3168998218053	3.74353585305546	8.91494724137625	5.95987506772477	9.01389904901244	7.11072126310753	6.22171367957885	3.41098113023867	3.78441292027398	9.566906262308	15.8632423756019	7.51029791865052	9.51825354766531	6.44561570009829	7.24980806708794	8.42359696240045	10.2414697313046	8.98636935551517	8.40876291507818	9.56075743212037	9.09758996368438	9.98795297149299	23.7026358456478	25.0759511166073	20.3757498571701	29.6830879597409	31.4552516560066	9.49016273915913	28.0433835023	30.6128087866669	7.62699552386223	8.19399673735726	6.08892557105838	9.14220284980972	18.1325816658496	12.9099530503872	7.64790664509427	24.0123886496372	13.6341761891896
