CycID	PhaseShift	PhaseShiftHeight	PeakIndex	PeakSPD	Period	p	N	Nindependent	Nyquist	BH.Q
PF00308.21	1.00007368029384	1.05612535509386	1	1.96914559310668	24	0.699600030899826	12	8	0.3	1
PF08299.14	1.00007368029384	1.05612535509386	1	1.96914559310668	24	0.699600030899826	12	8	0.3	1
PF01527.23	9.21775439190852	7.93458914849446	48	0.36835312018787	20	0.999918746883824	12	8	0.3	1
PF01025.22	9.3965920153906	0.618200159040299	48	0.940014983452337	20	0.980985090231769	12	8	0.3	1
PF00012.23	7.05376081607531	3.5063756859009	48	0.541272001690939	20	0.999068145320936	12	8	0.3	1
PF06100.14	16.3783020740316	0.344710413266938	48	0.997515070571379	20	0.974802067021037	12	8	0.3	1
PF08220.15	8.10190979576415	2.77766691006713	48	0.684502579038886	20	0.996356961914754	12	8	0.3	1
PF00455.25	8.03467952729686	2.07692487923555	48	1.84847486499435	20	0.746105393191439	12	8	0.3	1
PF00294.27	1.00004774242907	5.20262843472001	1	2.0877556474795	24	0.653126211775634	12	8	0.3	1
PF00359.25	17.1427006339122	0.669831368470942	1	1.26399531959968	24	0.929779507097225	12	8	0.3	1
PF02302.20	12.8121694976091	1.55484270912108	1	0.477448385485083	24	0.999568544188233	12	8	0.3	1
PF02378.21	1.00007368029384	7.84795524788691	1	1.70521357310108	24	0.799017668446987	12	8	0.3	1
PF13396.9	5.07372158546614	2.11337630302296	48	0.712262988992998	20	0.995461322191103	12	8	0.3	1
PF13091.9	4.50521749190388	4.12806361468586	48	0.759809422121322	20	0.993559952786549	12	8	0.3	1
PF10298.12	1.00006924949646	0.957751608685339	1	2.4661497012053	24	0.508293378003208	12	8	0.3	1
PF14527.9	1.00007368029384	0.954959577786427	3	2.34449498622855	23.7974683544304	0.553574913466703	12	8	0.3	1
PF02650.17	1.00007368029384	0.954959577786427	3	2.34449498622855	23.7974683544304	0.553574913466703	12	8	0.3	1
PF01226.20	12.9067639835419	0.27806453648449	1	0.231707135376274	24	0.999996652138901	12	8	0.3	1
PF04167.16	11.7254484709082	0.768820762727972	48	1.54651922101261	20	0.852819383869401	12	8	0.3	1
PF03462.21	8.19160150432137	1.70151252626654	1	0.299379932538835	24	0.999979924302961	12	8	0.3	1
PF00472.23	7.96814980288568	1.87038160357163	1	0.32388043552138	24	0.999965674874086	12	8	0.3	1
PF00268.24	14.8747473784546	0.568603765261467	48	1.31500146547964	20	0.917995352643272	12	8	0.3	1
PF08343.13	13.367216978659	0.105252566714783	48	0.297330630577197	20	0.999980849081905	12	8	0.3	1
PF00317.24	13.2098885953473	0.144166145790954	1	0.714701895337318	24	0.995375459581657	12	8	0.3	1
PF02867.18	13.209889229847	0.144166145790831	1	0.8383425282068	24	0.989230987729851	12	8	0.3	1
PF07972.14	12.9999978770884	0.17762816356914	48	2.58335861637994	20	0.466443512095676	12	8	0.3	1
PF02518.29	8.58444625556921	36.670498775052	1	0.911818619394694	24	0.983601172735332	12	8	0.3	1
PF00204.28	19.0520723174829	1.87315341445566	48	0.33847430277907	20	0.999953784815959	12	8	0.3	1
PF01751.25	9.98828104514934	4.71864559200018	1	0.412182894066379	24	0.999830470710002	12	8	0.3	1
PF00986.24	9.51501330576714	1.75036123173414	48	0.356334064282545	20	0.99993480639254	12	8	0.3	1
PF00929.27	8.57160708902785	2.74739401735037	1	1.15960937612049	24	0.950730930059611	12	8	0.3	1
PF00521.23	6.92458231831701	1.78576244746671	48	1.00119414971981	20	0.974366281660478	12	8	0.3	1
PF03989.16	5.7093390918185	7.79972328062631	48	1.64830256822031	20	0.819002336457901	12	8	0.3	1
PF01544.21	9.13283135070247	0.235469439553376	1	2.70936783439853	24	0.423736679897762	12	8	0.3	1
PF13231.9	8.2898350524449	2.57574968839338	48	0.619936985286615	20	0.997923658849412	12	8	0.3	1
PF00535.29	1.00007368029384	20.1871567608529	1	2.22037276202351	24	0.601247608411665	12	8	0.3	1
PF00072.27	8.67428948949238	55.7415582026892	20	1.10976052187227	22.2047244094488	0.959217329536927	12	8	0.3	1
PF00486.31	9.27143023144966	24.1661839947429	48	1.66906906251496	20	0.811790976283972	12	8	0.3	1
PF13522.9	7.73293214853751	1.45753335037202	1	1.15776402940374	24	0.951062577658729	12	8	0.3	1
PF01380.25	1.00007368029384	5.26878395063505	1	1.44149170927499	24	0.884619380609555	12	8	0.3	1
PF06114.16	9.09766929030297	1.23954622452841	1	1.41015882684112	24	0.893415504337832	12	8	0.3	1
PF01381.25	8.82396124228808	19.5686751832995	46	0.758821862835643	20.1428571428571	0.993604553818218	12	8	0.3	1
PF10543.12	13.5091333366439	0.207508774463098	1	0.409948849531142	24	0.999836326564962	12	8	0.3	1
PF10552.12	15.6201872187636	0.154966228578294	19	1.33813229415975	22.2924901185771	0.912325642156827	12	8	0.3	1
PF07193.14	20.9999263197062	0	NA	NA	NA	1	12	8	NA	1
PF06563.14	20.9999263197062	0	NA	NA	NA	1	12	8	NA	1
PF00004.32	4.54466393503087	6.02048529055617	18	0.793353261378826	22.3809523809524	0.991905681930432	12	8	0.3	1
PF16193.8	7.68389889611131	0.67013030878445	18	0.879820378309479	22.3809523809524	0.986256618444389	12	8	0.3	1
PF12002.11	7.68389889611131	0.67013030878445	18	0.879820378309479	22.3809523809524	0.986256618444389	12	8	0.3	1
PF00692.22	8.89647061820657	0.808718503638958	1	0.62747318055111	24	0.997773923328742	12	8	0.3	1
PF07097.14	8.99998290871126	0.1659184935552	1	0.551220829707471	24	0.998960291851554	12	8	0.3	1
PF06605.14	1.00007368029384	0.525228629317726	1	1.64648266135662	24	0.819629657810608	12	8	0.3	1
PF18013.4	9.090892318921	0.0592752090998606	1	1.20049949348807	24	0.943036106184533	12	8	0.3	1
PF01551.25	8.11734661768968	4.13360380768753	1	1.03281244194701	24	0.97041553721656	12	8	0.3	1
PF10651.12	10.0282642450731	0.523444847378847	1	0.033952936526444	24	0.999999999998458	12	8	0.3	1
PF00005.30	8.7312688092412	77.93412134575	1	0.457780594657029	24	0.999668642164506	12	8	0.3	1
PF12848.10	8.51688748750331	2.62826300106221	48	0.148496634470049	20	0.99999986848979	12	8	0.3	1
PF04688.16	12.9999978770877	0.10436731619325	48	1.23055432316666	20	0.936958705710895	12	8	0.3	1
PF06971.16	5.59854263975852	0.589303850737491	48	1.25482353061649	20	0.931792011890786	12	8	0.3	1
PF02629.22	5.66225880234981	0.624655562425829	48	1.09138563457033	20	0.962099270286775	12	8	0.3	1
PF00156.30	8.07080293394419	5.73409609138315	1	1.35689958613532	24	0.907579294294339	12	8	0.3	1
PF01979.23	1.00007368029384	5.44729611373972	1	1.64337306148342	24	0.820699762043947	12	8	0.3	1
PF00730.28	20.9999457474988	2.36681138796362	1	3.14878143581966	24	0.29588654761935	12	8	0.3	1
PF10576.12	8.83779312263268	0.135622623538268	48	0.481724257928949	20	0.999543882714598	12	8	0.3	1
PF01784.21	8.83665273559089	1.0411671770153	1	1.43674969981189	24	0.885972009793588	12	8	0.3	1
PF01521.23	12.8607319630232	0.247106347937761	1	0.920392186357726	24	0.98283366520754	12	8	0.3	1
PF08282.15	1.00007368029384	5.23508368839479	1	1.08461882673776	24	0.963127442252716	12	8	0.3	1
PF01966.25	1.00004836648237	13.4009600642924	1	1.98776209237823	24	0.692333930574074	12	8	0.3	1
PF00829.24	6.65918175275843	0.349413327175947	1	0.311795714004887	24	0.999973491896878	12	8	0.3	1
PF06325.16	6.01984488135112	0.711521146138265	48	0.734217630489891	20	0.994644211979195	12	8	0.3	1
PF04327.15	6.23892076731367	0.466546770600222	1	0.111414998442311	24	0.999999984731428	12	8	0.3	1
PF01016.22	9.42610544583525	0.953607154575263	1	0.187955491877959	24	0.999999256911281	12	8	0.3	1
PF01566.21	9.13294977164939	0.372852058361662	1	0.329735568759495	24	0.999961252612627	12	8	0.3	1
PF02562.19	6.77940032754979	0.549376639290178	1	0.958643820412822	24	0.979109074820713	12	8	0.3	1
PF02130.20	6.53981003351732	0.606979820588926	48	0.223897407463741	20	0.999997377612155	12	8	0.3	1
PF20260.1	8.49273072810609	0.788471889028245	48	0.63501002282855	20	0.99761603994186	12	8	0.3	1
PF04452.17	8.49273072810609	0.788471889028245	48	0.63501002282855	20	0.99761603994186	12	8	0.3	1
PF02091.18	14.5194840743533	0.147418843730074	48	1.24948479343209	20	0.932948357480599	12	8	0.3	1
PF02092.20	8.79509206733385	0.0907897463035333	1	1.70736985747118	24	0.798247202545907	12	8	0.3	1
PF05979.15	12.6105093994923	0.462225321372802	48	1.53806748336242	20	0.855502303251594	12	8	0.3	1
PF00654.23	12.9988420384708	0.215608355531186	48	0.217781859636918	20	0.999997848649825	12	8	0.3	1
PF01522.24	1.00007368029384	3.06641519661379	3	0.782857861793039	23.7974683544304	0.992453028997859	12	8	0.3	1
PF17767.4	5.57789688172818	0.719880208207835	48	0.379242363449294	20	0.999901526547893	12	8	0.3	1
PF04095.19	5.63019006789855	0.712177278038362	48	0.373354125717268	20	0.999911173827068	12	8	0.3	1
PF17956.4	5.57789688172818	0.719880208207835	48	0.379242363449294	20	0.999901526547893	12	8	0.3	1
PF00583.28	9.00940282249607	10.0774401036317	48	0.0617537610672386	20	0.999999999834582	12	8	0.3	1
