FeatureID	rab.all	rab.win.FT	rab.win.NA	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
PF08455.13	1.09883636397129	1.74721678407495	0.854494470621137	1.03971920590325	2.12760196367426	-0.429487968612993	0.313124591645342	0.305344663598488	0.854975632313892	0.326481918081918	0.854594162660961
PF00176.26	3.47733024769591	2.35362560319949	3.91882085498649	-1.5655118581153	1.64494983122823	0.890633967210912	0.168554319004588	0.0487638092218612	0.680276507235898	0.0341082917082917	0.317965597819059
PF00271.34	5.96559155271497	5.64679726083105	6.13395831502283	-0.538093729206492	0.507309605543282	1.03315169045264	0.092604974877976	0.0144369788907879	0.401745997635904	0.015617982017982	0.168522507068109
PF01565.26	2.75245580468726	2.7283268174449	2.76223352562027	-0.0457360219087795	1.29638121716009	0.0303731420812264	0.485676216386335	0.726711679544447	0.994848994089143	0.744973426573427	0.98540639119566
PF08447.15	4.39284848739216	4.80224371776599	4.23431259299256	0.621322659852842	0.89597791922501	-0.579230979030894	0.221333348304743	0.147679327205744	0.755632871299914	0.126602597402597	0.678792987137677
PF00015.24	7.13266813419605	7.32210070799621	7.02695727585863	0.494714993271877	0.740866855813853	-0.686155984015065	0.206528997239166	0.0583264382480861	0.582966592171458	0.0904727272727273	0.633639586847109
PF08448.13	3.70873950093153	4.40282651223589	3.40300083013692	1.07012567247142	0.997467329646094	-1.02286853314066	0.11792141970925	0.0308111810512355	0.375117318202328	0.0339452547452547	0.368196023371413
PF00512.28	7.33560755505983	7.15319811760863	7.39425048808252	-0.224876841569317	0.474221152502922	0.458449842577588	0.309793479244992	0.265847361689135	0.978111331898649	0.247545254745255	0.869688116344167
PF02518.29	8.0476836255697	8.13824718607986	8.03059260976718	0.109732956845872	0.418772373161543	-0.229856912158311	0.407728184745777	0.684217004185803	0.998734837819391	0.615429370629371	0.995087543218002
PF01025.22	2.24672828998362	1.73121427885444	2.58271444921662	-1.21621027371506	2.44135463836167	0.438970189293747	0.264000011246215	0.165108324445824	0.926564561583559	0.188670929070929	0.727125482704652
PF00012.23	6.65980159935441	6.29063887793635	7.35237532378097	-0.717056879321471	1.57649066219771	0.3974184939091	0.354000005911439	0.334795512407258	1	0.304294905094905	0.992028312353773
PF06100.14	1.13004812135481	-0.497048476244568	1.80997571828297	-2.23058525825024	3.17347835569316	0.621583101749583	0.211192554338625	0.129501613845482	0.835541516145684	0.0898125874125874	0.484855742529319
PF00359.25	1.42870698316391	1.82695033282605	1.16246952081427	0.831035555816647	2.78664991799698	-0.247380147044961	0.368000005255151	0.50528490520345	0.956441426470939	0.501054945054945	0.969062665127984
PF02302.20	2.59191985935579	3.13120025581977	2.27348362223336	0.82985168271754	3.2609105227498	-0.214853865615808	0.378000004804562	0.55137653309362	0.986985760541132	0.490056743256743	0.99253176959528
PF02378.21	5.01459189354363	5.40682537606004	4.03691259308214	1.20023379825195	1.39668984396582	-0.6156627741696	0.338000006703729	0.134874109740245	0.819701635776724	0.329473726273726	0.997905795117795
PF04167.16	-0.825378620189391	-0.493825342909535	-1.04325896824548	0.493764674426791	3.77632070367294	-0.10969938323153	0.439040641862385	0.661416740603796	0.96563142344791	0.693721878121878	0.975416833030525
PF00521.23	4.36017117166113	4.04321425702315	4.49738253442655	-0.435294545801911	0.7679407505908	0.552887307258251	0.267821463313649	0.219313750541355	0.890231666136602	0.21832007992008	0.681659235826426
PF03989.16	6.35157450992992	5.89440513534823	6.45886513340172	-0.49673864423557	0.816862175677763	0.642450098066043	0.238000013376591	0.150058125468678	0.944288209870972	0.107402997002997	0.633864268426025
PF01544.21	0.338256728062219	-0.0352964427548166	0.504584697591927	-0.412927755161724	3.36169117971169	0.0942325366986819	0.445036644296342	0.666602011970295	0.994362659985156	0.624106293706294	0.962046112476757
PF00471.23	2.23702415048774	2.10230295707694	2.34801526680908	-0.313884147550861	2.38950197958105	0.0987091122450467	0.435709529399944	0.733275210533879	0.998966506355161	0.634222977022977	0.984984796561872
PF00122.23	4.55033037613672	4.18875330647944	4.83932408218748	-0.637190211409169	0.885905143066835	0.700524302056243	0.187874769082787	0.0673040682152626	0.716437629570863	0.0708731268731269	0.431814696482526
PF00702.29	4.53372916711775	4.22899142976866	4.88292566025839	-0.618038202298608	0.919818094672735	0.651418637919208	0.215189889012032	0.0898067313573359	0.773921518432798	0.0987588411588412	0.530558917588285
PF10543.12	-0.442814211725177	-0.233689496134485	-0.536324398963607	0.382094815496415	3.76227434766995	-0.0887171753023547	0.457028649169526	0.702805531703864	0.974318441540374	0.694497502497503	0.971598860471771
PF00692.22	1.2868296587689	1.53517891174053	1.05243556568956	0.441614948376959	1.96854805333188	-0.195321749885624	0.405729517272928	0.549396314323962	0.948467453740862	0.587627172827173	0.961142126601453
PF06605.14	-0.45714989635119	-0.529759255456152	-0.410737694405134	-0.325394936285911	4.28849234072635	0.0624372580493397	0.466000001265109	0.723280022883964	0.996579491008582	0.714890709290709	0.98054141276587
PF18013.4	-0.134413908663222	-0.394135645216951	-0.0110625804422897	-0.199186421390095	3.91046111214171	0.0450315866371929	0.479333334100075	0.758401681884116	0.990433014457804	0.75987972027972	0.987942455390996
PF01551.25	4.2921193579343	4.24883272525122	4.34221123843819	-0.108393475246789	0.832318268162917	0.125451396843479	0.448000001946984	0.740265149252241	0.99815888536475	0.684945454545455	0.986773423150421
PF01521.23	-2.34436555477745	-1.60448116172185	-2.80460672599459	1.22000563087452	4.42946024153383	-0.230834646922076	0.37866667144168	0.514410424614331	0.893656962442562	0.528443156843157	0.898184394365636
PF08282.15	3.15872895744996	2.92207780396916	3.26991787275398	-0.47071403892955	1.17563170067394	0.386496981930626	0.327333340594301	0.263674419807855	0.928439657045614	0.335845754245754	0.799920500355349
PF01219.22	-1.88210476798553	-1.60033064018581	-2.04257010396323	0.433508428089232	4.13677580453857	-0.0948928370500451	0.452666668435606	0.639364313751415	0.940452689677766	0.664606193806194	0.95217833497126
PF00654.23	1.27860470699783	0.886772952813973	1.44963442879058	-0.521906114089922	2.35738469403161	0.189074407268857	0.392000004195757	0.48848277080562	0.986548369112777	0.511991608391608	0.909042576307047
PF17767.4	1.97342335182782	0.878632921185141	2.23286944171106	-1.29897444267604	2.15203098269178	0.486874045908937	0.255829458894841	0.173298150822762	0.915432301561376	0.179488911088911	0.640124240924587
PF04095.19	1.87001823765169	0.870087006877812	2.13152293027802	-1.15874789930109	2.18153023763314	0.445501509743859	0.292666675940256	0.209138780583389	0.941062685115327	0.22487992007992	0.711862622219742
PF17956.4	1.81551932728529	0.897221690971232	2.04795341076766	-1.06962331198771	2.32366655981623	0.38128284194798	0.290473027388758	0.284429932270081	0.959960183869666	0.27183976023976	0.77300576964548
PF00583.28	4.38076314633784	3.74426508348496	4.686757829042	-0.942365703228058	0.872893984332564	1.04870440574608	0.110592974649019	0.026759027933326	0.502262868956167	0.0175672327672328	0.191552358564785
PF00005.30	9.16336451435183	9.0941410567975	9.19078615316388	-0.0647678725456693	0.801643747721866	0.0795035777875647	0.461025984128586	0.625298875017404	1	0.774256143856144	1
PF02687.24	6.93569721646998	6.52422463380745	7.37666907071314	-0.969397505932252	1.07798800971127	0.87820375385234	0.142571645957507	0.0295968293359781	0.621627533917598	0.0196915084915085	0.253881346712681
PF12704.10	4.75238914659631	3.94139395870072	4.99619923213634	-1.05210564169761	1.1026003562881	0.886282306509252	0.160559650203506	0.0476718517900689	0.683236647592544	0.0348587412587413	0.318656578354792
PF08245.15	4.54309568100622	3.94684079443565	4.73878302397676	-0.818198017713042	0.79421556039314	0.960545722203904	0.118000033985092	0.053605313776373	0.680926899348106	0.0223568431568432	0.209280561253991
PF08353.13	-0.233329054250042	-0.016563328398119	-0.317580684303985	0.249691359917247	3.02122550346463	-0.0639478830291964	0.466000001265109	0.770195250439182	0.981577478775988	0.731504495504495	0.979342680440802
PF13328.9	3.75953355460322	3.38935871991341	3.9159618678392	-0.617531365718797	1.14428312271273	0.465197394556745	0.275816132963409	0.185483398173855	0.929578892758629	0.1966997002997	0.709832707769281
PF04607.20	4.38869902973568	4.28781636803998	4.41499027911317	-0.0847858589318884	0.977982628927416	0.0804560268576428	0.469686876541738	0.772587697224407	0.999361343474511	0.750141458541459	0.999045325331093
PF02824.24	4.48112626613165	3.91275332259741	4.68779970590422	-0.736851543264065	0.925860549932565	0.714372208669088	0.20053299528734	0.0903246553086627	0.808344088269232	0.0757106893106893	0.470809798903651
PF19296.2	3.40632990585233	3.13167735920034	3.57849268750588	-0.513390843420272	1.16035846465783	0.396902177791317	0.309127256765295	0.256675044807189	0.950778901930974	0.271297102897103	0.792523694234415
PF13291.9	3.67508963955691	3.16615055325568	3.86014004325326	-0.718397121490125	1.15418940780574	0.560038345139456	0.239333346590906	0.144257628315486	0.887671461227817	0.130807992007992	0.593764142925091
PF13460.9	-2.196372181285	-1.01832448342662	-2.82822600910212	1.8511848337318	4.01855500937011	-0.400865664431776	0.310000008224679	0.364829041315006	0.801850139771275	0.341142057942058	0.798642177447616
PF13520.9	1.27217059241576	0.543335871221182	1.53664228246636	-1.04247654359121	2.35787902684595	0.367198490563842	0.293137917292776	0.273500113971673	0.944912688765852	0.286724475524475	0.753377752637202
PF00580.24	3.72620320786891	3.59134884930981	3.78869407910524	-0.361821580652165	1.24902280855984	0.210707405647528	0.376000004893566	0.348281231900389	0.991571429563715	0.455164835164835	0.923954580892086
PF13361.9	4.0370914150199	3.704132291233	4.18126246477144	-0.639613537375352	1.17478557740731	0.467694176144615	0.282666676591126	0.178342751975686	0.932654301589875	0.192367632367632	0.737859274311638
PF00890.27	4.34870214509097	4.45874641323936	4.13278493908151	0.286112212137042	1.07016514543922	-0.263905047515873	0.382666671265601	0.450841510283273	0.972074144739899	0.530557442557443	0.979407665315098
PF00056.26	3.52021885628159	3.27966728284155	3.67442305463512	-0.506219697670495	1.04638608419897	0.452728286256949	0.293804139769162	0.226086430879153	0.896248822726772	0.261649150849151	0.755914171606656
PF02866.21	3.52699529401942	3.29445853279944	3.67842417729371	-0.513812349689339	1.01788788838063	0.491114080017787	0.306666675085933	0.242083976116144	0.897469853491988	0.284815584415584	0.758002821697283
PF00478.28	3.79869001929992	3.7722804670675	3.81975143705729	-0.061120596666056	0.917247828481337	0.0600825868877893	0.470666667756838	0.722343921735724	0.993263616238402	0.708522677322677	0.970465212939135
PF00588.22	2.36751649997515	1.7823196850358	2.59842765739051	-0.871998854737976	1.33726503872801	0.529667399323926	0.228514338023909	0.162849812170193	0.878168625308738	0.148366833166833	0.538540848257581
