FeatureID	rab.all	rab.win.FA	rab.win.NA	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
PF08455.13	2.11249979425	1.58637395259813	2.20967102517105	-0.464084438719048	2.8098861000928	0.139986928822999	0.446369089281922	0.573582708368961	0.999525124239753	0.646284515484515	0.99962799311876
PF00176.26	4.9648869723596	3.07022493154044	5.83345582630906	-2.2325573951949	2.02444089252668	1.10191842030049	0.102598307733082	0.0187256918866371	0.396232146600788	0.00638001998002002	0.0968402519919197
PF00271.34	7.0217481075188	6.21037237186973	7.6628127041591	-1.41693501158611	0.836996785839973	1.66779420263538	0.030000149545301	0.00157363028075289	0.110073979880975	0.000817582417582467	0.0252753313442514
PF01565.26	3.10071221637799	4.17509563775487	2.71416987661486	1.34788582758633	1.15423796557003	-1.01931652356447	0.140666694191234	0.0490886395117168	0.5048640455482	0.0448911088911089	0.498280159227219
PF04030.17	-1.79448242296228	-0.68662917031382	-2.38744061941453	1.8518360237651	4.33265115764184	-0.375236625185583	0.30246503197544	0.392672712866777	0.841410476342264	0.367415784215784	0.834751956142578
PF08447.15	4.59009428272892	4.77091423229519	4.57315660900587	0.189675919344437	1.56412213255431	-0.110648725128015	0.464000001340281	0.801895688946354	0.99991229266987	0.80031008991009	0.999776427234378
PF00015.24	7.02411182393037	7.41011217545265	7.02223022312653	0.297857804366421	2.23557633678137	-0.116019804810977	0.455029981690227	0.86926056363853	1	0.809928471528471	1
PF08448.13	4.07486473551539	4.45544405466509	4.02503700948671	0.418151624404303	1.68235723357402	-0.218072640910666	0.428666669363533	0.777464925734397	0.99636064934732	0.695491308691309	0.995542002159378
PF00512.28	8.48693423752466	7.54717708756397	8.58985656781427	-1.03367273381826	0.802642704762676	1.03705371728379	0.180666686641428	0.0410818882761814	0.574694787055412	0.0449278721278721	0.340142524617543
PF02518.29	9.03115711580438	8.30668433816519	9.06542150484906	-0.750286320822254	0.902283594636923	0.739028429853219	0.318000007770269	0.118594810375797	0.871552231766993	0.229438561438561	0.961277845664518
PF01025.22	2.65986593422786	2.4056943845786	2.77213637913059	-0.374145983323034	1.47477156678535	0.173622822958811	0.399067292366211	0.435339302080886	0.98495830866457	0.485231568431568	0.90678277968723
PF00012.23	6.31879402640212	6.86982039536365	6.13563438670455	0.455063878133492	1.0893267910852	-0.365821189039546	0.371085947812638	0.56664108311758	0.999718171209244	0.454837162837163	0.996857349018717
PF06100.14	2.20929614641569	-0.895070625408184	2.91913153615228	-3.82953863677476	2.76673364734598	1.28897327723896	0.0479681128483732	0.0223315312790529	0.388507673818854	0.0033742257742258	0.0486017335927183
PF00359.25	2.53841051866549	2.6432991297263	2.47288618946887	0.0956622378304619	1.37726376036514	-0.0552042298692231	0.47368421150238	0.753416652818529	0.986944382889778	0.755572827172827	0.986232489831543
PF02302.20	3.21239231043515	3.43129334435105	2.9764345877398	0.34464879662871	1.16847103376143	-0.269779466856668	0.387075287545898	0.506592416369971	0.94677368562416	0.523352247752248	0.957629859198814
PF02378.21	5.10257324266278	5.51459049883913	4.60059395059714	0.541004594892281	1.49374775771442	-0.288665364160423	0.365333338711092	0.836390296004397	1	0.48013986013986	0.997432046298538
PF04167.16	0.241747454930944	0.828878548383954	-0.226970127341872	0.942267915320731	3.65928123384011	-0.204844816143974	0.397734847385403	0.517415225414226	0.961110920319698	0.592168631368631	0.98182000512841
PF00521.23	5.25365762147182	5.19093785038355	5.28041100305333	-0.0650841961488133	0.595552848016582	0.102557251295422	0.452365091718084	0.677754249265068	0.993209201702362	0.67475964035964	0.970515070554926
PF03989.16	7.3825795106918	7.49128508412426	7.35603643775551	0.176407183635	0.553779261633149	-0.303427211074206	0.384000004540694	0.464556916941093	0.994685310929573	0.527753446553446	0.990771802251891
PF01544.21	1.33209930234577	-0.62603238481514	1.90880189466013	-2.41645642638222	2.85366260807527	0.75813073629869	0.160559650203506	0.0817932323211928	0.667685440513056	0.0557318681318682	0.313872152423317
PF00471.23	1.72006482477188	2.18872112863588	1.47454454767869	0.637676048057473	1.87507331149555	-0.318654270197595	0.363333338803763	0.47672229975288	0.935274136410335	0.453138061938062	0.934655076906976
PF00122.23	5.4398301457704	4.96524527661087	5.60859354311914	-0.641075778467759	0.571031560037381	1.02052456667915	0.126000031445997	0.0442254909850277	0.500679059372499	0.0301194805194806	0.213742927195911
