FeatureID	rab.all	rab.win.FA	rab.win.FT	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
PF08455.13	0.62396845366445	-0.243415889254905	1.24131643600095	1.48117826547541	3.24686375322404	0.401451141463414	0.29600000906446	0.261536529162926	1	0.264424242424242	0.926829753007202
PF00176.26	1.52137720554485	1.0156834756539	1.83505972816965	1.01815024020837	2.66112045783013	0.311587207411875	0.31845437149215	0.294246725366959	1	0.344467532467533	0.956248128104491
PF00271.34	5.12817608978906	5.14589523715278	5.1132232865552	-0.0445259730807051	0.43512501967685	-0.0987356978581554	0.453333335076917	0.709798817788763	1	0.733809523809524	0.993962540448121
PF01565.26	2.29851700822682	2.44965414777762	2.15039477056984	-0.278021348100602	1.46581866602255	-0.164182996612316	0.411059297201336	0.638975712983001	1	0.654359307359307	0.999798637006558
PF08447.15	3.70931964771404	3.11293154424088	4.20943057734151	1.30577188898652	1.44423307493692	0.865855082523974	0.114000035385422	0.0640557333476642	0.995590189355304	0.0349004329004329	0.504422406156448
PF00015.24	6.6767967024596	6.44842221335694	6.86264902157745	0.658162450472116	0.893167005501426	0.722318598004111	0.153333358058484	0.0727132611751128	1	0.0494805194805195	0.628200298525549
PF08448.13	3.38549313421915	2.68148287314741	3.82689039848144	1.27717031403853	1.34441783046139	0.895780089485089	0.14466669325603	0.0560215291126347	0.990066976659312	0.0523679653679654	0.602438074853856
PF00512.28	6.45114550633395	6.17285762228713	6.62790706875392	0.503121985680342	0.540560144662158	0.855867859380136	0.172551653452205	0.0728399537995448	0.995387470077664	0.0680519480519481	0.706715705270396
PF02518.29	7.2816447077637	6.92844082308839	7.60433705455242	0.625226851725273	0.423401978698012	1.42930928771451	0.0712858693399155	0.00918934128738422	0.91107135317956	0.00910822510822506	0.361193423656266
PF01025.22	1.79067677505468	2.32422338740729	1.17041161532835	-1.24490736059779	1.96837567699319	-0.518076379230613	0.223850780853185	0.169933556709427	0.999668498638867	0.199108225108225	0.981601628834106
PF00012.23	5.97332901100242	6.01194410092533	5.85361406134875	-0.201417994147593	0.812725005888939	-0.218522589842063	0.405063294782061	0.526523664630235	1	0.677151515151515	1
PF06100.14	-0.522715923639558	-0.222704453378737	-0.962865567492218	-0.680128395465202	3.54489380042323	-0.164646512717985	0.411725519692567	0.586050608213784	1	0.635658008658009	0.99828055044672
PF00359.25	2.04485263967028	2.40023965655176	1.28800885790361	-1.1018089428446	1.99173259666326	-0.431669643317829	0.295136584722382	0.245777311325702	1	0.322714285714286	0.998484200371884
PF02302.20	3.32990105087719	4.35696586584882	2.49415985342628	-1.96394286145153	2.1997307046728	-0.804465163164266	0.150566314404717	0.0681153357992361	1	0.0641428571428571	0.971013954063848
PF02378.21	4.9415724097349	4.95871101897679	4.92478979756735	-0.171293178061916	1.07250389996903	-0.156144365306483	0.434000002487791	0.641460880125675	1	0.740367965367965	1
PF04167.16	-1.07376209362271	-1.06839317878553	-1.07923952196978	-0.056864945298714	3.89159450953405	-0.00971028897375074	0.494000000222254	0.761225751698039	1	0.772813852813853	0.994090675039527
PF00521.23	3.74171076538807	4.23640561203463	3.50685606472067	-0.726153305418118	1.10368772505821	-0.607301526847367	0.253830791498822	0.197445680880002	1	0.248822510822511	0.994947338566837
