FeatureID	Name	rab.all	rab.win.FA	rab.win.NA	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH	diffexpr
PF13561.9	Enoyl-(Acyl carrier protein) reductase	9.11938321764534	9.22299964653469	8.59626725084438	0.520967237252986	0.929964355161457	-0.56441754884311	0.285000002442327	0.0184898795213037	0.0765659136763038	0.0575657959337278	0.171224663502532	none
PF08240.15	Alcohol dehydrogenase GroES-like domain	8.20539671181178	9.5158594714477	7.39888764466379	2.09995072312096	0.875783216409082	-2.16874665110806	0.0293333715978279	3.20163859945037e-09	8.68088250922296e-07	9.51149642067341e-07	4.44282038097966e-05	up
PF00107.29	Zinc-binding dehydrogenase	8.1611036257392	9.5079594527236	7.38481719990408	2.15917863038955	0.98021699295889	-2.04981284879805	0.0336554813538752	5.23199325554801e-09	1.14030658619845e-06	1.03994272383762e-06	4.72696909569483e-05	up
PF12698.10	ABC-2 family transporter protein	7.78336055241072	7.69162144062071	7.81638207929598	-0.1714517822345	0.764456192875232	0.215998201260783	0.402532490107776	0.238942983883266	0.468030546211996	0.379816394035487	0.606164587788907	none
PF01264.24	Chorismate synthase	5.66349907027245	6.17843526159556	5.3278019877506	0.784117661901456	0.628622153961727	-1.12805429254986	0.130623133149128	0.000268921438907772	0.00279209839792501	0.000484845974930406	0.00394335325168666	up
PF03703.17	Bacterial PH domain	3.7122192981282	3.16240814082804	3.9665772324811	-0.676296679312665	1.15961446950418	0.510769602843176	0.298567146510233	0.111425036668765	0.275942392520651	0.0762216206876319	0.204236332732647	none
PF07905.14	Purine catabolism regulatory protein-like family	3.46384387706659	6.03522970212413	2.76479555900786	3.15577060427613	1.52594037610155	-1.89877175218446	0.035333364890237	1.51376302254156e-07	1.18676263970473e-05	1.89258754081606e-06	6.81954820505947e-05	up
PF17853.4	GGDEF-like domain	8.22339745714215	8.42584321206377	8.02973621411009	0.437342982874034	1.02191558966428	-0.403714348728728	0.314000001998828	0.108109205253921	0.27931462302084	0.0909765669160792	0.239288061661932	none
PF13556.9	PucR C-terminal helix-turn-helix domain	8.03012656865384	8.20554086870858	7.63350975976048	0.529377450461411	1.09418741063233	-0.469304980297588	0.310333335384682	0.0700040963241131	0.20569242330166	0.0820341775439637	0.221660414320698	none
PF13649.9	Methyltransferase domain	7.73057331336704	7.89762158331713	7.63748759480131	0.210231958390176	0.698938568209559	-0.274209750790952	0.390333334400084	0.38060003188494	0.614920449455021	0.301340780714328	0.528518638166569	none
PF00092.31	von Willebrand factor type A domain	6.81055314965647	6.58461397935347	7.12126943495894	-0.43383597184328	0.894599452561598	0.416804726220396	0.345666668246165	0.119128426498901	0.296119638974995	0.173454680224954	0.370815043665088	none
PF00144.27	Beta-lactamase	7.46761092776506	5.80726822299074	7.91022041955285	-2.02191874230318	1.04516296040039	1.7545069992693	0.0143334129067837	9.60270736896381e-06	0.00024394828306152	2.48065672195712e-07	1.80081250208943e-05	down
PF07732.18	Multicopper oxidase	0.576957851933303	0.67366813180956	0.479984758302159	0.738908038620468	4.60593883750457	-0.142876104881476	0.432333333971566	0.405045250935727	0.600631722548581	0.583265825040054	0.75557043373748	none
PF00394.25	Multicopper oxidase	-0.9451829594235	-1.58995124346434	-0.526068884376789	-1.1766316630933	4.41096349804574	0.230714214194123	0.374875042887926	0.335625885531342	0.523183403450994	0.320642924367776	0.511215525842262	none
PF07731.17	Multicopper oxidase	0.472856226414708	0.621589954294187	0.370243181737736	0.617469139864308	4.84540667323997	-0.117434651672111	0.440666667223896	0.521046938041645	0.69733677056959	0.643204553327732	0.795691789291531	none
PF00795.25	Carbon-nitrogen hydrolase	7.97813506039774	8.01600583786857	7.94668481617318	0.19430096195932	0.534927970497868	-0.326739338933916	0.375874709654497	0.19141001388796	0.40383999631195	0.293359004893158	0.517937653671994	none
PF00672.28	HAMP domain	11.2446805520796	11.8461290457847	11.1383429618854	0.622845130388463	1.19160332978967	-0.452356277630242	0.319226926282784	0.204974836946648	0.427728996923764	0.105884139665274	0.268109287153397	none
PF01966.25	HD domain	11.4861957410023	11.6479615412154	11.0639496234871	0.938696419940409	1.22164088256318	-0.787679139254864	0.169666672094414	0.00119025229592007	0.00911764108367168	0.00192286926519389	0.0119620678305298	up
PF00587.28	tRNA synthetase class II core domain (G, H, P, S and T)	10.2503674663975	10.7730443662168	10.0387140655781	0.707899889503715	0.633561497047558	-1.10977092652678	0.144951689399154	7.43977731136404e-05	0.00112664537347795	0.000658229589658612	0.00518422593914165	up
PF04073.18	Aminoacyl-tRNA editing domain	6.35059287291171	6.60065010253959	6.33396830369185	0.357149542148028	0.821449109677184	-0.431189308474505	0.372542487099394	0.135965628003597	0.320444127920327	0.253839035647012	0.472054095051234	none
PF03129.23	Anticodon binding domain	9.92064285479717	10.5383268541961	9.68071242945487	0.780081224458396	0.5988832746646	-1.19347915672821	0.126000007861506	5.61294079741587e-05	0.000910031216153527	0.000303796095012066	0.00283453173415431	up
PF01648.23	4'-phosphopantetheinyl transferase superfamily	5.33276210576074	5.43733662025594	5.20125585426198	0.135652487040327	0.893567390584408	-0.141912727378049	0.448183939171768	0.689763102849855	0.836875450791757	0.661408258276877	0.816683485152892	none
