FeatureID	Name	rab.all	rab.win.FA	rab.win.NA	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH	diffexpr
PF13561.9	Enoyl-(Acyl carrier protein) reductase	8.01941713458583	8.9607689374645	7.67439429536853	1.2049512457634	0.835364562850676	-1.0137802053674	0.203864107478019	0.0211182862485532	0.121333066896243	0.0677050949050949	0.224215115254902	none
PF08240.15	Alcohol dehydrogenase GroES-like domain	7.92795102610236	9.38597703176228	7.02332978732595	2.36069270903965	1.0371055081082	-2.17542515764038	0.000672920018806483	7.52018124602547e-05	0.00684061112508334	0.000402797202797203	0.0132063488296586	up
PF00107.29	Zinc-binding dehydrogenase	7.89164486102816	9.38202410677623	7.0140588308574	2.49017720534648	1.2568644629416	-2.13652686435294	4.67861010389608e-05	5.07042465826492e-05	0.0057564623629605	0.000406793206793207	0.0132473081434175	up
PF12698.10	ABC-2 family transporter protein	7.59089626580816	7.15451145878381	7.60277718458082	-0.12926231869295	1.12303423932009	0.214518338501201	0.403064627309717	0.362324997716219	0.619347440695992	0.591511688311688	0.779634220731901	none
PF01264.24	Chorismate synthase	5.29226360255034	5.81713168712759	5.06023733875388	0.76308525753652	0.637128188565851	-1.23289385145804	0.0672885381042418	0.0061944340446953	0.0551562586432451	0.0045050949050949	0.0390810694054001	up
PF03703.17	Bacterial PH domain	3.56666794247398	3.61623138990655	3.55088965099182	0.120162033083003	1.11583395322545	-0.102707435627373	0.46369087410161	0.710580986432034	0.85435469053466	0.828983416583417	0.916279084739406	none
PF07905.14	Purine catabolism regulatory protein-like family	3.07622193000458	5.88868139954676	2.22495097861942	3.16836274814624	1.82888488788424	-1.6034785792709	0.0460000957904738	0.00248292908346104	0.0334584896294056	0.00246233766233766	0.0286214667010944	up
PF17853.4	GGDEF-like domain	7.83973111058222	8.43117880528488	7.36014351102272	0.888977105671497	1.38542526769094	-0.658100486938607	0.265333344480009	0.122592433428547	0.341521315069957	0.143470929070929	0.358566925181209	none
PF13556.9	PucR C-terminal helix-turn-helix domain	7.39798597924517	8.23120795731182	6.95591826681141	1.26380081625658	1.30021390359953	-0.761184397138144	0.245333346069434	0.081048899224142	0.268848122000526	0.119533266733267	0.318705112083229	none
PF13649.9	Methyltransferase domain	7.4020529328249	7.64887976750269	7.16816027414701	0.475023065218529	0.690740470007952	-0.57915206327831	0.277148577907692	0.201700251374141	0.449620953585974	0.195592407592408	0.423908785954339	none
