FeatureID	Name	rab.all	rab.win.FA	rab.win.FT	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH	diffexpr
PF13561.9	Enoyl-(Acyl carrier protein) reductase	7.67492316849757	7.75027068003995	7.60813031704751	-0.108601265707982	0.547271758909481	-0.153534050838237	0.380000004716091	0.89830660495273	0.990265967046026	0.585467532467532	0.958285445240941	none
PF08240.15	Alcohol dehydrogenase GroES-like domain	8.26670581012849	8.18203926331015	8.31671240393235	0.0216350851268921	1.15551100649214	0.0193473975619342	0.492338441322757	0.741909641951125	0.9727684541468	0.955649350649351	0.997174245011843	none
PF00107.29	Zinc-binding dehydrogenase	8.2636048012056	8.17686100525119	8.31344806318842	0.038412332681375	1.1639191539674	0.0304633222573226	0.486666667160845	0.74258941168311	0.972908811553547	0.955748917748918	0.997349646023806	none
PF12698.10	ABC-2 family transporter protein	5.69986646367298	5.8033206957889	5.69986646367298	-0.00439157591567518	1.04290517416376	-0.00421348750741752	0.498334443765803	0.928669274470947	0.993346427597117	0.913380952380952	0.993950003875297	none
PF01264.24	Chorismate synthase	4.21745380772464	4.49550765449184	4.03133883575763	-0.491294679401335	0.583442096138729	-0.850146597758339	0.167333355440424	0.0652339307381576	0.797592742790247	0.087	0.724743921530339	none
PF03703.17	Bacterial PH domain	1.92158476119497	2.19857792321472	1.52930207606045	-0.634182471748057	1.79085823000613	-0.350633792736516	0.306000008458571	0.281958010957473	0.879143303520326	0.342649350649351	0.892601420284848	none
PF07905.14	Purine catabolism regulatory protein-like family	4.74595686017492	4.66536005640463	4.8351822510827	0.169428578810889	1.42745601487586	0.0938895675657043	0.448367756760455	0.55128464457307	0.94159464418075	0.80912987012987	0.985626185682408	none
PF17853.4	GGDEF-like domain	7.38235546732619	7.27742890513428	7.4079784659074	0.0403581812294744	1.40728150158235	0.0333359289156359	0.479680213944031	0.931728452992816	0.993713086464529	0.912160173160173	0.994387441789044	none
PF13556.9	PucR C-terminal helix-turn-helix domain	7.10943273039	6.96601764180845	7.16415718907593	0.125305787865567	1.19994114063196	0.0925807726583682	0.441705531832793	0.907323080408133	0.991262155154866	0.820103896103896	0.987566535851243	none
PF13649.9	Methyltransferase domain	6.41876343479075	6.41571926220641	6.41920227695224	0.0902312134732197	1.10620782938231	0.0841179639954597	0.464357096594903	0.75679912172709	0.975036729619328	0.890285714285714	0.992519500504715	none
PF00092.31	von Willebrand factor type A domain	5.01749079119171	5.04069399935099	4.83009671026841	-0.396042034759981	0.716291001950524	-0.556832487194054	0.335109933558651	0.221176497050254	0.86245598020859	0.386536796536797	0.915205366191433	none
PF00144.27	Beta-lactamase	3.8274841173017	4.26957154419916	3.65755331674098	-0.538434252508319	0.998738528842881	-0.526449552184043	0.29713525215332	0.199077651768486	0.854395535634967	0.303753246753247	0.879158648772335	none
PF07732.18	Multicopper oxidase	-2.26370590755974	-1.4910207677297	-3.1864602798812	-1.89316665858333	6.42868654408345	-0.293952299774228	0.349766828226818	0.466657642609704	0.916890787711131	0.480666666666667	0.919599561907381	none
PF00394.25	Multicopper oxidase	-4.17803670807577	-4.24780117843769	-4.10201607357587	0.0656310686002417	4.62158162980579	0.0151828039069737	0.491333333654417	0.545648676473379	0.930796445004454	0.61334632034632	0.945934558897975	none
PF07731.17	Multicopper oxidase	-2.27105114464092	-1.47834013711037	-3.28941880098343	-1.93857352907809	6.41778933850485	-0.287674329930051	0.352000006007865	0.440802478982507	0.910636425414488	0.457359307359307	0.911429004342367	none
PF00795.25	Carbon-nitrogen hydrolase	6.33292043952666	6.49368666169047	6.16073432268999	-0.257426987568065	0.508568436063057	-0.517971853185034	0.288000009572812	0.204244742942679	0.856498220108866	0.272545454545455	0.869314303708888	none
PF00672.28	HAMP domain	10.2679440140241	10.4284196895264	10.1579311979257	-0.349612893538759	1.49648662206997	-0.194305272253774	0.404397072291237	0.802378326827498	0.979794891824578	0.662077922077922	0.973216649932714	none
PF01966.25	HD domain	10.2379210214478	10.2477248537565	10.2239284026328	-0.066364177882603	1.19189142250836	-0.0626941484257538	0.453031314211091	0.691983678071179	0.966961931825308	0.841017316017316	0.988698576038681	none
PF00587.28	tRNA synthetase class II core domain (G, H, P, S and T)	9.14901697570853	9.29111347358973	9.03884791040795	-0.201888689416447	0.557141427926541	-0.328292233449868	0.323117928864115	0.521631092402123	0.935655843529189	0.369969696969697	0.911136792036971	none
