FeatureID	rab.all	rab.win.FT	rab.win.NA	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
PF08455.13	2.25116843698617	2.90940796425473	2.02618904002648	0.944608391247263	2.06687579691806	-0.403713035865957	0.3086666687422	0.190386236212523	0.649393975818036	0.161958762041767	0.575687786040506
PF00176.26	4.52662152737502	3.49837029277648	5.16059808576186	-1.64069755017249	1.82230016301213	0.830330362339392	0.170609802119283	0.00389583024847118	0.0583053564725733	0.00237498754382207	0.0247186465297839
PF00271.34	6.86906118011862	6.26705911504328	7.28390145397117	-0.99740727188363	0.872974042068315	1.15681126580534	0.0983333438199422	0.000110783370587139	0.00589819940944156	0.000126008158442412	0.00264470848790153
PF01565.26	3.29343767293553	3.50731256921356	3.17424681962374	0.285186287470035	1.24038064650822	-0.19618026702059	0.405666667572362	0.564255788117228	0.907877711218123	0.455778967682151	0.863343662704181
PF04030.17	-1.86399927431856	-1.03135973466179	-2.34483288080449	1.36833335296609	4.20381547569307	-0.290507593702972	0.353333334819209	0.367387086347998	0.726021762942089	0.326717011002885	0.677241498957772
PF08447.15	4.96718093821535	5.12519590682177	4.87874983315418	0.272538903911589	0.966697363006864	-0.24883298107122	0.371542820332939	0.307094093514686	0.834362780573394	0.335803349776818	0.818433550404441
PF00015.24	7.65329835136278	7.7087440606139	7.53360811002689	0.242442907250146	1.02502505161168	-0.220055158110376	0.399866712061556	0.244819300720872	0.897218378168155	0.38342175803943	0.962676331168911
PF08448.13	4.26908668643819	4.47248937672552	4.1617971254932	0.379081052021496	1.03466835194726	-0.334992822102526	0.357333334771401	0.213754785686596	0.69842620544614	0.265370133371718	0.712817676955859
PF00512.28	8.12004166045653	7.53774066920022	8.49331925596145	-0.946650854439217	0.54185831496418	1.65105587970543	0.0529823598294808	1.71273271648698e-06	0.000344991727338897	5.55497843905561e-06	0.000277451906629478
PF02518.29	8.81170041820098	8.38528295047027	9.04859210917069	-0.616699430826404	0.490686725294874	1.16284691225259	0.105000009729731	0.000291649753515927	0.0114272185393546	0.000150539467108513	0.00309949217543939
PF01025.22	2.88010930395967	2.39546034218191	3.0574950546949	-0.901018573024477	2.2266759830239	0.332182748216313	0.312000002027361	0.0658343620559395	0.35472432990159	0.127112620439347	0.4438194964444
PF00012.23	7.03975519723616	7.23334898713243	6.59488589163323	0.279435060575185	1.36629674667922	-0.181954845926402	0.446517827891472	0.893241308699697	1	0.644934142760893	1
PF06100.14	2.14964765326625	0.207503815690484	2.84245620700128	-2.58089110432999	2.74787321645365	0.841580177360626	0.128290577498955	0.00699428832246482	0.0775676947750956	0.00116034383039825	0.0121430198907778
PF00359.25	2.65185777495606	3.27816174122948	2.41199009265049	0.936343126474045	2.21384140120971	-0.339084207897752	0.318227259518917	0.270640845886193	0.743249246279011	0.162337888730591	0.61200274516839
PF02302.20	3.46020725645557	4.06728431917652	3.09023494574357	0.956743299163062	2.46834108961569	-0.311220951432537	0.323225593338885	0.330307852122014	0.826700840851336	0.142703487585299	0.611386850580512
PF02378.21	5.67819481218734	6.21046124287896	4.75572370684692	1.14749440911771	1.46343377940221	-0.597609830155443	0.304898369340462	0.072729168912469	0.49149694858913	0.082668688004176	0.492423274057644
PF04167.16	-0.155018533622242	-0.0970457784250982	-0.193807546441899	-0.0540097978118927	3.96744838749003	0.012359465655081	0.493666666725318	0.757107597914195	0.967200325162801	0.759996618070375	0.96269885268006
PF00521.23	5.10527390905685	4.51675316886268	5.35378257300032	-0.807369778899782	0.729317386885234	1.02019376028347	0.118000008496281	0.00253917774437138	0.0360472609944519	0.00136226355301237	0.0112383394429037
