FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b
PF08282.15	0.765499166071003	0.627511081231982	5.03498770400179	0.346742314073285	0.803797244789827	0.669231383615985	0.113203939191127	1.64487085701424	2.05354650930984	1.89237447945313	1.25361413528467	1.65175063453983
PF01219.22	0	0	0	0	0	0	0	0.242333014461764	0.386188748455006	0.363577433802153	0	0.162633427210459
PF00654.23	0.0712413628782464	0.0497373548614988	0	0	0.0905333804309431	0	0	0.0576782398289348	0.115306407240541	0.0745265969985071	0.0883130790323366	0.162633427210459
PF17767.4	0.0883964736716702	0.234113102631009	0.387547507265817	0.248653298650226	0.0667432002825857	0.319586805463113	0.203779838735379	0.488830116481909	0.293409353694031	0.183507503732223	0.081466097707397	0.163937276172595
PF04095.19	0.0883964736716702	0.234113102631009	0.387547507265817	0.248653298650226	0.0667432002825857	0.319586805463113	0.203779838735379	0.488830116481909	0.293409353694031	0.183507503732223	0.081466097707397	0.163937276172595
PF17956.4	0.0883964736716702	0.199804013172138	0	0.248653298650226	0.0667432002825857	0.319586805463113	0.203779838735379	0.488830116481909	0.293409353694031	0.183507503732223	0.036441516719939	0.163937276172595
PF00583.28	1.42182511317608	1.61878283064231	3.95048066174827	1.9570898961555	0.193429883433416	1.67150324361261	1.11597667080983	1.71433796634967	3.12164586738966	1.08764830674943	0.570003082764104	0.377525120823337
PF00005.30	35.1091732189659	30.1322797142239	44.0258215962441	36.1027384634291	14.0066407629813	24.8062440652095	21.6646269560506	25.302740419785	25.2256688329811	27.4284984678243	15.0874044748755	20.9593720663398
PF02687.24	5.15720752918751	1.02020259568601	7.1234071093226	5.48325584253323	2.75114800423879	1.00599025585048	3.72170698282181	5.62748297788532	6.81093257844584	3.19258269820068	1.50346405334804	2.68203469976705
PF12704.10	1.38751489158923	0.127152151867002	2.23932483791639	0.861049095713086	0.32439067467326	0.228064570520842	0.520094336615993	0.852962692026335	0.740321358797496	0.505716193918441	0.348952671458472	0.310003129237509
PF08245.15	0.917560162020491	0.706578092774695	1.12295998211491	0.791614607869242	0.624602613917344	0.586264121473514	0.43563756891991	0.899414776883687	1.18567840197759	1.0338650113931	0.672999853974332	0.911720732936963
PF08353.13	0.0965928043840839	0	0	0.0545234827847531	0.110190745319675	0.0468571124304465	0.0742582146158014	0.134826402565978	0.107451855986603	0.101162882061758	0.0412279136177048	0.0908000417231668
PF13328.9	0.170026209197046	0.307289114754846	0.840152023250615	0.691436413165926	0.255916637230661	0.336031167079329	0.387959333269592	0.504670530639806	0.188708584187233	0.679382415337471	0.45537293333117	0.370032335454261
PF04607.20	1.19161305694544	3.35925980788733	1.91448692152917	1.01097843229625	0.396379371246909	1.71415386526805	0.766835580202059	0.975268696190422	1.09820182608349	1.2646538854404	0.437330650787727	0.714126768888425
PF02824.24	0.301501072194425	0.417691229589453	1.080930024592	0.478790733875428	0.524249381843871	0.371271620386394	0.245689517799662	0.442096674357099	0.408715760934572	0.871493674864461	0.641425859523307	0.648830012864643
PF19296.2	0.111841791756016	0.143252697667529	0.417505030181087	0.40902853163468	0.0841928647121159	0.199613073844324	0.0428020524588074	0.309661808564515	0.123998245683984	0.378467038579398	0.264030632940146	0.208007371092799
PF13291.9	0.170026209197046	0.162133521723773	0.840152023250615	0.441554185527313	0.171670787707524	0.227567601146579	0.0428020524588074	0.350261662258736	0.188708584187233	0.56105130824232	0.36157577920919	0.370032335454261
PF13460.9	0	0	0.552649228705567	0	0.0576651359943483	0	0	0	0	0	0.0858144176009605	0
PF13520.9	0.617726947819871	0.0307311903920876	1.93550190029063	0.207709481187145	0.0322500883080184	0.0229582102002964	0.141504923988909	0.124556862303753	0.204776524062039	0.0481653178282392	0.0381775996625185	0.0443482493654602
PF00580.24	0.315320467000238	0.199633094426909	0.20523138832998	0.292607992134854	0.169586718474037	0.291295048942609	0.262294037033496	0.524393675088628	0.342889039511981	0.254576883790367	0.192104878879821	0.168335593338201
PF13361.9	0.505789849892781	0.285206412871321	0.20523138832998	0.379206521516498	0.169586718474037	0.32846125857494	0.366924817541511	0.690900905970401	0.428132849567402	0.254576883790367	0.192104878879821	0.199245506067244
PF00890.27	1.1128425065523	0.228734859447819	0.581600715403532	0.852979128689347	0.477993641822678	0.414170726728965	0.635624820728559	0.985285014911935	0.553207607352179	0.849925355543333	0.555789917738874	1.3623657035569
PF00056.26	1.08596616630927	0.393454951516049	1.43673150011178	1.06996702373881	0.700936064994702	0.0661856713080056	0.31618701596711	1.2201901975128	2.07348191858379	2.433723579791	0.727321402495416	2.76016132957825
