FeatureID	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c
PF08455.13	0.03432804914525	0.124426738314726	0.0951480322979559	0.0528351742525233	0.106590288559345	0.0528826131367022	0.0326890434211247	0.218141217453441	0.218422915749794	0.0105914245886366	0.0391161204211775	0.00967364140207859	0.0354290202672803	0.0457091076548272	0.0618905579112104	0.00533156700292096	0.0869049023656421	0.0527486848587912
PF00176.26	0.315822653751467	1.75795617732895	1.89429693751364	0.709067320510379	3.0020343701483	1.79359867431798	0.212111343902109	2.66007770979411	2.42719236141674	0.238408624445736	0.434050126056651	0.0874224218224071	0.234755288078591	1.86706181202371	0.733163012800792	0.288903608308992	1.19081470119757	0.339441521908425
PF00271.34	1.27937326001426	4.02497799601612	4.35673237797338	4.30616787278614	6.87015364848225	7.332661140069	1.52285178258025	7.29985261935599	6.94514073592162	1.0870220024237	1.59708734984428	1.8590359556986	1.86659217629879	3.64338874281385	1.89066491887481	1.11203529765201	4.75429915639195	1.98110328825035
PF01565.26	0.3886478153832	0.507536943530829	0.46677820615407	0.287623785945534	0.468419080250549	0.267679048174338	0.197644360037695	0.260220624358001	0.272861215820593	0.232408918651975	0.273160314400119	0.277077435240089	0.439070935481016	0.756733068912756	0.483139604874199	0.350938724984526	0.27548522211079	0.503313679057866
PF04030.17	0	0	0	0	0	0.0176976796180773	0	0.0267607520878925	0	0	0	0	0	0	0	0	0	0
PF08447.15	0.599052067275614	0.853393245935054	0.700894740670692	0.330365644639116	0.432796188232775	0.51909394193127	0.476378758317795	0.732794426332008	0.902307648150629	0.548417940976625	0.416402194868753	0.550853475225703	0.475998982210815	0.159929883981758	0.651221893768141	0.423383608598554	0.627580968674414	1.02908408957264
PF00015.24	7.69706647033109	7.31269745680271	5.80075652869717	4.99337031041706	1.80362974463301	4.21397665151309	4.52361547794361	4.52631861015587	4.58398231951168	5.26510784059626	4.73441494883583	4.95802248268612	5.50639437118329	3.00230253873464	4.91442062037693	3.45457309458917	6.19402985074627	10.3549689292923
PF08448.13	0.334390170950004	0.369824431370732	0.474641740016003	0.313356979622929	0.334739547084962	0.279484807701581	0.21452346850261	0.566486534768434	0.573907885421251	0.237837724244696	0.188408720154234	0.233790425953762	0.233018408708735	0.108026204376309	0.317331228849266	0.116042116845652	0.555601439443101	0.829643521240921
PF00512.28	6.65608448565446	17.174966414972	17.532065177857	14.3435298038469	21.2019594196691	23.6200500637853	6.2235754199604	19.5938814702336	23.2939381182909	4.57220311438318	5.73040486430372	3.35173692121838	6.05104987167006	13.1475110299033	8.28001230588141	5.02628140394312	17.1537446168368	8.20241254906947
PF02518.29	9.98795297149299	23.7026358456478	25.0759511166073	20.3757498571701	29.6830879597409	31.4552516560066	9.49016273915913	28.0433835023	30.6128087866669	7.62699552386223	8.19399673735726	6.08892557105838	9.14220284980972	18.1325816658496	12.9099530503872	7.64790664509427	24.0123886496372	13.6341761891896
PF01025.22	0.453599613464326	0.530652707648122	0.78566960064014	0.818225099980956	1.04406017452754	0.473199216164202	0.500788191252374	0.520503773837703	0.820190964581619	0.168650223806889	0.299890256562361	0.342312267726556	4.20493517125409	1.31446737079787	1.61649790666256	0.370473325877103	0.72110052504277	1.37613833219434
PF00012.23	3.43840968179831	3.9507018112753	2.82624572634029	3.39804322986098	3.31253279083463	2.07611711944728	0.906463168269466	2.86550846322183	2.53929316316182	0.874293379659141	1.4978199614415	3.36577246193713	11.3280102221436	8.12250991577165	11.5231604713688	5.22342631904705	2.60242758539319	11.4757076333815
PF06100.14	0.0737454846651175	0.277342845230926	0.190754346402852	0.32500952199581	0.192783339579207	0.540609971548689	0.0762427340870382	0.393524183823858	0.724019823577811	0.0115791169609897	0.138413169212517	0.0203708997685335	0.368389901761218	0.260781080559146	0.320942737523575	0.0582997621969096	0.161885729455489	0.189857122423356
PF00359.25	0.247033108621126	0.162329179598833	0.0771659271113698	0.443974957151019	0.227014294127095	0.171330372760391	0.219488929299101	0.221999910678398	0.301984271253899	0.083358434262418	0	0.0220861498169478	0.205720638994601	0.216988279335086	0.0542796377790559	0.188867051060703	0.168161170432423	0.0939590915592568
PF02302.20	1.45203506430757	1.79939778570436	0.763366552702408	0.955663207008189	0.341560040687403	0.338921305165513	0.876223713749687	0.202795766156045	0.727282294636536	1.06390579796437	0.201447426961293	0	2.18661496592619	0.54023500750182	0.765813726408154	0.305108242030701	0.167534363754351	0.0367762750115224
PF02378.21	2.93562340381474	1.28126187057025	0.87297592201935	2.18083460293277	0.706815139996788	0.732470003375579	8.37020781159491	1.15330266624983	0.788503855647615	2.68038344879761	0.420886845617678	0.452789125683564	3.35609899106116	0.852548390451149	1.1511349500408	2.00335168434807	0.677305173736063	0.634541726927417
PF04167.16	0.383029243264386	0.182693287626812	0	0.134462483336507	0	0.0530623517704255	0.50960382942792	0.160725291411728	0	0.46923443333777	0.0596707696870829	0	0	0	0	0.0372123831344402	0.291796944133089	0.127636242272055
PF00521.23	0.515597174608287	0.929605781257238	1.13253073397832	1.46536374023995	0.863343862091118	1.20797075082526	0.414836439508123	1.54016345853245	1.24477143567861	0.491058231820506	0.43565771911612	0.64046145759367	0.744501725816444	0.623215532480651	0.71118631371972	0.456505923360082	1.20057813698307	0.543379793709572
PF03989.16	2.81458712007915	3.24098763144485	4.57397977740598	5.28595743667873	3.73098131591627	5.02916588122345	1.83045386559538	5.54343262918137	5.56326897686611	2.49578304391378	1.84380246181225	3.01985448039912	3.62682538277724	2.35956741981966	2.38901298805527	2.17064633938881	3.9042313137868	2.66349867293908
PF01544.21	0.273740883049951	0.131060360402094	0.267898450571034	0.0901733003237478	0.44636222495851	0.180067423906992	0.0846722017769606	0.435085525434326	0.467624040871778	0.0232422928472859	0.0926115972119235	0	0.479776971413399	0.228337567033587	0.162932545043539	0.058958516572016	0.254483511297269	0
PF00471.23	2.38697742907761	1.17280770834298	0.439434058340001	1.27967291944392	1.12077734354087	0.535778947783735	0.878485981146811	0.461113840382296	1.95467939763877	0.261777005680982	1.17192940827525	1.97500899123009	2.32845273918046	7.93466732029057	6.14943620336807	2.19558489787497	0.233821013509527	1.98637974603074
PF00122.23	0.539797068771139	1.47984435076667	1.48398923401469	1.10532517615692	2.15235290968467	1.83035741684896	0.562708034939783	1.88726720557367	2.3369051491552	0.437785887907423	0.621361411834495	0.543199402429015	1.89575958049385	1.51258968759749	0.969542943513329	0.601996532490707	1.60596719957525	0.690214713688594
PF00702.29	0.878627798357223	1.53393245935054	2.03517131010402	1.46622071986288	2.32673055302746	2.17945368223086	0.633731703732309	1.78109954892591	2.62835575285586	0.71317693703286	0.630668841761827	0.502835695644556	2.09394636693513	1.55532777753019	1.35362020304704	0.776884960492835	2.15988732228187	0.823810810381272
PF10543.12	0.156086786462048	0.0455181359151341	0.0662180839455881	0.124428680251381	0.173820868354837	0.414920060146684	0.0998971172661435	0.0837568665981868	0	0.14738681815953	0	0.0464869650218095	0.0623617134259669	0.0538794063906591	0	0.143934211431198	0.121770102058876	0
PF10552.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00692.22	0.262430112969652	0.616556260712466	0.613006474139812	1.00914111597791	0.483195031853954	0.775361778798732	0.304956527001674	0.620258139431021	1.17465222632556	0.225393500844092	0.129562509268871	0.476037219081696	0.48245419948668	1.16795163183148	0.101028611174275	0.0794088584365804	0.242699545749513	0.779405921711352
PF06605.14	0	0.139028118775189	0.136327926092966	0.0606432108169872	0.459971090529472	0.15301456759707	0.024291276293455	0.0230181769460944	0.0728267733108819	0.00684729995727005	0.0469761233872164	0.493632364739623	0	0.0206188629915177	0	0	0.212782431714943	0.0362994866578726
PF18013.4	0	0.0281465696947237	0.230523023205063	0.0595838887830889	0.0512232988918036	0.119184249635043	0.0219915445954864	0.276762985127953	0.0809207630929374	0.0419769258250033	0.0193563695684413	0.0290209242062358	0.0859257456412072	0.0941366965253948	0.116905873383181	0	0	0.0414170149870473
PF01551.25	0.473395761912431	3.2931671839533	3.25836182439805	2.43847600457056	3.94059639166979	3.50821317878733	0.932892791580331	3.4470367558394	3.22313005874361	0.468782616614247	1.17791487468486	0.889292597681646	1.01213049827418	1.80762660249268	1.49927101028611	0.32840715363817	2.40953336086367	1.34621191653025
PF01521.23	0.0866714216690058	0	0	0	0	0.0680464164061918	0.0427179485701605	0.122433120450181	0	0	0	0	0.297266351004514	0	0	0	0	0
PF08282.15	1.25004256494029	2.00380784731551	1.5903178875391	0.709745762711864	1.44600888698538	1.36301504982267	0.623916056911155	1.19681121879327	1.26414534739098	0.456215807280904	0.508823965593949	0.541059950755724	2.93256040357554	1.63815975162292	0.958802049196774	0.274226416050442	1.16968025485222	0.947235422196087
PF01219.22	0.197400087430688	0.238634363274193	0	0.0930179965720815	0.108464050538037	0.14181816587684	0.113459194171708	0.0818632486266804	0	0	0	0	0.244092397557306	0.141093631623513	0	0	0.110303226948263	0
PF00654.23	0.196847893610657	0.0244499004030203	0.171099148905216	0.250833174633403	0.399218373574602	0.467504570183553	0.14714824623844	0.38938859363137	0.530510323185549	0.0831307746730458	0.134094616639478	0.209998247862854	0.0712729002566599	0.212368346777189	0.0385628870667862	0.113805247593918	0.242028493894166	0.0485370544015511
PF17767.4	0.143211467224996	0.4931115949414	0.507383429111806	0.18077509045896	0.321344825740136	0.444234992920051	0.296210053689225	0.700004466080121	0.605786341631427	0.126757356907192	0.24354738247071	0.135993507870785	0.203170634569431	0.133740362761264	0.280306576958575	0.226133727138147	0.453970267240871	0.297658969183579
PF04095.19	0.143211467224996	0.553184787140409	0.434218374918164	0.150542753761188	0.241661759194818	0.601344094270721	0.286031291336813	0.646786655352597	0.643912286408603	0.126757356907192	0.223906273172179	0.135993507870785	0.203170634569431	0.105738520730276	0.248632308289081	0.215014532411077	0.429768155271075	0.260453584653772
PF17956.4	0.143211467224996	0.420540139899013	0.477064086709828	0.18077509045896	0.189271374270571	0.38158073552556	0.282463537148736	0.636380688669555	0.437218958688123	0.126757356907192	0.196345840130506	0.0294912347033816	0.203170634569431	0.133740362761264	0.280306576958575	0.238450986140821	0.337634947790691	0.247421369654011
PF00583.28	4.34391551434554	6.42076249594663	7.19110351349385	6.01489002094839	9.13586380427218	9.06011161330767	2.88575981924916	7.32376401232638	6.90960754673657	2.25664941123728	1.76939047901528	1.82367967244257	2.33853106469599	5.74137290728939	3.46062786747101	3.16223817228237	5.66636186655654	3.16360197708237
PF00005.30	52.1261808894922	44.5173576689674	46.9347639484979	45.8144401066464	50.3825472455699	56.7955801831581	47.2173477004124	53.4765843419231	61.8150054533974	67.1164776508332	23.8732433634881	19.0133346858603	45.0299805292504	56.8713549326322	39.3738714035393	46.9437814672849	45.9106173677069	38.3165556809332
PF02687.24	3.99895083174194	16.4307407235836	16.3610969666109	15.1904399162064	25.0017881042882	24.328132603273	23.5645581950276	23.7858603903354	24.7185759935707	3.1673578178303	4.86009787928222	2.32844271894798	3.74671984246393	14.8182628459379	6.56916039111301	4.99449107604994	17.5829154622146	6.48341571176555
PF12704.10	0.830172790649518	2.43574373465512	3.03047210300429	2.69009474385831	4.56068312008138	4.25772766528283	0.85305924835085	3.93463445134206	4.23319492547024	0.551517613847307	1.01804538039448	0.96599931758869	1.01990773519781	2.64436917866215	1.82419978330948	0.747744128218214	4.00289805911156	2.10680059121756
PF08245.15	1.02572763039827	1.84219206003613	2.04739943260348	1.23506236907256	1.8978746185556	2.28897150046688	0.949281982264976	2.90546201598857	2.32493637703067	1.11505915646868	1.13297938602996	1.17347079925119	1.58640698291884	1.04569425256622	1.29815010500127	0.725216176401391	1.99171140345702	1.88819313106912
PF08353.13	0.0198007500632722	0	0.0544264203098858	0.216399257284327	0	0.0380256807052769	0.124903097144932	0.0579161270153187	0.0306921030979124	0.0155088717190751	0.0213792080676257	0.0314185855642343	0.113577528984866	0.0393659848180994	0.116330707186902	0.0267121279576081	0.0426523508937526	0
PF13328.9	0.230228010031521	0.61862231898828	0.843493125772896	0.5188654541992	0.839563145778682	0.921813694330342	0.414023752366735	1.18939752579161	0.930081705286925	0.29710977395154	0.33958178852143	0.413661136675919	0.780251570935481	0.926511876643344	0.700472171319271	0.208832375967772	0.795447171258333	0.773525532016338
PF04607.20	2.13019809953294	1.04100616111549	1.6228922674038	1.29411064559132	0.936613309063654	1.38260656089852	1.92664778081655	1.43444240989683	1.65593846271598	1.12394488536464	0.80869642592318	0.58765757707098	1.39867466147447	1.37846309253235	1.29956795655489	0.776808950372631	1.25014010972804	1.25727499562944
PF02824.24	0.453420150472816	1.26072173067124	1.26019495162581	0.713352218625024	1.22033299427164	1.33093827950673	0.496808329755012	1.65701397883078	1.35078739404145	0.402932956002158	0.749019724158387	0.984470531819733	0.806880033631295	1.43504612505014	1.20409036797261	0.409394126951379	1.24407852044127	0.898587117178684
PF19296.2	0.112408255297609	0.285866493723074	0.453044300574671	0.365394686726338	0.247347288398737	0.466057893375535	0.321636786485186	0.604993077575812	0.606350816096133	0.223975006479542	0.314216224232537	0.203275574286004	0.466114257898929	0.808592183252373	0.583111515362288	0.174949960004199	0.403707745855702	0.529441680837876
PF13291.9	0.243043508271403	0.563737434567101	0.834494798865207	0.464185393258427	0.88098934632475	0.877155219653762	0.389666193079479	1.0937608860703	0.921327567402078	0.233147936703629	0.33958178852143	0.413661136675919	0.575039826533322	1.04536744061678	0.700472171319271	0.174949960004199	0.68759955164887	0.557095405349565
PF13460.9	0	0	0	0	0.045987472562771	0.0273158884568342	0.0770064294503987	0.135893885936314	0.0619104112052965	0	0	0	0	0	0	0	0.0442967966491652	0
