FeatureID	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b	cFT13a	cFT13b	cFT17a	cFT17b	cFT21a	cFT21b
PF08455.13	0.145185112248917	0.221508828250401	0.136008706298463	0.32064417358535	0.03626749822052	0.660288588358039	0.0441933691424338	0.0273551311103917	0.0586234214082669	0.0129399414332284	0.253627944286443	0.147111257840872
PF00176.26	0.450275699094132	0.470304975922954	0.136008706298463	0.364747100041218	0.0798901806595939	0.666745408374181	0.095573254306353	0.0273551311103917	0.093876695092968	0.084446654511299	0.424949561243589	0.147111257840872
PF00271.34	1.47730405671524	2.31712909883054	2.77983947762209	2.0137196019549	2.06456970477579	2.55499123998504	1.3344323022782	1.47827775979281	1.35721608649052	1.05403613459307	1.02695738836627	1.73040607461208
PF01565.26	1.05883221740843	0.980279752350378	0.471935791048837	1.03462285815227	0.32640748398468	0.281088210397842	0.731654010001852	0.424830042084817	0.191271727480311	0.395369909939776	0.300906682223681	0.159260482007263
PF04030.17	0	0	0	0	0	0	0	0	0	0	0	0
PF08447.15	0.697469476171721	1.21559275395551	0.488722622772412	0.440911499735029	0.325322848523879	0.633221126400126	0.581663270976107	1.04664940110068	0.819143482920919	0.459417647383833	0.510172828702691	0.359656652360515
PF00015.24	8.61731981094919	12.9207062600321	5.2426064481023	6.27707118883589	2.37348744195506	5.49398610208862	5.88942396740137	6.9157332470055	5.26925765413113	7.31535443947179	9.74863268431415	6.89587322548696
PF08448.13	0.345017723513194	0.643430405870213	0.280206774588491	0.258199375846435	0.223367115208623	0.223016201106321	0.300759399888868	0.760213661379087	0.660795004427047	0.322492955411901	0.347115875446656	0.350478705843513
PF00512.28	6.28736707365104	7.30075670717725	4.37292885321725	5.71074015191662	3.80913805375725	4.66107600543318	4.15495462122615	5.22690191000324	4.98848967799059	4.53980882921708	4.62446826612217	5.75411026741499
PF02518.29	9.566906262308	15.8632423756019	7.51029791865052	9.51825354766531	6.44561570009829	7.24980806708794	8.42359696240045	10.2414697313046	8.98636935551517	8.40876291507818	9.56075743212037	9.09758996368438
PF01025.22	0	0.715569823434992	0.829057271119576	0	1.11266650849066	0.426563515029823	0	0.566850113305277	0.546973297916958	0.323133874799713	0.221249908845621	0
PF00012.23	5.21632532493107	8.57858289383169	3.48069650387702	4.77412706824471	4.67301630342677	3.28356857418453	1.20548249675866	6.59569439948203	2.81807167155972	1.52058124758274	3.60431707139211	3.00343347639485
PF06100.14	0	0	0.0469595973336961	0	0.125309290580619	0.032559696057009	0	0	0	0	0.0394273074211818	0.114031033344338
PF00359.25	1.78288696337141	3.2656271497363	0.756550129234118	0.184213625390096	0.174660204047046	1.04777653103408	0	0.12722563936549	0.203411156158255	0.132062544891983	0.539463769172804	0.753780125453945
PF02302.20	1.45948207955888	5.08548498050906	2.2057679227316	1.55202261084614	10.1213096973189	5.04370164767023	0.433228375625116	0.829070896730333	0	1.61152549864633	2.14448576776295	3.7610432485969
PF02378.21	4.30553367467507	3.30158220591607	2.75532580601279	2.17270211387858	3.80449445819069	2.03905588692691	1.59733283941471	2.04027193266429	0.96894077077217	1.93324493065915	2.19643160990787	2.30960713106636
PF04167.16	0	0	0	0.241800624153565	0.208860115920415	0	0	0.24312075105212	0	0.0866346206972761	0	0
PF00521.23	0.814690823158724	0.524283421233662	0.597007209903414	0.571071071071071	0.312713961292072	0.319415736530247	0.450231524356362	0.736775655551959	0.268745048697516	0.378065086468866	0.215659106930164	0.845031363486299
PF03989.16	3.6734935013785	3.14570052740197	3.13102979186505	2.70282046752635	1.87628376775243	1.91649441918148	1.37762548620115	3.66494011006798	1.11673423738292	1.99794463782529	1.29395464158098	1.79716077913503
PF01544.21	0	0	0.0840701945313563	0.116204439733852	0.23689116361048	0.123014232563633	0	0.136808028488184	0	0.0467097629703299	0	0.242720369758996
PF00471.23	2.06833398975975	1.82737904150424	0.55494490545504	0.496143202025555	0	1.04019764168586	0	2.25487212690191	1.79894216878699	1.10220454168739	2.74447604462918	1.49957081545064
PF00122.23	0.882434029145333	0.532997019032332	0.513535573391375	0.65786374609904	1.59810866691523	0.488572609697041	0.408112613446935	0.518290708967303	0.293489910993057	0.456997624178131	0.531490799484674	0.636513700891383
PF00702.29	0.882434029145333	0.810043567988993	0.513535573391375	0.849408231761173	1.58014439209572	0.562983523297703	0.408112613446935	0.518290708967303	0.446549233421874	0.441748162881927	0.81720508519896	0.636513700891383
PF10543.12	0	0.201421692272415	0.0864100122432322	0	0	0	0	0	0	0	0.161306789178152	0.232816110927699
PF10552.12	0	0	0	0	0	0	0	0	0	0	0	0
PF00692.22	0.66143166601024	0.323870671864251	0.184954427968984	0.266884531590414	0.685523506084127	0.124982775251481	0.310761252083719	0.511654257041114	0.434106901533156	0.0950218244101884	0.537519142419602	0.486959392538792
PF06605.14	0	0	0	0	0	0	0	0	0	0	0.0259607671552541	0.0748761967646088
PF18013.4	0	0	0	0	0.0495881774734773	0.0516151892753794	0.181144656417855	0.0541275493687277	0	0	0	0
PF01551.25	0.245519889720362	0.650263700986012	1.04097401714053	1.1220632397103	0.392841405958716	0.843166204059135	0.981626227079089	1.39530592424733	1.24192646442052	1.09768495496989	1.28729429495126	1.43823043908881
PF01521.23	0	0	0	0	0.303020031861167	0	0	0	0	0	0	0
PF08282.15	0.574537219377708	0.199908277917909	1.61757584002177	0.500412176882765	1.34996441039894	0.844839465343806	0.495165771439155	0.372418258336031	0.531408732932569	0.53297972263661	0.476968326891757	0.5564872895345
PF01219.22	0	0	0	0	0.243229502084534	0	0	0	0	0	0	0
PF00654.23	0	0	0.0532716637192219	0.0742801625154566	0.0915161170050503	0	0.100574180403778	0.18873421819359	0.0701337434176802	0.088656831869164	0	0
