FeatureID	NA4a	NA4b	NA4c	NA5a	NA5b	NA5c	NA6a	NA6b	NA6c	NA1a	NA1b	NA1c	NA2a	NA2b	NA2c	NA3a	NA3b	NA3c
PF00308.21	1.1336239455358	0.429482387552222	0	0.202728153203492	0.881361521109168	0.682555814453093	0.698507144959084	0.678741775685168	0.403867062201037	0.916346731437227	0.520182231966455	0.893704559390329	1.14440858339149	0.341246854165747	0.29373814879593	0.215558153930807	0.372807725378663	1.00794088905801
PF08299.14	1.1336239455358	0.429482387552222	0	0.202728153203492	0.881361521109168	0.682555814453093	0.698507144959084	0.678741775685168	0.403867062201037	0.916346731437227	0.375413689905549	0.893704559390329	1.14440858339149	0.341246854165747	0.29373814879593	0.215558153930807	0.372807725378663	1.00794088905801
PF01527.23	7.15381166574886	7.15436739270664	2.58205872920245	4.89753918709836	30.7199675058797	4.44723117346686	0.570338245514443	1.34842612412663	2.29787313657785	7.28914309592833	3.31581316638462	2.79772085231254	8.3291550360549	8.62273610313921	5.72518698225723	1.86730153172137	2.60265361465705	12.9471738831394
PF01025.22	0	0	0	0.148823477433741	0.554059690476035	0	0.297045386716867	0.548151815976916	0.580142483842199	0.631656611559456	0.175333661228607	0.112068587946741	0	0	0.347695009799857	0	0.342250148819366	0.496084936249578
PF00012.23	0.831120034698025	1.38563966071246	2.09202626838472	1.4434245201129	2.55793583721494	1.33248392907309	1.34126962594099	1.34600073178053	1.3095811756684	2.79491063577877	1.73924614653584	2.2132834399089	1.75666143289137	1.73145392732571	0.880409852352088	1.37085206560411	1.86317349031021	0.356898747858461
PF06100.14	0	0	0	0.105558703113657	0.419069331708627	0.272924826070431	0.0430930670835168	0.0842555447711652	0.203192270033282	0.813388527601487	0.114916178297223	0	0.406774831356129	0.178575213033688	1.35011124493756	1.14196716459596	0.829060123024009	0.114922261465161
PF08220.15	0.910323637054761	0.573531894114314	7.26304652117746	1.41933097353106	1.99493152868676	3.11474889693124	1.31052762293149	1.46227934297502	2.00166931026096	2.83030374258926	1.0153075685454	2.95758693938332	5.51256106071179	1.54038368139874	2.79917529111341	3.50426960296965	4.16431774588266	0.775007547864178
PF00455.25	0.665305386478492	0.573531894114314	1.89609241292078	0.123042377682716	2.25780415741305	0.947840959793763	1.0389816111481	1.46227934297502	1.38607633092673	0.241931973499787	0.648415682286153	1.90971279344779	0.98915736217725	0.876065168440108	2.07539880144925	0.372880048855013	2.13523381176004	0.563472624923852
PF00294.27	5.10092154445197	3.66817129559855	2.48389997392344	2.14910589136247	7.53941113141994	2.87857650422223	2.71451051760517	3.11344570035121	2.7084444647709	2.28863381127739	2.95820794117892	4.07034808601962	0.894027680856013	2.07735882378913	2.43869508584381	2.06229014125018	1.16971492823599	3.51670981007966
PF00359.25	1.32984322535685	0.776733664100508	3.58934517868436	0.141042367287111	0.766426673130551	0.498180556244113	0.29736261580427	0	0.131341248178415	0.2074703787859	0.792213043007078	0.767855969691661	0.96347115608281	0.121208441873813	1.77954614027901	0	0.469261194523447	0.60108153301141
PF02302.20	0.24501825057627	0.184180145529519	0.735430847667947	0.385628422969435	2.55661467170675	1.57617536727645	0.127770276051917	0	0.259901005535957	0.2074703787859	0.262131430429237	0.88900720480028	0.187023144917423	0.121208441873813	0.751559514201821	0	0.117682386401217	1.19400065385048
PF02378.21	0.624681406829468	1.82811209510662	0	0.391394518397621	4.84742176188885	0.791120916166774	0.274901961602758	0.0832060750929515	0.531381161948041	1.67565967597308	0.845690539109848	0.854600998598458	0.9602378460107	0.646710671552828	1.95892890872028	0.339996706872008	0.767087770355182	2.52023810161837
PF13396.9	0.330608336297935	0	0.48581225478295	0.121917919770188	0.663884575993222	0.315502454018145	0.713360562163335	0.435917716318925	0.994441176042591	1.28572610062072	0.260703835541069	1.31119152943238	0.732687834380088	0.294898229502406	0.672336438052392	0.183543947626759	0.311081420728884	0.430792784777789
PF13091.9	0.897036535265766	0.291346901619875	0.971627506871323	0.547999105977992	1.55146321809713	0.708636160824947	1.37061957762617	0.945418812894236	2.05984986601862	0.986919654905238	0.521405587002009	2.76069770497547	1.46537566876018	0.589798666607797	1.34467532913538	0.880776261132544	1.24678087175078	1.15683300551485
PF10298.12	0.286663190366425	0.488633143835493	0.796396039960076	0	0.983477788041378	0.253517426007635	0.0830096692260654	0	0.142427713460711	0.46590404554833	0.432515401352151	0.559497087421163	0	0	0	0	0.254879290958397	0.478107620931076
PF14527.9	0.286663190366425	0.488633143835493	0.796396039960076	0.150980565416942	0.983477788041378	0.521349131591559	0.254766262686555	0	0.353076790350846	0.748313266647514	0.432515401352151	0.559497087421163	0	0	0	0	0.254879290958397	0.478107620931076
