FeatureID	FT4b	FT4c	FT5b	FT5c	FT6b	FT6c	FT1b	FT1c	FT2b	FT2c	FT3b	FT3c
PF00308.21	0.578813151528188	0.48056548900976	0.253646951502426	1.3802822192482	6.90787145092206	0.478876025397938	0.657552452966528	0.875432733143644	0.633435233553926	0.643594764440829	0	0.61738347462608
PF08299.14	0.578813151528188	0.48056548900976	0.253646951502426	1.3802822192482	6.90787145092206	0.478876025397938	0.657552452966528	0.875432733143644	0.633435233553926	0.643594764440829	0	0.61738347462608
PF01527.23	2.16660716384416	4.46670539879062	1.49476647714315	16.6868869009885	2.9558208725538	3.45560023397299	6.2859729713455	1.67397258451187	7.18871322793676	6.86330914835451	26.5562788831392	2.61677222480828
PF01025.22	1.341498894578	1.4354024968864	0.250899777971758	0	1.37405422042114	0.430329455447643	0.664907481483393	0.288618868828355	1.53014222326499	0.921346791154667	0	0.325412946271141
PF00012.23	1.75675615743338	2.42728210676042	2.58263146719513	3.1347467774882	26.1126728051502	3.78767798760621	3.63837776458747	2.89823535804024	3.46765300559646	2.47061698498135	6.33112184187951	2.35373732244368
PF06100.14	0.201047101842961	0.10553835982811	0	0	0.979314678499064	0.0609092732991039	0.167324748165544	0	0	0.294006728910667	1.06527935357113	0.0626554572853925
PF08220.15	2.77410584997749	3.48406473607063	1.36588262124394	6.66808950247705	14.4585908846085	1.67490752697895	5.72545528056638	0.920146458407719	3.2645414835108	3.87506109308537	16.6499432714392	1.12408841493518
PF00455.25	1.49947777957641	2.62076909977863	1.36588262124394	3.74272968467517	6.21426556208161	1.1970713815427	3.52061558577856	0.920146458407719	1.71630909580231	2.97083613179079	4.86092509062733	0.798675468664043
PF00294.27	4.89860497295763	6.10002904909297	4.97219535339714	10.1638703012374	19.0760470902049	4.60816588345997	5.69313616695485	3.79380501338396	4.51230393408459	4.49761145743664	6.12866314303899	4.3684261257576
PF00359.25	1.26015668830204	1.26986273468829	1.34117116621186	3.42723580099082	1.95488471107235	0.648376459152215	0.738165285985875	0.617906336699097	0.961532091668794	0.758235347907384	0.983915377590835	0.491903290874981
PF02302.20	2.87567605924264	1.31082863372433	1.34117116621186	5.27325021718203	1.95488471107235	1.04901564623736	1.38197114764252	1.63596968816601	2.44571570528524	0.758235347907384	0.983915377590835	0.491903290874981
PF02378.21	4.93121104135853	7.17822453279376	6.50008257248685	11.5788969500599	20.7611890533227	5.91226012823302	8.8353419873201	6.85806574660744	5.66687598766156	1.99942296595499	3.86754572875446	5.41266415584049
PF13396.9	0.705667255781568	2.15289505931691	1.13454596928303	2.45727970698035	6.12497114570776	1.56136845942349	1.86135556186396	1.18063573239184	1.56578774851118	2.04818076616247	0	1.5181682253537
PF13091.9	1.41133451156314	4.34885289472542	2.26909193856607	4.91456410978845	13.9388545487189	3.14085004535346	3.92851858542586	2.45237551368002	3.6044247237998	5.08838395782291	0	3.05842607873838
PF10298.12	0.554664614743247	0.95203560684223	0.356443144255445	1.9934305369679	1.99529354433302	0.668981906653819	1.58651836176417	0.309840257433252	0.955801066847005	0.822957756693437	0	0.945133275969889
PF14527.9	0.554664614743247	0.95203560684223	0.356443144255445	1.9934305369679	1.99529354433302	0.73505101911062	1.74946020112347	0.309840257433252	0.955801066847005	0.822957756693437	0	0.945133275969889
PF02650.17	0.554664614743247	0.95203560684223	0.356443144255445	1.9934305369679	1.99529354433302	0.73505101911062	1.74946020112347	0.309840257433252	0.955801066847005	0.822957756693437	0	0.945133275969889
