CHROMATOGRAM,
p6_d4_tudca_lcag-95_bsh1208_48h.raw,
Data points: 2546,
Time,Intensity
0.003733666,0
0.008348266,0
0.011496066,0
0.013818947,0
0.016143949,0
0.018466833,0
0.02078975,0
0.023114716,0
0.025437632,0
0.027760533,0
0.030085531,0
0.032408415,0
0.034733382,0
0.037056282,0
0.049318698,0
0.053552015,0
0.055874899,0
0.058199882,0
0.060522798,0
0.062845682,0
0.065170681,0
0.067493581,0
0.069816481,0
0.072141448,0
0.074464364,0
0.07678935,0
0.079112247,0
0.081435147,0
0.083760134,0
0.086083034,0
0.088405914,0
0.093239215,0
0.095562131,0
0.097887114,0
0.10021,0
0.10253291,0
0.1048579,0
0.1071808,0
0.10950576,0
0.11182868,0
0.11415158,0
0.11647657,0
0.11879947,0
0.12112236,0
0.12344735,0
0.12577025,0
0.12809523,0
0.13041812,0
0.13274105,0
0.13506603,0
0.13738892,0
0.13971182,0
0.14203678,0
0.1443597,0
0.14668468,0
0.14900758,0
0.15133048,0
0.1536555,0
0.15597838,0
0.15830127,0
0.16062626,0
0.16294915,0
0.16527415,0
0.16759701,0
0.16991995,0
0.1722449,0
0.17708032,0
0.17940318,0
0.18172612,0
0.18405108,0
0.186374,0
0.1886969,0
0.19102187,0
0.19334478,0
0.19566975,0
0.19799267,0
0.20031555,0
0.20264053,0
0.20496343,0
0.20728633,0
0.2127842,0
0.22167375,0
0.22589873,0
0.22822163,0
0.23054451,0
0.2328695,0
0.2351924,0
0.23751736,0
0.23984028,0
0.24216318,0
0.24448817,0
0.24681107,0
0.24913396,0
0.25145895,0
0.25378185,0
0.25610682,0
0.26094023,0
0.26326513,0
0.265588,0
0.26791092,0
0.2702359,0
0.2725588,0
0.27488377,0
0.27720668,0
0.27952958,0
0.28185458,0
0.28417747,0
0.2865004,0
0.28882535,0
0.29114825,0
0.29347323,0
0.29579612,0
0.29811905,0
0.30044401,0
0.30276693,0
0.30508983,0
0.3074148,0
0.3097377,0
0.31206268,0
0.31438558,0
0.3167085,0
0.31903348,0
0.32135636,0
0.3236793,0
0.32600425,0
0.32832715,0
0.33065213,0
0.33297502,0
0.33529797,0
0.33762292,0
0.34245625,0
0.34478122,0
0.34710412,0
0.34942702,0
0.351752,0
0.35408115,0
0.35640405,0
0.35872903,0
0.36105193,0
0.3633769,0
0.36569981,0
0.36802272,0
0.37034976,0
0.3726727,0
0.37499767,0
0.37732055,0
0.38619965,0
0.39762873,0
0.41558276,0
0.43305557,0
0.45184501,0
0.46934907,0
0.48832602,0
0.5010322,0
0.51951746,0
0.53826108,0
0.55734426,0
0.57646288,0
0.5954586,0
0.61382722,0
0.62702713,0
0.64182493,0
0.65670816,0
0.67003726,0
0.68684753,0
0.7044516,0
0.72057855,0
0.7363826,0
0.75074293,0
0.76661156,0
0.78256145,0
0.80116966,0
0.81920285,0
0.833984,0
0.85257345,0
0.87211913,0
0.8898607,0
0.90701057,0
0.92555835,0
0.94150198,0
0.9605956,0
0.97973505,0
0.99897243,0
1.0169536,0
1.0383575,0
1.0574991,0
1.0756094,0
1.0948447,0
1.1167841,0
1.134986,0
1.1537963,0
1.1728378,0
1.1920231,0
1.2100834,0
1.2293312,0
1.2484894,0
1.2665684,0
1.2885891,0
1.307764,0
1.3270847,0
1.3461617,0
1.3641302,0
1.3826885,0
1.4018862,0
1.4192091,0
1.4400172,0
1.4571463,0
1.4764211,0
1.4936356,0
1.5128688,0
1.5322749,0
1.5480081,0
1.5641518,0
1.5784183,0
1.5926641,0
1.6051952,0
1.616139,0
1.6270034,0
1.6423346,0
1.6565219,0
1.6747927,0
1.6878176,0
1.6998091,0
1.7132424,0
1.7284089,0
1.7436505,0
1.7566379,0
1.7729774,0
1.7869252,0
1.7993627,0
1.8151917,0
1.8275499,0
1.8419727,0
1.8572476,0
1.869908,0
1.8849182,0
1.8985327,0
1.9119368,0
1.9258534,0
1.9381367,0
1.9480532,0
1.9632927,0
1.9778634,0
1.9929675,0
2.0088882,0
2.0238319,0
2.0345526,0
2.0492963,0
2.0647857,0
2.0802169,0
2.094973,0
2.1102812,0
2.1258582,0
2.1405082,0
2.1577372,0
2.1735662,0
2.1949411,0
2.2136555,0
2.2313429,0
2.2447532,0
2.2581552,0
2.2757301,0
2.2948299,0
2.3141881,0
2.3306839,0
2.3460629,0
2.3643461,0
2.3805752,0
2.3988334,0
2.4166978,0
2.4336853,0
2.4542767,0
2.4720579,0
2.4900473,0
2.5049493,0
2.5239158,0
2.5405595,0
2.5597156,0
2.5778613,0
2.5970299,0
2.6180589,0
2.6323588,0
2.6519837,0
2.6716523,0
2.6939334,0
2.7104041,0
2.7269269,0
2.7426789,0
2.7615017,0
2.7831432,0
2.8026076,0
2.8208367,0
2.8405386,0
2.8624593,0
2.8820258,0
2.9017069,0
2.9213484,0
2.9410254,0
2.9605794,0
2.9803772,0
3.0001541,0
3.0200311,0
3.0424101,0
3.0621266,0
3.0781369,0
3.0942493,0
3.1087951,0
3.1121242,0
3.1167617,0
3.1199117,0
3.1270596,0
3.1340616,0
3.1446531,0
3.1563301,0
3.172355,0
3.1910986,0
3.210736,0
3.2190234,0
3.2384337,0
3.258169,0
3.2803772,0
3.2999208,0
3.317979,0
3.3375455,0
3.3569162,0
3.3758286,0
3.3938159,0
3.4135762,0
3.433097,0
3.4467594,0
3.4663779,0
3.4747154,0
3.4945757,0
3.506161,0
3.5284546,0
3.5366004,0
3.5561898,0
3.5757938,0
3.5954895,0
3.6177394,0
3.6374205,0
3.6536016,0
3.6734494,0
3.6843097,0
3.7039534,0
3.7120075,0
3.7316052,0
3.7363594,0
3.7558301,0
3.7780549,0
3.7977964,0
3.8026693,0
3.8225963,0
3.838792,0
3.8420795,0
3.861696,0
3.8698501,0
3.8814854,0
3.886125,0
3.8895875,0
3.892752,0
3.9044499,0
3.9150602,0
3.9256726,0
3.9292601,0
3.9321747,0
3.9437267,0
3.9508246,0
3.9725578,0
3.9832056,0
3.9992575,0
4.0187657,0
4.0411697,0
4.0608967,0
4.0807069,0
4.0923423,0
4.096161,0
4.1009173,0
4.1045672,0
4.1077589,0
4.1100818,0
4.1124067,0
4.1147296,0
4.1170526,0
4.1193775,0
4.1217004,0
4.1240233,0
4.1263483,0
4.1286712,0
4.1309962,0
4.1358712,0
4.1441253,0
4.1582002,0
4.1652981,0
4.1687272,0
4.1720855,0
4.1758043,0
4.1781271,0
4.18045,0
4.182775,0
4.1910853,0
4.1957249,0
4.1994186,0
4.2025874,0
4.2049124,0
4.2072352,0
4.2095581,0
4.2118831,0
4.214206,0
4.216531,0
4.2188539,0
4.2211768,0
4.2235018,0
4.2258247,0
4.2281476,0
4.2304726,0
4.23861,0
4.2421704,0
4.2452516,0
4.2475745,0
4.2558182,0
4.2594245,0
4.2624828,0
4.2741744,0
4.2811597,0
4.2882472,0
4.2953576,0
4.3024575,0
4.3056971,0
4.3086887,0
4.3192136,0
4.3297802,0
4.3403364,0
4.3547759,0
4.3687924,0
4.3883048,0
4.3988568,0
4.41294,0
4.4289149,0
4.4429044,0
4.4590793,0
4.4731792,0
4.4837771,0
4.4870833,0
4.4941707,0
4.4975665,0
4.5007457,0
4.5040436,0
4.5077706,0
4.5106227,0
4.5129477,0
4.5152706,0
4.5200747,0
4.5233997,0
4.5267538,0
4.5301184,0
4.5331746,0
4.5354996,0
4.5378225,0
4.5424621,0
4.5495703,0
4.5578244,0
4.5648869,0
4.5718973,0
4.5753618,0
4.5786034,0
4.583318,0
4.5879576,0
4.5915992,0
4.5945575,0
4.5968825,0
4.5992054,0
4.6015304,0
4.6038533,0
4.6061762,0
4.6085012,0
4.6132095,0
4.6167386,0
4.6200074,0
4.6231823,0
4.6255052,0
