CHROMATOGRAM,
p6_f4_tudca_az-52_48h.raw,
Data points: 2548,
Time,Intensity
0.003698463,0
0.008333766,0
0.011477513,0
0.01380248,0
0.01612538,0
0.01844828,0
0.020773263,0
0.023096147,0
0.025421146,0
0.027744046,0
0.030066946,0
0.032391933,0
0.034714829,0
0.037039796,0
0.045918913,0
0.050150131,0
0.052473032,0
0.05479803,0
0.05712093,0
0.059445913,0
0.061768797,0
0.064091698,0
0.066416696,0
0.068739596,0
0.071062465,0
0.073387499,0
0.075710379,0
0.078033299,0
0.080358266,0
0.082681146,0
0.085006133,0
0.087329029,0
0.092156099,0
0.094481066,0
0.096803982,0
0.099126883,0
0.10145187,0
0.10377477,0
0.10609976,0
0.10842263,0
0.11074555,0
0.11307053,0
0.11539343,0
0.11771633,0
0.1200413,0
0.12236421,0
0.12468918,0
0.1270121,0
0.12933501,0
0.13165998,0
0.13398288,0
0.13630578,0
0.13863076,0
0.14095365,0
0.14327867,0
0.14560157,0
0.14792448,0
0.15024943,0
0.15257233,0
0.15489523,0
0.15722023,0
0.15954312,0
0.16186808,0
0.16419098,0
0.1665139,0
0.1688389,0
0.17116178,0
0.17600342,0
0.17832633,0
0.18064923,0
0.18297423,0
0.18529711,0
0.18762208,0
0.189945,0
0.19226788,0
0.19459286,0
0.19691578,0
0.19923867,0
0.20156368,0
0.20388656,0
0.20621151,0
0.21170735,0
0.21593856,0
0.21826145,0
0.22058643,0
0.22610306,0
0.2301718,0
0.23249472,0
0.23481968,0
0.23714258,0
0.2426946,0
0.2467571,0
0.24908,0
0.25140498,0
0.25372786,0
0.25605078,0
0.26089667,0
0.26322153,0
0.26554447,0
0.26786737,0
0.27019235,0
0.27251525,0
0.27483813,0
0.27716312,0
0.27948602,0
0.28181101,0
0.28413393,0
0.28645681,0
0.2887818,0
0.29110468,0
0.29342758,0
0.29575256,0
0.29807546,0
0.30040043,0
0.30272335,0
0.30504626,0
0.30737123,0
0.31286705,0
0.31709825,0
0.31942116,0
0.32174611,0
0.32406905,0
0.32639403,0
0.32871693,0
0.33103983,0
0.33336482,0
0.33568772,0
0.3380106,0
0.34284183,0
0.34516472,0
0.34748762,0
0.3498126,0
0.35213551,0
0.35445841,0
0.35678341,0
0.35910628,0
0.3614313,0
0.36375418,0
0.36607708,0
0.36840206,0
0.37072495,0
0.37304785,0
0.37537283,0
0.38427278,0
0.38754566,0
0.40658303,0
0.42331831,0
0.43995153,0
0.45679933,0
0.4747638,0
0.4913866,0
0.50879273,0
0.52778842,0
0.54686536,0
0.5659694,0
0.58505053,0
0.60418371,0
0.62330233,0
0.64055013,0
0.6585375,0
0.67499988,0
0.695306,0
0.70761845,0
0.72095582,0
0.73811193,0
0.75565766,0
0.7708138,0
0.78719285,0
0.80419065,0
0.82108426,0
0.83815708,0
0.85826526,0
0.87612346,0
0.89250043,0
0.9117024,0
0.93071477,0
0.95059795,0
0.96970406,0
0.98877685,0
1.0068913,0
1.0260662,0
1.0452473,0
1.0612347,0
1.0803345,0
1.0995594,0
1.1181739,0
1.1373425,0
1.1564652,0
1.1746756,0
1.1965879,0
1.2147836,0
1.2340355,0
1.2531521,0
1.2723457,0
1.2915476,0
1.3106933,0
1.3288265,0
1.3476826,0
1.3685283,0
1.3877219,0
1.4068968,0
1.4261633,0
1.4480903,0
1.467336,0
1.4854046,0
1.4989962,0
1.512144,0
1.5248335,0
1.5416792,0
1.5546895,0
1.569429,0
1.586856,0
1.6025954,0
1.6127329,0
1.6228807,0
1.6330619,0
1.644516,0
1.6551617,0
1.6706783,0
1.682449,0
1.6952698,0
1.7116322,0
1.7265821,0
1.7388278,0
1.7485465,0
1.7631401,0
1.7799671,0
1.7959899,0
1.8081649,0
1.8185814,0
1.8357688,0
1.8463792,0
1.860102,0
1.8754852,0
1.8896205,0
1.9006121,0
1.9139057,0
1.9275744,0
1.9439597,0
1.9555138,0
1.9659721,0
1.9813324,0
1.9917531,0
2.0048197,0
2.0206446,0
