CycID	PhaseShift	PhaseShiftHeight	PeakIndex	PeakSPD	Period	p	N	Nindependent	Nyquist	BH.Q
PF13561.9	5.37576367981083	60.1092124160668	1	0.384253459687097	24	0.999892656919235	12	8	0.3	1
PF08240.15	16.549909879889	72.5477664446742	48	0.14146300793589	20	0.999999908316072	12	8	0.3	1
PF00107.29	16.5494092178668	72.2988632695203	48	0.137147837559518	20	0.999999927224692	12	8	0.3	1
PF12698.10	16.5409460199152	19.6408663818902	1	0.515141002506832	24	0.999310000062094	12	8	0.3	1
PF01264.24	8.68520649714523	3.85326520098207	1	0.21897527007836	24	0.999997762823309	12	8	0.3	1
PF03703.17	16.7327430236108	3.56706923891378	48	2.07025646027484	20	0.659997969904661	12	8	0.3	1
PF07905.14	5.15458216362679	4.42275636186186	1	2.78857023846658	24	0.398216123330746	12	8	0.3	1
PF17853.4	16.7929004731465	42.2906351331179	48	0.818074071944541	20	0.990503811716859	12	8	0.3	1
PF13556.9	16.809516299952	32.2704067878041	48	0.443612389813673	20	0.999728457592078	12	8	0.3	1
PF13649.9	1.00007368029384	33.2807158018619	17	2.24914175154361	22.4701195219123	0.59009550607273	12	8	0.3	1
PF00092.31	5.99821044966043	4.51597897128546	1	1.01850184954141	24	0.97224957324676	12	8	0.3	1
PF00144.27	2.97395513551924	2.79810168545091	48	0.150273335445701	20	0.999999856361004	12	8	0.3	1
PF07732.18	9.00061772512065	1.27100007720953	48	0.943743972627633	20	0.980619104144275	12	8	0.3	1
PF00394.25	8.99999693580395	0.0479999999999584	48	0.782285641163357	20	0.992482076283879	12	8	0.3	1
PF07731.17	9.00062316216267	1.26100007788908	48	0.952804591692292	20	0.979709989743493	12	8	0.3	1
PF00795.25	5.55035407091342	11.7386042899256	1	0.115600368815203	24	0.999999979826108	12	8	0.3	1
PF00672.28	16.8755027412114	251.371909525224	48	1.35114220145918	20	0.909049163194776	12	8	0.3	1
PF01966.25	16.7994017554772	343.48976143258	21	1.26153779925327	22.1176470588235	0.930321955164774	12	8	0.3	1
PF00587.28	5.81442626037185	86.9894583758228	1	0.300130761279725	24	0.999979576321534	12	8	0.3	1
PF04073.18	5.77088049543082	11.657372369751	1	1.87475604945141	24	0.736089071508614	12	8	0.3	1
