CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
46212	46583	-4.030	0.000	0.7657	0.5649	1
46237	47082	0.001	0.000	0.8095	0.5069	1
46310	47401	-1.030	0.000	0.9506	0.8431	1
46352	47046	0.000	0.000	0.9726	0.9001	1
46352	48965	-1.979	0.000	0.8544	0.7531	1
46352	49317	-1.980	0.000	0.8134	0.6027	1
46352	49432	-1.999	0.000	0.8214	0.7219	1
46352	49441	0.001	0.000	0.9765	0.9117	1
46403	47399	0.001	0.000	0.9278	0.8019	1
46450	47139	0.000	0.000	0.9811	0.9362	1
46450	47450	0.000	0.000	0.9690	0.8564	1
46450	47888	0.000	0.000	0.9861	0.9589	1
46450	48044	0.000	0.000	0.9964	1.0000	1
46450	48473	0.000	0.000	0.9722	0.8863	1
46450	48746	0.000	0.000	0.9763	0.8970	1
46450	48910	0.000	0.000	0.9775	0.8965	1
46450	49246	0.000	0.000	0.9783	0.9010	1
46627	47746	1.979	0.000	0.9788	0.9396	1
46673	46855	2.016	0.000	0.8657	0.7245	1
46673	47071	0.001	0.000	0.8795	0.6733	1
46783	47607	0.000	0.000	0.9419	0.8550	1
46810	47121	-1.000	0.000	0.7248	0.5693	1
46810	47258	0.000	0.000	0.9469	0.8657	1
46810	47358	-1.979	0.000	0.7673	0.8001	1
46810	47714	0.000	0.000	0.9110	0.6875	1
46810	48802	0.001	0.000	0.9347	0.8210	1
46810	49411	0.000	0.000	0.9729	0.9236	1
46855	47071	-2.014	0.000	0.9012	0.6590	1
46879	48116	1.979	0.000	0.7757	0.5782	1
46879	48948	1.979	0.000	0.8044	0.8483	1
46879	49460	1.979	0.000	0.7744	0.8299	1
46891	47256	0.000	0.000	0.9791	0.8698	1
46891	47542	0.000	0.000	0.9874	0.9476	1
46891	47968	0.000	0.000	0.9744	0.9017	1
46891	48119	0.000	0.000	0.9888	0.9508	1
46891	48489	0.000	0.000	0.9853	0.8941	1
46891	48613	0.000	0.000	0.9831	0.8956	1
46891	49000	0.000	0.000	0.9835	0.8991	1
46891	49259	0.000	0.000	0.9830	0.9164	1
46924	47425	-0.000	0.000	0.9066	0.6341	1
46924	47720	-1.980	0.000	0.7548	0.7670	1
46924	48100	-0.000	0.000	0.8826	0.6101	1
46924	48892	-0.000	0.000	0.8091	0.5783	1
47046	48965	-1.979	0.000	0.8556	0.7924	1
47046	49317	-1.981	0.000	0.8520	0.6854	1
47046	49432	-1.999	0.000	0.8548	0.7724	1
47046	49441	0.000	0.000	0.9730	0.8642	1
47121	47258	1.000	0.000	0.7274	0.5949	1
47121	47714	1.000	0.000	0.7493	0.6152	1
47121	48802	1.001	0.000	0.7085	0.4980	1
47121	49411	1.000	0.000	0.7264	0.5534	1
47134	47608	-0.000	0.000	0.8816	0.7623	1
47139	47450	0.000	0.000	0.9856	0.9136	1
47139	47888	0.000	0.000	0.9838	0.9355	1
47139	48044	0.000	0.000	0.9852	0.9362	1
47139	48473	0.000	0.000	0.9872	0.9493	1
47139	48746	0.000	0.000	0.9835	0.9235	1
47139	48910	0.000	0.000	0.9824	0.9230	1
47139	49246	0.000	0.000	0.9899	0.9515	1
47256	47542	0.000	0.000	0.9867	0.9184	1
47256	47968	0.000	0.000	0.9858	0.9134	1
47256	48119	0.000	0.000	0.9878	0.9184	1
47256	48489	0.000	0.000	0.9901	0.9588	1
47256	48613	0.000	0.000	0.9893	0.9588	1
47256	49000	0.000	0.000	0.9821	0.9184	1
47256	49259	0.000	0.000	0.9840	0.9184	1
47258	47714	-0.000	0.000	0.9118	0.7152	1
47258	48802	0.001	0.000	0.9545	0.8245	1
47258	49411	-0.000	0.000	0.9756	0.8960	1
47296	49256	0.000	0.000	0.8638	0.5697	1
47296	49383	-0.000	0.000	0.8417	0.4787	1
47316	47946	-0.000	0.000	0.8450	0.6796	1
47358	48802	1.979	0.000	0.7415	0.7627	1
47358	49411	1.979	0.000	0.7449	0.8183	1
47361	47380	1.001	0.000	0.8093	0.7036	1
47361	47828	1.001	0.000	0.7993	0.7036	1
47361	48757	2.982	0.000	0.7023	0.6029	1
47361	49354	2.982	0.000	0.7890	0.7211	1
47380	47828	-0.000	0.000	0.9751	0.9554	1
47380	48757	1.981	0.000	0.8027	0.7550	1
47380	49354	1.981	0.000	0.8460	0.7413	1
47416	48281	1.980	0.000	0.9797	0.9366	1
47425	48100	0.000	0.000	0.9590	0.9363	1
47425	48892	-0.000	0.000	0.8525	0.7928	1
47450	47888	0.000	0.000	0.9718	0.8564	1
47450	48044	0.000	0.000	0.9724	0.8564	1
47450	48473	0.000	0.000	0.9834	0.9422	1
47450	48746	0.000	0.000	0.9707	0.8850	1
47450	48910	0.000	0.000	0.9766	0.9136	1
47450	49246	0.000	0.000	0.9768	0.9136	1
47465	48301	0.000	0.000	0.7656	0.5488	1
47480	49046	1.980	0.000	0.9716	0.9139	1
47531	47875	-0.001	0.000	0.9156	0.8466	1
47531	47920	-1.979	0.000	0.9218	0.8234	1
47542	47968	0.000	0.000	0.9876	0.9508	1
47542	48119	0.000	0.000	0.9990	1.0000	1
47542	48489	0.000	0.000	0.9930	0.9357	1
47542	48613	0.000	0.000	0.9953	0.9429	1
47542	49000	0.000	0.000	0.9947	0.9414	1
47542	49259	0.000	0.000	0.9968	0.9679	1
47606	47978	-2.016	0.000	0.7003	0.3311	1
47714	48802	0.001	0.000	0.8794	0.5960	1
47714	49411	0.000	0.000	0.9013	0.6550	1
47720	48269	0.000	0.000	0.8138	0.5321	1
47828	48757	1.981	0.000	0.7589	0.6980	1
47828	49354	1.981	0.000	0.8025	0.6872	1
47875	47920	-1.978	0.000	0.9114	0.7741	1
47888	48044	0.000	0.000	0.9907	0.9690	1
47888	48473	0.000	0.000	0.9807	0.8980	1
47888	48746	0.000	0.000	0.9895	0.9241	1
47888	48910	0.000	0.000	0.9738	0.8811	1
47888	49246	0.000	0.000	0.9718	0.8777	1
47968	48119	0.000	0.000	0.9872	0.9508	1
47968	48489	0.000	0.000	0.9811	0.8919	1
47968	48613	0.000	0.000	0.9827	0.8989	1
47968	49000	0.000	0.000	0.9824	0.8972	1
47968	49259	0.000	0.000	0.9840	0.9213	1
48044	48473	0.000	0.000	0.9755	0.8863	1
48044	48746	0.000	0.000	0.9819	0.8970	1
48044	48910	0.000	0.000	0.9797	0.8965	1
48044	49246	0.000	0.000	0.9798	0.9010	1
48086	48702	0.000	0.000	0.9953	1.0000	1
48086	48869	0.000	0.000	0.9894	1.0000	1
48100	48892	-0.000	0.000	0.9221	0.9159	1
48113	48116	1.001	0.000	0.7818	0.6236	1
48113	48948	1.001	0.000	0.8315	0.7404	1
48113	49460	1.000	0.000	0.8116	0.6700	1
48116	48948	0.000	0.000	0.9524	0.6466	1
48116	49460	-0.000	0.000	0.9481	0.6301	1
48119	48489	0.000	0.000	0.9936	0.9357	1
48119	48613	0.000	0.000	0.9946	0.9429	1
48119	49000	0.000	0.000	0.9942	0.9414	1
48119	49259	0.000	0.000	0.9959	0.9679	1
48390	49256	1.980	0.000	0.7337	0.6126	1
48390	49383	1.979	0.000	0.8118	0.7724	1
48473	48746	0.000	0.000	0.9841	0.9474	1
48473	48910	0.000	0.000	0.9781	0.9473	1
48473	49246	0.000	0.000	0.9802	0.9493	1
48489	48613	0.000	0.000	0.9939	0.9671	1
48489	49000	0.000	0.000	0.9939	0.9686	1
48489	49259	0.000	0.000	0.9898	0.9357	1
48613	49000	0.000	0.000	0.9903	0.9414	1
48613	49259	0.000	0.000	0.9972	0.9709	1
48640	48885	0.000	0.000	0.9301	0.9218	1
48697	48844	1.000	0.000	0.8404	0.7469	1
48697	49084	0.000	0.000	0.9466	0.8455	1
48697	49140	-0.996	0.000	0.7463	0.6186	1
48697	49175	1.000	0.000	0.8663	0.7596	1
48697	49466	1.000	0.000	0.8192	0.7596	1
48697	49493	-0.995	0.000	0.7839	0.6030	1
48702	48869	0.000	0.000	0.9964	1.0000	1
48746	48910	0.000	0.000	0.9722	0.9062	1
48746	49246	0.000	0.000	0.9768	0.9262	1
48757	49354	-0.000	0.000	0.8632	0.6970	1
48802	49411	-0.001	0.000	0.9693	0.9041	1
48844	49084	-1.000	0.000	0.8851	0.7469	1
48844	49137	-1.984	0.000	0.8186	0.7702	1
48844	49140	-1.996	0.000	0.8290	0.7341	1
48844	49145	-1.981	0.000	0.7976	0.7702	1
48844	49175	0.000	0.000	0.9660	0.8800	1
48844	49466	-0.001	0.000	0.9445	0.8817	1
48844	49493	-1.995	0.000	0.8178	0.6414	1
48910	49246	0.000	0.000	0.9926	0.9755	1
48948	49460	-0.000	0.000	0.9699	0.9098	1
48965	49317	-0.001	0.000	0.9220	0.7474	1
48965	49432	-0.019	0.000	0.8575	0.7813	1
48965	49441	1.980	0.000	0.8671	0.7382	1
49000	49259	0.000	0.000	0.9921	0.9414	1
49084	49140	-0.996	0.000	0.7889	0.6186	1
49084	49175	1.000	0.000	0.9115	0.8404	1
49084	49466	0.999	0.000	0.8633	0.7884	1
49084	49493	-0.995	0.000	0.8277	0.6030	1
49137	49140	-0.012	0.000	0.8979	0.8116	1
49137	49145	0.003	0.000	0.9054	0.8676	1
49137	49175	1.984	0.000	0.8035	0.7093	1
49137	49466	1.983	0.000	0.8233	0.7751	1
49137	49493	-0.011	0.000	0.8910	0.7443	1
49140	49145	0.015	0.000	0.8482	0.8090	1
49140	49175	1.996	0.000	0.8535	0.7341	1
49140	49466	1.995	0.000	0.7972	0.7341	1
49140	49493	0.001	0.000	0.9138	0.8096	1
49145	49175	1.981	0.000	0.7437	0.6908	1
49145	49466	1.980	0.000	0.8501	0.8328	1
49145	49493	-0.014	0.000	0.8115	0.6977	1
49175	49466	-0.001	0.000	0.8994	0.8584	1
49175	49493	-1.995	0.000	0.8420	0.6414	1
49256	49383	-0.000	0.000	0.9608	0.8201	1
49317	49432	-0.018	0.000	0.8526	0.6612	1
49317	49441	1.981	0.000	0.8322	0.5924	1
49432	49441	1.999	0.000	0.8636	0.7397	1
49466	49493	-1.994	0.000	0.7873	0.6414	1
49557	49561	1.995	0.000	0.8815	0.7851	1
49557	49679	2.987	0.000	0.8343	0.4813	1
49557	49705	0.024	0.000	0.9935	0.9405	1
49557	49709	2.019	0.000	0.8934	0.7738	1
49557	49736	1.021	0.000	0.8155	0.7404	1
49561	49592	-3.971	0.000	0.7167	0.7565	1
49561	49705	-1.971	0.000	0.8875	0.7631	1
49561	49709	0.025	0.000	0.9897	0.9309	1
49561	49736	-0.974	0.000	0.8642	0.8417	1
49574	49700	-0.023	0.000	0.9907	0.9354	1
49589	49592	1.995	0.000	0.9864	0.9308	1
49589	49652	0.998	0.000	0.7145	0.7654	1
49592	49652	-0.997	0.000	0.7147	0.7524	1
49592	49709	3.996	0.000	0.7142	0.7253	1
49592	49736	2.997	0.000	0.7808	0.7650	1
49594	49598	1.995	0.000	0.9851	0.9188	1
49679	49705	-2.963	0.000	0.8386	0.4648	1
49705	49709	1.995	0.000	0.8979	0.7472	1
49705	49736	0.997	0.000	0.8248	0.7323	1
49706	49707	1.996	0.000	0.9431	0.8435	1
49709	49736	-0.998	0.000	0.8574	0.7926	1
