CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
9510	15320	-0.984	0.000	0.7438	0.5577	1
9522	13904	9.948	0.000	0.7497	0.6777	1
9649	10796	-1.003	0.000	0.9302	0.6886	1
9649	11922	2.015	0.000	0.9032	0.5630	1
9662	9682	0.000	0.000	0.7927	0.7719	1
9667	17415	3.940	0.000	0.8288	0.5726	1
9755	19839	-0.001	0.000	0.7051	0.6461	1
9755	20102	-9.949	0.000	0.7720	0.5539	1
9778	12146	0.002	0.000	0.9085	0.6411	1
9779	14850	3.000	0.000	0.9225	0.7816	1
9810	15003	-5.031	0.000	0.7539	0.6713	1
9947	12974	-2.015	0.000	0.7358	0.4370	1
9947	14280	0.001	0.000	0.7436	0.5309	1
9957	42914	-8.077	0.000	0.7437	0.5346	1
9969	14235	1.004	0.000	0.8121	0.7609	1
10060	11329	-2.017	0.000	0.9255	0.7192	1
10073	10214	-0.064	0.000	0.9279	0.7955	1
10081	11535	4.994	0.000	0.7206	0.5909	1
10081	13814	10.031	0.000	0.7199	0.4727	1
10081	16734	2.014	0.000	0.8584	0.6434	1
10081	18686	2.015	0.000	0.8726	0.7503	1
10090	11955	-7.042	0.000	0.8285	0.6562	1
10150	10168	2.016	0.000	0.7181	0.6274	1
10151	15553	-0.927	0.000	0.8988	0.7202	1
10228	13985	1.010	0.000	0.7301	0.6708	1
10338	10692	-0.048	0.000	0.7823	0.5815	1
10414	12310	-2.963	0.000	0.7656	0.5209	1
10460	11678	0.005	0.000	0.7249	0.4854	1
10598	30993	0.970	0.000	0.7339	0.3992	1
10615	14117	-7.969	0.000	0.8216	0.6746	1
10692	15439	-0.984	0.000	0.7710	0.7003	1
10736	28236	-9.156	0.000	0.7360	0.5604	1
10796	11922	3.019	0.000	0.8757	0.6293	1
10803	16097	1.980	0.000	0.7462	0.7251	1
10891	12150	-2.018	0.000	0.7422	0.5694	1
10891	12372	-0.012	0.000	0.7840	0.7181	1
10928	15556	1.980	0.000	0.7610	0.5474	1
11003	12766	1.953	0.000	0.7088	0.4762	1
11031	12200	-0.973	0.000	0.7319	0.4069	1
11031	14453	0.022	0.000	0.7704	0.3775	1
11031	15987	-7.947	0.000	0.8761	0.5101	1
11031	21041	0.106	0.000	0.7029	0.3483	1
11031	38761	-6.952	0.000	0.7478	0.4007	1
11071	11307	1.056	0.000	0.7395	0.6162	1
11169	19102	-3.974	0.000	0.9660	0.7814	1
11188	16899	0.096	0.000	0.7265	0.6279	1
11188	17315	0.000	0.000	0.8003	0.5152	1
11307	11756	-0.036	0.000	0.8222	0.7737	1
11345	11955	4.994	0.000	0.8507	0.6153	1
11345	12903	-1.980	0.000	0.7356	0.4817	1
11418	12724	0.090	0.000	0.7413	0.7216	1
11418	16148	2.974	0.000	0.8478	0.5406	1
11434	12151	0.057	0.000	0.9781	0.8579	1
11434	20971	0.058	0.000	0.9061	0.4882	1
11458	12204	0.043	0.000	0.9347	0.7422	1
11493	20043	-2.906	0.000	0.7350	0.4044	1
11493	24543	-2.906	0.000	0.7490	0.4237	1
11496	11868	-0.985	0.000	0.8420	0.6522	1
11535	14212	0.001	0.000	0.9006	0.8436	1
11535	16734	-2.979	0.000	0.7122	0.5152	1
11535	18686	-2.979	0.000	0.7412	0.6568	1
11548	14552	-3.000	0.000	0.7744	0.5525	1
11556	14761	1.032	0.000	0.7908	0.4687	1
11556	20913	1.032	0.000	0.7768	0.4577	1
11617	13727	3.959	0.000	0.7182	0.6672	1
11617	16861	3.959	0.000	0.7370	0.7482	1
11617	19077	3.959	0.000	0.7273	0.5022	1
11672	12028	-2.015	0.000	0.7671	0.6108	1
11884	14630	-0.000	0.000	0.8778	0.6683	1
11908	42981	1.918	0.000	0.7205	0.4110	1
11954	12125	0.036	0.000	0.9378	0.8731	1
11954	14958	0.036	0.000	0.7031	0.6731	1
11955	12903	-6.973	0.000	0.8156	0.6386	1
11999	15553	-9.000	0.000	0.8910	0.7436	1
12028	15070	0.000	0.000	0.9175	0.6734	1
12062	18466	0.000	0.000	0.8691	0.6144	1
12095	12501	-9.036	0.000	0.7924	0.4889	1
12114	15320	4.921	0.000	0.7104	0.5377	1
12125	14958	0.000	0.000	0.7063	0.7774	1
12151	20971	0.000	0.000	0.9135	0.4742	1
12199	12483	1.015	0.000	0.7406	0.4730	1
12199	14133	2.976	0.000	0.7309	0.5839	1
12199	25208	0.925	0.000	0.7024	0.4323	1
12200	15987	-6.974	0.000	0.7550	0.3283	1
12200	31185	3.058	0.000	0.7554	0.4606	1
12200	38761	-5.979	0.000	0.7673	0.4684	1
12305	13614	1.980	0.000	0.8083	0.6057	1
12310	12679	-1.003	0.000	0.8343	0.8065	1
12310	15144	3.995	0.000	0.7453	0.4915	1
12316	23064	0.000	0.000	0.8141	0.7330	1
12339	12374	-0.984	0.000	0.8309	0.7410	1
12383	12502	-0.026	0.000	0.9733	0.8882	1
12396	12494	-0.046	0.000	0.7044	0.5915	1
12400	14761	9.948	0.000	0.7561	0.4952	1
12400	14828	0.000	0.000	0.9826	0.8991	1
12400	16216	-2.016	0.000	0.9080	0.6545	1
12400	17064	0.000	0.000	0.9611	0.9045	1
12400	20913	9.948	0.000	0.7219	0.4584	1
12423	15342	1.032	0.000	0.7917	0.5650	1
12423	18534	-0.984	0.000	0.9132	0.6853	1
12424	21877	2.016	0.000	0.7978	0.5301	1
12434	19648	-0.985	0.000	0.7630	0.7667	1
12434	24543	2.063	0.000	0.7002	0.3482	1
12524	13570	-2.016	0.000	0.9622	0.7952	1
12756	14966	1.980	0.000	0.7234	0.6440	1
12868	13823	10.006	0.000	0.8949	0.6503	1
12868	16242	0.048	0.000	0.9079	0.5481	1
12868	16558	0.000	0.000	0.9029	0.5397	1
12938	13050	-0.036	0.000	0.9683	0.9288	1
12974	14280	2.016	0.000	0.7114	0.6240	1
13040	13614	-0.119	0.000	0.9220	0.7173	1
13216	14015	-2.016	0.000	0.8011	0.7344	1
13244	21812	-2.052	0.000	0.7106	0.6018	1
13467	13474	1.006	0.000	0.8175	0.4757	1
13616	14148	-0.054	0.000	0.8118	0.6834	1
13687	13694	1.001	0.000	0.8064	0.5844	1
13726	13807	1.005	0.000	0.7453	0.4522	1
13727	14958	10.021	0.000	0.7945	0.5894	1
13727	15976	-0.036	0.000	0.8615	0.7507	1
13727	16861	0.000	0.000	0.9595	0.8472	1
13727	19077	0.000	0.000	0.7310	0.5222	1
13779	16517	-2.016	0.000	0.7104	0.7587	1
13814	13928	2.006	0.000	0.8138	0.6648	1
13814	16734	-8.017	0.000	0.7664	0.5283	1
13814	18686	-8.017	0.000	0.7897	0.5098	1
13823	16242	-9.958	0.000	0.8145	0.3510	1
13832	13944	-0.983	0.000	0.8455	0.6023	1
13866	14604	-0.984	0.000	0.8514	0.6737	1
13866	16739	0.959	0.000	0.7299	0.3549	1
13904	20102	4.067	0.000	0.7965	0.7081	1
13904	21217	4.044	0.000	0.8199	0.6537	1
13915	15046	1.979	0.000	0.7804	0.5664	1
13946	17653	-3.978	0.000	0.7510	0.6552	1
13961	17114	-9.983	0.000	0.7737	0.6473	1
13986	19408	-3.995	0.000	0.7501	0.6214	1
13998	15805	2.016	0.000	0.7117	0.7452	1
13998	16565	4.032	0.000	0.7155	0.6162	1
13998	21098	2.016	0.000	0.7867	0.7924	1
13998	22291	0.000	0.000	0.7833	0.6170	1
13998	22942	4.032	0.000	0.7239	0.6982	1
13998	27981	2.016	0.000	0.7533	0.7826	1
14198	14382	-0.983	0.000	0.8174	0.7214	1
14201	20028	-9.984	0.000	0.7528	0.6766	1
14223	14303	0.024	0.000	0.8706	0.5955	1
14276	14288	1.003	0.000	0.8078	0.5712	1
14304	14575	-0.036	0.000	0.8962	0.7024	1
14394	22269	-7.087	0.000	0.7267	0.5126	1
14410	15049	2.016	0.000	0.8437	0.8288	1
14430	14733	0.135	0.000	0.9558	0.7869	1
14436	14437	-2.015	0.000	0.8496	0.5485	1
14453	38761	-6.973	0.000	0.7008	0.3854	1
14499	15525	2.016	0.000	0.7118	0.6216	1
14588	15048	0.118	0.000	0.9087	0.8316	1
14604	16739	1.943	0.000	0.7068	0.3198	1
14639	21090	6.026	0.000	0.7214	0.6987	1
14711	15824	-0.001	0.000	0.9041	0.7053	1
14746	15917	0.948	0.000	0.7045	0.5991	1
14751	15342	3.974	0.000	0.7149	0.5755	1
14758	17360	0.000	0.000	0.8823	0.6585	1
14761	14828	-9.948	0.000	0.7521	0.4952	1
14761	17064	-9.948	0.000	0.7857	0.5493	1
14761	20913	0.000	0.000	0.9695	0.9101	1
14761	24382	-2.016	0.000	0.8608	0.6376	1
14802	17517	-0.001	0.000	0.9644	0.9000	1
14828	16216	-2.016	0.000	0.9184	0.6760	1
14828	17064	0.000	0.000	0.9666	0.8460	1
14828	20913	9.948	0.000	0.7204	0.4584	1
14846	21684	-0.984	0.000	0.7514	0.6695	1
14865	16390	-1.979	0.000	0.7078	0.7718	1
14865	17031	0.000	0.000	0.9718	0.9182	1
14865	19392	2.016	0.000	0.7674	0.6378	1
14865	20920	2.016	0.000	0.7396	0.5500	1
14865	23084	0.000	0.000	0.7945	0.5755	1
14925	20192	0.000	0.000	0.7532	0.8634	1
14958	16861	-10.020	0.000	0.8016	0.6504	1
15018	17619	1.979	0.000	0.7987	0.6825	1
15049	15917	2.016	0.000	0.9321	0.7912	1
15056	19540	1.979	0.000	0.8174	0.6144	1
15144	15500	-1.979	0.000	0.8312	0.5979	1
15307	15641	-0.036	0.000	0.9703	0.7728	1
15320	23366	-0.984	0.000	0.7769	0.7176	1
15323	19754	0.038	0.000	0.8412	0.5789	1
15363	18754	1.020	0.000	0.7166	0.5152	1
15363	21090	2.016	0.000	0.7371	0.7680	1
15492	15495	-2.998	0.000	0.7490	0.6489	1
15525	22935	-2.016	0.000	0.7014	0.6653	1
15769	18864	0.000	0.000	0.8347	0.8876	1
15805	16565	2.015	0.000	0.8153	0.7044	1
15870	18010	-9.058	0.000	0.8894	0.7325	1
15943	16412	-0.131	0.000	0.8150	0.7174	1
15971	21190	-10.020	0.000	0.7091	0.7116	1
15976	16861	0.036	0.000	0.9193	0.8727	1
15976	19077	0.036	0.000	0.7305	0.5710	1
15987	38761	0.995	0.000	0.8149	0.4398	1
15998	17459	-2.015	0.000	0.8774	0.7177	1
16131	18972	1.979	0.000	0.7835	0.5904	1
16216	17064	2.016	0.000	0.9533	0.7615	1
16216	24382	9.948	0.000	0.8604	0.5671	1
16218	23888	-0.000	0.000	0.9634	0.7789	1
16242	16558	-0.047	0.000	0.9416	0.8013	1
16254	18088	-0.001	0.000	0.8781	0.7066	1
16390	17315	-2.016	0.000	0.7238	0.7951	1
16390	19392	3.995	0.000	0.7671	0.6253	1
16390	20192	4.033	0.000	0.7315	0.4868	1
16390	20920	3.995	0.000	0.7444	0.5636	1
16401	18532	0.000	0.000	0.8865	0.7397	1
16407	25463	6.937	0.000	0.7968	0.6512	1
16419	17536	1.006	0.000	0.8072	0.4639	1
16457	16731	-0.095	0.000	0.7847	0.8152	1
16606	22044	0.000	0.000	0.7180	0.4234	1
16606	24345	0.000	0.000	0.7383	0.2786	1
