FeatureID	Name	GO_Term	comparison	phase	datatype	diffexpr	rab.all	rab.win.A	rab.win.B	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
PF00144.27	Beta-lactamase	NA	FTvNA	Dark	metaT	down	6.40335352169368	4.47136222102209	6.95237239059179	-2.5152107784903	0.644054572983196	3.89664380997621	4.67861010389608e-05	3.9963698841572e-07	0.000168898806744168	0.0003996003996004	0.00744287427802073
PF00672.28	HAMP domain	signal transduction	FTvNA	Dark	metaT	up	10.5019356531472	11.1740739530703	10.2786471795878	0.917699546042084	0.365774703218578	-2.38327374352061	4.67861010389608e-05	3.56820556177311e-05	0.0021252295963137	0.0003996003996004	0.00744287427802073
PF01966.25	HD domain	NA	FTvNA	Dark	metaT	up	10.6627763484558	11.3319311093729	10.3835262267159	0.907295937510694	0.483693152748272	-1.81694903878695	4.67861010389608e-05	0.000892219599852198	0.0131761128284405	0.0003996003996004	0.00744287427802073
PF07670.17	Nucleoside recognition	NA	FTvNA	Dark	metaT	down	7.84027599425118	7.30008409872147	8.16646331229001	-0.872284601499076	0.341768092652775	2.38764533198681	4.67861010389608e-05	1.76732738985923e-05	0.00147254767137331	0.0003996003996004	0.00744287427802073
PF00015.24	Methyl-accepting chemotaxis protein (MCP) signalling domain	signal transduction	FTvNA	Dark	metaT	up	10.9842712624857	11.8813980799146	10.6672373249947	1.25380629430537	0.76788410260843	-1.68350511550059	4.67861010389608e-05	0.000285429810715001	0.00663627597427205	0.0003996003996004	0.00744287427802073
PF08455.13	Bacterial SNF2 helicase associated	NA	FTvNA	Dark	metaT	up	4.48536328077714	5.8086891411778	3.88490255402774	2.26110099840783	1.47680568995377	-1.77576643646261	4.67861010389608e-05	0.00275514386468401	0.0269810410565308	0.0003996003996004	0.00744287427802073
PF00378.23	Enoyl-CoA hydratase/isomerase	NA	FTvNA	Dark	metaT	up	8.34420888910155	9.19789555484871	7.88444058893757	1.48469649836481	0.610633271718043	-2.46102355098873	4.67861010389608e-05	0.00065913972996506	0.0109947439571298	0.0003996003996004	0.00744287427802073
PF00310.24	Glutamine amidotransferases class-II	NA	FTvNA	Dark	metaT	down	6.72898426694703	5.01277357124387	8.12244916801955	-3.07475927765255	1.45076035526505	2.40258112040218	4.67861010389608e-05	4.35510557537241e-05	0.00236328230238946	0.0003996003996004	0.00744287427802073
PF04898.17	Glutamate synthase central domain	nitrogen compound metabolic process	FTvNA	Dark	metaT	down	6.44200341336439	4.77350646879933	7.95322490520638	-3.11652627177424	1.05944482504005	2.60608594056401	4.67861010389608e-05	3.90629727898911e-05	0.00223399967148215	0.0003996003996004	0.00744287427802073
PF01493.22	GXGXG motif	NA	FTvNA	Dark	metaT	down	6.65440958310765	5.39168434087582	8.05682568813823	-2.62052700186431	1.23759650943657	2.27023043089794	4.67861010389608e-05	0.000112194287197137	0.00390565433304131	0.0003996003996004	0.00744287427802073
PF00549.22	CoA-ligase	NA	FTvNA	Dark	metaT	up	4.18711725521114	6.52375251808204	3.537671876274	3.25138340594325	1.23440438794846	-2.58074535164988	4.67861010389608e-05	5.4444910113347e-05	0.00244563123747395	0.0003996003996004	0.00744287427802073
PF02534.17	Type IV secretory system Conjugative DNA transfer	NA	FTvNA	Dark	metaT	down	6.50189687946813	4.97080136121675	8.20979079531765	-3.31510326710863	1.29486954093127	2.24655979994748	4.67861010389608e-05	3.44230255738873e-05	0.00209707726844728	0.0003996003996004	0.00744287427802073
PF17200.7	Single Cache domain 2	NA	FTvNA	Dark	metaT	up	5.87788544267696	8.09663201418091	5.31247528978808	2.89447686392381	1.38772718653652	-2.13743453991294	4.67861010389608e-05	7.3279977641678e-05	0.00308849121020409	0.0003996003996004	0.00744287427802073
PF07963.15	Prokaryotic N-terminal methylation motif	NA	FTvNA	Dark	metaT	down	7.70578920129918	1.81385933018363	8.01270341161846	-6.30798637515918	1.47796982340886	4.33590446366573	4.67861010389608e-05	5.42328643976839e-07	0.000179260417923906	0.0003996003996004	0.00744287427802073
PF00171.25	Aldehyde dehydrogenase family	NA	FTvNA	Dark	metaT	up	7.66550947393894	9.40760971176811	7.43774504526832	2.07622647661366	0.555381127599109	-4.05227927603439	4.67861010389608e-05	2.4897570488106e-07	0.000174409822509007	0.0003996003996004	0.00744287427802073
PF03477.19	ATP cone domain	NA	FTvNA	Dark	metaT	up	8.56910385286356	9.1087076115961	8.36980516493667	0.849743602751206	0.479365854175821	-1.73579293147689	4.67861010389608e-05	0.000553179003925366	0.00984142222867746	0.0003996003996004	0.00744287427802073
PF08448.13	PAS fold	NA	FTvNA	Dark	metaT	up	7.45890163521677	8.68284451126692	7.04768602892624	1.54484040005008	0.613594650954473	-2.58018407847572	4.67861010389608e-05	6.35007082992793e-06	0.00089056276178164	0.0003996003996004	0.00744287427802073
PF14697.9	4Fe-4S dicluster domain	NA	FTvNA	Dark	metaT	up	4.29997583487327	6.27657440827109	3.57002954138606	2.76478650817409	0.972721989927317	-2.68556210892596	4.67861010389608e-05	5.05986365658394e-06	0.000775509732540021	0.0003996003996004	0.00744287427802073
PF01266.27	FAD dependent oxidoreductase	NA	FTvNA	Dark	metaT	up	6.4445094350387	7.34102914730814	5.82866672993209	1.52915834391369	0.574168040282711	-2.57527994630065	4.67861010389608e-05	6.05351592789673e-06	0.00086053029964171	0.0003996003996004	0.00744287427802073
PF02629.22	CoA binding domain	NA	FTvNA	Dark	metaT	up	5.67649655394314	7.08826378759942	5.24259734907199	1.91599354428871	0.640979535535754	-2.86899673307667	4.67861010389608e-05	3.05770440883115e-06	0.000610773424867394	0.0003996003996004	0.00744287427802073
PF00121.21	Triosephosphate isomerase	NA	FTvNA	Dark	metaT	up	9.28116807892612	10.1817089815909	8.99486243412716	1.30427335109562	0.730392338220778	-1.84588329756258	4.67861010389608e-05	0.0012454633122228	0.0161952233805758	0.0003996003996004	0.00744287427802073
PF13238.9	AAA domain	NA	FTvNA	Dark	metaT	down	4.71489968653493	3.40026774561865	5.07637774553978	-1.90951123786369	0.834387993508809	2.35729268311212	4.67861010389608e-05	3.52082683136517e-05	0.00184940451402748	0.0003996003996004	0.00744287427802073
PF13419.9	Haloacid dehalogenase-like hydrolase	NA	FTvNA	Dark	metaT	up	8.64737692614286	10.6513558345063	8.11634540035987	2.41463861721553	0.740210512770903	-3.18329195592517	4.67861010389608e-05	1.886109766832e-06	0.000485570823114726	0.0003996003996004	0.00744287427802073
PF05524.16	PEP-utilising enzyme, N-terminal	phosphoenolpyruvate-dependent sugar phosphotransferase system	FTvNA	Dark	metaT	up	7.92326719570087	9.89202058886989	6.92362349608603	2.64411677689044	1.02450788130158	-2.53567811161298	4.67861010389608e-05	6.85332515713116e-06	0.000943595195420999	0.0003996003996004	0.00744287427802073
PF00682.22	HMGL-like	NA	FTvNA	Dark	metaT	up	9.78279638687353	10.6175497048708	9.62266277029672	1.1068790983221	0.492294628662376	-2.10387993020403	4.67861010389608e-05	0.00120095931203209	0.0158238834170508	0.0003996003996004	0.00744287427802073
PF07992.17	Pyridine nucleotide-disulphide oxidoreductase	NA	FTvNA	Dark	metaT	up	9.48851782861588	10.8288566441223	9.30837136988143	1.6134201473511	0.435518735486347	-3.3581496627887	4.67861010389608e-05	6.19147672513934e-05	0.00283870688094301	0.0003996003996004	0.00744287427802073
PF10145.12	Phage-related minor tail protein	NA	FTvNA	Dark	metaT	down	6.46060990261319	4.38973626401526	8.16168431420534	-3.37834589836669	1.44130347088258	2.2188737441277	4.67861010389608e-05	2.12421559707934e-05	0.00166991175136429	0.0003996003996004	0.00744287427802073
PF01545.24	Cation efflux family	cation transport	FTvNA	Dark	metaT	down	5.22105248525099	3.57306522090576	5.70341379024805	-2.11745733385583	0.649069004636903	3.32551747102877	4.67861010389608e-05	1.18560622306646e-05	0.000906282506579027	0.0003996003996004	0.00744287427802073
PF01554.21	MatE	transmembrane transport	FTvNA	Dark	metaT	down	9.81760609767932	9.17438685803065	10.0694854673205	-1.01761839692619	0.425279699945967	2.37305030162235	4.67861010389608e-05	3.55305543932252e-05	0.00211823239059482	0.0003996003996004	0.00744287427802073
PF13735.9	tRNA nucleotidyltransferase domain 2 putative	NA	FTvNA	Dark	metaT	up	4.75207384752823	5.75560680004295	4.27114111507666	1.57922396097358	0.577736349458828	-2.65281327639253	4.67861010389608e-05	5.19621159833169e-06	0.000745471648052347	0.0003996003996004	0.00744287427802073
PF00701.25	Dihydrodipicolinate synthetase family	NA	FTvNA	Dark	metaT	up	6.85653584953838	8.93660429510581	6.30052120697875	2.30008808133682	0.854525104330127	-2.65598932203652	4.67861010389608e-05	5.57634103175016e-05	0.00266120222912927	0.0003996003996004	0.00744287427802073
PF13407.9	Periplasmic binding protein domain	NA	FTvNA	Dark	metaT	up	10.8823972435323	12.7335189792343	10.7135564577644	2.01333806009117	0.694707806490855	-3.01192080770584	4.67861010389608e-05	0.000145611719007014	0.00453918783401708	0.0003996003996004	0.00744287427802073
PF05025.16	RbsD / FucU transport protein family	monosaccharide metabolic process	FTvNA	Dark	metaT	up	4.71117980987633	6.4270467486915	2.44575512547889	3.67036504344422	1.49167375925883	-2.20986772746037	4.67861010389608e-05	3.50310348137451e-05	0.00209450320343743	0.0003996003996004	0.00744287427802073
PF03636.18	Glycosyl hydrolase family 65, N-terminal domain	carbohydrate metabolic process	FTvNA	Dark	metaT	up	1.41976080740262	7.6431245859433	-0.917894417133448	8.57952692454849	3.76279563651323	-2.33781608002198	4.67861010389608e-05	0.000104683974888711	0.00277116593557376	0.0003996003996004	0.00744287427802073
PF03632.18	Glycosyl hydrolase family 65 central catalytic domain	carbohydrate metabolic process	FTvNA	Dark	metaT	up	1.39074882560992	7.6298445937268	-0.882741425987106	8.71092454791837	3.86948083482357	-2.2906206105499	4.67861010389608e-05	9.60062905029588e-05	0.00277944876340518	0.0003996003996004	0.00744287427802073
PF03633.18	Glycosyl hydrolase family 65, C-terminal domain	NA	FTvNA	Dark	metaT	up	1.42289767840017	7.60281307282366	-0.900602189395617	8.6945953954286	3.71381863508454	-2.36939967810194	4.67861010389608e-05	0.000132456116070835	0.00293571481125043	0.0003996003996004	0.00744287427802073
PF18335.4	ATP-dependent RecD-like DNA helicase SH3 domain	NA	FTvNA	Dark	metaT	up	6.15230593255347	7.53517973133442	5.55507389949848	1.88904596968618	0.597264194361213	-2.88813016938877	4.67861010389608e-05	5.73452245601072e-05	0.00262088955656954	0.0003996003996004	0.00744287427802073
PF00306.30	ATP synthase alpha/beta chain, C terminal domain	proton motive force-driven ATP synthesis	FTvNA	Dark	metaT	up	9.59571701370299	10.1889229240268	9.14380769309605	1.22526011158633	0.583977494954343	-1.93442225964559	4.67861010389608e-05	0.00257309353858462	0.0260019666091452	0.0003996003996004	0.00744287427802073
PF06725.14	3D domain	peptidoglycan turnover	FTvNA	Dark	metaT	up	3.22849826928874	5.27081995187898	2.76627555208462	2.5559559154471	1.05862907245493	-2.45716415549301	4.67861010389608e-05	8.73413762331625e-05	0.00333428840265081	0.0003996003996004	0.00744287427802073
PF06750.16	Bacterial Peptidase A24 N-terminal domain	NA	FTvNA	Dark	metaT	down	4.08736078162893	0.159947179388395	6.73384604001353	-6.72303760001414	2.28153841810238	3.02292448297154	4.67861010389608e-05	4.01673104902269e-06	0.000543897039635957	0.0003996003996004	0.00744287427802073
PF02852.25	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	cell redox homeostasis	FTvNA	Dark	metaT	up	7.11452427532092	8.14330585106736	6.82172879592654	1.35314531099911	0.525212663618861	-2.71201751108476	4.67861010389608e-05	1.74765129958525e-05	0.00150326521160689	0.0003996003996004	0.00744287427802073
PF00437.23	Type II/IV secretion system protein	NA	FTvNA	Dark	metaT	down	6.03883916957567	5.20640182254524	6.44179108063453	-1.37859812806234	0.589977604478645	2.29422875915687	4.67861010389608e-05	7.90854887482155e-05	0.00285163358987853	0.0003996003996004	0.00744287427802073
PF00370.24	FGGY family of carbohydrate kinases, N-terminal domain	carbohydrate metabolic process	FTvNA	Dark	metaT	up	9.36004364035698	10.1934800950478	8.85563622142938	1.40553526468588	0.757647597925189	-1.95264545078669	4.67861010389608e-05	0.000157402004663076	0.00472424359279566	0.0003996003996004	0.00744287427802073
PF02782.19	FGGY family of carbohydrate kinases, C-terminal domain	carbohydrate metabolic process	FTvNA	Dark	metaT	up	9.36022877399126	10.1827941792435	8.85231537285235	1.39789716153123	0.752040598316698	-1.98682910808219	4.67861010389608e-05	0.000162855946792367	0.00481460236078965	0.0003996003996004	0.00744287427802073
PF02733.20	Dak1 domain	glycerol metabolic process	FTvNA	Dark	metaT	up	4.19018007372186	6.99316164105092	3.66108142858064	3.35749313879089	0.850507270908662	-3.99927906974621	4.67861010389608e-05	4.46225302024542e-08	7.51714497050939e-05	0.0003996003996004	0.00744287427802073
PF04545.19	Sigma-70, region 4	DNA-templated transcription, initiation	FTvNA	Dark	metaT	up	8.66227365429277	9.53175609219067	8.28790515216653	1.08420338012081	0.379207230079592	-2.85664502168284	4.67861010389608e-05	2.88607400432302e-06	0.000591892310866516	0.0003996003996004	0.00744287427802073
PF00163.22	Ribosomal protein S4/S9 N-terminal domain	NA	FTvNA	Dark	metaT	up	8.7765460882043	9.55908810150535	8.43730229592059	1.07055548107507	0.428831568572211	-2.45730654694715	4.67861010389608e-05	0.00313941221491384	0.0294538152830848	0.0003996003996004	0.00744287427802073
PF20155.2	Tape measure protein	NA	FTvNA	Dark	metaT	down	2.78210832059541	-0.0687854623187931	3.53116247254119	-3.65697578332658	1.62455638614329	2.28758383808752	4.67861010389608e-05	0.000117983340799421	0.00315196681242876	0.0003996003996004	0.00744287427802073
PF19127.3	Choline-binding repeat	NA	FTvNA	Dark	metaT	up	8.46112829994123	10.5535503038005	7.97360677755337	2.55171375608485	0.855075326402693	-3.02046266112639	4.67861010389608e-05	8.82876945533058e-07	0.000325237963683346	0.0003996003996004	0.00744287427802073
PF03979.17	Sigma-70 factor, region 1.1	regulation of transcription, DNA-templated	FTvNA	Dark	metaT	up	6.70744136976281	7.78189256975803	6.47262460733002	1.27809266138674	0.374647464621647	-3.5298390634729	4.67861010389608e-05	5.41789852776671e-05	0.00261848530312925	0.0003996003996004	0.00744287427802073
PF04542.17	Sigma-70 region 2	DNA-templated transcription, initiation	FTvNA	Dark	metaT	up	9.40814348717458	10.1774711640743	9.21294128081781	0.921462276152188	0.410933146735801	-2.54968181294893	4.67861010389608e-05	7.06101762405888e-06	0.000947746911713956	0.0003996003996004	0.00744287427802073
PF02441.22	Flavoprotein	NA	FTvNA	Dark	metaT	up	5.43410934318342	7.63843754271347	4.34722128889115	2.88818139870388	0.928633235592699	-3.16797330388695	4.67861010389608e-05	5.97405612781491e-07	0.000265395132010924	0.0003996003996004	0.00744287427802073
PF04127.18	DNA / pantothenate metabolism flavoprotein	NA	FTvNA	Dark	metaT	up	5.20035787564391	7.61781677988663	3.93384755696844	3.3185559374452	0.980861442555997	-3.33245961124157	4.67861010389608e-05	4.93782607221747e-07	0.000241222068506691	0.0003996003996004	0.00744287427802073
PF13702.9	Lysozyme-like	NA	FTvNA	Dark	metaT	down	4.65825646377892	0.806744880442766	5.24908811115603	-4.37214473193695	1.07492120207352	4.05937964651805	4.67861010389608e-05	0.000205359971388061	0.00411135908672886	0.0003996003996004	0.00744287427802073
PF02436.21	Conserved carboxylase domain	NA	FTvNA	Dark	metaT	up	9.42135697094838	10.3894587029405	9.26867690985511	1.21799008624842	0.494736898097107	-2.6050935611253	4.67861010389608e-05	0.0012074332424191	0.0158687802220956	0.0003996003996004	0.00744287427802073
PF02504.18	Fatty acid synthesis protein	fatty acid biosynthetic process	FTvNA	Dark	metaT	up	6.74534034871638	8.81847654839046	6.1556488028831	2.7676651230687	0.87571228044879	-2.99230910561767	4.67861010389608e-05	6.18518853401124e-06	0.000890393409893617	0.0003996003996004	0.00744287427802073
PF06165.14	Glycosyltransferase family 36	NA	FTvNA	Dark	metaT	down	7.29678790298704	5.29058271322803	7.81076858557331	-2.38306690980403	0.574042457706125	4.05879868821027	4.67861010389608e-05	1.14596169046293e-07	0.000104301708880729	0.0003996003996004	0.00744287427802073
PF17167.7	Glycosyl hydrolase 36 superfamily, catalytic domain	NA	FTvNA	Dark	metaT	down	7.61987990376317	5.26393163234424	7.90080477052254	-2.66241422417676	0.544692006317455	4.82577387057654	4.67861010389608e-05	4.96418483444363e-08	6.94853711746183e-05	0.0003996003996004	0.00744287427802073
PF00722.24	Glycosyl hydrolases family 16	carbohydrate metabolic process	FTvNA	Dark	metaT	down	4.84142361154418	2.29781590042662	5.16653223466145	-3.00928823175058	0.947227877726823	3.32038866440305	4.67861010389608e-05	7.03197279724053e-06	0.000693329872540851	0.0003996003996004	0.00744287427802073
PF01514.20	Secretory protein of YscJ/FliF family	NA	FTvNA	Dark	metaT	up	7.54358001668124	8.24197062591988	6.78075620352951	1.30981018472657	0.717005851439136	-1.79143086151093	4.67861010389608e-05	0.000680601776799754	0.0111889847762791	0.0003996003996004	0.00744287427802073
PF01095.22	Pectinesterase	cell wall modification	FTvNA	Dark	metaT	down	4.08527994280397	1.48534409036266	7.16069392223935	-5.48410436021881	2.27767451540416	2.14202224885298	4.67861010389608e-05	3.04055414670332e-05	0.00192751505493307	0.0003996003996004	0.00744287427802073
PF02771.19	Acyl-CoA dehydrogenase, N-terminal domain	NA	FTvNA	Dark	metaT	up	10.890906144932	11.581684246428	10.3959201157864	1.28296503368536	0.577948710716558	-2.08119152307629	4.67861010389608e-05	0.00107206526814007	0.0147450534280837	0.0003996003996004	0.00744287427802073
PF02770.22	Acyl-CoA dehydrogenase, middle domain	NA	FTvNA	Dark	metaT	up	10.8904082277182	11.5927172494486	10.3962838421244	1.2804382661526	0.578664924541969	-2.06234236011028	4.67861010389608e-05	0.00107314154287323	0.0147591558518306	0.0003996003996004	0.00744287427802073
PF00441.27	Acyl-CoA dehydrogenase, C-terminal domain	NA	FTvNA	Dark	metaT	up	10.8938748373484	11.5938322722798	10.4008878696769	1.28188667430554	0.586454767571118	-2.04021291135658	4.67861010389608e-05	0.00105013748891643	0.0145715586129508	0.0003996003996004	0.00744287427802073
PF12729.10	Four helix bundle sensory module for signal transduction	NA	FTvNA	Dark	metaT	up	8.94207978098288	10.218576786219	8.70539431160369	1.70120880559528	0.773751119922423	-2.19252740493401	4.67861010389608e-05	0.000235377078079555	0.00593979583168489	0.0003996003996004	0.00744287427802073
PF01627.26	Hpt domain	phosphorelay signal transduction system	FTvNA	Dark	metaT	up	9.66513975918722	10.668108458161	9.42126628584846	1.25178842212277	0.630077680074454	-2.0850806082547	4.67861010389608e-05	0.000249529039708746	0.00614683110273249	0.0003996003996004	0.00744287427802073
PF02895.17	Signal transducing histidine kinase, homodimeric domain	phosphorelay signal transduction system	FTvNA	Dark	metaT	up	9.44970098676928	10.5935362315706	9.21935846236139	1.39614439570903	0.644868706727479	-2.29590439171309	4.67861010389608e-05	0.000309874131552601	0.00696104511759008	0.0003996003996004	0.00744287427802073
PF08345.14	Flagellar M-ring protein C-terminal	NA	FTvNA	Dark	metaT	up	7.53625321539183	8.19907131640997	6.75445195810434	1.29272540979024	0.746160654581928	-1.64882546678503	4.67861010389608e-05	0.000820023240224303	0.012505590477703	0.0003996003996004	0.00744287427802073
PF00460.23	Flagella basal body rod protein	NA	FTvNA	Dark	metaT	up	10.2284561793773	11.4315006649179	9.69935854240178	1.93178038782081	0.767192061280191	-2.28162005224366	4.67861010389608e-05	0.000138946965070039	0.00442078325985534	0.0003996003996004	0.00744287427802073
PF06429.16	Flagellar basal body rod FlgEFG protein C-terminal	NA	FTvNA	Dark	metaT	up	10.3390625005403	11.4412399033692	9.80760238085188	1.82782513506606	0.749597787685191	-2.20873429603258	4.67861010389608e-05	0.000151665251899768	0.00463192263217282	0.0003996003996004	0.00744287427802073
PF00295.20	Glycosyl hydrolases family 28	carbohydrate metabolic process	FTvNA	Dark	metaT	down	4.25293120156994	2.40868454018406	4.74273048697349	-2.3813163221477	0.991769240074036	2.36497718887047	4.67861010389608e-05	0.000907854175747813	0.0120992605027599	0.0003996003996004	0.00744287427802073
PF19044.3	TraG P-loop domain	NA	FTvNA	Dark	metaT	down	5.6735439693416	4.18530138190268	7.86280710279062	-3.75297826723179	1.57220478642078	2.12192517289258	4.67861010389608e-05	8.7560679508261e-05	0.00340300115914223	0.0003996003996004	0.00744287427802073
PF01512.20	Respiratory-chain NADH dehydrogenase 51 Kd subunit	NA	FTvNA	Dark	metaT	up	8.14073895574597	9.44164627308108	8.02793816959936	1.46992076185782	0.558160392041364	-2.7264375590477	4.67861010389608e-05	0.000267945771234928	0.0063949910144792	0.0003996003996004	0.00744287427802073
PF05157.18	Type II secretion system (T2SS), protein E, N-terminal domain	NA	FTvNA	Dark	metaT	down	4.5116965370965	2.42423954729139	5.42561132583959	-2.91449111170096	1.14058557970802	2.49864070208742	4.67861010389608e-05	0.000471133416406263	0.00790064730088069	0.0003996003996004	0.00744287427802073
PF03176.18	MMPL family	NA	FTvNA	Dark	metaT	down	5.90858544966157	4.3847116883268	6.27053151459673	-2.0112988124783	0.729037417202601	2.81525708068833	4.67861010389608e-05	4.27733816515148e-06	0.000687885059113714	0.0003996003996004	0.00744287427802073
PF03432.17	Relaxase/Mobilisation nuclease domain	NA	FTvNA	Dark	metaT	down	7.16949383520396	5.72378348556483	8.55675819601789	-3.11670570462861	1.18282881485066	2.38491755152577	4.67861010389608e-05	2.77387684959901e-05	0.00189309595885564	0.0003996003996004	0.00744287427802073
PF03808.16	Glycosyl transferase WecG/TagA/CpsF family	biosynthetic process	FTvNA	Dark	metaT	up	3.72961163396903	6.70745624989698	3.11384942788215	3.45623148215873	0.886946050364685	-3.61769662548409	4.67861010389608e-05	2.63275460879457e-06	0.000533656914819004	0.0003996003996004	0.00744287427802073
PF14842.9	FliG N-terminal domain	NA	FTvNA	Dark	metaT	up	7.81346356161999	8.66654270919271	7.55470444387661	1.09361257188636	0.389915627015335	-2.72099206694109	4.67861010389608e-05	0.00193659125514185	0.0215727971807319	0.0003996003996004	0.00744287427802073
PF14841.9	FliG middle domain	NA	FTvNA	Dark	metaT	up	7.81218128436037	8.66027575258034	7.54833114198949	1.10348869130552	0.395879458573944	-2.68507538567406	4.67861010389608e-05	0.00189889230485556	0.0212753736570653	0.0003996003996004	0.00744287427802073
PF09861.12	Lactate racemase N-terminal domain	NA	FTvNA	Dark	metaT	up	5.70265194457214	6.94989728115008	5.32091549985334	1.7470922871569	0.953107074581312	-1.81766961554277	4.67861010389608e-05	0.00048144695511213	0.00898376686764877	0.0003996003996004	0.00744287427802073
PF16657.8	Maltogenic Amylase, C-terminal domain	NA	FTvNA	Dark	metaT	up	5.22318298708328	6.58344240708912	4.87690200676262	1.82762547959072	0.669942874558727	-2.70115204981723	4.67861010389608e-05	4.26102826889065e-05	0.00225886735057201	0.0003996003996004	0.00744287427802073
PF08341.14	Thioester domain	NA	FTvNA	Dark	metaT	down	5.58759970456119	3.11417953334752	7.64064044193644	-4.3525598737305	1.83356546533937	2.376035415036	4.67861010389608e-05	2.2102268455367e-05	0.0014850701277024	0.0003996003996004	0.00744287427802073
PF01547.28	Bacterial extracellular solute-binding protein	NA	FTvNA	Dark	metaT	up	11.3362842945813	12.1099875933897	10.589575070875	1.58605468906564	0.816151245308688	-1.78250439807171	4.67861010389608e-05	0.000275169046104156	0.00650407111334089	0.0003996003996004	0.00744287427802073
PF09508.13	Lacto-N-biose phosphorylase N-terminal TIM barrel domain	NA	FTvNA	Dark	metaT	up	6.38090475624599	9.11644305399537	6.15222405152928	2.96719032883651	0.721322692582313	-3.81392299738374	4.67861010389608e-05	5.73252419209019e-05	0.00271015736737313	0.0003996003996004	0.00744287427802073
PF17385.5	Lacto-N-biose phosphorylase central domain	NA	FTvNA	Dark	metaT	up	6.37523677083629	9.10058101031985	6.12410690808507	2.95677091929489	0.723839430343562	-3.659160808223	4.67861010389608e-05	5.99147359538635e-05	0.0027743505459944	0.0003996003996004	0.00744287427802073
PF17386.5	Lacto-N-biose phosphorylase C-terminal domain	NA	FTvNA	Dark	metaT	up	6.37238505298475	9.11205885724192	6.11705478296818	2.96807791569586	0.743349504392731	-3.6655393536816	4.67861010389608e-05	5.99004298283546e-05	0.00277690801478307	0.0003996003996004	0.00744287427802073
PF12666.10	PrgI family protein	NA	FTvNA	Dark	metaT	down	3.44193688163536	0.977939879680735	5.35934680208379	-4.25883537255307	1.65089790490688	2.485778433659	4.67861010389608e-05	3.03888215222738e-05	0.0014569137930991	0.0003996003996004	0.00744287427802073
PF07194.14	P2 response regulator binding domain	phosphorelay signal transduction system	FTvNA	Dark	metaT	up	9.44796903533912	10.5881966290522	9.21632400466	1.39907403106367	0.647065176450547	-2.34328245159249	4.67861010389608e-05	0.000323572368016919	0.00714185435248883	0.0003996003996004	0.00744287427802073
PF08013.14	D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ-like	carbohydrate metabolic process	FTvNA	Dark	metaT	up	3.87813996811963	6.33019977901817	2.23040663736767	3.91535728635672	1.31214161585408	-2.76891166308318	4.67861010389608e-05	5.92061504680426e-06	0.000821690855878939	0.0003996003996004	0.00744287427802073
PF04295.16	D-galactarate dehydratase / Altronate hydrolase, C terminus	NA	FTvNA	Dark	metaT	down	4.85492218247679	2.80947472678971	5.60055716979916	-2.74488997964755	1.24019746345575	2.23091257803075	4.67861010389608e-05	0.000318457463424429	0.00653434397498757	0.0003996003996004	0.00744287427802073
PF01610.20	Transposase	NA	FTvNA	Dark	metaT	up	6.84552379650826	7.68437686010116	6.20914082837019	1.43780682081113	0.628597252901296	-2.28200866933884	4.67861010389608e-05	2.48118852145088e-05	0.0017661578062943	0.0003996003996004	0.00744287427802073
PF14191.9	YodL-like	NA	FTvNA	Dark	metaT	down	5.89735711519177	4.58351067503262	7.81987714114738	-3.29467481825558	1.53003470846066	2.13614865199081	4.67861010389608e-05	9.21276915492094e-05	0.00349748979718864	0.0003996003996004	0.00744287427802073
PF12846.10	AAA-like domain	NA	FTvNA	Dark	metaT	down	4.00878013862778	0.923168367773741	5.76490578432365	-4.76045579355261	1.42944219003348	3.19999718337867	4.67861010389608e-05	1.90160477307001e-06	0.000323914623018564	0.0003996003996004	0.00744287427802073
PF18202.4	T-Q ester bond containing domain	NA	FTvNA	Dark	metaT	down	3.92145091919042	0.790664353987584	4.89320100357523	-4.29538846884927	2.22320487493017	2.25405327555335	4.67861010389608e-05	0.0105668216964901	0.0587039471517926	0.0003996003996004	0.00744287427802073
PF00931.25	NB-ARC domain	NA	FTvNA	Dark	metaT	up	1.65341136914562	3.77070859687489	0.911458373758016	2.90008676270842	0.969671269343251	-3.00490104595763	4.67861010389608e-05	7.58038462927569e-06	0.000763808415031562	0.0003996003996004	0.00744287427802073
PF01774.20	UreD urease accessory protein	nitrogen compound metabolic process	FTvNA	Dark	metaT	down	3.8837256808746	0.320565367302981	4.38230826087927	-4.01706447265496	1.20784738857421	3.3620687899199	4.67861010389608e-05	0.000386108537836759	0.00660641715875105	0.0003996003996004	0.00744287427802073
PF08495.13	FIST N domain	NA	FTvNA	Dark	metaT	up	5.69074663950463	7.5608843310251	5.14401937951554	2.43534074804328	0.616809895434805	-3.85612291707218	4.67861010389608e-05	3.12827550059014e-07	0.000185979902806125	0.0003996003996004	0.00744287427802073
PF10442.12	FIST C domain	NA	FTvNA	Dark	metaT	up	4.01097374390493	6.45847460819742	3.68883104060811	2.7592146576847	0.601041002579438	-4.37943443066956	4.67861010389608e-05	5.87177836161558e-06	0.000755019440308296	0.0003996003996004	0.00744287427802073
