FeatureID	Name	GO_Term	comparison	phase	datatype	diffexpr	rab.all	rab.win.A	rab.win.B	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
PF01330.24	RuvA N terminal domain	DNA repair	FAvNA	Dark	metaT	up	4.72667270843806	5.10920612799219	4.37169197776949	0.76833358399659	0.567317664276796	-1.29863928441735	0.0966667094342541	0.00598852124173299	0.0527184308806013	0.0106989010989011	0.0671534580705068
PF01595.23	Cyclin M transmembrane N-terminal domain	NA	FAvNA	Light	metaT	up	7.40614815267558	8.22334124406727	6.91350222388607	1.19933835368971	0.731772766649255	-1.30204068851926	0.112591641450156	0.00321545714069687	0.0393067593421646	0.0103952047952048	0.0671657920371561
PF01595.23	Cyclin M transmembrane N-terminal domain	NA	FAvNA	Dark	metaT	up	7.40614815267558	8.22334124406727	6.91350222388607	1.19933835368971	0.731772766649255	-1.30204068851926	0.112591641450156	0.00321545714069687	0.0393067593421646	0.0103952047952048	0.0671657920371561
PF04531.16	Bacteriophage holin	NA	FAvNA	Light	metaT	down	-0.997792802934359	-3.63464348714158	0.549648768727247	-4.06273244779954	3.3950903457934	1.10691810975876	0.09060630843553	0.0310447573934609	0.124178418544411	0.0125506493506494	0.0672248115747384
PF04531.16	Bacteriophage holin	NA	FAvNA	Dark	metaT	down	-0.997792802934359	-3.63464348714158	0.549648768727247	-4.06273244779954	3.3950903457934	1.10691810975876	0.09060630843553	0.0310447573934609	0.124178418544411	0.0125506493506494	0.0672248115747384
PF13440.9	Polysaccharide biosynthesis protein	NA	FAvFT	Dark	metaT	down	2.03218584242572	2.9132137486767	1.46309462189513	-1.50499670073833	0.67331930584592	-2.20160459245902	0.00466454361070997	0.000680674395852725	0.0449462320864916	0.00281818181818182	0.0672419641325384
PF00403.29	Heavy-metal-associated domain	NA	FAvNA	Light	metaG	up	4.80741822459	5.32925605634489	4.183549562394	1.0836528993487	0.765423885153425	-1.26726551304501	0.1059294188884	0.00479756711040038	0.0468348544671007	0.0130613386613387	0.0672512491044502
PF00403.29	Heavy-metal-associated domain	NA	FAvNA	Dark	metaG	up	4.80741822459	5.32925605634489	4.183549562394	1.0836528993487	0.765423885153425	-1.26726551304501	0.1059294188884	0.00479756711040038	0.0468348544671007	0.0130613386613387	0.0672512491044502
PF20501.1	MBH, subunit E	NA	FAvNA	Light	metaG	up	1.10105998446816	2.31170393912411	-0.079011054784921	2.31292716700198	2.1568245322763	-0.977437927672633	0.0866667150164185	0.0178630655251791	0.092026884997579	0.0148771228771229	0.067268768140282
PF20501.1	MBH, subunit E	NA	FAvNA	Dark	metaG	up	1.10105998446816	2.31170393912411	-0.079011054784921	2.31292716700198	2.1568245322763	-0.977437927672633	0.0866667150164185	0.0178630655251791	0.092026884997579	0.0148771228771229	0.067268768140282
PF18075.4	FtsX extracellular domain	NA	FAvNA	Light	metaG	up	1.86970737561394	3.27645136873971	0.477972734619659	2.81994736251287	2.35325008585354	-1.20283496426716	0.0952698635397077	0.0115785755257649	0.0760348373179034	0.01278001998002	0.0672899497274428
PF18075.4	FtsX extracellular domain	NA	FAvNA	Dark	metaG	up	1.86970737561394	3.27645136873971	0.477972734619659	2.81994736251287	2.35325008585354	-1.20283496426716	0.0952698635397077	0.0115785755257649	0.0760348373179034	0.01278001998002	0.0672899497274428
PF13402.9	Peptidase M60, enhancin and enhancin-like	NA	FTvNA	Dark	metaG	up	3.49861065460352	4.49645752234667	2.53311746523884	1.80258928621277	1.89877611486013	-1.04402586362156	0.0379748004881227	0.0188596460968191	0.225018104979924	0.00277802197802198	0.0673251299849449
PF01926.26	50S ribosome-binding GTPase	NA	FAvNA	Light	metaT	up	9.36694641745565	10.0026935928807	9.29387320774396	0.738009725014655	0.407419995801782	-1.64688462556867	0.10000004115219	0.00635599614409361	0.0585636293832716	0.0105462537462537	0.0673294880866559
PF01926.26	50S ribosome-binding GTPase	NA	FAvNA	Dark	metaT	up	9.36694641745565	10.0026935928807	9.29387320774396	0.738009725014655	0.407419995801782	-1.64688462556867	0.10000004115219	0.00635599614409361	0.0585636293832716	0.0105462537462537	0.0673294880866559
PF07878.14	CopG-like RHH_1 or ribbon-helix-helix domain, RHH_5	NA	FAvNA	Light	metaT	down	-1.01257339281248	-3.73593887518114	0.601498153234802	-4.00100713500489	3.27239346029242	1.12893591496891	0.0766156449459217	0.0337561453351456	0.128362960663464	0.0135712287712288	0.0673386175691371
PF07878.14	CopG-like RHH_1 or ribbon-helix-helix domain, RHH_5	NA	FAvNA	Dark	metaT	down	-1.01257339281248	-3.73593887518114	0.601498153234802	-4.00100713500489	3.27239346029242	1.12893591496891	0.0766156449459217	0.0337561453351456	0.128362960663464	0.0135712287712288	0.0673386175691371
PF04348.16	LppC putative lipoprotein	NA	FTvNA	Light	metaT	up	0.678695049921048	1.47166805022114	0.0972715931516746	1.6125907724125	1.76099274661905	-0.797073463096426	0.09060630843553	0.0298160560808028	0.118775321267645	0.0169198801198801	0.0673511629349099
PF03965.19	Penicillinase repressor	negative regulation of transcription, DNA-templated	FTvNA	Dark	metaT	down	8.81268053582653	8.42178277330413	9.03838949511511	-0.765569976782247	1.01192519391088	0.979454495056655	0.107333371280178	0.0431350194670734	0.167676095792059	0.0122565434565435	0.0673600425086929
PF04542.17	Sigma-70 region 2	DNA-templated transcription, initiation	FAvFT	Dark	metaT	up	8.76694322099819	8.65687637423308	9.06417263501897	0.404862514129442	0.159639343087845	2.31943248194504	0.00866719606364082	0.000905162034832279	0.049473063113677	0.00296969696969697	0.0673881273914513
PF02659.18	Putative manganese efflux pump	NA	FAvNA	Light	metaT	down	3.68240081498462	2.72609818421942	4.18427216586384	-1.41903568570934	1.17997740466573	1.14723934480922	0.10000004115219	0.0111645276567173	0.0772211759850257	0.0111064935064935	0.0673917960794981
PF02659.18	Putative manganese efflux pump	NA	FAvNA	Dark	metaT	down	3.68240081498462	2.72609818421942	4.18427216586384	-1.41903568570934	1.17997740466573	1.14723934480922	0.10000004115219	0.0111645276567173	0.0772211759850257	0.0111064935064935	0.0673917960794981
PF12450.11	von Willebrand factor	NA	FTvNA	Light	metaT	down	-0.0723842377925017	-2.306877124987	0.862679578003114	-4.23955508001557	4.19460751921876	0.996465931123478	0.0979347522773524	0.0325402074562535	0.112553525632896	0.0155948051948052	0.0674021537353352
PF12822.10	ECF transporter, substrate-specific component	NA	FAvNA	Light	metaG	up	3.05766753691794	3.87164121527116	1.89034684662721	1.92632365963782	1.63268199798898	-1.00622884083803	0.0900000463527226	0.0226794311561784	0.110130049744062	0.0131572427572428	0.0674163531666588
PF12822.10	ECF transporter, substrate-specific component	NA	FAvNA	Dark	metaG	up	3.05766753691794	3.87164121527116	1.89034684662721	1.92632365963782	1.63268199798898	-1.00622884083803	0.0900000463527226	0.0226794311561784	0.110130049744062	0.0131572427572428	0.0674163531666588
PF13614.9	AAA domain	NA	FTvNA	Light	metaT	down	8.59012145087711	8.34159091835928	8.8074319316471	-0.440748007810101	0.444409159348448	0.954948566995304	0.113257863723011	0.0143241308525396	0.0778013332117459	0.0132267732267732	0.0674361075100589
PF03717.18	Penicillin-binding Protein dimerisation domain	NA	FAvFT	Dark	metaT	up	7.01844919747229	6.78151776366399	7.49343365734167	0.734718662468467	0.494847588948205	1.62464678675984	0.0080005738828997	0.00257023634365379	0.0715123969494474	0.00291341991341991	0.0674465031849544
PF05389.15	Negative regulator of genetic competence (MecA)	NA	FAvFT	Dark	metaT	up	5.67715813802105	5.3819524291857	6.24646880406605	0.851846824460552	0.437973942004644	1.88138130827323	0.0146572061322525	0.00113173169358939	0.0529876656233888	0.0031038961038961	0.0674930037613513
PF00557.27	Metallopeptidase family M24	NA	FAvNA	Light	metaG	up	4.51370156211277	5.05187611114679	4.09880753033676	0.984184240766502	0.841650641804966	-1.13510911570893	0.0932711970359358	0.00723708969044726	0.059997346404775	0.0130445554445554	0.067504998089172
PF00557.27	Metallopeptidase family M24	NA	FAvNA	Dark	metaG	up	4.51370156211277	5.05187611114679	4.09880753033676	0.984184240766502	0.841650641804966	-1.13510911570893	0.0932711970359358	0.00723708969044726	0.059997346404775	0.0130445554445554	0.067504998089172
PF03109.19	ABC1 atypical kinase-like domain	NA	FAvFT	Dark	metaT	down	-0.0722607857867388	1.94644320399871	-1.39097484654376	-3.52271267732786	1.94869234837473	-1.85626873583912	0.00866142178558842	0.00834070699329165	0.0999898485990699	0.0028961038961039	0.0675485512483509
PF03750.16	Csm2 Type III-A	NA	FAvNA	Light	metaT	up	-3.26944567299037	0.407952711575424	-4.84281193168854	4.99002301747529	3.80764541408078	-1.1931970407771	0.0886076420427181	0.0347706324823665	0.106971573949406	0.0127344655344655	0.0675891467247536
PF03750.16	Csm2 Type III-A	NA	FAvNA	Dark	metaT	up	-3.26944567299037	0.407952711575424	-4.84281193168854	4.99002301747529	3.80764541408078	-1.1931970407771	0.0886076420427181	0.0347706324823665	0.106971573949406	0.0127344655344655	0.0675891467247536
PF13514.9	AAA domain	NA	FAvFT	Dark	metaT	down	2.81226459599791	3.36675226606983	2.02880626221496	-1.38662827228759	1.08454278924532	-1.32189623608352	0.00799524372355103	0.0175630603341373	0.168708025105252	0.00287878787878788	0.0676028670301397
PF09084.14	NMT1/THI5 like	NA	FTvNA	Dark	metaG	up	2.07338097196333	4.41393141877162	0.922310899059006	3.28796969055124	1.99187482077888	-1.57529108811187	0.0413334405101745	0.00401051667586735	0.105837062231488	0.00283716283716284	0.0676123780043215
PF01593.27	Flavin containing amine oxidoreductase	NA	FAvFT	Dark	metaT	up	4.06745312349656	2.59653280044442	4.83733924972714	2.23605563752243	1.0529573731106	2.04686670312906	0.0133247926383199	0.00156579528635309	0.0586425979307902	0.00308658008658009	0.0676282741759563
PF02772.19	S-adenosylmethionine synthetase, central domain	S-adenosylmethionine biosynthetic process	FTvNA	Dark	metaT	up	7.02622414762321	7.73473799685105	6.79002049583782	0.99672852520883	0.850218673751804	-1.09803355076678	0.117255197417657	0.0151834233467429	0.0837211213756381	0.0124187812187812	0.0676714105765863
PF06827.17	Zinc finger found in FPG and IleRS	NA	FAvFT	Dark	metaT	down	4.33901286588765	4.64753308456457	3.66868634868472	-1.00108736347066	0.518008430493689	-1.84751414230116	0.00666735618442872	0.00115406474065416	0.0524846033847099	0.00291341991341991	0.0677186954177441
PF17179.7	4Fe-4S dicluster domain	NA	FAvNA	Light	metaT	up	5.70304977357978	7.51224458604124	3.47088571356686	3.31685449277896	2.72862995698368	-1.17161670703151	0.106000038497133	0.0056331785266296	0.0548232636632561	0.0104711288711289	0.067718998558247
PF17179.7	4Fe-4S dicluster domain	NA	FAvNA	Dark	metaT	up	5.70304977357978	7.51224458604124	3.47088571356686	3.31685449277896	2.72862995698368	-1.17161670703151	0.106000038497133	0.0056331785266296	0.0548232636632561	0.0104711288711289	0.067718998558247
PF14714.9	KH-domain-like of EngA bacterial GTPase enzymes, C-terminal	NA	FAvFT	Dark	metaT	down	5.00993919720427	5.42339879341949	4.74027387413685	-0.704119197065348	0.358961936948833	-1.95841791110282	0.00599676873973881	0.00121331799042337	0.0532773028200972	0.00291774891774892	0.0677224991476273
PF00970.27	Oxidoreductase FAD-binding domain	NA	FTvNA	Dark	metaT	up	6.32585234655038	6.74256811257897	5.69313082608533	1.09415480362757	0.883962438735815	-1.07590478119511	0.108594307875146	0.00578718738285255	0.0436440944840601	0.0124043956043956	0.06773022850314
PF01668.21	SmpB protein	NA	FTvNA	Light	metaT	up	4.69970209739303	5.18327115852393	4.40003833749459	0.766246879927238	0.644411572047936	-1.14217085052763	0.103264529956843	0.0134807548238859	0.0700080224691478	0.0141338661338661	0.0677784800296782
PF09719.13	Putative redox-active protein (C_GCAxxG_C_C)	NA	FAvNA	Light	metaG	up	2.2793438658414	3.82128094760302	1.71589368578509	2.00117048924308	1.48446890296851	-1.21320197294413	0.0973333757691051	0.0188836962054494	0.0930950597022728	0.0135184815184815	0.0678278393163507
PF09719.13	Putative redox-active protein (C_GCAxxG_C_C)	NA	FAvNA	Dark	metaG	up	2.2793438658414	3.82128094760302	1.71589368578509	2.00117048924308	1.48446890296851	-1.21320197294413	0.0973333757691051	0.0188836962054494	0.0930950597022728	0.0135184815184815	0.0678278393163507
PF19238.2	Radical SAM-like domain	NA	FAvFT	Dark	metaT	up	3.75189190966957	3.25372944905292	4.15178506593123	0.978741189604802	0.685517218288225	1.43835667006572	0.00799524372355103	0.0125949569533632	0.142835991539919	0.00298268398268398	0.0678378736512687
PF00462.27	Glutaredoxin	NA	FAvNA	Light	metaT	up	3.88140299320138	4.9413830361983	2.27999981960533	2.48110016706941	1.97033535002751	-1.23028483234133	0.103264529956843	0.00449555248668777	0.0475118196019175	0.0105742257742258	0.0678515525648051
PF00462.27	Glutaredoxin	NA	FAvNA	Dark	metaT	up	3.88140299320138	4.9413830361983	2.27999981960533	2.48110016706941	1.97033535002751	-1.23028483234133	0.103264529956843	0.00449555248668777	0.0475118196019175	0.0105742257742258	0.0678515525648051
PF03480.16	Bacterial extracellular solute-binding protein, family 7	transmembrane transport	FAvNA	Light	metaG	down	0.727563887687254	-1.3376648372138	2.1011379430502	-3.30323704361266	2.81472007643056	1.07784536202719	0.0886076420427181	0.0389593687938901	0.135194886118696	0.0143952047952048	0.0678547573520871
PF03480.16	Bacterial extracellular solute-binding protein, family 7	transmembrane transport	FAvNA	Dark	metaG	down	0.727563887687254	-1.3376648372138	2.1011379430502	-3.30323704361266	2.81472007643056	1.07784536202719	0.0886076420427181	0.0389593687938901	0.135194886118696	0.0143952047952048	0.0678547573520871
PF06202.17	Amylo-alpha-1,6-glucosidase	NA	FAvNA	Light	metaT	up	5.37457145473349	6.53583157160825	5.09095820749127	1.4785823804956	1.11142792125901	-1.18840282544335	0.103333372972979	0.0253446100811647	0.134391904443902	0.0108595404595405	0.0678629995110486
PF06202.17	Amylo-alpha-1,6-glucosidase	NA	FAvNA	Dark	metaT	up	5.37457145473349	6.53583157160825	5.09095820749127	1.4785823804956	1.11142792125901	-1.18840282544335	0.103333372972979	0.0253446100811647	0.134391904443902	0.0108595404595405	0.0678629995110486
PF01545.24	Cation efflux family	cation transport	FAvFT	Dark	metaT	down	3.02210515513207	3.81152192752141	2.51549055444913	-1.27480993021237	0.556757095285148	-2.24462278649968	0.00933382459502503	0.000470454958212716	0.0411612881247826	0.00297835497835498	0.0678701161496724
PF07691.15	PA14 domain	NA	FAvNA	Light	metaT	down	3.08128736759991	0.94766143638088	4.22826682077301	-3.27430696549581	2.49371782689295	1.08759103679306	0.102598307733082	0.0813355197654208	0.233560205814137	0.0105094905094905	0.0679127043888163
PF07691.15	PA14 domain	NA	FAvNA	Dark	metaT	down	3.08128736759991	0.94766143638088	4.22826682077301	-3.27430696549581	2.49371782689295	1.08759103679306	0.102598307733082	0.0813355197654208	0.233560205814137	0.0105094905094905	0.0679127043888163
PF13742.9	OB-fold nucleic acid binding domain	NA	FTvNA	Light	metaT	up	6.068762613628	6.4532041111255	5.66262308163022	0.723254093859906	0.582048668010374	-1.14963125737413	0.112591641450156	0.00623333910848978	0.0427595005228345	0.013615984015984	0.0679390614572842
PF01637.21	ATPase domain predominantly from Archaea	NA	FTvNA	Dark	metaT	down	3.5387974033712	2.72602073366118	4.17496391514413	-1.29145693185486	1.08924439327248	1.1708760501441	0.102666706601074	0.00991462479932459	0.0603021633608268	0.0129694305694306	0.0679506037691605
PF00438.23	S-adenosylmethionine synthetase, N-terminal domain	S-adenosylmethionine biosynthetic process	FTvNA	Dark	metaT	up	7.03095156968958	7.73291268424034	6.77903334937552	0.98640726234059	0.831122697449946	-1.10481097239665	0.109926752387958	0.0151861534291145	0.0837978638305608	0.0125226773226773	0.0679634597184536
PF00079.23	Serpin (serine protease inhibitor)	NA	FAvNA	Light	metaG	up	1.61572597400522	2.80274618545861	0.239262685553129	2.59961585890782	2.64329585014878	-0.939920001517763	0.0959360857172495	0.01520373871169	0.0898815039579593	0.0138573426573427	0.0679691137978867
PF00079.23	Serpin (serine protease inhibitor)	NA	FAvNA	Dark	metaG	up	1.61572597400522	2.80274618545861	0.239262685553129	2.59961585890782	2.64329585014878	-0.939920001517763	0.0959360857172495	0.01520373871169	0.0898815039579593	0.0138573426573427	0.0679691137978867
PF13309.9	HTH domain	NA	FAvFT	Dark	metaT	up	2.18699883119529	1.70057298089866	2.63158807741785	1.00348045583675	0.581954493039589	1.69081426786953	0.00866719606364082	0.00332955519182795	0.0732286914095	0.003004329004329	0.0680063610237119
PF00687.24	Ribosomal protein L1p/L10e family	NA	FTvNA	Light	metaT	up	8.80769660191721	9.53582562060009	7.85884490323545	2.20501732959766	1.38550997576814	-1.39664777046876	0.11333336896157	0.00236937236373286	0.0233475319263849	0.0129414585414585	0.0680417012487708
PF00268.24	Ribonucleotide reductase, small chain	deoxyribonucleotide biosynthetic process	FAvFT	Dark	metaT	down	-0.466454887436976	0.635685786666434	-2.16027350162411	-3.2150567315837	2.14687955179516	-1.50572411424072	0.0080005738828997	0.0179741776430269	0.14977735466871	0.002995670995671	0.0680713867700282
PF14502.9	Helix-turn-helix domain	NA	FAvFT	Dark	metaT	down	-1.3343117376289	1.35515212758175	-4.91427099894709	-6.04697312772591	3.21969171713576	-1.81830055288875	0.0119923861501963	0.00518563719268098	0.0844079759754542	0.00315151515151515	0.0680929270385934
PF20464.1	MmeI, N-terminal domain	NA	FTvNA	Light	metaT	down	4.41993294206764	3.69095498044533	5.40624879972226	-1.80690938061598	1.57814218068737	1.2177778822387	0.108000037676715	0.00738744172772944	0.0479283041153446	0.0133090909090909	0.0681233835630037
PF18887.3	MBG domain	NA	FAvNA	Light	metaG	up	2.8080487695725	4.12081239315311	-0.718884988690558	5.23873509682669	3.72797155629174	-1.20493107304863	0.102666706601074	0.00503850898444422	0.0509108411340584	0.0116779220779221	0.0681360333251037
PF18887.3	MBG domain	NA	FAvNA	Dark	metaG	up	2.8080487695725	4.12081239315311	-0.718884988690558	5.23873509682669	3.72797155629174	-1.20493107304863	0.102666706601074	0.00503850898444422	0.0509108411340584	0.0116779220779221	0.0681360333251037
PF17941.4	Polyphosphate kinase C-terminal domain 1	NA	FTvNA	Light	metaT	up	6.80062302902359	7.59802152638128	6.17028609346908	1.23249783124193	0.837039607317625	-1.35791918507596	0.11666670110807	0.0030731150683419	0.0274551803232278	0.0131188811188811	0.0681454024738043
PF19556.2	PRTRC system protein E	NA	FTvNA	Light	metaT	down	0.950338804466188	-1.87984112804776	3.34231582107262	-4.77614675302367	3.96093198356907	1.14747536475341	0.11333336896157	0.0266124048246456	0.102720394689668	0.0139668331668332	0.0681472140165159
PF14403.9	Circularly permuted ATP-grasp type 2	NA	FAvFT	Dark	metaT	down	1.30458175605613	4.04211491088181	0.428671695447012	-3.58321589015244	1.44657161547203	-2.32674601723624	0.00999379568058541	0.000659990475452837	0.0448310270092602	0.00303463203463203	0.068192952922044
PF02690.18	Na+/Pi-cotransporter	sodium-dependent phosphate transport	FAvFT	Dark	metaT	down	6.95698127306134	7.81297723801525	6.6814032024688	-1.21505947100269	0.709529541933115	-1.72479889590556	0.0146669775998307	0.00265268449053124	0.0729901149154752	0.0033982683982684	0.0681958994813284
PF08345.14	Flagellar M-ring protein C-terminal	NA	FAvNA	Light	metaG	up	2.49959731533771	3.44849108850834	1.61759018217565	1.80755153089822	1.72657296592419	-0.968886176578644	0.0932711970359358	0.0222556941562937	0.108765525380335	0.0149314685314685	0.0682092113133606
PF08345.14	Flagellar M-ring protein C-terminal	NA	FAvNA	Dark	metaG	up	2.49959731533771	3.44849108850834	1.61759018217565	1.80755153089822	1.72657296592419	-0.968886176578644	0.0932711970359358	0.0222556941562937	0.108765525380335	0.0149314685314685	0.0682092113133606
PF12439.11	Glycogen debranching enzyme N terminal	NA	FAvNA	Light	metaT	up	5.36596592939982	6.52076098882671	5.09416476124139	1.5195634094559	1.13289227221244	-1.1783332875525	0.102598307733082	0.0251031301419523	0.133535299814132	0.0109394605394605	0.0682277832019321
PF12439.11	Glycogen debranching enzyme N terminal	NA	FAvNA	Dark	metaT	up	5.36596592939982	6.52076098882671	5.09416476124139	1.5195634094559	1.13289227221244	-1.1783332875525	0.102598307733082	0.0251031301419523	0.133535299814132	0.0109394605394605	0.0682277832019321
PF00343.23	Carbohydrate phosphorylase	carbohydrate metabolic process	FAvNA	Light	metaT	up	8.8234346688753	10.3809811566904	8.48035096059484	1.85637890930217	1.33739937583923	-1.17731072384306	0.108000037676715	0.00861428650495554	0.070545500383043	0.0105982017982018	0.0682715580388752
PF00343.23	Carbohydrate phosphorylase	carbohydrate metabolic process	FAvNA	Dark	metaT	up	8.8234346688753	10.3809811566904	8.48035096059484	1.85637890930217	1.33739937583923	-1.17731072384306	0.108000037676715	0.00861428650495554	0.070545500383043	0.0105982017982018	0.0682715580388752
PF00623.23	RNA polymerase Rpb1, domain 2	transcription, DNA-templated	FTvNA	Dark	metaT	up	10.681483193222	11.0494419749849	10.1640381682032	0.840758538754749	0.580854403888549	-1.18445270059475	0.11333336896157	0.00607810184746972	0.045380495464882	0.0125826173826174	0.0683088551643576
PF01531.19	Glycosyl transferase family 11	carbohydrate metabolic process	FAvFT	Dark	metaT	up	1.89730707333638	0.424824277239795	3.52787982234315	3.06092563480539	1.45354524933201	2.00831800722784	0.0153234149354555	0.00168107359959111	0.0583485660957057	0.00343290043290043	0.0683300625221804
PF00251.23	Glycosyl hydrolases family 32 N-terminal domain	NA	FAvFT	Dark	metaT	down	5.34048519054638	7.14674277340821	4.73774384159062	-2.38339088221219	0.723127939044914	-2.80557369693791	0.0159896248810776	0.00145626964140503	0.0582672178680195	0.00338961038961039	0.0683522943407719
PF17863.4	AAA lid domain	NA	FAvNA	Light	metaG	down	0.0423415125967805	-3.00283511115879	2.21277262799722	-5.00459226902496	3.88146031438006	1.22379525936834	0.0853333825251375	0.0229028861427218	0.0969611499193287	0.0162301698301698	0.0684352232032612
PF17863.4	AAA lid domain	NA	FAvNA	Dark	metaG	down	0.0423415125967805	-3.00283511115879	2.21277262799722	-5.00459226902496	3.88146031438006	1.22379525936834	0.0853333825251375	0.0229028861427218	0.0969611499193287	0.0162301698301698	0.0684352232032612
PF14480.9	DNA polymerase III polC-type N-terminus I	NA	FTvNA	Light	metaG	up	3.20972971647916	4.37454518013697	2.48642522512382	1.94330178345512	1.44767609067188	-1.27309059347533	0.0646667333088871	0.00458065250112423	0.0848780905270909	0.00537462537462538	0.0684648747403633
PF13416.9	Bacterial extracellular solute-binding protein	NA	FTvNA	Dark	metaG	up	5.73202902180666	6.54730482236661	5.52943624327104	1.00295072586622	0.441883996797296	-2.08541078685071	0.0353334595596343	0.00189972370511396	0.0789886249823589	0.00347332667332667	0.0684692746774314
PF02557.20	D-alanyl-D-alanine carboxypeptidase	proteolysis	FAvFT	Dark	metaT	down	3.42520862218662	4.51547760529357	2.65043991729998	-1.78445687714108	0.768823173531528	-2.12380544285482	0.0139909986346186	0.000483127078549261	0.0427344087049162	0.00345887445887446	0.0684767170081304
PF14697.9	4Fe-4S dicluster domain	NA	FAvNA	Light	metaG	up	0.121766284144537	2.14594936389978	-1.54822049065301	3.38528654065435	3.11083030084496	-1.02081493573718	0.0899400862989143	0.0141959878492152	0.0800327052642516	0.0156499500499501	0.0684814676023389
PF14697.9	4Fe-4S dicluster domain	NA	FAvNA	Dark	metaG	up	0.121766284144537	2.14594936389978	-1.54822049065301	3.38528654065435	3.11083030084496	-1.02081493573718	0.0899400862989143	0.0141959878492152	0.0800327052642516	0.0156499500499501	0.0684814676023389
PF20597.1	Putative Ice-binding-like adhesive domain	NA	FTvNA	Dark	metaT	down	3.70530532669027	2.58445392254407	4.68064763824083	-2.15088379124229	1.61014740159029	1.11860054264766	0.114000035385422	0.12520123449036	0.313751311698586	0.012577022977023	0.0685628748633476
PF18002.4	T6 antigen Ig like domain	NA	FAvFT	Dark	metaT	up	-0.194673304731456	-2.14886151340792	7.47817034206746	8.75300330668233	6.15119934768683	1.56016852450955	0.0146669775998307	0.00282780107045538	0.0722512114217551	0.00318614718614719	0.0685658739880662
PF13592.9	Winged helix-turn helix	NA	FTvNA	Light	metaT	down	4.72684865593749	3.6415386936363	5.16056895901561	-1.39558576737172	1.05462505844721	1.14525544293283	0.109260530129981	0.0154994153579994	0.079058698295984	0.0136127872127872	0.0685692043442371
PF08244.15	Glycosyl hydrolases family 32 C terminal	NA	FAvFT	Dark	metaT	down	5.31085303743753	7.1342444216442	4.62680059289184	-2.44616024603645	0.759629055294691	-2.79691754480057	0.0153234149354555	0.00121863381597803	0.0547840040023586	0.00345454545454545	0.0685758839129672
PF08463.13	EcoEI R protein C-terminal	DNA modification	FTvNA	Dark	metaT	up	5.04278250102142	6.23566202922705	4.51463478131447	1.43084021198951	1.20406460100846	-1.1353808415942	0.111333369707144	0.0145627201454145	0.08112192389168	0.0129382617382617	0.068594627488495
PF10431.12	C-terminal, D2-small domain, of ClpB protein	NA	FAvNA	Light	metaG	up	5.37440238706307	5.91496284755797	5.10534671435028	0.76935855628893	0.69830289863745	-0.993866524298049	0.0972685300861661	0.0121080756887041	0.0788616311877697	0.0138781218781219	0.068628883339525
PF10431.12	C-terminal, D2-small domain, of ClpB protein	NA	FAvNA	Dark	metaG	up	5.37440238706307	5.91496284755797	5.10534671435028	0.76935855628893	0.69830289863745	-0.993866524298049	0.0972685300861661	0.0121080756887041	0.0788616311877697	0.0138781218781219	0.068628883339525
PF16916.8	Dimerisation domain of Zinc Transporter	NA	FAvFT	Dark	metaT	down	2.80057035041228	3.66636143484112	2.32006948895229	-1.32824859027356	0.569281616858899	-2.24811259445743	0.00666735618442872	0.0005296889888913	0.0423394909054636	0.00318614718614719	0.0686479441718264
PF00356.24	Bacterial regulatory proteins, lacI family	regulation of transcription, DNA-templated	FAvNA	Light	metaG	up	5.09248636466801	5.65479314119847	4.30961149882262	1.25201727158148	0.810392125521088	-1.33507830066167	0.103333372972979	0.0034153292465876	0.039565726336263	0.0133578421578422	0.0686637771818355
PF00356.24	Bacterial regulatory proteins, lacI family	regulation of transcription, DNA-templated	FAvNA	Dark	metaG	up	5.09248636466801	5.65479314119847	4.30961149882262	1.25201727158148	0.810392125521088	-1.33507830066167	0.103333372972979	0.0034153292465876	0.039565726336263	0.0133578421578422	0.0686637771818355
PF14264.9	Glucosyl transferase GtrII	NA	FTvNA	Dark	metaT	down	3.89246807596324	3.29531948076564	4.79604139956133	-1.21234037044494	1.01085818065755	1.14475854713513	0.109333370479514	0.00593907718224891	0.0432297459585371	0.0133906093906094	0.0686896121099688
PF17482.5	Phage tail sheath C-terminal domain	NA	FTvNA	Light	metaT	down	4.50960999921216	3.20216287936273	4.94149594594827	-1.64398578159359	1.46537737719608	1.11413838154386	0.108594307875146	0.0109743245720456	0.0642590088344668	0.0134241758241758	0.068699840239511
PF00400.35	WD domain, G-beta repeat	NA	FTvNA	Light	metaT	down	3.42993810792106	-2.26104724999651	5.32384949464145	-6.64131165344159	4.83587423157411	1.1527662889606	0.113924085998685	0.0221594071442348	0.0948210943130436	0.0138045954045954	0.0687062161701589
PF03253.17	Urea transporter	urea transmembrane transport	FAvNA	Light	metaT	down	1.44406226882436	-1.46785075186902	2.34953543118902	-3.53594516024906	3.46069840825564	0.941169089916381	0.0946036413669069	0.0562356520138537	0.187194026850105	0.0113198801198801	0.0687136848791483
PF03253.17	Urea transporter	urea transmembrane transport	FAvNA	Dark	metaT	down	1.44406226882436	-1.46785075186902	2.34953543118902	-3.53594516024906	3.46069840825564	0.941169089916381	0.0946036413669069	0.0562356520138537	0.187194026850105	0.0113198801198801	0.0687136848791483
