FeatureID	FA4b	FA4c	FA5b	FA5c	FA6b	FA6c	FA1b	FA1c	FA2b	FA2c	FA3b	FA3c
PF01424.25	673.634	403.526	314.444	213.794	284.468	390.799	313.552	156.539	70.741	347.014	256.729	235.22
PF00224.24	175.827	445.515	344.739	384.275	338.046	281.796	254.861	209.754	256.182	321.99	246.373	173.131
PF02887.19	175.827	445.515	344.739	384.275	338.046	281.796	254.861	209.754	223.572	321.99	246.373	173.131
PF00365.23	709.977	1061.38	870.186	1042.237	1020.285	759.503	666.498	1265.69	725.939	1176.978	844.324	749.866
PF05816.14	293.803	104.69	271.12	229.828	224.796	342.642	312.093	478.961	273.533	295.866	254.635	167.7
PF10112.12	149.489	0	198.721	229.403	252.313	187.53	434.946	230.098	269.944	164.771	292.705	312.893
PF01210.26	152.356	307.523	143.6	160.993	160.981	104.29	71.312	216.853	0	201.913	145.609	287.817
PF07479.17	152.356	307.523	143.6	160.993	160.981	104.29	71.312	216.853	0	201.913	145.609	287.817
PF20618.1	152.356	307.523	143.6	160.993	160.981	104.29	71.312	216.853	0	201.913	145.609	287.817
PF00483.26	871.248	1345.737	1589.304	1375.13	1319.355	1116.391	1186.361	1318.2	1200.751	2040.24	1401.115	622.947
PF00348.20	241.625	131.13	332.23	132.536	182.376	236.177	225.862	112.524	106.957	533.342	69.652	134.6
PF02527.18	242.966	157.193	225.716	261.635	205.597	136.259	238.775	134.46	286.217	171.43	114.29	274.876
PF00215.27	67.045	0	230.858	196.938	127.728	128.539	157.433	149.519	218.26	73.838	184.56	184.139
PF01180.24	499.771	282.657	314.071	423.19	865.261	709.171	897.176	624.2	722.881	383.264	406.262	793.362
PF00175.24	149.925	534.027	307.404	291.858	358.576	412.062	85.319	251.903	220.224	470.112	249.051	256.259
PF10418.12	223.36	534.027	307.404	264.44	423.463	412.062	85.319	359.821	299.898	524.349	303.152	371.924
PF13421.9	199.89	201.259	219.162	282.11	106.689	164.944	86.522	201.846	112.864	106.208	97.343	113.512
PF00248.24	762.872	2109.73	1211.253	942.192	948.811	1343.227	1039.799	1055.544	1127.016	1395.334	1209.335	831.012
PF02786.20	1572.934	1360.405	1721.355	1632.402	1122.61	1876.79	1271.899	1373.373	1256.314	1216.351	1465.584	1640.937
PF02787.22	740.492	634.184	717.999	690.054	428.403	713.436	480.578	635.618	467.697	608.176	687.936	820.468
PF02142.25	655.898	469.249	655.408	870.5	838.691	891.667	569.252	793.854	902.447	792.341	859.016	982.615
PF00255.22	0	0	0	0	0	0	0	0	0	0	0	0
PF01832.23	563.044	656.532	639.34	555.406	521.465	481.994	978.737	452.784	453.276	505.194	544.994	386.113
PF00689.24	224.295	317.281	294.409	280.569	229.367	313.573	266.68	273.017	217.616	123.235	179.639	252.614
PF02677.17	85.498	0	224.643	219.612	269.275	234.044	200.147	107.696	121.266	94.16	320.293	201.337
PF18885.3	0	0	127.667	0	0	0	0	0	0	0	0	0
PF05382.16	0	0	0	22.198	0	0	0	0	0	0	0	0
PF10779.12	0	0	0	76.955	0	189.577	0	0	0	0	0	0
PF01844.26	183.9	452	640.221	485.506	426.798	494.001	559.258	807.96	449.96	202.531	762.44	288.649
