FeatureID	FA4b	FA4c	FA5b	FA5c	FA6b	FA6c	FA1b	FA1c	FA2b	FA2c	FA3b	FA3c
PF07288.14	0	0	0	110.711	0	0	0	104.812	0	0	0	0
PF00814.28	400.714	124.52	445.546	369.61	419.387	358.467	168.412	375.024	239.297	570.244	160.084	245.617
PF12974.10	0	0	0	8.242	26.144	20.303	0	0	0	0	0	0
PF08706.14	175.764	154.549	91.744	108.364	105.385	162.342	154.624	147.796	130.763	0	38.299	43.668
PF19263.2	317.429	154.549	160.222	152.881	126.177	142.529	618.167	174.13	286.426	237.579	142.313	154.954
PF03288.19	38.276	154.549	58.737	118.442	121.017	143.574	475.106	118.161	21.536	93.404	72.97	37.063
PF08534.13	310.105	566.07	272.736	170.914	172.179	286.36	0	192.751	156.935	156.395	104.266	111.457
PF17900.4	24.593	0	17.786	10.224	21.601	50.353	57.414	0	12.667	0	18.034	0
PF01433.23	100.023	0	97.722	62.411	174.691	146.56	145.687	27.56	143.704	30.963	176.882	0
PF11838.11	24.593	0	17.786	10.224	21.601	50.353	57.414	0	12.667	0	18.034	0
PF16916.8	97.56	159.648	257.289	146.864	23.166	328.715	258.436	155.743	81.912	174.691	135.905	83.006
PF09250.14	0	0	0	0	69.045	80.489	0	0	0	0	28.79	0
PF08708.14	0	0	0	0	69.045	80.489	0	0	0	0	28.79	0
PF00275.23	583.086	594.209	727.208	588.945	538.647	566.471	399.272	573.66	479.464	640.443	612.666	418.307
PF09515.13	202.352	179.352	298.714	246.649	175.953	121.522	207.843	483.307	183.428	293.395	163.002	348.487
PF03180.17	76.396	675.166	273.334	359.619	166.429	256.246	174.139	127.935	155.599	332.15	168.277	299.804
PF09383.13	123.306	249.04	311.212	358.771	187.687	209.859	421.267	242.351	31.017	677.311	158.459	0
PF12558.11	291.652	36.827	264.328	227.828	152.486	112.245	149.481	160.258	188.257	241.183	200.751	271.818
PF01032.21	123.867	253.636	179.048	216.893	234.719	255.841	146.964	299.09	159.51	135.833	297.167	47.827
PF01497.21	366.584	244.004	347.27	135.826	121.236	201.606	637.536	134.447	216.682	199.579	322.433	52.279
PF01638.20	2248.936	343.973	1225.276	1506.281	2252.521	1872.609	2736.394	1214.915	1490.638	1609.707	2618.335	2145.552
PF00903.28	106.537	0	172.516	95.681	69.841	325.602	185.629	158.405	73.494	174.691	0	186.757
PF00578.24	137.613	0	124.729	133.783	60.591	212.866	0	115.225	142.126	151.555	50.52	108.008
PF03717.18	962.138	1243.88	989.525	858.259	905.691	688.121	502.135	788.621	457.959	808.853	781.629	1006.614
PF02132.18	313.253	419.705	132.119	260.882	321.604	321.507	488.785	87.208	161.763	229.993	153.332	286.839
PF13662.9	313.253	419.705	132.119	260.882	321.604	321.507	488.785	87.208	161.763	229.993	153.332	286.839
PF01820.24	240.223	242.619	249.266	390.881	341.655	163.43	70.29	168.884	154.713	198.411	220.478	327.546
PF07478.16	240.223	242.619	249.266	390.881	237.683	163.43	70.29	168.884	154.713	198.411	220.478	327.546
PF12911.10	373.129	240.479	173.002	295.537	249.047	274.054	278.936	197.279	254.781	263.221	153.012	303.743
PF16658.8	156.969	118.54	284.329	298.732	292.853	268.274	183.367	312.152	263.264	344.371	301.321	275.854
PF00154.24	368.236	338.433	275.854	286.369	87.133	263.476	132.519	350.256	349.747	191.443	83.601	133.573
PF01928.24	229.376	251.307	83.156	155.521	210.565	327.223	312.895	0	192.764	0	22.84	195.319
PF01513.24	204.378	275.229	296.398	241.68	179.988	361.325	124.604	94.164	201.89	300.123	112.551	320.843
PF20143.2	204.378	275.229	296.398	241.68	179.988	361.325	124.604	94.164	201.89	300.123	112.551	320.843
PF00160.24	127.763	318.351	21.651	65.969	0	0	256.94	355.554	178.069	0	65.761	0
PF03601.17	0	120.932	0	16.631	0	40.969	0	37.608	0	0	0	0
PF03595.20	0	258.294	69.54	0	0	0	0	53.541	0	0	0	0
PF02568.17	245.303	269.815	560.828	326.184	349.107	332.576	78.169	469.266	374.454	586.584	526.697	346.286
PF00999.24	157.437	348.757	268.713	171.659	300.36	121.607	408.61	224.5	42.767	115.58	432.329	144.361
PF00579.28	486.898	152.912	492.407	416.706	453.298	774.112	739.488	431.318	572.465	292.262	472.893	274.876
PF05343.17	61.653	0	22.091	16.631	52.658	0	206.493	75.882	31.661	0	44.432	0
PF00085.23	0	399.686	0	325.699	86.309	532.816	343.025	82.067	454.612	213.893	394.877	152.434
PF00166.24	0	0	277.131	154.56	0	0	639.98	91.58	112.961	481.783	0	343.35
PF00118.27	191.38	155.178	409.894	627.115	689.925	420.124	445.232	329.351	326.73	778.645	232.482	853.813
PF13426.10	33.663	0	37.312	0	19.021	0	0	0	17.931	0	0	0
PF02223.20	191.505	391.376	347.157	160.214	167.335	364.993	57.341	183.238	50.621	527.301	228.5	150.306
PF04468.15	0	381.115	224.948	237.169	231.315	242.17	430.021	275.758	235.354	226.594	119.222	200.701
PF06156.16	0	0	0	0	0	130.437	0	0	0	0	66.333	0
PF18376.4	0	0	0	0	0	0	76.236	0	0	0	0	0
PF01070.21	0	60.309	43.934	34.145	26.899	40.863	431.225	51.466	0	0	44.878	0
PF00081.25	200.762	0	54.59	0	0	0	116.615	42.032	0	0	0	0
PF02777.21	200.762	0	54.59	0	0	0	116.615	42.032	0	0	0	0
PF02554.17	0	0	68.014	42.352	31.949	24.356	30.969	141.454	25.254	29.144	9.715	0
PF13722.9	0	0	68.014	42.352	31.949	24.356	30.969	106.73	25.254	29.144	9.715	0
PF02255.19	87.306	807.807	393.758	137.064	392.406	326.519	240.781	319.812	469.162	213.893	653.047	457.278
PF01653.21	346.884	284.546	346.592	420.411	290.932	247.054	218.604	151.163	165.739	292.159	358.729	272.258
PF03120.19	346.884	284.546	346.592	420.411	290.932	247.054	218.604	151.163	165.739	292.159	358.729	272.258
PF03119.19	0	64.652	11.503	29.816	12.846	0	36.586	0	16.289	0	5.733	0
PF12826.10	530.94	622.475	412.787	685.345	460.613	514.134	280.723	212.142	335.84	604.4	554.011	532.113
PF00533.29	311.071	284.546	242.689	340.807	259.381	148.991	370.601	271.843	128.735	292.159	295.966	244.149
PF17912.4	333.7	169.657	365.802	388.665	344.331	306.215	197.01	354.001	418.106	309.082	316.403	395.556
PF01855.22	559.429	270.885	446.495	481.957	607.925	574.745	789.534	623.613	614.975	708.343	578.189	530.156
PF17147.7	236.701	202.644	251.333	320.159	497.352	402.934	498.269	379.773	374.052	333.832	302.877	285.028
PF01558.21	286.166	491.786	647.826	487.064	617.463	889.342	494.256	470.701	350.858	577.727	403.035	456.715
PF10371.12	178.507	202.644	251.333	320.159	451.254	402.934	366.26	312.165	266.145	276.609	302.877	285.028
PF12838.10	406.699	705.887	752.238	742.172	1019.338	956.395	817.073	1005.2	602.774	943.244	945.432	942.151
PF19293.2	142.818	144.224	258.882	207.786	140.958	48.861	501.114	193.912	109.758	78.644	312.627	336.28
PF02457.19	142.818	144.224	258.882	207.786	140.958	48.861	501.114	193.912	109.758	78.644	312.627	336.28
PF07949.15	815.454	580.171	624.887	478.753	442.704	425.903	697.759	461.031	372.619	922.236	351.543	412.583
PF02878.19	613.04	798.113	738.937	795.726	786.966	651.417	841.33	615.3	535.831	539.487	675.269	831.991
PF02879.19	613.04	798.113	738.937	795.726	786.966	651.417	841.33	615.3	535.831	539.487	675.269	831.991
PF02880.19	613.04	798.113	738.937	795.726	786.966	651.417	841.33	615.3	535.831	539.487	675.269	831.991
PF00408.23	486.336	542.336	483.016	594.667	627.577	502.788	714.246	463.746	395.652	295.008	462.629	547.868
PF02367.20	143.317	560.215	51.957	156.889	188.428	196.103	0	232.147	74.009	473.476	52.614	0
PF20037.2	0	0	0	104.936	574.054	0	0	316.341	0	0	0	296.526
PF05135.16	111.711	0	406.776	217.205	288.063	229.31	261.464	168.532	371.798	590.806	189.686	598.288
PF08951.13	0	0	73.856	0	0	0	0	85.29	0	0	0	0
PF01416.23	671.078	1182.879	1007.955	934.426	667.939	577.497	783.734	455.133	389.101	1393.137	829.597	794.488
PF07155.15	57.726	639.095	505.673	511.937	100.774	713.308	550.613	524.842	110.707	127.148	232.161	180.225
PF06418.17	599.669	77.998	343.462	289.858	263.813	291.009	384.645	291.56	249.92	213.001	333.555	227.367
PF06210.14	71.409	0	0	0	31.441	0	0	0	0	0	0	0
PF11151.11	0	0	0	0	0	0	0	0	160.154	0	0	0
PF05014.18	0	0	0	0	0	88.87	0	0	0	0	0	0
PF03006.23	0	193.39	208.292	279.27	252.587	262.089	329.2	256.445	147.004	316.394	245.915	225.483
PF00216.24	0	403.526	154.312	533.243	198.886	231.805	0	285.753	174.946	248.735	83.829	533.777
PF00916.23	0	0	0	10.38	32.91	40.991	21.886	76.612	38.598	0	127.85	29.332
PF01740.24	167.567	0	341.055	196.557	254.262	155.646	21.886	444.537	38.598	184.543	225.719	160.85
PF04586.20	0	0	37.109	0	136.113	72.171	0	44.159	0	0	0	0
PF00877.22	1018.71	988.607	1238.022	1273.519	1079.476	1280.184	1015.469	1227.716	1357.123	897.177	1328.935	1064.52
PF01476.23	1567.199	1506.581	1478.666	1106.024	1079.325	1306.437	952.182	1178.39	846.047	1028.822	1147.465	1728.493
PF03838.17	557.496	0	67.675	279.833	236.819	0	0	210.903	227.612	138.682	231.166	197.692
PF05697.16	193.749	386.844	242.293	231.187	347.46	397.879	311.582	285.205	125.129	320.205	264.739	456.3
PF00254.31	370.355	612.277	530.397	380.137	508.907	639.537	518.258	531.654	284.559	482.263	394.396	641.099
PF05698.17	370.355	612.277	530.397	380.137	528.889	639.537	518.258	531.654	284.559	482.263	394.396	641.099
PF01807.23	857.159	897.326	859.881	667.987	724.495	946.094	835.239	906.665	759.016	392.12	736.831	714.222
PF08275.14	51.305	211.017	208.721	257.28	169.736	239.76	225.279	248.367	162.922	154.37	147.05	316.048
PF13155.9	536.332	211.017	663.748	872.638	823.554	729.559	931.245	1125.149	1229.611	845.137	854.336	840.137
PF10410.12	51.305	141.517	208.721	257.28	169.736	239.76	225.279	248.367	162.922	154.37	147.05	316.048
PF03979.17	56.011	339.377	261.379	393.444	176.955	336.542	219.734	213.017	316.155	431.802	257.496	206.866
PF00140.23	105.851	339.377	261.379	393.444	176.955	404.725	304.469	213.017	316.155	431.802	257.496	206.866
PF04542.17	2748.083	3102.744	3609.124	4133.763	4268.224	4097.501	2869.46	4004.188	4404.488	3980.621	3910.458	4696.788
PF04539.19	611.014	760.215	813.924	942.33	926.387	785.266	483.715	653.508	755.701	1264.719	931.449	1136.125
PF01327.24	374.22	0	280.544	242.017	278.937	411.294	296.554	274.766	170.021	139.54	297.419	149.181
PF12344.11	189.105	189.55	254.554	450.504	328.823	264.734	255.481	384.941	250.033	377.977	286.915	208.359
PF02151.22	440.081	527.48	525.561	813.024	586.502	629.876	432.757	577.927	547.823	777.684	593.042	549.213
PF07977.16	68.355	0	0	59.346	0	191.603	0	60.001	144.605	157.837	0	0
PF13561.9	167.255	1071.516	289.222	414.827	162.875	344.114	380.742	296.062	167.912	455.797	319.229	132.594
PF03332.16	82.131	0	0	22.812	72.325	56.197	0	0	0	0	0	64.462
PF02441.22	177.853	414.732	241.344	411.442	370.791	317.433	60.186	393.632	243.53	198.583	303.816	536.101
PF01361.24	0	0	0	0	284.125	0	0	0	69.679	0	0	0
PF09945.12	0	0	0	0	0	0	0	64.92	0	0	0	0
PF06966.15	0	0	0	0	0	0	0	0	0	0	0	0
PF03992.19	0	0	0	0	96.314	0	0	0	0	0	0	0
PF01987.20	0	0	33.188	74.964	0	122.034	104.359	226.34	91.07	0	65.475	136.826
PF00265.21	0	0	0	28.855	46.208	72.534	0	0	56.48	0	0	0
PF11967.11	285.948	157.193	200.958	244.372	278.292	215.063	0	315.297	142.786	94.572	395.518	112.216
PF02565.18	285.948	157.193	200.958	244.372	278.292	215.063	0	315.297	142.786	94.572	395.518	112.216
PF17827.4	0	0	259.887	186.904	156.136	318.457	165.421	88.774	130.843	233.528	25.952	83.202
PF01300.21	235.454	238.842	277.425	216.599	288.997	236.582	0	284.305	95.255	215.026	248.524	296.184
PF00464.22	150.954	203.211	200.642	216.642	232.605	205.444	117.345	188.627	207.733	249.353	322.845	177.705
PF13702.9	0	69.94	47.403	17.228	45.577	77.439	0	43.206	35.33	0	49.055	53.967
PF08032.15	77.238	501.606	118.683	333.041	328.508	85.309	194.164	243.174	211.323	183.067	213.601	162.709
PF00258.28	253.002	0	559.686	338.045	447.15	229.246	116.944	439.696	345.852	439.801	476.36	245.788
PF03631.18	218.747	147.246	157.114	243.013	305.204	124.721	85.319	181.437	94.129	240.909	147.405	343.35
PF02603.19	298.759	671.767	168.595	285.503	146.241	273.009	155.39	333.449	103.191	365.585	279.82	259.879
PF07475.15	298.759	671.767	168.595	285.503	146.241	273.009	155.39	333.449	103.191	365.585	279.82	259.879
PF01790.21	288.598	0	209.264	361.645	145.226	169.274	278.607	120.171	101.983	363.251	175.28	194.17
PF12732.10	0	0	40.07	30.699	0	75.626	138.975	46.273	0	0	0	0
PF02705.19	15.211	0	11.21	17.176	0	0	0	64.542	15.967	34.053	0	0
PF00364.25	325.222	0	339.078	87.691	266.613	292.801	440.089	233.817	229.076	184.543	305.429	156.52
PF02817.20	38.993	0	0	10.83	37.37	13.329	58.472	43.102	45.938	0	28.756	0
PF00198.26	38.993	0	0	10.83	27.269	13.329	58.472	43.102	45.938	0	28.756	0
PF01145.28	637.321	386.781	468.801	377.73	515.152	609.445	524.787	417.342	368.965	554.831	545.532	353.674
PF12706.10	446.097	729.746	651.329	540.359	632.779	172.366	434.034	487.73	455.787	804.939	532.67	620.452
PF17768.4	104.947	55.209	292.454	341.629	198.351	71.809	164.108	134.708	133.853	386.834	141.272	119.726
PF10141.12	0	55.209	15.21	7.766	24.634	0	0	0	14.438	0	0	0
PF05066.16	0	0	0	62.584	48.665	75.626	0	0	0	0	40.576	0
PF02618.19	243.028	0	242.293	197.648	284.152	457.297	351.013	214.635	0	0	44.615	95.385
PF03449.18	260.545	947.436	544.025	729.558	614.938	472.652	301.624	289.198	339.14	596.299	555.384	522.034
PF01272.22	260.545	947.436	544.025	729.558	614.938	472.652	301.624	289.198	339.14	596.299	555.384	522.034
PF05848.14	0	0	0	0	0	0	0	57.234	0	0	75.613	0
PF17727.4	0	0	0	0	0	0	0	57.234	0	0	75.613	0
PF02482.22	585.767	456.217	124.175	127.74	331.691	352.986	400.84	191.198	322.352	125.741	167.659	178.244
PF16321.8	585.767	456.217	124.175	127.74	331.691	352.986	400.84	191.198	322.352	125.741	167.659	178.244
PF00676.23	0	0	65.607	30.786	27.804	75.839	129.71	36.708	0	0	23.686	43.497
PF13612.9	284.951	284.294	168.607	48.81	173.113	387.152	251.724	150.302	110.144	77.065	24.373	111.164
PF03099.22	190.227	256.658	275.414	179.104	223.836	260.895	74.376	106.417	65.623	244.959	116.086	398.394
PF10437.12	0	0	22.555	0	0	0	0	0	0	0	0	0
PF02901.18	415.644	507.02	592.027	517.599	551.863	482.676	331.79	392.105	342.697	558.813	407.006	525.165
PF01228.24	800.462	507.02	825.122	1126.378	551.863	838.136	331.79	662.617	463.319	558.813	642.452	525.165
PF06071.16	310.136	0	318.026	323.172	267.738	232.445	132.519	177.836	206.671	250.246	334.002	289.089
PF01098.22	323.85	308.845	446.969	544.48	530.481	618.338	498.014	515.943	418.525	711.295	620.974	583.976
PF00289.25	91.95	92.037	141.871	22.535	47.965	43.678	79.154	19.287	65.43	0	8.182	0
PF02785.22	91.95	92.037	141.871	22.535	47.965	43.678	79.154	19.287	65.43	0	8.182	0
PF00682.22	345.17	88.197	673.861	375.298	473.514	332.192	228.781	598.584	712.129	711.089	365.961	458.257
PF02436.21	123.337	88.197	323.258	152.742	261.796	190.302	176.036	358.347	406.598	405.679	154.122	161.706
PF00285.24	364.558	550.583	511.006	327.535	520.532	248.632	216.123	400.522	421.985	250.486	458.853	517.288
PF00330.23	383.571	310.419	399.069	491.852	453.559	473.505	264.71	502.776	426.299	413.197	485.08	539.256
PF00694.22	189.666	255.902	151.069	357.031	123.034	242.298	180.194	237.301	106.04	0	138.194	99.446
PF00574.26	671.982	906.454	996.271	1357.426	1047.321	690.147	1303.779	906.208	933.061	617.513	1088.065	902.373
PF00398.23	323.632	142.273	118.536	170.17	174.169	298.282	248.916	225.518	241.792	311.176	133.365	533.703
PF08207.15	332.796	0	321.89	552.315	270.538	564.892	119.789	300.342	199.653	492.15	347.756	304.599
PF01132.23	332.796	0	321.89	552.315	270.538	564.892	119.789	300.342	199.653	492.15	347.756	304.599
PF09285.14	332.796	0	321.89	552.315	270.538	564.892	119.789	300.342	199.653	492.15	347.756	304.599
PF02446.20	250.727	509.916	229.705	217.032	204.293	259.85	148.386	176.896	216.682	602.889	155.049	99.519
PF00343.23	300.536	296.192	461.772	513.426	341.6	541.774	384.061	575.852	454.644	374.098	565.762	745.218
PF00854.24	41.736	246.963	0	0	36.903	42.825	0	0	0	0	0	0
PF01654.20	42.235	0	30.781	0	0	59.545	52.417	17.643	0	46.513	16.443	35.155
PF02322.18	0	0	22.091	0	0	0	0	52.406	0	0	0	0
PF06912.14	0	193.39	0	0	83.564	0	0	0	0	0	34.523	0
PF02504.18	124.054	248.348	122.876	134.527	172.646	191.07	135.109	257.188	111.641	203.114	202.605	289.505
PF14437.9	240.347	237.079	175.974	179.346	103.382	262.601	0	133.664	272.809	323.225	193.943	276.417
PF01055.29	30.11	52.251	16.882	52.663	30.453	6.59	17.618	75.712	26.542	0	42.578	0
PF03061.25	302.281	0	316.952	320.003	234.554	91.152	178.808	343.601	68.794	649.231	307.786	229.055
PF02746.19	0	0	40.94	0	0	0	0	21.636	83.36	0	20.734	0
PF13378.9	47.003	0	40.94	6.502	20.654	0	0	21.636	83.36	0	20.734	0
PF00378.23	110.932	469.752	202.732	288.023	259.408	430.574	0	301.295	62.146	439.148	218.853	280.82
PF00710.23	0	0	0	25.92	0	44.019	0	51.649	33.222	0	0	0
PF17763.4	0	0	0	25.92	0	44.019	0	51.649	33.222	0	0	0
PF13840.9	0	104.124	0	0	0	34.849	179.537	64.385	26.558	0	37.395	76.131
PF01281.22	345.42	0	287.493	267.565	121.182	94.159	223.528	172.459	213.19	0	227.344	324.024
PF03948.17	345.42	0	287.493	267.565	121.182	94.159	223.528	172.459	213.19	0	227.344	324.024
PF00772.24	257.21	281.524	286.962	253.324	329.564	191.987	108.809	366.868	203.951	309.014	162.407	292.539
PF03796.18	257.21	281.524	286.962	253.324	329.564	191.987	108.809	366.868	203.951	309.014	162.407	292.539
PF02390.20	0	193.39	397.894	226.079	63.239	294.848	96.517	160.18	179.195	0	135.745	112.729
PF07319.14	0	0	0	0	0	0	0	0	0	0	0	0
PF01695.20	2183.293	2344.48	1676.347	2268.954	2390.789	1836.95	1721.289	2030.783	6224.109	941.219	2307.104	1902.284
PF13599.9	235.734	50.992	36.058	125.056	182.664	223.658	327.851	223.352	297.645	81.733	120.812	0
PF14714.9	93.384	377.275	340.287	324.972	329.276	386.555	411.856	274.727	170.053	155.228	293.082	219.905
PF13151.9	0	0	32.894	0	0	0	0	28.252	0	0	31.788	0
PF16555.8	0	0	0	0	0	58.756	0	0	0	0	0	0
PF04172.19	179.91	181.681	228.282	24.985	198.035	306.684	0	296.976	23.033	198.137	132.095	141.205
PF03788.17	0	0	119.576	293.165	101.652	338.526	0	138.088	85.163	351.133	181.63	517.753
PF02576.20	134.06	270.759	48.601	55.857	118.258	183.456	310.78	195.374	137.137	0	147.966	157.841
PF17384.5	134.06	270.759	48.601	55.857	118.258	183.456	310.78	195.374	137.137	0	147.966	157.841
PF08529.14	196.024	318.099	267.899	177.823	259.957	234.449	547.95	185.261	285.428	275.648	201.85	230.792
PF13184.9	196.024	318.099	267.899	177.823	259.957	234.449	547.95	185.261	285.428	275.648	201.85	230.792
PF04296.16	190.632	0	153.758	0	102.805	0	534.709	0	115.375	0	342.858	0
PF01248.29	0	0	0	49.754	39.442	245.134	209.63	160.284	92.503	0	131.523	210.903
PF04760.18	278.873	479.069	801.584	598.953	462.301	733.356	675.253	624.121	812.889	519.097	341.817	568.075
PF11987.11	169.437	239.535	405.566	306.887	238.616	366.678	337.626	312.061	426.846	266.791	180.578	294.373
PF02033.21	173.177	349.765	156.945	119.463	0	228.712	0	248.158	44.714	190.722	127.14	135.921
PF20511.1	157.935	492.541	441.997	443.639	397.731	284.419	232.1	484.546	304.324	385.358	402.521	297.382
PF08545.13	0	0	47.098	0	28.82	88.038	38.738	27.103	66.444	0	23.767	51.937
PF08541.13	0	0	47.098	0	28.82	88.038	38.738	27.103	66.444	0	23.767	51.937
PF00698.24	199.079	150.771	144.346	191.38	180.798	176.034	209.01	133.755	153.683	246.676	210.123	195.319
PF00109.29	249.636	252.125	144.346	178.212	202.797	222.272	190.371	193.769	135.753	246.676	247.071	234.706
PF02801.25	249.636	252.125	144.346	178.212	202.797	222.272	190.371	193.769	135.753	246.676	247.071	234.706
PF17848.4	0	0	0	19.973	31.661	98.062	84.151	30.105	0	0	52.522	0
PF01039.25	374.033	346.932	309.63	573.811	237.738	293.59	335.876	353.049	410.316	612.432	492.952	432.203
PF03255.17	110.433	0	56.251	0	48.624	54.47	84.151	33.328	0	84.136	0	0
PF05532.15	0	0	0	0	0	0	0	0	0	0	0	0
PF13302.10	2192.145	2506.961	1585.767	1267.545	2049.724	2431.018	2306.846	1461.768	2045.816	1679.632	1810.467	1113.741
PF03372.26	342.365	313.315	296.567	204.228	117.202	169.935	374.905	134.121	149.289	363.972	258.091	97.464
PF09334.14	990.159	674.222	664.075	808.66	870.778	932.039	587.709	989.593	596.754	562.967	871.912	847.917
PF19303.2	452.112	252.125	221.886	262.596	344.921	311.398	165.311	323.022	162.359	155.64	258.342	305.602
PF06177.14	118.07	0	128.413	180.359	263.594	161.575	414.519	197.723	185.07	130.032	195.041	0
PF01960.21	254.654	102.865	194.901	106.096	156.973	316.538	0	224.369	131.439	281.861	130.882	219.857
PF00202.24	52.489	106.012	314.918	195.648	404.291	269.661	180.303	140.202	81.493	173.387	288.666	318.348
PF14622.9	269.865	0	173.748	225.092	98.853	215.831	210.542	131.08	277.734	198.137	82.559	317.712
PF00035.29	269.865	0	173.748	225.092	98.853	215.831	210.542	131.08	277.734	198.137	82.559	317.712
PF02463.22	828.016	412.213	786.793	667.658	566.616	590.378	639.178	676.58	484.131	694.989	642.452	1021.365
PF06470.16	299.912	300.284	226.993	200.315	235.542	273.606	276.346	302.417	140.114	240.909	244.165	299.266
PF00884.26	594.65	902.929	931.048	916.194	587.723	842.231	584.135	764.636	675.382	662.722	1098.215	800.653
PF17255.5	0	0	0	0	0	0	0	0	78.322	0	0	0
PF07907.14	108.501	277.747	79.732	98.071	161.722	150.484	128.689	22.719	0	90.109	0	0
PF01613.21	1280.72	682.532	638.458	538.1	678.246	489.906	623.566	404.75	363.702	645.695	513.309	265.261
PF13556.9	457.941	462.45	538.827	601.749	609.133	665.748	334.964	548.997	439.9	336.132	650.416	606.826
PF13603.9	192.534	104.375	231.581	326.072	260.478	352.133	180.267	370.169	238.879	251.687	347.779	271.182
PF00561.23	631.617	655.714	469.637	339.638	464.085	690.872	873.174	377.555	729.996	663.58	532.67	211.001
PF03315.18	0	0	76.783	12.822	0	0	0	81.584	0	0	0	0
PF01842.28	141.665	199.497	283.278	246.649	235.542	142.38	418.714	425.733	160.685	531.386	321.895	225.312
PF13437.9	248.358	314.133	373.373	372.146	273.955	463.524	311.181	387.342	269.139	353.948	184.274	315.07
PF03313.18	0	0	175.409	33.418	42.901	33.526	57.487	173.477	125.065	130.032	61.47	0
PF00403.29	618.433	589.488	582.942	725.896	718.594	716.272	459.64	426.151	774.05	799.722	783.723	470.342
PF09586.13	0	0	0	6.528	19.543	0	0	0	0	0	16.294	14.018
PF16285.8	0	0	0	0	0	27.128	0	49.809	0	0	0	0
PF03054.19	140.855	311.3	290.024	319.908	228.351	290.966	23.746	269.637	140.42	478.934	175.085	389.391
PF20259.1	140.855	229.966	246	252.536	228.351	235.857	0	227.149	88.189	344.851	145.403	357.466
PF20258.1	140.855	229.966	246	252.536	175.459	194.76	0	189.437	88.189	344.851	145.403	357.466
PF08459.14	250.976	337.929	206.597	362.519	257.679	365.142	177.276	140.58	233.149	330.777	306.127	340.855
PF00633.26	448.996	511.301	593.394	479.282	338.512	184.309	484.919	568.766	524.065	325.697	882.234	706.075
PF14815.9	126.517	139.881	283.527	192.384	206.558	118.494	204.159	173.843	298.16	114.413	288.723	237.006
PF00842.24	313.066	91.029	210.529	212.011	179.261	178.124	185.629	250.833	263.538	168.272	240.217	275.12
PF19258.2	28.302	108.971	93.123	33.149	23.783	132.612	106.293	68.522	15.178	15.31	15.894	7.266
PF13742.9	76.272	103.872	149.171	185.311	203.813	228.584	120.081	183.029	79.675	113.28	197.719	201.753
PF02601.18	76.272	103.872	149.171	185.311	203.813	228.584	120.081	183.029	79.675	113.28	197.719	242.021
PF01728.22	209.895	423.923	118.096	159.348	215.643	148.394	0	58.578	273.855	239.158	102.744	164.74
PF01795.22	199.827	120.932	143.961	194.003	146.626	318.99	155.901	138.27	136.911	73.357	171.16	209.092
PF10555.12	245.179	249.103	211.716	187.969	217.605	209.71	144.337	168.806	127.688	67.522	337.743	288.649
PF00953.24	245.179	249.103	211.716	193.094	217.605	209.71	279.811	215.326	127.688	67.522	337.743	288.649
PF01245.23	361.378	364.936	163.77	275.175	159.114	370.901	639.944	151.959	93.308	0	265.334	141.817
PF01883.22	0	0	67.867	0	0	0	0	72.502	0	0	68.725	0
PF09922.12	0	0	35.877	0	0	0	0	0	0	0	0	0
PF07730.16	71.16	413.473	231.344	237.186	150.317	219.115	0	101.262	183.75	352.678	183.358	139.64
PF00196.22	539.792	145.735	585.62	626.786	550.23	569.926	745.725	448.856	513.522	374.785	564.939	800.09
PF00390.22	392.049	0	158.278	242.338	224.714	335.092	497.868	373.745	157.9	117.983	146.181	127.09
PF03949.18	392.049	0	158.278	242.338	224.714	335.092	436.004	351.613	157.9	117.983	146.181	127.09
PF03390.18	0	0	0	0	42.956	77.119	0	0	25.19	53.722	0	0
PF00892.23	1764.657	1083.414	1101.994	788.082	1486.113	962.793	2233.383	1277.904	1728.696	896.216	1050.453	1005.415
PF16069.8	86.589	0	31.391	0	0	59.247	0	0	0	0	0	0
PF04464.17	107.067	556.941	198.969	136.839	72.613	188.063	128.653	205.918	282.144	302.698	171	151.015
PF01676.21	616.095	515.015	409.397	837.143	694.275	467.854	539.341	770.287	644.639	534.201	528.505	566.436
PF04266.17	139.452	0	0	46.542	0	0	0	0	259.61	0	30.758	0
PF01268.22	37.31	75.354	135.294	165.737	320.15	127.622	0	171.833	279.231	246.607	136.775	175.675
PF01040.21	0	133.648	0	18.622	60.014	0	0	0	0	0	24.682	0
PF05167.15	182.684	184.451	182.528	203.016	160.912	156.243	106.876	238.998	235.949	150.765	192.959	251.219
PF02899.20	578.068	402.771	1129.362	769.105	835.398	611.791	1425.83	883.202	1684.191	1087.762	402.292	750.82
PF01076.22	1669.465	1158.705	964.462	1252.62	1153.05	1129.273	1598.765	1914.161	1646.188	1029.062	941.084	839.232
PF02486.22	0	0	10.068	46.3	79.914	114.058	0	0	0	0	10.012	0
PF00728.25	243.402	377.527	393.995	179.952	193.026	155.838	161.554	176.074	112.623	188.697	290.863	244.516
PF08876.14	388.402	0	246.418	142.371	192.395	395.96	0	142.276	198.559	320.822	249.531	76.205
PF18994.3	49.31	0	13.402	6.848	16.276	50.609	0	30.966	12.732	54.306	63.347	212.811
PF06463.16	65.954	0	0	0	0	0	0	0	0	0	0	0
PF06277.14	0	0	0	0	0	29.943	0	0	0	0	0	0
PF05857.14	255.309	326.598	191.466	181.19	213.598	110.645	298.779	101.55	205.335	178.09	133.571	253.837
