FeatureID	NA4a	NA4b	NA4c	NA5a	NA5b	NA5c	NA6a	NA6b	NA6c	NA1a	NA1b	NA1c	NA2a	NA2b	NA2c	NA3a	NA3b	NA3c
PF04434.20	0	0	0	213.509	53.49	42.794	84.191	371.979	182.413	476.42	0	256.775	298.771	0	374.748	95.36	0	159.526
PF08455.13	0	50.329	289.499	15.772	11.408	85.734	15.234	51.041	0	32.38	33.25	101.816	29.642	0	74.277	62.901	62.988	159.526
PF00176.26	712.587	564.543	1658.317	483.399	260.253	976.106	539.114	1065.45	521.248	1277.305	904.272	681.81	1484.301	1238.94	542.916	1247.668	775.802	560.317
PF14506.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14507.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04321.20	0	180.614	0	0	500.869	163.687	162.206	307.541	216.944	160.325	201.803	208.946	152.526	0	326.406	0	217.768	576.183
PF09168.13	0	0	0	0	0	0	15.843	30.706	13.089	0	0	0	0	0	0	0	0	0
PF02129.21	0	117.049	372.779	0	57.955	0	310.358	589.911	117.14	136.1	93.924	186.508	129.821	0	114.821	0	194.067	122.484
PF08530.13	0	117.049	118.972	0	19.032	0	15.843	30.706	13.089	44.349	0	130.722	0	0	114.821	0	194.067	0
PF07722.16	0	407.17	0	0	339.093	586.485	52.638	0	234.721	0	0	74.401	0	0	108.583	0	256.637	326.646
PF02852.25	148.683	90.653	151.21	31.869	160.567	308.804	461.707	427.966	154.488	174.059	143.848	205.488	241.124	121.645	95.287	243.542	52.877	88.344
PF00749.24	373.49	575.548	524.245	502.093	657.068	536.865	922.844	1189.824	553.987	403.339	250.063	388.537	463.533	488.125	337.445	325.071	386	272.133
PF19269.2	0	208.318	524.245	125.097	499.835	536.865	315.63	370.06	171.935	191.488	69.096	287.649	0	245.298	167.963	0	124.817	199.408
PF01569.24	392.678	227.018	0	0	543.438	490.842	131.443	231.034	116.967	138.818	71.275	307.641	200.097	74.922	359.974	212.543	0	652.18
PF09314.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01196.22	0	997.185	0	313.663	475.713	0	170.912	106.992	537.673	276.443	701.17	0	0	298.299	152.821	131.641	0	227.374
PF01193.27	219.774	638.959	266.472	503.283	901.116	761.917	520.197	348.802	643.643	582.238	153.838	398.829	273.448	432.5	387.387	144.777	484.935	259.662
PF01000.29	219.774	638.959	266.472	503.283	901.116	761.917	520.197	348.802	643.643	582.238	153.838	398.829	273.448	432.5	387.387	144.777	484.935	259.662
PF03118.18	373.28	638.959	266.472	1405.476	1029.955	1236.611	570.742	348.802	729.823	645.567	279.959	495.021	471.778	641.314	788.726	144.777	608.128	343.376
PF00411.22	529.617	388.701	0	682.245	500.44	935.441	493.05	267.423	413.075	0	516.041	243.925	0	252.244	1027.191	0	114.52	309.483
PF00416.25	572.922	208.549	0	0	425.363	1184.201	557.478	290.601	422.278	259.514	199.061	152.401	354.651	278.899	0	379.77	630.531	0
PF01176.22	0	702.755	0	494.139	356.156	0	347.582	0	0	217.74	223.595	0	0	469.909	0	634.711	0	0
PF13518.9	488.095	1154.251	0	749.23	4950.929	664.879	932.14	107.914	517.079	411.089	325.868	362.894	1980.683	616.563	491.702	777.542	479.647	2775.84
PF00406.25	0	0	398.492	170.953	242.469	0	268.986	566.919	516.639	148.546	68.876	305.364	0	79.399	257.506	0	144.483	381.961
PF05191.17	0	0	398.492	170.953	242.469	0	133.632	0	293.15	148.546	68.876	218.985	0	79.399	257.506	0	144.483	381.961
PF00344.23	471.423	342.758	0	735.351	480.53	448.415	437.025	706.572	621.304	181.927	289.655	463.641	0	185.813	196.648	331.465	375.934	628.288
PF00828.22	0	348.992	0	427.776	490.358	330.678	315.449	493.29	419.714	108.131	610.724	127.516	296.743	0	186.102	317.356	842.826	559.946
PF00333.23	1450.444	603.636	501.73	576.599	532.265	1424.374	441.421	509.677	1170.461	283.883	195.486	84.833	522.424	609.05	160.002	272.595	0	729.288
PF03719.18	1450.444	603.636	501.73	576.599	532.265	1424.374	441.421	509.677	1170.461	283.883	195.486	84.833	522.424	609.05	160.002	272.595	0	729.288
PF00861.25	852.462	0	682.234	745.28	430.726	0	678.597	705.17	856.969	261.708	132.707	0	0	850.694	0	0	0	506.112
PF00347.26	768.16	848.816	0	1442.459	1496.815	1329.758	718.38	2024.978	1008.138	528.9	1260.574	620.231	1443.34	756.115	604.635	2554.414	1023.21	1576.987
PF00410.22	525.633	771.553	0	812.671	98.497	549.124	522.338	829.064	234.8	239.033	491.875	279.804	490.754	1027.862	204.158	0	463.274	774.85
PF00253.24	1833.58	0	0	473.091	209.688	789.296	272.316	820.096	788.221	0	1497.782	302.355	703.61	0	441.268	0	0	0
PF00281.22	776.758	285.042	473.841	678.89	713.268	1056.995	624.018	1580.183	253.789	352.29	315.927	457.343	482.051	372.861	302.318	640.828	85.901	457.341
PF00673.24	776.758	285.042	473.841	678.89	713.268	1056.995	624.018	1580.183	253.789	352.29	315.927	457.343	482.051	372.861	302.318	640.828	85.901	457.341
PF00467.32	1018.132	586.398	0	630.139	430.648	470.51	544.88	845.968	377.647	305.676	156.947	370.289	0	532.379	0	264.811	0	1235.401
PF17136.7	618.638	0	0	527.064	361.129	470.51	307.504	0	267.255	305.676	156.947	0	0	336.326	248.724	421.264	0	776.825
PF06480.18	504.976	225.863	761.293	482.804	214.329	156.127	133.346	142.606	178.071	160.73	260.298	261.218	203.107	184.938	532.78	155.272	226.071	279.664
PF17862.4	1116.694	609.562	898.687	702.454	528.813	647.85	452.62	634.199	522.806	384.145	530.365	619.697	452.082	339.928	642.348	155.272	715.968	608.1
PF01434.21	1116.694	609.562	898.687	702.454	528.813	647.85	452.62	634.199	522.806	384.145	530.365	619.697	452.082	339.928	642.348	155.272	625.197	608.1
PF00238.22	0	0	2080.092	1468.701	846.397	397.841	518.266	200.032	341.762	516.931	398.122	304.801	1418.606	836.698	0	0	251.396	1003.829
PF00252.21	957.526	1073.986	0	752.45	812.818	1019.707	686.171	766.028	441.66	331.188	334.633	128.388	900.501	719.118	291.812	974.586	422.132	579.702
PF07650.20	320.643	940.777	289.115	868.348	748.915	611.002	702.471	662.654	811.205	343.826	550.075	586.827	716.043	833.404	518.499	518.987	592.59	342.574
PF00189.23	320.643	766.243	289.115	596.322	320.451	611.002	440.317	493.955	568.696	237.674	331.72	462.067	497.952	661.897	250.406	367.051	334.932	69.083
PF00237.22	0	748.928	0	685.058	280.475	373.545	214.226	530.824	255.425	413.783	250.21	637.215	0	0	661.471	776.638	686.747	357.884
PF00276.23	0	528.913	852.889	457.4	195.667	504.495	232.333	507.315	324.473	321.126	164.88	187.464	0	1039.543	276.341	931.424	309.236	415.731
PF00573.25	0	0	0	738.327	557.342	1174.806	245.474	363.601	409.834	230.02	275.625	677.452	526.415	329.842	395.882	446.633	298.057	198.852
PF00297.25	340.985	481.201	374.058	1364.354	509.839	472.785	659.063	638.332	484.341	271.389	350.818	171.493	0	524.3	554.571	441.351	418.514	718.299
PF14821.9	140.609	104.505	0	109	314.035	192.902	76.816	0	106.364	125.179	65.815	94.477	88.859	69.159	110.881	93.413	124.538	335.289
PF02357.22	813.142	884.677	495.845	381.947	322.264	50.868	280.471	845.968	548.764	229.71	16.968	531.294	0	395.502	159.058	532.679	89.89	570.441
PF01757.25	0	357.611	0	201.606	887.29	709.067	2528.509	3781.868	2143.454	519.768	501.668	844.671	0	0	266.903	48.653	320.507	299.358
PF00912.25	239.067	652.041	292.057	137.569	700.573	323.852	582.627	903.172	533.724	123.558	285.174	177.707	75.642	174.801	646.534	191.484	343.513	250.772
PF00905.25	738.276	1205.349	879.114	604.817	961.762	703.489	1239.415	1431.598	1202.318	578.566	531.613	813.122	603.627	831.964	1000.599	734.936	804.514	770.96
PF04239.15	0	0	0	76.427	55.557	0	79.233	0	40.18	69.719	0	0	0	146.602	0	0	0	0
PF11694.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01243.23	502.879	337.525	0	0	171.058	321.943	308.902	555.662	332.842	187.363	193.626	325.496	988.182	211.747	321.482	610.107	406.269	406.162
PF14480.9	45.821	98.887	216.58	72.504	21.997	32.003	72.449	7.75	84.67	51.788	62.461	154.397	0	0	34.389	0	58.303	164.527
PF11490.11	0	32.244	216.58	12.499	21.997	32.003	13.207	7.75	28.695	9.99	41.036	129.597	0	0	34.389	0	58.303	109.643
PF07733.15	541.361	675.589	697.074	722.798	740.471	492.384	674.43	432.284	721.344	452.147	256.16	468.956	136.822	410.682	382.504	493.757	378.022	991.111
PF17657.4	446.783	536.147	579.765	578.872	500.752	392.116	534.147	353.932	602.756	345.709	234.735	444.155	103.647	315.177	304.739	425.643	355.711	678.973
PF14579.9	324.313	491.205	579.765	440.004	500.752	349.249	534.147	353.932	566.022	345.709	234.735	444.155	103.647	315.177	304.739	425.643	355.711	678.973
PF04073.18	123.937	178.382	688.887	220.706	1026.133	83.385	460.965	612.756	265.383	54.721	382.991	478.656	338.555	102.709	316.106	0	249.773	1549.823
PF02163.25	144.698	644.884	387.491	196.411	1088.866	594.78	1479.703	2317.424	1126.443	518.504	380.665	616.211	101.946	231.301	501.961	0	226.071	1026.177
PF17820.4	305.02	106.198	0	228.308	273.279	202.738	607.233	1637.535	623.79	289.82	262.134	302.439	0	71.011	145.886	0	126.997	590.135
PF01148.23	0	0	0	227.442	126.948	126.766	235.54	76.396	137.592	24.678	50.953	232.875	0	0	0	0	112.85	321.522
PF01255.22	0	0	0	75.156	348.726	0	501.129	514.733	341.825	66.5	273.74	196.068	188.842	123.395	109.855	0	0	178.17
PF02699.18	0	0	0	0	0	453.113	115.496	0	231.15	0	340.069	353.727	0	168.163	0	0	0	0
PF13365.9	145.957	82.111	162.467	124.908	481.057	516.973	1281.615	1451.675	1240.752	461.661	268.427	230.935	101.946	367.252	208.672	106.55	209.187	342.697
PF13180.9	308.9	311.668	387.491	349.59	468.108	411.714	1348.679	1297.074	1083.542	355.7	135.915	422.364	101.946	367.252	290.992	0	226.071	378.072
PF13439.9	0	367.538	240.247	333.466	627.602	131.904	1582.506	2224.789	1142.458	600.932	682.954	773.729	300.276	461.213	252.622	243.473	539.806	503.643
PF00534.23	174.372	966.634	1343.617	909.416	891.482	391.015	2555.732	2988.751	1829.569	1153.604	1612.102	1945.358	387.892	818.533	816.426	527.744	1315.608	897.087
PF08796.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02739.19	0	228.326	97.864	118.198	301.906	221.455	326.505	425.899	398.728	196.972	201.608	300.274	448.418	116.86	185.979	159.442	87.618	137.425
PF01367.23	0	228.326	97.864	118.198	301.906	221.455	326.505	425.899	398.728	196.972	201.608	300.274	448.418	116.86	185.979	159.442	87.618	137.425
PF00476.23	146.481	1395.89	97.864	225.196	382.638	448.929	486.637	573.303	451.902	981.524	535.531	416.431	1203.001	762.702	600.368	303.107	645.744	626.93
PF06160.15	0	86.805	0	0	230.963	165.596	0	0	53.237	0	27.619	0	73.809	0	92.579	0	0	72.478
PF00889.22	342.138	675.589	277.857	457.184	451.981	392.923	362.882	433.059	435.336	102.909	318.204	310.059	290.395	225.847	270.966	302.829	201.813	549.451
PF00318.23	1103.168	837.657	696.178	692.66	370.372	312.694	427.024	672.581	441.298	421.961	448.218	146.749	176.606	135.076	218.48	0	249.355	532.597
PF10282.12	198.069	144.522	0	102.345	37.46	139.024	13.911	0	0	90.201	0	53.115	0	0	0	0	0	0
PF00465.22	365.94	512.137	1197.908	597.323	618.671	429.478	711.263	670.146	663.686	1024.252	1150.392	886.23	963.579	1036.919	1117.39	1056.67	1393.856	250.031
PF05362.16	98.143	422.099	554.307	191.433	727.815	250.522	181.95	129.135	141.887	328.661	231.063	194.915	109.667	92.52	141.659	255.427	314.709	456.044
PF01467.29	1338.88	785.174	555.075	607.603	981.75	141.446	795.511	2411.831	1152.448	408.966	421.285	439.431	27.286	142.125	286.642	61.859	431.316	310.409
PF03602.18	0	129.593	0	198.765	270.939	0	236.035	195.013	130.355	167.764	171.834	98.667	229.607	0	148.676	0	0	218.916
PF08281.15	4917.649	2044.699	6336.094	5933.863	1528.484	5318.226	3342.48	2561.449	3263.635	5254.523	5429.253	4444.224	6039.61	4949.69	3625.679	6483.618	4679.305	3843.874
PF13791.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00342.22	643.908	114.278	0	189.458	361.168	388.152	391.257	661.62	337.278	132.905	336.127	125.52	194.6	0	461.335	311.031	344.997	285.406
PF03692.18	0	0	0	0	0	0	273.753	294.66	314.294	0	288.063	0	256.632	356.343	124.341	141.302	0	369.12
PF10458.12	314.876	409.555	192.914	399.451	268.502	333.614	397.765	581.497	401.795	269.362	197.592	233.128	198.003	408.212	403.514	444.757	350.238	374.676
PF07299.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08930.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04237.16	0	0	0	0	329.265	0	180.456	209.37	304.54	0	128.521	229.276	0	276.635	237.89	0	0	0
PF01938.23	221.871	246.641	453.885	171.008	680.663	214.335	669.444	726.945	415.482	185.671	134.96	90.85	139.178	0	274.002	272.247	49.398	541.302
PF05958.14	0	229.326	546.632	163.351	1195.241	383.748	518.114	432.21	365.533	264.784	163.069	372.791	184.785	0	629.504	158.191	175.792	623.164
PF06458.15	0	0	0	0	0	0	62.515	0	14.536	0	0	0	0	0	0	0	0	129.028
PF17965.4	0	0	0	46.776	183.207	157.081	30.544	125.039	83.128	0	0	35.626	0	110.119	43.909	0	0	210.335
PF17966.4	0	0	0	131.238	122.365	0	5.861	181.875	145.112	0	0	45.805	0	0	0	0	0	214.656
PF02447.19	0	0	373.675	0	0	0	99.491	225.793	187.038	35.479	70.981	204.391	0	81.663	90.609	0	68.276	288.925
PF03446.18	0	0	0	193.354	97.97	331.779	250.003	88.501	323.529	139.104	0	63.547	0	0	89.132	157.079	104.826	0
PF00393.22	0	0	0	0	53.607	0	72.382	0	90.27	0	0	0	0	0	0	0	0	0
PF01084.23	0	0	0	629.408	139.779	582.595	344.822	790.128	112.767	930.165	0	0	1476.057	816.784	775.471	0	899.645	0
PF01250.20	1412.173	0	1776.777	557.824	331.644	247.146	462.545	0	212.964	163.877	329.761	195.253	440.632	346.514	284.959	482.636	312.343	636.437
PF02673.21	0	0	0	64.632	320.256	0	248.481	308.648	112.767	113.734	19.906	66.949	135.186	0	97.708	166.045	110.438	302.198
PF13177.9	129.18	651.426	75.093	554.767	645.601	542.15	740.541	960.709	537.264	137.578	240.563	415.896	194.927	253.531	314.465	139.564	299.727	339.24
PF13185.9	0	0	0	0	172.189	0	0	0	0	0	0	0	0	0	0	0	0	272.565
PF03951.22	157.491	485.587	0	251.872	378.016	219.987	72.982	0	177.174	219.6	273.617	130.947	295.434	232.33	246.754	532.888	69.806	475.923
PF00120.27	256.787	1068.292	0	803.365	899.985	672.88	608.575	807.068	612.809	679.377	734.763	345.095	979.021	724.006	598.89	996.619	776.034	1005.496
PF05496.15	209.918	0	194.705	130.156	345.216	291.261	228.936	524.735	250.532	261.398	198.155	98.414	122.885	0	316.886	109.538	235.719	0
PF17864.4	209.918	0	0	130.156	285.857	291.261	198.944	524.735	177.835	115.666	49.019	55.618	122.885	0	316.886	0	92.024	0
PF05491.16	209.918	0	0	130.156	285.857	291.261	198.944	524.735	177.835	115.666	49.019	55.618	122.885	0	316.886	0	92.024	0
PF01330.24	342.663	0	0	89.278	514.383	237.53	151.311	111.346	198.774	117.072	80.408	93.268	214.885	168.986	277.121	230.545	76.903	0
PF14520.9	667.395	223.632	115.774	232.095	514.383	769.771	711.444	514.327	467.728	402.219	273.617	427.312	214.885	214.835	869.651	823.554	477.049	159.711
PF07499.16	342.663	0	0	89.278	447.379	237.53	362.758	111.346	182.334	117.072	80.408	93.268	214.885	168.986	0	230.545	76.903	0
PF13589.9	536.957	478.199	228.733	362.765	820.657	217.051	680.091	966.282	518.967	359.849	419.816	279.579	442.333	196.31	513.041	416.468	257.472	447.71
PF01119.22	0	78.186	61.789	191.379	433.066	0	270.937	408.369	101.818	50.167	118.825	84.523	0	50.325	172.683	70.616	0	127.917
PF08676.14	0	78.186	61.789	191.379	433.066	0	270.937	408.369	101.818	50.167	118.825	84.523	0	50.325	172.683	70.616	0	127.917
PF01624.23	159.797	284.195	242.805	377.456	405.512	447.608	281.622	296.358	307.104	345.876	434.898	197.277	376.834	424.627	532.698	125.455	208.631	328.066
PF05188.20	77.382	57.947	96.329	154.369	14.976	165.743	237.529	296.358	269.442	182.094	104.207	175.795	0	156.225	141.207	106.55	106.171	46.487
PF05192.21	77.382	118.742	96.329	154.369	361.558	281.719	237.529	296.358	288.084	182.094	104.207	175.795	0	196.876	238.465	106.55	106.171	265.959
PF05190.21	77.382	118.742	96.329	154.369	361.558	281.719	237.529	296.358	288.084	182.094	104.207	175.795	0	196.876	238.465	106.55	106.171	265.959
PF07843.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01925.22	273.04	197.313	0	73.316	291.083	94.836	121.214	0	0	0	206.921	230.738	340.779	942.237	547.184	180.989	0	160.761
PF00479.25	0	0	0	0	23.128	0	0	49.824	18.658	0	0	0	0	0	0	0	0	83.344
PF02781.19	0	0	0	0	23.128	0	0	49.824	18.658	0	0	0	0	0	0	0	0	83.344
PF19127.3	123.623	91.269	0	405.754	374.272	1216.645	96.189	43.513	236.688	183.239	197.763	60.454	262.717	125.968	0	87.297	456.919	714.04
PF01473.23	0	226.248	0	165.732	501.532	1085.475	111.223	0	245.608	85.074	83.371	86.492	656.629	118.661	0	38.922	464.248	823.065
PF13529.9	427.594	1356.951	542.666	94.553	386.284	296.546	310.415	374.526	268.608	342.276	254.054	215.779	528.706	329.945	475.657	68.114	355.155	570.194
PF00226.34	1526.463	429.718	226.175	139.733	1128.764	721.399	571.57	432.358	646.302	382.667	511.805	713.275	110.976	434.249	569.918	111.902	211.043	857.267
PF01556.21	902.373	429.718	226.175	139.733	635.715	231.071	354.69	315.18	556.472	206.415	442.342	383.054	110.976	355.931	226.728	0	78.48	336.462
PF00684.22	902.373	267.342	226.175	139.733	430.004	0	334.926	315.18	391.758	206.415	442.342	383.054	110.976	355.931	140.14	0	78.48	208.668
PF13537.9	366.569	762.703	359.859	403.292	1379.15	702.388	350.294	0	346.828	456.034	623.529	488.723	317.681	794.142	824.839	823.484	588.137	877.825
PF00733.24	332.701	654.504	0	271.54	331.898	283.26	249.47	39.121	307.34	189.986	459.138	537.17	377.946	450.15	534.257	239.511	227.138	445.055
PF04093.15	0	293.199	0	0	385.465	260.285	36.881	0	58.586	0	0	0	0	0	145.516	0	0	0
PF13545.9	0	219.245	830.502	273.515	570.798	221.455	350.484	348.802	400.065	528.781	374.593	244.038	0	458.537	115.929	253.203	328.114	187.925
PF01869.23	624.3	996.108	235.897	721.825	789.378	423.972	367.193	50.34	356.204	361.16	288.724	713.753	179.55	347.08	609.232	349.049	394.812	450.18
PF09989.12	312.15	399.782	117.949	140.166	387.727	211.986	157.144	25.17	93.999	119.433	112.361	174.867	89.775	141.045	174.16	174.525	80.289	146.253
PF06050.16	953.961	884.523	117.949	518.055	735.284	320.989	270.499	121.016	218.093	486.077	504.998	647.197	583.212	439.652	492.113	563.817	346.435	341.092
PF00440.26	1523.213	1604.284	2725.356	2249.043	2032.161	4667.147	1782.953	1985.82	1999.947	2637.061	2721.262	2278.025	2603.678	2776.951	2934.086	5892.138	2382.974	3221.574
PF14278.9	375.796	275.807	0	361.71	255.417	523.359	57.453	0	167.247	521.151	169.679	0	255.127	0	451.815	249.103	466.938	247.932
PF10396.12	0	221.785	185.366	117.306	624.95	106.14	242.029	54.658	267.082	67.382	244.554	359.041	0	74.099	174.817	0	63.869	92.913
PF12631.10	0	221.785	185.366	117.306	624.95	106.14	242.029	54.658	267.082	67.382	244.554	359.041	0	74.099	174.817	0	63.869	92.913
PF17191.7	201.215	0	124.089	207.72	36.778	0	254.266	389.584	309.181	115.833	71.52	137.104	0	74.305	160.659	204.272	90.679	113.347
PF19833.2	201.215	0	124.089	207.72	259.629	74.063	262.24	389.584	354.096	115.833	71.52	165.476	0	74.305	243.43	204.272	90.679	300.161
PF08274.15	0	0	0	0	0	0	0	0	0	0	0	161.595	0	0	0	0	0	0
PF03831.17	0	0	0	0	0	0	0	0	0	0	0	161.595	0	0	0	0	0	0
PF00044.27	309.319	454.728	505.311	643.206	555.022	288.692	298.854	362.014	371.983	475.514	773.547	331.148	642.691	713.2	687.119	567.223	409.006	182.801
PF02800.23	309.319	454.728	505.311	643.206	627.251	288.692	298.854	362.014	371.983	475.514	773.547	331.148	642.691	713.2	687.119	567.223	409.006	182.801
PF04394.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00572.21	977.658	538.148	596.395	621.428	354.518	0	221.495	172.057	397.422	221.555	337.767	0	913.064	478.142	381.313	321.804	432.475	712.62
PF09182.13	0	0	0	0	0	0	0	0	38.418	0	0	0	0	0	0	0	0	0
PF03764.21	1028.722	1123.699	578.997	1819.644	1363.959	1750.575	982.742	586.663	1122.101	1147.667	788.287	866.856	927.263	1155.888	878.597	569.447	821.211	1631.5
PF00177.24	445.21	163.376	0	908.361	372.615	777.185	682.965	934.321	330.325	299.405	519.518	178.326	833.496	436.976	348.484	295.114	196.942	0
PF00164.28	0	185.847	1231.553	209.397	388.839	696.589	303.602	192.208	233.935	228.708	234.858	831.793	313.821	0	880.074	330.978	1336.434	145.944
PF00768.23	590.118	328.445	580.916	323.727	131.96	148.713	769.506	695.316	658.085	641.394	347.684	564.782	232.028	246.533	300.266	397.911	443.654	373.195
PF07943.16	185.906	102.196	172.701	127.938	26.326	0	197.822	0	100.402	281.617	102.493	242.604	232.028	166.774	202.557	246.461	191.005	289.357
PF06800.15	0	0	0	0	81.765	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16199.8	218.411	323.289	134.067	210.317	279.461	76.485	43.009	0	31.307	48.856	101.391	0	0	54.648	0	0	0	122.855
PF13167.9	169.654	125.129	401.179	149.175	102.884	112.012	383.359	398.035	324.598	109.371	191.74	282.7	100.31	121.337	356.158	0	287.621	81.368
PF16360.8	169.654	125.129	401.179	149.175	102.884	112.012	383.359	398.035	324.598	109.371	191.74	282.7	100.31	121.337	356.158	0	287.621	81.368
PF01985.24	0	0	0	0	534.741	0	245.845	0	150.272	0	74.189	0	343.462	0	0	0	0	0
PF02410.18	0	388.701	0	152.854	115.053	0	214.606	178.295	180.053	133.572	0	0	0	0	0	382.967	0	0
PF13649.9	926.384	133.594	779.459	415.331	251.926	121.701	423.133	426.158	238.859	470.269	385.758	584.381	346.276	583.116	114.451	0	210.764	306.026
PF05636.14	0	137.904	198.798	0	283.673	0	72.049	57.094	99.426	36.886	76.099	131.2	202.452	0	129.061	223.247	71.755	95.506
PF01709.23	563.695	0	0	295.645	368.851	299.629	574.948	390.543	167.326	324.441	200.947	229.838	0	141.148	335.886	190.65	0	169.342
PF08280.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05043.16	100.555	231.019	245.364	25.836	511.185	71.861	0	0	77.889	22.866	127.468	164.154	129.166	50.377	161.028	0	177.369	546.982
PF06445.18	579.947	782.634	1312.403	335.847	624.599	691.01	208.555	698.785	540.048	464.475	321.73	371.217	564.236	1231.17	624.784	997.731	837.863	818.991
PF03167.22	980.489	1083.914	0	458.184	1310.723	814.473	582.703	1014.556	590.06	227.016	312.866	601.983	97.824	466.05	274.946	0	356.454	581.863
PF01165.23	0	0	0	611.364	220.336	0	226.567	585.815	355.528	269.41	0	317.708	0	0	0	0	0	0
PF00162.22	0	127.284	425.869	565.48	554.632	240.466	371.417	388.845	272.211	194.04	359.094	148.745	109.602	333.547	266.944	56.785	309.468	254.229
PF02733.20	120.058	88.037	0	108.324	22.309	83.972	62.648	158.439	72.084	0	224.109	32.195	0	279.825	94.015	0	53.109	194.222
PF17785.4	174.372	0	0	67.526	0	0	323.879	356.183	330.057	119.528	39.812	86.379	0	125.71	0	0	0	0
PF10672.12	650.094	694.597	0	254.766	154.736	0	558.068	769.018	696.707	227.707	96.494	216.566	0	168.575	190	322.36	268.419	282.01
PF06874.14	214.112	236.098	65.371	84.408	100.291	112.746	44.531	76.064	48.832	97.544	100.167	144.246	0	0	41.94	0	142.257	0
PF03486.17	0	113.278	0	175.336	45.612	345.065	218.317	0	145.521	19.433	37.266	85.929	106.657	0	0	109.26	75.604	201.26
PF04545.19	3306.463	1565.114	704.366	5000.368	1082.645	5318.667	2091.304	1730.761	1957.926	2685.106	3500.833	2006.712	3634.261	3709.154	2936.056	4072.938	4567.476	2824.982
PF05128.15	0	0	0	0	103.723	128.748	0	0	0	0	0	49.854	0	0	145.516	0	0	109.458
PF02664.18	0	0	0	0	242.235	0	59.47	0	65.555	98.117	0	0	0	222.759	171	0	100.419	0
PF00857.23	0	0	0	207.341	131.102	139.832	72.497	0	59.939	272.533	245.852	0	0	362.569	0	264.811	0	0
PF13597.9	194.923	453.112	659.336	328.434	492.464	470.803	566.346	1730.982	560.028	299.739	321.191	362.134	177.653	201.199	490.676	439.196	537.394	244.66
PF10087.12	0	0	0	0	0	0	30.791	119.429	0	0	0	0	0	0	0	0	0	0
PF03952.19	0	176.227	0	270.241	520.915	225.272	578.659	970.342	505.658	89.676	114.221	86.97	0	117.477	126.68	108.774	141.375	794.667
PF00113.25	0	176.227	0	270.241	520.915	225.272	606.12	970.342	573.762	124.082	114.221	86.97	0	117.477	126.68	108.774	141.375	883.752
PF02361.19	249.657	369.77	628.377	0	708.256	203.912	229.431	319.314	523.498	173.653	60.673	277.217	162.799	127.512	309.294	0	343.188	352.266
PF12705.10	56.097	323.52	540.747	196.168	603.929	687.194	476.418	991.01	604.062	249.285	316.025	600.689	78.455	232.793	373.393	735.84	358.402	547.043
PF00163.22	353.043	1276.302	0	850.006	352.217	486.952	563.473	361.83	674.116	315.714	39.616	279.045	217.044	501.556	206.579	585.085	156.172	207.865
PF09371.13	436.821	357.38	475.121	95.933	239.387	339.706	109.539	99.315	82.09	139.986	143.652	37.004	175.821	190.341	229.395	64.569	64.658	461.909
PF16921.8	436.821	357.38	475.121	95.933	239.387	339.706	109.539	99.315	82.09	139.986	143.652	37.004	175.821	190.341	229.395	64.569	64.658	461.909
PF12836.10	436.821	357.38	1521.691	95.933	457.246	339.706	189.524	99.315	125.793	139.986	143.652	37.004	175.821	190.341	229.395	64.569	193.51	725.769
PF17674.4	436.821	357.38	475.121	141.546	239.387	339.706	157.658	130.427	135.122	180.568	185.031	61.045	230.981	190.341	229.395	64.569	64.658	461.909
PF00962.25	0	153.603	255.342	20.696	39.761	512.055	19.944	0	65.964	68.026	0	112.248	544.868	323.616	0	418.275	92.581	0
PF07288.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00814.28	0	735.23	0	151.015	726.704	508.605	426.282	378.954	526.55	103.72	207.557	304.998	182.495	144.132	277.942	117.879	233.539	445.364
PF12974.10	0	0	0	49.698	41.945	134.84	54.532	0	118.037	0	44.979	0	0	0	0	0	44.296	0
PF08706.14	158.539	255.953	114.111	23.807	67.374	395.639	70.717	195.678	70.574	191.822	65.227	223.287	483.883	137.752	165.091	402.498	343.791	65.317
PF19263.2	158.539	502.44	502.625	345.262	96.917	803.096	171.693	195.678	126.847	541.394	469.006	408.333	1076.779	215.71	421.242	689.758	616.57	413.323
PF03288.19	0	198.313	408.087	294.59	96.917	664.072	57.453	32.92	39.063	183.763	59.033	161.877	370.814	137.752	116.667	356.903	125.884	341.092
