FeatureID	NA4a	NA4b	NA4c	NA5a	NA5b	NA5c	NA6a	NA6b	NA6c	NA1a	NA1b	NA1c	NA2a	NA2b	NA2c	NA3a	NA3b	NA3c
PF07991.15	0	150.909	0	293.21	343.481	287.884	190.285	599.655	250.752	350.24	263.921	110.28	0	503.357	160.7	67.975	90.957	60.378
PF01450.22	0	150.909	0	293.21	343.481	287.884	190.285	599.655	250.752	350.24	263.921	110.28	0	503.357	160.7	67.975	90.957	60.378
PF00291.28	832.75	885.446	1636.57	509.857	1075.976	1230.592	994.655	906.494	980.906	1219.126	917.102	1091.633	464.842	1101.292	1031.212	1016.288	558.776	1830.845
PF00585.21	0	0	0	0	0	0	165.441	253.141	136.208	29.495	0	139.129	0	0	0	0	0	0
PF01131.23	1011.106	1594.742	1328.01	1406.693	787.038	910.998	716.496	849.88	844.368	1758.089	1539.455	1311.771	1865.846	1760.616	1132.778	1683.806	975.528	856.588
PF01396.22	598.296	554	0	542.457	310.311	538.113	359.837	0	174.688	234.121	533.719	113.71	891.536	131.371	292.797	361.143	0	0
PF02575.19	0	0	0	155.479	0	0	201.247	0	99.882	132.475	0	158.868	0	278.899	231.858	0	387.762	0
PF01134.25	110.411	402.014	272.356	352.918	460.796	112.746	357.925	741.855	378.449	187.578	173.646	244.263	239.619	54.185	483.987	179.39	199.54	589.765
PF13495.9	652.506	267.727	983.886	558.636	123.048	505.669	371.465	262.404	424.025	1331.311	819.677	1493.471	1453.548	1323.176	1054.193	1263.792	1645.762	315.348
PF00589.25	12092.802	9620.782	13738.715	11808.721	3613.803	9462.454	6794.508	4078.706	6657.689	14950.882	15976.46	12389.249	21429.128	12680.139	11163.473	21647.251	15425.046	7565.202
PF05222.18	0	137.211	228.094	0	0	0	0	0	0	0	0	100.241	0	91.749	73.169	0	0	0
PF01262.24	0	137.211	228.094	0	0	0	0	0	0	0	0	100.241	0	91.749	73.169	0	0	90.073
PF03780.16	597.458	660.737	710.762	836.181	388.8	188.204	156.954	0	0	459.849	620.86	148.773	0	293.204	463.715	767.186	509.703	714.348
PF01325.22	275.242	818.187	1010.623	994.149	198.651	0	838.976	646.267	433.385	551.385	255.18	455.993	0	0	436.303	1474.876	866.481	319.052
PF02742.18	275.242	397.704	661.126	772.388	198.651	0	630.993	545.439	433.385	551.385	255.18	302.355	0	0	212.078	1095.106	359.561	319.052
PF00690.29	79.374	201.623	568.252	19.019	431.096	221.455	299.206	217.194	423.159	157.821	139.245	397.62	99.394	233.874	154.298	0	246.387	186.628
PF00702.29	822.684	1124.238	1154.797	562.531	1667.191	1522.44	1878.572	2247.671	1855.008	591.418	841.052	1274.936	912.868	511.178	1036.67	1417.049	1274.049	1062.54
PF03062.22	282.476	704.14	362.161	437.299	225.542	448.269	661.422	199.442	112.185	255.938	100.216	155.831	185.243	150.41	320.62	0	327.511	355.044
