FeatureID	FT4b	FT4c	FT5b	FT5c	FT6b	FT6c	FT1b	FT1c	FT2b	FT2c	FT3b	FT3c
PF00308.21	261.021	143.926	96.762	293.938	538.662	169.468	152.877	394.744	183.586	204.109	0	262.609
PF08299.14	261.021	143.926	96.762	293.938	538.662	169.468	152.877	394.744	183.586	204.109	0	262.609
PF01527.23	977.051	1337.747	570.228	3553.556	230.489	1222.892	1461.451	754.816	2083.476	2176.623	3838.657	1113.065
PF01025.22	604.961	429.893	95.714	0	107.146	152.288	154.587	130.142	443.475	292.195	0	138.417
PF00012.23	792.225	726.954	985.23	667.56	2036.214	1340.41	845.901	1306.852	1005.016	783.529	915.151	1001.181
PF06100.14	90.664	31.608	0	0	76.365	21.555	38.902	0	0	93.241	153.984	26.651
PF08220.15	1251.008	1043.453	521.061	1420.003	1127.452	592.728	1331.134	414.906	946.149	1228.933	2406.716	478.14
PF00455.25	676.203	784.902	521.061	797.033	484.576	423.628	818.522	414.906	497.431	942.168	702.637	339.723
PF00294.27	2209.07	1826.916	1896.808	2164.447	1487.512	1630.77	1323.62	1710.676	1307.783	1426.368	885.886	1858.145
PF00359.25	568.279	380.315	511.634	729.847	152.438	229.452	171.619	278.622	278.677	240.466	142.223	209.235
PF02302.20	1296.812	392.584	511.634	1122.965	152.438	371.233	321.3	737.68	708.832	240.466	142.223	209.235
PF02378.21	2223.774	2149.828	2479.671	2465.784	1618.916	2092.272	2054.164	3092.391	1642.408	634.095	559.046	2302.32
PF13396.9	318.227	644.777	432.81	523.29	477.613	552.548	432.754	532.364	453.806	649.558	0	645.765
PF13091.9	636.454	1302.451	865.62	1046.581	1086.924	1111.506	913.357	1105.808	1044.656	1613.725	0	1300.926
PF10298.12	250.131	285.128	135.977	424.511	155.589	236.744	368.856	139.711	277.016	260.992	0	402.02
PF14527.9	250.131	285.128	135.977	424.511	155.589	260.125	406.739	139.711	277.016	260.992	0	402.02
PF02650.17	250.131	285.128	135.977	424.511	155.589	260.125	406.739	139.711	277.016	260.992	0	402.02
PF01226.20	366.114	33.634	0	0	0	33.076	61.79	53.543	29.178	111.558	0	93.919
PF04167.16	394.501	234.349	274.508	838.425	307.294	252.723	217.292	0	151.692	0	0	148.855
PF03462.21	867.241	470.528	795.634	377.221	712.426	504.105	478.409	747.205	274.253	434.358	770.603	407.44
PF00472.23	867.241	470.528	795.634	377.221	712.426	504.105	478.409	622.537	257.635	434.358	770.603	407.44
PF00268.24	0	28.841	0	0	0	0	0	0	0	0	0	0
PF08343.13	184.826	13.275	0	0	0	0	16.411	0	11.268	0	0	0
PF00317.24	184.826	13.275	0	0	0	2.944	81.102	0	11.268	0	0	0
PF02867.18	184.826	13.275	0	0	0	2.944	142.029	0	11.268	0	0	0
PF07972.14	0	0	0	0	0	0	0	0	0	0	0	0
PF02518.29	11907.007	11575.893	12401.041	10445.014	13694.39	11094.408	12047.247	13889.876	11457.73	11668.81	10046.56	12749.354
PF00204.28	523.458	545.942	608.526	566.181	265.593	563.708	560.289	714.269	531.651	615.502	277.609	489.383
PF01751.25	1357.831	1512.471	1116.166	1750.634	2190.264	1345.097	1207.019	1733.553	1617.061	2370.791	2376.084	1408.171
PF00986.24	523.458	518.778	608.526	566.181	265.593	563.708	560.289	714.269	531.651	615.502	277.609	489.383
PF00929.27	392.535	654.209	1551.464	579.879	399.416	960.038	922.305	951.587	793.746	472.281	488.345	940.801
PF00521.23	712.374	700.405	478.441	156.367	613.268	631.553	612.682	628.279	443.606	478.954	673.372	602.024
PF03989.16	3336.271	3232.504	2287.981	938.204	2423.317	2571.531	2204.363	2463.044	1867.876	1152.03	3063.268	2684.695
PF01544.21	82.958	29.484	141.739	0	320.485	0	151.46	0	0	0	0	0
PF13231.9	412.979	429.11	631.506	760.541	192.159	758.348	862.001	739.193	506.695	709.525	0	739.234
PF00535.29	4713.012	5146.531	8104.498	6544.83	6122.274	5778.17	5374.459	5803.79	4258.235	4513.542	1053.135	5867.033
PF00072.27	15910.555	15732.992	19939.174	16952.552	18182.943	17857.553	18488.043	16512.971	18415.483	19081.893	16250.224	18422.111
PF00486.31	5839.073	6767.114	9314.742	7596.41	8555.338	8047.883	7951.254	7060.348	8707.956	9035.875	11335.731	7641.839
PF13522.9	384.75	472.596	514.318	536.088	970.031	453.065	379.307	385.442	372.546	514.897	190.36	263.911
PF01380.25	1515.175	1667.982	1547.732	1186.952	1416.717	1237.781	1081.124	1239.422	1116.166	2528.234	632.072	575.61
PF06114.16	789.276	409.324	188.09	532.389	369.368	273.465	615.48	228.238	617.086	499.066	1305.171	481.075
PF01381.25	6606.372	6619.611	3883.112	6024.939	5506.953	5756.838	6553.441	5961.038	6998.769	7456.943	10518.495	5146.782
PF10543.12	70.848	0	0	0	0	14.423	117.966	80.204	49.105	0	283.079	42.652
PF10552.12	0	0	0	0	0	0	46.433	0	0	0	0	0
PF07193.14	0	0	0	0	0	0	0	0	109.822	0	0	0
PF06563.14	0	0	0	0	708.102	0	0	0	0	0	0	0
PF00004.32	1878.419	2017.36	1934.911	1680.648	1788.503	1813.287	1842.002	1559.392	1488.866	1865.237	1705.173	2005.201
PF16193.8	91.843	199.261	97.22	0	658.779	241.07	220.972	198.24	133.936	556.133	421.746	245.993
PF12002.11	91.843	199.261	97.22	0	658.779	241.07	220.972	198.24	133.936	556.133	421.746	245.993
PF00692.22	0	316.387	150.511	0	0	84.727	161.687	317.923	166.364	857.073	0	54.415
PF07097.14	0	0	0	0	0	0	0	0	0	0	0	0
PF06605.14	350.624	186.336	180.823	212.256	224.186	164.551	305.805	280.224	174.904	112.202	108.172	176.359
PF18013.4	0	27.164	0	0	0	0	0	33.159	8.837	130.059	0	0
PF01551.25	1105.577	1350.869	929.124	1170.455	1254.385	1409.658	934.259	1373.08	1597.099	1113.509	1350.71	816.703
PF10651.12	143.23	127.256	0	0	400.442	160.454	251.72	162.144	108.019	0	0	301.781
PF00005.30	23553.228	22614.689	20946.728	25531.856	23827.53	24975.987	24271.538	23933.302	23519.344	25024.658	17407.702	24515.753
PF12848.10	962.229	872.362	594.974	839.324	461.417	670.337	771.277	1012.652	999.773	1051.701	705.235	761.176
PF04688.16	0	0	0	0	0	0	0	0	0	0	0	0
PF06971.16	428.706	216.672	101.476	0	0	172.912	54.068	139.311	149.035	71.335	0	259.295
PF02629.22	490.236	269.701	101.476	0	0	177.523	99.05	189.872	149.035	71.335	0	259.295
PF00156.30	2277.008	1245.243	1131.748	1589.067	2454.831	1458.442	1578.155	1149.471	1352.464	1265.751	693.064	1335.389
PF01979.23	1513.012	1417.997	1525.67	740.645	973.695	1382.221	850.393	1668.971	1181.011	1140.524	0	1764.676
PF00730.28	714.536	752.861	355.296	1430.901	0	506.042	575.456	290.995	583.733	595.528	555.354	304.527
PF10576.12	0	54.189	0	0	0	0	0	0	54.324	0	0	0
PF01784.21	105.722	250.362	320.925	516.692	538.881	248.223	171.654	109.09	322.587	0	326.703	174.039
PF01521.23	229.922	0	0	546.286	0	75.894	0	0	129.63	0	0	0
PF08282.15	973.356	1142.986	2665.928	733.546	1726.868	1539.356	1605.587	1811.131	1420.511	817.402	992.827	1627.56
PF01966.25	2750.732	2899.643	3579.143	2848.604	3450.732	2903.14	3030.174	3311.371	2977.163	3380.152	1505.651	3712.929
PF00829.24	254.456	181.767	0	0	0	247.452	112.904	0	192.316	0	0	154.701
PF06325.16	241.756	113.255	331.662	412.814	445.513	225.633	212.87	93.289	170.8	181.006	0	288.219
PF04327.15	0	179.964	0	0	436.206	167.586	104.699	269.765	71.89	278.941	0	0
PF01016.22	540.443	244.116	0	694.255	514.33	242.653	239.956	0	208.115	0	1899.636	0
PF01566.21	63.771	63.104	0	0	0	23.333	28.019	145.097	83.028	0	0	0
PF02562.19	310.206	246.995	0	0	295.421	279.333	360.427	174.561	247.114	459.809	278.839	163.577
PF02130.20	79.419	0	0	0	290.804	248.007	35.118	176.609	0	180.499	0	93.919
PF20260.1	106.115	94.293	353.397	0	595.826	168.385	163.19	540.598	128.717	0	0	447.181
PF04452.17	106.115	94.293	353.397	0	595.826	168.385	163.19	540.598	128.717	0	0	447.181
PF02091.18	85.67	29.288	0	0	0	0	0	0	0	0	0	0
PF02092.20	18.95	13.484	0	0	0	6.722	0	87.103	11.731	0	0	0
PF05979.15	331.791	355.275	0	843.723	0	297.249	0	0	400.372	0	0	0
PF00654.23	0	79.649	0	0	0	36.444	68.026	0	34.243	0	0	0
PF01522.24	361.082	845.519	559.163	730.347	1179.046	836.423	954.884	867.422	732.27	1248.17	195.694	946.055
PF17767.4	376.769	288.007	135.192	412.314	302.237	210.036	225.342	183.775	146.876	375.956	188.035	130.133
PF04095.19	376.769	288.007	135.192	412.314	302.237	210.036	248.939	183.775	146.876	375.956	188.035	130.133
PF17956.4	376.769	288.007	135.192	412.314	302.237	210.036	225.342	183.775	237.768	375.956	188.035	130.133
PF00583.28	2369.402	2463.909	2985.413	2186.942	2090.666	2757.234	2258.932	2056.95	2615.352	3725.779	1059.562	2597.166
PF02540.20	519.959	650.114	674.125	308.535	338.221	545.84	298.758	389.803	608.297	371.308	172.993	469.477
PF02687.24	6371.692	5926.794	6785.969	7213.99	7199.304	6529.366	6960.474	7771.946	7134.199	6364.098	7921.829	7608.158
PF12704.10	1025.686	753.923	1436.175	1045.981	1636.798	1126.151	1083.508	1168.832	1300.002	1282.963	889.442	813.295
PF07685.17	164.5	114.261	0	0	0	6.097	43.963	0	15.977	0	378.532	114.227
PF08245.15	998.282	1204.79	614.549	1160.857	1014.589	1197.476	1111.838	865.641	906.462	733.549	492.037	1234.866
PF08353.13	0	63.034	0	0	0	26.763	50.942	0	17.887	0	0	106.606
PF03306.16	0	59.974	0	0	0	0	0	0	0	0	0	0
PF00009.30	2481.296	2509.938	2023.293	2906.192	2323.5	2494.331	2616.042	2895.709	2517.616	2808.923	2630.034	2316.001
PF03144.28	1680.343	1597.695	1016	1589.067	1254.165	1690.942	1785.498	1750.288	1605.663	1725.927	2049.517	1518.682
PF14492.9	825.015	882.255	441.452	1238.541	872.339	1061.799	1001.248	1362.621	907.98	1237.355	1035.22	848.42
PF00679.27	1329.09	1554.951	898.157	1881.306	1137.639	1589.924	1594.566	1763.685	1474.147	1783.593	1485.548	1283.151
PF06421.15	172.913	323.625	288.78	386.019	242.654	237.369	304.614	270.076	287.857	404.95	150.702	221.874
PF13328.9	104.11	212.997	599.557	176.563	194.944	285.194	396.167	172.514	185.769	322.34	0	318.113
PF04607.20	929.833	898.003	1148.377	1623.56	413.047	1055.459	1841.535	707.014	913.911	680.761	424.071	1243.955
PF02824.24	325.697	470.681	666.466	381.02	344.817	542.354	483.972	445.572	392.2	369.191	210.053	632.652
PF19296.2	104.11	212.997	599.557	176.563	194.944	261.695	306.894	172.514	185.769	322.34	0	318.113
PF13291.9	104.11	338.884	599.557	1077.275	359.987	480.661	462.517	172.514	346.06	322.34	0	531.348
PF13460.9	396.899	0	0	0	0	0	0	0	56.044	0	0	0
PF13520.9	614.751	166.004	0	132.272	49.029	47.957	143.583	155.067	115.041	0	367.319	23.006
PF02424.18	188.601	194.65	260.563	596.875	0	246.32	184.299	342.002	245.074	94.116	272.139	306.16
PF04203.16	911.511	1140.61	1586.555	1171.755	1246.837	1343.903	1439.409	1036.598	1650.201	1191.747	2894.514	1061.111
PF00580.24	564.937	728.701	840.153	614.671	764.386	696.864	520.179	653.337	433.512	547.757	83.83	778.028
PF13361.9	671.406	800.58	900.449	614.671	882.965	728.703	527.313	653.337	527.903	697.053	83.83	863.261
PF03352.16	135.799	122.449	462.467	348.927	515.649	242.931	272.76	311.558	499.673	160.618	940.04	41.303
PF00890.27	96.325	51.213	162.492	0	169	94.616	60.736	0	14.221	0	748.449	88.168
PF00056.26	250.996	87.446	0	210.956	0	158.683	36.552	94.803	111.02	94.714	0	124.523
PF02866.21	250.996	87.446	0	210.956	0	103.24	130.939	94.803	111.02	94.714	0	124.523
PF02580.19	172.442	124.643	287.143	0	321.438	122.441	536.503	390.427	208.091	204.523	0	51.906
PF13580.9	215.532	43.332	0	0	0	15.534	0	0	0	0	0	52.948
PF00367.23	1036.419	1301.347	1347.203	1315.425	911.987	1374.576	1238.527	1629.582	976.478	301.768	0	1714.758
PF01418.20	603.742	739.558	743.522	798.433	319.826	390.629	465.73	509.531	495.142	1005.817	632.072	55.173
PF13238.9	78.476	45.218	0	0	0	52.61	0	0	57.574	183.721	0	153.187
PF06736.14	0	25.32	0	0	0	0	0	0	0	0	0	0
PF01183.23	644.16	715.971	931.612	1224.844	711.913	719.155	757.423	535.746	683.354	881.879	0	848.136
PF01643.20	321.018	227.46	351.957	0	393.992	158.67	371.482	239.276	79.707	192.557	0	190.892
PF00478.28	264.245	247.498	90.019	272.943	400.075	297.326	177.752	152.93	243.521	216.903	745.851	211.01
PF00860.23	816.955	488.218	338.863	583.478	530.747	523.514	380.102	388.869	356.462	136.042	589.542	380.032
PF13419.9	2154.223	1961.005	1973.93	2078.065	1663.621	1876.882	1746.683	1473.536	1618.176	1674.336	2531.025	2109.559
PF00588.22	201.89	871.999	174.604	521.691	1367.907	597.658	474.696	747.027	504.845	699.953	346.669	630.191
PF00186.22	237.314	226.565	261.349	0	0	55.443	139.178	177.677	355.122	369.651	0	283.462
PF06689.16	376.533	390.027	360.009	159.467	227.704	184.836	218.968	354.464	177.703	366.659	0	207.626
PF07724.17	1197.656	965.844	973.249	839.524	975.161	986.863	1080.295	1196.115	1030.577	982.668	391.114	1201.776
PF10431.12	1197.656	965.844	888.665	839.524	839.433	1004.939	1103.477	1081.106	892.407	923.207	391.114	1127.361
PF01926.26	2619.494	2251.513	2514.239	2743.326	1013.417	2095.064	2397.817	2644.192	2222.951	1744.152	1817.858	2008.113
PF02152.21	0	0	0	0	0	0	0	0	0	113.215	0	0
PF01288.23	0	0	0	0	0	0	0	0	0	113.215	0	0
PF01227.25	0	75.135	0	0	0	0	0	0	0	164.944	0	0
PF01712.22	0	45.218	0	0	0	21.236	0	0	0	205.213	0	0
PF03447.19	292.435	173.313	216.634	165.365	120.338	252.112	257.749	402.533	166.684	76.535	679.936	117.47
PF00742.22	292.435	173.313	216.634	165.365	120.338	252.112	257.749	402.533	166.684	76.535	679.936	117.47
PF01565.26	129.587	122.98	143.572	219.254	0	245.799	113.647	195.213	131.16	349.769	0	181.661
PF02873.19	129.587	122.98	143.572	219.254	0	236.091	113.647	195.213	117.045	349.769	0	181.661
PF08402.13	586.247	176.764	536.642	372.322	136.461	316.839	352.947	371.511	308.602	171.387	483.559	253.402
PF00528.25	9838.336	9581.45	6927.577	9308.352	8724.632	9483.498	10094.103	10795.438	9239.986	11145.214	7260.491	10788.864
PF13416.9	3030.31	2854.131	3272.491	2049.671	2625.004	3014.624	2846.826	2642.991	2543.841	4156.364	2346.682	2634.422
PF01553.24	0	487.827	637.463	268.744	393.992	296.833	506.204	119.638	158.168	322.156	0	345.546
PF00122.23	1044.558	947.833	975.606	835.825	690.146	939.427	941.082	1102.515	674.577	1042.865	481.371	1007.737
PF01594.19	972.884	868.827	1043.562	535.288	1216.276	745.863	827.608	793.138	543.085	443.793	0	765.602
PF13424.9	89.445	182.563	0	159.067	166.729	157.656	227.709	101.256	131.824	367.534	0	161.565
PF02525.20	201.536	141.397	229.728	175.363	514.33	266.576	300.606	0	122.383	557.836	0	332.196
PF02776.21	763.721	806.24	594.451	602.174	611.949	605.616	611.248	736.078	508.154	485.673	0	772.892
PF00205.25	648.484	632.354	536.25	602.174	351.339	426.607	437.176	656.942	325.374	485.673	0	646.664
PF02775.24	1118.59	1346.173	1054.626	1158.657	902.093	1193.261	1099.349	1050.796	1159.139	886.711	1155.153	1193.114
PF07517.17	394.383	340.169	76.598	194.859	255.993	208.571	389.465	222.007	274.561	248.428	99.146	317.261
PF01043.23	394.383	340.169	76.598	194.859	255.993	208.571	389.465	222.007	274.561	248.428	99.146	317.261
PF07516.16	394.383	340.169	76.598	194.859	255.993	208.571	389.465	222.007	274.561	248.428	99.146	317.261
PF02810.18	756.605	612.68	355.165	589.277	1051.966	657.052	849.546	535.079	954.618	877.599	398.088	851
PF13276.9	687.762	383.613	413.824	682.357	868.821	528.16	821.665	832.394	656.252	572.931	6861.172	528.437
PF00665.29	2088.526	1175.39	1752.189	3344.1	1631.961	1561.39	2346.253	2838.738	5301.325	4058.52	12422.644	1826.31
PF13333.9	746.068	353.221	500.569	682.357	868.821	476.161	855.592	770.171	863.56	553.28	6861.172	545.834
PF00793.23	566.982	324.505	571.144	194.359	71.235	242.216	199.897	343.07	343.747	89.467	0	436.388
PF11797.11	75.959	35.828	0	0	0	0	0	114.119	0	0	0	0
PF00381.22	595.722	1286.479	0	1663.752	555.225	1062.813	1255.905	1949.774	440.486	356.765	0	970.269
PF00872.21	1728.191	1125.854	883.82	1179.253	733.532	1565.744	946.834	1114.443	822.699	420.459	4019.171	596.651
PF08206.14	310.01	301.463	245.571	468.702	275.194	244.035	242.962	250.404	200.239	167.199	0	199.744
PF17876.4	310.01	301.463	245.571	468.702	275.194	244.035	242.962	250.404	200.239	167.199	0	199.744
PF00773.22	310.01	301.463	245.571	468.702	275.194	244.035	242.962	250.404	200.239	167.199	0	199.744
PF00575.26	2410.134	3008.901	3364.67	1950.292	3720.503	3217.382	2795.539	2293.423	2953.714	2395.275	1284.658	2942.688
PF00155.24	2019.761	2368.75	2487.266	2123.656	2375.974	2154.181	2317.63	2514.228	2310.308	1298.795	2195.57	2328.403
PF13393.9	340.519	403.567	322.169	794.134	357.056	313.506	489.724	690.323	441.613	330.808	0	521.147
PF01634.21	388.957	150.941	101.017	126.673	0	158.829	106.634	272.836	292.863	285.43	0	365.617
PF00815.23	274.822	129.688	202.755	0	340.053	171.815	240.233	0	119.252	178.382	0	146.441
PF00475.21	0	94.572	221.544	0	248.004	70.498	175.368	0	40.138	158.961	0	200.241
PF01636.26	420.214	454.332	125.044	179.662	127.593	563.479	529.697	239.944	320.796	331.683	760.484	383.724
PF00117.31	1013.419	994.392	1006.835	767.439	1021.991	1165.741	948.285	772.085	808.216	1395.073	1370.402	1377.898
PF05524.16	851.829	504.902	940.777	712.651	570.029	412.76	491.21	375.961	388.511	336.745	319.318	384.103
PF00391.26	1439.452	1286.032	1419.939	942.703	907.223	980.6	889.57	787.886	967.796	643.806	631.525	1064.093
PF02896.21	1211.063	877.728	1190.473	864.819	793.042	717.245	728.126	579.898	686.913	617.297	631.525	772.04
PF00977.24	345.041	669.524	554.646	776.338	666.181	445.593	388.635	596.633	388.831	406.883	0	807.046
PF02811.22	1025.568	1469.978	1043.366	1056.979	1277.617	1652.832	1418.956	1376.285	1372.639	1080.603	722.603	2589.569
PF17773.4	0	29.288	0	0	0	0	0	0	0	0	284.857	0
PF00581.23	46.393	409.338	309.01	735.146	259.437	325.964	437.297	606.692	659.063	0	284.857	167.625
PF12368.11	0	29.288	0	0	0	0	0	0	0	0	284.857	0
PF00180.23	337.177	447.416	566.168	349.427	377.723	582.645	312.905	363.588	372.154	481.071	480.14	539.893
PF01195.22	204.76	97.032	340.958	0	0	241.119	118.432	309.065	247.103	151.874	0	291.58
PF00920.24	492.32	233.049	235.096	179.862	175.889	228.043	113.872	53.543	220.7	274.753	164.514	240.81
PF07991.15	231.495	246.995	256.766	783.636	501.212	258.743	135.395	87.281	371.976	180.223	268.173	93.233
PF01450.22	231.495	246.995	256.766	783.636	501.212	258.743	135.395	87.281	371.976	180.223	268.173	93.233
PF00291.28	870.268	977.694	1034.266	640.366	914.845	990.454	836.314	1083.287	889.595	709.709	562.192	1476.764
PF00585.21	0	44.044	0	0	0	0	0	0	0	0	0	0
PF01131.23	737.851	963.092	582.012	1184.452	908.543	662.309	685.959	1090.586	1116.795	1807.571	2098.475	845.059
PF01396.22	543.47	849.473	1035.182	386.319	612.462	868.436	701.903	863.683	464.707	1187.421	1188.794	759.471
PF02575.19	471.757	238.862	373.037	0	0	203.904	48.8	253.608	202.754	0	0	134.867
PF01134.25	358.526	368.144	511.372	314.634	76.585	292.208	406.894	279.601	273.802	304.115	496.55	210.513
PF13495.9	246.474	574.001	404.528	1051.78	555.811	685.052	990.106	439.297	1180.537	465.147	634.26	1033.465
PF00589.25	7598.756	6882.13	5176.762	5716.504	7088.493	6725.556	6589.302	6502.348	8520.052	7221.079	10057.364	7086.609
PF05222.18	0	25.04	0	0	0	0	0	0	0	0	0	0
PF01262.24	0	25.04	0	0	0	0	0	0	0	0	0	0
PF03780.16	382.902	258.886	0	516.692	785.933	330.735	99.275	475.259	170.171	0	495.456	432.198
PF01325.22	321.411	360.794	333.167	508.794	745.918	551.666	549.009	718.319	967.357	380.558	729.304	552.793
PF02742.18	321.411	284.443	333.167	508.794	745.918	249.021	219.78	113.274	546.062	380.558	729.304	423.464
PF00690.29	204.013	179.782	254.802	283.041	259.364	205.696	283.954	220.271	186.528	424.74	206.36	263.106
PF00702.29	1380.595	1005.878	975.606	1263.136	1003.376	971.19	941.082	1062.101	992.194	1042.865	481.371	1147.456
PF03062.22	645.89	957.153	1467.141	754.642	897.33	1185.011	1280.192	1129.13	1060.075	813.95	0	1175.504
PF00501.31	1298.699	669.635	325.311	660.962	318.287	611.561	759.962	553.015	349.452	333.431	637.132	600.533
PF13193.9	726.252	402.631	109.135	44.591	89.63	174.85	364.244	254.454	168.463	244.885	484.926	261.047
PF07690.19	2110.779	1692.519	1132.337	1184.952	1072.486	1339.063	1777.293	2229.731	1568.537	1641.568	874.946	1613.998
PF08543.15	0	371.791	0	0	350.24	265.653	169.218	106.33	287.324	335.548	337.643	315.249
PF16320.8	213.095	335.977	871.577	533.188	586.298	184.891	92.123	0	380.576	365.279	0	126.227
PF00542.22	213.095	335.977	871.577	533.188	586.298	184.891	92.123	0	380.576	365.279	0	126.227
PF00466.23	423.516	100.162	117.974	358.325	0	374.733	31.819	314.05	322.302	158.961	0	86.7
PF00717.26	0	270.889	211.855	0	194.651	171.85	55.899	0	193.111	148.928	0	153.187
PF00764.22	386.401	216.574	160.07	407.815	119.751	306.006	211.799	292.553	184.001	188.461	561.645	347.605
PF00664.26	2908.666	2584.193	2527.921	3067.158	3190.269	2766.845	2899.875	2372.113	2356.21	2288.688	2426.409	2965.955
PF01479.28	1807.335	1442.087	1866.3	659.462	1084.066	1223.232	1521.133	1295.992	1182.15	1378.919	0	1078.602
PF00849.25	1086.154	1035.404	643.421	693.655	497.474	813.069	764.902	772.619	580.934	1042.957	0	811.709
PF00571.31	3083.663	2507.604	3303.261	1097.67	2393.343	2171.013	1832.138	2179.882	1503.966	1591.634	3075.028	1383.437
PF00206.23	705.768	247.05	645.909	421.612	259.51	490.279	481.45	629.525	343.083	263.247	290.463	552.603
PF14698.9	452.846	80.347	235.031	142.77	106.193	218.821	273.451	381.213	177.715	263.247	195.283	253.425
PF01177.25	0	33.145	155.29	237.15	0	211.863	289.032	270.388	112.562	279.953	0	282.42
PF14691.9	225.951	367.334	374.609	143.07	631.59	279.722	306.738	333.857	294.606	724.391	283.215	271.414
PF07992.17	1559.917	1718.999	1640.763	1423.102	1809.463	1498.67	1541.81	1547.775	1430.035	2044.217	833.373	1373.969
PF00310.24	328.488	311.258	0	315.034	332.504	215.862	101.106	364.612	120.983	303.977	0	138.677
PF04898.17	113.074	43.276	0	132.472	64.786	38.291	38.021	39.434	23.497	303.977	0	52.238
PF01645.20	281.466	349.923	895.473	816.229	64.786	474.807	272.587	221.206	325.528	496.35	195.283	402.707
PF01493.22	113.074	373.035	454.611	132.472	471.97	192.606	133.996	410.322	155.286	303.977	379.9	249.473
PF00132.27	1376.349	935.815	1143.139	834.925	613.048	1130.658	1054.556	1019.952	852.209	521.662	838.706	1073.158
PF01063.22	262.004	136.199	443.154	0	285.747	217.453	234.273	173.538	188.354	84.773	0	184.43
PF00282.22	146.925	186.755	342.529	74.684	273.875	129.754	340.976	365.903	149.106	0	204.446	194.584
PF01351.21	0	277.946	507.509	259.346	0	162.121	306.013	230.909	153.839	121.269	0	122.795
PF13508.10	386.441	217.483	0	501.395	0	293.006	346.555	68.676	210.499	159.789	0	273.947
PF00557.27	1344.345	1161.333	1141.11	347.527	1063.692	1153.831	1175.511	592.494	850.394	1222.029	459.627	1081.869
PF12802.10	168.038	1261.411	898.485	239.75	0	617.269	545.468	1123.522	744.226	805.804	616.072	735.897
PF00825.21	0	78.95	0	0	0	117.046	344.137	251.472	268.049	0	0	267.438
PF03960.18	765.254	296.391	715.501	546.286	400.442	94.866	280.067	0	215.244	260.026	0	194.016
PF04715.16	0	0	0	0	0	0	23.752	0	0	0	0	0
PF00425.21	0	24.454	0	0	0	0	49.283	65.783	20.757	0	0	0
PF13476.9	749.41	464.785	248.583	196.359	502.971	406.121	335.984	380.546	545.054	483.188	333.951	451.796
PF13558.9	674.355	505.28	554.842	448.406	386.224	441.968	314.874	441.878	458.835	408.31	67.693	512.295
PF17757.4	459.058	461.655	875.571	415.813	339.32	568.333	518.227	475.17	463.461	551.623	550.294	603.255
PF02559.19	524.205	337.179	857.502	304.936	982.929	375.428	523.426	592.717	320.025	366.015	534.568	702.713
PF00270.32	1480.773	1141.169	1707.54	1052.08	1390.773	1204.823	1113.6	1153.165	1009.618	949.163	1477.48	876.823
PF00271.34	2483.066	2044.035	2891.793	2203.239	2340.869	2304.177	2188.263	2198.308	2118.087	2196.367	2169.313	1952.206
PF03461.18	222.924	230.101	481.256	113.376	208.649	242.397	258.681	251.65	160.967	366.015	272.549	294.633
PF02096.23	145.667	196.536	313.265	593.876	341.665	202.009	107.377	322.863	268.903	203.649	0	221.306
PF05833.14	316.261	128.025	149.071	114.676	168.194	151.517	178.477	51.051	142.713	209.954	0	216.857
PF05670.16	316.261	128.025	149.071	114.676	168.194	147.413	178.477	51.051	142.713	209.954	0	216.857
PF02653.19	3639.125	3565.505	3961.477	5340.082	4551.434	4439.858	3825.099	3273.806	3649.783	2873.401	2019.842	3772.552
PF14804.9	481.626	488.609	65.73	0	469.772	325.547	175.333	142.649	135.015	147.501	0	275.106
PF13083.9	481.626	723.196	65.73	865.619	1112.648	507.501	175.333	142.649	341.754	147.501	0	275.106
PF01424.25	481.626	488.609	65.73	0	469.772	325.547	175.333	142.649	135.015	147.501	0	275.106
PF00224.24	211.601	321.585	185.34	141.47	518.654	344.963	412.094	377.208	248.324	217.777	0	395.132
PF02887.19	211.601	321.585	185.34	141.47	518.654	320.728	412.094	377.208	248.324	217.777	0	395.132
PF00365.23	674.158	957.782	1104.12	448.306	1542.917	933.386	981.227	181.06	767.201	1073.838	0	976.162
PF05816.14	301.714	347.743	281.709	171.364	0	172.19	237.486	380.234	344.21	77.271	0	263.366
PF10112.12	433.188	268.039	213.23	319.633	60.755	246.771	220.937	71.169	212.266	167.613	183.386	255.792
PF01210.26	73.404	410.176	127.99	293.239	429.83	142.795	134.342	87.014	116.358	168.119	0	231.366
PF07479.17	0	384.088	127.99	293.239	429.83	142.795	118.207	87.014	116.358	168.119	0	231.366
PF20618.1	0	384.088	127.99	293.239	429.83	142.795	118.207	87.014	116.358	168.119	0	231.366
PF00483.26	1736.251	1388.485	1130.7	599.375	1723.644	1769.357	1531.809	1605.369	1279.802	512.32	537.303	1521.262
PF00348.20	79.655	123.791	145.012	221.454	0	261.465	38.262	147.856	274.905	153.392	0	208.028
PF02527.18	103.677	165.501	163.474	0	365.997	206.009	418.157	222.274	125.538	127.85	0	375.913
PF00215.27	405.588	286.651	422.4	215.055	157.641	188.884	241.459	191.43	212.516	97.107	0	356.457
PF01180.24	803.824	368.591	799.562	224.453	681.645	532.729	616.603	194.59	400.004	615.456	601.85	442.944
PF00175.24	739.738	275.319	629.869	0	350.387	324.679	505.357	351.749	288.51	351.334	363.9	570.757
PF10418.12	611.999	278.365	629.869	0	350.387	431.274	518.468	403.735	358.028	454.976	0	570.757
