SampleID	PC1	PC2	PC3
FA1b	-0.0120762693851874	0.0716189595234832	-0.0881383807976556
FA1c	-0.195904110603881	0.0102772630198231	-0.08207045810639
FA2b	-0.121961765279696	0.0698213757780233	-0.164578543055388
FA2c	-0.0708600518019401	0.108632222777169	0.0804308306437127
FA3b	-0.237548370687913	0.0233449450447663	0.00692001380751314
FA3c	-0.105068671257501	0.1036756727121	0.0304908309891481
FA4b	-0.0771022484725138	0.0750105859537201	0.00485531288203872
FA4c	0.0248297051841875	0.10661669354528	0.15569470596936
FA5b	-0.237611533262871	0.0313059476939635	0.0477909903746858
FA5c	-0.276178886041214	-0.0165506737247441	0.0552379256632415
FA6b	-0.212209458850728	0.0516377407354265	0.011784600431292
FA6c	-0.128747903576171	0.0527757497426593	0.0169163288979912
FT1b	-0.184827823700821	0.0401333554313783	-0.0246203673219471
FT1c	-0.0267078559268403	0.108950489065639	0.0473896069756818
FT2b	-0.198318827288023	0.0267384224473111	-0.0842608036153802
FT2c	0.0608970027344311	0.0336927354594559	0.0107853130679468
FT3b	0.22460041323064	0.12402438577289	0.261960541278695
FT3c	-0.136111538194686	0.0757077077753352	0.0299820097045659
FT4b	-0.0464472881912133	0.0412041391236109	0.0126111894895796
FT4c	-0.216275669345396	-0.0125678813739355	0.0276278374234278
FT5b	0.0353474257105809	0.124332093416522	0.135759307395467
FT5c	0.110392443738756	0.13346584416303	0.230330855035057
FT6b	0.0453231441856701	0.125316152438445	0.169412592352587
FT6c	-0.299833311796063	-0.0150868879349956	0.0465901616413482
NA1a	0.0949444525434766	-0.0361055330158465	-0.393873486006628
NA1b	0.0865100320277743	-0.026158007478671	-0.372436455491254
NA1c	0.092779074313153	-0.125795632888885	-0.230541539840602
NA2a	0.213346636729873	0.125320788534619	-0.0559143136152978
NA2b	0.176843434815541	0.0585225184376879	-0.149233077486349
NA2c	0.115393830687989	0.00377075232343427	-0.201585373269043
NA3a	0.214280915808244	0.114959101626455	0.00596413337106939
NA3b	0.165428581225886	0.0370648640329026	-0.203497143365885
NA3c	0.128862277821798	-0.0676660907715666	0.0616910448705
NA4a	0.189936728720991	0.0632191998983345	0.143911434161807
NA4b	0.148449703476134	0.0246303881997205	0.0105737723040312
NA4c	0.217619271340135	0.107314367553505	0.224099155553938
NA5a	0.122552987571308	-0.0882969963998669	-0.281764523811596
NA5b	0.0383711113044287	-0.241455309776259	0.0612624992316285
NA5c	0.172286897058835	0.00703140855994923	0.000631054041897509
NA6a	-0.0295013798102287	-0.567012889868029	0.0659321047038981
NA6b	0.118938693021055	-0.389354800396906	0.347021341374527
NA6c	0.0153582002220021	-0.494065167156934	0.0288569721467778
