FeatureID	PC1	PC2	PC3
PF00308.21	-0.00669183539552239	-0.0154516141847371	0.00357533143114462
PF08299.14	-0.00699323959897051	-0.015475968353071	0.0039597074875081
PF01527.23	-0.000415743934861664	-0.00343633912592404	-0.0202100640013423
PF01025.22	-0.00331624554778619	-0.000196606542127599	0.0218420565467244
PF00012.23	-0.0245213726095081	-0.00169594281524834	-0.0326529521289833
PF06100.14	0.0231676802009528	0.0110907844383914	-0.00385141698585489
PF08220.15	-0.00910341097927931	-0.00995660874579184	-0.010831997467028
PF00455.25	-0.0233729699727943	-0.0155199636910366	0.0119888768168434
PF00294.27	-0.025186838250534	-0.0119692267714528	-0.0274712169570869
PF00359.25	-0.014612466164764	0.0102571792711116	-0.00271749365498581
PF02302.20	-0.0279307737520344	0.00822963508298098	0.00783493509749668
PF02378.21	-0.0545107720074343	0.0396511032698586	-0.0207419991422978
PF13396.9	-0.0421832399122094	-0.00351876340839275	0.0116466642116535
PF13091.9	-0.0396620536223578	-0.00566376192759856	-0.0122934228965426
PF10298.12	-0.0112553924472755	0.0108744124789861	0.014663219731287
PF14527.9	-0.0134850504902773	-0.000283526505570365	0.017266975953658
PF02650.17	-0.0134850504902773	-0.000283526505570365	0.017266975953658
PF01226.20	0.0241163403488032	0.0240016855397146	0.00320883869717501
PF04167.16	0.016693102233947	0.0236906403195498	0.0010860353984601
PF03462.21	-0.0137194108471076	-0.0205374928115137	-0.0041750652323557
PF00472.23	-0.0138376816686472	-0.0223257493280664	-0.0040079030629823
PF00268.24	0.0149195884727844	-0.00916345523457689	2.53026474786563e-05
PF08343.13	0.0200332722491131	0.00671612265305872	-0.00164971381043711
PF00317.24	0.0319783603060628	0.00835862334759377	-0.00593842088712223
PF02867.18	0.0349010100780543	-0.0541448346894245	-0.00486994047876945
PF02518.29	-0.0174041532191841	0.000610542874034963	-0.108168382671303
PF00204.28	-0.0163647155895975	-0.0236466870893467	-0.023263561958444
PF01751.25	-0.00524428398110234	-0.0111806157113572	-0.0655618916490018
PF00986.24	-0.0176909547131099	-0.0226595540776322	-0.0217058946079639
PF00929.27	-0.0264694598604612	0.00271351948353247	-0.0233635905433785
PF00521.23	-0.0181574347877932	-0.0225103753673904	-0.0282970312388563
PF03989.16	-0.018338515902992	-0.01789717626069	-0.0708474557468677
PF01544.21	0.0216710300523211	-0.0309002732741995	0.00656929263201913
PF13231.9	-0.0429285110855269	0.0368566802888702	0.00593495139174088
PF00535.29	-0.0324427136563372	-0.0153258195520248	-0.0563041213536252
PF00072.27	-0.0198488516016879	0.00691164825106751	-0.107422908908569
PF00486.31	-0.00763471716628307	0.00917760283817789	-0.0830933564922
PF13522.9	-0.0359401092593254	0.000497683120699177	0.0070523546610187
PF01380.25	-0.0319023393673175	-0.00721098681615312	-0.0175924625302074
PF06114.16	0.0082159245736074	0.0185838498988156	-0.0477928420833932
PF01381.25	-0.00380596813059659	-3.25786834448588e-05	-0.0718091605538419
PF10543.12	0.0180486452392164	0.00585692834055345	0.00716748179425219
PF00004.32	-0.0187858982671471	-0.0159607641808679	-0.0563993999999705
PF16193.8	-0.00591576770866956	-0.0251493474155085	0.00936800256135231
PF12002.11	-0.00591576770866956	-0.0251493474155085	0.00936800256135231
PF00692.22	0.0123836610765082	-0.00777803896157846	0.0138276552520023
PF06605.14	-0.0180772121574781	0.0232180687379104	-0.00455646592011979
PF18013.4	0.0117839926019684	0.0151362107051341	0.00408741711765444
PF01551.25	-0.00923467547744446	-0.00461263661704344	-0.0451052887132277
PF10651.12	0.00359102512094275	-0.00456820016143392	0.00350522260161221
PF00005.30	-0.0169731229152962	-0.00570091393800002	-0.119088329986154
PF12848.10	-0.0172357039867404	-0.0162243013141506	-0.0289348684634114
PF06971.16	0.00317093913883968	0.00837190307863775	0.019605280760803
PF02629.22	-0.00977675360956901	-0.0058112562796117	0.0233487907172132
PF00156.30	-0.029552248909444	-0.00191813868613202	-0.0177710707433193
PF01979.23	-0.0178584130501874	-0.0103968266481416	-0.0352956611598894
PF00730.28	-0.02774441292972	-0.00900385639401732	0.0078933062189374
PF10576.12	0.0197161848773884	0.0187167234724178	-0.000347045267422136
PF01784.21	-0.00783253201516612	-0.00721382432801824	0.018287051477332
PF01521.23	0.0219983877642317	-0.00220028933482113	-0.00378081500207878
