#FeatureID	cFA01a_S39	cFA01b_S45	cFA05a_S40	cFA05b_S46	cFA09a_S41	cFA09b_S47	cFA13a_S36	cFA13b_S42	cFA17a_S37	cFA17b_S43	cFA21a_S38	cFA21b_S44	cFT01a_S51	cFT01b_S57	cFT05a_S52	cFT05b_S58	cFT09a_S53	cFT09b_S59	cFT13a_S48	cFT13b_S54	cFT17a_S49	cFT17b_S55	cFT21a_S50	cFT21b_S56	cNA01a_S4	cNA01b_S10	cNA01c_S16	cNA05a_S5	cNA05b_S11	cNA05c_S17	cNA09a_S6	cNA09b_S12	cNA09c_S18	cNA13a_S1	cNA13b_S7	cNA13c_S13	cNA17a_S2	cNA17b_S8	cNA17c_S14	cNA21a_S3	cNA21b_S9	cNA21c_S15	cNT01a_S21	cNT01b_S27	cNT01c_S33	cNT05a_S22	cNT05b_S28	cNT05c_S34	cNT09a_S23	cNT09b_S29	cNT09c_S35	cNT13a_S19	cNT13b_S24	cNT13c_S30	cNT17a_S20	cNT17b_S25	cNT17c_S31	cNT21b_S26	cNT21c_S32
tr|A0A1H9GIX4|A0A1H9GIX4_9SPIR	0.0	0.0	3342.548	539.032	1353.065	0.0	1571.964	352.025	352.983	341.019	659.049	457.018	0.0	0.0	458.98	676.947	331.031	445.981	0.0	0.0	334.983	1297.897	0.0	399.001	0.0	152.022	447.055	1092.193	501.068	950.814	345.95	1395.05	1896.013	2799.291	5049.641	8172.588	1601.128	3612.632	10477.608	1862.81	4092.299	10316.237	256.022	1158.896	1609.81	1183.17	1380.453	3611.354	1073.938	807.866	2092.28	5040.808	7355.177	6736.391	964.049	2092.14	2007.759	5500.0	7005.624
tr|A0A1H9HBW2|A0A1H9HBW2_9SPIR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.022	0.0	243.043	250.034	158.969	0.0	155.006	316.002	0.0	129.016	0.0	0.0	92.991	0.0	0.0	205.015	0.0	0.0	144.987	123.985	197.028	172.056	95.009	214.988	0.0	220.029	0.0	0.0	143.008	0.0	209.014	0.0	125.0	0.0
tr|A0A1H9Q7N9|A0A1H9Q7N9_9BACI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10962.622	1491.185	243.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	545.039	0.0	277.972	0.0	0.0	0.0	502.963	0.0	723.935	1237.854	197.028	345.113	0.0	0.0	0.0	0.0	193.993	0.0	287.017	642.033	1464.098	4014.518	0.0	0.0
tr|A0A1I0H2Z2|A0A1I0H2Z2_9FIRM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	352.983	0.0	0.0	0.0	0.0	0.0	0.0	338.974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	261.015	304.045	298.037	121.021	125.017	158.969	0.0	310.011	158.001	0.0	129.016	0.0	320.026	647.934	333.019	0.0	205.015	0.0	256.022	144.987	247.971	197.028	172.056	190.019	0.0	0.0	110.015	0.0	0.0	143.008	0.0	209.014	200.976	250.0	222.02
tr|A0A1I0L736|A0A1I0L736_9ACTN	4745.27	2885.014	1392.228	0.0	677.032	2455.056	5893.864	6342.457	3526.834	2047.113	659.049	914.037	2822.13	0.0	3210.859	676.947	1326.123	1336.944	709.069	0.0	1673.915	0.0	2509.143	399.001	0.0	304.045	149.018	607.107	125.017	0.0	0.0	310.011	158.001	0.0	518.066	817.059	0.0	0.0	166.01	0.0	0.0	1006.925	0.0	434.961	0.0	592.085	345.113	0.0	643.963	161.973	110.015	193.993	0.0	287.017	1606.082	837.056	200.976	0.0	556.049
tr|A0A1I0R1L4|A0A1I0R1L4_9FIRM	1582.09	0.0	0.0	0.0	338.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	322.946	0.0	0.0	0.0	0.0	321.016	0.0	0.0	0.0	0.0
tr|A0A1I0SA16|A0A1I0SA16_9BACT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.985	0.0	172.056	190.019	0.0	0.0	110.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1I0V685|A0A1I0V685_9CLOT	0.0	0.0	0.0	0.0	0.0	0.0	392.991	352.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.022	0.0	121.021	250.034	0.0	0.0	155.006	0.0	0.0	129.016	0.0	0.0	370.962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.009	428.975	0.0	110.015	193.993	0.0	0.0	0.0	0.0	200.976	250.0	0.0
tr|A0A1I1EUW9|A0A1I1EUW9_9GAMM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.056	285.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1I1MYN2|A0A1I1MYN2_9CLOT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	466.048	0.0	0.0	320.026	92.991	0.0	0.0	0.0	0.0	256.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1I1SYU2|A0A1I1SYU2_9LACO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.018	243.043	250.034	158.969	0.0	0.0	0.0	0.0	129.016	0.0	0.0	92.991	166.01	0.0	102.007	0.0	256.022	144.987	247.971	197.028	172.056	95.009	214.988	322.946	110.015	0.0	0.0	143.008	0.0	0.0	401.952	125.0	111.01
tr|A0A1I2FQA2|A0A1I2FQA2_9SPHI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	322.946	220.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1I2HLN7|A0A1I2HLN7_9BACT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1I2RXD4|A0A1I2RXD4_9LACO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	261.015	152.022	0.0	121.021	125.017	0.0	0.0	0.0	158.001	466.048	0.0	272.02	320.026	0.0	166.01	0.0	102.007	0.0	0.0	0.0	123.985	197.028	0.0	0.0	214.988	0.0	0.0	193.993	0.0	0.0	0.0	0.0	0.0	125.0	0.0
tr|A0A1I2S4P1|A0A1I2S4P1_9BACL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.017	158.969	0.0	0.0	0.0	0.0	129.016	0.0	0.0	0.0	0.0	0.0	102.007	0.0	0.0	0.0	123.985	0.0	0.0	95.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	111.01
tr|A0A1I2ZR73|A0A1I2ZR73_9RHOB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.022	149.018	121.021	250.034	158.969	0.0	155.006	158.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.007	0.0	0.0	0.0	0.0	0.0	172.056	190.019	0.0	161.973	110.015	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0
tr|A0A1I3D868|A0A1I3D868_9RHOB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1I3PH24|A0A1I3PH24_9FLAO	0.0	0.0	278.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.017	158.969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1I3SYD8|A0A1I3SYD8_9PLAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	352.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	890.963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.022	0.0	121.021	0.0	0.0	0.0	155.006	158.001	0.0	0.0	0.0	0.0	647.934	0.0	0.0	102.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.03
tr|A0A1I4IQG9|A0A1I4IQG9_9RHOB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.017	0.0	0.0	0.0	158.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.056	95.009	0.0	161.973	110.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1I4P275|A0A1I4P275_9GAMM	0.0	0.0	557.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1I4TD06|A0A1I4TD06_9BACE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.018	0.0	0.0	0.0	0.0	155.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.009	0.0	0.0	110.015	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0
tr|A0A1I5B965|A0A1I5B965_9CLOT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	304.045	149.018	0.0	125.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	320.026	184.981	0.0	0.0	102.007	0.0	0.0	0.0	123.985	0.0	172.056	0.0	214.988	0.0	110.015	0.0	0.0	0.0	321.016	0.0	0.0	0.0	0.0
tr|A0A1I5TMJ1|A0A1I5TMJ1_9FIRM	0.0	1154.006	0.0	0.0	0.0	0.0	392.991	0.0	704.967	341.019	659.049	457.018	941.043	1420.104	0.0	338.974	331.031	445.981	354.034	0.0	334.983	864.932	418.024	399.001	261.015	152.022	149.018	243.043	125.017	158.969	0.0	155.006	158.001	0.0	129.016	272.02	320.026	370.962	0.0	0.0	102.007	251.981	0.0	144.987	247.971	394.057	172.056	95.009	214.988	161.973	110.015	0.0	0.0	143.008	321.016	209.014	200.976	125.0	334.03
tr|A0A1I6JWA8|A0A1I6JWA8_9FIRM	395.023	0.0	278.046	539.032	338.016	0.0	785.982	352.025	0.0	341.019	0.0	0.0	0.0	473.035	458.98	338.974	331.031	445.981	354.034	377.012	334.983	864.932	0.0	0.0	0.0	913.135	1044.129	1699.301	1502.204	1585.689	1381.8	930.033	1422.01	933.097	518.066	272.02	640.051	2315.764	1497.087	372.962	716.052	754.944	769.067	1013.909	1114.868	789.114	690.226	380.037	643.963	484.92	661.089	387.985	216.005	430.025	321.016	1255.084	1003.88	625.0	1001.089
tr|A0A1I6KRT1|A0A1I6KRT1_9FIRM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	470.022	0.0	0.0	0.0	0.0	0.0	0.0	377.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.01
tr|A0A1I6Q0I3|A0A1I6Q0I3_9BACI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.022	149.018	0.0	125.017	158.969	345.95	0.0	158.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200.976	0.0	111.01
tr|A0A1I7DPW8|A0A1I7DPW8_9HYPH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	704.967	341.019	0.0	0.0	0.0	0.0	458.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1921.154	0.0	166.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	214.988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1J0A5R1|A0A1J0A5R1_9ENTE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	501.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.022	289.974	494.942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1J0A614|A0A1J0A614_9ENTE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.018	0.0	125.017	158.969	0.0	0.0	158.001	0.0	0.0	0.0	320.026	0.0	0.0	372.962	102.007	251.981	0.0	0.0	123.985	0.0	172.056	95.009	214.988	0.0	110.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.01
tr|A0A1J0ECA2|A0A1J0ECA2_PRORE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.007	0.0	0.0	0.0	0.0	0.0	345.113	0.0	0.0	0.0	110.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1J0KTW9|A0A1J0KTW9_9GAMM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	466.048	129.016	0.0	320.026	0.0	0.0	2234.772	205.015	754.944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	865.021	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1J5MTK4|A0A1J5MTK4_9BACT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	333.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1J5MWM2|A0A1J5MWM2_9BACT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1K1PVI3|A0A1K1PVI3_9FLAO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1K2I5F7|A0A1K2I5F7_9LACO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	640.051	92.991	166.01	0.0	102.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1L2G1K1|A0A1L2G1K1_ENTFC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1L3KBE2|A0A1L3KBE2_9LACO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.022	149.018	0.0	125.017	158.969	0.0	0.0	0.0	0.0	0.0	272.02	0.0	92.991	166.01	372.962	102.007	0.0	0.0	144.987	123.985	197.028	0.0	190.019	0.0	0.0	110.015	193.993	0.0	0.0	0.0	0.0	200.976	125.0	111.01
tr|A0A1L6RA67|A0A1L6RA67_9LACO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1L8QXG4|A0A1L8QXG4_9ENTE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	352.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1L8RIP6|A0A1L8RIP6_9ENTE	0.0	0.0	0.0	0.0	338.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	298.037	0.0	0.0	0.0	0.0	155.006	0.0	0.0	129.016	272.02	0.0	370.962	832.048	0.0	102.007	251.981	0.0	0.0	0.0	0.0	0.0	285.028	0.0	0.0	110.015	387.985	216.005	287.017	0.0	0.0	200.976	250.0	222.02
tr|A0A1L8SG36|A0A1L8SG36_ENTCA	0.0	0.0	278.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	329.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.983	0.0	0.0	0.0	0.0	152.022	149.018	0.0	250.034	158.969	0.0	0.0	0.0	466.048	129.016	0.0	320.026	92.991	166.01	0.0	102.007	0.0	256.022	0.0	123.985	197.028	172.056	190.019	214.988	0.0	110.015	0.0	0.0	0.0	0.0	0.0	200.976	125.0	111.01
tr|A0A1L8TNH9|A0A1L8TNH9_9ENTE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	690.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	592.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1L8W0J9|A0A1L8W0J9_9ENTE	395.023	0.0	278.046	0.0	0.0	0.0	392.991	0.0	352.983	0.0	329.024	0.0	0.0	473.035	0.0	0.0	0.0	445.981	0.0	0.0	669.966	0.0	418.024	399.001	261.015	0.0	0.0	0.0	125.017	0.0	345.95	155.006	0.0	466.048	0.0	0.0	320.026	92.991	166.01	0.0	102.007	0.0	0.0	144.987	123.985	0.0	172.056	95.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	222.02
tr|A0A1L8WSH7|A0A1L8WSH7_9ENTE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	709.069	0.0	0.0	0.0	0.0	0.0	261.015	304.045	149.018	121.021	250.034	316.938	0.0	155.006	158.001	0.0	129.016	0.0	640.051	92.991	166.01	0.0	409.03	251.981	0.0	144.987	247.971	394.057	517.17	285.028	428.975	0.0	110.015	193.993	0.0	287.017	0.0	209.014	401.952	375.0	445.04
tr|A0A1L8WSY6|A0A1L8WSY6_9ENTE	0.0	0.0	278.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	329.024	0.0	0.0	0.0	458.98	0.0	0.0	445.981	0.0	0.0	669.966	0.0	418.024	0.0	1044.06	304.045	149.018	121.021	375.051	158.969	345.95	155.006	158.001	0.0	129.016	272.02	320.026	92.991	166.01	0.0	307.022	251.981	256.022	144.987	247.971	197.028	172.056	95.009	214.988	0.0	110.015	193.993	0.0	143.008	321.016	209.014	200.976	250.0	222.02
tr|A0A1L9QP00|A0A1L9QP00_9CYAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.022	149.018	0.0	125.017	0.0	0.0	155.006	0.0	0.0	129.016	0.0	0.0	0.0	0.0	0.0	102.007	0.0	0.0	144.987	123.985	0.0	172.056	95.009	214.988	161.973	220.029	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0
tr|A0A1M4UMD1|A0A1M4UMD1_9HYPH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.043	0.0	0.0	0.0	155.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.987	0.0	0.0	0.0	190.019	0.0	161.973	110.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1M4YCR2|A0A1M4YCR2_9BACE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.056	95.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tr|A0A1M4ZCU4|A0A1M4ZCU4_9BACT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	304.045	298.037	121.021	250.034	158.969	0.0	465.017	158.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	307.022	0.0	256.022	289.974	247.971	197.028	345.113	665.065	214.988	484.92	440.059	0.0	0.0	0.0	0.0	0.0	0.0	250.0	111.01
