cluster index	parent mass	RTMean
1526	210.11577786979697	0.53873247
1446	332.18119253797715	0.53964764
1513	195.0762025809434	0.5410666
1592	253.82558744005124	0.545166
1686	312.65365169462785	0.54677653
1591	360.150055000928	0.5490558
1638	240.9873823731322	0.55341613
1632	551.2309920628419	0.55555475
1636	296.51173047865893	0.5589827
1616	380.2357733545035	0.56189924
1644	260.80518039578715	0.5694806
1651	444.2642255603618	0.5699464
2666	231.09757220725257	0.576016
1809	244.09280826709923	0.57627183
1668	390.7040164655912	0.57629734
1647	284.4842160004495	0.57656014
1674	426.2226910198176	0.5822018
1224	391.1454347728368	0.5889816
1729	624.299722834209	0.59059775
1781	386.2395972456724	0.5908376
1874	378.15101482877554	0.59276396
1682	517.3345486191199	0.5928839
1762	316.68898517377	0.5939282
1771	380.21586771055127	0.5939356
1626	394.1273347354667	0.5945165
1887	244.1291864678952	0.5949269
1784	159.03854014269135	0.59531564
1877	160.03445905311662	0.59558463
2223	213.615028638158	0.5956636
1973	158.03918971257644	0.5968474
1812	631.3694011895252	0.5994106
1848	295.0956401552356	0.599836
1936	274.1874520324597	0.6041429
1749	366.1327657796129	0.6043273
1735	316.18813190082466	0.60434085
1649	506.8117325336567	0.60527176
1918	159.0309535590102	0.6053953
1880	435.1725582494991	0.60565424
1968	329.155672362118	0.6057195
1602	446.2413842943837	0.6060283
1754	324.0589949672631	0.6063707
1777	338.20991246183013	0.6064538
1850	228.07217410280472	0.60707784
1646	411.19066810796926	0.6076941
1773	253.9092475877786	0.6078448
1828	217.0818747805943	0.60799026
2719	259.1704865871925	0.60868037
1802	333.2129030719825	0.60915214
1890	157.03527692540968	0.6092997
1823	150.05845131946876	0.6095194
3033	493.177385803145	0.60951185
1770	654.3563584233908	0.6099621
1892	393.1436976256944	0.6104053
2505	462.2379261037521	0.6110493
2866	160.1332264130082	0.6113054
1810	622.2310914739355	0.61221343
1908	432.1729932733336	0.6125423
1845	217.1294937632008	0.6128616
1818	623.2148131107955	0.6140813
1868	322.17471604716303	0.6146283
1815	395.1673998037867	0.6149855
2159	198.12380030627853	0.61533755
1839	357.6931838136534	0.6154507
1915	446.2626406588556	0.6154866
1826	481.1599918126543	0.6154965
1822	430.240680777915	0.6156445
1841	320.1450209138183	0.61570084
1846	223.63417986233875	0.61582834
1482	208.06372222889445	0.6158929
1843	228.14538204772512	0.61623925
1847	373.1713456009396	0.6163343
