CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
34919	34937	42	0.9478	31.042
34928	34937	42	0.9308	-54.032
34937	35062	42	0.9302	-43.042
34937	40040	42	0.9553	18.010
34937	40043	42	0.9054	-17.028
34937	45368	42	0.9373	49.982
46090	46987	42	0.9157	-468.255
46207	46987	42	0.9188	-456.255
46671	46987	42	0.9113	51.079
46987	46999	42	0.9413	-51.080
46987	47033	42	0.9331	499.296
45866	46207	42	0.9158	456.253
46090	46207	42	0.9186	-12.000
46207	47254	42	0.937	-456.254
46207	47288	42	0.9383	43.041
45667	46710	42	0.9273	-49.982
45883	46710	42	0.9116	-0.001
45888	46710	42	0.9067	18.010
46705	46710	42	0.9275	18.011
46710	46713	42	0.9367	-36.021
46710	47021	42	0.9444	-0.000
46710	50135	42	0.9122	49.983
38636	46710	42	0.9187	535.318
40401	46710	42	0.9414	18.011
45345	45395	42	0.9308	-420.250
45390	45395	42	0.962	17.026
45392	45395	42	0.9058	-519.340
45395	45680	42	0.9741	0.000
45395	45683	42	0.9514	-17.027
35148	44592	42	0.9121	18.009
40068	44592	42	0.9089	46.041
46110	47522	42	0.908	-0.001
47033	47522	42	0.9082	18.010
34919	39946	42	0.9145	-501.278
35062	39946	42	0.9261	-489.278
35148	39946	42	0.9403	-515.293
39946	39979	42	0.9317	17.027
39946	40043	42	0.9086	515.292
39946	40068	42	0.9388	487.261
34916	34928	42	0.9661	18.011
34916	40040	42	0.9276	-18.011
34916	45888	42	0.9062	-2.015
45645	45958	42	0.9356	0.002
45667	45958	42	0.9151	-485.333
45958	49316	42	0.9632	467.323
45958	49908	42	0.9734	449.313
45958	50014	42	0.9817	432.286
45958	50020	42	0.9736	-0.001
45958	50135	42	0.946	485.334
47033	47352	42	0.9193	35.966
51092	51094	42	0.9521	501.312
51094	54341	42	0.9104	49.983
34928	45392	42	0.9239	49.982
54341	54350	42	0.9289	-35.037
54341	54359	42	0.9329	-451.329
54341	54418	42	0.9343	-18.011
54341	56093	42	0.9503	-60.021
46720	47033	42	0.9083	17.027
47023	47033	42	0.9148	-18.010
47033	49023	42	0.9132	49.982
40349	47033	42	0.9192	-36.021
34914	34919	42	0.9159	100.053
34919	35062	42	0.9721	-12.000
34919	35148	42	0.9215	14.015
34919	40040	42	0.9052	49.052
34919	40043	42	0.9103	14.014
34914	35148	42	0.9201	114.068
35062	35148	42	0.934	26.015
35148	39979	42	0.9059	-498.266
35148	40043	42	0.9152	-0.001
35148	40068	42	0.9244	-28.032
35148	45597	42	0.9135	49.983
46667	46686	42	0.9323	473.282
46667	46984	42	0.9396	0.000
46667	46985	42	0.9252	473.281
46667	47204	42	0.9156	473.281
45866	47254	42	0.948	-0.002
45883	47254	42	0.9102	-535.318
45888	47254	42	0.9088	-517.307
45912	47254	42	0.924	17.528
46090	47254	42	0.9186	-468.255
46713	47254	42	0.9063	-499.296
47254	47288	42	0.9255	499.296
38636	47254	42	0.9172	0.001
34914	35062	42	0.9184	88.053
45368	45399	42	0.9421	18.011
40040	45399	42	0.9217	49.983
46090	47288	42	0.9093	31.041
45345	45390	42	0.9326	-437.277
45390	45680	42	0.9624	17.027
45390	45683	42	0.9836	-0.000
44482	49023	42	0.9152	-18.010
49841	50014	42	0.9326	-58.005
45661	45989	42	0.9291	0.002
54350	54359	42	0.9806	-416.292
54359	54418	42	0.9377	433.318
54359	56093	42	0.9671	391.308
46671	46984	42	0.916	34.052
46671	46999	42	0.9551	-0.001
39826	46720	42	0.9379	0.001
38636	40401	42	0.9074	517.307
38636	45866	42	0.9539	0.002
38636	45883	42	0.9185	535.319
38636	45888	42	0.9369	517.308
38636	45912	42	0.9174	-17.528
38636	46713	42	0.9594	499.297
46705	46713	42	0.9248	-18.010
46705	47021	42	0.9453	18.011
46705	47288	42	0.9049	-18.011
40349	46705	42	0.9128	-18.011
40401	46705	42	0.944	0.000
45866	45883	42	0.9165	535.316
45866	45888	42	0.9417	517.305
45866	45912	42	0.9569	-17.530
45866	46713	42	0.919	499.295
45866	47288	42	0.909	499.294
35062	39979	42	0.9094	-472.250
39979	40068	42	0.9057	470.233
54350	56093	42	0.9725	-24.984
54418	56093	42	0.969	-42.011
35062	40043	42	0.9109	26.014
40043	40063	42	0.9199	53.048
40043	40068	42	0.9154	-28.031
47204	47283	42	0.9054	61.053
47283	47690	42	0.9191	-18.010
45876	45912	42	0.911	0.500
39971	40063	42	0.9207	-18.011
45883	47288	42	0.9195	-36.022
45888	47288	42	0.9195	-18.012
40401	45883	42	0.9219	18.012
40401	46713	42	0.932	-18.010
40401	47021	42	0.9259	18.011
45345	45683	42	0.9378	-437.277
45680	45683	42	0.9641	-17.027
45645	50020	42	0.9402	0.001
49316	50020	42	0.9357	-467.324
49908	50020	42	0.9631	-449.314
50014	50020	42	0.9831	-432.287
50020	50135	42	0.9055	485.335
46686	46985	42	0.9535	-0.000
46984	46985	42	0.9102	473.281
46985	49802	42	0.9091	44.025
45297	45345	42	0.919	-2.016
45345	45368	42	0.9104	45.058
45345	45597	42	0.937	28.031
45345	45680	42	0.948	-420.250
43603	45345	42	0.9194	-28.030
45297	45368	42	0.9276	43.042
45368	45597	42	0.9559	-17.026
43603	45368	42	0.9283	17.028
43611	45368	42	0.9424	0.001
43603	43611	42	0.9104	17.027
43611	45297	42	0.9164	-43.041
43611	45597	42	0.9135	-17.025
51092	51251	42	0.9474	466.275
45645	45667	42	0.9231	485.335
45645	49316	42	0.9119	467.325
45645	49908	42	0.9378	449.315
45645	50014	42	0.9353	432.288
45297	45597	42	0.9482	26.015
45597	45680	42	0.9093	-448.281
43603	45597	42	0.9537	0.001
45667	49316	42	0.9376	-18.010
49316	49908	42	0.9709	-18.010
49316	50014	42	0.9495	-35.037
49316	50135	42	0.9641	18.011
49316	54418	42	0.9191	-2.015
45883	45888	42	0.9381	-18.011
45888	45912	42	0.9105	-534.835
45888	46713	42	0.9497	-18.011
45667	49908	42	0.9348	-36.021
46713	49908	42	0.9259	49.983
49908	50014	42	0.973	-17.027
49908	50135	42	0.9567	36.021
40349	47021	42	0.9299	-0.000
35062	45297	42	0.9217	49.982
45297	45680	42	0.9093	-422.266
43603	45297	42	0.9401	-26.014
35062	40068	42	0.9283	-2.017
45883	46713	42	0.9118	-36.022
45912	46713	42	0.9081	516.824
54350	54418	42	0.9498	17.026
45667	50135	42	0.9546	0.001
51251	54350	42	0.9081	49.983
50014	50135	42	0.9152	53.048
42648	43857	43	0.9439	-11.016
55569	57137	44	0.9949	228.129
55569	57401	44	0.9948	-842.072
57137	57401	44	0.995	-1070.201
54803	54823	46	0.9259	-44.026
54812	54823	46	0.9464	44.027
54823	54828	46	0.9241	-88.053
54803	54812	46	0.9472	-88.052
54803	54828	46	0.9339	-132.078
54812	54828	46	0.9364	-44.026
46130	55463	47	0.8238	63.047
42653	55463	47	0.8294	-312.230
43486	55463	47	0.882	-312.230
43502	55463	47	0.8551	-329.256
44165	55463	47	0.9367	-312.229
44210	55463	47	0.8806	-329.256
43236	44067	47	0.852	-0.000
43236	46716	47	0.8578	74.037
43236	48183	47	0.8521	56.026
43236	50996	47	0.8797	74.037
35238	44210	47	0.8764	-56.026
42653	44210	47	0.8409	17.027
43486	44210	47	0.9383	17.027
43502	44210	47	0.897	0.000
44165	44210	47	0.9243	17.027
44210	46342	47	0.8715	57.011
44210	46739	47	0.8678	74.037
46109	46192	47	0.889	17.026
46192	47281	47	0.88	-17.027
46192	48618	47	0.8594	74.036
40474	46192	47	0.879	17.027
41526	46192	47	0.8374	17.027
42653	46192	47	0.8937	17.027
43486	46192	47	0.8672	17.027
43502	46192	47	0.919	0.000
35238	46804	47	0.8927	1.055
45265	46804	47	0.8822	0.072
46738	46804	47	0.9176	0.071
46804	47028	47	0.8829	-0.071
46804	47029	47	0.8781	16.956
46773	46774	47	0.8316	-17.027
46716	50431	47	0.898	-18.011
48183	50431	47	0.8288	-0.000
44570	50431	47	0.845	0.000
35238	46738	47	0.9159	0.984
45265	46738	47	0.9269	0.000
46342	46738	47	0.9026	-0.000
46738	46739	47	0.8967	17.027
46738	47028	47	0.9451	0.000
46738	47029	47	0.9229	17.027
46738	48618	47	0.861	17.027
46738	48712	47	0.9235	0.000
44578	46738	47	0.8833	0.000
44067	48183	47	0.8523	56.026
42384	44570	47	0.8246	56.026
44570	44578	47	0.898	-17.027
44570	46716	47	0.8239	18.011
44570	48168	47	0.8866	-17.026
44570	48183	47	0.9385	0.000
44570	48618	47	0.8637	0.001
35238	37369	47	0.8728	-0.000
35238	45265	47	0.8802	0.984
35238	46342	47	0.9318	0.985
35238	46739	47	0.8698	18.011
35238	47028	47	0.9021	0.984
35238	47029	47	0.876	18.011
35238	48712	47	0.9241	0.984
46109	47277	47	0.8289	17.026
47277	47281	47	0.8545	-17.027
40474	47277	47	0.8718	17.027
41526	42653	47	0.8313	0.000
41526	43486	47	0.8305	0.000
41526	46109	47	0.8716	0.001
41526	46773	47	0.8491	17.026
42653	44165	47	0.8519	-0.000
43486	44165	47	0.9258	-0.000
43502	44165	47	0.8693	-17.027
42653	43502	47	0.927	17.027
43486	43502	47	0.9025	17.027
43502	46739	47	0.8734	74.037
43502	47281	47	0.8535	-17.027
46342	48618	47	0.8713	17.026
46739	48618	47	0.8836	-0.000
47028	48618	47	0.8954	17.027
47029	48618	47	0.8822	-0.000
48183	48618	47	0.8674	0.000
48618	48712	47	0.899	-17.027
44578	48618	47	0.8867	17.027
40474	42653	47	0.8595	0.000
40474	46109	47	0.9187	0.001
40474	47281	47	0.8999	-0.000
45265	48712	47	0.893	0.001
46342	48712	47	0.9237	-0.000
46739	48712	47	0.911	-17.027
47028	48712	47	0.9212	-0.000
47029	48712	47	0.8817	-17.027
48168	48712	47	0.8834	0.000
44578	48712	47	0.8993	0.001
48168	48183	47	0.8834	17.027
48168	51438	47	0.8488	-0.000
46716	48183	47	0.8268	-18.011
48183	51438	47	0.8381	-17.027
42384	48183	47	0.8789	56.026
48757	50996	47	0.8251	1.003
45265	47029	47	0.9281	17.027
46342	47029	47	0.8614	17.026
46739	47029	47	0.8759	-0.000
47028	47029	47	0.918	17.027
44578	47029	47	0.8711	17.027
46109	46773	47	0.879	17.026
46109	47281	47	0.9139	-0.001
42653	46109	47	0.8724	0.001
43486	46109	47	0.8335	0.001
46773	47281	47	0.8308	-17.027
42653	47281	47	0.8801	-0.000
44578	45265	47	0.8635	0.000
44578	46342	47	0.9075	0.001
44578	46739	47	0.8849	17.027
44578	47028	47	0.9004	0.001
37369	46342	47	0.8763	0.985
46760	46773	47	0.8819	-18.011
42384	46773	47	0.8399	-18.010
42685	46773	47	0.863	-0.000
46342	46739	47	0.9717	17.027
46342	47028	47	0.9005	-0.000
46739	47028	47	0.894	-17.027
42384	42685	47	0.8715	-18.010
42685	46760	47	0.9163	18.011
42653	43486	47	0.905	-0.000
42384	46760	47	0.9241	0.000
42384	46716	47	0.8637	74.037
45265	47028	47	0.9098	0.001
13396	13769	50	0.899	924.465
13396	14098	50	0.8518	-132.042
13396	14565	50	0.833	1233.287
13396	14673	50	0.8299	-1.004
13396	15291	50	0.8726	-131.040
13396	15928	50	0.8746	-132.046
13396	16890	50	0.8473	859.446
14758	15421	50	0.8296	1.003
14798	15421	50	0.9302	925.363
13497	13809	50	0.9193	0.325
13786	13809	50	0.8297	0.997
13809	15027	50	0.8813	-0.325
13391	15928	50	0.8236	87.028
13542	15928	50	0.8405	-1320.985
13769	15928	50	0.8796	-1056.511
14098	15928	50	0.9032	-0.003
15291	15928	50	0.9344	-1.006
15928	16890	50	0.9158	991.491
13293	14673	50	0.8221	87.028
13769	14673	50	0.8644	-925.469
14673	14758	50	0.9387	925.367
13293	13319	50	0.8357	1291.975
13306	13319	50	0.9022	-0.333
13319	13437	50	0.8343	-1290.976
13319	15041	50	0.8391	-322.996
13319	15077	50	0.9241	0.333
13384	13391	50	0.846	-1379.336
13384	13395	50	0.8593	-1378.335
13384	13791	50	0.8411	-5.332
13384	14659	50	0.9223	-0.667
13384	15227	50	0.9059	0.000
13384	15236	50	0.9124	0.334
13384	15238	50	0.867	-344.836
13384	15239	50	0.8497	-344.335
13293	13306	50	0.8542	1292.308
13293	13391	50	0.8579	-131.042
13293	13395	50	0.8759	-130.040
13293	13437	50	0.9291	0.998
13293	15041	50	0.9652	968.979
13293	15077	50	0.849	1292.308
13293	15238	50	0.8802	903.459
13293	15239	50	0.8675	903.960
13769	13906	50	0.8703	308.488
13906	14565	50	0.9306	0.334
13791	13926	50	0.9177	0.334
13926	14943	50	0.8921	0.000
13926	15010	50	0.9447	-0.334
13926	15846	50	0.9141	0.001
13497	16998	50	0.8264	0.334
13786	16998	50	0.8266	1.006
15027	16998	50	0.834	0.334
15645	16998	50	0.8785	-0.001
16998	17066	50	0.968	-0.334
13791	14943	50	0.8622	0.334
14214	14943	50	0.8339	1390.338
14943	15010	50	0.8692	-0.334
14943	15846	50	0.9372	0.000
13306	13437	50	0.8488	-1291.309
13391	13437	50	0.875	132.040
13395	13437	50	0.9013	131.039
13437	15041	50	0.9289	967.981
13437	15077	50	0.848	1291.310
13437	15238	50	0.879	902.461
13437	15239	50	0.8814	902.961
13391	14214	50	0.8636	-15.999
14214	15239	50	0.8225	1051.001
14214	15846	50	0.8298	1390.338
13395	15291	50	0.8801	87.033
13542	15291	50	0.8599	-1319.979
13769	15291	50	0.8955	-1055.505
14098	15291	50	0.9375	1.003
15027	15291	50	0.8306	-1320.312
15291	15645	50	0.8488	1320.648
15291	16890	50	0.9391	990.485
14659	15227	50	0.8847	0.667
15227	15236	50	0.9394	0.333
13497	13542	50	0.8798	-0.333
13497	13786	50	0.9148	-0.672
13497	15027	50	0.9443	-0.000
13497	15645	50	0.8546	0.335
13497	17066	50	0.8402	0.000
13306	15041	50	0.846	-323.329
13391	15041	50	0.8667	1100.021
13395	15041	50	0.864	1099.019
15041	15077	50	0.8461	323.329
15041	15238	50	0.8901	-65.520
15041	15239	50	0.8563	-65.019
13306	15077	50	0.9352	0.000
13791	15846	50	0.8658	0.335
15010	15846	50	0.8967	0.334
13391	14098	50	0.8932	87.031
13542	14098	50	0.8814	-1320.982
13769	14098	50	0.8994	-1056.508
14098	15027	50	0.8625	1321.315
14098	15645	50	0.8898	1321.651
14098	16890	50	0.9624	991.488
14098	17066	50	0.841	1321.316
13542	15027	50	0.9132	0.333
13786	15027	50	0.9275	0.672
15027	15645	50	0.8871	0.336
15027	16890	50	0.8558	-329.827
15027	17066	50	0.8564	0.001
13542	15645	50	0.8712	0.668
13786	15645	50	0.8605	1.007
15645	16890	50	0.8738	-330.162
15645	17066	50	0.895	-0.335
13769	14758	50	0.8474	-0.103
13542	13786	50	0.9098	-0.339
13786	17066	50	0.8352	0.672
13391	13395	50	0.9502	1.001
13391	15238	50	0.9507	1034.501
13391	15239	50	0.9614	1035.001
13769	14565	50	0.8646	308.822
13542	13769	50	0.8499	-264.474
13542	16890	50	0.8678	-329.494
13542	17066	50	0.8355	0.333
13395	15238	50	0.9469	1033.499
13791	15238	50	0.8363	-339.503
14659	15238	50	0.8512	-344.169
15236	15238	50	0.8325	-345.169
15238	15239	50	0.9551	0.501
13791	14659	50	0.8215	4.665
14659	15236	50	0.8783	1.001
13395	13791	50	0.8261	1373.003
13395	15236	50	0.8493	1378.668
13395	15239	50	0.9618	1034.000
15236	15239	50	0.8296	-344.669
13791	15010	50	0.9351	0.000
13769	16890	50	0.8879	-65.019
910	2505	51	0.9098	0.001
25036	46468	52	0.7056	107.000
12582	13979	53	0.9593	0.000
13176	13979	53	0.862	1.002
13246	13979	53	0.8989	15.995
13794	13979	53	0.902	99.069
13979	15135	53	0.8626	-99.067
12582	13246	53	0.8923	-15.995
13246	14303	53	0.9138	-99.068
13794	15135	53	0.8976	0.001
14854	15135	53	0.9535	0.565
15092	15135	53	0.8849	1.003
14854	15092	53	0.9105	-0.439
13794	14303	53	0.8938	-15.994
12582	13794	53	0.8964	-99.069
13794	14854	53	0.8716	-0.563
14203	15067	54	0.8343	1078.602
14319	15067	54	0.9272	17.028
14807	15067	54	0.8079	-114.041
15067	16965	54	0.9287	-17.029
14203	16965	54	0.8251	1061.573
14319	16965	54	0.9516	-0.001
14203	14319	54	0.8241	1061.574
14319	14807	54	0.7991	131.070
14019	14807	54	0.8067	-0.001
14019	14203	54	0.8387	-1192.644
2348	4421	55	0.8652	18.012
2348	4715	55	0.85	15.995
2348	5258	55	0.964	-0.000
2348	5634	55	0.8424	15.995
2348	8410	55	0.8432	18.010
2348	8561	55	0.8421	15.994
5258	8410	55	0.8514	18.010
3276	4715	55	0.9614	-0.001
3276	5634	55	0.9847	-0.001
3276	8561	55	0.9818	-0.002
3276	10107	55	0.9827	-0.002
4715	8561	55	0.9702	-0.001
5634	8561	55	0.9874	-0.001
8561	10107	55	0.988	0.000
4421	8410	55	0.9349	-0.001
5419	8410	55	0.96	-0.001
6649	8410	55	0.9287	-0.001
8410	10052	55	0.8842	-643.299
4715	5634	55	0.9697	-0.000
4715	10107	55	0.9656	-0.001
4421	5419	55	0.9247	-0.001
4421	6649	55	0.8735	-0.001
4421	10052	55	0.9461	-643.301
5634	10107	55	0.9829	-0.001
5419	6649	55	0.9321	-0.000
5419	10052	55	0.8763	-643.300
22479	23831	56	0.8554	8.512
22479	23849	56	0.8856	-0.000
22479	24139	56	0.8982	-8.513
22479	24564	56	0.8973	8.511
22479	25326	56	0.8452	-8.514
22479	27053	56	0.9099	-9.018
22479	27100	56	0.9205	-0.001
22479	30572	56	0.9352	-8.516
22479	31831	56	0.9023	-8.515
22479	32038	56	0.8588	-0.002
23849	26470	56	0.8909	7.510
24139	26470	56	0.9038	16.023
24564	26470	56	0.9105	-1.002
26470	27053	56	0.9116	-16.527
26470	27100	56	0.8627	-7.510
26470	27668	56	0.8555	-16.024
26470	31831	56	0.8626	-16.025
26470	32038	56	0.8563	-7.512
26470	32073	56	0.9217	-16.527
18356	21005	56	0.8344	1005.521
19771	21005	56	0.8547	0.000
21005	22822	56	0.8663	-0.502
21005	23380	56	0.8863	-0.001
21005	30572	56	0.8449	164.057
15473	15823	56	0.8842	0.999
15823	16066	56	0.8578	1005.524
15823	17317	56	0.8272	-99.064
15823	17452	56	0.8928	947.983
15823	18356	56	0.8303	0.002
17317	17326	56	0.8714	997.511
17317	18356	56	0.8425	99.065
17317	19053	56	0.8806	998.011
17317	19294	56	0.8703	932.493
17317	19410	56	0.9332	997.512
17317	20088	56	0.8717	997.508
17317	20802	56	0.8706	997.515
17317	21033	56	0.8597	998.011
19053	20802	56	0.849	-0.496
19294	20802	56	0.8588	65.022
19410	20802	56	0.9201	0.003
20088	20802	56	0.8932	0.008
20802	21033	56	0.8428	0.496
17326	20802	56	0.8373	0.004
18356	30572	56	0.8254	1169.578
17452	18356	56	0.8529	-947.981
27668	32073	56	0.8738	-0.502
24139	27668	56	0.873	-0.002
24564	27668	56	0.9195	-17.026
25326	27668	56	0.8998	-0.001
27053	27100	56	0.9425	9.016
27053	31831	56	0.8747	0.502
27053	32073	56	0.9066	0.000
22427	27053	56	0.8561	-0.505
23831	27053	56	0.905	-17.530
23849	27053	56	0.9264	-9.017
24564	27053	56	0.8924	-17.529
25326	27053	56	0.8775	-0.503
19053	19410	56	0.8893	-0.499
19294	19410	56	0.8782	65.019
19410	20088	56	0.9241	-0.004
19410	21033	56	0.8934	0.499
17326	19410	56	0.9084	0.001
16066	17739	56	0.8844	-0.502
17479	17739	56	0.9328	907.964
17598	17739	56	0.9076	890.940
17739	17808	56	0.9213	-8.514
17739	19334	56	0.9259	-8.010
17739	19519	56	0.9419	-8.517
17739	19525	56	0.8658	-0.002
17739	20318	56	0.9139	-907.965
17739	20445	56	0.9042	-8.516
17739	23780	56	0.942	-8.517
23849	24139	56	0.868	-8.513
24139	24564	56	0.9429	17.025
24139	31831	56	0.8572	-0.002
24139	32038	56	0.9195	8.511
24139	32073	56	0.8736	-0.504
19053	20088	56	0.8875	-0.504
19294	20088	56	0.8835	65.015
20088	21033	56	0.8848	0.504
17326	20088	56	0.8795	-0.003
19053	19294	56	0.8983	-65.518
19053	21033	56	0.9081	0.000
17326	19053	56	0.8898	0.501
23849	24564	56	0.9102	8.511
24564	27100	56	0.8901	-8.512
24564	31831	56	0.8648	-17.027
24564	32038	56	0.8804	-8.514
24564	32073	56	0.9118	-17.529
15473	17452	56	0.8535	948.982
19334	19525	56	0.8944	8.009
19519	19525	56	0.8801	8.515
19525	20318	56	0.887	-907.963
19525	20445	56	0.9296	-8.514
19525	22822	56	0.8566	-0.000
19525	23380	56	0.8475	0.501
19525	23780	56	0.893	-8.515
17598	19525	56	0.9055	890.938
17808	19525	56	0.9268	8.512
19771	22822	56	0.8353	-0.502
22822	23380	56	0.8841	0.502
22427	23831	56	0.8703	17.025
23831	23849	56	0.8668	-8.512
23831	25326	56	0.858	-17.026
23831	27100	56	0.884	-8.513
23831	32073	56	0.8452	-17.529
22386	22405	56	0.9479	-17.528
22386	22427	56	0.8721	-17.026
23849	25326	56	0.9127	-8.514
23849	27100	56	0.9243	-0.001
23849	31831	56	0.8589	-8.515
23849	32073	56	0.8946	-9.017
27100	31831	56	0.8804	-8.514
30572	31831	56	0.8885	0.001
31831	32038	56	0.8518	8.513
24833	31831	56	0.8513	0.503
24833	30572	56	0.896	0.502
19294	21033	56	0.8355	65.519
17326	21033	56	0.9227	0.501
19771	23380	56	0.9171	-0.000
22405	25326	56	0.8312	0.500
22427	25326	56	0.8745	-0.001
25326	27100	56	0.8999	8.513
25326	32073	56	0.8818	-0.503
17326	19294	56	0.8684	-65.018
19334	20445	56	0.9435	-0.505
19519	20445	56	0.9121	0.001
20318	20445	56	0.9215	899.449
20445	23780	56	0.9375	-0.001
16066	20445	56	0.87	-9.018
17479	20445	56	0.8711	899.449
17598	20445	56	0.9231	882.424
17808	20445	56	0.9287	-0.002
19334	23780	56	0.9386	-0.506
19519	23780	56	0.9592	0.000
20318	23780	56	0.9255	899.448
16066	23780	56	0.8721	-9.019
17479	23780	56	0.9146	899.448
17598	23780	56	0.9463	882.423
17808	23780	56	0.9314	-0.003
27100	32073	56	0.8744	-9.016
22427	27100	56	0.8753	8.512
22405	22427	56	0.8784	0.502
16066	17479	56	0.8549	-908.466
16066	17598	56	0.8448	-891.442
16066	17808	56	0.8699	-9.016
16066	19334	56	0.8698	-8.513
16066	19519	56	0.8596	-9.019
16066	20318	56	0.8319	-908.467
19334	19519	56	0.9371	-0.506
19519	20318	56	0.9173	-899.448
17479	19519	56	0.9296	899.447
17598	19519	56	0.9147	882.423
17808	19519	56	0.9236	-0.003
22427	32073	56	0.8466	-0.504
17479	17598	56	0.8443	17.024
17479	17808	56	0.8724	899.450
17479	19334	56	0.9003	899.954
17479	20318	56	0.9008	-0.000
17598	17808	56	0.92	882.426
17808	19334	56	0.91	0.503
17808	20318	56	0.8984	-899.451
19334	20318	56	0.9168	-899.954
17598	20318	56	0.9025	-17.025
17598	19334	56	0.9289	882.930
23682	34018	57	0.8283	34.519
18126	20186	57	0.9719	536.801
20186	30043	57	0.827	-218.097
20186	31945	57	0.8432	-153.577
20186	36061	57	0.8366	-218.097
23682	30027	57	0.9099	31.510
23682	30772	57	0.8202	-33.541
23682	36053	57	0.8679	31.509
30027	34262	57	0.9186	-0.497
30043	34262	57	0.8147	-11.487
30144	34262	57	0.8723	-10.985
34000	34262	57	0.8804	-10.985
34262	35210	57	0.9612	10.484
34262	35859	57	0.9101	10.985
34262	36053	57	0.8603	0.496
20063	34262	57	0.8638	-66.998
30027	35210	57	0.9525	9.987
30027	36053	57	0.9502	-0.000
30043	36061	57	0.9197	-0.000
30144	36061	57	0.867	0.502
34000	36061	57	0.8567	0.502
35859	36061	57	0.8501	0.502
30043	35210	57	0.9061	-1.004
30144	35210	57	0.8689	-0.502
35210	35859	57	0.8276	0.502
20063	35210	57	0.8141	-56.514
30043	34291	57	0.9165	-754.899
30144	34291	57	0.8771	-754.396
34291	35859	57	0.8934	754.397
30043	36053	57	0.8698	-10.991
30772	36053	57	0.8848	65.051
26116	36053	57	0.8112	-94.062
30043	30144	57	0.88	-0.502
30144	34000	57	0.8747	-0.000
30144	35859	57	0.925	0.000
30043	35859	57	0.8738	-0.502
34000	35859	57	0.9171	0.001
20063	35859	57	0.8351	-56.012
30043	31945	57	0.8316	64.520
20063	30043	57	0.8116	-55.510
24996	25896	57	0.8146	-0.500
24996	26116	57	0.8318	-0.001
6892	8732	58	0.8258	-0.001
6702	8738	58	0.8663	-0.984
6702	9897	58	0.9673	-0.002
6702	10739	58	0.9658	-0.001
6702	11213	58	0.7848	17.027
6892	10739	58	0.748	-347.172
8738	10739	58	0.8804	0.983
9897	10739	58	0.9675	0.000
10739	11213	58	0.8	17.028
8738	11213	58	0.7674	18.011
9897	11213	58	0.8119	17.028
8738	9897	58	0.8661	0.983
55280	55374	59	0.9822	33.021
55374	56055	59	0.9842	-620.912
55374	56348	59	0.982	-27.693
55280	56279	59	0.98	-38.698
56348	56467	59	0.9809	44.027
55297	56072	59	0.9806	610.401
56055	56072	59	0.9806	595.899
13636	15684	60	0.8682	231.129
15684	16820	60	0.8726	-344.214
15684	16828	60	0.9827	-344.214
15684	17695	60	0.9695	0.000
15684	17744	60	0.8773	-344.214
13636	16820	60	0.8614	-113.085
13636	16828	60	0.9021	-113.085
13636	17744	60	0.8712	-113.085
13590	13634	60	0.9029	396.203
13590	13720	60	0.9467	57.023
13590	13877	60	0.9137	-255.190
4678	7938	60	0.8796	-0.001
6421	7938	60	0.9865	-0.001
6412	7914	60	0.9057	-0.002
7914	9652	60	0.9304	0.000
13634	14612	60	0.8927	-12.000
14040	14612	60	0.881	-0.001
14250	14612	60	0.903	14.016
13634	14250	60	0.9046	-26.016
14250	17399	60	0.8955	-113.083
14250	19233	60	0.882	-42.047
14250	25248	60	0.9095	-76.033
14250	28842	60	0.8923	-76.034
13634	13720	60	0.9073	-339.180
13720	13877	60	0.9107	-312.213
1250	1990	60	0.983	-0.000
1250	4678	60	0.8965	31.006
1250	5418	60	0.8637	31.006
1250	8907	60	0.9107	31.005
1250	13360	60	0.8797	-82.079
1990	8907	60	0.9131	31.005
4678	8907	60	0.9663	-0.001
5418	8907	60	0.9282	-0.001
8907	13360	60	0.916	-113.084
13634	17744	60	0.9004	-113.084
14493	17744	60	0.9041	57.023
16438	17744	60	0.8879	57.023
16820	17744	60	0.9861	0.001
16828	17744	60	0.8799	0.000
17399	17744	60	0.8936	26.016
17695	17744	60	0.8969	-344.214
1990	4678	60	0.8949	31.006
1990	13360	60	0.886	-82.079
3789	5418	60	0.8879	-0.050
3789	6412	60	0.9493	-0.001
3789	9652	60	0.8614	-0.002
19233	25248	60	0.886	-33.986
19233	28842	60	0.8762	-33.987
4678	5418	60	0.9696	0.000
4678	6421	60	0.8655	-0.000
4678	13360	60	0.8985	-113.085
13360	13634	60	0.8672	-97.052
13634	13877	60	0.9045	-651.393
13634	14493	60	0.8987	-170.107
13634	16438	60	0.9048	-170.107
13634	16820	60	0.8962	-113.085
15712	16820	60	0.8614	-0.001
16820	16828	60	0.879	0.000
16828	17695	60	0.9821	344.214
25248	28842	60	0.9354	-0.001
16820	17399	60	0.877	-26.015
14493	16438	60	0.9585	-0.001
16438	16820	60	0.88	57.023
16820	17695	60	0.8974	344.214
14493	16820	60	0.8927	57.022
6412	9652	60	0.9018	-0.001
18967	20471	61	0.9279	0.000
18967	21425	61	0.7809	-49.534
18967	25066	61	0.8554	-49.534
17210	18967	61	0.927	-0.001
24331	24787	61	0.7612	73.518
24433	24787	61	0.8017	-7.010
24768	24787	61	0.8612	579.313
24787	27904	61	0.919	-0.000
24787	30155	61	0.7886	-579.313
24787	30594	61	0.9481	-0.001
27904	30594	61	0.9724	-0.000
