CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
21649	24623	162	0.887	-0.001
21649	24624	162	0.8894	-833.452
21649	25797	162	0.8953	0.500
21649	25833	162	0.9579	-0.002
14832	21649	162	0.7782	-87.072
14832	21661	162	0.8022	-86.571
14832	24623	162	0.8113	-87.074
14832	24624	162	0.8302	-920.524
14832	25797	162	0.8215	-86.573
14832	25833	162	0.7666	-87.075
21661	24623	162	0.9532	-0.503
24623	24624	162	0.9517	-833.450
24623	25797	162	0.9516	0.501
24623	25833	162	0.896	-0.001
16518	24624	162	0.7846	-667.383
16518	25797	162	0.7607	166.568
21661	25797	162	0.9497	-0.002
24624	25797	162	0.9589	833.951
25797	25833	162	0.892	-0.502
21661	24624	162	0.9392	-833.953
21661	25833	162	0.9115	-0.504
24624	25833	162	0.8893	833.449
18003	19047	163	0.8651	-6.508
18587	19047	163	0.8783	1.503
19047	19075	163	0.9417	-0.500
19047	19124	163	0.9036	-8.512
17123	19047	163	0.8867	736.847
17180	19047	163	0.8785	-6.509
17195	19047	163	0.8875	0.498
17366	19047	163	0.899	739.862
17547	19047	163	0.8604	9.012
17758	19047	163	0.8857	753.874
37155	37469	163	0.8743	0.501
16759	17180	163	0.9199	729.342
17180	17366	163	0.9054	-746.371
17180	18003	163	0.9514	-0.001
17180	18551	163	0.8917	0.502
17180	18587	163	0.9166	-8.013
17180	19075	163	0.8731	-7.009
17123	27357	163	0.8764	722.312
17123	17195	163	0.9275	736.349
17195	18003	163	0.8699	7.007
17195	18587	163	0.8615	-1.005
17195	19075	163	0.9003	-0.001
18003	19075	163	0.8665	-7.008
18587	19075	163	0.8669	1.003
17123	19075	163	0.888	736.347
17366	19075	163	0.8647	739.362
17547	19075	163	0.8708	8.512
16759	17123	163	0.9633	-14.014
16759	18003	163	0.923	729.341
16759	18551	163	0.9476	729.844
16759	18587	163	0.8651	721.330
16759	31090	163	0.8652	494.691
17366	17758	163	0.8791	-14.012
17366	18003	163	0.8979	746.370
17366	18587	163	0.9678	738.359
18003	18551	163	0.9202	0.503
18003	18587	163	0.9125	-8.011
18003	31090	163	0.8799	-234.650
17123	18003	163	0.8926	743.355
17123	18551	163	0.917	743.858
17123	31090	163	0.8696	508.705
17547	18344	163	0.9489	-0.467
31090	37155	163	0.9102	-0.502
31711	37155	163	0.8608	-0.000
17758	19124	163	0.8732	745.362
31090	31711	163	0.8865	-0.502
21218	22338	164	0.98	495.298
15459	15948	165	0.822	-773.393
15662	15948	165	0.8385	-762.403
15948	17155	165	0.8712	762.402
15948	17250	165	0.895	-0.002
15948	17625	165	0.7581	817.409
15948	17874	165	0.7837	761.901
15948	18328	165	0.8587	762.904
15948	18678	165	0.7776	762.403
15459	15662	165	0.8107	-10.990
15459	16712	165	0.8125	44.015
15459	16836	165	0.7867	43.514
15459	17184	165	0.861	-0.001
15459	17625	165	0.8371	44.015
15459	17874	165	0.791	-11.493
15459	18678	165	0.795	-10.991
15496	15652	165	0.8881	7.004
15652	16431	165	0.8657	1.054
15652	16751	165	0.8564	-768.441
15652	17149	165	0.8629	0.501
15652	17652	165	0.9061	-0.000
15652	18283	165	0.9195	-7.510
15652	18321	165	0.9062	1.003
16712	17625	165	0.8784	0.000
16836	17625	165	0.86	0.501
18328	18678	165	0.8427	-0.501
17874	18678	165	0.8142	0.502
15662	17006	165	0.8804	1.975
17006	17149	165	0.8993	8.513
17006	17155	165	0.8566	-1.976
17006	17184	165	0.8324	9.014
18263	18283	165	0.9248	-9.014
18263	18321	165	0.9315	-0.501
15482	18263	165	0.8719	751.913
15496	18263	165	0.9251	8.508
16247	18263	165	0.9051	-0.552
16472	18263	165	0.9331	751.916
17019	18263	165	0.9341	8.509
17149	18263	165	0.8845	1.003
17652	18263	165	0.8601	1.505
17658	18263	165	0.9418	8.513
15482	16472	165	0.8647	-0.003
15496	16472	165	0.9195	-743.408
16247	16472	165	0.8881	-752.468
16431	16472	165	0.8438	-751.465
16472	17019	165	0.9226	743.407
16472	17149	165	0.8763	750.913
16472	17658	165	0.9524	743.403
16472	18283	165	0.9153	742.902
16472	18321	165	0.9056	751.414
17149	17184	165	0.879	0.501
17149	17652	165	0.8796	-0.502
17149	17658	165	0.8632	-7.510
16712	16836	165	0.9036	-0.501
18283	18321	165	0.9502	8.513
15482	18283	165	0.8903	742.899
15496	18283	165	0.9354	-0.506
16247	18283	165	0.9131	-9.566
16751	18283	165	0.9161	760.931
17019	18283	165	0.9375	-0.505
17658	18283	165	0.9249	-0.501
15662	17250	165	0.8731	-762.406
17155	17250	165	0.9378	-762.405
17250	18328	165	0.7948	762.906
15482	15496	165	0.8952	743.405
15482	16247	165	0.9453	752.465
15482	16431	165	0.9386	751.463
15482	16751	165	0.8396	-18.032
15482	17019	165	0.8938	743.404
15482	17658	165	0.8806	743.400
15482	18321	165	0.8903	751.412
15662	17155	165	0.9198	-0.001
15662	17874	165	0.8279	-0.503
15662	18328	165	0.8588	0.501
15496	16247	165	0.9096	9.060
16247	16431	165	0.9328	-1.003
16247	17019	165	0.8944	-9.061
16247	17658	165	0.9016	-9.065
16247	18321	165	0.8983	-1.053
17184	17652	165	0.8509	-1.003
15496	17658	165	0.9385	-0.005
16431	17658	165	0.8802	-8.063
17019	17658	165	0.9433	-0.004
17658	18321	165	0.9359	8.012
15496	18321	165	0.9553	8.007
16431	18321	165	0.8962	-0.051
17019	18321	165	0.9489	8.008
17155	17874	165	0.7924	-0.502
17155	18328	165	0.8184	0.502
16836	18328	165	0.7452	-54.004
17874	18328	165	0.8321	1.003
15726	16751	165	0.9532	-0.004
15496	16431	165	0.8965	8.058
15496	17019	165	0.9599	-0.001
16431	17019	165	0.8828	-8.059
16751	17019	165	0.8986	761.436
52947	53164	166	0.9679	-100.148
1955	2819	167	0.8814	0.001
3699	4746	167	0.8958	0.000
4746	6698	167	0.8661	-0.000
1955	3699	167	0.8496	-13.979
2278	3699	167	0.9152	-0.001
2278	6698	167	0.8505	-0.001
3699	6698	167	0.9301	-0.000
50413	52672	168	0.9761	-190.120
50413	52692	168	0.9656	-146.094
50754	52446	168	0.9596	-44.026
51380	52649	168	0.9656	-528.375
51402	52649	168	0.9706	-58.043
51683	52649	168	0.9742	74.037
51709	52649	168	0.9694	30.010
52631	52649	168	0.9613	-44.027
52636	52649	168	0.9607	-587.407
52646	52649	168	0.9625	-565.393
51380	51402	168	0.9845	-470.332
51380	51683	168	0.9816	-602.412
51380	51709	168	0.9818	-558.385
51380	52631	168	0.9667	-484.348
51380	52636	168	0.9614	59.032
51380	52646	168	0.9647	37.018
51402	51709	168	0.9695	-88.053
51402	52631	168	0.9698	-14.016
51402	52636	168	0.9702	529.364
51402	52646	168	0.9749	507.350
51683	52646	168	0.9623	639.430
51709	52646	168	0.9611	595.403
52631	52646	168	0.9789	521.366
52636	52646	168	0.984	-22.014
52446	52511	168	0.9678	-44.026
52446	52692	168	0.9648	-176.105
51249	54309	168	0.9612	-102.067
51709	54309	168	0.9601	74.038
52621	54309	168	0.9746	-455.325
52642	54309	168	0.9642	-281.182
52692	54309	168	0.9592	-237.155
51683	52631	168	0.9632	118.064
51709	52631	168	0.97	74.037
52631	52636	168	0.9767	543.379
52511	52692	168	0.9827	-132.079
52642	52692	168	0.9685	-44.027
51683	51709	168	0.9868	44.027
51683	52618	168	0.9643	-14.016
52604	52636	168	0.9632	-22.013
52511	52672	168	0.9737	-176.105
52618	52621	168	0.9607	587.406
51709	52618	168	0.9617	-58.043
51709	52642	168	0.965	355.220
52511	52642	168	0.9607	-88.052
1342	1732	169	0.9305	26.016
1342	1799	169	0.9613	0.000
1342	4244	169	0.9562	0.000
1342	5002	169	0.9661	0.000
1732	4244	169	0.9249	-26.015
1799	4244	169	0.9927	-0.000
4244	5002	169	0.9881	-0.000
4244	5108	169	0.9132	-15.945
4244	5166	169	0.9209	-16.031
4244	6422	169	0.9101	-16.031
4244	10842	169	0.9147	-16.032
2957	4108	169	0.9044	-0.516
2167	8795	169	0.911	-14.016
5108	8795	169	0.98	-0.087
5166	8795	169	0.9735	-0.000
5325	8795	169	0.9178	1.004
6422	8795	169	0.9857	-0.000
6890	8795	169	0.9796	-0.086
7747	8795	169	0.9272	0.000
8795	10842	169	0.9809	-0.000
1799	5108	169	0.9107	-15.945
2167	5108	169	0.9299	-13.929
5108	5166	169	0.9867	-0.086
5108	5325	169	0.9129	-1.090
5108	6422	169	0.989	-0.086
5108	6890	169	0.949	-0.000
5108	7747	169	0.9479	-0.087
5108	10842	169	0.9854	-0.087
1732	1799	169	0.9246	-26.015
1732	2167	169	0.9136	-28.031
1732	5002	169	0.9267	-26.016
1799	6422	169	0.9118	-16.031
2167	6422	169	0.9328	-14.015
4108	6422	169	0.9098	-14.016
5166	6422	169	0.988	-0.000
6422	6890	169	0.9562	0.086
6422	7747	169	0.9553	-0.000
6422	10842	169	0.9887	-0.000
1799	5002	169	0.9923	-0.000
1799	5166	169	0.9215	-16.031
1799	7747	169	0.918	-16.032
1799	10842	169	0.9145	-16.032
5138	6890	169	0.9125	226.183
5166	6890	169	0.9344	0.086
6890	8205	169	0.9065	-0.000
6890	10842	169	0.9484	-0.087
2167	4108	169	0.9871	0.000
4108	5166	169	0.9197	-14.015
4108	6148	169	0.9731	-0.000
4108	7747	169	0.9254	-14.016
4108	10842	169	0.9197	-14.016
5325	7422	169	0.946	0.056
7422	8618	169	0.9589	-0.000
5138	8205	169	0.9241	226.182
5140	8205	169	0.9286	226.095
5256	8205	169	0.9295	219.109
2167	10842	169	0.9364	-14.016
5166	10842	169	0.9922	-0.000
7747	10842	169	0.9565	0.000
2167	5002	169	0.9122	2.016
2167	5166	169	0.9421	-14.015
2167	6148	169	0.9773	-0.000
2167	7747	169	0.9345	-14.016
5929	8618	169	0.9284	-0.000
5166	7747	169	0.9546	-0.000
5138	5256	169	0.9028	7.073
5140	5256	169	0.9137	6.986
6148	7747	169	0.9181	-14.016
5002	7747	169	0.9191	-16.031
5138	5140	169	0.9934	0.087
2200	9385	171	0.9795	-0.000
4336	9385	171	0.9666	-0.001
4981	9385	171	0.9679	-0.000
7517	9385	171	0.9356	-0.000
2200	4981	171	0.9737	0.000
4336	4981	171	0.9862	-0.000
4981	7517	171	0.9138	-0.000
2200	4336	171	0.9701	0.000
4336	7517	171	0.9092	-0.000
2200	7517	171	0.9237	0.000
11522	12089	174	0.8246	-1.003
5150	10256	175	0.976	-0.000
5828	10256	175	0.991	0.000
7107	10256	175	0.9153	-13.979
5150	7107	175	0.9023	13.979
5828	7107	175	0.9158	13.979
5150	5828	175	0.9752	-0.000
28061	33596	176	0.9668	-544.297
18430	20500	177	0.9598	697.315
16970	18430	177	0.9461	-0.001
16970	20500	177	0.9361	697.314
16304	16306	178	0.9689	-529.290
16306	17552	178	0.9632	529.290
16306	18477	178	0.9701	-0.002
20267	22770	178	0.8989	135.071
22770	25256	178	0.8941	-0.001
16591	22770	178	0.8808	-27.994
17420	22770	178	0.8848	-27.994
22737	23455	178	0.9209	-14.016
22906	23455	178	0.8732	57.020
23455	24212	178	0.8843	28.031
23455	25470	178	0.8817	71.036
23455	26825	178	0.9076	-0.002
23455	28853	178	0.877	71.036
16304	23455	178	0.8825	-42.011
22737	22906	178	0.8938	-71.036
22906	26825	178	0.9356	57.018
17420	22906	178	0.8749	-1.978
22737	26825	178	0.9453	-14.017
24212	26825	178	0.959	-28.033
25470	26825	178	0.9456	-71.038
26825	28853	178	0.9444	71.037
16304	26825	178	0.9127	-42.013
16591	26825	178	0.8949	55.041
17420	26825	178	0.9027	55.041
17552	26825	178	0.9065	-42.012
14936	16362	178	0.9316	-14.016
14936	27032	178	0.8624	61.086
16362	16869	178	0.8835	32.028
16362	24181	178	0.8699	75.103
16362	25970	178	0.8846	75.102
16362	27032	178	0.8805	75.102
16304	16591	178	0.8869	-97.054
16591	16869	178	0.8805	154.075
16591	17420	178	0.9386	0.000
16591	17552	178	0.8777	97.053
16591	22737	178	0.8655	69.059
16591	25470	178	0.8793	126.079
16591	28853	178	0.8797	126.078
16869	17420	178	0.8789	-154.075
17420	20267	178	0.8685	-163.065
17420	24212	178	0.8944	83.073
17420	25470	178	0.8716	126.078
17420	28853	178	0.8802	126.078
16869	24181	178	0.8894	43.075
16869	24212	178	0.917	-71.002
16869	25970	178	0.9031	43.074
16869	27032	178	0.9005	43.074
24181	25970	178	0.9881	-0.001
24181	27032	178	0.9908	-0.000
22737	25890	178	0.9467	-0.001
17552	25890	178	0.9048	-27.996
22737	25470	178	0.9352	57.020
24212	25470	178	0.918	43.005
25470	27032	178	0.867	71.071
25470	28853	178	0.9945	-0.000
16304	25470	178	0.9245	29.025
17552	25470	178	0.9255	29.026
16304	17552	178	0.9876	-0.001
16304	18477	178	0.9574	-529.293
16304	22737	178	0.9314	-27.996
16304	24212	178	0.8982	-13.980
16304	28853	178	0.9131	29.024
27032	28853	178	0.8665	-71.071
22737	28853	178	0.9337	57.020
24212	28853	178	0.9297	43.005
17552	28853	178	0.9155	29.025
25970	27032	178	0.9902	0.000
22737	24212	178	0.899	14.015
17552	22737	178	0.9271	-27.995
24212	25970	178	0.8885	114.075
17552	24212	178	0.8904	-13.979
17552	18477	178	0.9493	-529.292
58430	58603	179	0.9471	-238.229
58433	58603	179	0.9438	-255.256
58322	58347	179	0.8614	-17.026
58322	58433	179	0.9207	14.015
58322	61626	179	0.7793	-190.135
61619	61634	179	0.9859	-26.015
61626	61634	179	0.9474	-43.042
61634	61651	179	0.9855	-636.431
58347	61619	179	0.7103	-190.136
58430	61619	179	0.8014	-204.151
61619	61626	179	0.9667	17.027
61619	61651	179	0.9749	-662.447
58347	58430	179	0.8739	14.015
58430	58433	179	0.9467	17.027
58433	61626	179	0.7778	-204.151
61626	61651	179	0.9067	-679.474
46018	46631	180	0.7471	0.000
45651	50856	180	0.8249	43.064
46631	50856	180	0.828	93.048
50856	50876	180	0.9399	-41.027
50856	50904	180	0.8326	-82.056
43206	46631	180	0.8402	-2.016
51149	51171	180	0.8985	-41.028
99	120	180	0.7824	15.977
120	133	180	0.9282	23.016
120	166	180	0.8608	-0.160
45651	45998	180	0.7349	-408.295
45651	47409	180	0.7439	2.015
45651	49172	180	0.7654	41.017
79	50876	180	0.7585	-360.243
50876	50904	180	0.8572	-41.029
50876	51171	180	0.7263	-93.026
69	79	180	0.935	18.010
79	99	180	0.8148	-113.980
79	145	180	0.7415	-20.063
133	137	180	0.7553	23.016
45998	54338	180	0.7546	367.289
49172	54338	180	0.7566	-82.022
69	123	180	0.7281	-72.954
69	145	180	0.7628	-2.053
46631	51171	180	0.7932	-41.005
123	145	180	0.7269	70.901
99	109	180	0.8048	41.026
109	123	180	0.8262	-18.010
46160	50904	180	0.8258	-77.054
99	123	180	0.9129	23.016
123	133	180	0.7507	15.977
45654	49692	182	0.9733	-0.001
48938	49692	182	0.9929	-0.001
45654	48938	182	0.9767	0.000
15936	15962	183	0.9263	30.009
15936	17241	183	0.9529	-0.001
15936	18196	183	0.9152	30.007
15936	18270	183	0.9241	-12.039
15936	20979	183	0.9036	-46.020
15936	24686	183	0.9046	-46.021
18078	18196	183	0.9246	30.009
18078	20850	183	0.9013	-12.040
18078	24686	183	0.9018	-46.020
17241	18078	183	0.9324	-0.001
18196	22521	183	0.9219	-42.048
18270	22521	183	0.9471	-0.001
20850	22521	183	0.965	0.002
20979	22521	183	0.9096	33.980
22521	23875	183	0.9547	-0.000
22521	24686	183	0.916	-33.981
17241	18196	183	0.9242	30.008
17241	18270	183	0.9152	-12.039
17241	20850	183	0.916	-12.041
17241	20979	183	0.9048	-46.020
17241	24686	183	0.9102	-46.020
18270	20979	183	0.9441	-33.981
20850	20979	183	0.9137	-33.978
20979	23875	183	0.9118	33.980
20979	24686	183	0.985	-0.001
18196	23875	183	0.941	-42.048
18270	23875	183	0.9391	-0.001
20850	23875	183	0.977	0.001
21143	23875	183	0.9116	-70.084
23875	24686	183	0.915	-33.981
18196	24686	183	0.9162	-76.029
18270	24686	183	0.9449	-33.982
20850	24686	183	0.9216	-33.979
17242	18196	183	0.9101	0.002
18196	18270	183	0.9336	-42.047
18270	20850	183	0.935	-0.003
15962	18270	183	0.9061	-42.048
15962	18196	183	0.9313	-0.002
20850	21143	183	0.9062	70.086
18196	20850	183	0.9269	-42.049
768	6229	184	0.8633	98.028
4584	6229	184	0.9373	-0.000
768	4584	184	0.8592	98.028
4584	8256	184	0.9177	-0.000
39047	41456	186	0.9596	0.000
40306	41456	186	0.906	985.055
41456	42196	186	0.9574	-8.514
31059	35429	186	0.9298	128.518
35429	36127	186	0.9666	72.542
35429	40010	186	0.9462	-235.125
39430	39886	186	0.9157	-0.337
39596	39886	186	0.9636	-6.008
35441	35563	186	0.9097	-57.034
35563	37629	186	0.9332	-23.994
35563	39561	186	0.9207	-192.619
35563	42196	186	0.9616	114.053
35441	39464	186	0.9305	-258.149
39116	39464	186	0.9202	-315.670
39464	39561	186	0.9299	8.496
39464	40010	186	0.9063	16.516
39464	40117	186	0.9334	0.504
36889	39116	186	0.915	49.008
39116	39561	186	0.9058	-307.175
39116	40117	186	0.9131	-315.167
39116	40949	186	0.9052	-1108.110
39116	46754	186	0.9099	-1109.118
35443	40718	186	0.9281	-242.121
35443	41944	186	0.9086	72.545
35123	35515	186	0.9223	266.159
35266	35515	186	0.9236	248.631
35287	35515	186	0.9011	265.659
35291	35515	186	0.9128	257.144
35515	36725	186	0.945	0.501
35515	36728	186	0.9656	57.521
35515	36889	186	0.9157	9.015
35515	40949	186	0.9032	-1050.088
35515	44772	186	0.9042	0.497
35123	35213	186	0.9404	8.512
35123	35287	186	0.939	0.500
35123	35291	186	0.9415	9.014
35123	36725	186	0.9096	266.660
31059	32365	186	0.9113	593.307
32365	37629	186	0.926	-539.310
32365	40718	186	0.9222	-707.415
32365	41944	186	0.9147	-392.749
26207	32365	186	0.9069	593.306
35276	35575	186	0.9101	258.648
35575	40198	186	0.9175	-258.648
35575	40949	186	0.9156	-1059.603
35266	40949	186	0.9025	-801.456
35291	40949	186	0.912	-792.943
36889	40949	186	0.9405	-1059.102
39430	39596	186	0.9041	5.671
35213	35291	186	0.953	0.502
35266	35291	186	0.926	-8.513
35287	35291	186	0.9546	8.515
35291	36728	186	0.9147	314.666
35291	36889	186	0.9094	266.159
35266	36889	186	0.9148	257.646
36728	36889	186	0.9035	-48.507
35266	36728	186	0.9204	306.153
36725	36728	186	0.9436	57.020
36728	44772	186	0.9204	-57.024
35380	39561	186	0.9148	-1.021
35441	39561	186	0.9653	-249.653
36127	39561	186	0.9069	-315.688
37629	39561	186	0.9298	-168.625
39561	39924	186	0.9034	-16.505
39561	40117	186	0.9026	-7.992
39561	42196	186	0.9488	306.672
39596	40718	186	0.9241	-379.891
31059	35441	186	0.92	135.025
31059	36127	186	0.9657	201.060
31059	39047	186	0.9124	200.558
31059	39924	186	0.9199	-131.133
31059	40010	186	0.9303	-106.608
31059	40306	186	0.9214	-784.496
31059	40718	186	0.9154	-114.108
31059	41944	186	0.9067	200.558
33352	35846	186	0.9122	-0.006
35846	38402	186	0.9986	-0.331
35846	42196	186	0.9208	-73.407
35441	41944	186	0.9186	65.533
36127	41944	186	0.9147	-0.502
37629	41944	186	0.9423	146.561
39047	41944	186	0.9377	-0.000
40306	41944	186	0.9358	985.054
40718	41944	186	0.9311	314.665
41944	42196	186	0.9487	-8.514
35441	42196	186	0.9382	57.019
37629	42196	186	0.9645	138.047
38402	42196	186	0.9242	-73.076
39047	42196	186	0.949	-8.514
40198	42196	186	0.9255	306.652
35441	40718	186	0.938	-249.133
35276	40198	186	0.9473	0.000
33352	38402	186	0.9163	-0.337
28787	39047	186	0.9486	-105.066
35380	40117	186	0.9031	-9.013
30063	36127	186	0.9106	-64.726
35441	36127	186	0.9454	66.035
36127	39047	186	0.9192	-0.502
36127	40010	186	0.97	-307.667
36127	40306	186	0.9332	-985.556
37629	46754	186	0.935	-970.568
35213	36725	186	0.9009	258.148
35266	36725	186	0.9181	249.133
36725	44772	186	0.91	-0.004
35213	35266	186	0.9122	9.015
35213	35287	186	0.9647	-8.013
39047	40306	186	0.9434	-985.054
35441	37629	186	0.9479	-81.028
30063	39047	186	0.9018	-65.228
35266	35276	186	0.9039	-0.502
35266	35287	186	0.902	-17.027
35266	44772	186	0.9058	249.129
35441	40010	186	0.9131	-241.633
18823	21402	187	0.9106	-0.003
21402	22460	187	0.9234	-0.001
23918	24183	187	0.92	-58.025
23918	24426	187	0.8829	-57.020
23918	24597	187	0.9308	33.984
23918	27319	187	0.9373	-0.002
24597	27319	187	0.9005	-33.986
24183	27319	187	0.9457	58.023
18823	24426	187	0.8828	-99.070
20541	23440	188	0.8872	-0.501
23440	24854	188	0.9425	0.502
20541	22813	188	0.8454	-764.395
20541	24854	188	0.9196	0.001
51152	52179	189	0.9602	0.990
35332	47175	190	0.7893	-12.000
47175	59291	190	0.7867	-126.141
40686	59291	190	0.7677	-140.157
47175	57499	190	0.7925	-124.125
40686	57499	190	0.7845	-138.141
40686	47175	190	0.8634	-14.016
35539	40687	191	0.9907	-0.001
35136	35539	191	0.8848	-0.333
35136	39819	191	0.9184	1.316
35487	37051	191	0.9513	-0.000
35487	40749	191	0.9172	-0.001
35487	41436	191	0.8877	-0.334
35539	39819	191	0.893	1.650
37051	39819	191	0.9255	-6.345
39819	41436	191	0.9255	6.011
37051	40749	191	0.9622	-0.001
37051	41211	191	0.9093	-6.011
37051	41436	191	0.9237	-0.334
40749	41436	191	0.9048	-0.333
40749	41211	191	0.9357	-6.010
1383	2960	193	0.7461	15.995
1749	2960	193	0.7634	216.075
1823	2960	193	0.9828	-0.000
1850	2960	193	0.8082	78.014
2960	3128	193	0.7489	-115.027
1383	53827	193	0.7219	-57.935
1383	1823	193	0.7535	15.995
1749	1823	193	0.7431	216.075
1823	1850	193	0.8059	-78.014
1823	3128	193	0.7294	-115.027
1749	1850	193	0.8329	138.061
3128	11403	193	0.7728	3.994
2494	4542	194	0.8905	-0.000
2676	5774	194	0.7713	13.943
3396	5774	194	0.9445	-0.001
4644	5774	194	0.8054	13.942
4666	5774	194	0.9386	-0.000
5774	6991	194	0.9828	0.000
5774	9036	194	0.9332	0.000
5774	9978	194	0.9082	0.000
5774	12759	194	0.7661	144.089
2676	9978	194	0.8001	13.944
3396	9978	194	0.8585	-0.001
4666	9978	194	0.9479	0.000
6991	9978	194	0.9082	0.000
9036	9978	194	0.9515	0.000
2473	7303	194	0.9619	131.093
2770	7303	194	0.9894	-0.001
4542	7303	194	0.8131	-141.007
4644	7303	194	0.7983	-79.967
2676	12759	194	0.802	158.033
4644	12759	194	0.7847	158.031
2473	2770	194	0.9668	131.094
2770	4542	194	0.806	141.005
2770	4644	194	0.8172	79.966
2676	4644	194	0.8744	0.001
2676	4666	194	0.7922	13.944
2676	6991	194	0.7656	13.943
2676	9036	194	0.8072	13.943
3396	9036	194	0.8899	-0.001
4644	9036	194	0.7763	13.942
4666	9036	194	0.9627	-0.000
6991	9036	194	0.9439	-0.000
3396	6991	194	0.945	-0.001
4644	6991	194	0.7904	13.942
4666	6991	194	0.9411	-0.000
3396	4666	194	0.8926	-0.001
2473	4644	194	0.8056	211.060
3396	4644	194	0.7724	-13.943
14946	15343	195	0.9881	-14.016
15054	15343	195	0.9777	15.995
15309	15343	195	0.9603	30.011
15343	15901	195	0.9671	-15.995
15343	16758	195	0.9852	14.016
15343	16968	195	0.9871	-0.001
15343	18197	195	0.9736	-28.032
15343	18700	195	0.8864	-60.004
15343	20406	195	0.9719	-28.033
15343	26747	195	0.8938	-42.051
14946	15054	195	0.9759	-30.010
15054	15309	195	0.9645	-14.016
15054	15901	195	0.9802	-0.001
15054	16758	195	0.9729	30.010
15054	16968	195	0.9707	15.993
15054	18197	195	0.9723	-12.038
15054	20406	195	0.969	-12.039
15054	25803	195	0.8882	-125.124
15054	30621	195	0.8914	-60.038
29727	31158	195	0.957	0.002
25803	31158	195	0.9246	-0.003
18197	20406	195	0.9926	-0.001
20406	25803	195	0.9276	-113.085
20406	26747	195	0.9132	-14.017
14946	20406	195	0.9755	-42.049
15309	20406	195	0.9523	1.978
15901	20406	195	0.9597	-12.038
16758	20406	195	0.9792	-42.049
16968	20406	195	0.9888	-28.032
14946	16758	195	0.9939	-0.000
15309	16758	195	0.9493	44.026
15901	16758	195	0.9649	30.011
16758	16968	195	0.9857	-14.017
16758	18197	195	0.9797	-42.048
16758	18700	195	0.8863	-74.019
18700	20935	195	0.9423	-0.001
20935	26747	195	0.9327	17.954
20935	31719	195	0.9203	-16.027
25645	30621	195	0.9184	0.001
25645	31719	195	0.8848	0.002
14946	15309	195	0.9536	-44.026
14946	15901	195	0.9631	-30.011
14946	16968	195	0.9839	-14.017
14946	18197	195	0.9764	-42.048
14946	18700	195	0.8854	-74.019
30621	31719	195	0.9367	0.001
18700	31719	195	0.9046	-16.028
26747	31719	195	0.8904	-33.981
18197	18700	195	0.9109	-31.971
18700	26747	195	0.9415	17.953
18700	30621	195	0.8817	-16.029
18197	25803	195	0.9231	-113.086
15309	18197	195	0.9578	1.978
15901	18197	195	0.962	-12.037
16968	18197	195	0.9875	-28.031
15309	15901	195	0.9548	14.015
15901	16968	195	0.9609	15.994
15901	26747	195	0.8827	-26.055
15901	30621	195	0.8926	-60.037
25803	29727	195	0.898	-0.005
26747	30621	195	0.8941	-33.982
15309	16968	195	0.9535	30.010
16968	25803	195	0.8923	-141.117
16968	26747	195	0.8967	-42.049
45849	47510	197	0.9361	-0.004
11634	13095	198	0.9068	0.000
21633	25288	199	0.9716	-0.001
34443	39149	201	0.7331	0.478
39149	39335	201	0.7781	1.000
39149	39443	201	0.7572	-1.000
29492	35175	203	0.9823	0.000
36576	40703	203	0.9934	14.675
26077	35175	203	0.9878	-44.026
35175	36576	203	0.9802	-123.078
53177	54630	204	0.8107	-1.031
53177	54986	204	0.7381	164.084
54602	54630	204	0.7251	-13.885
54630	54986	204	0.909	165.115
2485	3858	205	0.8562	-33.984
3858	3996	205	0.8662	33.984
3858	5502	205	0.9715	0.000
2485	3996	205	0.9482	-0.000
2485	5502	205	0.8584	-33.984
3996	5502	205	0.8686	-33.984
20123	24530	206	0.9612	-8.513
20158	24530	206	0.9479	-0.502
20215	24530	206	0.9568	-9.016
21895	24530	206	0.9224	-0.504
23421	24530	206	0.9401	-0.000
23679	24530	206	0.9272	753.876
23685	24530	206	0.9271	-0.501
24326	24530	206	0.877	-8.513
24530	24590	206	0.9437	0.502
24530	25864	206	0.9727	0.502
25503	35596	206	0.8667	-101.542
20123	23421	206	0.9175	-8.513
20158	23421	206	0.9109	-0.501
20215	23421	206	0.9436	-9.015
21895	23421	206	0.9194	-0.503
23421	23679	206	0.9624	-753.877
23421	23685	206	0.9185	0.501
23421	24326	206	0.9003	8.512
23421	24590	206	0.9375	0.502
23421	25864	206	0.9375	0.502
27057	30050	206	0.892	0.001
24326	30050	206	0.8733	-110.112
24616	25551	206	0.8738	-108.573
20123	20215	206	0.9458	0.502
20158	20215	206	0.9445	8.514
20215	21895	206	0.9275	-8.512
20215	23679	206	0.9332	-762.892
20215	23685	206	0.9052	-8.514
20215	24590	206	0.95	-8.513
20215	25864	206	0.9622	-8.513
20215	27139	206	0.9006	-111.117
20123	23685	206	0.908	-8.012
20158	23685	206	0.9268	-0.000
21895	23685	206	0.9132	-0.002
23679	23685	206	0.9384	754.378
23685	24326	206	0.8895	8.011
23685	24590	206	0.9566	0.001
23685	25864	206	0.9167	0.001
29701	35589	206	0.8834	401.748
35589	35596	206	0.9443	-0.503
20123	21895	206	0.9401	-8.010
20158	21895	206	0.9334	0.002
21895	23679	206	0.9089	-754.380
21895	24590	206	0.9286	-0.001
21895	25864	206	0.9283	-0.001
29701	35596	206	0.8781	401.245
