FeatureID	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b	cFT13a	cFT13b	cFT17a	cFT17b	cFT21a	cFT21b
PF20257.1	0.904	1.385	0.536	2.322	0.324	1.014	0.695	1.09	0.366	1.177	1.304	0.372
PF07537.14	0.163	0.074	0.991	0.589	1.311	0.995	0.195	0	0.032	0.448	0.033	0.05
PF10923.11	1.782	1.965	2.336	4.92	0.486	9.865	0.73	1.982	0.78	2.126	2.38	0.599
PF13208.9	0	0.05	0.316	0.114	0.104	0.17	0	0	0.01	0	0.042	0.016
PF15615.9	0	0.05	0.316	0.114	0.104	0.17	0	0	0.01	0	0.042	0.016
PF11148.11	0	0	0	0	0	0	0	0	0	0	0	0
PF06993.15	0	0	0	0	0	0	0	0	0	0	0	0
PF13246.9	0.174	0.094	0.394	0.292	0.617	0.65	0.503	0.446	0.544	3.096	0.238	0.041
PF12229.11	10.44	17.288	22.661	26.475	7.259	25.604	14.742	17.029	22.979	46.729	21.419	5.94
PF13425.9	0.04	0.055	0	0	0	0	0	0	0	0	0	0.072
PF06107.14	4.229	4.75	2.946	4.74	1.417	5.325	1.753	2.498	4.279	9.055	5.268	1.62
PF03883.17	0.94	3.021	3.487	2.289	3.162	2.707	1.942	2.976	3.619	7.161	3.141	1.295
PF03590.18	2.728	3.221	2.943	6.497	2.731	6.125	2.178	3.1	4.39	8.092	4.685	1.719
PF12459.11	0	0	1.081	0	0	0	0	0	0	0.874	0	0
PF06149.15	2	1.745	3.97	6.464	0.766	2.432	1.326	1.319	0.614	3.054	0.844	0.223
PF19276.2	0.051	0.062	0.062	0.154	0.443	0.295	0.065	0.073	0.027	0	0	0.01
PF09148.13	4.25	6.465	5.66	6.103	1.942	15.388	3.747	5.161	3.692	21.001	6.394	2.271
PF10704.12	3.187	2.435	0	1.716	0.423	4.311	0.886	3.608	0.241	8.616	3.418	0.887
PF06153.14	2.133	2.741	3.258	1.77	3.586	2.102	0.993	3.472	0.575	2.66	2.189	0.672
PF10702.12	0	0	0	0	0.105	0	0	0	0	0	0	0
PF17312.5	0	0	0	0	0	0	0	0	0	0	0	0
PF19890.2	1.549	3.517	3.242	4.406	2.67	4.248	5.974	2.584	9.996	17.02	8.856	2.16
PF05595.14	0	0	0	0	0	0	0	0	0	0	0	0
PF01501.23	0.193	0.124	0.077	1.587	0.262	0.08	0	0	0.144	0.377	0.286	0.055
PF07435.14	0	0	0	0.049	0.068	0.268	0.021	0.05	0.026	0	0	0.021
PF12917.10	0	0.857	1.314	0.878	0.986	0.551	0.048	0.433	0.472	0.856	0.375	0.279
PF02870.18	0.518	0.313	0.406	1.183	0.238	2.569	0.213	0.348	0.343	0	0.952	0.054
PF04298.15	2.883	3.049	4.578	6.017	1.221	4.633	3.462	4.008	4.905	11.139	4.559	1.771
PF18297.4	0	0	0	0	0	0	0	0	0	0	0	0
PF02324.19	0	0	0	0	0	0	0	0	0	0	0	0
PF00532.24	0.673	1.495	3.224	3.356	1.06	3	0.73	2.923	1.019	4.947	0.916	0.515
PF09848.12	0.323	0.322	0.615	0.378	0.368	0.48	0.124	0.299	0.146	0.2	0.424	0.067
PF13340.9	14.113	24.609	25.294	28.229	22.32	41.36	5.705	20.193	144.975	42.969	10.438	5.16
PF03611.17	8.049	20.611	6.528	9.171	2.63	16.409	1.534	4.558	0.991	6.694	3.991	2.652
PF18848.4	0	0	0	0.629	0.13	0.45	0	0	0	0	0	0
PF19457.2	0	0	0.059	0	0	0	0	0	0	0	0	0
PF11273.11	0	0	0	0	0.152	0	0	0	0	0	0	0
PF00135.31	0.754	2.253	2.497	0.913	1.014	0.941	2.525	10.857	5.255	5.604	0.876	0.39
PF06224.15	0.051	0	0.191	0.107	0.135	0.058	0.023	0.133	0	0	0.059	0
PF06441.15	0	0	0	0	0.096	0.054	0	0	0	0	0	0
PF13338.9	3.95	6.746	3.944	2.589	2.125	3.623	1.94	2.663	1.349	5.57	3.912	1.369
PF17885.4	0	0	0	0	0	0	0	0	0	0	0	0
PF11795.11	0	0	0	0	0	0	0	0	0	0	0	0
PF09983.12	2.008	2.13	4.426	3.499	1.168	6.787	1.048	2.914	1.519	3.12	1.445	0.561
PF03534.16	0	0.008	0	0	0.029	0	0.013	0.006	0	0	0.005	0
PF12256.11	0	0	0	0	0.031	0	0.003	0.006	0.004	0	0	0
PF12255.11	0	0	0	0	0.02	0	0.003	0	0	0	0	0
PF14230.9	0	0	0	0	0	0	0	0	0	0	0	0
PF04675.17	0	0	0	0	0.019	0	0	0	0.02	0	0	0
PF14159.9	0	0	0	0	0	0	0	0	0	0	0	0
PF05226.14	0.067	0	0.042	0.022	0.019	0	0	0.192	0.042	0.034	0	0.008
PF10105.12	1.038	1.403	3.153	3.399	0.949	3.618	2.081	2.732	3.025	6.958	2.729	1.004
PF11814.11	0	0	0	0	0	0	0	0	0	0	0	0
PF11172.11	0	0	0	0	0	0	0	0	0	0	0	0
PF13511.9	0	0.082	0	0	0	0	0	0.062	0	0	0	0
PF05168.17	5.771	7.106	3.034	5.919	1.386	6.635	1.986	5.15	2.526	8.727	1.905	1.027
PF07310.16	0	0	0	0	0.054	0.128	0	0	0	0	0	0
PF11583.11	0.186	0.127	0	0	0.031	0	0	0.192	0.037	1.039	0.183	0
PF06041.14	0	0	0	0	0.05	0	0	0	0	0	0	0
PF20067.2	0	0	0	0	0	0.076	0	0	0.016	0	0	0
PF03559.17	0	0	0	0	0	0	0	0	0	0	0	0
PF19662.2	0	0.219	0	0	0	0	0	0	0	0	0	0
PF11902.11	0	0	0	0	0	0	0	0	0	0	0	0
PF18821.4	0	0	0	0	0.019	0	0	0	0	0	0	0
PF09864.12	0	0	0	0	0	0	0	0	0	0	0	0
PF03937.19	0	0	0	0.24	0	0	0	0	0	0	0	0
PF12221.11	0	0	0.065	0	0.024	0.057	0	0.056	0	0	0	0
PF07167.16	0	0	0	0	0.041	0.039	0	0	0.018	0	0	0.008
PF20455.1	0	0	0.134	0	0.103	0.063	0	0	0.034	0	0	0.024
PF16967.8	0	0	0	0	0	0	0	0	0	0	0	0
PF15976.8	0	0	0	0	0	0	0	0	0	0	0	0
PF13464.9	0	0	0	0	0.278	0.295	0.051	0.153	0.166	0	0.171	0.066
PF04999.16	0	0	0.075	0.126	0.058	0.284	0	0.126	0	0.496	0.566	0.109
PF10518.12	0.09	0.126	0.091	0.637	0.441	0.315	0.091	0.233	0.473	0.092	0.133	0.082
PF18364.4	0	0	0	0	0	0	0.012	0	0	0	0	0
PF18339.4	0	0	0	0	0	0	0	0	0	0	0	0
PF18337.4	0	0	0	0	0	0	0	0	0	0	0	0
PF12137.11	0	0	0	0	0	0	0	0	0	0	0	0
PF04314.16	0	0	0	0	0	0	0	0	0.079	0	0.16	0
PF06821.16	0	0	0	0	0	0	0.051	0	0	0	0	0
PF10571.12	0	0	0	0	0	0	0	0	0.021	0	0	0
PF08291.14	0	0	0.178	0	0	0	0.066	0	0	0	0	0
PF03457.17	1.61	2.66	20.393	21.215	2.137	6.336	3.122	19.388	10.206	20.335	1.043	1.09
PF15140.9	0	0	0	0	0	0	0	0	0	0	0	0.004
PF05063.17	1.188	0.471	0.53	0.399	3.575	0.255	0.256	0.377	0.37	0.773	1.06	0.203
PF04465.15	0.024	0	0	0	0.044	0	0	0	0	0	0	0
PF08014.14	0	0	0	0	0	0	0	0	0	0	0	0
PF14897.9	0.33	0.865	1.016	0.183	0.142	0.71	0.489	0.808	0.799	2.607	0.908	0.121
PF16331.8	0	0	0.079	0	0	0	0	0	0	0	0	0
PF05618.14	0	0	0	0	0	0	0	0	0.025	0	0.052	0.02
PF04175.15	0	0	0	0	0	0	0	0	0	0	0	0
PF12690.10	0	0	0	0	0.03	0	0	0	0	0	0	0
PF07075.14	0	0	0.063	0	0.098	0	0.046	0	0.057	0.103	0.06	0.07
PF09723.13	0	0	0	0	0.332	0	0	0	0.283	0	0	0
PF13376.9	5.148	6.491	11.577	8.939	3.561	7.524	4.135	11.465	3.36	16.794	6.361	3.261
PF07635.14	0.009	0	0	0.022	0.165	0	0.008	0.057	0.055	0	0.021	0.008
PF07626.14	0	0	0	0	0.023	0	0	0	0.013	0	0	0
PF04417.15	0	0	0	0	0	0	0	0.117	0	0	0	0
PF03136.18	0	0	0	0	0.039	0	0.01	0.02	0	0	0.045	0
PF02720.20	0.031	0	0	0	0.041	0	0	0	0.083	0	0.076	0
PF16262.8	0	0	0	0	0	0	0	0	0	0	0	0
PF18490.4	0.02	0	0	0	0	0	0	0	0	0	0	0
PF02002.20	0	0	0	0	0	0	0.056	0	0	0	0	0
PF04609.15	0	0	0	0	0	0	0	0	0	0	0	0
PF20436.1	0	0	0.033	0.14	0.025	0.06	0.105	0.112	0	0	0	0.006
PF09239.14	0	0	0	0	0	0	0	0	0	0	0	0
PF18000.4	0	0	0	0	0	0	0	0	0	0	0	0
PF02359.21	0	0	0	0	0	0	0	0.03	0	0	0	0.013
PF02933.20	0	0	0	0	0	0	0	0.03	0	0	0	0
PF00741.21	0	0	0	0	0	0	0	0	0	0	0	0
PF07758.14	0	0	0	0	0.023	0	0	0	0	0	0	0
PF10593.12	0.014	0.078	0.974	0.485	0.342	0.992	0.283	0.993	0.327	1.453	0	0.04
PF07221.14	6.27	5.58	7.131	6.255	3.381	6.841	1.216	6.608	2.758	9.068	5.85	2.084
PF04072.17	0.306	0	0.047	0.079	0.146	0.433	0.13	0.118	0.084	0	0.133	0
PF13714.9	0.446	3.653	0.868	0.848	1.878	0.934	0.315	1.536	2.076	3.404	1.009	0.727
PF17240.5	0	0	0	0	0	0	0	0	0.085	0	0	0
PF18305.4	0	0	0	0	0	0	0	0	0	0	0	0
PF05621.14	0.175	0.128	0.124	0.219	0.759	0.116	0	0.064	0.273	0.102	0.029	0.022
PF11887.11	0.058	0.08	0.216	0.121	0.226	0.068	0.019	0.241	0.128	0	0.068	0.211
PF09290.14	0	0	0	0	0	0	0	0	0	0	0	0
PF11127.11	0	0	0	0	0	0	0	0	0	0	0	0
PF07210.15	0	0	0	0	0	0	0	0	0	0	0	0
PF10698.12	0	0	0	0	0	0	0	0	0.141	0	0	0
PF09286.14	0	0	0	0	0.008	0	0	0.057	0.044	0	0	0
PF13456.9	0.121	0	0	0	0.149	0	0.024	0	0	0	0	0.078
PF13428.9	0.096	0.396	0.119	0.1	0.046	0.112	0.044	0.15	0.542	0.196	0.056	0.043
PF11946.11	0	0	0	0	0.029	0	0	0	0	0	0	0
PF03450.20	1.407	2.128	0.773	0.845	0.74	0.375	0.066	0.506	0.75	0.297	1.108	0.358
PF05707.15	0	0	0	0	0	0.111	0	0	0	0	0	0
PF18085.4	0	0	0	0.076	0.042	0.17	0.1	0	0.041	0	0.254	0.065
PF07556.14	1.242	2.341	0.59	1.22	1.849	1.558	3.38	2.126	0.958	2.036	2.878	0.836
PF08902.14	1.965	2.949	4.768	4.912	1.54	3.866	3.125	3.317	2.319	10.695	3.249	0.793
PF17886.4	0	0	0	0	0.024	0	0	0	0	0	0	0
PF07603.14	0	0	0	0	0	0	0	0	0	0	0	0
PF08463.13	5.749	8.952	5.001	5.616	1.728	5.993	1.91	4.33	1.146	3.385	4.968	2.655
PF11965.11	0	0	0	0	0.008	0	0	0	0	0	0	0
PF04832.15	0	0	0	0	0.049	0	0	0	0	0	0	0
PF13542.9	0.14	0.126	2.029	1.751	1.813	4.841	0.261	0.425	0.026	0.418	0.239	0.123
PF01948.21	2.685	3.451	3.45	9.651	1.303	9.685	2.178	2.843	1.91	9.767	2.535	1.597
PF02748.18	2.742	3.606	3.729	9.828	1.944	10.08	2.643	3.194	2.435	13.051	3.192	1.66
PF19288.2	0	0	0	0	0.027	0.025	0.025	0	0	0	0	0.011
PF05165.15	0	0	0	0	0	0	0	0	0	0	0	0
PF09202.14	0	0	0	0	0	0	0	0	0	0	0	0
PF18765.4	6.55	6.518	4.449	7.238	2.432	9.76	3.292	2.359	1.149	2.342	8.223	1.439
PF01496.22	75.504	82.054	55.282	96.374	14.377	59.842	22.683	24.843	35.64	80.162	59.831	31.822
PF01916.20	0	0	0	0	0.088	0	0.029	0	0	0	0	0
PF04104.17	0.056	0	0	0.062	0.054	0	0	0.057	0	0	0	0
PF12069.11	0	0	0	0	0	0	0.027	0	0	0	0	0
PF09699.13	0.039	0	0	0	0.036	0	0	0	0.035	0	0	0
PF05114.16	0	0	0	0	0.089	0	0	0	0	0	0	0
PF14715.9	0.071	0	0.082	0	0	0	0	0	0	0	0	0
PF04356.15	0	0	0	0	0	0	0	0	0	0	0	0
PF02108.19	14.589	24.134	30.443	41.727	14.844	42.051	24.656	27.397	56.602	82.601	40.831	11.477
PF13488.9	0.088	0	0.214	0.086	0.291	0.097	0.019	0	0.12	0.17	0.297	0
PF07813.15	0	0	0	0	0	0	0.075	0	0	0	0	0.056
PF02417.18	2.876	3.711	2.858	4.407	2.525	2.76	1.59	1.557	1.878	5.492	2.558	0.65
PF18614.4	0	0	0	0	0	0	0	0	0	0	0	0
PF12840.10	0.652	0.862	1.344	0.867	1.134	1.866	15.153	20.913	4.381	9.93	1.94	0.74
PF08751.14	0.022	0	0	0	0.013	0.018	0.019	0	0.009	0	0	0
PF05949.15	0	0	0.092	0	0.121	0	0	0	0	0	0	0
PF14759.9	0	0	0	0	0.023	0	0	0	0	0	0	0
PF12128.11	0	0	0	0	0	0	0	0	0.009	0	0	0
PF08348.14	4.976	5.067	3.214	3.245	1.14	2.646	1.557	2.471	2.069	5.144	4.41	1.198
PF13309.9	4.976	5.067	3.214	3.245	1.14	2.646	1.557	2.471	2.069	5.144	4.41	1.198
PF04220.15	0	0	0	0	0.057	0.141	0	0	0	0	0	0
PF00760.21	0	0	0	0	0	0	0	0	0	0	0	0
PF14718.9	0	0	0	0	0	0	0	0	0	0	0	0
PF08269.14	4.446	2.139	0	0	0.067	0	0.227	2.094	0.219	2.495	1.229	0.277
PF09984.12	0	0	0	0	0.01	0	0	0	0	0	0	0.014
PF03088.19	0	0	0	0	0	0	0	0	0.016	0	0	0
PF16525.8	0	0	0	0	0	0	0	0	0	0	0	0
PF04261.15	0.065	0.188	0.764	0.654	0.566	0.16	0.021	0.332	1.205	0.093	0.34	0.167
PF17964.4	0	0	0	0	0.046	0	0	0	0	0.105	0	0
PF13011.9	0	0	0.078	0	0.029	0	0	0	0	0	0	0
PF04075.17	0	0	0.168	0	0	0	0	0	0.043	0	0	0
PF13539.9	1.881	0.975	1.264	2.061	0.572	2.859	1.495	1.828	1.2	5.535	2.842	0.556
PF18313.4	0	0	0	0	0	0	0.019	0	0	0	0	0
PF12471.11	0	0.068	0	0	0	0	0	0	0	0	0	0
PF02467.19	0	0.129	0	0	0	0	0.099	0.49	0	0	0	0
PF08237.14	0	0	0	0	0	0	0	0	0	0	0	0
PF05443.14	0	0	0	0	0	0	0	0	0	0	0	0
PF20159.2	0	0	0	0	0	0	0	0	0	0	0	0
PF00959.22	0	0.031	0	0	0.06	0	0.115	0.131	0	0	0	0
PF20469.1	0.968	2.365	0.783	1.425	0.287	2.974	0.866	0.869	0.929	3.98	3.842	0.628
PF12447.11	0	0	0	0	0.011	0	0	0	0	0	0	0
PF11880.11	0	0	0	0	0.011	0	0	0	0	0	0	0
PF18134.4	0	0	0	0	0	0	0	0	0	0	0	0
PF04358.16	0	0	0	0	0	0	0	0	0	0	0	0
PF02156.18	7.974	6.305	7.293	3.099	2.6	7.42	6.778	5.16	5.314	6.4	5.454	5.788
PF04481.15	0	0	0	0	0	0	0	0	0	0	0	0
PF05258.15	0	0.288	0.259	0	0	0	0	0	0.059	0.428	0.241	0
PF09506.13	0	0	0	0	0	0	0	0	0	0	0	0
PF09837.12	0	0	0	0.046	0.042	0.166	0	0.038	0.025	0	0	0
PF02675.18	1.303	1.057	0.1	0.732	0.342	0.27	0.217	0.878	0.595	0.249	0.802	0.271
PF00101.23	0	0	0	0	0.054	0	0	0.124	0	0	0	0
PF10370.12	0	0	0	0	0.018	0	0	0	0	0	0	0
PF20102.2	0	0	0	0	0.032	0	0	0	0	0	0	0
PF03963.17	76.928	78.071	111.171	118.314	30.177	119.901	68.269	83.22	89.561	454.236	90.518	37.685
PF13861.9	10.927	5.081	0	0.108	0.041	0.592	0.461	8.992	0.342	23.205	3.762	2.168
PF13860.9	0.73	1.885	5.58	5.296	1.243	5.039	2.641	4.309	1.585	8.003	1.496	0.235
PF09911.12	0	0	0	0	0.048	0.119	0	0	0	0	0	0
PF09079.14	0	0	0	0	0	0	0	0	0	0	0	0
PF09819.12	0	0	0	0	0	0	0	0	0	0	0	0.049
PF01980.19	0.762	1	1.167	2.557	0.937	0.979	0.606	0.591	0.864	0.888	0.791	0.395
PF01940.19	0	0	0	0	0	0	0.04	0	0	0	0	0
PF11954.11	0	0.054	0	0	0	0	0	0.028	0	0	0	0
PF01325.22	4.976	11.839	4.609	6.666	4.275	7.414	5.636	4.445	8.834	26.265	17.984	4.598
PF02742.18	4.976	11.839	4.844	6.666	3.692	7.414	5.657	4.445	8.846	26.265	17.984	4.598
PF08438.13	0.071	0	0	0	0	0	0	0	0	0	0	0
PF01997.19	0	0	0	0	0	0	0	0	0	0	0	0
PF17144.7	0	0	0	0	0	0	0	0	0	0	0	0
PF14220.9	0	0	0	0	0	0	0	0	0	0	0	0
PF04556.15	0	0.196	0	0	0.068	0.084	0	0	0	0	0	0
PF02011.18	0	0	0	0	0.027	0	0	0	0	0	0	0
PF14587.9	0	0	0.194	0	0.12	0.349	0.143	0.244	0.165	1.438	0	0.017
PF05270.16	0	0	0	0	0	0	0	0	0	0	0	0
PF05717.16	50.101	65.529	15.272	10.479	14.888	24.172	9.714	22.613	10.553	25.647	123.204	34.564
PF09548.13	0.125	0.163	0.879	2.523	0.17	0.829	0.493	0.697	0.402	2.466	0.139	0.053
PF10008.12	0	0	0	0	0	0	0	0	0	0	0	0
PF07366.15	3.378	32.106	35.719	28.447	3.5	6.369	24.063	46.513	22.795	110.124	50.166	16.828
PF04393.16	0	0	0	0	0.08	0	0	0	0	0	0	0
PF04066.16	0.482	0	0.85	1.399	0.399	1.389	0.901	0.98	1.732	1.288	1.192	0.619
PF06626.15	0	0	0	0	0.029	0	0	0	0	0	0	0
PF11909.11	0	0	0	0	0	0	0	0	0	0	0	0
PF12594.11	0	0	0	0	0	0	0	0	0	0	0	0
PF12288.11	0	0	0	0	0	0	0	0	0	0	0	0
PF09976.12	0	0	0.065	0.103	0	0	0	0	0	0	0	0.034
PF01973.21	3.555	3.603	5.517	6.909	3.562	35.045	0	0.177	0.063	0.35	10.249	3.25
PF04519.16	11.188	23.441	13.225	19.391	9.72	34.599	24.805	18.589	45.355	73.452	46.33	10.278
PF01073.22	0	0	0	0	0.029	0	0	0	0	0	0	0
PF05572.16	0	0	0	0	0.009	0	0	0	0	0	0	0
PF14537.9	0.295	0.464	0.885	0.262	0.28	0.295	0.328	0.792	0.024	0	0.196	0.113
PF09127.14	0	0	0	0	0.016	0	0	0	0	0	0	0
PF00354.20	0	0	0	0.006	0.006	0	0	0	0	0	0	0
PF09912.12	0	0	0	0	0.033	0	0	0	0	0	0	0
PF14125.9	0.147	0.1	0.226	0.076	0.173	0.256	0.067	0	0.041	0.597	0.085	0
PF18024.4	0	0	0	0.045	0.055	0	0	0.273	0.099	0.179	0	0.018
PF13739.9	1.095	1.674	1.609	3.608	0.709	4.49	1.632	1.243	2.296	2.72	2.589	0.999
PF01910.20	0	0	0	0	0	0.485	0.095	0	0	0	0	0.176
PF02342.21	21.36	24.914	57.773	86.975	15.719	70.691	22.556	26.282	24.332	49.211	20.457	8.831
PF01597.22	1.127	2.13	3.497	2.303	4.328	5.926	4.776	6.629	3.525	16.383	4.69	0.484
PF14306.9	0	0	0	0	0.049	0.061	0	0	0	0	0	0
PF01747.20	0	0	0	0	0.049	0.061	0	0	0	0	0	0
PF12673.10	1.635	10.57	8.777	12.735	2.451	5.359	8.844	4.145	25.253	19.756	11.98	2.868
PF13730.9	5.109	5.08	1.623	1.344	6.188	0.762	1.069	2.467	0.618	2.078	0.729	0.797
PF01724.19	0	0	0	0	0	0.158	0	0	0	0	0	0
PF09361.13	0.142	0	0	0	0	0	0	0	0	0	0	0
PF09608.13	0	0	0	0	0.038	0	0	0	0	0	0	0
PF03969.19	0	0	0	0	0.092	0	0	0	0.061	0	0	0
PF04227.15	0.201	0.782	0.664	0.347	0.65	0.743	0.185	0.87	0.114	0.274	0.389	0.12
PF09039.14	0	0	0	0.032	0.022	0	0	0	0.017	0.064	0	0
PF02914.18	0.069	0.08	0	0.063	0.188	0	0	0.06	0.098	0.064	0.059	0
PF17938.4	0	0	0	0	0.045	0	0	0	0	0	0	0
PF04730.15	0	0	0	0	0	0	0	0	0	0	0	0
PF09296.14	0	0	0	0	0.095	0	0	0	0	0	0	0
PF09297.14	0.974	1.047	2.386	1.908	1.061	1.414	0.336	1.047	0.797	0.889	1.161	0.424
PF04352.16	0	0	0	0	0	0.059	0	0	0	0	0	0
PF17516.5	0	0	0	0	0	0	0	0	0	0	0	0
PF14785.9	0	0	0	0	0.038	0	0	0	0	0	0	0
PF08331.13	0.063	0	0.151	0	0.446	0.517	0	0.066	0.229	0.387	0.294	0.079
PF13693.9	0	0	0	0	0	0	0	0	0	0	0	0
PF07947.17	0	0	0	0	0.134	0	0	0	0	0	0	0
PF10945.11	0	0	0	0	0	0	0	0	0	0	0	0
PF04829.16	0	0	0	0	0	0	0	0	0	0	0	0
PF15530.9	0	0	0	0	0	0	0	0	0	0	0	0
PF13806.9	0	0	0	0	0.007	0	0	0	0	0	0	0
PF04982.16	0	0	0	0.058	0	0	0	0	0	0	0	0
PF02167.18	0	0	0	0	0	0.035	0	0	0	0	0	0
PF04613.17	0.304	0.585	1.745	0.668	0.843	0.896	0.621	1.594	0.706	4.583	1.07	0.094
PF07775.14	0	0	0	0	0	0	0	0	0	0	0	0
PF15985.8	0	0	0	0	0	0	0	0	0	0	0	0
PF03150.17	0	0	0	0	0.028	0	0	0	0	0	0	0
PF03795.17	9.541	11.675	5.972	4.755	4.333	4.078	6.068	20.564	7.397	45.697	13.017	5.516
PF08990.14	0	0.016	0	0	0.019	0	0.006	0	0.021	0	0.008	0
PF18369.4	0	0	0	0	0.006	0	0.012	0	0.023	0	0	0
PF11203.11	0	0	0	0	0	0.044	0	0	0.012	0	0	0
PF03845.16	0.115	0	0	0.058	0.136	0.031	0	0	0.158	0.056	0.129	0.035
PF09578.13	0.127	2.016	1.502	3.212	1.319	3.72	1.724	1.84	3.175	6.355	0.905	0.434
PF19732.2	0.176	0.303	0.666	0.731	0.816	0.853	0.55	0.584	0.795	2.626	0.468	0.275
PF19991.2	0	0	0	0	0.084	0	0	0	0	0	0	0
PF02626.18	1.013	2.292	0.378	0.699	0.22	0.286	0.046	0.443	0.148	0.688	0.828	0.164
PF17481.5	0.099	0.388	0.513	0.497	0.881	2.389	0.194	0.922	18.359	1.683	0.38	0.143
PF04466.16	0.097	0.067	0.146	0.163	0.381	0.079	0	0.051	0.031	0	0.048	0.022
PF17288.5	0	0.067	0.119	0.049	0.185	0.055	0	0.051	0	0	0	0.022
PF07136.14	1.702	3.293	4.081	5.536	1.785	6.835	3.005	2.803	4.581	6.956	1.424	0.602
PF20187.1	1.514	4.372	0.268	0.434	0.281	0.126	0.396	0.336	0.548	1.104	1.945	0.362
PF04071.15	0.409	0.56	0.483	0.111	0.094	0.891	0	0	0	0	0.846	0.389
PF10114.12	3.593	7.009	6.924	5.994	7.949	23.707	3.665	2.635	7.099	13.156	15.01	3.501
PF01229.20	0.143	0.799	1.188	0.637	0.48	0.358	0.303	0.255	0.822	0.669	0.221	0.046
PF17297.5	3.589	6.646	4.965	8.834	2.336	5.211	2.313	5.188	4.288	9.877	9.342	2.416
PF00821.21	3.589	6.646	4.965	8.921	2.336	5.211	2.313	5.188	4.288	9.877	9.342	2.416
PF12010.11	1.71	19.363	8.888	7.369	5.653	40.177	5.939	34.742	6.229	58.845	6.16	1.267
PF06127.14	0	0	0	0	0	0	0	0	0	0	0	0
PF06980.14	0	0	0	0	0.017	0	0.016	0	0	0.047	0	0
PF05275.14	0	0	0	0	0	0	0	0	0	0	0	0
PF13670.9	0	0	0	0	0	0	0	0	0	0	0	0
PF00813.23	14.508	23.103	23.49	36.5	6.392	36.837	10.638	16.904	12.031	48.268	21.79	7.901
PF14238.9	0.354	0.242	0.56	0.278	0.272	0.588	0.145	0.172	0.925	1.087	0.424	0.199
PF01865.19	0	0.272	0	0	0.046	0	0.092	0.103	0.273	0.404	0.057	0
PF08362.14	0	0	0	0	0.045	0	0	0	0	0	0	0
PF12418.11	0	0.047	0	0	0.032	0.08	0	0	0.038	0	0	0.015
PF06155.15	0	0	0	0	0	0	0	0	0	0	0	0
PF19027.3	0	0	0	0	0.035	0	0	0	0	0	0	0
PF14544.9	0.099	0	0	0	0	0	0	0	0	0	0	0
PF07754.14	0	0	0	0	0	0	0	0	0	0	0	0
PF14054.9	0.066	0	0	0	0.203	0.11	0	0	0.071	0.256	0	0
PF13287.9	2.35	5.699	2.614	4.22	0.633	6.009	5.881	3.146	9.503	18.746	11.313	4.257
PF14460.9	0.089	0	0.11	0	0.922	0	0	0	0	0	0	0
PF20137.2	0	0	0	0	0	0	0	0	0	0	0	0
PF16401.8	0	0	0	0	0.024	0	0	0.101	0	0	0	0
PF13573.9	0.048	0.15	0	0.026	0.11	0	0.004	0	0	0	0	0.01
PF08191.14	0	0	0	0	0	0	0	0	0	0	0	0
PF19838.2	0.204	0.139	0.235	0.187	0.422	0.39	0.124	0.209	0.247	1.26	0.182	0.034
PF14126.9	0	0	0	0	0.199	0.458	0.06	0.271	0	1.87	0	0
PF07884.17	0.063	0	0	0	0	0	0	0	0	0	0	0
PF04014.21	24.327	32.003	26.372	16.791	16.494	26.777	14.301	26.27	15.718	40.175	25.283	11.812
PF13486.9	0	0	0	0	0.019	0.094	0	0	0.023	0	0	0
PF01139.20	1.048	1.427	2.695	3.093	1.678	6.941	0.578	1.968	1.554	3.14	1.046	0.218
PF15723.8	0	0	0	0.44	0	0.371	0	0.844	0	0	0	0
PF16036.8	0	0	0	0	0.047	0	0	0	0	0	0	0
PF17931.4	0	0	0	0	0.047	0	0	0	0	0	0	0
PF01531.19	0.276	1.486	1.102	0.995	0.178	1.678	3.095	1.182	2.493	8.722	5.12	1.105
PF13559.9	0.134	0	0.389	0	0.026	0.451	0.048	0.217	0	0	0	0.163
PF08901.14	0.29	0	1.436	1.551	0.409	1.343	0.222	1.927	0.325	2.396	0.223	0.087
PF17202.7	7.616	10.96	8.347	13.595	3.39	18.483	2.83	6.762	6.896	14.512	8.584	2.753
PF09698.13	0	0	0	0	0	0	0	0	0	0	0	0.025
PF01028.23	0.029	0	0	0	0	0	0	0	0	0	0	0
PF03364.23	0	0	0	0	0.064	0	0.059	0	0.058	0	0	0.023
PF17190.7	0	0	0	0	0	0	0	0	0	0	0	0
PF12182.11	0	0	0	0	0.144	0.497	0.04	0	0	0	0	0.038
PF12320.11	1.101	1.294	1.287	2.064	0.782	2.302	0.904	0.606	2.334	2.417	1.44	0.413
PF01773.23	0.18	0.142	0.694	1.708	0.289	7.107	0.047	0.263	0.087	0.258	0.12	0.069
PF07662.16	0.18	0.142	0.694	1.708	0.391	7.486	0.146	0.263	0.087	0.258	0.12	0.069
PF04199.16	1.692	1.404	1.495	1.189	0.786	2.469	0.51	1.68	0.64	2.503	1.893	0.647
PF02449.18	6.955	9.829	6.214	10.016	1.527	6.557	2.07	3.079	9.814	30.47	6.927	3.284
PF08532.13	6.788	9.6	6.007	9.614	1.476	6.557	2.238	3.128	9.752	29.39	6.78	3.176
PF08533.13	5.641	9.031	5.258	9.038	1.21	4.2	2.014	2.63	8.071	23.496	5.185	2.456
