FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b
PF05359.14	0	0	0	0	0	0	0	0	0	0	0	0
PF00444.21	9.841	46.454	1.096	80.388	33.316	64.579	37.446	25.968	29.65	61.055	46.435	64.216
PF13435.9	0	0	0.014	0	0	0	0	0	0	0	0	0
PF13447.9	0	0	0	0	0	0	0	0	0	0	0	0
PF05069.16	0	0	0.115	0	0.427	0	0.15	0.096	0	0	0.099	0
PF13429.9	0	0	0	0	0	0	0	0.065	0	0	0	0
PF02662.19	22.646	16.268	1.622	29.161	21.352	30.673	26.842	23.467	10.351	20.365	18.831	22.386
PF12779.10	0	0	0	0	0.085	0	0	0	0	0	0	0
PF09544.13	0	0	0	0	0	0	0	0	0	0	0	0
PF14243.9	0	0	0	0.216	0	0	0	0	0	0	0	0
PF20004.2	0	0	0	0	0	0	0	0	0	0	0	0
PF12458.11	0	0	0	0	0	0	0	0	0	0	0	0
PF10459.12	0.016	0.192	0.031	0.058	0.084	0.277	0.023	0.048	0.02	0.058	0.14	0.264
PF13084.9	0	0	0.572	0	0.299	0.076	0	0.031	0	0	0.096	0.175
PF19266.2	0.604	0	0	0.264	0	0.69	0.683	0.292	1.106	0.123	0	0
PF07637.14	0	0	0.02	0	0	0	0	0	0	0	0	0.017
PF07631.14	0	0	0.02	0	0	0	0	0	0	0	0	0.017
PF07627.14	0	0	0.02	0	0	0	0	0	0	0	0	0
PF07624.14	0	0	0.02	0	0	0	0	0	0	0	0	0
PF09906.12	0	0	0	0	0.015	0	0	0	0	0	0	0
PF10974.11	0.796	1.963	0.068	0.179	0.081	3.436	0.472	0.686	0.756	0.556	0.067	0
PF15575.9	0	0	0	0	0	0	0	0	0	0	0	0
PF05050.15	1	0.69	0.223	0.308	0.424	1.869	0.376	0.982	0.381	0.486	0	0.787
PF13249.9	0	0	0	0	0.02	0	0.051	0	0	0	0.012	0
PF13243.9	0	0	0.005	0	0.02	0	0.051	0	0	0	0.012	0
PF07696.14	0	0	0.023	0	0.023	0	0.026	0	0.05	0	0	0
PF13298.9	0.013	0	0.024	0	0	0.043	0	0	0.017	0	0.01	0
PF04679.18	0.248	0.093	0.134	0.133	0.046	0.043	0.699	0.076	0.318	0.449	0.06	0
PF01491.19	0	0	0	0	0	0	0	0	0	0	0	0
PF13386.9	0	0	0	0	0	0	0	0	0.055	0	0	0
PF15609.9	0.515	0.78	0.014	1.32	0.226	2.325	0.755	0.739	0.331	0.348	0.375	0.41
PF12500.11	0.515	0.78	0.014	1.32	0.226	2.325	0.755	0.739	0.331	0.348	0.375	0.41
PF20567.1	0	0	0	0	0	0	0	0	0	0	0	0
PF01934.20	1.59	2.232	4.08	3.126	7.91	1.892	1.353	2.014	4.525	2.863	7.15	7.161
PF05673.16	1.02	6.254	0.331	3.218	0.998	8.678	1.85	2.219	0.857	1.946	0.989	0.767
PF10095.12	0	0	0.015	0	0	0	0	0	0	0	0	0
PF04744.15	0	0	0	0	0	0	0	0	0	0	0	0
PF07589.14	0.045	0	0.045	0	0	0	0.022	0.074	0.053	0	0	0
PF04402.17	3.601	72.3	3.997	13.858	1.695	58.027	6.465	13.729	13.242	16.638	1.864	3.575
PF18370.4	0	0	0	0	0.01	0	0	0	0	0	0.025	0
PF12971.10	1.243	8.713	1.287	2.077	1.466	15.511	4.9	6.131	3.596	6.554	2.928	4.008
PF05089.15	1.243	8.713	1.287	2.077	1.466	15.511	4.9	6.131	3.596	6.554	2.928	4.008
PF12972.10	1.243	8.713	1.287	2.077	1.466	15.511	4.9	6.131	3.596	6.554	2.928	4.008
PF08707.14	0.027	0	0	0	0.019	0.838	0.043	0.103	0	0	0.021	0.029
PF09820.12	16.725	32.646	5.053	64.808	20.271	39.469	22.727	26.503	21.901	20.152	15.091	16.632
PF08011.14	15.951	33.386	4.747	63.156	17.249	38.267	18.874	24.401	20.794	17.607	12.874	15.489
PF08842.13	0.303	1.042	1.82	1.154	5.086	0.211	0.048	0.462	0.381	1.226	8.281	9.426
PF07784.14	0.191	0	0.327	0.389	0.337	0.627	0.824	0.259	0.855	0.883	0.852	0.488
PF09827.12	1.618	9.602	1.279	2.949	0.808	10.998	0	0.805	1.732	1.471	1.432	0.436
PF03625.17	0	0	0	0	0	0	0	0	0	0	0	0
PF07959.15	0.031	0	1.274	0.122	2.455	0.184	0.145	0.171	0.052	0.038	3.251	4.895
PF03616.17	8.191	30.17	0.026	15.996	0.036	10.843	8.809	16.195	6.6	6.41	0.058	0.132
PF08531.13	0.992	1.619	2.096	6.944	1.906	1.135	3.075	1.704	1.238	1.518	1.683	6.656
PF17389.5	1.532	2.458	2.399	7.76	1.997	1.624	3.241	2.9	2.062	2.742	2.08	6.708
PF17390.5	0.774	1.312	2.035	6.944	1.578	1.047	2.887	1.573	1.104	1.462	1.502	6.32
PF01924.19	0	0	0	0	0	0	0	0.021	0	0	0	0
PF19268.2	0	0	0	0	0	0	0	0	0	0	0	0
PF13444.9	0.4	0.687	1.446	0.869	4.729	0	0.471	0.491	0.129	1.289	4.453	6.99
PF00852.22	0.014	0	0	0	0	0.052	0.051	0	0	0	0	0.098
PF14063.9	2.239	4.773	4.13	1.604	9.766	1.45	0.475	2.22	1.103	3.265	16.084	20.415
PF04383.16	4.018	8.577	1.047	13.195	6.835	8.849	2.72	6.424	5.635	6.295	5.565	7.636
PF05576.14	0	0	0	0	0	0	0	0	0	0	0	0
PF05592.14	0.782	1.371	2.029	6.893	1.578	1.047	2.887	1.658	1.122	1.462	1.502	6.337
PF15869.8	0.043	0.515	0.627	0.114	3.233	0	0	0.044	0.092	0.425	3.307	1.915
PF11276.11	0.512	1.409	1.42	0.453	1.767	0.488	0.128	0.404	0.262	1.512	1.497	2.497
PF14289.9	0.779	0.585	2.712	0.342	9.977	0.306	0.114	0.733	0.662	1.472	7.704	14.687
PF03599.19	16.087	16.226	3.26	26.972	8.776	9.28	9.119	21.318	6.072	24.259	9.164	13.129
PF02577.17	0.35	1.033	1.327	0.199	4.64	0	0.079	0.381	0.259	1.856	4.676	5.663
PF05991.14	1.171	11.601	0.511	3.686	0.933	14.422	2.244	4.295	2.571	4.895	1.26	1.438
PF01972.19	0.05	0	1.192	0	2.232	0.101	0	0.085	0	0	2.782	2.479
PF01174.22	0.544	34.562	0.133	0.87	0.37	27.751	0.169	0.74	0.766	5.145	0.161	0
PF02073.18	4.795	19.017	1.02	50.414	1.85	24.899	9.249	31.64	14.93	17.216	2.204	3.147
PF19872.2	0	0	0	0	0	0	0	0	0	0	0	0
PF02621.17	0	0	0	0	0	0	0	0	0	0	0	0
PF01955.21	0	0	0	0	0	0	0	0	0	0	0	0
PF04376.16	0	0	0.021	0	0	0	0	0	0	0	0	0
PF04377.18	0	0	0.021	0	0	0	0	0	0	0	0	0
PF17101.8	0	0	0.016	0	0	0	0	0	0	0	0	0
PF11380.11	0	0	0.016	0	0	0	0	0	0	0	0	0
PF05430.14	0	0	0	0	0	0	0	0	0	0.25	0.067	0.033
PF08379.13	0	0	0.039	0.495	0	1.092	0.059	0	0	0	0.029	0
PF09899.12	0	0	0.02	0.035	0	0.067	0	0	0	0	0	0
PF07505.14	0.295	1.429	0.293	1.084	0.29	0.965	1.226	1.949	1.402	1.895	1.152	1.009
PF02563.19	4.308	7.349	3.323	2.426	9.671	2.067	1.013	2.79	1.943	9.12	11.043	12.154
PF12806.10	0	0	0.063	0.067	0	0	0.079	0	0	0	0.091	0
PF06739.14	0.001	0.062	0.009	0	0.184	0	0	0	0	0	0	0
PF03682.16	0.238	1.653	0	0.5	0.478	0.502	0.386	0.217	0.379	0.646	0.276	0.169
PF13282.9	0.061	0	0.018	0	0.042	0	0	0.023	0	0	0.046	0.065
PF03548.18	0.53	1.292	0.049	0.192	0.263	0.695	0.227	0.147	0.249	1.34	0.364	0.205
PF13103.9	0	0	0.98	0	0.361	0	0.031	0.021	0.061	0	0	0.281
PF17125.8	1.171	3.834	4.383	3.705	3.367	4.349	4.538	4.913	2.422	3.225	4.438	4.774
PF17149.7	0	0	0	0	0	0	0	0	0	0	0.017	0
PF16537.8	0	0	0.013	0	0	0	0	0	0	0	0	0
PF13582.9	0	0	0	0	0	0	0	0	0	0	0	0
PF02018.20	2.152	3	2.312	20.396	1.883	1.746	1.68	1.925	1.594	6.453	2.951	1.074
PF18884.3	0.259	0	0.647	0.476	0.084	0.392	0	0	0	0	1.1	3.667
PF12385.11	0	0	0.074	0.115	0.374	0	0	0.33	0.121	0.464	0.088	0.099
PF20009.2	0	0.01	0.006	0	0.051	0	0	0	0.003	0	0	0.016
PF06996.14	0	0	0	0	0	0	0	0	0	0	0	0
PF11383.11	0	0	0	0	0	0	0	0	0	0	0	0
PF12625.10	0	0	0.046	0	0.061	0	0	0	0	0	0	0
PF04225.15	0	0	0.035	0	0	0	0	0.07	0.059	0	0	0.098
PF05930.15	0	0	0	0	0	0	0	0	0	0	0	0
PF12571.11	0.761	6.205	2.547	0.279	0.55	3.535	0.983	0.798	2.227	11.885	0.927	1.076
PF03406.16	0	1.693	0	0	0	3.328	0	0.052	0	0.127	0	0
PF04116.16	0	0	0.658	0	0.957	0	0	0.027	0.079	0	1.824	0.783
PF09601.13	0	0	0	0	0	0	0	0	0	0	0	0
PF19459.2	0	0	0	0	0	0	0	0	0	0	0	0.238
PF13657.9	1.671	3.244	1.867	2.36	0.864	1.743	1.1	0.803	1.254	1.737	2.825	2.009
PF02696.17	0	0	0.066	0	0	0	0.034	0	0.028	0	0	0
PF04279.18	0.041	0.228	0	0.11	0.113	0.298	0	0.21	0.178	0	0.083	0
PF13872.9	0	0	0.009	0	0	0	0	0	0	0.007	0	0
PF14312.9	0.01	0	0	0	0	0	0	0	0	0	0.105	0.052
PF03748.17	4.922	61.616	0.36	13.838	2.455	74.204	6.952	6.566	3.445	13.904	1.339	0.755
PF18935.3	0.704	0.966	1.051	0.832	2.316	0.896	0.184	1.397	0.521	3.131	1.473	1.928
PF11011.11	0	0	0	0	0	0	0	0	0	0	0	0
PF05368.16	0.141	0.145	0.017	0	0	0.508	0.055	0.054	0.137	0.131	0.053	0
PF10387.12	2.131	1.072	0.58	5.353	1.244	1.367	1.011	2.485	1.185	2.945	1.451	0.94
PF02348.22	2.943	6.925	3.774	2.666	4.382	18.162	3.397	3.373	3.072	4.538	4.62	6.809
PF04168.15	0	0	0.037	0.317	0.132	0.575	0	0.05	0.06	0	0	0
PF00174.22	0.024	0	0.091	0.287	0	0	0	0.059	0	0	0.191	0.04
PF03323.16	0.288	7.113	0.339	0.609	0.271	8.051	1.083	0.994	0.815	1.362	0.404	0.208
PF09709.13	1.13	15.735	1.483	1.997	1.346	17.842	1.154	2.446	1.296	3.153	1.375	1.21
PF18019.4	0.55	6.331	0.101	1.041	0.655	8.011	0.552	1.317	0.718	0.915	0.566	0.377
PF19557.2	0	0	0.008	0.033	0.023	0	0	0	0	0	0	0
PF04294.16	5.042	44.081	1.123	14.824	2.805	57.37	12.721	17.95	8.847	10.159	1.935	3.406
PF01680.20	0.897	38.692	0.108	0.962	0.096	22.676	0.386	1.2	0.861	4.212	0	0.11
PF10983.11	0	0	0	0	0	0	0	0	0	0	0	0
PF02788.19	0	0	0.024	0	0.033	0	0.037	0	0	0	0.035	0.045
PF00016.23	0	0	0.024	0	0.033	0	0.037	0	0	0	0.035	0.045
PF11283.11	0	0	0	0	0	0	0	0.032	0	0	0	0
PF12049.11	0	0	0	0	0	0	0	0	0	0	0	0
PF00421.22	0.028	0	0	0	0	0	0	0	0	0	0	0
PF02605.18	0	0	0	0	0	0	0	0	0	0	0	0
PF03476.19	0	0	0	0	0	0	0	0.027	0.097	0	0	0
PF00686.22	4.976	6.258	2.026	2.288	3.938	1.822	0.722	2.904	1.334	6.606	3.984	4.548
PF08795.13	0	0	0	0	0	0	0.046	0	0	0	0	0
PF00223.22	0	0	0.027	0	0.019	0	0	0.105	0.018	0.052	0	0.029
PF14105.9	0	0	0	0	0	0	0	0	0	0	0	0
PF14870.9	0	0	0.006	0	0.036	0	0	0	0.015	0	0	0
PF02685.19	0	0	0.049	0	0	0	0	0	0	0.118	0	0.063
PF05067.15	3.682	45.451	0.713	22.852	10.064	51.51	3.414	12.619	20.382	30.944	14.879	17.808
PF18088.4	0.256	1.858	0.02	0.51	0.168	1.721	0.079	0.306	0.045	0.385	0.047	0.082
PF13679.9	0.759	5.687	0.317	2.259	1.529	10.696	2.057	2.308	0.96	1.77	1.207	0.743
PF08719.14	0.36	1.201	1.904	1.502	0.791	1.871	0.75	1.305	0.426	0.75	0.809	0.416
PF04285.15	0.184	0.434	0	0.314	0.718	1.465	0.082	8.746	8.536	10.848	3.65	1.728
PF08298.14	0.048	0.639	0.053	0.286	0.424	0.529	0.167	6.142	5.335	6.16	2.19	1.331
PF06798.15	0.048	0.639	0.053	0.286	0.424	0.529	0.167	6.142	5.335	6.16	2.19	1.331
PF09547.13	2.254	18.899	1.538	6.084	4.323	20.316	2.107	7.275	10.445	13.81	6.809	8.021
PF20438.1	2.254	18.899	1.538	6.084	4.323	20.316	2.107	7.275	10.445	13.81	6.809	8.021
PF20439.1	2.254	18.899	1.538	6.084	4.323	20.316	2.107	7.275	10.445	13.81	6.809	8.021
PF09002.14	0.014	0	0	0	0	0	0	0	0.017	0.075	0	0
PF00866.21	0	0	0	0	0	0	0	0	0	0	0	0
PF04765.16	0	0	0	0	0	0	0	0	0	0	0	0
PF08388.14	17.901	38.011	3.179	29.832	5.938	26.322	20.774	23.93	28.749	33.063	5.841	6.506
PF18395.4	0	0	0	0	0	0	0	0	0	0	0	0
PF14333.9	0	0	0.038	0	0	0	0.054	0	0	0	0	0
PF14329.9	0.034	0	0.011	0	0	0	0	0	0	0	0	0
PF20466.1	0.397	0.414	0.788	1.246	0.499	1.299	0.545	0.559	0.385	0.885	0.301	0.352
PF03713.16	0	0	0.084	0.214	0	0.194	0	0	0.142	0.448	0	0.111
PF11856.11	0	0	0.006	0	0	0	0	0	0	0.025	0	0
PF13828.9	0	0	0	0	0	0	0	0	0	0	0	0
PF05552.15	3.429	8.089	3.811	1.838	6.877	3.578	4.991	8.741	8.944	16.887	14.736	10.072
PF18557.4	0	0	0	0	0	0	0	0	0	0	0	0
PF13406.9	0.052	0	0.071	0	0	0	0	0	0	0	0	0
PF12545.11	0	0	0	0	0	0.008	0	0	0	0	0	0
PF13499.9	0	0	0.02	0	0	0	0.061	0	0	0	0	0
PF07080.14	0	0	0	0	0.09	0	0	0.051	0	0	0	0
PF08487.13	0.03	0	0.01	0.146	0.015	0.204	0.047	0.092	0.165	0.028	0.106	0.064
PF13768.9	0.03	0	0.026	0.09	0	0.204	0.047	0.092	0.165	0.028	0.09	0.064
PF04126.16	0	0	0	0	0	0	0	0	0	0	0	0
PF03977.16	23.793	79.225	7.142	55.712	26.139	92.448	29.574	43.636	25.919	38.464	28.59	44.111
PF09163.14	0	0	0	0	0	0	0	0	0	0	0	0
PF03755.16	9.071	40.34	4.296	16.09	7.241	41.672	10.85	16.253	8.85	15.756	7.316	6.843
PF08340.14	9.071	40.34	4.296	16.09	7.241	41.672	10.85	16.464	8.85	15.756	7.316	6.843
PF06863.15	0.022	0	0.011	0.092	0	0	0	0	0	0	0	0
PF06742.14	0.022	0	0.018	0.092	0	0	0	0	0	0	0	0
PF13207.9	0	0	0.015	0.884	0.079	0	0	0	0.202	0.215	0	0
PF12863.10	0	0	0	0	0	0	0	0	0	0	0	0
PF18204.4	0	0	0	0	0	0	0	0	0	0	0	0
PF05048.16	0	0	0.011	0	0.029	0	0	0.035	0.088	0.018	0	0
PF14578.9	0	0	0	0	0	0	0.027	0	0	0	0	0
PF02985.25	0	0	0	0	0	0	0	0	0	0	0	0
PF01157.21	0	0	0	0	0	0	0	0	0	0	0	0
PF06253.14	0.032	0.261	0.097	0.252	0.313	0.237	0.05	0.196	0.127	0.538	0.567	0.275
PF09937.12	0.008	0	0.036	0	0	0	0	0	0	0	0.01	0.029
PF05853.15	1.774	4.403	3.07	2.752	1.281	8.908	1.089	2.11	1.852	5.975	1.294	2.466
PF18755.4	0	0	0.027	0.141	0	0.128	0	0	0	0	0.054	0.075
PF03472.18	0	0	0.02	0	0	0	0	0	0	0	0	0
PF11161.11	0	0	0	0	0	0	0	0	0	0	0	0
PF02371.19	100.522	448.703	44.479	271.883	96.724	611.928	130.683	118.383	124.571	179.823	113.086	73.98
PF02405.19	0.536	0.68	1.007	0.328	2.245	0.297	0	0.721	0.319	0.764	2.387	2.442
PF17850.4	0	0	0.1	0	0.019	0	0	0	0	0	0	0
PF11740.11	0	0	0.015	0	0	0	0	0	0	0	0	0.062
PF00657.25	0	0	0.006	0	0	0	0	0	0	0	0	0
PF20419.1	0	0	0	0	0	0	0	0	0	0.003	0	0
PF13723.9	0.61	1.872	0.016	0.125	0.214	0.113	0.098	0.262	0.081	1.044	0.189	0.199
PF08273.15	0	0	0	0	0	0	0	0	0	0	0	0
PF20464.1	0.302	0.414	0.746	1.124	0.683	1.072	0.401	0.547	0.406	0.508	0.35	0.31
PF11306.11	0.12	0.332	1.2	0	0.554	0.29	0.126	0.122	0.052	0.895	0.245	0.638
PF13905.9	0	0	1.689	0.251	17.297	0	0	0	0.036	0	9.375	9.363
PF05425.16	0.026	0	0.018	0	0.021	0	0.025	0	0.01	0.015	0.034	0.033
PF14280.9	0.121	3.486	0.077	1.202	0.784	1.523	0.699	0.184	1.207	1.511	0.502	0.128
PF10029.12	0	0	0	0	0	0	0	0	0	0	0	0
PF06181.14	0	0	0	0	0	0	0	0	0	0	0	0
PF20161.2	0	0	0	0	0.015	0	0	0	0	0	0	0
PF04379.17	0	0	0.021	0	0	0	0	0	0	0.152	0	0
PF08874.13	2.676	4.902	1.731	5.062	2.907	3.95	1.911	4.017	2.636	5.992	3.19	5.47
PF12395.11	2.676	4.902	1.721	5.062	2.907	3.95	1.911	3.987	2.636	5.992	3.19	5.47
PF07683.17	1.04	2.696	0.75	4.606	1.35	3.974	2.035	3.773	1.256	2.88	1.764	2.543
PF06672.14	0	0	0	0	0	0	0	0	0	0	0	0
PF09298.14	0	0.049	0	0	0.033	0	0	0.036	0	0	0	0
PF13230.9	0	0	0	0	0	0	0.013	0	0	0	0.013	0.018
PF06082.14	0	0	0.004	0	0	0	0	0	0	0	0	0
PF09492.13	0	0	0	0	0	0	0	0	0	0	0	0
PF11666.11	0	0	0.058	0	0	0	0	0	0	0	0	0
PF01833.27	0	0	0.044	0	0	0	0	0	0	0	0	0
PF13540.9	0.28	0.462	0.201	0.392	0.075	1.45	0.74	0.772	0.384	0.674	0.124	0.074
PF11790.11	0.135	0.122	0.103	0.078	0.04	0.106	0.031	0.082	0.101	0.255	0.059	0.167
PF12904.10	0.138	0.085	0.108	0	0.027	0.074	0	0.093	0.091	0	0.031	1.202
PF14200.9	1.843	11.985	0.232	1.917	4.599	2.879	1.174	15.494	15.947	41.734	20.009	51.263
PF02013.19	0	0	0	0	0	0	0	0	0	0	0	0
PF11008.11	0	0	0	0	0	0	0	0	0	0.129	0	0
PF16881.8	0	0	0.015	0	0	0	0	0	0	0	0.201	0
PF11684.11	0	0	0	0	0	0	0	0	0	0	0	0
PF09249.14	0	0	0	0	0.028	0.167	0	0	0	0	0	0
PF17214.6	0	0	0.008	0	0	0	0	0	0	0	0.024	0
PF16661.8	0.077	0.198	0.049	0.63	0.026	2.082	0.136	0.058	0.025	0.427	0.111	0.168
PF10996.11	8.351	47.721	4.738	27.466	5.112	49.915	8.334	16.713	11.181	16.323	7.451	7.514
PF05726.16	0.067	0	0.051	0	0	0.12	0	0	0	0	0	0.071
PF17651.4	1.292	8.003	0.818	2.343	0.993	9.583	0.849	1.569	1.105	2.072	1.406	1.042
PF14574.9	1.564	15.042	1.36	2.539	1.297	17.445	1.191	1.787	1.233	3.095	2.195	1.288
PF13547.9	0	0	0	0	0	0	0	0	0	0	0	0
PF09476.13	0	0	0	0	0	0	0	0	0	0	0	0
PF02667.17	0	0.093	0.059	0.975	0	0.243	0.212	0	0	0	0	0.072
PF18416.4	0	0	0	0	0	0	0	0	0	0	0	0
PF09391.13	0.617	0	1.119	1.595	0.856	0	1.646	0.222	0.329	1.99	0.548	0.155
PF00305.22	0	0	0	0	0	0	0	0	0	0	0	0
PF12151.11	0	0	0	0	0	0	0	0	0	0	0	0
PF02625.19	0.177	0.68	0.088	0.337	0.476	1.606	0.303	0.501	0.339	0.662	0	0.232
PF13478.9	0.177	0.68	0.136	0.337	0.435	1.606	0.303	0.501	0.339	0.662	0.047	0.232
PF01536.19	0	0	0	0	0	0	0	0	0	0	0	0
PF08272.14	0	0	0	0	0.032	0	0	0	0	0	0.036	0
PF12847.10	4.152	28.464	1.495	6.775	3.452	38.441	4.39	13.726	8.2	21.062	8.033	13.72
PF12105.11	0	0	0	0	0	0	0	0	0	0	0	0
PF18047.4	0.008	0	0.004	0	0	0	0	0	0	0	0	0
PF18065.4	0.008	0	0.004	0	0	0	0	0	0	0	0	0
PF07072.14	0	0	0	0	0	0	0	0	0	0	0	0
PF05567.14	0	0	0.005	0	0	0	0	0	0	0	0.013	0
PF18029.4	0.077	0.743	0.107	0	0	2.109	0	0	0.058	0.167	0	0.048
PF09957.12	0	0	0	0	0.167	0	0	0	0	0	0	0.52
PF04290.15	3.978	13.666	0.484	11.025	0.616	43.657	7.589	5.516	4.26	2.64	0.421	2.335
PF02666.18	1.352	2.318	2.264	1.459	4.768	1.783	0.716	1.384	1.503	2.771	6.448	5.175
PF06925.14	0.557	1.677	3.739	0.837	2.339	0.705	0.635	0.787	0.785	1.303	1.007	0.919
PF01548.20	102.364	462.572	43.995	275.774	96.76	606.811	131.869	120.101	126.182	184.05	114.874	73.407
PF04234.15	0.011	0	0.019	0	0	0	0	0	0	0.244	0.022	0
PF13709.9	0	0	0.027	0	0	0	0	0.009	0	0	0	0
PF10649.12	0	0	0.024	0	0	0	0	0	0	0	0.07	0
PF01443.21	0	0	0	0	0	0	0	0	0	0	0	0
PF17841.4	0	0.027	0.022	0.027	0	0	0	0	0	0	0	0.014
PF14742.9	0	0	0	0	0	0	0	0	0	0	0	0
PF20129.2	0	0	0	0	0	0	0	0	0	0	0	0
PF03976.17	6.345	31.835	1.495	17.244	4.994	40.609	8.188	12.395	7.058	7.238	4.231	4.337
PF02665.17	0	0	0.044	0	0	0	0	0	0	0	0	0
PF13600.9	0	0	0.019	0.069	0	0	0	0	0	0	0	0
PF13598.9	0	0	0.019	0.069	0	0	0	0	0	0	0	0
PF05019.16	0	0	0	0	0	0	0	0	0	0	0	0
PF03203.17	0	0	0	0	0	0	0	0	0	0	0	0
PF00507.22	5.959	7.679	1.736	1.648	5.695	1.64	0.975	2.771	3.31	15.959	9.287	8.577
PF07593.15	0	0	0.013	0	0.06	0.015	0	0.014	0.005	0	0	0
PF13618.9	0	0	0	0	0	0	0	0	0	0	0	0.243
PF13418.9	0	0	0.128	0	0.138	0	0	0.076	0	0.094	0.076	0
PF14863.9	0.036	0.294	0.057	0.189	0.39	0	0.149	1.554	1.609	4.713	2.927	5.602
PF14864.9	0.021	0	0.008	0	0	0	0	0	0	0	0	0
PF15780.8	0	0	0	0	0	0	0	0	0	0	0.022	0
PF02065.21	7.412	25.475	2.297	15.353	7.91	28.666	8.37	13.436	10.067	12.421	8.692	15.915
PF00028.20	0	0	0	0	0	0	0	0	0	0	0.006	0.006
PF02411.18	0	0	0	0	0	0	0	0	0	0	0	0.053
PF05818.15	0	0	0	0	0	0	0	0	0	0	0	0
PF03328.17	0.396	0.595	0.327	1.582	1.034	2.159	1.101	0.731	0.186	1.312	0.458	0.498
PF05940.15	0	0	0.026	0	0	0	0	0	0	0	0	0
PF17201.7	0	0	0	0	0.009	0	0	0	0	0	0	0
PF00614.25	0	0	0	0	0	0	0	0	0	0	0	0
PF01839.26	0.007	0	0	0	0	0	0.015	0	0	0	0.048	0
PF03411.16	0	0	0.018	0	0	0	0	0	0	0	0	0
PF05488.16	0	0	0.004	0	0.009	0.104	0	0	0	0	0	0
PF09619.13	0	0	0	0	0	0	0	0	0	0	0	0
PF13480.10	0.575	0.962	1.102	0.168	1.549	0.392	0.11	0.047	0.12	0.692	1.376	1.328
PF13308.9	2.4	36.995	0.179	2.995	1.254	28.161	1.708	1.333	2.118	4.895	1.785	2.416
PF14627.9	0	0	0	0	0	0	0	0	0	0	0	0
PF10722.12	0.133	0.825	0	0	0	0.72	0.209	0.606	0.085	0	0	0.14
PF08769.14	1.504	46.987	0.764	12.482	4.744	70.869	3.761	5.546	3.291	10.396	8.423	9.267
PF13751.9	21.135	128.408	15.164	84.077	30.822	107.541	33.418	46.634	41.075	65.545	28.655	25.764
PF14057.9	156	450.405	25.122	373.976	161.805	532.088	140.68	203.53	144.659	285.466	185.34	235.951
PF08876.14	1.936	42.59	1.1	6.311	1.447	33.609	3.407	2.402	2.97	6.587	1.585	1.898
PF02690.18	7.796	61.082	4.628	20.918	28.302	72.748	16.324	38.112	25.728	53.354	48.312	84.736
PF10719.12	5.199	9.985	0.184	19.975	1.374	14.905	9.783	20.065	8.962	7.466	1.314	1.345
PF16472.8	0.376	18.268	0.61	2.288	0.4	15.188	0.577	0.561	0.293	1.927	0.391	0.275
PF20578.1	0.411	1.81	0.007	0.896	0	2.077	0.719	0.856	0.553	0.784	0	0
PF01270.20	0.268	0.38	0.364	1.131	0.442	0.336	0.293	0.243	0.445	0.4	0.22	0
PF18962.3	0.362	2.735	0.053	0.302	0.266	0.403	0.209	0.566	0.357	0.67	0.22	0.423
PF19081.3	0	0	0.003	0	0	0	0	0	0	0	0	0
PF13668.9	0	0	0	0	0	0	0	0	0	0	0	0
PF14903.9	0.776	2.024	0.829	2.368	0.444	1.956	0.774	1.189	1.088	0.419	0.795	0.837
PF06037.14	0	0	0	0	0	0	0	0	0	0	0	0
PF14093.9	0.094	0.645	1.376	0	0.368	0.225	0.098	0.333	0.081	0.554	0.226	0.741
PF03425.16	0	0	0	0	0	0	0	0	0	0	0	0
PF11751.11	0.647	0.381	0.909	0.245	2.105	0.222	0.194	0.141	0.239	0.629	1.258	1.073
PF16242.8	0.191	1.216	0.106	2.042	0.159	2.511	0.29	0.657	0.428	0	0.219	0.454
PF18127.4	0	0	0	0	0	0.379	0	0	0	0	0	0
PF09997.12	0	0	0	0	0	0	0	0.073	0	0	0	0
PF19408.2	0.004	0	0	0	0	0	0	0	0	0	0	0
PF13585.9	0.304	0.477	1.089	0.184	0.712	0.25	0.211	0.106	0.198	0.471	0.366	0.402
PF09375.13	0	0	0.031	0	0	0	0.041	0	0.036	0	0.16	0
PF04350.16	0	0	0.025	0	0	0	0	0	0	0	0	0
PF11028.11	1.171	1.77	1.281	0.812	2.753	0.691	0.297	1.017	0.538	3.053	3.087	3.619
PF09972.12	0	0.072	0.05	0	0.107	0	0	0.038	0	0	0.026	0
PF04260.15	0.053	0.242	0.177	0	0	0	0.098	0.842	0.242	0.232	0.175	0.375
PF08270.14	0	0	0	0	0	0	0	0	0	0	0	0
PF14262.9	0.203	0.258	0.23	0.222	3.24	2.371	0.317	0.027	0.232	0.493	0.294	0.236
PF00936.22	200.537	481.115	42.522	770.763	279.998	560.354	336.927	302.199	241.224	282.976	198.752	198.436
PF04140.17	0	0	0.03	0	0	0	0	0	0	0	0	0.125
PF01992.19	25.003	43.898	9.679	76.877	37.007	84.021	36.337	46.517	20.283	29.402	32.02	35.144
PF01813.20	38.714	62.039	20.222	137.847	45.658	130.095	57.347	62.177	37.115	63.091	55.386	64.728
PF18651.4	0	0.01	0.002	0	0	0	0	0	0.003	0	0	0.005
PF19076.3	0	0.01	0.044	0	0	0	0	0.098	0.007	0	0	0.005
