FeatureID	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c
PF13561.9	537.017	173.745	278.544	145.512	205.867	484.837	699.785	314.773	262.767	551.011	272.32	265.361	414.922	132.252	135.521	370.527	334.822	163.592
PF08240.15	140.61	97.479	87.113	97.587	77.752	228.842	319.785	144.734	113.846	109.548	64.687	32.062	368.18	45.979	35.367	150.354	87.323	66.431
PF00107.29	139.101	91.465	75.39	82.6	52.435	149.828	321.913	145.664	110.175	110.336	65.49	32.701	366.421	42.418	33.875	146.476	82.716	63.58
PF12698.10	42.742	107.074	142.335	64.005	132.024	342.32	174.734	201.702	203.817	102.864	66.4	40.942	62.509	46.424	68.197	101.663	177.006	38.845
PF01264.24	23.022	24.669	33.983	12.3	17.712	64.993	49.318	36.323	34.523	28.58	18.7	20.563	20.009	9.014	12.669	17.852	27.933	15.129
PF03703.17	24.445	21.662	22.437	11.555	7.065	40.433	46.571	27.732	20.993	39.248	13.293	10.69	32.256	1.944	9.953	19.872	26.211	16.059
PF07905.14	1.599	1.835	2.996	5.902	12.333	7.654	5.207	2.563	2.327	0.787	1.623	0.296	3.558	5.069	0.634	4.482	4.748	1.635
PF17853.4	249.586	107.04	124.041	79.93	67.693	228.811	522.217	147.578	134.826	295.456	74.837	49.39	132.502	53.635	52.338	195.163	148.817	66.416
PF13556.9	238.504	85.254	115.474	64.787	58.522	182.112	490.163	91.56	97.561	286.091	64.966	47.891	126.64	45.258	46.286	222.435	117.094	63.939
PF13649.9	128.083	155.176	224.849	66.469	142.172	345.43	334.425	206.253	141.396	437.368	109.706	57.661	210.889	60.519	62.967	156.894	228.334	54.972
PF00092.31	68.949	73.547	48.054	45.339	35.885	197.208	74.078	62.86	38.282	37.913	40.134	34.027	12.013	6.417	10.382	27.348	76.349	19.477
PF00144.27	95.574	77.338	171.801	122.104	137.788	344.107	179.618	151.448	133.169	156.982	63.791	32.334	94.458	66.697	65.491	92.647	198.176	26.776
PF07732.18	0	1.226	3.266	0.183	2.977	2.048	0	7.27	6.32	0	0.062	0	0	0.146	0.295	0	1.829	0.3
PF00394.25	0	0.761	1.427	0.046	1.633	0.937	0	5.923	4.866	0	0.062	0	0	0.092	0.083	0	1.669	0.072
PF07731.17	0	1.135	2.913	0.237	2.618	2.048	0	6.899	5.296	0	0.062	0	0	0.092	0.203	0	1.265	0.24
PF00795.25	119.582	91.424	120.657	84.772	116.581	347.06	162.383	132.514	113.425	155.897	78.8	55.846	122.977	42.66	35.109	115.879	129.783	48.839
PF00672.28	1171.454	825.705	996.665	675.447	717.228	2062.676	1296.83	989.506	1070.923	1145.114	579.746	317.193	811.884	464.161	404.576	908.476	1101.919	457.366
PF01966.25	1390.241	701.265	771.217	430.797	354.787	1222.165	1841.299	607.626	575.276	1626.419	716.676	497.738	1332.233	459.301	458.618	1095.092	774.044	551.045
PF00587.28	459.832	321.95	483.596	241.16	366.886	848.095	638.394	470.404	417.241	638.607	327.993	274.187	460.7	240.918	200.211	521.531	461.084	184.063
PF04073.18	66.209	86.086	65.801	52.891	60.037	153.011	90.524	143.791	148.389	60.052	43.21	26.796	60.594	27.722	26.67	72.638	96.973	24.694
PF03129.23	322.183	259.681	406.959	195.82	325.089	729.98	436.985	405.061	339.325	452.001	263.123	223.788	382.991	208.571	168.725	373.145	371.368	145.912
PF01648.23	40.304	29.759	39.652	11.156	22.416	92.051	62.977	44.792	36.511	88.481	27.903	31.163	28.981	14.986	14.626	66.816	30.973	21.973
PF01134.25	39.038	39.909	60.643	36.571	48.261	123.398	54.812	68.788	69.088	41.997	27.938	16.369	41.348	24.313	18.771	59.441	73.942	11.696
PF03738.17	0	0.124	3.353	0.052	0.948	0.838	3.145	1.611	2.371	2.612	0.561	1.759	0	0	0.243	1.299	0.561	0.307
PF00005.30	11324.231	5072.538	6428.865	4131.23	4948.76	13440.739	16526.443	6365.2	6424.843	19980.108	3969.5	2090.364	8315.665	3910.415	2992.118	12982.99	5924.637	2512.061
PF12848.10	76.92	149.396	221.427	111.484	188.062	470.984	197.36	231.939	221.881	141.712	136.575	83.017	77.063	92.177	62.933	101.079	213.887	47.672
PF16326.8	15.575	34.867	33.116	17.69	27.773	79.344	35.394	39.788	33.232	17.643	21.351	14.378	9.334	16.59	12.669	15.773	23.028	6.416
PF01513.24	30.62	26.332	41.256	19.277	22.51	79.962	83.327	49.776	34.346	46.33	29.797	24.35	27.511	14.916	14.43	37.563	46.947	21.626
PF20143.2	20.005	25.893	40.969	19.401	21.196	80.124	77.842	49.56	34.62	44.7	29.797	24.35	21.549	14.709	14.218	37.563	46.695	21.626
PF12419.11	0.631	14.702	1.633	0.714	0.835	22.026	0.451	12.052	3.824	2.759	3.355	1.761	1.414	0.395	1.374	4.676	3.904	3.615
PF00176.26	43.986	181.787	227.505	88.303	239.896	375.678	54.979	289.204	247.193	46.077	58.105	10.776	36.57	107.672	50.747	85.713	187.176	30.467
PF00271.34	268.284	441.983	589.121	375.21	666.413	1735.979	480.113	796.101	742.144	329.885	278.021	201.343	340.226	225.921	153.339	281.346	648.623	142.611
PF10646.12	57.409	80.719	49.995	27.754	10.679	99.7	65.16	51.882	46.076	80.031	48.153	28.444	58.342	9.253	19.193	137.448	64.977	41.043
PF00977.24	77.526	86.599	75.557	33.06	33.326	120.601	149.057	88.174	65.303	96.983	72.229	55.269	106.757	21.712	33.725	64.46	75.919	54.456
PF01205.22	20.713	25.619	42.972	14.074	21.796	93.043	26.197	40.167	41.382	24.248	20.864	14.126	26.766	6.239	10.493	40.087	38.1	10.328
PF09186.14	18.431	22.833	33.74	12.497	14.572	68.683	25.196	37.68	35.767	18.004	13.157	9.719	17.277	3.852	9.809	39.122	28.819	8.379
PF03806.16	2.471	2.096	3.146	3.816	3.481	6.794	21.977	2.583	2.58	23.169	1.122	0.763	1.339	1.749	0.158	7.607	1.62	0.25
PF01471.21	47.073	64.18	78.023	43.008	49.887	184.71	93.432	106.851	83.495	53.224	33.064	15.65	52.922	16.166	20.556	50.871	90.897	17.402
PF07486.15	73.96	104.876	134.593	62.535	41.136	237.102	119.78	121.793	98.751	74.366	65.771	37.023	105.284	25.44	38.272	82.805	152.407	50.314
PF02463.22	109.904	122.481	149.98	78.727	104.323	307.315	179.2	159.117	150.997	113.334	87.393	58.186	114.6	39.533	50.099	109.631	136.061	52.158
PF13673.10	405.635	279.132	332.04	236.753	372.75	1156.118	464.522	288.836	323.751	250.847	110.948	42.588	164.09	162.103	90.642	320.758	310.696	60.759
PF07670.17	90.325	189.445	329.815	126.634	202.787	620.153	301.911	311.638	263.361	229.48	114.026	56.859	95.301	89.796	66.59	165.591	273.195	55.761
PF00015.24	1574.837	817.171	763.202	393.709	199.032	998.886	1477.645	535.616	435.518	1524.058	660.171	500.017	1034.53	211.215	366.988	840.518	718.754	633.707
PF03807.20	33.715	33.247	21.515	14.438	18.822	44.756	44.283	40.398	29.873	52.121	34.946	47.741	46.739	8.839	11.125	27.178	42.824	11.234
PF14748.9	31.576	31.428	20.389	12.548	16.154	38.208	44.283	38.732	27.587	46.589	27.181	35.551	45.598	8.63	11.125	27.178	35.708	11.234
PF11023.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08455.13	13.574	14.199	9.606	5.167	5.838	12.227	9.684	20.888	11.249	4.226	3.644	1.559	6.269	1.797	1.631	4.872	3.883	2.964
PF02746.19	1.744	5.966	12.17	18.786	10.286	38.114	5.49	11.138	13.944	7.028	11.917	4.68	4.899	7.086	5.066	9.284	22.458	2.058
PF13378.9	8.54	7.985	20.709	20.526	19.813	65.428	7.323	16.89	21.983	15.665	22.552	14.465	6.99	10.751	6.985	10.601	32.791	5.198
PF09339.13	11.197	4.974	9.185	9.081	11.251	24.731	6.984	9.569	8.352	14.788	3.551	0.684	4.492	1.677	1.722	23.75	5.137	1.775
PF01614.21	9.45	4.456	7.695	8.21	9.25	24.731	6.984	6.849	7.031	13.874	3.448	0.684	4.492	1.573	1.944	23.75	5.259	1.547
PF10750.12	0	0	0	0	1.194	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01546.31	130.636	106.655	180.931	129.971	138.311	336.832	138.237	175.787	149.437	164.233	118.276	129.737	300.282	68.064	81.859	131.496	162.736	83.771
PF07687.17	94.827	68.73	141.001	107.999	116.729	260.018	104.033	128.786	112.287	112.847	82.666	103.874	156.07	53.985	53.5	89.744	125.022	43.864
PF04211.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13190.9	4.171	5.828	10.161	0.546	14.092	19.904	8.341	7.108	5.952	30.024	8.902	3.2	13.884	2.616	6.829	78.833	39.746	9.043
PF01912.21	0	0.255	0	0	0	1.921	0	0	0.358	0	0	0	0	0	0.251	0	0	0
PF03833.16	0	0.049	0	0	0.174	0.191	0	0.206	0.159	0	0	0	0	0	0	0	0.117	0
PF10672.12	49.608	50.934	68.824	24.503	37.721	129.336	73.118	81.901	74.081	52.749	32.976	20.707	42.196	16.391	24.366	33.707	75.605	11.566
PF01368.23	173.077	130.592	190.988	86.405	110.517	264.535	313.564	169.229	157.944	257.774	127.114	102.287	198.265	58.237	68.292	156.849	187.519	68.605
PF02833.17	17.736	10.797	24.796	17.171	16.81	17.409	59.707	21.608	24.132	53.804	9.724	8.368	46.653	13.964	14.83	26.043	7.544	6.759
PF04851.18	150.946	283.243	423.736	207.111	438.007	1044.12	334.244	477.993	416.693	180.223	122.764	78.487	170.85	179.899	118.817	173.988	363.104	84.471
PF18195.4	0	0	0	0.051	0	0.476	0	0.205	0.211	0	0	0	0	0	0	0	0	0
PF00710.23	24.032	13.971	43.672	13.088	31.781	73.926	28.409	28.55	21.648	29.232	28.351	20.952	61.679	13.829	15.063	29.654	40.22	11.471
PF17763.4	24.032	13.64	43.672	13.088	31.781	73.926	28.409	27.498	21.648	29.232	28.351	20.952	61.679	13.829	15.063	29.654	39.824	11.471
PF01844.26	71.133	127.796	181.403	25.569	126.362	171.55	47.573	111.45	107.014	52.317	44.16	9.557	25.185	60.4	35.87	19.537	144.343	18.254
PF17957.4	31.887	7.341	13.523	8.84	2.171	1.582	33.89	5.342	7.455	14.244	1.808	5.313	14.758	9.484	5.368	0	1.46	0.008
PF13750.9	0.574	3.052	8.581	2.169	2.63	2.784	6.036	4.868	8.779	0.792	0.321	0.274	0.076	1.063	0.412	0	1.529	0
PF19077.3	0	1.83	0.955	0.011	3.497	3.485	0.042	3.108	1.865	0	0	0.168	0	0	0	0	0.738	0.023
PF05124.15	0	0.098	0.147	0	0	0	0	0	0.165	0	0.026	0	0	0	0	0	0.074	0
PF01987.20	35.359	35.19	32.904	21.794	17.113	65.045	65.922	49.212	34.48	104.271	22.099	24.439	66.008	14.893	13.504	74.657	29.023	23.965
PF01751.25	160.578	384.288	523.432	329.719	566.187	1275.344	275.881	560.169	527.055	160.93	219.105	121.957	235.031	230.616	144.826	183.857	444.792	117.571
PF01131.23	61.586	311.729	407.544	261.225	483.811	1078.86	146.579	451.326	423.017	72.752	160.394	76.833	110.393	207.57	106.927	95.098	328.013	80.036
PF01396.22	74.901	83.384	99.008	66.697	68.703	179.168	101.015	98.006	94.576	70.133	78.7	42.565	55.059	35.464	41.397	85.369	96.709	46.596
PF02778.17	0	0	0.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248
PF01974.20	0	0	0.486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248
PF04509.15	919.322	250.96	271.24	224.681	62.975	287.745	1507.537	194.401	170.328	960.473	323.774	328.846	626.222	162.803	199.915	567.519	167.98	300.499
PF03358.18	182.325	239.988	321.608	265.664	347.702	1110.99	339.596	385.979	454.735	247.551	92.372	28.021	170.957	171.009	80.938	212.015	258.564	68.671
PF00596.24	145.648	76.565	71.646	56.281	37.456	123.932	206.226	93.816	57.265	150.914	101.875	79.664	186.971	40.868	40.331	130.52	81.351	65.376
PF00004.32	439.611	380.263	505.749	291.365	333.326	1027.098	552.054	553.825	478.497	452.778	286.501	215.894	793.04	167.932	247.358	509.838	483.484	222.449
PF16193.8	49.422	41.31	65.358	23.891	42.371	118.667	78.183	83.637	66.752	68.839	38.95	31.103	31.388	13.864	21.529	55.215	79.366	25.672
PF12002.11	49.422	41.31	65.358	23.891	42.808	118.667	78.183	83.637	66.752	68.839	38.95	31.103	31.388	13.864	21.529	55.215	79.366	25.672
PF00872.21	246.525	300.325	671.055	226.864	797.283	900.623	479.002	581.065	353.571	169.945	166.333	48.914	524.485	323.41	164.236	152.405	531.683	80.547
PF00266.22	300.411	150.511	189.284	161.813	151.575	441.012	388.028	195.168	161.701	398.914	160.065	164.278	406.635	102.62	117.033	335.816	202.083	158.705
PF13395.9	3.108	1.401	1.353	3.676	1.418	3.069	9.313	6.244	8.297	3.97	1.187	0.282	6.686	1.401	1.074	1.149	4.737	0.412
PF03990.17	7.764	9.989	1.392	10.855	2.4	10.874	17.134	8.318	2.767	2.43	0.216	0.206	0	0.765	0.684	14.642	1.568	0
PF07501.15	58.841	55.611	46.339	23.629	26.236	81.454	58.493	56.087	42.996	44.28	34.659	18.976	30.72	17.826	19.039	45.291	47.123	18.764
PF06737.17	0	0.141	0	2.329	1.051	1.185	0	1.652	0.221	0	0	0.163	0	0.049	0	0	0	0.207
PF00501.31	181.83	219.58	229.46	82.546	160.981	514.012	244.002	225.196	200.491	318.483	208.798	204.372	218.61	103.397	110.561	200.95	234.888	155.114
PF13193.9	75.545	71.818	83.757	35.744	60.127	183.365	103.414	73.353	69.439	129.832	61.658	53.304	75.517	18.751	27.568	64.628	88.912	37.704
PF00550.28	799.994	370.448	574.139	139.935	249.58	532.624	1822.72	337.259	315.363	1675.264	458.071	330.661	455.309	295.983	305.286	891.906	555.143	293.86
PF00668.23	51.002	43.552	48.73	8.176	30.212	45.533	106.534	37.317	39.848	71.511	49.014	57.523	113.222	145.875	103.722	37.02	19.99	43.395
PF13434.9	0	0	0	0.051	0	1.006	0	0.386	0.183	0	0	0	0	0	0	0	0.506	0
PF01032.21	27.947	42.85	41.214	14.563	55.76	102.234	144.197	107.028	70.854	24.316	19.528	7.249	44.185	30.496	15.162	25.319	37.823	9.375
PF13276.9	238.136	286.912	410.644	434.126	322.395	1102.347	323.888	338.369	154.508	119.318	70.154	29.32	294.123	151.537	79.726	82.718	160.775	39.618
PF00665.29	477.532	546.789	884.948	926.237	994.93	2797.801	1164.28	1047.521	1358.653	397.07	282.851	88.423	980.012	517.396	308.38	259.935	610.764	154.359
PF13333.9	145.577	213.339	325.309	497.033	308.182	1273.54	278.595	318.394	158.053	123.186	63.631	23.624	163.464	140.894	73.904	88.402	193.617	40.967
PF06808.15	83.866	26.713	48.486	34.649	42.975	83.85	218.191	46.705	49.768	127.657	11.193	25.051	31.113	32.713	18.757	59.961	22.43	10.357
PF00378.23	1075.568	125.832	172.326	182.969	67.775	143.926	424.311	98.63	84.999	438.663	191.779	137.879	482.08	119.021	115.095	484.999	102.525	124.231
PF07690.19	382.009	217.535	265.065	191.943	273.168	889.129	2153.934	393.896	325.19	1177.222	182.376	174.147	267.418	104.018	68.091	592.672	318.012	85.866
PF01925.22	19.685	34.327	23.143	21.975	53.537	78.811	95.938	69.532	72.295	73.076	21.446	12.581	14.813	33.554	21.495	40.126	52.468	18.082
PF01557.21	4.449	4.808	13.144	1.258	17.507	39.981	4.537	18.319	13.627	0.717	0.406	1.039	2.531	4.166	1.624	4.089	4.753	1.487
PF01566.21	2.637	3.538	3.601	3.968	2.907	5.089	13.418	3.996	1.376	0.706	0.481	0.241	0	0.565	0.7	1.113	1.607	0.305
PF13091.9	76.148	93.802	129.506	74.573	96.661	312.748	192.859	134.6	122.179	151.803	75.724	61.924	63.791	35.98	35.013	103.92	171.143	42.616
PF11907.11	0.373	0.344	0.789	1.82	0.692	1.95	1.451	0.52	0.452	0.214	0.618	0	0.149	0.41	0.276	0.398	1.019	0.134
PF02591.18	0.671	11.92	21.738	10.668	21.138	61.156	21.976	19.247	16.651	15.466	39.079	32.359	1.88	11.201	4.067	2.149	20.251	7.479
PF03033.23	90.367	34.938	34.891	26.026	27.635	79.299	120.818	37.849	36.96	102.581	31.738	25.223	59.316	15.922	17.198	62.52	45.729	15.038
PF04101.19	125.257	37.449	58.876	28.968	33.28	92.584	123.507	46.802	43.007	129.468	48.25	36.526	105.56	17.196	26.991	82.604	109.039	24.895
PF00310.24	238.434	56.121	100.778	22.024	47.529	135.721	52.249	52.446	46.392	683.916	52.215	30.003	326.991	38.059	45.904	36.55	86.449	47.726
PF04898.17	73.44	40.439	53.927	16.104	26.468	83.465	14.335	39.496	36.601	155.575	35.132	16.408	235.716	31.779	33.144	17.246	43.774	25.975
PF01645.20	207.778	75.716	98.845	21.211	42.341	121.761	32.777	72.077	48.392	397.293	62.274	30.787	336.042	35.232	50.518	34.376	96.974	51.595
PF01493.22	209.023	51.359	86.389	18.201	37.458	96.081	20.186	45.676	39.433	445.338	52.676	24.491	322.604	33.655	44.876	34.232	87.2	42.824
PF01565.26	68.487	58.434	47.342	31.341	38.042	85.553	56.986	50.946	52.925	99.745	71.379	30.537	101.316	58.118	30.298	81.106	44.689	27.346
PF04030.17	0	0	0.186	0.05	0.398	0.959	0	0.567	0.204	0	0	0.083	0.344	0	0	0	0.314	0
PF12250.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF12249.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF12555.11	0	0	0.225	0.057	0	0	0	0	0	0	0.046	0.101	0	0	0	0	0	0
PF16715.8	0	0	0	0	0.246	0	0	0	0	0	0	0	0	0	0	0	0	0
PF12705.10	36.988	66.049	80.183	41.108	41.889	179.633	66.366	93.603	89.353	36.393	33.444	13.449	47.753	19.558	17.194	36.322	80.144	16.029
PF01341.20	0	0.089	0.145	0	0	0	0	0	0.606	0	0	0	0	0	0	0	0	0
PF00553.22	1.147	4.103	5.459	1.818	3.72	7.594	2.549	2.909	2.321	1.337	1.28	0.335	7.656	1.511	1.028	0	3.326	0.741
PF00348.20	39.353	65.811	103.444	21.328	63.116	128.569	47.344	71.668	63.237	57.046	55.914	49.352	73.691	21.888	33.005	29.953	67.426	30.311
PF17848.4	6.704	4.869	1.942	2.094	1.306	2.233	1.721	5.349	2.435	8.379	5.791	4.921	11.515	2.426	2.67	5.57	2.832	7.112
PF01039.25	367.04	155.301	202.348	165.219	101.288	232.316	824.461	174.71	137.153	576.431	249.113	235.232	216.582	87.159	94.85	318.195	181.637	151.217
PF00364.25	345.456	149.604	207.266	184.477	89.668	190.918	413.089	117.934	121.369	336.713	216.827	225.803	235.567	140.935	104.163	365.797	153.251	157.555
PF02817.20	4.096	3.827	9.639	9.299	11.864	8.153	20.928	11.295	9.955	9.714	2.077	3.588	24.643	18.085	9.865	9.155	6.305	3.813
PF00198.26	3.696	3.437	9.336	9.066	13.161	8.606	22.878	14.112	15.215	8.322	1.992	3.922	24.878	18.085	10.073	9.155	6.752	3.825
PF02749.19	12.45	14.508	27.567	9.942	32.142	63.52	4.836	32.407	24.907	26.054	25.299	25.938	19.652	6.852	5.359	1.363	31.691	4.7
PF01729.22	12.45	15.483	28.565	10.859	35.384	68.776	8.539	34.734	27.305	27.258	25.617	27.061	20.589	10.957	8.516	2.79	33.21	5.742
PF00873.22	53.089	73.7	121.531	50.526	137.484	350.093	108.446	150.961	126.078	94.625	90.522	87.427	48.391	38.073	32.546	60.943	141.015	40.593
PF00912.25	52.163	34.561	50.667	24.806	38.566	94.417	83.638	59.502	50.271	72.19	29.577	28.489	84.314	18.4	22.482	41.059	45.265	17.06
PF00905.25	189.775	210.312	256.045	99.232	141.693	412.35	327.729	235.793	217.875	217.942	131.935	104.848	175.938	64.614	69.69	143.121	189.992	75.593
PF06832.15	0	0.216	0.811	0.028	0.456	0.544	0	0.353	0.128	0	0	0	0.107	0.039	0.141	0	0.274	0
PF00012.23	716.964	477.464	379.462	284.659	269.704	481.476	317.36	251.833	229.837	295.629	322.027	347.985	1992.021	501.812	912.408	1361.94	356.319	779.479
PF04371.18	4.161	3.846	14.858	3.142	8.497	22.78	4.606	8.03	9.072	15.752	11.325	17.351	4.995	4.859	1.715	5.551	9.293	4.38
PF13489.9	14.083	50.492	22.61	7.502	23.338	84.618	12.091	33.247	17.676	100.93	37.74	22.179	12.322	3.379	18.303	74.914	36.682	22.045
PF08442.13	0	0.929	1.939	1.108	2.979	2.733	1.026	7.489	5.274	0.534	1.191	3.114	0.773	0.137	0.842	0	1.297	0
PF00549.22	10.829	2.34	5.041	7.03	3.264	5.539	5.384	16.119	9.11	8.055	3.544	6.327	13.361	2.428	1.802	0.579	5.2	1.294
PF00521.23	112.588	99.756	165.573	83.744	105.229	294.642	166.042	158.765	145.584	142.712	91.518	75.345	129.569	51.871	47.699	109.265	170.081	46.684
PF03989.16	575.888	398.432	609.008	362.835	388.43	1084.073	776.278	584.439	558.277	692.199	365.635	314.231	637.804	183.394	188.55	517.719	636.924	187.248
PF02518.29	2092.149	2612.069	3423.683	1693.828	2869.113	7385.817	3277.846	3332.997	3304.147	2285.849	1451.521	703.401	1712.577	1328.586	951.241	2050.941	3299.799	864.87
PF00575.26	4001.332	1262.111	1650.678	1231.404	768.684	2135.379	3655.357	1268.459	1026.85	4352.352	2294.838	2207.092	2926.137	1149.742	1103.414	3979.988	1313.828	1290.153
PF10150.12	15.733	30.405	37.959	12.044	29.538	64.345	27.956	48.265	30.643	51.258	50.616	61.584	18.64	13.412	9.612	20.477	43.167	18.368
PF04313.17	102.545	82.955	127.298	67.401	231.971	304.662	228.235	151.587	173.793	70.872	23.935	7.082	54.459	106.676	47.803	68.416	70.587	15.434
PF18766.4	101.376	85.314	143.253	71.578	239.707	349.839	227.876	151.094	182.94	70.985	26.049	7.015	54.054	108.567	49.344	67.203	72.913	16.513
PF02534.17	47.023	461.241	762.444	496.3	956.41	2009.925	230.815	818.369	929.372	70.242	168.764	22.884	89.692	431.745	215.408	146.819	679.975	92.118
PF03583.17	0	0.143	0.429	0.049	0.513	0.557	0	0.814	0.423	0	0.047	0	0	0	0	0	0.167	0
PF17757.4	55.132	85.901	122.318	55.551	91.502	237.445	85.633	134.45	128.932	73.549	58.697	39.994	82.611	40.02	33.402	72.496	130.168	31.026
PF02559.19	213.348	83.163	92.335	61.165	60.365	143.596	243.05	82.725	90.019	167.919	64.982	45.559	106.937	33.082	33.723	111.552	98.831	48.314
PF00270.32	142.207	206.663	308.805	163.957	273.156	711.405	220.735	373.64	376.748	163.196	161.555	118.824	192.5	90.945	82.525	117.826	346.21	71.428
PF03461.18	12.507	38.261	49.06	24.502	40.124	111.397	18.414	58.372	61.388	19.675	27.392	13.785	19.455	15.298	12.563	18.24	57.139	12.243
PF00204.28	109.799	103.499	186.025	84.987	128.248	310.102	143.568	166.572	146.006	100.641	80.487	59.821	111.259	45.942	43.466	94.592	168.142	45.874
PF18053.4	0	0.207	0.44	0.082	0.787	0.796	0	0.84	0.561	0	0	0	0	0	0.135	0	0.348	0.108
PF00986.24	109.991	98.589	174.515	83.009	116.74	293.339	142.274	156.523	139.57	100.641	80.561	59.46	110.371	48.503	44.489	96.114	158.741	46.393
PF02424.18	27.389	21.537	35.924	17.702	46.59	62.077	77.903	57.141	67.547	42.455	27.518	25.382	42.696	20.897	16.02	27.251	50.59	12.19
PF13740.9	38.943	30.962	68.752	17.582	33.408	96.041	61.757	46.749	47.066	69.099	35.585	24.968	35.663	12.874	13.942	23.113	51.689	18.065
PF00990.24	705.734	410.124	440.874	152.895	167.712	633.206	1079.821	344.389	334.746	854.624	350	226.792	400.027	102.012	198.028	554.522	530.641	293.297
PF00278.25	73.743	58.248	88.708	30.494	69.955	167.019	82.321	98.342	71.569	101.467	50.831	41.367	53.084	15.931	26.964	51.196	91.771	33.683
PF02784.19	75.04	58.476	82.021	32.782	70.056	175.666	84.38	95.586	72.509	96.028	55.924	52.65	53.179	18.016	25.915	50.666	77.804	32.805
PF01909.26	62.066	54.562	75.816	42.17	57.027	160.111	204.236	53.689	53.452	119.859	27.737	5.298	43.474	13.825	13.289	128.696	77.164	15.635
PF04349.15	0	0.099	0.337	0.042	0.151	0.808	0	0	0.173	0	0	0	0	0	0.109	0	0.277	0
PF00155.24	707.957	343.759	442.509	236.738	365.721	842.291	718.255	483.412	429.659	594.586	244.183	187.902	710.502	163.067	126.857	564.866	468.743	140.29
PF04408.26	0	0.406	0.836	0.216	0.757	0.486	2.033	11.769	8.353	0.415	0.191	0.576	0	0.041	0.207	0	0.809	0.185
PF07717.19	0	0.203	0.517	0.135	0.348	0.221	0.629	6.169	3.892	0.171	0.078	0.255	0	0.041	0.139	0	0.462	0.131
PF11898.11	0	0.13	0.517	0.135	0.478	0.55	0.629	6.169	4.131	0.171	0.078	0.255	0	0.041	0.139	0	0.462	0.131
PF01381.25	2625.931	1753.799	2643.434	1690.959	2513.865	6449.774	5321.056	2171.609	2399.787	3898.793	1177.756	366.361	1903.52	1469.765	895.313	3032.171	2497.661	664.987
PF00232.21	201.401	80.676	100.75	24.137	41.748	80.961	57.046	49.153	46.115	47.721	28.567	18.696	583.256	55.716	69.316	30.861	41.474	14.3
PF01103.26	2.083	9.12	22.292	4.941	29.117	70.48	5.501	24.788	18.874	6.744	13.686	10.334	0.56	4.191	2.334	1.91	26.161	2.99
PF01891.19	9.277	8.847	11.14	1.091	13.985	24.853	41.925	16.325	16.048	35.903	9.753	3.281	15.351	2.616	7.599	79.615	44.221	9.678
PF03843.16	0	0	1.004	0	0.442	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17200.7	77.129	32.687	25.858	7.235	6.416	22.641	33.789	16.061	13.361	48.788	13.5	13.905	17.07	12.11	12.78	6.568	15.628	13.807
PF04172.19	24.769	13.226	24.285	10.164	27.55	58.668	44.102	28.885	27.43	23.502	10.808	6.023	11.911	4.205	2.697	12.801	31.554	5.327
PF07963.15	740.086	78.259	124.871	23.508	33.523	72.168	7061.684	121.612	137.865	2337.636	186.689	175.876	1001.219	186.83	207.41	588.977	180.631	158.015
PF00114.22	0	0	0	0	0	0	0	0.268	0	0	0	0	0	0	0	0	0.976	0
PF01926.26	370.379	409.229	576.113	295.517	418.543	1047.916	627.627	597.375	528.33	460.021	328.312	251.44	550.173	174.261	183.711	386.184	574.873	197.576
PF07650.20	543.623	417.381	547.731	274.905	244.663	533.297	625.673	288.354	285.555	440.948	698.796	490.906	660.953	487.182	348.67	590.484	359.889	358.536
PF00849.25	137.902	140.283	197.673	97.645	126.694	331.082	220.016	201.862	173.439	140.103	132.975	100.923	185.339	75.791	68.844	134.463	177.056	58.301
PF00171.25	155.897	82.153	77.675	96.825	60.302	142.06	274.42	118.237	85.167	156.628	77.175	50.289	164.216	41.429	54.686	155.653	101.598	52.374
PF00343.23	307.693	107.111	144.367	79.351	78.427	202.556	465.974	115.182	111.143	348.087	141.618	128.091	332.567	83.7	97.159	248.677	133.223	90.286
PF01899.19	16.721	14.54	23.333	5.529	7.331	27.52	43.718	21.389	19.318	19.949	6.591	3.395	6.01	3.715	1.7	15.086	34.978	2.98
PF13519.9	25.527	18.355	45.371	57.454	31.936	97.885	22.744	34.083	39.376	15.616	12.963	8.404	10.052	7.336	8.164	18.075	40.005	8.626
PF00903.28	20.001	21.564	37.028	15.679	35.187	54.359	87.396	40.831	42.291	44.255	4.021	2.601	9.169	13.742	6.267	47.962	23.943	2.391
PF03477.19	231.363	125.09	173.029	97.614	87.854	283.295	302.658	158.435	154.572	246.87	121.801	89.206	220.365	71.46	82.336	270.152	155.88	92.149
