FeatureID	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c
PF00497.23	211.418	170.352	144.622	71.641	89.192	261.764	397.725	186.914	160.284	419.771	170.025	105.654	187.912	77.54	77.691	170.682	156.843	134.847
PF01812.23	24.115	29.286	28.254	13.239	19.034	56.588	68.628	39.834	29.354	53.36	26.724	22.372	26.735	10.436	10.327	20.742	32.537	15.017
PF18483.4	0	0.111	0.177	0.209	0.128	0.42	0.151	0.088	0.165	0	0	0	0	0	0	0.214	0.02	0
PF02823.19	232.974	98.613	90.822	101.61	42.902	85.296	209.333	47.323	45.634	276.811	106.504	95.23	448.385	50.122	75.099	183.899	67.357	119.207
PF00401.23	226.041	92.887	75.707	95.577	35.298	75.615	235.075	39.608	41.253	264.723	91.897	76.249	428.668	46.404	69.525	171.308	53.054	114.228
PF02874.26	1341.597	417.255	617.961	541.219	292.497	643.026	2227.101	413.888	409.865	2139.359	734.051	711.008	2728.518	713.146	664.092	1543.526	522.869	603.435
PF00006.28	1420.767	500.591	688.507	573.284	335.281	776.686	2325.309	488.995	473.689	2232.588	801.915	755.891	2820.482	715.094	680.271	1602.046	585.557	652.255
PF00231.22	313.471	127.857	165.222	112.233	51.177	131.069	256.326	65.868	71.936	235.83	190.71	157.096	595.713	113.804	117.785	217.629	112.604	160.92
PF00306.30	430.814	140.088	158.105	145.146	54.145	137.342	651.606	92.423	85.142	564.472	252.576	209.687	632.415	179.272	158.904	324.981	119.708	184.506
PF00213.21	451.927	128.477	131.806	108.058	37.535	127.507	325.149	69.645	73.478	334.051	330.008	179.677	472.859	152.256	110.007	276.46	96.948	167.542
PF00430.21	508.919	164.221	157.369	130.834	49.81	120.889	296.084	90.037	108.067	262.327	347.426	161.787	729.48	247.848	179.465	255.541	130.64	232.096
PF00119.23	404.787	66.728	85.948	55.228	34.443	86.928	1129.275	60.571	55.982	861.84	125.86	123.955	327.454	77.73	72.566	375.056	87.64	72.435
PF01694.25	38.273	35.373	50.698	16.887	29.778	90.634	70.543	44.718	36.896	99.547	27.335	22.232	51.379	16.007	12.9	42.991	49.449	12.094
PF00137.24	1126.64	138.062	210.631	205.979	84.956	226.77	3569.743	133.974	157.995	2391.876	320.041	281.377	1191.661	343.88	278.726	1262.894	150.1	223.675
PF00756.23	134.074	67.731	120.312	80.755	70.15	178.956	149.019	124.622	108.556	154.845	142.67	167.821	128.273	39.911	39.629	52.023	233.948	30.514
PF10531.12	310.591	126.517	174.423	102.28	118.172	280.473	246.401	141.469	133.31	295.767	217.473	180.04	264.304	101.986	81.236	265.854	203.576	112.686
PF12836.10	48.69	93.522	87.694	40.013	45.966	180.572	120.455	105.004	91.519	60.547	59.055	41.34	68.456	16.882	27.972	54.565	89.721	37.03
PF13732.9	13.058	36.957	55.623	17.486	57.171	106.096	32.043	67.356	67.628	23.335	25.938	26.035	26.258	34.122	12.157	20.491	73.724	11.555
PF13420.10	14.769	9.575	16.081	5.489	3.101	13.612	16.875	20.123	23.847	2.407	8.773	4.561	58.032	6.549	6.865	1.484	9.36	0.69
PF03600.19	18.34	14.696	25.381	9.883	26.019	84.895	42.835	33.94	35.23	44.194	11.211	7.373	12.232	11.106	7.895	18.311	26.787	8.91
PF11687.11	4.215	3.645	1.813	0.523	1.405	0	1.509	0	1.975	0	0	0	12.921	2.1	1.71	2.774	0	0
PF08279.15	183.258	291.693	337.967	232.715	415.781	851.148	414.887	393.733	382.855	258.057	116.55	64.449	185.761	183.595	98.654	229.975	289.875	68.805
PF03099.22	37.792	35.18	43.454	18.922	31.029	84.695	59.758	53.91	39.555	60.536	43.987	41.095	43.651	12.042	15.833	44.636	55.77	22.965
PF02237.20	24.398	23.939	33.903	11.02	11.514	31.668	21.848	23.924	16.316	22.327	21.357	16.383	36.371	5.323	11.795	30.566	32.524	19.098
PF02632.17	4.69	38.568	19.31	10.332	10.809	45.154	1291.231	37.72	21.158	48.226	11.095	7.795	14.09	3.936	10.931	24.724	32.493	6.12
PF19295.2	17.871	17.46	35.609	10.47	38.149	74.543	7.758	32.573	25.71	11.362	21.572	18.119	151.41	11.4	14.584	8.857	36.105	6.544
PF01458.20	56.82	51.842	77.396	25.246	66.966	128.355	49.635	81.887	71.048	53.987	45.932	33.334	329.983	44.7	47.187	32.027	74.19	23.862
PF01592.19	714.428	106.492	153.493	36.296	62.148	91.958	208.737	45.001	31.869	332.554	93.808	49.042	430.921	77.657	79.646	710.03	361.177	183.31
PF13527.10	53.495	36.839	68.927	20.414	46.019	71.428	94.166	49.001	51.574	94.946	28.36	17.763	101.94	29.691	22.171	41.642	84.591	10.6
PF17668.4	19.237	5.324	5.748	1.66	11.582	9.233	33.426	9.142	12.442	9.686	1.324	0.236	62.259	11.652	9.404	3.219	2.924	1.415
PF00953.24	70.843	43.762	59.453	33.652	50.594	116.454	209.549	73.75	61.482	164.705	54.348	63.358	81.204	23.834	23.584	75.342	76.667	17.779
PF05389.15	327.105	53.162	53.09	51.169	22.545	109.751	649.184	44.528	42.259	538.734	52.689	37.018	154.204	31.26	31.356	354.333	69.99	44.037
PF04997.15	201.891	118.207	165.566	110.742	110.435	241.425	273.724	150.044	126.402	260.987	148.237	137.733	271.298	85.827	82.482	225.822	146.093	91.828
PF00623.23	331.273	212.016	296.049	182.875	193.719	426.708	441.587	247.828	206.272	446.394	255.991	247.903	458.129	143.985	140.955	326.174	265.801	149.161
PF04983.21	202.627	117.868	162.9	104.125	106.667	231.771	272.434	138.604	114.952	261.181	146.346	136.453	274.449	81.893	79.149	220.234	143.314	89.031
PF05000.20	202.627	118.621	163.721	105.325	107.309	234.559	272.489	139.271	115.055	260.725	146.534	136.453	274.792	81.743	79.07	219.247	142.998	88.839
PF04998.20	207.11	120.438	165.555	109.752	111.679	239.998	277.276	144.546	117.71	263.119	147.27	136.825	277.421	82.154	80.26	220.877	146.178	89.156
PF19200.3	10.223	5.396	2.144	2.794	3.179	1.448	10.744	2.022	1.113	2.213	0.216	0.206	17.208	2.508	1.134	1.265	0.689	0
PF05913.14	8.532	5.396	2.144	2.631	3.179	1.448	8.872	2.022	1.113	2.213	0.216	0.206	13.15	2.508	1.134	1.265	0.689	0
PF04563.18	218.244	113.697	166.538	90.209	95.296	225.463	306.014	132.265	111.635	291.008	149.921	129.342	209.29	70.733	72.757	280.43	131.644	74.225
PF04561.17	399.795	217.703	308.462	173.004	172.586	436.729	572.86	247.747	209.7	564.552	292.99	245.064	269.101	122.918	123.024	540.735	256.539	143.281
PF04565.19	217.353	112.313	163.022	89.176	94.164	220.266	303.201	131.29	110.199	290.399	148.709	128.021	208.565	70.172	71.971	279.286	130.211	74.047
PF10385.12	217.353	111.863	162.953	89.032	93.751	219.827	303.501	131.34	109.634	290.543	149.262	128.109	209.106	70.427	72.142	279.286	130.273	74.112
PF00562.31	220.906	114.085	166.648	92.197	95.211	226.226	310.678	135.932	113.938	295.718	151.428	131.326	217.446	74.324	76.247	286.917	133.439	76.005
PF04560.23	219.351	113.581	166.25	89.731	94.658	224.21	306.982	134.96	113.246	293.349	151.09	130.959	215.553	73.801	76.083	284.065	132.149	75.784
PF05649.16	11.653	13.916	36.185	21.907	27.177	78.046	32.247	26.901	23.163	73.307	31.234	40.013	9.176	12.856	6.024	11.008	27.631	7.467
PF01431.24	11.653	13.916	35.522	21.785	27.499	78.046	32.247	26.901	23.163	73.307	31.234	40.013	9.176	12.856	6.024	11.008	27.631	7.467
PF01943.20	62.765	85.556	79.996	39.525	66.394	244.694	220.411	116.179	95.641	149.442	55.792	36.075	43.173	30.079	26.909	86.405	102.785	29.495
PF14667.9	55.075	89.881	75.332	45.53	71.545	257.569	206.803	109.741	96.484	180.023	67.97	62.031	43.876	35.152	28.93	121.256	99.153	28.279
PF16124.8	19.527	42.681	71.395	22.643	55.33	136.254	31.309	79.897	69.859	30.404	38.332	36.345	21.509	14.797	12.352	20.366	73.558	11.934
PF09382.13	17.068	34.648	52.476	16.948	35.261	92.728	26.022	62.823	53.342	23.538	31.415	27.436	20.681	10.708	9.939	18.375	61.49	10.44
PF00570.26	18.092	38.511	62.219	19.249	38.592	97.872	28.724	68.642	61.332	25.286	31.665	27.838	20.551	11.889	11.249	18.375	62.558	10.421
PF13457.9	0	0	0	2.52	0.336	1.542	0	0	0.556	0	0	0	6.845	0	0.216	0	0.288	0
PF13354.9	8.154	9.195	13.813	19.462	14.743	50.321	9.185	9.358	8.435	13.578	6.662	3.329	7.967	1.94	1.146	7.979	12.831	1.829
PF08820.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13353.9	363.623	170.793	215.374	117.583	119.36	374.431	523.095	228.1	199.029	576.609	183.502	99.273	603.119	111.087	109.242	336.516	242.403	104.169
PF04055.24	731.417	728.093	944.381	485.447	838.916	2023.962	1145.403	1133.839	1028.426	1184.027	640.404	426.879	1020.728	420.102	384.414	905.63	933.156	338.878
PF01595.23	127.334	59.946	92.368	49.622	77.24	242.56	241.414	110.117	81.996	213.48	98.456	70.491	77.736	24.705	27.469	200.189	114.44	45.849
PF03471.20	131.21	61.15	96.666	52.168	79.629	247.441	244.982	109.612	84.128	221.131	98.82	70.98	88.227	27.314	30.503	216.149	116.949	47.474
PF17760.4	26.113	49.964	84.945	31.937	61.137	176.537	46.872	88.966	82.121	43.734	42.566	31.412	40.539	26.501	20.916	45.109	83.895	25.609
PF17755.4	26.332	52.143	88.985	41.833	65.349	189.194	49.328	92.041	87.197	49.391	46.113	32.759	56.799	28.669	23.211	49.622	89.897	27.54
PF01541.27	24.192	50.249	75.77	31.898	62.711	153.258	40.215	75.359	65.713	14.299	29.226	15.09	40.518	20.44	19.793	28.775	76.236	12.022
PF00324.24	0.36	1.631	3.391	6.002	2.027	2.182	18.849	2.353	3.303	3.393	0.196	0	1.786	0.401	0.873	0.424	2.609	0
PF04263.19	21.17	32.798	37.565	18.378	18.238	91.726	57.12	56.897	65.736	19.242	20.769	16.992	41.138	9.342	10.14	25.261	44.967	14.159
PF04265.17	25.668	37.141	34.174	19.213	22.439	109.684	32.366	59.841	69.48	10.967	14.766	14.762	39.124	8.657	10.633	25.261	37.226	13.936
PF01336.28	390.214	236.715	367.471	205.665	216.682	615.373	539.702	336.984	306.33	546.269	230.335	197.988	295.198	164.682	141.716	360.813	305.612	130.784
PF00152.23	370.433	215.844	359.466	182.844	214.073	556.443	493.741	302.642	277.92	534.387	224.852	194.289	283.699	159.39	138.265	358.287	309.361	124.523
PF17881.4	0	0	0	0.526	0	0	2.337	0	0	0	0	0	0	0	0	0	0.511	0
PF13307.9	13.357	32.321	41.545	19.885	27.957	60.032	29.93	64.68	71.674	13.99	15.679	6.093	13.669	18.947	15.178	19.68	45.626	9.804
PF00496.25	1741.967	223.243	216.424	175.973	78.041	251.984	2495.176	210.712	166.399	1566.893	263.502	207.105	874.476	115.036	180.168	439.696	150.401	199.049
PF19300.2	208.359	96.143	106.195	37.414	30.104	187.157	525.878	120.71	102.211	398.782	52.854	46.042	114.064	26.692	45.183	142.759	62.221	33.986
PF08352.15	697.887	206.625	221.2	134.002	84.723	429.85	734.593	276.886	249.985	515.08	160.149	109.587	583.952	100.07	133.831	256.466	172.641	129.655
PF00453.21	569.303	216.854	366.9	120.642	130.064	331.545	497.577	208.7	165.27	390.217	258.806	263.763	238.629	140.734	153.72	506.564	291.483	139.325
PF01632.22	525.148	227.732	310.981	152.266	125.268	320.013	425.917	171.054	163.16	146.072	364.28	179.265	331.216	227.026	207.505	576.287	250.431	176.843
PF05198.19	251.547	114.438	120.801	93.13	79.776	250.109	144.324	94.133	114.747	110.908	159.571	99.09	141.645	86.461	77.913	396.381	97.536	70.008
PF00707.25	252.584	114.438	120.801	93.78	83.63	251.328	144.324	96.345	116.203	110.908	159.571	99.09	139.169	86.461	77.913	396.381	98.765	70.008
PF13932.9	30.325	35.384	51.141	26.583	38.336	101.197	42.159	56.893	56.87	26.781	23.17	13.32	29.418	16.232	14.002	28.997	66.383	9.969
PF06279.14	0	0	0	0.884	0	0	0	0	0.877	0	0	0	0	0	0	0	0	0
PF01406.22	45.626	49.606	78.624	40.148	48.045	126.919	69.561	71.483	68.086	52.374	45.941	32.664	51.665	33.483	26.108	33.439	70.577	30.701
PF09190.14	39.65	41.672	55.839	31.007	32.983	88.9	55.933	54.829	46.194	39.69	38.207	28.963	38.698	23.751	17.837	25.741	55.829	25.71
PF13793.9	195.309	62.454	86.77	57.885	56.203	124.227	377.073	83.132	72.373	385.243	71.546	78.104	102.308	34.197	44.986	161.86	92.569	42.102
PF14572.9	113.744	30.67	61.374	40.146	41.063	109.184	165.844	51.745	55.262	251.385	47.935	54.73	69.038	26.981	30.687	106.193	75.921	24.479
PF08866.13	0	0.491	0	2.028	0	1.866	0	0	0	0	0	0	0	0	0	0	0	0
PF03143.20	8298.061	996.521	1406.406	1083.509	380.073	506.027	8605.583	621.169	564.918	9200.883	2076.398	1860.955	4238.716	1707.032	1453.875	8325.576	904.729	1282.084
PF17774.4	33.577	24.593	29.742	17.637	12.399	41.807	66.262	28.699	22.705	31.508	19.265	8.379	29.2	5.422	10.548	36.137	28.155	9.902
PF06265.14	0	0	0	2.033	0	0.704	0	0	1.229	0	0	0	0	0	0	0.505	0	0
PF04472.15	253.041	45.358	72.595	48.988	29.285	65.335	232.397	39.481	37.272	227.795	41.132	38.741	156.969	38.202	38.062	133.943	59.59	37.583
PF01168.23	121.319	71.915	108.466	47.854	68.686	174.968	94.379	100.571	90.109	69.675	57.49	39.573	163.574	35.464	45.371	64.181	114.114	31.268
PF00091.28	189.243	63.325	103.425	87.958	63.912	203.197	247.48	68.188	64.109	215.173	86.083	93.811	269.276	46.778	55.423	185.431	80.265	71.181
PF12327.11	192.645	63.089	96.99	66.962	55.448	141.632	240.136	63.127	59.949	213.284	85.59	92.273	296.449	46.956	55.274	186.078	78.41	71.181
PF11983.11	0.398	0	0	0.099	0	0	0	0	0	0.458	0	0	0	0.116	0	0	0	0
PF08032.15	39.397	58.502	57.606	32.617	43.881	121.793	39.979	75.405	66.742	40.509	33.946	26.525	75.621	18.483	24.551	38.869	57.76	19.49
PF13394.9	51.002	46.614	86.395	67.614	81.632	210.008	139.85	123.936	112.928	111.961	55.192	36.215	69.31	37.909	28.538	77.44	96.664	31.089
PF03051.18	10.792	20.548	34.515	30.771	30.387	74.48	38.286	25.064	27.391	83.451	32.051	41.84	21.978	20.38	10.736	17.715	25.113	16.795
PF01048.23	240.271	155.18	206.262	183.971	149.681	570.717	424.455	184.482	242.512	275.389	125.338	100.894	187.249	105.167	78.839	207.645	187.39	79.504
PF12804.10	126.919	39.045	68.815	38.616	70.238	129.813	75.167	56.016	53.503	118.359	55.313	38.475	100.081	30.395	36.739	52.244	52.096	23.191
PF14602.9	147.339	65.873	94.925	49.284	115.508	228.268	178.464	138.875	131.709	85.484	36.713	44.597	51.574	49.143	28.821	55.074	77.189	18.177
PF00312.25	1191.39	237.47	350.854	144.145	178.949	258.167	1480.268	230.814	205.415	1978.356	511.122	330.552	322.749	291.221	217.473	1735.754	364.09	159.249
PF00069.28	45.782	131.166	104.524	64.719	73.957	284.011	115.85	183.856	131.787	65.545	67.457	39.041	62.057	22.765	31.013	54.141	130.049	42.322
PF03793.22	66.975	149.776	133.149	81.399	81.169	270.531	153.18	174.635	144.456	125.115	120.139	99.642	160.224	49.272	63.081	86.954	134.61	75.842
PF13672.9	31.187	103.994	79.805	52.646	37.979	219.461	43.653	96.543	61.453	50.284	46.334	25.717	51.801	15.943	29.402	20.5	115.349	30.012
PF01029.21	72.392	57.124	72.645	36.897	36.287	103.549	92.828	70.733	57.243	86.638	59.141	43.657	90.47	34.194	32.553	70.663	76.808	35.825
PF01189.20	60.776	52.312	59.147	23.472	40.537	122.121	78.903	77.323	53.095	45.091	39.568	28.375	68.065	20.188	19.999	60.736	65.792	19.291
PF02911.21	46.18	62.123	42.424	27.531	28.551	127.301	32.571	76.474	47.662	43.401	45.011	29.416	33.21	9.492	14.631	50.367	47.366	26.769
PF06983.16	2.59	17.255	5.996	5.996	5.98	35.827	15.839	6.939	8.569	14.142	8.748	2.244	3.619	1.321	4.657	11.046	8.345	4.809
PF12680.10	38.058	31.516	50.498	34.931	83.332	101.942	179.777	37.489	45.149	71.355	13.741	9.138	29.5	43.395	22.152	44.692	21.256	5.141
PF17764.4	17.753	31.537	32.524	14.038	22.485	69.919	35.848	42.541	30.366	22.819	22.998	16.137	26.725	10.364	11.128	16.812	35.471	12.738
PF18319.4	17.753	31.464	32.086	13.804	21.371	66.165	36.118	41.647	29.66	22.819	22.947	16.033	26.157	10.294	11.054	16.812	34.956	12.585
PF18074.4	15.412	28.266	19.066	12.441	11.457	40.939	33.881	36.702	24.012	18.032	17.255	12.727	19.329	7.304	7.004	13.538	20.745	7.718
PF01192.25	84.221	73.462	107.913	42.115	64.186	180.76	309.868	81.722	59.422	96.831	67.298	65.791	62.703	10.908	20.797	113.986	90.611	48.842
PF00625.24	81.153	62.667	60.837	29.705	44.067	115.301	132.94	74.02	58.682	143.024	56.871	52.546	78.291	17.924	27.451	105.668	74.044	53.048
PF12072.11	588.065	225.658	300.905	216.693	120.083	321.626	690.315	156.786	170.164	550.567	371.405	278.111	745.006	304.453	268.868	504.972	229.545	276.338
PF00438.23	233.6	61.053	82.911	70.417	66.508	158.265	118.561	100.933	88.977	133.625	72.003	44.554	90.146	39.538	45.081	124.909	85.913	62.047
PF02772.19	233.859	60.474	82.222	68.048	67.027	158.57	120.051	99.398	87.545	133.625	72.037	44.762	90.146	37.842	44.422	123.154	84.476	61.683
PF02773.19	233.859	60.56	82.222	68.099	67.866	158.57	120.051	99.398	89.333	133.625	72.037	44.762	90.146	38.07	44.422	123.154	85.904	61.683
PF02353.23	0.939	8.599	18.686	5.766	7.151	14.479	11.05	13.7	17.275	2.462	0.756	1.273	0.376	3.225	1.287	0	6.997	0.27
PF00712.22	118.423	40.893	64.116	29.783	53.256	100.746	222.362	51.642	46.695	207.122	40.983	39.551	45.136	18.704	18.512	114.748	82.311	23.193
PF02767.19	118.423	41.453	64.336	29.864	53.66	101.85	221.51	50.32	47.133	207.122	40.766	39.551	45.074	18.704	18.512	114.666	82.775	23.07
PF02768.18	120.195	41.806	65.048	29.864	53.638	104.557	222.362	50.559	47.133	207.122	41.044	39.551	45.074	18.704	18.771	114.666	89.27	23.814
PF01171.23	47.478	56.783	62.493	29.275	45.838	128.612	67.846	71.363	53.851	59.979	33.485	18.08	32.573	18.682	15.975	32.652	61.946	21.841
PF11734.11	21.716	26.368	28.389	12.625	13.479	46.272	29.013	34.441	27.173	27.321	18.429	8.708	14.536	4.368	6.85	15.077	39.049	8.075
PF04024.15	6.599	17.221	25.282	7.765	14.203	69.335	57.621	14.222	30.114	38.638	6.519	2.673	5.61	5.732	2.531	12.86	13.086	6.156
PF13349.9	31.483	45.317	72.276	27.354	27.096	94.494	38.062	52.942	44.915	18.728	30.836	9.528	46.902	15.141	13.995	25.241	86.06	13.235
PF05257.19	36.71	185.991	268.792	194.54	251.974	611.398	324.822	291.612	297.243	43.753	65.054	123.674	105.92	151.866	89.77	101.984	240.051	80.487
PF01116.23	2446.013	249.553	358.945	337.365	158.858	336.449	2329.338	194.352	213.012	3183.378	521.954	547.076	1662.154	350.785	382.084	1811.145	327.868	445.18
PF03458.16	1.67	13.172	13.282	7.1	16.594	39.24	39.596	36.482	37.566	68.986	26.676	34.608	3.944	4.536	3.914	3.608	21.904	4.162
PF14681.9	117.251	36.816	49.303	36.813	32.173	89.264	101.586	39.191	38.784	142.968	43.463	37.959	163.281	24.677	32.127	95.378	60.24	29.122
PF00999.24	121.58	41.842	74.403	24.84	52.487	116.255	215.922	69.163	70.691	162.428	50.399	40.507	118.299	18.222	27.883	65.914	96.125	17.604
PF01053.23	219.131	70.085	63.732	70.416	73.579	189.547	158.038	95.175	68.09	199.355	59.578	51.082	128.409	46.965	36.154	120.546	118.337	122.005
PF04204.19	40.693	20.876	22.816	10.159	12.786	29.097	56.644	20.092	22.721	56.348	22.512	21.296	29.018	11.374	10.517	37.325	30.223	12.046
PF02646.19	8.096	8.817	18.229	4.735	22.135	59.529	8.478	20.774	13.743	0.464	8.804	4.332	2.219	3.672	2.541	2.099	18.526	1.063
PF00834.22	55.162	55.811	53.151	24.812	28.284	101.944	102.794	61.37	50.579	134.369	62.678	45.677	53.243	17.151	25.654	87.55	44.611	36.831
PF16745.8	39.612	28.06	31.394	10.473	16.476	61.172	65.871	28.441	18.318	43.116	21.004	22.337	33.714	7.094	11.099	29.128	41.936	14.859
PF03193.19	41.938	33.416	46.818	12.705	21.233	67.955	67.558	36.959	23.134	44.898	22.157	22.828	33.714	7.249	11.42	29.128	45.215	14.983
PF06725.14	37.733	5.766	9.243	12.346	10.048	15.268	40.394	8.438	8.614	10.701	3.544	4.407	9.011	4.625	3.686	20.624	3.867	1.807
PF01588.23	124.753	111.314	162.817	84.534	104.639	302.12	166.031	154.911	149.465	170.2	128.663	87.621	200.491	62.949	64.887	161.158	134.148	74.053
PF03483.20	35.388	49.067	78.902	31.305	39.516	172.304	63.422	70.017	74.464	70.957	69.218	48.597	41.395	23.261	23.826	59.864	73.686	35.431
PF03484.18	30.734	41.976	63.318	28.935	30.229	132.013	57.436	62.864	68.577	65.587	55.451	40.038	37.913	19.808	21.171	50.127	50.862	31.849
PF17759.4	30.734	42.197	63.3	28.887	30.229	132.013	57.436	62.775	68.577	65.587	55.451	40.038	37.913	19.808	21.171	50.127	50.862	31.849
PF03147.17	30.734	41.84	62.772	28.887	29.782	130.974	57.436	62.775	67.941	65.587	55.416	40.038	37.913	19.808	21.171	50.127	50.862	31.771
PF02912.21	37.962	61.87	105.589	42.282	57.959	201.82	86.067	87.728	80.527	96.764	58.82	52.475	50.019	33.555	31.026	64.738	104.739	37.004
PF01409.23	37.887	61.974	105.77	42.282	57.89	203.303	86.067	87.925	80.379	96.764	58.804	52.475	50.019	33.555	31.026	64.738	105.153	37.004
PF05870.14	0	0	0	0.989	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02421.21	42.64	92.946	154.543	61.079	94.559	285.163	126.26	139.299	116.107	104.706	50.109	25.113	46.661	43.451	30.608	75.845	122.419	26.824
PF17910.4	41.073	89.272	149.397	57.31	90.031	269.015	120.277	132.781	110.619	102.737	47.303	24.963	45.048	41.221	29.915	74.211	116.816	26.012
PF07664.15	42.64	91.734	156.72	60.224	95.225	284.103	126.4	141.607	120.057	103.6	50.511	25.516	46.222	42.801	30.273	75.405	119.677	26.259
PF07868.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03551.17	139.654	191.816	201.822	139.167	222.759	524.044	312.75	209.564	221.834	218.845	77.095	33.023	111.32	106.915	65.365	170.622	190.53	48.91
PF10400.12	9.347	12.335	15.258	3.33	16.729	25.98	13.601	28.158	29.358	10.466	3.482	0.977	4.764	1.739	4.358	18.566	8.565	4.163
PF02839.17	0	0	9.51	0	0.523	0.672	0	0.162	0.707	1.507	4.013	0.78	3.666	0	1.667	2.444	16.412	1.725
PF03067.18	0	0.266	0.988	0.123	0.471	0.29	0	0.494	0.707	0	0	0	0	0.072	0	0	0.267	0
PF00709.24	116.643	44.585	57.558	48.947	38.123	107.446	131.568	52.32	46.6	125.482	57.68	55.951	62.263	28.325	29.167	91.86	45.35	27.657
PF01641.21	20.665	1.222	5.147	2.237	4.086	4.222	7.021	10.408	11.347	0	1.36	1.211	89.908	3.094	4.193	1.94	2.686	0.119
PF12900.10	36.054	23.933	45.476	35.289	64.506	161.943	45.687	61.09	39.726	18.947	11.968	6.161	93.452	23.606	16.883	32.159	40.05	11.269
PF01430.22	35.911	22.907	27.824	17.235	16.286	39.415	21.727	38.268	30.799	24.074	16.849	9.417	64.949	14.174	15.477	22.207	33.541	9.417
PF01872.20	43.239	36.139	55.687	23.105	62.833	107.147	155.313	73.936	78.131	128.587	23.645	13.353	39.817	43.369	16.39	66.318	52.509	6.81
PF10035.12	109.296	72.703	92.855	47.659	50.652	174.148	187.954	72.831	67.721	122.805	42.928	29.894	92.287	24.497	32.668	177.202	92.84	31.35
PF02734.20	142.672	56.356	61.093	48.234	29.18	61.784	119.653	39.639	43.602	83.097	49.462	28.491	262.272	31.616	43.119	70.813	33.261	42.268
PF13684.9	149.734	50.091	48.993	37.498	32.893	57.078	136.88	47.149	44.453	106.239	53.313	30.797	264.982	31.428	46.468	82.765	46.269	43.919
PF02938.17	159.112	80.775	107.567	51.507	53.616	158.134	164.711	106.463	88.043	190.183	62.033	57.812	112.072	51.13	39.22	91.121	86.768	44.627
PF01230.26	176.399	52.118	59.393	49.85	27.639	42.016	276.42	44.891	51.198	128.373	32.339	39.841	119.549	21.258	28.915	95.463	63.62	29.233
PF13393.9	86.009	80.395	116.452	48.885	70.597	180.136	141.354	101.288	90.176	92.442	61.944	44.792	83.482	45.835	41.539	59.258	92.967	50.377
PF01066.24	59.748	41.424	50.092	27.341	54.025	143.607	184.569	59.239	54.423	139.336	48.266	51.333	45.714	13.246	21.992	58.557	49.554	24.029
PF13413.9	7.279	3.929	2.846	4.861	1.609	0.74	6.22	0.652	1.12	2.13	1.233	0	16.351	2.176	1.254	1.17	1.267	0.437
PF00675.23	62.334	43.278	64.869	29.849	49.433	105.039	72.882	68.598	54.496	114.841	81.604	93.112	46.678	23.959	23.54	63.991	84.608	30.575
PF05193.24	97.211	55.17	93.684	51.101	70.004	148.165	119.913	92.046	84.108	192.171	127.615	161.536	67.082	42.354	32.795	84.818	124.516	37.657
PF13275.9	46.906	20.599	22.903	16.833	4.842	57.511	151.966	21.472	16.564	57.251	13.211	10.16	42.27	11.025	12.649	58.724	24.335	14.289
PF06028.14	0	0	0.718	1.775	0.141	1.09	0.985	0	0	0.683	0	0	0	0	0	0	0.246	0
PF16363.8	362.557	192.658	242.91	134.196	123.937	394.606	471.332	238.07	256.967	527.364	230.562	208.156	362.162	99.58	123.531	259.735	278.359	152.849
PF02837.21	201.35	170.433	225.9	106.147	120.46	371.424	661.809	272.129	287.095	287.204	217.832	212.657	241.548	86.097	83.407	276.022	296.425	122.938
PF00703.24	193.716	164.588	218.462	109.62	120.421	374.06	603.557	260.311	280.732	273.793	191.576	185.195	238.321	88.571	79.721	269.77	241.03	116.739
PF02836.20	213.268	157.318	223.217	114.281	119.238	353.61	711.123	274.207	291.46	281.003	200.035	188.83	270.183	88.806	84.387	284.693	289.424	135.338
PF16353.8	81.645	60.197	63.131	46.639	40.833	126.355	330.201	79.742	135.178	114.143	59.183	92.005	94.444	57.17	45.059	143.74	56.106	60.745
PF02929.20	89.9	59.573	67.652	46.788	40.995	125.485	330.804	79.073	133.564	125.545	66.422	87.781	104.907	54.502	47.948	137.375	82.672	59.423
PF00830.22	1431.312	83.194	163.63	109.798	87.871	172.92	8220.809	112.421	103.877	4289.061	276.256	251.892	414.267	120.783	99.372	2086.683	135.773	145.279
PF01087.25	66.925	32.309	37.055	39.122	25.889	66.405	131.372	52.145	132.101	69.406	31.712	28.822	58.721	25.027	19.055	67.937	30.479	23.264
PF02744.20	66.925	32.472	37.055	38.996	25.34	66.405	131.372	52.145	130.889	69.406	31.712	28.822	58.721	25.027	19.055	67.937	30.479	23.264
PF10509.12	60.181	45.655	55.841	41.078	34.136	94.409	176.918	64.509	100.819	237.812	76.635	120.068	107.922	43.27	35.221	79.151	64.726	42.371
PF13521.9	6.39	2.275	2.492	1.507	2.794	14.872	3.594	0.801	5.146	3.153	0.591	0.198	18.993	2.689	0.821	0.965	0.34	0.122
