CycID	JTK_pvalue	JTK_BH.Q	JTK_period	JTK_adjphase	JTK_amplitude	LS_pvalue	LS_BH.Q	LS_period	LS_adjphase	LS_amplitude	meta2d_pvalue	meta2d_BH.Q	meta2d_period	meta2d_phase	meta2d_Base	meta2d_AMP	meta2d_rAMP
PF00308.21	1	1	20	11	54.7548136011803	0.944681311558055	1	22.9268292682927	9.3512823911299	355.747085075309	0.998440900096636	1	21.4634146341463	10.2796350372596	234.057817570613	83.3263970736387	0.356007750300841
PF08299.14	1	1	20	11	54.7548136011803	0.944681311558055	1	22.9268292682927	9.3512823911299	355.747085075309	0.998440900096636	1	21.4634146341463	10.2796350372596	234.057817570613	83.3263970736387	0.356007750300841
PF01527.23	0.898239271017049	1	24	21	465.859625115227	0.987573291063451	1	24	20.9999263197062	2521.1812081297	0.993369676444264	1	24	20.9999631598531	1610.00425	479.783078356987	0.29800112537404
PF01025.22	0.259810405643739	1	20	17	196.296377991292	0.794914710580223	1	20	16.6237067618398	275.31492464964	0.532287198346508	1	20	16.8118533809199	201.587957705719	257.164234636972	1.27569244494448
PF00012.23	0.455602586713698	1	20	11	333.094670093203	0.562198022302742	1	20	9.1529702212884	1690.67538988338	0.605009113524875	1	20	10.0764851106442	1087.55024578335	336.242743732135	0.309174445075817
PF06100.14	1	1	24	23	26.9991046726553	0.972648547874801	1	24	9.19073997651354	49.1882204955247	0.999622491336638	1	24	4.09536998825677	44.4141666666667	13.6516320778173	0.307371118325248
PF08220.15	1	1	24	23	159.493944904266	0.996486562652294	1	24	20.9999263197062	1444.52770925836	0.999993820637823	1	24	21.9999631598531	1063.47358333333	246.327963328684	0.231625841195413
PF00455.25	1	1	20	1	126.922838795861	0.999106088537484	1	20	16.3530883836699	692.970314774435	0.999999600342045	1	20	18.6765441918349	603.213592043398	110.187204360869	0.182666978685954
PF00294.27	0.13380658436214	1	24	5	326.7579326736	0.497800400028403	1	24	1.00006822513578	2049.44699015738	0.247047079606427	1	24	3.00003411256789	1644.00008333333	155.86267269936	0.0948069737218847
PF00359.25	1	1	20	3	191.744731640794	0.416047979753438	1	24	16.1654805770535	247.173118726121	0.780903206624341	1	22	20.0591785978162	320.029198374356	59.194993739459	0.184967478093094
PF02302.20	1	1	20	1	238.718542221797	0.99278699711734	1	24	14.3091043251493	546.505652012565	0.999973923522512	1	22	18.1083394823601	511.058292797187	161.667627096629	0.316338917448673
PF02378.21	0.898239271017049	1	24	5	291.083334902567	0.889694790440697	1	24	12.7285468361803	2585.17526059344	0.978326690278465	1	24	8.86427341809015	1942.88908333333	277.209204861497	0.142678862751085
PF13396.9	1	1	24	13	19.0483960249938	0.999981881197554	1	24	9.03785672046968	515.091127550377	0.999999999835854	1	24	11.0189283602348	471.959333333333	55.9231689815701	0.118491499228543
PF13091.9	1	1	24	13	95.2845833085356	0.999483247069612	1	20	9.12670150336226	1099.6334092397	0.9999998664602	1	22	10.9780191601826	1013.41437060371	127.580966826104	0.125892202170078
PF10298.12	1	1	20	1	28.4766042919447	0.999999999999296	1	20	15.701638413009	268.329586226667	1	1	20	18.3508192065045	242.062119540258	23.7146692249665	0.0979693529495945
PF14527.9	1	1	20	1	12.5667017152473	0.999999999999983	1	20	14.7670439867163	279.905777811362	1	1	20	17.8835219933582	247.91300035518	20.601676680303	0.0831004289843108
PF02650.17	1	1	20	1	12.5667017152473	0.999999999999983	1	20	14.7670439867163	279.905777811362	1	1	20	17.8835219933582	247.91300035518	20.601676680303	0.0831004289843108
