#FeatureID	cFA01a_S39	cFA01b_S45	cFA05a_S40	cFA05b_S46	cFA09a_S41	cFA09b_S47	cFA13a_S36	cFA13b_S42	cFA17a_S37	cFA17b_S43	cFA21a_S38	cFA21b_S44	cFT01a_S51	cFT01b_S57	cFT05a_S52	cFT05b_S58	cFT09a_S53	cFT09b_S59	cFT13a_S48	cFT13b_S54	cFT17a_S49	cFT17b_S55	cFT21a_S50	cFT21b_S56	cNA01a_S4	cNA01b_S10	cNA01c_S16	cNA05a_S5	cNA05b_S11	cNA05c_S17	cNA09a_S6	cNA09b_S12	cNA09c_S18	cNA13a_S1	cNA13b_S7	cNA13c_S13	cNA17a_S2	cNA17b_S8	cNA17c_S14	cNA21a_S3	cNA21b_S9	cNA21c_S15	cNT01a_S21	cNT01b_S27	cNT01c_S33	cNT05a_S22	cNT05b_S28	cNT05c_S34	cNT09a_S23	cNT09b_S29	cNT09c_S35	cNT13a_S19	cNT13b_S24	cNT13c_S30	cNT17a_S20	cNT17b_S25	cNT17c_S31	cNT21b_S26	cNT21c_S32
tr|A0A015Y9D3|A0A015Y9D3_BACFG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
tr|A0A022NDM8|A0A022NDM8_ENTMU	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	1	0	0	0	0	1	0	2	1	1	0	2	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	1	2
tr|A0A061BQR5|A0A061BQR5_LACDE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
tr|A0A062X2Y1|A0A062X2Y1_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1
tr|A0A066ZNB2|A0A066ZNB2_HYDMR	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|A0A069S927|A0A069S927_PHOVU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
tr|A0A069SEW1|A0A069SEW1_9BACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	1	0	2	2	0	0	0	0	0	0	0	3	0	1	3	2	1	2	7	1	4	5	0	0	0	0	0	0	2	1
tr|A0A073J516|A0A073J516_9BACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
tr|A0A074M346|A0A074M346_9SPHN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
tr|A0A076IUU4|A0A076IUU4_9BACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
tr|A0A077UST9|A0A077UST9_9STAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
tr|A0A078MD23|A0A078MD23_9BACL	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	4	4	3	1	3	4	1	3	2	1	17	10	1	6	4	1	2	3	1	2	5	2	1	4	2	4	4	1	2	2	4	5
tr|A0A078S4I9|A0A078S4I9_BACUN	0	0	1	0	0	0	0	1	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	3	2	1	0	2	1	0	0	0	0	0	0	0	2	0	0	1	1	1	1	3	2	6	4	0	0	0	0	0	0	2	0
tr|A0A081BZU9|A0A081BZU9_9BACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	3	0	2	3	0	1	0	0	3	1	0	1	0	1	3	3	0	1	1	1	1	1	0	0	0	0	1	2	0	2
tr|A0A081PCA1|A0A081PCA1_9SPHI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
tr|A0A081U6U3|A0A081U6U3_BACFG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
tr|A0A084A9C1|A0A084A9C1_LACLC	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|A0A084EKT7|A0A084EKT7_SPHYA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	1	0
tr|A0A085KA87|A0A085KA87_SPHYA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
tr|A0A086Y5K4|A0A086Y5K4_9RHOB	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tr|A0A087QBK2|A0A087QBK2_LACGS	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
tr|A0A087QD49|A0A087QD49_LACGS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|A0A090B4Y9|A0A090B4Y9_ACIBA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
tr|A0A090D114|A0A090D114_9BACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	4
tr|A0A090RSG5|A0A090RSG5_9VIBR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
tr|A0A090RUG7|A0A090RUG7_9VIBR	1	0	0	0	0	0	2	2	2	2	1	1	1	1	0	4	1	1	3	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
tr|A0A090RVN9|A0A090RVN9_9VIBR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0
tr|A0A090SG66|A0A090SG66_9VIBR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
tr|A0A090SID3|A0A090SID3_9VIBR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
tr|A0A090SRK5|A0A090SRK5_9VIBR	1	0	0	0	0	0	2	2	2	2	1	1	1	1	0	4	1	1	3	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
tr|A0A090T8A2|A0A090T8A2_9VIBR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
tr|A0A091CC12|A0A091CC12_9ENTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|A0A096B1U0|A0A096B1U0_FLAPL	0	0	3	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	3	5	11	8	7	1	6	9	1	4	2	1	18	8	2	9	4	2	6	7	3	6	10	3	2	8	2	4	6	1	4	4	6	9
tr|A0A096DGB7|A0A096DGB7_FLAPL	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	5	2	2	0	2	1	0	2	1	1	3	3	1	2	2	1	3	2	2	2	1	2	2	2	0	0	1	0	1	2	1	3
tr|A0A097R7J6|A0A097R7J6_HAFAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	1	2	0	0	0	0	0	0	0	0
tr|A0A098CP10|A0A098CP10_9LACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	3	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1
tr|A0A098G0W1|A0A098G0W1_9GAMM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
tr|A0A098LJX5|A0A098LJX5_9BACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	1	1	1	0	1	1	1	0	0	0	1	1	0	3	0	0	1	2	1	2	1	1	1	1	0	0	1	0	0	1	2	2
tr|A0A099YB76|A0A099YB76_LIMMU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	1	0	1	0	3	1	2	0	2	0	1	1	2	0	1	3	1	0	0	0	0	1	0	0	0	2	1
tr|A0A0A7FT69|A0A0A7FT69_9CLOT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|A0A0A8K1U8|A0A0A8K1U8_9HYPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
tr|A0A0B3VRN3|A0A0B3VRN3_9FIRM	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	2	0	0	2	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
tr|A0A0B5NK32|A0A0B5NK32_BACTU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
tr|A0A0B5RX12|A0A0B5RX12_MYRPR	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	2	2	0	0	0	0	0	0	1	0
tr|A0A0B6D4Z4|A0A0B6D4Z4_9GAMM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|A0A0B6E3D5|A0A0B6E3D5_FRATU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
tr|A0A0B8NIX1|A0A0B8NIX1_9VIBR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
tr|A0A0B8P6K8|A0A0B8P6K8_9VIBR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
tr|A0A0B8PCS7|A0A0B8PCS7_9VIBR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
tr|A0A0B8Q4Q0|A0A0B8Q4Q0_9VIBR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
tr|A0A0B8QJU3|A0A0B8QJU3_9VIBR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
tr|A0A0B8QRG3|A0A0B8QRG3_LACLL	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	1	1	0	1	0	0	1	1	0	2	1	1	2	2	1	1	1	1	1	1	0	0	1	0	0	2	2	2
tr|A0A0B8QU93|A0A0B8QU93_LACLL	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0
tr|A0A0B8QW26|A0A0B8QW26_LACLL	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	1	1	0	1	0	0	1	1	0	2	1	1	2	2	1	1	1	1	1	1	0	0	1	0	0	2	2	2
tr|A0A0B8RFX6|A0A0B8RFX6_LISMN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	1	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
tr|A0A0C1IJI9|A0A0C1IJI9_9BACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
tr|A0A0C1M7G7|A0A0C1M7G7_9LACO	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	1	2	0	2	0	0	2	1	1	2	1	1	2	2	1	1	1	1	0	2	0	1	1	0	0	0	1	2
tr|A0A0D2JRL6|A0A0D2JRL6_9BACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|A0A0D4CMX6|A0A0D4CMX6_LIMMU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	1	0	1	0	3	1	1	0	2	0	1	1	2	0	1	2	1	0	0	0	0	1	0	0	0	2	1
tr|A0A0D6DX07|A0A0D6DX07_9LACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|A0A0D6JF60|A0A0D6JF60_9HYPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
tr|A0A0D6PK57|A0A0D6PK57_9PROT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|A0A0D8LA85|A0A0D8LA85_MORMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
tr|A0A0E0UXH6|A0A0E0UXH6_LISMM	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	7	1	1	5	2	4	0	0	1	1	1	0	1	2	1	1	3	0	0	1	2	1	1	2	0	1	1	0	0	0	1	1	1	3	2
tr|A0A0E1R9M7|A0A0E1R9M7_LISMN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tr|A0A0E1Y3I4|A0A0E1Y3I4_LISMN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	1	0	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tr|A0A0E2AYI0|A0A0E2AYI0_BACFG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	0	0	0	0	0	0	0	0
tr|A0A0E2GKA3|A0A0E2GKA3_ACINO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
tr|A0A0E3GRL8|A0A0E3GRL8_CLOSL	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|A0A0E3ZL79|A0A0E3ZL79_9BURK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
tr|A0A0F4LPC5|A0A0F4LPC5_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|A0A0F4LRZ6|A0A0F4LRZ6_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	2	2	0	1	1	1	1	1	0	1	0	0	2	0	0	1	0	3	0	1	1	1	1	0	0	1	0	0	1	2	3
tr|A0A0F4QQM3|A0A0F4QQM3_9GAMM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|A0A0F5JID4|A0A0F5JID4_9BACT	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	4	7	4	0	9	5	0	0	0	0	0	0	0	9	0	3	7	6	2	5	23	3	8	10	0	0	0	0	1	2	7	4
tr|A0A0F5JLM1|A0A0F5JLM1_9BACT	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	6	13	7	0	14	8	0	0	0	0	0	0	0	13	0	5	11	10	4	9	33	5	12	15	0	0	0	0	1	3	10	10
tr|A0A0F7D0X1|A0A0F7D0X1_SERFO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
tr|A0A0F7Q0L6|A0A0F7Q0L6_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tr|A0A0G4Q5D2|A0A0G4Q5D2_9GAMM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
