FeatureID	Name	GO_Term	condition	datatype	JTK_pvalue	JTK_BH.Q	JTK_period	JTK_adjphase	JTK_amplitude	LS_pvalue	LS_BH.Q	LS_period	LS_adjphase	LS_amplitude	meta2d_pvalue	meta2d_BH.Q	meta2d_period	meta2d_phase	meta2d_Base	meta2d_AMP	meta2d_rAMP
PF08335.14	GlnD PII-uridylyltransferase	NA	NA	metaT	0.324227026547799	1	20	7	0.0068769425656369	0.464583345162251	1	20.5797101449275	5.75254199077958	0.0142518585696649	0.435762764313499	1	20.2898550724638	6.38648477398095	0.00708384914725064	0.00619668632563827	0.00619668632563827
PF12969.10	Domain of Unknown Function with PDB structure (DUF3857)	NA	NA	metaT	0.324227026547799	1	20	7	0.00408881955038877	0.516634607514339	1	21.7902813299233	7.98722989722094	0.00692593669767889	0.466796631133117	1	20.8951406649617	7.48620761286448	0.00280830401833862	0.00258018565073186	0.00258018565073186
PF00875.21	DNA photolyase	NA	NA	metaT	0.324227026547799	1	20	7	0.00250745475616742	0.874961007787848	1	20	6.15028471779678	0.0115261950365066	0.641098392131548	1	20	6.57514235889839	0.00553524081239364	0.00682092604952834	0.00682092604952834
PF14300.9	Domain of unknown function (DUF4375)	NA	NA	metaT	0.324227026547799	1	20	7	0.101505893731205	0.307215219268021	1	20	5.70795622496401	0.178802441442476	0.329353920432875	1	20	6.353978112482	0.075747615295067	0.0854325687409838	0.0854325687409838
PF00032.20	Cytochrome b(C-terminal)/b6/petD	NA	NA	metaT	0.324227026547799	1	24	7	0.0044189665474683	0.206653275883283	1	24	4.71744179713107	0.00627477214280617	0.248112164384223	1	24	5.85872089856553	0.00272635275634568	0.00232952324330804	0.00232952324330804
PF00355.29	Rieske [2Fe-2S] domain	NA	NA	metaT	0.324227026547799	1	20	5	0.0492051710348046	0.809076419869319	1	20	6.57253968854666	0.105899011991004	0.613359983236902	1	20	5.78626984427333	0.062398828968592	0.0514062728468868	0.0514062728468868
PF01512.20	Respiratory-chain NADH dehydrogenase 51 Kd subunit	NA	NA	metaT	0.324227026547799	1	24	19	0.137973494829214	0.978554744949416	1	20	17.2471694430003	1.07336836083511	0.681501108366446	1	22	18.1942765269835	0.879873002655999	0.243367940242517	0.243367940242517
PF00346.22	Respiratory-chain NADH dehydrogenase, 49 Kd subunit	NA	NA	metaT	0.324227026547799	1	20	9	0.0763762040675783	0.870160106425036	1	20.431654676259	12.8213038892018	0.238680407230098	0.639132996019094	1	20.2158273381295	10.8914949413357	0.134493999396343	0.051794633185374	0.051794633185374
PF19289.2	PmbA/TldA metallopeptidase C-terminal domain	NA	NA	metaT	0.324227026547799	1	24	21	0.0646756838664519	0.846246744164062	1	23.5359116022099	4.66416282875188	0.130255423222634	0.629214452059756	1	23.767955801105	0.869576528779603	0.167881303834789	0.0368172174690135	0.0368172174690135
PF01339.20	CheB methylesterase	phosphorelay signal transduction system	NA	metaT	0.324227026547799	1	20	17	0.173956541070505	0.867421816029802	1	22.015503875969	20.9999226082696	0.86071337077612	0.638008149812642	1	21.0077519379845	18.9476238462509	0.716415318883363	0.140072082713561	0.140072082713561
PF00309.23	Sigma-54 factor, Activator interacting domain (AID)	NA	NA	metaT	0.324227026547799	1	24	7	0.0481663238921778	0.617481753792025	1	21.5696202531646	5.45700057712992	0.164659521263374	0.522216242881399	1	22.7848101265823	6.20500342480788	0.10349837933807	0.0700721429519312	0.0700721429519312
PF05954.14	Phage tail baseplate hub (GPD)	NA	NA	metaT	0.324227026547799	1	24	9	0.0445215331927542	0.801454069318386	1	23.3424657534247	7.81553426415582	0.471813993392956	0.610041181159788	1	23.6712328767124	8.40116227015271	0.246965190992533	0.0689930079585485	0.0689930079585485
PF13356.9	Arm DNA-binding domain	NA	NA	metaT	0.324227026547799	1	20	7	0.00424686211630164	0.830428844192969	1	20	8.0676990805809	0.011946894685605	0.622533640555803	1	20	7.53384954029045	0.00532186939681869	0.00502707128621614	0.00502707128621614
PF05036.16	SPOR domain	NA	NA	metaT	0.324227026547799	1	20	9	0.0372109322234316	0.999999999999764	1	20	12.6385623833235	0.125829839333752	0.689407593343246	1	20	10.8192811916617	0.0964171494384447	0.00488210875224117	0.00488210875224117
PF01739.21	CheR methyltransferase, SAM binding domain	NA	NA	metaT	0.324227026547799	1	20	17	0.348060199036813	0.996241460153071	1	20	13.1056854658226	1.32053869187028	0.688032754640851	1	20	15.0528427329113	0.927459340108676	0.340666037214916	0.340666037214916
PF04909.17	Amidohydrolase	NA	NA	metaT	0.324227026547799	1	20	7	0.17941065517201	0.611034164649376	1	20	7.0537405273213	0.462271452241417	0.518842922561129	1	20	7.02687026366065	0.269573327095786	0.164207441791584	0.164207441791584
PF13244.9	MBH, subunit D	NA	NA	metaT	0.324227026547799	1	20	7	0.0468852589482943	0.46610451419639	1	20	8.73209521758341	0.193447993453185	0.436695556452035	1	20	7.86604760879171	0.0927872726491215	0.0551336615058067	0.0551336615058067
PF05506.15	Bacterial phospholipase C, C-terminal domain	lipid catabolic process	NA	metaT	0.324227026547799	1	20	7	0.00165431281208494	0.769985447144852	1	20	8.44031273777186	0.00346708705660973	0.596088269824958	1	20	7.72015636888593	0.0013399223711167	0.00149325310063626	0.00149325310063626
PF02541.19	Ppx/GppA phosphatase family	NA	NA	metaT	0.324227026547799	1	24	5	0.0499006044624275	0.538319367186983	1	21.4609571788413	8.18563861178548	0.195650509218233	0.479213221131776	1	22.7304785894206	6.7026879301041	0.142386970846909	0.0328622812886734	0.0328622812886734
PF07282.14	Putative transposase DNA-binding domain	NA	NA	metaT	0.324227026547799	1	20	5	0.144676426689357	0.557456001420059	1	24	20.9999408252292	0.329780011611736	0.489935086478747	1	22	1.37497287823005	0.396760235988383	0.179011652462785	0.179011652462785
PF08323.14	Starch synthase catalytic domain	NA	NA	metaT	0.324227026547799	1	24	19	0.259907710449732	0.983659092056925	1	20	9.35463273393498	1.23321119007186	0.683396685177457	1	22	13.8533813369976	1.29137814214423	0.220204933322129	0.170519328255391
PF14535.9	AMP-binding enzyme C-terminal domain	NA	NA	metaT	0.324227026547799	1	24	19	0.0346311968148947	0.967448283948422	1	24	9.60555338959045	0.318166330580081	0.67734666661263	1	24	14.3027766947952	0.314435341121487	0.00321981406670107	0.00321981406670107
PF01990.20	ATP synthase (F/14-kDa) subunit	ion transmembrane transport	NA	metaT	0.324227026547799	1	24	19	0.15093614357789	0.740320833847217	1	24	17.2808442701401	0.540552574550442	0.582553623264471	1	24	18.1404221350701	0.323551540670047	0.173944548467645	0.173944548467645
PF00239.24	Resolvase, N terminal domain	DNA recombination	NA	metaT	0.324227026547799	1	20	7	12.022259014662	0.615153315238875	1	20.7299270072993	5.38591343432068	36.2567785878879	0.521000554958011	1	20.3649635036496	6.20941412048986	21.4607507121814	9.71894052049057	0.452870482064449
PF06081.14	Aromatic acid exporter family member 1	NA	NA	metaT	0.324227026547799	1	20	5	0.111874481004464	0.674393882720213	1	20	7.83598464648317	0.450364234977829	0.551070099435856	1	20	6.41799232324158	0.261830002005262	0.19388634510282	0.19388634510282
PF07508.16	Recombinase	NA	NA	metaT	0.324227026547799	1	20	7	13.4700911416929	0.603899632976969	1	20.5797101449275	5.42771350659015	38.6830633574688	0.515084480859692	1	20.2898550724638	6.22635805642278	22.4105130198454	11.0282770151016	0.492102836081245
PF13408.9	Recombinase zinc beta ribbon domain	NA	NA	metaT	0.324227026547799	1	20	7	12.0797259164029	0.550175065406726	1	20.780487804878	5.35634773322803	34.5343866438454	0.485881233792011	1	20.390243902439	6.1961722046279	19.9498808757343	9.73810847985697	0.488128653023776
PF03561.18	Allantoicase repeat	allantoin catabolic process	NA	metaT	0.324227026547799	1	20	7	0.00224184498712904	0.480583087210115	1	20	7.38363938981408	0.00451434714431578	0.445494089689218	1	20	7.19181969490704	0.00181097007961062	0.00237209887465054	0.00237209887465054
PF01978.22	Sugar-specific transcriptional regulator TrmB	NA	NA	metaT	0.324227026547799	1	24	9	0.00865074939868696	0.718579840260115	1	24	8.54822734481971	0.06772816429139	0.572390262719242	1	24	8.77411367240986	0.0418505611677973	0.00592944407510087	0.00592944407510087
PF14842.9	FliG N-terminal domain	NA	NA	metaT	0.324227026547799	1	20	17	0.253944630869785	0.299291373673217	1	20.2857142857143	16.8586575276997	1.15966382771669	0.323394766847946	1	20.1428571428571	16.9306815793962	0.833538816162665	0.301664319287302	0.301664319287302
PF03382.17	Mycoplasma protein of unknown function, DUF285	NA	NA	metaT	0.324227026547799	1	24	7	0.0359621561955367	0.661154368148788	1	24	5.3280125147857	0.0878354899465167	0.544501837659907	1	24	6.16400625739285	0.0582687318074892	0.0202426396110317	0.0202426396110317
PF01755.20	Glycosyltransferase family 25 (LPS biosynthesis protein)	NA	NA	metaT	0.324227026547799	1	24	3	0.011437687579418	0.45552524081772	1	24	2.00551647180967	0.0288947383246392	0.430174646200477	1	24	2.50275823590483	0.0150287919952732	0.0125430047611254	0.0125430047611254
PF07698.14	7TM receptor with intracellular HD hydrolase	NA	NA	metaT	0.324227026547799	1	20	9	0.0244456390841879	0.832533400443654	1	20	6.26774293685077	0.0675087024246602	0.623428109953119	1	20	7.63387146842538	0.0469835021915526	0.0257626514183338	0.0257626514183338
PF02514.19	CobN/Magnesium Chelatase	biosynthetic process	NA	metaT	0.324227026547799	1	24	7	0.0217013329779423	0.387553337976056	1	21.9023136246787	5.22762005843032	0.0691384027503569	0.386291066381409	1	22.9511568123393	6.08602209861087	0.0276180798856048	0.0348399044974233	0.0348399044974233
PF09754.12	PAC2 family	NA	NA	metaT	0.324227026547799	1	20	7	0.00321627409154367	0.494653723133758	1	20.5797101449275	6.44369957248389	0.00565902298440649	0.453909157939977	1	20.2898550724638	6.7271962579197	0.00312473820886777	0.00243006856980674	0.00243006856980674
PF10708.12	Protein of unknown function (DUF2510)	NA	NA	metaT	0.324227026547799	1	0	NA	0	0.386410933984389	1	24	1.92649837519926	0.00119869331543475	0.385522235024574	1	24	1.92649837519926	0.000456819712116022	0.000366254516511866	0.000366254516511866
PF18096.4	THUMP domain-like	NA	NA	metaT	0.324227026547799	1	20	7	0.0161607952246732	0.518651881502344	1	20	5.37430156651068	0.0614778201827851	0.467963975574649	1	20	6.18715078325534	0.0338785928818319	0.0295329275114991	0.0295329275114991
PF16554.8	Dimerisation domain of d-ornithine 4,5-aminomutase	NA	NA	metaT	0.324227026547799	1	24	19	0.0342713659627509	0.572522163193116	1	21.9587628865979	9.00805261667734	0.0711572765387091	0.498226104210294	1	22.9793814432989	13.8093735308302	0.115343170185756	0.0510980694172426	0.0510980694172426
PF04012.15	PspA/IM30 family	NA	NA	metaT	0.324227026547799	1	24	3	0.00550633505592218	0.861334356034476	1	24	4.68919654301283	0.0572311112751637	0.635497463946394	1	24	3.84459827150642	0.032678993789163	0.00957868165348446	0.00957868165348446
PF04143.17	Sulphur transport	NA	NA	metaT	0.324227026547799	1	20	7	0.0102481572542904	0.545670957509235	1	20.0470588235294	8.13166134781238	0.0312882109904819	0.483357838407728	1	20.0235294117647	7.56517621923508	0.0153804383498034	0.00883828480867768	0.00883828480867768
PF09822.12	ABC-type uncharacterized transport system	NA	NA	metaT	0.324227026547799	1	20	7	0.0899908696382421	0.862537542263927	1	20	8.20806017364809	0.265748376376971	0.635994803864176	1	20	7.60403008682404	0.151116127085356	0.0745518089788384	0.0745518089788384
PF01970.19	Tripartite tricarboxylate transporter TctA family	NA	NA	metaT	0.324227026547799	1	20	7	0.102658787532938	0.997672836333068	1	20	5.92861864804151	0.243047475157869	0.688556879757921	1	20	6.46430932402076	0.150199841583903	0.062717069662137	0.062717069662137
PF02920.18	DNA binding domain of tn916 integrase	DNA integration	NA	metaT	0.324227026547799	1	20	5	0.541335870012546	0.975111440225911	1	20	5.41397038663117	3.92840002790878	0.680217511692554	1	20	5.20698519331559	2.61157327830229	0.988743341461934	0.378600650296395
PF13492.9	GAF domain	NA	NA	metaT	0.324227026547799	1	20	7	0.00316476652172083	0.446779325364056	1	20.0943396226415	5.97051530217493	0.00832160800257142	0.424723717172389	1	20.0471698113207	6.48650472100032	0.00389863833698769	0.00395867505360053	0.00395867505360053
PF10935.11	Protein of unknown function (DUF2637)	NA	NA	metaT	0.324227026547799	1	20	7	0.000878905136999453	0.800692589467806	1	20	8.5202977316932	0.00289655307429108	0.609708342095796	1	20	7.7601488658466	0.0010034220106857	0.00116000720741923	0.00116000720741923
PF03938.17	Outer membrane protein (OmpH-like)	NA	NA	metaT	0.324227026547799	1	24	15	0.0874871512834651	0.445224847988898	1	20	13.0821192986502	1.23126279714788	0.423749103549267	1	22	14.0701656142576	0.461562722854557	0.363498430797529	0.363498430797529
PF16593.8	Bridge helix of CRISPR-associated endonuclease Cas9	NA	NA	metaT	0.324227026547799	1	24	17	0.00113827798906135	0.871670308658939	1	24	9.10857941648545	0.00648078794717306	0.63975216721274	1	24	13.0542897082427	0.00433451233013454	0.00203800341466276	0.00203800341466276
PF13746.9	4Fe-4S dicluster domain	NA	NA	metaT	0.324227026547799	1	24	3	0.00123072633256662	0.516631157023461	1	24	3.870465668205	0.00380925279495528	0.466794632237973	1	24	3.4352328341025	0.00199148593691513	0.00172472233000957	0.00172472233000957
PF08937.14	MTH538 TIR-like domain (DUF1863)	NA	NA	metaT	0.324227026547799	1	24	3	0.00665161903869629	0.901465524494312	1	24	12.6019376829086	0.00847745158928727	0.651796345834529	1	24	7.8009688414543	0.0110318225663779	0.00445529177575748	0.00445529177575748
PF13516.9	Leucine Rich repeat	NA	NA	metaT	0.324227026547799	1	20	19	0.0311211494611483	0.961791162999003	1	20	16.8073259934426	0.0956793011467068	0.675214723342452	1	20	17.9036629967213	0.0427800944731982	0.0651607360089693	0.0651607360089693
PF14478.9	Domain of unknown function (DUF4430)	NA	NA	metaT	0.324227026547799	1	24	3	0.008298935204546	0.837389577616998	1	24	8.69696337572031	0.0974556904318327	0.625485486460743	1	24	5.84848168786016	0.0583472267775898	0.0148624119012881	0.0148624119012881
PF13700.9	Domain of unknown function (DUF4158)	NA	NA	metaT	0.324227026547799	1	20	9	0.000339680498001565	0.61789350725087	1	20	8.83506743774428	0.0026708602823886	0.522430924631616	1	20	8.91753371887214	0.000820247243020678	0.00102474132623341	0.00102474132623341
PF01206.20	Sulfurtransferase TusA	NA	NA	metaT	0.324227026547799	1	20	5	0.00579615154530645	0.971486983604312	1	20	5.13451168712826	0.0425470588104375	0.678862126035498	1	20	5.06725584356413	0.0299784699649078	0.0132813912302021	0.0132813912302021
PF05973.17	Phage derived protein Gp49-like (DUF891)	NA	NA	metaT	0.324227026547799	1	20	7	0.0416393165804507	0.907165702983461	1	20	5.08119560782379	0.117854573439477	0.65406382460297	1	20	6.04059780391189	0.0838153890600871	0.045921484693269	0.045921484693269
PF17915.4	Reverse gyrase zinc finger	NA	NA	metaT	0.324227026547799	1	0	NA	0	0.407407650500844	1	21.9023136246787	5.08709758328342	0.000614470580276682	0.39948126278138	1	21.9023136246787	5.08709758328342	0.000182289743399954	0.000376549532339678	0.000376549532339678
PF19510.2	Protein of unknown function (DUF6044)	NA	NA	metaT	0.324227026547799	1	24	7	0.0835496563414723	0.815934123206434	1	20	9.03202250445514	0.313604571289431	0.616325951721448	1	22	8.17594571078366	0.148101637161695	0.06288587177757	0.06288587177757
PF04299.15	Putative FMN-binding domain	NA	NA	metaT	0.324227026547799	1	24	7	0.000429204161444867	0.238581761034758	1	21.3	5.45445705767746	0.00338750429257034	0.275332641052455	1	22.65	6.20320604122992	0.0012076090340288	0.00243278644845202	0.00243278644845202
PF07969.14	Amidohydrolase family	NA	NA	metaT	0.324227026547799	1	20	7	0.0271427858717372	0.892149136202562	1	20	6.86491320028783	0.0946672284222993	0.648065179252537	1	20	6.93245660014392	0.0665890735123875	0.0225348404442363	0.0225348404442363
PF16640.8	Bacterial Ig-like domain (group 3)	NA	NA	metaT	0.324227026547799	1	20	7	0.0199355370552427	0.473497921413426	1	20.1895734597156	5.52457110795527	0.0456102635522183	0.441206420569711	1	20.0947867298578	6.26590475492352	0.0237898735167159	0.0182611094698861	0.0182611094698861
PF04402.17	Protein of unknown function (DUF541)	NA	NA	metaT	0.324227026547799	1	20	7	0.0328233299673107	0.906176359687236	1	20.431654676259	12.2679705978585	0.180633162564656	0.653671107830168	1	20.2158273381295	9.60695946374703	0.171370614804847	0.00914320568509772	0.00914320568509772
PF13444.9	Acetyltransferase (GNAT) domain	NA	NA	metaT	0.324227026547799	1	20	9	0.0397046008838127	0.574907942112732	1	20.4807692307692	5.6518839253245	0.109540696490064	0.499527137709276	1	20.2403846153846	7.34686016822869	0.0636157683783536	0.0480864918212419	0.0480864918212419
PF02073.18	Thermophilic metalloprotease (M29)	proteolysis	NA	metaT	0.324227026547799	1	20	7	0.0791261708648969	0.637212111896046	1	20	6.96310367757467	0.318241271994087	0.532404340562276	1	20	6.98155183878734	0.226153259257514	0.0657640014968448	0.0657640014968448
PF03748.17	Flagellar basal body-associated protein FliL	chemotaxis	NA	metaT	0.324227026547799	1	20	17	0.124446331873726	0.966926405860734	1	20.9336609336609	12.9584961329905	0.46880362089429	0.67715044161139	1	20.4668304668305	15.0331607411149	0.350258342432263	0.0863643277984535	0.0863643277984535
PF06253.14	Trimethylamine methyltransferase (MTTB)	methanogenesis	NA	metaT	0.324227026547799	1	24	3	0.00306587912488417	0.677523797940512	1	24	1.00007368029384	0.0165079522335285	0.552610504886301	1	24	2.00003684014692	0.00678644409632244	0.00481417960429802	0.00481417960429802
PF05425.16	Copper resistance protein D	NA	NA	metaT	0.324227026547799	1	20	5	0.00111307256402897	0.599117726398058	1	20	5.46523009110106	0.00355254728791223	0.512550115040417	1	20	5.23261504555053	0.00154832710075924	0.00208981110021371	0.00208981110021371
PF07593.15	ASPIC and UnbV	NA	NA	metaT	0.324227026547799	1	20	5	0.00328909019686367	0.672772337757505	1	20	6.05579189517962	0.00918268636732505	0.550270196213068	1	20	5.52789594758981	0.00413010809873048	0.00530182806053207	0.00530182806053207
PF13668.9	Ferritin-like domain	NA	NA	metaT	0.324227026547799	1	0	NA	0	0.418315843738679	1	24	3.54331211339867	0.00300866719812213	0.406593568432735	1	24	3.54331211339867	0.00116148053246322	0.00134630691126366	0.00134630691126366
PF03534.16	Salmonella virulence plasmid 65kDa B protein	NA	NA	metaT	0.324227026547799	1	20	7	0.000587382112356037	0.720910912757995	1	20	7.25196913975845	0.00187098711545888	0.573490075046917	1	20	7.12598456987923	0.000861044103661445	0.000867055051416037	0.000867055051416037
PF05063.17	MT-A70	NA	NA	metaT	0.324227026547799	1	20	5	0.379796314620022	0.724498184193799	1	20	5.64640493260538	1.13824102061461	0.57517779721631	1	20	5.32320246630269	0.570517970572473	0.456985716066161	0.456985716066161
PF13376.9	Bacteriocin-protection, YdeI or OmpD-Associated	NA	NA	metaT	0.324227026547799	1	20	5	0.0794343181974892	0.801939556997934	1	20.2857142857143	4.53549947341925	0.463464971219037	0.610253262947039	1	20.1428571428571	4.76963681099839	0.341158157016736	0.099327766496303	0.099327766496303
PF07221.14	N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)	NA	NA	metaT	0.324227026547799	1	20	5	0.0612313321233985	0.620304237889226	1	20	5.24405411130525	0.281770832064812	0.5236860582372	1	20	5.12202705565262	0.209652322741865	0.0674480122030849	0.0674480122030849
PF01059.20	NADH-ubiquinone oxidoreductase chain 4, amino terminus	NA	NA	metaT	0.324227026547799	1	24	9	0.000415488513941161	0.484780861786717	1	20	8.10402743223463	0.00491287253049602	0.448018411661971	1	22	8.58221508772905	0.00160849257482464	0.00225322458195912	0.00225322458195912
PF12950.10	TaqI-like C-terminal specificity domain	NA	NA	metaT	0.324227026547799	1	20	9	0.0166177834317618	0.850724971768088	1	20	11.8204608498922	0.0416821937192967	0.631088375568242	1	20	10.4102304249461	0.0219854022903004	0.0136995675677584	0.0136995675677584
PF13320.9	Domain of unknown function (DUF4091)	NA	NA	metaT	0.324227026547799	1	24	13	0.0994871210307268	0.773533022958388	1	24	9.12755985505885	0.287317739512553	0.597681778617824	1	24	11.0637799275294	0.164336684926419	0.0803492196979167	0.0803492196979167
PF00502.22	Phycobilisome protein	photosynthesis	NA	metaT	0.324227026547799	1	24	7	0.00174375117132177	0.649741576996256	1	21.4609571788413	6.64765147886054	0.00641782110527985	0.538770905218777	1	22.7304785894206	6.83530787793121	0.00243211272691763	0.00361071553434988	0.00361071553434988
PF06452.14	Carbohydrate family 9 binding domain-like	carbohydrate catabolic process	NA	metaT	0.324227026547799	1	24	19	0.079417799307744	0.511425537614164	1	21.5696202531646	13.9867791567603	0.138547817020031	0.463770440461679	1	22.7848101265823	16.406370699216	0.07684663949794	0.0651161441112303	0.0651161441112303
PF09411.13	Lipid A 3-O-deacylase (PagL)	NA	NA	metaT	0.324227026547799	1	24	7	0.0263757605044433	0.515081975539565	1	21.3533834586466	5.32023359289131	0.120695505747823	0.465896424315592	1	22.6766917293233	6.13198664881743	0.0600556411629659	0.0614823099777003	0.0614823099777003
PF14113.9	Type VI secretion system (T6SS), amidase effector protein 4	NA	NA	metaT	0.324227026547799	1	20	9	0.000109739548566237	0.765347168626976	1	20	8.97477606610354	0.00679659465870515	0.593996838827343	1	20	8.98738803305177	0.00159561373281695	0.00268175895045172	0.00268175895045172
PF10096.12	Uncharacterized protein conserved in bacteria (DUF2334)	NA	NA	metaT	0.324227026547799	1	24	9	0.00442539889290816	0.796032597986199	1	23.7988826815642	8.79479090785492	0.104291030108402	0.607666359498289	1	23.8994413407821	8.89712124949563	0.0431468300783326	0.0167416340225564	0.0167416340225564
PF09826.12	Beta propeller domain	NA	NA	metaT	0.324227026547799	1	24	1	0.00515434549405144	0.927013675098669	1	24	1.00007368029384	0.026963633749436	0.661869014734629	1	24	1.00003684014692	0.0189370205317132	0.00658100326926118	0.00658100326926118
PF17392.5	Urocanase C-terminal domain	NA	NA	metaT	0.324227026547799	1	20	7	0.0541163093630623	0.748548618145201	1	20	5.7146556945494	0.167815248682708	0.586345573516105	1	20	6.3573278472747	0.1206672507934	0.0592720548014214	0.0592720548014214
PF08765.14	Mor transcription activator family	NA	NA	metaT	0.324227026547799	1	24	23	0.0372154186317542	0.998930872737549	1	24	9.19173035611568	0.119239894439757	0.689016983476469	1	24	4.09586517805784	0.134900911099303	0.0223998613537966	0.0223998613537966
PF16192.8	C-terminal four TMM region of protein-O-mannosyltransferase	NA	NA	metaT	0.324227026547799	1	20	9	0.00553752360248931	0.998476196256271	1	20	8.87952592760761	0.0643828281673771	0.688850753213181	1	20	8.9397629638038	0.0401548374595344	0.00900183302204783	0.00900183302204783
PF17451.5	Glycosyl hydrolase 101 beta sandwich domain	NA	NA	metaT	0.324227026547799	1	20	19	0.0186160291660946	0.999999986581978	1	20	5.22142821800048	0.0424607275099595	0.689407588443331	1	20	2.11071410900024	0.0371711792209651	0.00471202277936185	0.00471202277936185
PF17974.4	Galactose-binding domain-like	NA	NA	metaT	0.324227026547799	1	20	19	0.018632518922021	0.999999985656148	1	20	5.22156953316624	0.0423577895893983	0.689407588105236	1	20	2.11078476658312	0.037146213424324	0.00469279659742445	0.00469279659742445
PF18941.3	Family of unknown function (DUF5688)	NA	NA	metaT	0.324227026547799	1	20	5	0.282408700289391	0.55239055095778	1	20	5.24860568922773	0.722207538660659	0.487118051549936	1	20	5.12430284461387	0.375528346572754	0.331726841055212	0.331726841055212
PF08020.14	Protein of unknown function (DUF1706)	NA	NA	metaT	0.324227026547799	1	20	9	0.0322759321341492	0.69460233745843	1	20	8.63862801953007	0.253681529334084	0.560933783252615	1	20	8.81931400976504	0.137514660416755	0.0593874615847325	0.0593874615847325
PF13686.9	DsrE/DsrF/DrsH-like family	NA	NA	metaT	0.324227026547799	1	24	5	0.00182149905204235	0.968296348717052	1	24	1.00007368029384	0.00425579317204736	0.67766534242219	1	24	3.00003684014692	0.00234634990544075	0.00114897947878125	0.00114897947878125
PF13506.9	Glycosyl transferase family 21	NA	NA	metaT	0.324227026547799	1	0	NA	0	0.806310166473937	1	21.8461538461538	5.25912897386253	0.00173799854353999	0.612158248556782	1	21.8461538461538	5.25912897386253	0.000556062230073929	0.00103638488351929	0.00103638488351929
PF12973.10	ChrR Cupin-like domain	NA	NA	metaT	0.324227026547799	1	24	5	0.00499373387905627	0.493757146015142	1	24	6.68517712212388	0.00912132194100167	0.453376862693217	1	24	5.84258856106194	0.0042335434608203	0.00387197911307183	0.00387197911307183
PF17645.4	Arylmalonate decarboxylase	NA	NA	metaT	0.324227026547799	1	20	7	0.00180164809480866	0.836006536629422	1	20	6.14983376166104	0.00624490989491379	0.624900477142034	1	20	6.57491688083052	0.0029714547736281	0.00325318568222782	0.00325318568222782
PF14279.9	HNH endonuclease	NA	NA	metaT	0.324227026547799	1	24	5	0.0275558752020924	0.849355365513498	1	24	2.16611825118697	0.0574368078698005	0.630516074214117	1	24	3.58305912559348	0.0340548147507061	0.0108089424280569	0.0108089424280569
PF19312.2	NtrY N-terminal region	NA	NA	metaT	0.324227026547799	1	24	3	0.000653351228140583	0.700919057187581	1	21.3	3.991379491657	0.00153331891100873	0.563977584329592	1	22.65	3.53780212408524	0.000842697720173777	0.000856442070212473	0.000856442070212473
PF13578.9	Methyltransferase domain	NA	NA	metaT	0.324227026547799	1	20	7	0.0223048575053497	0.629026677681573	1	20	8.84406150449264	0.0773885395532107	0.528202054990065	1	20	7.92203075224632	0.0288094888106633	0.0225020207386917	0.0225020207386917
PF13835.9	Domain of unknown function (DUF4194)	NA	NA	metaT	0.324227026547799	1	20	5	0.0361358332172014	0.679224731502531	1	20	5.07583778562767	0.122537260641772	0.553445661457241	1	20	5.03791889281383	0.0692972764415541	0.0559087569091907	0.0559087569091907
PF18425.4	Csp protease B prodomain	NA	NA	metaT	0.324227026547799	1	20	9	0.0419122368705716	0.457575298191787	1	20	8.62926028416494	0.272755743931803	0.431444437665721	1	20	8.81463014208247	0.127758400047475	0.0678703113431605	0.0678703113431605
PF14080.9	Domain of unknown function (DUF4261)	NA	NA	metaT	0.324227026547799	1	20	7	0.00815752667095388	0.991327595006636	1	20	8.42965615629705	0.0245993408633202	0.686228371516231	1	20	7.71482807814852	0.0132865931813232	0.00875849933422973	0.00875849933422973
PF09035.13	Excisionase from transposon Tn916	NA	NA	metaT	0.324227026547799	1	20	5	0.509509419695866	0.346356561504941	1	20.7299270072993	5.6102023202819	1.42920632532962	0.357849065593436	1	20.3649635036496	5.30133601429186	0.63033385312874	0.590454342688561	0.590454342688561
PF20020.2	Domain of unknown function (DUF6431)	NA	NA	metaT	0.324227026547799	1	20	7	0.173236758811843	0.664923397955612	1	20	8.01768661367301	0.609966437387715	0.546380370758382	1	20	7.5088433068365	0.29158825704226	0.224331018871888	0.224331018871888
PF05580.15	SpoIVB peptidase S55	NA	NA	metaT	0.324227026547799	1	20	7	0.0745491410493762	0.597782943486158	1	20	7.76898602450494	0.210822287562578	0.511840487588239	1	20	7.38449301225247	0.11465608440223	0.0683694008998423	0.0683694008998423
PF06686.14	Stage III sporulation protein AC/AD protein family	NA	NA	metaT	0.324227026547799	1	24	5	0.261288127581894	0.573109788197524	1	22.1298701298701	8.14262196077152	0.606349171229713	0.498546851614379	1	23.064935064935	6.64593560750651	0.325992304281798	0.16475361443708	0.16475361443708
PF03571.18	Peptidase family M49	NA	NA	metaT	0.324227026547799	1	24	7	0.0759440533696421	0.741338140534251	1	20.4807692307692	5.45980167500497	0.298481363132673	0.583024070403422	1	22.2403846153846	6.2078310367592	0.183145062637605	0.143972112043412	0.143972112043412
PF17995.4	Endo-alpha-N-acetylgalactosaminidase N-terminal	NA	NA	metaT	0.324227026547799	1	24	17	0.0172221629748068	0.999522634488493	1	24	16.7999110944638	0.0980848421154589	0.689233231787316	1	24	16.8999555472319	0.0582716138036311	0.0259746245314422	0.0259746245314422
