FeatureID	Name	GO_Term	condition	datatype	JTK_pvalue	JTK_BH.Q	JTK_period	JTK_adjphase	JTK_amplitude	LS_pvalue	LS_BH.Q	LS_period	LS_adjphase	LS_amplitude	meta2d_pvalue	meta2d_BH.Q	meta2d_period	meta2d_phase	meta2d_Base	meta2d_AMP	meta2d_rAMP
PF02560.17	Cyanate lyase C-terminal domain	cyanate metabolic process	FT	metaT	1	1	0	NA	0	0.974508269234033	1	24	5.72141522339207	0	0.999672289219157	1	24	5.72141522339207	0.000166025464871302	0.000184638360394585	0.000184638360394585
PF14390.9	Putative  PD-(D/E)XK family member, (DUF4420)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF19636.2	Family of unknown function (DUF6139)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF13311.9	Protein of unknown function (DUF4080)	NA	FT	metaT	1	1	20	17	0.00465974762889437	0.999577693038998	1	24	9.99919514633189	0.0402814602845527	0.99999991081586	1	22	13.9329644420688	0.0358129284808539	0.00114943893777713	0.00114943893777713
PF06005.15	Cell division protein ZapB	FtsZ-dependent cytokinesis	FT	metaT	1	1	0	NA	0	0.798310475348095	1	20.5090909090909	5.69122051804101	0.00227739272543436	0.978136049204791	1	20.5090909090909	5.69122051804101	0.000674114898299226	0.00136924561481428	0.00136924561481428
PF02753.20	Pili assembly chaperone PapD, C-terminal domain	NA	FT	metaT	1	1	0	NA	0	0.958518926465022	1	20.7352941176471	5.18668391625261	0.000809307206294893	0.999127511286757	1	20.7352941176471	5.18668391625261	0.00020691814145555	0.000495405077277129	0.000495405077277129
PF05981.15	CreA protein	NA	FT	metaT	1	1	0	NA	0	0.989448811062005	1	20	8.99999438487336	0.00128088587719651	0.999944139393524	1	20	8.99999438487336	0.00033319948022922	0.000423782787981146	0.000423782787981146
PF05509.14	TraY domain	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF17496.5	Family of unknown function (DUF5431)	NA	FT	metaT	1	1	0	NA	0	0.958518926465022	1	20.7352941176471	16.813316083747	0.00107225482957581	0.999127511286757	1	20.7352941176471	16.813316083747	0.000274146794661961	0.000656364459101634	0.000656364459101634
PF10685.12	Stress-induced bacterial acidophilic repeat motif	NA	FT	metaT	1	1	0	NA	0	0.974508269234033	1	24	5.72141522339207	0	0.999672289219157	1	24	5.72141522339207	0.000658376843455162	0.000732186601564732	0.000732186601564732
PF08918.13	PhoQ Sensor	phosphorelay signal transduction system	FT	metaT	1	1	0	NA	0	0.999998954084553	1	20	5.18668391625361	0.000275668188078561	0.999999999999453	1	20	5.18668391625361	0.000114601352953777	7.67639603214262e-05	7.67639603214262e-05
PF16359.8	RcsD-ABL domain	NA	FT	metaT	1	1	0	NA	0	0.958518926465022	1	20.7352941176471	5.18668391625351	0.000444828212581315	0.999127511286757	1	20.7352941176471	5.18668391625351	0.000113730640600263	0.000272294813780047	0.000272294813780047
PF03873.16	Anti sigma-E protein RseA, C-terminal domain	NA	FT	metaT	1	1	0	NA	0	0.958518926465022	1	20.7352941176471	5.18668391625324	0.0018419647112522	0.999127511286757	1	20.7352941176471	5.18668391625324	0.000470940962485585	0.00112753063734269	0.00112753063734269
PF03400.16	IS1 transposase	transposition, DNA-mediated	FT	metaT	1	1	0	NA	0	0.936958705710895	1	20	12.9999978770882	0.00184888020651513	0.997969772937066	1	20	12.9999978770882	0.000403642964309377	0.00070823889446694	0.00070823889446694
PF06857.14	Malonate decarboxylase delta subunit (MdcD)	NA	FT	metaT	1	1	20	7	0.00283403676452752	0.619069417191919	1	20.6593406593407	5.33759633480229	0.00673086552938639	0.915936645962501	1	20.3296703296703	6.1839032702945	0.00215697669635856	0.00371573774139023	0.00371573774139023
PF07308.16	Protein of unknown function (DUF1456)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF18220.4	Adhesin BspA variable domain	NA	FT	metaT	1	1	0	NA	0	0.974508269234033	1	24	5.72141522339207	0	0.999672289219157	1	24	5.72141522339207	7.44252083905835e-05	8.27689201768828e-05	8.27689201768828e-05
PF18033.4	SpuA C-terminal	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF18652.4	Adhesin P1 N-terminal domain	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF08363.13	Glucan-binding protein C	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF16364.8	Cell surface antigen C-terminus	NA	FT	metaT	1	1	0	NA	0	0.974508269234033	1	24	13.3607353345594	0	0.999672289219157	1	24	13.3607353345594	4.65961511579143e-05	6.03970936881879e-05	6.03970936881879e-05
PF07198.14	Protein of unknown function (DUF1410)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF18981.3	Internalin K domain (D3/D4)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF14504.9	CAP-associated N-terminal	NA	FT	metaT	1	1	20	11	0.000707637509318535	0.972938018250715	1	20	9.74473045359168	0.00170692648005256	0.999630475993766	1	20	10.3723652267958	0.000795414616127599	0.000618198981672201	0.000618198981672201
PF18435.4	Esterase Ig-like N-terminal domain	NA	FT	metaT	1	1	24	23	0.00101841203964333	0.911874542463865	1	23.5	9.36333673757434	0.000462697669622652	0.995997578297173	1	23.75	4.23668168476718	0.00115845192996206	0.000211585230689837	0.000211585230689837
PF14355.9	Abortive infection C-terminus	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF11372.11	Domain of unknown function (DUF3173)	NA	FT	metaT	1	1	20	9	0.0210682731666328	0.999096780805233	1	24	12.6537461901193	0.0949680546917051	0.999999591974679	1	22	10.7496336704713	0.0614949294091604	0.00377959253467315	0.00377959253467315
PF13359.9	DDE superfamily endonuclease	NA	FT	metaT	1	1	20	7	0.00205625864620278	0.942181982945924	1	20	7.28988659315631	0.00669781548706643	0.998295360054746	1	20	7.14494329657815	0.00358594385456041	0.00268623206456808	0.00268623206456808
PF18938.3	Atypical Rib domain	NA	FT	metaT	1	1	0	NA	0	0.80740720227821	1	20.5090909090909	16.357311544918	0.000123130872821593	0.980133524167782	1	20.5090909090909	16.357311544918	3.6179446203317e-05	7.35763170847165e-05	7.35763170847165e-05
PF05135.16	Phage gp6-like head-tail connector protein	NA	FT	metaT	1	1	20	5	0.0034230276183854	0.991052937922297	1	20	9.01144404942197	0.0729355311578737	0.999959855134606	1	20	7.00572202471099	0.024455535330374	0.0251962339844875	0.0251962339844875
PF04315.15	Elongation factor P hydroxylase	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF14564.9	Membrane binding	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF02313.20	Fumarate reductase subunit D	fumarate metabolic process	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF04575.16	Surface lipoprotein assembly modifier	NA	FT	metaT	1	1	0	NA	0	0.974508269234033	1	24	13.3607353345594	0	0.999672289219157	1	24	13.3607353345594	0.000174735566842179	0.000226489101330705	0.000226489101330705
PF12362.11	DNA polymerase III gamma and tau subunits C terminal	NA	FT	metaT	1	1	0	NA	0	0.936958705710895	1	20	9.00000206330709	0.000351210643748217	0.997969772937066	1	20	9.00000206330709	7.66754409511993e-05	0.000134536049868452	0.000134536049868452
PF16075.8	Domain of unknown function (DUF4815)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF13937.9	Domain of unknown function (DUF4212)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF17680.4	FlgO protein	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF13369.9	Transglutaminase-like superfamily	NA	FT	metaT	1	1	0	NA	0	0.936958705710895	1	20	12.9999978770872	0.0005182458272272	0.997969772937066	1	20	12.9999978770872	0.00011314215015436	0.000198521164564403	0.000198521164564403
PF02494.19	HYR domain	NA	FT	metaT	1	1	0	NA	0	0.922308816149356	1	20	9.02717357975076	0.00111573145822082	0.996900698367043	1	20	9.02717357975076	0.000257405477608558	0.000438990277021207	0.000438990277021207
PF10011.12	Predicted membrane protein (DUF2254)	NA	FT	metaT	1	1	0	NA	0	0.998955116540644	1	24	9.00000873215543	0.00111561028012884	0.999999453919048	1	24	9.00000873215543	0.000387851701707985	4.22323159125684e-05	4.22323159125684e-05
PF05090.17	Vitamin K-dependent gamma-carboxylase	peptidyl-glutamic acid carboxylation	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF03860.19	Domain of Unknown Function (DUF326)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF07561.14	Domain of Unknown Function (DUF1540)	NA	FT	metaT	1	1	24	1	0.116968605186244	0.596499304794629	1	24	20.9999263197062	0.476996473575747	0.904696897139084	1	24	22.9999631598531	0.394756440738178	0.10772543371113	0.10772543371113
PF18626.4	Glutaminase	NA	FT	metaT	1	1	0	NA	0	0.974508269234033	1	24	13.3607353345594	0	0.999672289219157	1	24	13.3607353345594	1.06923282544774e-05	1.38592037171045e-05	1.38592037171045e-05
PF01375.20	Heat-labile enterotoxin alpha chain	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF20522.1	Domain of unknown function (DUF6737)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF11353.11	Protein of unknown function (DUF3153)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF13438.9	Domain of unknown function (DUF4113)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF08373.13	RAP domain	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF03170.16	Bacterial cellulose synthase subunit	UDP-glucose metabolic process	FT	metaT	1	1	0	NA	0	0.989336824240831	1	20	5.91454702267308	0.000219617778729096	0.999942945183976	1	20	5.91454702267308	0.000127922084177515	0.00023322728726748	0.00023322728726748
PF20001.2	Family of unknown function (DUF6428)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF04443.15	Acyl-protein synthetase, LuxE	bioluminescence	FT	metaT	1	1	20	19	0.00154849431463875	0.997464775461406	1	20	1.00006834932916	0.00320760870848537	0.99999678359902	1	20	3.4174664579578e-05	0.00209628962958216	0.000563546607111683	0.000563546607111683
PF09561.13	HpaII restriction endonuclease	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF02128.18	Fungalysin metallopeptidase (M36)	NA	FT	metaT	1	1	0	NA	0	0.936958705710895	1	20	9.00000206330659	0.00010329724816124	0.997969772937066	1	20	9.00000206330659	2.25516002797642e-05	3.95694264318999e-05	3.95694264318999e-05
PF09851.12	Short C-terminal domain	NA	FT	metaT	1	1	20	17	0.00130718166471316	0.999345129272778	1	20	13.4033070453706	0.00242229809342866	0.999999785525343	1	20	15.2016535226853	0.001925252646398	0.00116015662366475	0.00116015662366475
PF13415.9	Galactose oxidase, central domain	NA	FT	metaT	1	1	20	5	0.000554377218311083	0.999942572159284	1	20	8.9184078504455	0.00163397866377438	0.99999999835099	1	20	6.95920392522275	0.00102072557432214	0.00043078251851535	0.00043078251851535
PF15521.9	Novel toxin 11	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF04885.16	Stigma-specific protein, Stig1	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF08685.14	GON domain	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF11429.11	Colicin D	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF03824.19	High-affinity nickel-transport protein	nickel cation transmembrane transport	FT	metaT	1	1	0	NA	0	0.936958705710895	1	20	9.0000020633053	0.000537145690438448	0.997969772937066	1	20	9.0000020633053	0.000117268321454769	0.000205761017445908	0.000205761017445908
PF02727.19	Copper amine oxidase, N2 domain	amine metabolic process	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF02728.19	Copper amine oxidase, N3 domain	amine metabolic process	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF01179.23	Copper amine oxidase, enzyme domain	amine metabolic process	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF14296.9	O-antigen polysaccharide polymerase Wzy	NA	FT	metaT	1	1	0	NA	0	0.994051666435897	1	20	16.813316083747	0.000157878011716683	0.999982273481214	1	20	16.813316083747	0.000155684589882867	0.000364762565352695	0.000364762565352695
PF18027.4	Cytosolic carboxypeptidase N-terminal domain	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF06906.14	Protein of unknown function (DUF1272)	NA	FT	metaT	1	1	0	NA	0	0.936958705710895	1	20	9.00000206330582	0.00194198826543132	0.997969772937066	1	20	9.00000206330582	0.000423970085259558	0.000743905216919781	0.000743905216919781
PF20592.1	Putative adhesin domain (group 10)	NA	FT	metaT	1	1	24	23	7.97864095651292e-06	0.9999999999985	1	24	9.00000726073323	0.000495826791169704	1	1	24	4.00000363036662	0.000234703968712097	4.13176171534383e-05	4.13176171534383e-05
PF07450.14	Formate hydrogenlyase maturation protein HycH	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF18858.4	Large polyvalent protein associated domain 39	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF09498.13	Protein of unknown function (DUF2388)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF02107.19	Flagellar L-ring protein	bacterial-type flagellum-dependent cell motility	FT	metaT	1	1	0	NA	0	0.936958705710895	1	20	9.0000020633067	0.00157011817205085	0.997969772937066	1	20	9.0000020633067	0.000342784324252416	0.000601455281764871	0.000601455281764871
PF05677.15	Chlamydia CHLPS protein (DUF818)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF17124.8	ThiJ/PfpI family-like	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF18722.4	MazG C-terminal domain	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF12623.10	RNA repair, ligase-Pnkp-associating, region of Hen1	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF12721.10	RIP homotypic interaction motif	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF04486.15	SchA/CurD like domain	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF13776.9	Domain of unknown function (DUF4172)	NA	FT	metaT	1	1	0	NA	0	0.998060177130718	1	20.2150537634409	5.18668391625383	0.000407237096025149	0.999998117325873	1	20.2150537634409	5.18668391625383	0.000132557591563999	0.000181287356398423	0.000181287356398423
PF10981.11	Protein of unknown function (DUF2788)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF03942.18	DTW domain	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF09905.12	DNA-binding protein VF530	NA	FT	metaT	1	1	0	NA	0	0.776263532195076	1	20	12.1800438810782	0.00225911224602956	0.972862528576522	1	20	12.1800438810782	0.000807790116824924	0.00113199806918903	0.00113199806918903
PF00765.20	Autoinducer synthase	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF08453.13	Peptidase family M9 N-terminal	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF01752.20	Collagenase	proteolysis	FT	metaT	1	1	0	NA	0	0.936958705710895	1	20	9.0000020633053	0.000268572845219225	0.997969772937066	1	20	9.0000020633053	5.86341607273848e-05	0.000102880508722954	0.000102880508722954
PF16200.8	C-terminal region of band_7	NA	FT	metaT	1	1	0	NA	0	0.762414919239769	1	20	8.34908369848052	0.00132954786007952	0.969230912875943	1	20	8.34908369848052	0.000407886119446869	0.000639983671763643	0.000639983671763643
PF11101.11	Protein of unknown function (DUF2884)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF12531.11	DNA-K related protein	NA	FT	metaT	1	1	0	NA	0	0.936958705710895	1	20	9.00000206330652	0.000247913395586977	0.997969772937066	1	20	9.00000206330652	5.41238406714339e-05	9.49666234365605e-05	9.49666234365605e-05
PF11042.11	Protein of unknown function (DUF2750)	NA	FT	metaT	1	1	0	NA	0	0.936958705710895	1	20	12.9999978770894	0.00302012223453092	0.997969772937066	1	20	12.9999978770894	0.000659345633658123	0.00115689920039283	0.00115689920039283
PF11230.11	Protein of unknown function (DUF3029)	NA	FT	metaT	1	1	20	3	0.00571428736063812	0.702186520108939	1	24	12.7487859227304	0.0128493599230338	0.950448926337172	1	22	7.4931935479181	0.0211005481630672	0.0387001129632805	0.0387001129632805
PF06468.16	Spondin_N	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF14397.9	Sugar-transfer associated ATP-grasp	NA	FT	metaT	1	1	20	7	0.00248343427819422	0.981331485023109	1	20	8.60136831433189	0.00420863963211157	0.99982464866624	1	20	7.80068415716594	0.00215025463302177	0.000928625773276612	0.000928625773276612
PF11874.11	Domain of unknown function (DUF3394)	NA	FT	metaT	1	1	24	1	0.000247759909315539	0.954853975224104	1	24	12.9999995166259	0.000196576003431136	0.998965226548476	1	24	6.99999975633239	0.000239855013087658	0.000277176073851971	0.000277176073851971
PF18158.4	Adaptive response protein AidB N-terminal domain	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF04029.17	2-phosphosulpholactate phosphatase	NA	FT	metaT	1	1	24	7	0.000713038655962747	0.984163026743021	1	24	1.00007368029384	0.00206383621619253	0.999873927835416	1	24	4.00003684014692	0.000746873241597224	8.84756192993365e-06	8.84756192993365e-06
PF12462.11	DNA helicase IV / RNA helicase N terminal	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF09008.13	Head binding	NA	FT	metaT	1	1	0	NA	0	0.936958705710895	1	20	9.00000206330512	0.000309891744483721	0.997969772937066	1	20	9.00000206330512	6.76548008392897e-05	0.000118708279295719	0.000118708279295719
PF11784.11	Protein of unknown function (DUF3320)	NA	FT	metaT	1	1	24	19	0.000119093535304723	0.950732520998144	1	24	9.61715609237281	0.000106538003084693	0.998765920741718	1	24	14.3085780461864	8.54030956437655e-05	3.18949725043796e-05	3.18949725043796e-05
PF09691.13	Type II secretion system pilotin lipoprotein (PulS_OutS)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF06903.15	VirK protein	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF09894.12	Uncharacterized protein conserved in archaea (DUF2121)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF18532.4	Domain of unknown function (DUF5621)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF07916.14	TraG-like protein, N-terminal region	NA	FT	metaT	1	1	0	NA	0	0.808227832456856	1	20	8.63609577185725	0.00607550643156602	0.980308662349686	1	20	8.63609577185725	0.00171176777025507	0.002684038506854	0.002684038506854
PF18219.4	SidC N-terminal domain	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF18363.4	Phosphoinositide phosphatase insertion domain	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF18365.4	Phosphoinositide phosphatase C-terminal domain	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF16816.8	DotD protein	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF03077.17	Putative vacuolating cytotoxin	NA	FT	metaT	1	1	0	NA	0	0.936958705710895	1	20	9.00000206330558	0.000185935046690232	0.997969772937066	1	20	9.00000206330558	4.05928805035743e-05	7.12249675774276e-05	7.12249675774276e-05
PF06299.15	Protein of unknown function (DUF1045)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF16332.8	Domain of unknown function (DUF4962)	NA	FT	metaT	1	1	0	NA	0	0.936958705710895	1	20	9.00000206330791	0.000289232294851473	0.997969772937066	1	20	9.00000206330791	6.3144480783342e-05	0.000110794394009304	0.000110794394009304
PF13627.9	Prokaryotic lipoprotein-attachment site	NA	FT	metaT	1	1	20	3	0.00124245170949922	0.687390030446962	1	24	14.1430448019572	0.00147377268112792	0.94506053282421	1	22	8.13222886756372	0.0034438948400789	0.00624623958632009	0.00624623958632009
PF05943.15	EvpB/VC_A0108, tail sheath N-terminal domain	NA	FT	metaT	1	1	0	NA	0	0.958518926465022	1	20.7352941176471	16.8133160837465	0.000151299761228488	0.999127511286757	1	20.7352941176471	16.8133160837465	3.86832900443276e-05	9.26158439223222e-05	9.26158439223222e-05
PF18945.3	EvpB/VC_A0108, tail sheath gpW/gp25-like domain	NA	FT	metaT	1	1	0	NA	0	0.958518926465022	1	20.7352941176471	16.8133160837465	0.000151299761228488	0.999127511286757	1	20.7352941176471	16.8133160837465	3.86832900443276e-05	9.26158439223222e-05	9.26158439223222e-05
PF09684.13	Phage tail protein (Tail_P2_I)	NA	FT	metaT	1	1	20	5	0.00754353157133494	0.976790906470874	1	20	8.95570009957326	0.0359007500930249	0.999728560824159	1	20	6.97785004978663	0.0113462383013691	0.00984612674934463	0.00984612674934463
PF13532.9	2OG-Fe(II) oxygenase superfamily	NA	FT	metaT	1	1	0	NA	0	0.998973003773168	1	24	9.00000673886294	0.00204528551357941	0.99999947245875	1	24	9.00000673886294	0.000688381587202836	2.65918175973336e-05	2.65918175973336e-05
PF19495.2	Family of unknown function (DUF6030)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF07378.14	Flagellar protein FlbT	mRNA catabolic process	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF03918.17	Cytochrome C biogenesis protein	NA	FT	metaT	1	1	0	NA	0	0.974508269234033	1	24	5.72141522339207	0	0.999672289219157	1	24	5.72141522339207	0.000177475496931392	0.000197372040421798	0.000197372040421798
PF09863.12	Uncharacterized protein conserved in bacteria (DUF2090)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF06564.15	Cellulose biosynthesis protein BcsQ	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF11950.11	Protein of unknown function (DUF3467)	NA	FT	metaT	1	1	24	13	0.00238348822550306	0.999999753968439	1	24	7.49421422562214	0.0162810942076713	0.99999999999997	1	24	10.2471071128111	0.0146506350305208	0.00144836225455436	0.00144836225455436
PF09344.13	CT1975-like protein	NA	FT	metaT	1	1	0	NA	0	0.995035222693536	1	20	8.99999216395712	0.000826377985285791	0.999987655046222	1	20	8.99999216395712	0.000226321060208445	0.000259231259407882	0.000259231259407882
PF09652.13	Putative CRISPR-associated protein (Cas_VVA1548)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF04038.15	Dihydroneopterin aldolase	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF09614.13	CRISPR-associated protein (Cas_Csy2)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF10986.11	Protein of unknown function (DUF2796)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF06953.14	Arsenical resistance operon protein ArsD	negative regulation of transcription, DNA-templated	FT	metaT	1	1	0	NA	0	0.936958705710895	1	20	9.00000206330562	0.00161143707131535	0.997969772937066	1	20	9.00000206330562	0.000351804964364311	0.000617283052337703	0.000617283052337703
PF09203.14	MspA	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF16919.8	Protein kinase G rubredoxin domain	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF16918.8	Protein kinase G tetratricopeptide repeat	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF04461.16	Protein of unknown function (DUF520)	NA	FT	metaT	1	1	20	7	0.00146322068675383	0.954270667242864	1	20	5.77441121018984	0.00322145129669376	0.998938101349875	1	20	6.38720560509492	0.00167650597323535	0.00160818216734866	0.00160818216734866
PF07819.16	PGAP1-like protein	NA	FT	metaT	1	1	0	NA	0	0.999980023265421	1	24	6.82092489942043	0.000521705071101484	0.999999999800464	1	24	6.82092489942043	0.000246968660729075	0.00020670788984872	0.00020670788984872
PF04264.16	YceI-like domain	NA	FT	metaT	1	1	0	NA	0	0.766777202108938	1	20	10.6163696261821	0.00168979962897296	0.970401788710975	1	20	10.6163696261821	0.000643644237133723	0.000876873431643171	0.000876873431643171
PF20254.1	Domain of unknown function (DUF6605)	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF20052.2	GTPase-associated protein 1, C-terminal domain	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF02598.20	Putative RNA methyltransferase	NA	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF03537.16	Glycoside-hydrolase family GH114	NA	FT	metaT	1	1	0	NA	0	0.920593149303015	1	24	8.99997941461091	0.000123956697788728	0.996760346798398	1	24	8.99997941461091	0.000219346452289281	0.000163229379098021	0.000163229379098021
PF10439.12	Bacteriocin class II with double-glycine leader peptide	defense response to bacterium	FT	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF18273.4	Type III R-M EcoP15I C-terminal domain	NA	FT	metaT	1	1	24	1	0.00011737972497027	0.995017896645226	1	20	6.72097844336153	0.00100336570283003	0.999987568661161	1	22	4.15487147718218	0.000681802465877972	0.0009735215066611	0.0009735215066611
PF16929.8	Accessory Sec system GspB-transporter	protein transport	FT	metaT	1	1	24	11	0.00144875128431909	0.996686057289826	1	24	13.1806814491472	0.0100900674938328	0.999994502816047	1	24	12.0903407245736	0.00457102730066489	0.00225293142117108	0.00225293142117108
