CHROMATOGRAM,
p6_c4_tudca_lgasseri_bsh_48h.raw,
Data points: 2554,
Time,Intensity
0.003713015,0
0.008335848,0
0.011479584,0
0.013802484,0
0.01612745,0
0.018450367,0
0.020773283,0
0.023098249,0
0.025421134,0
0.027744066,0
0.030069048,0
0.032391933,0
0.034716931,0
0.0370398,0
0.049306416,0
0.053541783,0
0.055864683,0
0.058189665,0
0.060512582,0
0.062837564,0
0.065160464,0
0.067483349,0
0.069808331,0
0.072131232,0
0.074454116,0
0.076779114,0
0.07910205,0
0.081427017,0
0.083749913,0
0.086072834,0
0.08839778,0
0.093231097,0
0.095553997,0
0.097878984,0
0.10020188,0
0.10252478,0
0.10484977,0
0.10717267,0
0.10949555,0
0.11182053,0
0.11414345,0
0.11646843,0
0.11879133,0
0.12111425,0
0.1234392,0
0.1257621,0
0.12808708,0
0.13041,0
0.13273292,0
0.13505788,0
0.1373808,0
0.13970368,0
0.14202868,0
0.14435157,0
0.14667655,0
0.14899945,0
0.15132235,0
0.15364731,0
0.15597025,0
0.15829313,0
0.16061813,0
0.162941,0
0.1652639,0
0.16758892,0
0.16991183,0
0.17223676,0
0.1770701,0
0.17939507,0
0.18171797,0
0.18404088,0
0.18636587,0
0.18868875,0
0.19101372,0
0.19333663,0
0.19565955,0
0.19798452,0
0.2003074,0
0.20263032,0
0.2049553,0
0.2072782,0
0.21277606,0
0.22165518,0
0.22571983,0
0.22804473,0
0.23036763,0
0.2326926,0
0.2350155,0
0.2373384,0
0.2396634,0
0.24198628,0
0.2443092,0
0.24663418,0
0.24895708,0
0.25128205,0
0.25360495,0
0.25592783,0
0.26089452,0
0.26415903,0
0.26648193,0
0.26880693,0
0.27112985,0
0.27345483,0
0.27577772,0
0.27810063,0
0.2804256,0
0.2827485,0
0.28507142,0
0.2873964,0
0.28971928,0
0.2920443,0
0.29436718,0
0.29669008,0
0.29901505,0
0.30133796,0
0.30366086,0
0.30598583,0
0.30830875,0
0.31063373,0
0.31295663,0
0.31527953,0
0.3176045,0
0.3199274,0
0.32225031,0
0.3245753,0
0.32689822,0
0.3292232,0
0.33154608,0
0.33386898,0
0.33619397,0
0.33851685,0
0.34335018,0
0.34567308,0
0.34799596,0
0.35032097,0
0.35264387,0
0.35496882,0
0.35729171,0
0.35961463,0
0.36193962,0
0.36426252,0
0.36658543,0
0.36891042,0
0.3712333,0
0.37355828,0
0.37588118,0
0.37820407,0
0.3871436,0
0.39941645,0
0.40265181,0
0.41825586,0
0.43617658,0
0.45391603,0
0.47063467,0
0.4886762,0
0.50764275,0
0.52556347,0
0.54059458,0
0.55751113,0
0.57556726,0
0.59460672,0
0.61365867,0
0.62772108,0
0.64273761,0
0.65913335,0
0.67400407,0
0.69387685,0
0.71153506,0
0.72883286,0
0.74454317,0
0.76159305,0
0.77903666,0
0.79688863,0
0.81499267,0
0.83414043,0
0.85286118,0
0.8745839,0
0.89371087,0
0.91185863,0
0.93001893,0
0.95178962,0
0.97086656,0
0.98793518,0
1.0056684,0
1.0243974,0
1.0434723,0
1.0626742,0
1.0796741,0
1.0988615,0
1.1200301,0
1.1380987,0
1.1561402,0
1.1753318,0
1.1971358,0
1.2160502,0
1.235271,0
1.2545375,0
1.276479,0
1.2958101,0
1.3140495,0
1.333364,0
1.3525993,0
1.3745137,0
1.3937469,0
1.4131114,0
1.4322737,0
1.4537569,0
1.4729338,0
1.4921171,0
1.5112982,0
1.5304835,0
1.5469833,0
1.5655874,0
1.5833998,0
1.6002788,0
1.6125579,0
1.6234329,0
1.6363015,0
1.6484201,0
1.6623221,0
1.6723179,0
1.6844199,0
1.6965552,0
1.7062343,0
1.718703,0
1.7287175,0
1.7412403,0
1.7574318,0
1.7724443,0
1.7849088,0
1.7952066,0
1.8069086,0
1.8180481,0
1.8325022,0
1.8441521,0
1.8606832,0
1.8747644,0
1.8845831,0
1.8961705,0
1.9117204,0
1.9254765,0
1.9438264,0
1.9576471,0
1.9677075,0
1.9839032,0
1.9954177,0
2.012653,0
2.0231029,0
2.0362049,0
2.0514673,0
2.064363,0
2.0750234,0
2.089765,0
2.1062981,0
2.1193481,0
2.1351709,0
2.154252,0
2.1694685,0
2.1860622,0
2.201537,0
2.2170994,0
2.2348931,0
2.250868,0
2.263095,0
2.2825677,0
