CHROMATOGRAM,
p6_g9_gudca_ecaz-1-cat_48h.raw,
Data points: 2486,
Time,Intensity
0.0037334,0
0.008368797,0
0.011514532,0
0.013837432,0
0.016160316,0
0.018485331,0
0.020808215,0
0.023133198,0
0.025456098,0
0.027778998,0
0.030103981,0
0.032426881,0
0.034749765,0
0.037074748,0
0.045960131,0
0.050185099,0
0.052507964,0
0.054830884,0
0.057155882,0
0.059478767,0
0.061803749,0
0.06412665,0
0.06644955,0
0.068774548,0
0.071097433,0
0.073420333,0
0.075745316,0
0.078068216,0
0.080393198,0
0.082716099,0
0.085039015,0
0.087363965,0
0.091855716,0
0.094180615,0
0.096503515,0
0.0988264,0
0.10115137,0
0.1034743,0
0.10579718,0
0.10812218,0
0.11044508,0
0.11276798,0
0.11509296,0
0.11741585,0
0.11974085,0
0.12206375,0
0.12438665,0
0.12671163,0
0.12903453,0
0.13135741,0
0.1336824,0
0.13600532,0
0.1383303,0
0.1406532,0
0.1429761,0
0.14530107,0
0.14762398,0
0.14994688,0
0.15227185,0
0.15459475,0
0.15691975,0
0.15924265,0
0.16156557,0
0.16389053,0
0.16621343,0
0.16853633,0
0.17086131,0
0.175701,0
0.17802377,0
0.18034875,0
0.18267165,0
0.18499455,0
0.18731953,0
0.18964243,0
0.19196741,0
0.19429033,0
0.19661322,0
0.19893821,0
0.20126111,0
0.20358401,0
0.20590898,0
0.21140685,0
0.21690682,0
0.22112973,0
0.22345261,0
0.2257776,0
0.2281005,0
0.23042548,0
0.23274838,0
0.23507126,0
0.23739625,0
0.23971916,0
0.24204206,0
0.24436705,0
0.24668995,0
0.24901496,0
0.25133783,0
0.25366073,0
0.2559857,0
0.26048155,0
0.26280442,0
0.26512735,0
0.26745231,0
0.2697752,0
0.2720981,0
0.27442308,0
0.27674598,0
0.27907098,0
0.28139388,0
0.28371677,0
0.28604176,0
0.28836465,0
0.29068756,0
0.29301253,0
0.29533545,0
0.29766043,0
0.29998333,0
0.30230621,0
0.3046312,0
0.3069541,0
0.309277,0
0.31160198,0
0.3139249,0
0.3162478,0
0.31857278,0
0.32089568,0
0.32322067,0
0.32554355,0
0.32786647,0
0.33019145,0
0.33251435,0
0.33483726,0
0.33716223,0
0.33948515,0
0.3439851,0
0.346308,0
0.348633,0
0.3509559,0
0.35327878,0
0.35560378,0
0.35792667,0
0.36025163,0
0.36257453,0
0.36489745,0
0.36722245,0
0.36954533,0
0.37186825,0
0.37419321,0
0.3765161,0
0.382014,0
0.38625357,0
0.38857852,0
0.394116,0
0.39835345,0
0.40682425,0
0.41721792,0
0.43861777,0
0.45843843,0
0.4750529,0
0.49310695,0
0.51166308,0
0.52681297,0
0.54406491,0
0.5610044,0
0.58005843,0
0.59913538,0
0.61819773,0
0.63269557,0
0.64634338,0
0.66330368,0
0.6805369,0
0.69992425,0
0.71819287,0
0.73455943,0
0.74953015,0
0.7642613,0
0.78460282,0
0.80320061,0
0.82126088,0
0.84041283,0
0.86178352,0
0.88092716,0
0.90002702,0
0.91815188,0
0.93634132,0
0.95820575,0
0.97696812,0
0.99523467,0
1.011445,0
1.0322886,0
1.0504051,0
1.0694716,0
1.0885903,0
1.1097338,0
1.1290108,0
1.1470565,0
1.1662481,0
1.1850229,0
1.2068749,0
1.2253122,0
1.2446079,0
1.2638203,0
1.2857493,0
1.3050742,0
1.3233428,0
1.3426697,0
1.3620092,0
1.3812299,0
1.4004756,0
1.4197588,0
1.4408544,0
1.4599835,0
1.4791542,0
1.4983082,0
1.5170206,0
