FeatureID	Name	rab.all	rab.win.FA	rab.win.NA	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH	diffexpr
PF02633.17	Creatinine amidohydrolase	-2.54876853935523	-2.3579152492845	-2.70505333586655	0.154533038577074	4.47512890918647	-0.0281551890354095	0.483677548905506	0.537460005666367	0.680424390179213	0.596797602397602	0.726882057244778	none
PF17651.4	RACo middle region	0.991079480429103	2.52900870939491	-1.78629659966851	4.1156719178554	3.21511596529376	-1.16866869560886	0.0560000777672559	0.00754180226365881	0.0597506987734838	0.00567432567432567	0.0377657658331854	up
PF14574.9	C-terminal domain of RACo the ASKHA domain	1.31160660887132	3.5149951212279	-1.81092059021189	5.24430939431245	3.25489911972157	-1.5383289128104	0.0113337370933635	0.00219291093729023	0.0307579155837375	0.000911088911088911	0.0136843807619599	up
PF09560.13	Sporulation protein YunB (Spo_YunB)	-1.19289401697519	-2.4448661413057	-0.519475708958318	-1.80793826800108	4.07115742238533	0.394498085759297	0.30000000881834	0.326887641235891	0.490185506725394	0.30920999000999	0.460885572735556	none
PF02571.17	Precorrin-6x reductase CbiJ/CobK	0.89926412325473	1.13826786618203	0.751340501501083	0.206410502561321	3.15065665418998	-0.0535884766629256	0.46502331908821	0.610929311508428	0.74846240372272	0.709966033966034	0.819784759230796	none
PF13241.9	Putative NAD(P)-binding	-2.11649766024273	-2.50335621523432	-1.70794465900841	-1.20369964148309	4.74313063011534	0.212050853161787	0.404000003691644	0.513098574814688	0.658552970059971	0.525810589410589	0.66693534893949	none
PF07454.14	Stage II sporulation protein P (SpoIIP)	1.42463125887748	3.32248501310742	-0.158719168759154	3.30071327262651	2.77970264955323	-1.18979761107064	0.0466667610160073	0.00724848813951227	0.0581389740824223	0.003395004995005	0.0296672053790417	up
PF17481.5	Phage tail sheath protein beta-sandwich domain	-1.73456664396918	-3.027018177457	-1.01355673590551	-1.85837473400376	3.73626758968402	0.426382841633028	0.279147245325478	0.296292723181169	0.450610652219574	0.272072327672328	0.412024342973439	none
PF04984.17	Phage tail sheath protein subtilisin-like domain	-1.46637951185659	-3.00357365010101	-0.529131628875812	-2.36637173901412	3.79013601257234	0.551493410846755	0.235333346951534	0.235875026903443	0.386716667696825	0.192334865134865	0.322402556948465	none
PF17482.5	Phage tail sheath C-terminal domain	-1.4946549332318	-3.13931531119001	-0.518395905296774	-2.42284940668051	3.78221032184112	0.528896096171048	0.239173897331348	0.233994689178947	0.382187137913745	0.189158841158841	0.318978817282759	none
PF12733.10	Cadherin-like beta sandwich domain	-2.57078765322204	-3.01970410853029	-2.16389540263569	-1.16763940570249	4.79488620544859	0.214230651599133	0.390666670919393	0.474942220487953	0.623789710678665	0.49998001998002	0.641798768191815	none
PF13205.9	Bacterial Ig-like domain	-1.34505817601429	-2.37186228104556	-0.39870657189468	-1.96677348959458	4.53899105660682	0.379859346864279	0.321785483900142	0.39648266358783	0.559080998703105	0.359078921078921	0.520223005189108	none
PF12671.10	Putative amidase domain	-1.28628090934222	-1.41216403510421	-1.21201897196544	-0.177945273202374	4.16515736394019	0.0403640288975364	0.480346436437592	0.564046553837904	0.704430782131454	0.608588211788212	0.739443510707389	none
PF13478.9	XdhC Rossmann domain	-1.33141644302224	-2.15636124966	-0.777138239180103	-1.18501523356346	4.10496087625298	0.235681316959286	0.366422390397075	0.435505108866061	0.595372895577017	0.449189210789211	0.595415155511843	none
PF02625.19	XdhC and CoxI family	-2.47067101372619	-3.17076429316235	-1.99350062030432	-1.1350756896065	4.43732509041973	0.221508642291857	0.380413062652985	0.447918246916103	0.598943954561491	0.466580619380619	0.607438911442511	none
PF17853.4	GGDEF-like domain	3.89508677916123	5.2547760325498	3.34783950210299	1.94233523546613	0.822495450143594	-2.32852837364487	0.000673368629139601	0.000115133725225015	0.00613648879106517	0.000433166833166833	0.00974530592290009	up
PF14501.9	GHKL domain	6.3372159632484	6.61357964929934	5.91629303701895	0.747901963299317	0.95788642313754	-0.723920631964183	0.199333350776673	0.032592726622757	0.145229881158574	0.0910521478521479	0.231157455650818	none
PF13581.9	Histidine kinase-like ATPase domain	0.948184217755211	1.64969652418888	-0.573644555401004	1.71816219639467	3.75439363165534	-0.422835534856687	0.266666677714643	0.21598546190926	0.37337117042639	0.194316083916084	0.364427146429953	none
PF03116.18	NQR2, RnfD, RnfE family	1.99600777296514	2.30191053715275	1.41758250768607	0.790630477760876	1.76975033121934	-0.336952924866732	0.318666674399836	0.174987314894268	0.351947847821817	0.313769030969031	0.485101767123694	none
PF09039.14	Mu DNA binding, I gamma subdomain	-1.62655919027433	-2.3412422931219	-1.13781520560845	-1.40484855713685	4.7622721549709	0.265470645138938	0.372418392789095	0.437997947692013	0.601241437576892	0.46837962037962	0.61870274493944	none
PF04233.17	Phage Mu protein F like protein	0.770226682403448	1.08135748422224	0.0991315290450316	0.662240856511164	3.12173042060169	-0.178124438414517	0.427333336082764	0.51233218374507	0.671959530381832	0.65072967032967	0.781987747955346	none
PF03496.17	ADP-ribosyltransferase exoenzyme	-2.20978422712989	-3.0962465605369	-1.59186055766396	-1.840505376732	4.62773137695691	0.356728771222258	0.339773490948412	0.366588918739299	0.524364293416265	0.389261138861139	0.540095933963804	none
PF06130.15	Phosphate propanoyltransferase	0.690563128031802	2.61204505482112	-1.97233525731447	4.63798907683434	3.17126984583571	-1.36002863008724	0.0453032284582995	0.00403546467523929	0.0417674090086877	0.00312247752247752	0.0277838544279445	up
PF13479.9	AAA domain	0.525777931426784	-0.493312141665087	1.04265582907393	-1.69202853905766	3.19385377486344	0.451977606696879	0.242666679631739	0.273291965605292	0.445509287153868	0.181527672327672	0.336400037889396	none
PF12571.11	Phage tail-collar fibre protein	0.378888225169773	-0.517224276806863	1.09938408233443	-1.46291769212167	4.09250075890057	0.302299501734368	0.322666674179608	0.425706099728765	0.592683241655331	0.341924475524475	0.517758243445437	none
PF07090.14	Putative glutamine amidotransferase	-1.14442129514619	-2.58856444800456	0.76102711925996	-3.13064453345856	4.16059998119979	0.671957222044472	0.230666680719594	0.191094203165547	0.335419064019951	0.147923276723277	0.281415799387278	none
PF01991.21	ATP synthase (E/31 kDa) subunit	-1.55846094734411	-1.86134956567274	-1.35467709555855	-0.353601617250011	4.27525267548756	0.0834340298836914	0.452365091718084	0.569173269350224	0.713494683774827	0.634296503496503	0.758712471415762	none
PF03473.20	MOSC domain	-1.54691772603183	-2.62169782122465	-0.747084273917027	-1.48093978706853	4.51984174909028	0.269543774917538	0.361333338897062	0.427581292386589	0.592136021885163	0.433236363636364	0.591204962237818	none
PF01970.19	Tripartite tricarboxylate transporter TctA family	2.4143083477557	3.23200959877643	1.46645456379051	1.61478102614101	1.47927332988325	-0.98692053554055	0.132000029739246	0.0206222860230359	0.0971508742913916	0.0340651348651349	0.11093101006132	none
PF17746.4	SfsA N-terminal OB domain	1.73566518263142	3.10765049636928	0.141590604945739	2.8143087610044	2.78401910363665	-0.906366638910036	0.107928085623509	0.0162838050700324	0.0936526769114105	0.0161782217782218	0.0752603595098365	up
PF03749.16	Sugar fermentation stimulation protein RE domain	1.72549676549308	3.12744440562571	0.188364108350902	2.68120332721051	2.64128853770868	-0.895179286400957	0.109260530129981	0.0174648635375706	0.0971010097265492	0.0183384615384615	0.0802836798576374	up
