FeatureID	Name	rab.all	rab.win.FA	rab.win.FT	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH	diffexpr
PF00308.21	Bacterial dnaA  protein	2.4486233787474	2.63778730987833	2.15289291227407	-0.430929870865496	1.06901318793643	-0.340106587963983	0.344437048342602	0.437534078573132	0.882952577147128	0.448705627705628	0.88838861037394	none
PF08299.14	Bacterial dnaA protein helix-turn-helix	2.4636440821665	2.63748451467537	2.16419840616895	-0.441672557885974	1.05106669804631	-0.362674181603223	0.347333339568994	0.430000213032855	0.880820857142955	0.44530303030303	0.889280577245453	none
PF01527.23	Transposase	2.93889019663941	3.3912480175396	2.51043205310763	-0.942581366822038	1.12852721151257	-0.756757955747456	0.17921387759398	0.11154103558393	0.844548080604148	0.101597402597403	0.731753756398067	none
PF01025.22	GrpE	1.02401954951573	0.97144769379457	1.12167569438326	0.188217686726121	1.69250084647449	0.0786093537514916	0.460359761635369	0.598732564360761	0.912768598203213	0.654090909090909	0.941368702007172	none
PF00012.23	Hsp70 protein	5.0761060368246	5.1842820448674	4.62982217953205	-0.341101354760013	0.805091637338151	-0.373326870480782	0.392666670834013	0.447899211837152	0.878392033741749	0.589108225108225	0.937455881470881	none
PF06100.14	MCRA family	0.388708692240965	0.654997386199867	-0.0725887329395265	-0.807924053942975	1.95280147483632	-0.32277568549237	0.314000007995311	0.309530623797277	0.864438153824773	0.392142857142857	0.857029473047932	none
PF08220.15	DeoR-like helix-turn-helix domain	3.23593661851276	3.28199072199929	3.16864907974996	-0.0599740156455466	0.690547366458603	-0.055962925403604	0.466000001265109	0.603808438509491	0.913574224365607	0.630813852813853	0.934335272435542	none
PF00455.25	DeoR C terminal sensor domain	2.98199768581315	3.09081648418285	2.83969482211067	-0.195109126533072	0.8084038230241	-0.161873402978569	0.399067292366211	0.653726887303504	0.923699352159216	0.57734632034632	0.920641087910042	none
PF00294.27	pfkB family carbohydrate kinase	4.88248370354806	4.81984882206837	4.93152283221788	0.102273857580148	0.47568871072927	0.186149595031742	0.405333336969865	0.528658171403432	0.900283388538456	0.588580086580087	0.92775444315021	none
PF00359.25	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	3.09041837662233	2.84007103481135	3.36265357322277	0.597540180238798	0.990559473326807	0.53222402166937	0.270486353193786	0.269951529116793	0.859868647335117	0.235194805194805	0.812885945471693	none
PF02302.20	PTS system, Lactose/Cellobiose specific IIB subunit	3.22321728551264	3.07133437900764	3.42011675205147	0.437272355225014	0.893983316006091	0.430863219951532	0.309793479244992	0.372961690549574	0.873577243400143	0.334917748917749	0.857184436566497	none
PF02378.21	Phosphotransferase system, EIIC	6.00543268495447	6.08253770126296	5.82784754028029	-0.245114359943781	0.406991280189557	-0.559842163556608	0.265822795905675	0.185367690214114	0.848520958613865	0.260861471861472	0.824712337970878	none
PF13396.9	Phospholipase_D-nuclease N-terminal	3.83874921696502	4.07524836083315	3.64671217616644	-0.459811160709192	0.873904271304101	-0.483708392762775	0.275149910491543	0.270015528302454	0.85916395540016	0.289112554112554	0.837502770489498	none
PF13091.9	PLD-like domain	4.83040415214533	5.0648649435226	4.63281044405242	-0.467844006268971	0.788323549801312	-0.568478806934263	0.272000010661313	0.202257461744256	0.849437951701524	0.232606060606061	0.825004156178839	none
PF10298.12	WhiA N-terminal LAGLIDADG-like domain	1.9661100822179	2.0073590245163	1.91348074713684	-0.139738910178418	0.931337671724856	-0.125547207463186	0.436000002409853	0.505046355284474	0.897354129382598	0.57061038961039	0.914544286331215	none
PF14527.9	WhiA LAGLIDADG-like domain	2.01919109055672	2.08075559848315	1.93172453681929	-0.188002065340837	0.988838618333054	-0.173457056495796	0.415333336561705	0.484311580921301	0.892683262330943	0.547164502164502	0.911733213221695	none
PF02650.17	WhiA C-terminal HTH domain	2.02446163793913	2.08454566399733	1.95224103499338	-0.150395409674252	0.97623029832818	-0.12364384796401	0.426382414508798	0.485876204651258	0.891110307454163	0.550770562770563	0.9137473802456	none
