FeatureID	Name	rab.all	rab.win.FA	rab.win.NA	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH	diffexpr
PF00308.21	Bacterial dnaA  protein	3.08979232193101	3.16822136997336	3.01550873228246	0.150810828338413	1.18392173480804	-0.0915257456090729	0.445518161123312	0.418758851179802	0.551424311375651	0.587071823787354	0.688311322297007	none
PF08299.14	Bacterial dnaA protein helix-turn-helix	3.07831270652055	3.1732307815059	2.98483281755492	0.17623102539776	1.17874392606734	-0.113346109172026	0.435666667272373	0.407770747031423	0.540452107918239	0.559440559928249	0.663713986489282	none
PF01527.23	Transposase	4.03364007241406	4.10444143195085	3.91255962050209	0.22984867751325	1.34778176020051	-0.134838120968656	0.438187271490533	0.626138149590011	0.738634991283946	0.610966183143246	0.718150681953144	none
PF01025.22	GrpE	1.29066226786131	1.88412348503865	0.66930970124637	1.20948628059671	2.08769878442302	-0.496961234227306	0.233922029426058	0.0255232451030023	0.0701093190381433	0.0343623110827467	0.0781502268873706	up
PF00012.23	Hsp70 protein	5.2160748268985	5.94708813053014	4.84687040575147	1.04598795072148	0.768974252673488	-1.26350104704474	0.069666682036078	4.33887711158032e-05	0.000700194980234315	3.28881712989659e-05	0.000370259484824637	up
PF06100.14	MCRA family	1.68278453835401	1.54245153308121	1.8365944054907	-0.256917810484072	2.63902830585544	0.0724669403315578	0.454181939781098	0.679061294900861	0.777266894258458	0.666329462313378	0.759825444200559	none
PF08220.15	DeoR-like helix-turn-helix domain	3.90003995501065	4.05567122231261	3.72242866198226	0.110780171289234	1.1900264410296	-0.0847786572925631	0.457514162342002	0.728810540158459	0.816453392377829	0.657049954467532	0.750756800733293	none
PF00455.25	DeoR C terminal sensor domain	3.36438443490421	3.79524696872124	3.05619666798157	0.566785543401675	1.54590830424334	-0.327957261265606	0.322225926574767	0.210275071724992	0.336379034196544	0.159236560551419	0.268604135396448	none
PF00294.27	pfkB family carbohydrate kinase	5.11505252565072	5.69978128183322	4.80684213181733	0.883688984607361	0.927071297691955	-0.884356866403381	0.156614467859875	0.00120439429682151	0.00846475994815025	0.00156342233741429	0.0083214523993335	up
PF00359.25	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	3.39588778712228	3.66133805422145	3.10380168416279	0.646751578947589	1.51931018509694	-0.340179757333364	0.305564813849085	0.0472082364447267	0.121715723561895	0.128784949942611	0.224730020225573	none
PF02302.20	PTS system, Lactose/Cellobiose specific IIB subunit	3.27833163698164	3.94227552624836	2.19006197898703	1.69877403174031	1.72678716629682	-0.842171978746924	0.181000004981319	0.0040943234612344	0.0195439681099311	0.00379580453844795	0.0164767133051859	up
