CycID	JTK_pvalue	JTK_BH.Q	JTK_period	JTK_adjphase	JTK_amplitude	LS_pvalue	LS_BH.Q	LS_period	LS_adjphase	LS_amplitude	meta2d_pvalue	meta2d_BH.Q	meta2d_period	meta2d_phase	meta2d_Base	meta2d_AMP	meta2d_rAMP
PF13561.9	0.00804820693709583	0.317366540758354	24	5	0.371979201122262	0.133548285647871	1	24	1.00005495329861	1.67759235973001	0.00842189079643585	0.501943340569209	24	3.00002747664931	1.18547821333505	0.180774841722222	0.152491070429423
PF08240.15	0.207574955908289	1	24	3	0.270688212609394	0.6608480646121	1	24	12.8957815523311	1.37949095643704	0.409673844060901	1	24	7.94789077616555	1.41705295447314	0.282790026043226	0.199562073633563
PF00107.29	0.207574955908289	1	24	3	0.280861575020641	0.661901132556383	1	24	12.8993799237886	1.37714273981047	0.410107898791201	1	24	7.9496899618943	1.41370755058295	0.281731594399854	0.199285626142182
PF12698.10	0.898239271017049	1	20	13	0.0186632206036904	0.974900300906175	1	24	15.3676108938147	0.340402614000746	0.99193232908902	1	22	14.1934883263317	0.285803101977822	0.0693068499601351	0.0693068499601351
PF01264.24	1	1	20	5	0.0174937319496493	0.994872493443523	1	24	9.06216958327276	0.112715887119286	0.99998683181232	1	22	6.90349439233335	0.0841634223890009	0.00154609220494411	0.00154609220494411
PF03703.17	0.647739564961787	1	20	1	0.00538746829802892	0.727056484226863	1	24	13.1263307316937	0.0640399407215771	0.825571844383831	1	22	6.56623491869296	0.0682343466389025	0.0511402907703837	0.0511402907703837
PF07905.14	0.0832745443856555	0.808668058141859	24	7	0.0420986063852975	0.193545094620173	1	24	1.00007818599647	0.116353962218424	0.0826476194785044	1	24	4.00003909299824	0.0679158929672993	0.0114759432528394	0.0114759432528394
PF17853.4	0.00388888888888889	0.257671957671958	20	1	0.104522970415087	0.171648683829378	1	24	20.9999263197062	0.847693842603805	0.00554840643846333	0.465874816470973	22	21.1749662298653	0.725449309546611	0.179135549084479	0.179135549084479
PF13556.9	0.00388888888888889	0.257671957671958	24	1	0.142109773222312	0.142362682992872	1	24	20.9999263197062	0.712268387677213	0.00470532901909848	0.444950530543876	24	22.9999631598531	0.629350557892905	0.156789461253613	0.156789461253613
PF13649.9	0.00173133450911229	0.224842641583382	24	1	0.478705405657753	0.0947054031622856	1	24	1.00007368029384	1.23986628583139	0.00159307568797062	0.366221786300128	24	1.00003684014692	0.676224399474171	0.492518756480866	0.492518756480866
PF00092.31	0.00388888888888889	0.257671957671958	24	7	0.0253285376656088	0.110828550563841	1	24	6.62772311942303	0.109078405889996	0.00377099183485652	0.404280030738118	24	6.81386155971151	0.072967914931962	0.0332339106003151	0.0332339106003151
PF00144.27	1	1	24	7	0.0118473350029805	0.967064068922005	1	24	8.88395310255098	0.0728381359630377	0.99945155749693	1	24	7.94197655127549	0.0650443624107706	0.0106958578025896	0.0106958578025896
PF07732.18	1	1	20	13	0.00136472948225718	0.963131307795017	1	20	9.00289947861035	0.0525163900014198	0.999311839695562	1	20	11.0014497393052	0.0126955830143318	0.0149700680610549	0.0149700680610549
