Feature	Intercept_mean	C(condition, Treatment('FA'))[T.FT]_mean	C(condition, Treatment('FA'))[T.NA]_mean	Intercept_std	C(condition, Treatment('FA'))[T.FT]_std	C(condition, Treatment('FA'))[T.NA]_std	Intercept_hdi	C(condition, Treatment('FA'))[T.FT]_hdi	C(condition, Treatment('FA'))[T.NA]_hdi
UBA3282_sp003611805	-7.332932374999988	2.8308937153500033	4.373505514750002	1.7680881616153106	1.8629490568291636	1.845428999233652	(-10.7141, -4.33964)	(-0.566508, 6.37013)	(1.26212, 8.06375)
Paraferrimonas_sedimenticola	-7.167942845989992	-1.5801779829350011	1.2843137751874976	4.030531752705934	4.4894579151834915	3.4492723853278346	(-14.1069, 1.01744)	(-10.1383, 6.51841)	(-4.83729, 8.44004)
Coprobacter_fastidiosus	-7.366536099049992	-1.1630661781234983	0.9721919320650004	3.553826179097017	4.372734417614702	3.2695182319646907	(-14.011, -0.198514)	(-9.77565, 6.9612)	(-5.26001, 7.31713)
Lactiplantibacillus_plantarum_A	-7.167942845989992	-1.5801779829350011	1.2843137751874976	4.030531752705934	4.4894579151834915	3.4492723853278346	(-14.1069, 1.01744)	(-10.1383, 6.51841)	(-4.83729, 8.44004)
Methanomethylophilus_alvus	-7.550946114075002	-1.7272888367650026	0.971576847695	3.576915629210646	4.343740178036845	3.2924238335024554	(-14.6262, -0.95767)	(-10.7205, 5.56087)	(-5.15192, 7.47457)
Butyribacter_sp003612285	-4.716271831850002	-3.6866740966899907	0.03564791777000007	1.673997821350807	3.8482023049548455	2.1295253264908376	(-7.69646, -1.31069)	(-10.8752, 3.77405)	(-3.74464, 4.35739)
Acetatifactor_muris	-3.812868265709997	-4.867995911250001	-1.3272073456145024	1.2237795080082912	3.3059394357573226	1.624132758851425	(-5.85596, -1.53672)	(-11.6391, 1.07651)	(-4.58401, 1.58394)
Enterousia_intestinigallinarum	-7.289938492099993	2.9823271754350027	-2.9271962365000075	3.7492899951332195	3.5609637657231077	4.214185824944097	(-14.2761, 0.0772695)	(-4.37654, 9.499)	(-9.93217, 5.35492)
Bifidobacterium_globosum	-5.398808382379993	-1.0650973637599994	1.6995913977400008	4.143115371102327	4.706982337341685	4.078106334451327	(-13.1166, 2.32243)	(-9.54365, 7.53088)	(-5.9774, 9.28121)
Staphylococcus_xylosus	-8.858988223449995	-1.6076594112400004	0.6897512949499999	3.2461809056684148	3.995343874230315	2.8329519412271136	(-15.1423, -2.16175)	(-9.36882, 5.07998)	(-3.95742, 6.71758)
Listeria_aquatica	-7.366536099049992	-1.1630661781234983	0.9721919320650004	3.553826179097017	4.372734417614702	3.2695182319646907	(-14.011, -0.198514)	(-9.77565, 6.9612)	(-5.26001, 7.31713)
Lacrimispora_algidixylanolytica	-8.473879452899997	-2.197196658915	1.7994432036950014	2.985016217371577	3.932238673990292	2.791957767608796	(-14.0188, -2.55712)	(-10.191, 4.34159)	(-3.97307, 7.01084)
Anaerotruncus_sp000403395	-5.032051692605011	-4.317852932885003	-0.8687665301484992	1.2473362571975992	3.296116754505918	1.4757274338624393	(-7.24991, -2.47798)	(-11.4136, 1.12643)	(-3.67719, 1.67568)
Clostridium_N_fimetarium	-8.858988223449995	-1.6076594112400004	0.6897512949499999	3.2461809056684148	3.995343874230315	2.8329519412271136	(-15.1423, -2.16175)	(-9.36882, 5.07998)	(-3.95742, 6.71758)
UBA8158_sp003449595	-7.460275259214991	-1.7082123128199995	0.9810592830399988	3.7725803771031012	4.6738164041277575	3.5621524727718015	(-14.1941, 0.298358)	(-11.2209, 6.64695)	(-5.9722, 7.74803)
Anaerotruncus_sp003612625	-7.848188115859988	-1.7112074812050007	1.9577289021100033	3.1677772121487733	4.070453920705739	3.0611223096540376	(-13.7672, -1.81016)	(-9.44281, 5.40272)	(-3.36823, 8.06209)
CAG-485_sp002362485	-4.469989830000005	0.6822294107459982	1.429986611735002	0.6176883988453815	0.8507607022607344	0.6912600986006379	(-5.65046, -3.30725)	(-0.883309, 2.25935)	(0.113019, 2.7011)
