cluster index	parent mass	RTMean	component	#Scan#	Compound_Name
30992	467.1317415115584	5.217415	-1		
13091	467.1648478205869	1.816649	-1		
23371	467.1749311373149	2.8060973	-1		
32665	467.2039636696013	5.944457	-1		
21647	467.2161147072187	2.5485485	-1		
3816	467.225136709186	0.74875414	-1		
19131	467.23202427763147	2.2778518	-1		
11663	467.2509113981389	1.7138984	-1		
16674	467.2521007983621	2.0711813	-1		
19559	467.2521790849953	2.3151693	-1		
33315	467.2609363950453	6.371082	-1		
33457	467.3361287549337	6.4214334	-1		
36315	467.3483354609705	7.9388757	302	36315.0	"""Candidate Dihydroxylated bile acid (delta mass 74.0487; sirius atomic difference: 2C, 6H, 2N, 1O; buddy atomic difference: 2C, 6H, 2N, 1O)"""
32446	467.34850278376086	5.8361535	302	32446.0	"""Candidate Dihydroxylated bile acid (delta mass 74.0487; sirius atomic difference: 2C, 6H, 2N, 1O; buddy atomic difference: 2C, 6H, 2N, 1O)"""
36935	467.3485233044975	8.243779	302	36935.0	"""Candidate Dihydroxylated bile acid (delta mass 74.0487; sirius atomic difference: 2C, 6H, 2N, 1O; buddy atomic difference: 2C, 6H, 2N, 1O)"""
34879	467.384565519212	7.21389	-1		
5624	468.19569679165386	1.0322652	-1		
22326	468.2236602874546	2.647441	-1		
16701	468.22438453133753	2.0690958	-1		
16382	468.2511301479372	2.0503142	-1		
21869	468.30695278035705	2.553805	-1		
22460	468.3077958963401	2.6636345	-1		
25125	468.3106020800121	3.1335018	30		
26553	468.3110029769419	3.426735	30		
36074	468.3308702548461	7.8323045	556	36074.0	"""Candidate Trihydroxylated bile acid (delta mass 59.0363; sirius atomic difference: 2C, 5H, 1N, 1O; buddy atomic difference: 2C, 5H, 1N, 1O; spectral library match to CCMSLIB00010118116, match to acetylated cholic acid)"""
39585	468.3335003970244	8.704592	556	39585.0	"""Candidate Trihydroxylated bile acid (delta mass 59.0363; sirius atomic difference: 2C, 5H, 1N, 1O; buddy atomic difference: 2C, 5H, 1N, 1O; spectral library match to CCMSLIB00010118116, match to acetylated cholic acid)"""
43799	468.3330877458004	8.995739	-1		
37861	468.34638486512006	8.500337	133	37861.0	"""Candidate Trihydroxylated bile acid (delta mass 59.0524; buddy atomic difference: 6C, 5H, 1N, -2O)"""
41104	468.3681354122986	8.817891	615	41104.0	Spectral Match to 3.alpha.,7.alpha.,12.alpha.-Trihydroxycholestanoic acid from NIST14
43699	468.368346200796	9.077855	615	43699.0	Spectral Match to 3.alpha.,7.alpha.,12.alpha.-Trihydroxycholestanoic acid from NIST14
45316	468.3897680192827	9.156737	-1	45316.0	Panaxatriol
20666	469.0753463809078	2.4273045	-1		
3912	469.2409610832665	0.7555667	-1		
40874	469.292262169091	8.786011	-1		
41707	469.3307831450562	8.869713	-1		
32459	469.3317376022127	5.8375926	-1		
15461	470.2401049884137	2.0114388	-1		
20693	470.2666319498158	2.434552	-1		
15065	470.2982156963064	1.9664025	-1		
44655	470.32307212943294	9.088329	-1		
34941	470.3261785223841	7.268755	133	34941.0	Cholyl_proline
38212	470.3477941285515	8.5486765	-1		
43982	470.34821190625854	9.018107	-1		
39374	470.348545875088	8.677195	-1		
44323	470.36057253193184	9.080602	-1		
41246	470.3625116475756	8.833643	133	41246.0	Ile/Leu-DCA
18192	470.37075919891726	2.1872842	-1		
39495	470.38481381976766	8.688209	-1		
19827	471.0888549809772	2.3377194	-1		
28323	471.15713825893744	3.9834228	-1		
3246	471.2203431574818	0.69032705	-1		
17342	471.22364398877767	2.0583549	-1		
11287	471.25686892344737	1.6861305	-1		
6356	471.25726960270345	1.2222512	-1		
21461	471.25748124480174	2.5227659	-1		
32501	471.30898809690086	5.8399773	-1		
45406	471.30948432618834	9.152058	-1		
37098	471.3096124362793	8.373424	-1		
23983	471.3110431498128	2.9159102	-1		
32870	471.3113120287455	6.078457	-1		
34452	471.3219709939308	6.9874372	-1		
38306	471.34737677117823	8.557907	-1		
31373	471.3539280710623	5.387035	-1		
23525	471.35421628676033	2.8352542	-1		
24140	472.1948952028151	2.9370623	-1		
25792	472.2444547214438	3.270642	496		
25115	472.2449316413391	3.1452513	496		
45761	472.2697538513498	9.211429	-1		
5883	472.2779672762817	1.0907769	-1		
14753	472.2816069827556	1.9386857	-1		
33438	472.3031437307731	6.40329	-1		
36312	472.30334713277296	7.941285	207	36312.0	GLYCOCHENODEOXYCHOLATE
37096	472.3037558155232	8.280746	207		
32366	472.3045088598135	5.7615266	-1		
24950	472.3127154310661	3.1059794	-1		
18261	472.3136973621696	2.1945343	-1		
36742	472.3414619002265	8.116477	-1		
39398	472.3419548195027	8.689209	133	39398.0	Chenodeoxycholyl_proline
33667	472.3426089065532	6.5855575	-1		
35901	472.3430133543676	7.62516	133	35901.0	"""((4R)-4-((3R,5S,7R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoyl)valine"""
28449	472.3437178018178	4.0290203	-1		
9338	472.3509814869975	1.5697739	57		
44912	472.3779222881497	9.048811	133	44912.0	"""Candidate Monohydroxylated bile acid (delta mass 95.0716; sirius atomic difference: 6C, 9H, 1N; buddy atomic difference: 6C, 9H, 1N)"""
32123	472.3793340133989	5.7007775	-1		
43034	472.3797180856072	8.973002	-1		
34598	472.86129862170174	7.0407405	-1		
34258	472.8620971055722	6.8528814	-1		
23323	473.1850781215993	2.7985275	-1		
24211	473.1852774599573	2.9416032	-1		
4270	473.19731731652735	0.80130565	-1		
16354	473.2399758342884	2.0515826	-1		
3129	473.2821980224947	0.66486686	-1		
39599	473.2883666995912	8.701666	-1		
4629	473.3088349840943	0.8597571	57		
37683	473.3270737061552	8.455132	-1		
23335	473.33385965415937	2.7986548	-1		
41922	473.348238323885	8.8861265	-1		
36821	473.3628612882786	8.17919	-1		
35878	473.3628942112293	7.724314	-1		
7630	473.7337087572161	1.4523848	-1		
5635	474.24276317293305	1.03427	-1		
10727	474.2561014136997	1.633614	-1		
44297	474.2643277405913	9.066842	-1		
8236	474.278050149735	1.4954674	-1		
11256	474.2854803597999	1.6770759	-1		
14722	474.292374150493	1.908527	-1		
12398	474.2928997117608	1.8071436	-1		
6038	474.2933176889676	1.1354889	57		
9236	474.3286867146722	1.55938	57		
40227	474.3581762612861	8.782473	133	40227.0	Val-CDCA
38380	474.3585702144304	8.561077	133	38380.0	Val-DCA
43646	474.3587996822493	9.007633	133	43646.0	Lithocholyl-proline
36681	474.3589185195474	8.04627	133	36681.0	Val-HDCA
35185	474.3592385049722	7.418555	-1		
41465	475.3049793263365	8.870016	-1		
21679	475.3384859253701	2.5519764	3		
19599	475.3386614534522	2.3171878	3		
43748	475.3416642513172	9.033174	584		
23594	475.35255649785023	2.9027565	-1		
14733	476.1726287562696	1.936932	362		
20743	476.2195435866096	2.4373562	-1		
9928	476.2320481534132	1.5994545	-1		
15726	476.2510095703914	2.0322635	-1		
7798	476.26547377700143	1.4710295	-1		
23927	476.2683856973082	2.9059088	-1		
2481	476.2700348209555	0.5881991	-1		
1599	476.2708025495136	0.4766821	-1		
9499	476.2717296063336	1.5794201	-1		
21771	476.27633148584414	2.5552046	-1		
40386	476.2772295992647	8.75994	-1		
8435	476.29226617523904	1.5107672	-1		
42513	476.3015272240529	8.932817	-1		
14430	476.3073493862257	1.9155228	362		
47036	476.32858160150727	9.5159	-1	47036.0	NAXAGOLIDE
38099	476.3371418626297	8.512862	-1		
36532	476.3377907058272	8.004661	133	36532.0	Thr-DCA
31920	476.3377924925806	5.610802	133	31920.0	Thr-HDCA
35660	476.3378526540775	7.610685	133	35660.0	Thr-CDCA
34169	476.3383333522246	6.841616	133	34169.0	Thr-CDCA
46417	476.40970347384007	9.324004	-1		
49672	476.8459439393982	10.782636	-1		
18711	477.1261718883838	2.233331	-1		
21698	477.1464132863241	2.554152	-1		
2893	477.1705306648861	0.63460267	-1		
27719	477.2006081605634	3.7707474	-1		
9672	477.2195951683311	1.5962515	-1		
16404	477.27220977041287	2.0673108	-1		
19627	477.3079108316058	2.3295557	-1		
43815	477.3198004659836	9.002212	-1		
43987	477.35684159174906	9.052228	-1		
32033	477.4053887291392	5.6677337	-1	32033.0	Dihydroxylated bile acid - Chenodeoxycholylcadaverine
32522	477.40573062128334	5.895852	-1	32522.0	Chenodeoxycholyl_Cadaverine
36174	477.40573935377694	7.9085717	-1		
32405	478.2078731669992	5.822117	-1		
26659	478.2644813709269	3.45356	-1		
10676	478.2659646426882	1.6417192	-1		
15579	478.2661805387014	2.0058675	-1		
11496	478.2701514997888	1.6996791	399		
42371	478.2926034932189	8.920939	-1	42371.0	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid
34294	478.29801962226384	6.866551	-1		
30790	478.31707663491983	5.1296926	133	30790.0	Ser-CA
36851	478.3522076015528	8.202911	491		
40620	478.35313708726926	8.773787	133		
37165	478.35339283435	8.42213	133	37165.0	gamma-aminobutyrochenodeoxycholic acid (GABA-CDCA) synthetic
35587	478.3540551539249	7.6460824	491		
42235	478.3892406421175	8.922974	-1	42235.0	Cholyl_2-methylbutylamine
46214	478.3901041120002	9.255549	-1		
11868	478.7625796291347	1.7264172	399		
14173	478.8008781846762	1.8942335	-1	14173.0	Candidate Trihydroxylated bile acid (delta mass 69.5056)
25919	479.1577101755085	3.2990837	-1		
24589	479.1583384036928	3.0327175	-1		
17303	479.1800993229078	2.119051	-1		
17640	479.1921734691336	2.1652288	-1		
38896	479.2373262755116	8.632295	-1		
27985	479.2631604548856	3.8487618	-1		
20554	479.2877193575338	2.4179475	-1		
9415	479.2909116087067	1.6668034	-1		
40029	479.29646735163067	8.717795	97		
18735	479.3128449231027	2.2332528	-1		
30791	479.3200568846431	5.1421514	-1		
20448	479.32158532809046	2.3868392	-1		
42462	479.3357360348323	8.893587	-1		
44276	479.3360350714336	9.041041	-1		
37992	479.3480662533151	8.537252	-1		
45547	479.3722143216963	9.167118	-1		
43465	479.37256242704274	9.016118	584	43465.0	"""Candidate Trihydroxylated bile acid (delta mass 70.0788; sirius atomic difference: 5C, 10H; buddy atomic difference: 5C, 10H)"""
44258	479.3836219625182	9.046073	-1	44258.0	Putrescine-CA
21687	479.38467894418704	2.553084	405	21687.0	Cholyl_Putrescine
28445	479.38514911745455	4.0320463	405	28445.0	Cholyl_Putrescine
45369	480.1569750808014	9.160656	-1	45369.0	137005-17-5
7475	480.225188761493	1.4327391	-1		
9395	480.2461812939708	1.6036831	-1		
25567	480.27806515177247	3.22596	271	25567.0	"""Candidate Trihydroxylated bile acid (delta mass 70.9838; buddy atomic difference: 2C, 1H, 1N, 1S; spectral library match to CCMSLIB00005465016, """"2-((4R)-4-((3R,5R,6S,7R,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"""")"""
26196	480.27795155384206	3.370361	271	26196.0	"""Candidate Trihydroxylated bile acid (delta mass 70.9836; buddy atomic difference: 2C, 1H, 1N, 1S; spectral library match to CCMSLIB00005435576, taurohyocholic acid)"""
26744	480.2783707124106	3.4724245	271	26744.0	"""Candidate Trihydroxylated bile acid (delta mass 70.9838; buddy atomic difference: 2C, 1H, 1N, 1S; spectral library match to CCMSLIB00005465016, """"2-((4R)-4-((3R,5R,6S,7R,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"""")"""
32724	480.27872965295273	5.99282	-1		
29891	480.2787566035748	4.6891212	-1		
9158	480.28266998789366	1.5501075	57		
34335	480.33220508140425	6.9419613	-1	34335.0	Ala-CA
30761	480.3324346335462	5.145476	133	30761.0	Ser-CDCA
34670	480.3327184874338	7.145149	133	34670.0	Ser-HDCA
33093	480.33279598364766	6.1864324	133	33093.0	"""Candidate Trihydroxylated bile acid (delta mass 71.0376; sirius atomic difference: 3C, 5H, 1N, 1O; buddy atomic difference: 4C, 1H, 5N, -3O; spectral library match to CCMSLIB00006582244, Ala-CA; putative explanation: alanine)"""
35361	480.3328939037288	7.5135927	133	35361.0	Ser-DCA
33391	480.33311905784217	6.445835	-1	33391.0	Ala-CA
41770	480.3700528161668	8.87455	-1		
43954	480.370223181744	9.093741	425		
30825	480.8589531293821	5.144025	-1		
31292	480.8591877954881	5.3093114	-1		
5039	481.1522315802704	0.9254673	-1		
23897	481.174268727288	2.9030936	-1		
20822	481.2102312143735	2.4541113	-1		
12689	481.23021842390136	1.8480644	-1		
7142	481.3004541774415	1.3943413	-1		
17933	481.300782913905	2.167857	-1		
41508	481.3088024569773	8.851	97		
40438	481.3286865698016	8.764151	-1		
38252	481.35212131587775	8.601461	133		
36265	481.3633988298602	7.929408	347		
37993	481.3634371860055	8.481191	296	37993.0	"""Candidate Dihydroxylated bile acid (delta mass 88.0642; sirius atomic difference: 8C, 8H, -1O; buddy atomic difference: 3C, 8H, 2N, 1O)"""
36912	481.3639928325149	8.210425	347		
33412	481.3644298389638	6.404837	296	33412.0	"""Candidate Dihydroxylated bile acid (delta mass 88.0642; sirius atomic difference: 8C, 8H, -1O; buddy atomic difference: 3C, 8H, 2N, 1O)"""
39317	481.38820708012895	8.668732	-1		
36095	481.3997872241314	7.8191495	491		
34862	481.4003559213946	7.2109284	491		
44013	482.1058897497792	9.040052	-1		
42421	482.1367086900925	8.928552	-1		
45370	482.15508837846505	9.1606455	-1		
15799	482.2880186602503	2.0003355	-1		
31112	482.2936415116949	5.2467995	-1		
29612	482.2942833590996	4.5957665	133	29612.0	"""Candidate Dihydroxylated bile acid (delta mass 88.9946; buddy atomic difference: 2C, 3H, 1N, 1O, 1S; spectral library match to CCMSLIB00005435594, tauroursodeoxycholic acid)"""
37458	482.31249444490805	8.422308	-1		
36874	482.3301082886237	8.224064	-1		
41463	482.330680168082	8.839502	-1		
35323	482.3384688198007	7.490797	-1		
41125	482.3479621742548	8.889891	697		
49683	482.3484632731926	10.805941	-1		
46020	482.348472004554	9.22259	-1		
45166	482.3485704693138	9.095428	296		
43257	482.3495087422797	8.996035	697		
39379	482.3602316898048	8.699006	-1	39379.0	Spectral Match to 1-Hexadecyl-sn-glycero-3-phosphocholine from NIST14
37263	482.3679124169965	8.4407015	296		
44985	482.3841952516081	9.088458	425		
41912	482.3849671221116	8.922961	296		
45974	482.4051020762343	9.251253	-1	45974.0	22-Hydoxy-2-hopen-1-one
9770	482.7283075070218	1.5959578	-1		
8450	483.1203531108233	1.5074351	-1		
32403	483.1633293200547	5.821152	-1		
21657	483.1892795287623	2.5497558	-1		
40514	483.26987624992233	8.780004	-1		
13056	483.2887974912592	1.8218426	-1		
42343	483.3076373283948	8.920114	-1		
6148	483.31624207532064	1.1684636	-1		
7185	483.3167256649783	1.3867264	-1		
40811	483.3330155372128	8.82138	-1		
34748	483.3342827176776	7.1486764	-1		
32177	483.3437235386843	5.72345	425	32177.0	"""Candidate Trihydroxylated bile acid (delta mass 74.0479; sirius atomic difference: 2C, 6H, 2N, 1O; buddy atomic difference: 2C, 6H, 2N, 1O)"""
42587	483.34396059151214	8.93665	-1		
546	483.90447774650687	0.38864246	-1		
39721	484.11650314968784	8.712505	-1		
42403	484.1352441400717	8.927557	-1		
38909	484.2154425097986	8.632127	-1		
17523	484.219600650241	2.153266	-1		
41485	484.23940321951136	8.851344	-1		
21451	484.2787752968621	2.5258093	-1		
19542	484.302722256718	2.440638	145		
22734	484.3027090139769	2.7029734	145		
17430	484.3042050757209	2.1262238	-1		
38994	484.30974517847335	8.643832	133	38994.0	TAUROLITHOCHOLIC ACID
5885	484.32455249223074	1.089339	-1		
42615	484.3479116290301	8.9379835	-1		
43571	484.3624844367812	9.035356	-1		
38987	484.3631859166056	8.63867	-1		
45145	484.3638781249433	9.118195	-1		
37308	484.3725002330929	8.395359	-1		
45378	484.3755554894804	9.158277	-1		
9230	484.3975177148205	1.5625384	-1		
42641	484.8496911743916	8.941319	-1		
45365	485.1125810144874	9.161143	-1		
5170	485.18755111748993	0.9554145	-1		
37034	485.326533049093	8.302003	-1		
28476	485.3268585708527	4.0380197	-1		
34756	485.33801760188817	7.135461	-1		
46586	485.3597179964148	9.375342	-1		
31676	485.37248073898417	5.516331	-1		
25947	486.2597725441913	3.3015041	663		
24615	486.2601909042683	3.032996	663		
11092	486.2931702669388	1.7506807	-1		
37404	486.31837307846416	8.410213	56	37404.0	Ala-CDCA
39634	486.31849713611416	8.768662	-1		
38198	486.3187483928388	8.523801	56	38198.0	Ala-DCA
33413	486.320240422423	6.4448075	-1		
36137	486.3210447289976	7.870676	-1	36137.0	"""Candidate Dihydroxylated bile acid (delta mass 93.0201; sirius atomic difference: 5C, 3H, 1N, 1O; buddy atomic difference: 5C, 3H, 1N, 1O)"""
27766	486.3241503338809	3.7897	-1		
16405	486.3296554812188	2.0541952	-1		
8467	486.3404192340754	1.4783627	-1		
32178	486.3515831355989	5.7084675	-1		
36969	486.3589007859026	8.227027	-1		
42357	487.09262110484127	8.924597	-1		
18815	487.1160314286739	2.2401414	-1		
14932	487.2533484793601	1.9519142	-1		
41436	487.2880727887507	8.846396	-1		
43251	487.3042230442232	8.988943	-1		
45810	487.3053340229877	9.218271	-1		
8600	487.3231778161279	1.5231063	-1		
3666	487.3247883690845	0.7301094	-1		
7032	487.3250947460536	1.3554609	-1		
31383	487.32947068885306	5.353921	-1		
42118	487.3421779091268	8.880014	-1		
32470	487.342220729201	5.835463	-1		
21117	487.3496005682328	2.477024	-1		
28150	487.3519327230235	3.9123406	-1		
42779	487.3644608177924	8.951976	-1		
42135	487.37641004246535	8.903061	-1		
18303	488.19035194821726	2.2030492	-1		
17735	488.2394635685149	2.1527965	-1		
40488	488.24611430643535	8.772987	-1		
7789	488.2666485871815	1.5117141	-1		
8412	488.2704856817665	1.5456548	-1		
12615	488.2721097420608	1.841882	-1		
32478	488.2764996678592	5.8376064	-1		
37044	488.27654166889744	8.275959	-1		
36308	488.27715161655465	7.995655	-1		
32161	488.2982262004829	5.7289925	56	32161.0	N-Choloylglycine CollisionEnergy:102040
3914	488.3082970498932	0.7435117	-1		
4926	488.3083105571808	0.90426904	57		
37692	488.33649414117343	8.444609	-1		
24003	488.3368045549905	2.9145527	-1		
34946	488.3378001478208	7.3051586	24	34946.0	Cholyl_proline
32875	488.338625366389	6.0912476	-1		
41363	488.3589789242351	8.840881	-1		
41240	488.37271707892353	8.809023	133	41240.0	Ile/Leu-HDCA
38279	488.3732180373984	8.551589	133	38279.0	Ile/Leu-UDCA
39714	489.0719941960453	8.711906	-1		
42317	489.0918499562008	8.925215	-1		
19596	489.2329340633086	2.316148	-1		
16568	489.2334083047651	2.067538	-1		
14768	489.2347600441733	1.9265429	-1		
7939	489.2677348112775	1.4816628	-1		
21412	489.3094588998858	2.5126078	-1		
34453	489.3327486233024	6.9251084	133	34453.0	"""Candidate Dihydroxylated bile acid (delta mass 96.0327; sirius atomic difference: 4C, 4H, 2N, 1O; buddy atomic difference: 4C, 4H, 2N, 1O; spectral library match to CCMSLIB00006582024, Asn-CDCA)"""
33895	489.3328639018308	6.690589	-1	33895.0	"""Candidate Dihydroxylated bile acid (delta mass 96.0327; sirius atomic difference: 4C, 4H, 2N, 1O; buddy atomic difference: 4C, 4H, 2N, 1O; spectral library match to CCMSLIB00006582024, Asn-CDCA)"""
21464	490.2443174309362	2.521741	470		
8151	490.2516043000256	1.4936774	-1		
10091	490.2517301432452	1.6203936	-1		
35542	490.28400845564784	7.6163607	-1		
14612	490.289587156976	1.9509866	-1		
21661	490.29081164409183	2.551161	470		
31224	490.2919294599099	5.275301	-1		
8642	490.306981137408	1.4628289	57		
43844	490.3359134226813	8.950466	-1		
47047	490.3441876059695	9.515059	-1		
39320	490.3527376103478	8.759398	24	39320.0	Deoxycholyl_proline
33668	490.3537767642813	6.5075374	24	33668.0	Aminovaleric_acid-CA
38063	490.3538801570359	8.4589615	24		
34553	490.3539616464309	7.0214376	-1		
35592	490.353979220928	7.6178718	24	35592.0	Chenodeoxycholyl_proline
41918	490.375381950062	8.898781	-1		
44866	490.3891882202813	9.111596	133	44866.0	Lithocholyl-isoleucine/leucine
17153	491.19116128405045	2.1053252	-1		
6614	491.23491728053847	1.2776909	-1		
2425	491.2471817634821	0.58694893	-1		
40877	491.27324703722775	8.785072	-1		
15804	491.2803009843062	2.010567	-1		
13709	491.2894697632042	1.9041435	-1		
42482	491.2993447346025	8.891386	-1		
23771	491.32491053612193	2.8956597	-1		
22822	491.3249763404508	2.7288644	-1		
39296	491.3482005005242	8.654899	133	39296.0	Lithocholyl-asparagine
45121	491.37396470795136	9.131394	-1		
36713	491.3848187210007	8.120274	24	36713.0	N-acetyl-1,3-diaminopropane-CDCA
12979	491.8014410981068	1.8127345	-1		
20684	492.24766700901273	2.4364913	-1		
21135	492.2813695352754	2.4658666	-1		
11306	492.2828596743025	1.6854237	-1		
8988	492.2918932876884	1.5304414	-1		
31779	492.3315479275293	5.5298796	24	31779.0	Thr-CA
33698	492.3326344355352	6.583955	24	33698.0	Thr-gMCA
2568	492.34227079210046	0.5967015	-1		
36685	492.3685925798591	8.078169	24	36685.0	Deoxycholyl_valine
43527	492.3688361312185	9.002239	-1		
38796	492.3690705340734	8.6378765	24	38796.0	Dihydroxylated bile acid - Chenodeoxycholyl-5-aminovalerate
40864	492.36926444065	8.818971	24	40864.0	Deoxycholyl_valine
34280	492.393575744792	6.865064	-1		
46522	492.4041411573176	9.31828	-1		
45654	492.4051751796762	9.128031	-1		
43010	492.4051895847224	8.990101	24		
15667	493.1415201421477	2.0016572	-1		
11298	493.2390062793098	1.6871936	-1		
6357	493.2392595286317	1.2242748	-1		
9750	493.2552642223183	1.5888492	-1		
4357	493.2733513601156	0.7925229	-1		
39840	493.2814720541239	8.723099	-1		
14280	493.28214297873546	1.9013052	468		
12486	493.28244451188107	1.7733783	-1		
9947	493.2831288162893	1.6075927	468		
41857	493.29092302838814	9.002238	-1		
39491	493.315749964785	8.73924	-1		
19306	493.3281018733288	2.2860963	-1		
23550	493.3373403637087	2.8349776	-1		
42667	493.352369605445	8.940813	-1		
36317	493.36283435425065	7.9321733	482		
38100	493.3637335604241	8.495109	24		
22036	493.3640133840041	2.6016655	-1		
28812	493.3643640852772	4.256579	-1		
26939	493.3652923681976	3.564968	-1	26939.0	Cholyl_4-aminobutanamide
44059	493.4001977788786	9.04803	24		
22616	493.4005695108584	2.64558	476	22616.0	Cholyl_Cadaverine
28913	493.4007703346909	4.260335	476		
10433	493.77361946922326	1.6332015	-1		
24154	494.1762384455533	2.9346576	-1		
4225	494.19847120773846	0.79650337	-1		
3397	494.2101119983539	0.7039527	-1		
36196	494.2861175699293	7.955136	415		
32505	494.2856520189399	5.8465223	-1		
37190	494.2856611649372	8.301579	415		
18263	494.2963857621063	2.2016757	-1		
28269	494.3112346392545	3.980928	-1		
27838	494.3115070480019	3.8158915	24		
42155	494.3234957470253	8.8126135	-1		
35654	494.347899062519	7.665211	24	35654.0	Thr-CDCA
37869	494.3480859177459	8.491265	-1		
36480	494.34814043126806	7.983243	24	36480.0	Thr-DCA
32962	494.3483259160402	6.144384	24	32962.0	Trihydroxylated bile acid - Cholyl-g-aminobutyrate
28000	494.3483413929156	3.8960314	24	28000.0	Trihydroxylated bile acid - Cholyl-g-aminobutyrate
31921	494.34862554091086	5.665059	24	31921.0	Thr-UDCA
36370	494.36048087975496	7.9356813	-1		
41424	494.38454406258177	8.8659725	-1		
40058	494.384566976938	8.737217	-1		
43238	494.3846500036474	8.98113	-1		
17446	495.1817548124971	2.124949	-1		
12974	495.2978194492438	1.8148623	468		
34564	495.3083585179997	7.0239153	-1		
23321	495.3174736118195	2.798377	-1		
14100	495.3302530987236	1.8856926	-1		
41840	495.3319094901946	8.890075	-1		
30363	495.3438632246428	4.86773	-1		
36266	495.37927969198944	7.936956	482	36266.0	"""Candidate Dihydroxylated bile acid (delta mass 102.0793; sirius atomic difference: 4C, 10H, 2N, 1O; buddy atomic difference: 4C, 10H, 2N, 1O)"""
32448	495.3794078089516	5.829627	-1		
36927	495.3798603032042	8.301708	24		
15750	496.2450881742163	2.0069783	-1		
25647	496.3035367745438	3.2473266	174		
25020	496.30385264118814	3.0413835	174		
39209	496.3099847640461	8.677513	24	39209.0	Deoxycholyl_cysteine
25204	496.3275599184223	3.165859	24	25204.0	Trihydroxylated bile acid - Cholylserine
36846	496.3277279111485	8.201503	38		
30826	496.3278875683481	5.128226	24	30826.0	Ser-CA
38183	496.3400702660134	8.558646	174	38183.0	Spectral Match to Lyso-PC(16:0) from NIST14
42556	496.34656160784687	8.93912	-1		
46460	496.36442721609376	9.306028	-1		
46453	496.420762702782	9.336938	-1		
7567	496.7627148496234	1.4437081	-1		
30123	497.1450101109921	4.8039465	-1		
30891	497.1450599368227	5.1770864	-1		
17918	497.2750253122266	2.1684358	-1		
32714	497.3057640854352	5.992769	-1		
11066	497.3133609782194	1.6706215	-1		
21692	497.32030430529977	2.5509412	-1		
43722	497.32251927640607	9.009051	-1		
38170	497.34468005407547	8.541126	174		
32134	497.358041589074	5.703177	-1		
35349	497.3587070639904	7.4899583	24	35349.0	Chenodeoxycholyl_3-(Methylthio)propylamine
34660	497.35894335496187	7.0818734	24	34660.0	Chenodeoxycholyl_3-(Methylthio)propylamine
33085	497.3592734660791	6.1956544	38	33085.0	"""Candidate Trihydroxylated bile acid (delta mass 88.0635; sirius atomic difference: 8C, 8H, -1O; buddy atomic difference: 4C, 4H, 6N, -3O)"""
20681	498.200088253702	2.432515	-1		
15716	498.2485713754598	2.0057547	-1		
20262	498.2723375154014	2.3166883	-1		
14441	498.28221804071626	1.9135174	-1		
42465	498.28311967824015	8.929813	-1		
25623	498.2856594138818	3.2785878	24	25623.0	"""Candidate Trihydroxylated bile acid (delta mass 88.9938; sirius atomic difference: 2C, 3H, 1N, 1O, 1S; spectral library match to CCMSLIB00005435562, taurocholic acid)"""
26171	498.287236318396	3.423841	-1	26171.0	"""Candidate Trihydroxylated bile acid (delta mass 88.9949; sirius atomic difference: 2C, 3H, 1N, 1O, 1S; spectral library match to CCMSLIB00005435575, taurohyocholic acid)"""
29892	498.2886832509666	4.691052	-1		
31463	498.3253439231872	5.4073305	-1		
9802	498.3406076991109	1.6072992	-1		
41616	498.3442048423652	8.845798	38	41616.0	"""Candidate Trihydroxylated bile acid (delta mass 89.0466; sirius atomic difference: 3C, 7H, 1N, 2O; buddy atomic difference: 3C, 7H, 1N, 2O)"""
43344	498.3442769411181	8.960079	-1		
37757	498.3443155091822	8.496107	-1		
44456	498.3643034399341	9.076825	-1		
38253	498.3785895645404	8.524108	38		
44462	498.865410599041	9.076659	-1		
800	498.9012583270196	0.38418338	-1		
21723	499.1282298045208	2.5570118	-1		
2894	499.1524825458913	0.6357641	-1		
16334	499.2541829352143	2.0775409	-1		
33433	499.2637008336337	6.404415	-1		
35163	499.26422079561576	7.442097	-1		
19601	499.2903089947544	2.3350163	-1		
21439	499.3037262032868	2.5223935	630		
18924	499.3040442804976	2.2485056	630		
29614	499.32118269328	4.5928335	24	29614.0	"""Candidate Dihydroxylated bile acid (delta mass 106.0198; buddy atomic difference: 2C, 6H, 2N, 1O, 1S)"""
31121	499.3212743261098	5.2477236	-1		
46209	499.3394198081612	9.283787	-1		
41574	499.35324709999793	8.857138	-1		
32427	499.3877071109758	5.8524284	-1		
536	499.8813944175397	0.38929006	-1		
15541	500.2480740254623	1.997479	-1		
14201	500.2505329930335	1.8848417	330		
11344	500.2602784466416	1.6910515	-1		
42388	500.27375824997256	8.924687	-1		
15249	500.2771523147656	1.9803482	-1		
